energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.16862424,0.05320922,0.06862829,0.00958007,0.87433890,0.54438045,0.12949042,0.59476380,0.47724188
-5.99399700,2.23859237,0.05665228,0.07391914,0.00913182,0.89834438,0.56556012,0.13249109,0.62576947,0.49295445
-5.98799400,2.31284782,0.06030066,0.07943076,0.00868680,0.92376576,0.58808102,0.13560716,0.65797176,0.50975891
-5.98199100,2.39043493,0.06412616,0.08511368,0.00825118,0.95025631,0.61167393,0.13881938,0.69101795,0.52741053
-5.97598799,2.47024323,0.06809279,0.09091255,0.00783055,0.97740955,0.63602039,0.14209922,0.72450946,0.54563138
-5.96998499,2.55102974,0.07215703,0.09676678,0.00742977,1.00476809,0.66075842,0.14540918,0.75800878,0.56411630
-5.96398199,2.63144591,0.07626849,0.10261127,0.00705292,1.03183433,0.68548983,0.14870342,0.79104777,0.58253956
-5.95797899,2.71006866,0.08037081,0.10837735,0.00670329,1.05808299,0.70978897,0.15192891,0.82313732,0.60056221
-5.95197599,2.78543487,0.08440292,0.11399380,0.00638335,1.08297506,0.73321283,0.15502692,0.85377806,0.61783982
-5.94597299,2.85607864,0.08830060,0.11938801,0.00609478,1.10597285,0.75531215,0.15793498,0.88247196,0.63403064
-5.93996998,2.92057034,0.09199828,0.12448731,0.00583857,1.12655569,0.77564340,0.16058905,0.90873461,0.64880382
-5.93396698,2.97755637,0.09543099,0.12922036,0.00561511,1.14423582,0.79378110,0.16292605,0.93210782,0.66184760
-5.92796398,3.02579839,0.09853653,0.13351864,0.00542428,1.15857399,0.80933026,0.16488644,0.95217207,0.67287734
-5.92196098,3.06421089,0.10125761,0.13731804,0.00526560,1.16919406,0.82193837,0.16641685,0.96855865,0.68164291
-5.91595798,3.09189554,0.10354398,0.14056036,0.00513836,1.17579620,0.83130659,0.16747270,0.98096085,0.68793548
-5.90995498,3.10817124,0.10535439,0.14319487,0.00504173,1.17816818,0.83719970,0.16802054,0.98914391,0.69159340
-5.90395198,3.11259852,0.10665834,0.14517970,0.00497488,1.17619410,0.83945434,0.16804012,0.99295326,0.69250686
-5.89794897,3.10499720,0.10743754,0.14648312,0.00493714,1.16986031,0.83798525,0.16752605,0.99232073,0.69062124
-5.89194597,3.08545659,0.10768693,0.14708455,0.00492803,1.15925828,0.83278919,0.16648894,0.98726841,0.68593901
-5.88594297,3.05433750,0.10741528,0.14697536,0.00494735,1.14458402,0.82394631,0.16495598,0.97790989,0.67851999
-5.87993997,3.01226580,0.10664532,0.14615932,0.00499524,1.12613426,0.81161903,0.16297097,0.96444877,0.66847995
-5.87393697,2.96011769,0.10541337,0.14465268,0.00507221,1.10429934,0.79604816,0.16059360,0.94717452,0.65598758
-5.86793397,2.89899700,0.10376843,0.14248391,0.00517912,1.07955312,0.77754665,0.15789825,0.92645555,0.64125985
-5.86193097,2.83020526,0.10177084,0.13969306,0.00531720,1.05244018,0.75649109,0.15497215,0.90272993,0.62455601
-5.85592796,2.75520579,0.09949055,0.13633077,0.00548802,1.02356098,0.73331129,0.15191308,0.87649390,0.60617026
-5.84992496,2.67558293,0.09700496,0.13245692,0.00569344,0.99355534,0.70847829,0.14882656,0.84828875,0.58642353
-5.84392196,2.59299811,0.09439657,0.12813903,0.00593553,0.96308495,0.68249139,0.14582289,0.81868631,0.56565455
-5.83791896,2.50914425,0.09175042,0.12345048,0.00621659,0.93281559,0.65586463,0.14301382,0.78827382,0.54421064
-5.83191596,2.42570038,0.08915143,0.11846854,0.00653899,0.90339965,0.62911311,0.14050930,0.75763860,0.52243844
-5.82591296,2.34428791,0.08668178,0.11327233,0.00690517,0.87545953,0.60273986,0.13841419,0.72735306,0.50067510
-5.81990995,2.26643007,0.08441847,0.10794089,0.00731749,0.84957249,0.57722345,0.13682519,0.69796058,0.47924000
-5.81390695,2.19351583,0.08243093,0.10255123,0.00777821,0.82625735,0.55300692,0.13582805,0.66996277,0.45842754
-5.80790395,2.12676930,0.08077912,0.09717660,0.00828935,0.80596336,0.53048812,0.13549508,0.64380835,0.43850102
-5.80190095,2.06722521,0.07951174,0.09188500,0.00885258,0.78906141,0.51001190,0.13588324,0.61988398,0.41968782
-5.79589795,2.01571097,0.07866503,0.08673787,0.00946914,0.77583781,0.49186403,0.13703257,0.59850729,0.40217599
-5.78989495,1.97283528,0.07826187,0.08178913,0.01013969,0.76649035,0.47626706,0.13896521,0.57992204,0.38611231
-5.78389195,1.93898323,0.07831137,0.07708449,0.01086417,0.76112681,0.46337802,0.14168496,0.56429550,0.37160163
-5.77788894,1.91431726,0.07880880,0.07266103,0.01164173,0.75976556,0.45328785,0.14517730,0.55171786,0.35870756
-5.77188594,1.89878362,0.07973607,0.06854707,0.01247050,0.76233805,0.44602237,0.14940986,0.54220366,0.34745421
-5.76588294,1.89212338,0.08106243,0.06476231,0.01334757,0.76869293,0.44154476,0.15433338,0.53569473,0.33782892
-5.75987994,1.89388739,0.08274562,0.06131809,0.01426879,0.77860160,0.43975917,0.15988300,0.53206478,0.32978568
-5.75387694,1.90345432,0.08473327,0.05821792,0.01522876,0.79176482,0.44051535,0.16597983,0.53112507,0.32324917
-5.74787394,1.92005117,0.08696450,0.05545811,0.01622076,0.80782028,0.44361418,0.17253279,0.53263109,0.31811904
-5.74187094,1.94277547,0.08937174,0.05302848,0.01723673,0.82635090,0.44881381,0.17944065,0.53628998,0.31427442
-5.73586793,1.97061877,0.09188265,0.05091318,0.01826732,0.84689375,0.45583632,0.18659414,0.54176851,0.31157846
-5.72986493,2.00249095,0.09442208,0.04909149,0.01930204,0.86894946,0.46437480,0.19387819,0.54870143,0.30988265
-5.72386193,2.03724494,0.09691406,0.04753871,0.02032939,0.89199209,0.47410066,0.20117414,0.55670010,0.30903108
-5.71785893,2.07370165,0.09928371,0.04622702,0.02133710,0.91547934,0.48467117,0.20836206,0.56536122,0.30886431
-5.71185593,2.11067486,0.10145909,0.04512632,0.02231247,0.93886311,0.49573700,0.21532293,0.57427561,0.30922296
-5.70585293,2.14699569,0.10337286,0.04420509,0.02324265,0.96160025,0.50694976,0.22194081,0.58303700,0.30995099
-5.69984992,2.18153660,0.10496379,0.04343119,0.02411511,0.98316339,0.51796940,0.22810498,0.59125054,0.31089855
-5.69384692,2.21323438,0.10617810,0.04277269,0.02491799,1.00305175,0.52847127,0.23371191,0.59854114,0.31192459
-5.68784392,2.24111181,0.10697053,0.04219854,0.02564056,1.02080161,0.53815278,0.23866721,0.60456137,0.31289896
-5.68184092,2.26429756,0.10730515,0.04167938,0.02627363,1.03599622,0.54673948,0.24288730,0.60899884,0.31370429
-5.67583792,2.28204377,0.10715596,0.04118810,0.02680992,1.04827490,0.55399037,0.24630101,0.61158281,0.31423739
-5.66983492,2.29374068,0.10650722,0.04070044,0.02724438,1.05734090,0.55970234,0.24885089,0.61208996,0.31441035
-5.66383192,2.29892794,0.10535349,0.04019550,0.02757439,1.06296781,0.56371349,0.25049431,0.61034905,0.31415120
-5.65782891,2.29730192,0.10369950,0.03965607,0.02779996,1.06500413,0.56590542,0.25120418,0.60624434,0.31340419
