energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.85592796,3.10130373,1.82857340,1.06164712,0.02298955,0.93694790,0.57622192,0.00000000
-5.84992496,2.92980811,1.73691109,1.00550043,0.02098444,0.88773269,0.54210040,0.00000000
-5.84392196,2.76173408,1.64683054,0.95037178,0.01907524,0.83915821,0.50916585,0.00000000
-5.83791896,2.59845340,1.55886790,0.89682580,0.01728929,0.79165769,0.47755508,0.00000000
-5.83191596,2.44113526,1.47343310,0.84537158,0.01565111,0.74560724,0.44735750,0.00000000
-5.82591296,2.29076823,1.39082895,0.79646897,0.01418239,0.70133111,0.41862298,0.00000000
-5.81990995,2.14818774,1.31127318,0.75053673,0.01290215,0.65910888,0.39137047,0.00000000
-5.81390695,2.01410668,1.23492175,0.70796175,0.01182693,0.61918362,0.36559681,0.00000000
-5.80790395,1.88914659,1.16189163,0.66910840,0.01097104,0.58177036,0.34128519,0.00000000
-5.80190095,1.77386705,1.09228189,0.63432715,0.01034689,0.54706422,0.31841294,0.00000000
-5.79589795,1.66879120,1.02619147,0.60396166,0.00996518,0.51524747,0.29695814,0.00000000
-5.78989495,1.57442578,0.96373312,0.57835370,0.00983518,0.48649498,0.27690495,0.00000000
-5.78389195,1.49127427,0.90504264,0.55784538,0.00996481,0.46097781,0.25824740,0.00000000
-5.77788894,1.41984253,0.85028339,0.54277833,0.01036066,0.43886453,0.24099173,0.00000000
-5.77188594,1.36063666,0.79964593,0.53348972,0.01102797,0.42032026,0.22515714,0.00000000
-5.76588294,1.31415326,0.75334349,0.53030514,0.01197039,0.40550357,0.21077521,0.00000000
-5.75987994,1.28086283,0.71160350,0.53352860,0.01318967,0.39456126,0.19788823,0.00000000
-5.75387694,1.26118743,0.67465630,0.54343011,0.01468527,0.38762153,0.18654643,0.00000000
-5.74787394,1.25547385,0.64272173,0.56023124,0.01645386,0.38478592,0.17680458,0.00000000
-5.74187094,1.26396422,0.61599466,0.58408966,0.01848879,0.38612038,0.16871819,0.00000000
-5.73586793,1.28676544,0.59463039,0.61508321,0.02077954,0.39164630,0.16233938,0.00000000
-5.72986493,1.32381965,0.57873084,0.65319445,0.02331117,0.40133180,0.15771297,0.00000000
-5.72386193,1.37487737,0.56833226,0.69829661,0.02606391,0.41508403,0.15487260,0.00000000
-5.71785893,1.43947499,0.56339525,0.75014179,0.02901277,0.43274286,0.15383744,0.00000000
-5.71185593,1.51691822,0.56379758,0.80835212,0.03212739,0.45407655,0.15460925,0.00000000
-5.70585293,1.60627271,0.56933000,0.87241477,0.03537202,0.47877969,0.15717020,0.00000000
-5.69984992,1.70636274,0.57969559,0.94168112,0.03870574,0.50647373,0.16148123,0.00000000
-5.69384692,1.81577859,0.59451223,1.01537068,0.04208291,0.53671023,0.16748114,0.00000000
-5.68784392,1.93289285,0.61331850,1.09257984,0.04545387,0.56897692,0.17508630,0.00000000
-5.68184092,2.05588525,0.63558240,1.17229540,0.04876583,0.60270640,0.18419102,0.00000000
-5.67583792,2.18277569,0.66071282,1.25341270,0.05196405,0.63728731,0.19466842,0.00000000
-5.66983492,2.31146421,0.68807303,1.33475774,0.05499313,0.67207768,0.20637188,0.00000000
-5.66383192,2.43977684,0.71699592,1.41511284,0.05779846,0.70641981,0.21913688,0.00000000
-5.65782891,2.56551552,0.74680027,1.49324471,0.06032770,0.73965652,0.23278319,0.00000000
-5.65182591,2.68651056,0.77680753,1.56793418,0.06253236,0.77114775,0.24711745,0.00000000
-5.64582291,2.80067357,0.80635862,1.63800640,0.06436926,0.80028729,0.26193592,0.00000000
-5.63981991,2.90604912,0.83483009,1.70236056,0.06580187,0.82651869,0.27702752,0.00000000
-5.63381691,3.00086325,0.86164930,1.75999789,0.06680146,0.84935004,0.29217697,0.00000000
-5.62781391,3.08356720,0.88630826,1.81004712,0.06734808,0.86836688,0.30716818,0.00000000
-5.62181091,3.15287499,0.90837558,1.85178648,0.06743116,0.88324292,0.32178768,0.00000000
-5.61580790,3.20779375,0.92750660,1.88466160,0.06704981,0.89374815,0.33582822,0.00000000
-5.60980490,3.24764613,0.94345134,1.90829878,0.06621289,0.89975423,0.34909249,0.00000000
-5.60380190,3.27208426,0.95606028,1.92251345,0.06493859,0.90123692,0.36139689,0.00000000
-5.59779890,3.28109539,0.96528797,1.92731370,0.06325382,0.89827565,0.37257537,0.00000000
-5.59179590,3.27499950,0.97119451,1.92289907,0.06119330,0.89105043,0.38248331,0.00000000
-5.58579290,3.25443939,0.97394493,1.90965495,0.05879832,0.87983620,0.39100139,0.00000000
-5.57978989,3.22036413,0.97380666,1.88814295,0.05611546,0.86499505,0.39803929,0.00000000
-5.57378689,3.17400683,0.97114514,1.85908796,0.05319511,0.84696659,0.40353933,0.00000000
-5.56778389,3.11685767,0.96641767,1.82336242,0.05008991,0.82625697,0.40747972,0.00000000
-5.56178089,3.05063340,0.96016559,1.78196848,0.04685330,0.80342685,0.40987747,0.00000000
-5.55577789,2.97724409,0.95300482,1.73601856,0.04353803,0.77907878,0.41079079,0.00000000
-5.54977489,2.89875814,0.94561487,1.68671509,0.04019490,0.75384425,0.41032081,0.00000000
-5.54377189,2.81736626,0.93872627,1.63532965,0.03687159,0.72837086,0.40861254,0.00000000
-5.53776888,2.73534510,0.93310662,1.58318208,0.03361174,0.70330977,0.40585500,0.00000000
-5.53176588,2.65502089,0.92954518,1.53161982,0.03045422,0.67930360,0.40228030,0.00000000
-5.52576288,2.57873368,0.92883632,1.48199771,0.02743268,0.65697510,0.39816176,0.00000000
-5.51975988,2.50880230,0.93176198,1.43565846,0.02457525,0.63691659,0.39381089,0.00000000
-5.51375688,2.44749048,0.93907342,1.39391392,0.02190454,0.61968034,0.38957335,0.00000000
-5.50775388,2.39697428,0.95147285,1.35802724,0.01943778,0.60576998,0.38582383,0.00000000
-5.50175088,2.35931130,0.96959519,1.32919614,0.01718715,0.59563307,0.38296000,0.00000000
-5.49574787,2.33641180,0.99399086,1.30853732,0.01516021,0.58965480,0.38139556,0.00000000
-5.48974487,2.33001230,1.02511000,1.29707226,0.01336047,0.58815313,0.38155254,0.00000000
-5.48374187,2.34165204,1.06328899,1.29571454,0.01178797,0.59137529,0.38385305,0.00000000
-5.47773887,2.37265270,1.10873987,1.30525890,0.01043995,0.59949582,0.38871059,0.00000000
-5.47173587,2.42410182,1.16154322,1.32637226,0.00931143,0.61261619,0.39652105,0.00000000
-5.46573287,2.49684031,1.22164510,1.35958678,0.00839585,0.63076614,0.40765368,0.00000000
-5.45972986,2.59145419,1.28885825,1.40529529,0.00768557,0.65390658,0.42244209,0.00000000
-5.45372686,2.70827075,1.36286773,1.46374889,0.00717240,0.68193413,0.44117543,0.00000000
-5.44772386,2.84735897,1.44324087,1.53505698,0.00684791,0.71468707,0.46409004,0.00000000
-5.44172086,3.00853395,1.52944111,1.61918945,0.00670378,0.75195258,0.49136147,0.00000000
-5.43571786,3.19136478,1.62084520,1.71598086,0.00673201,0.79347488,0.52309722,0.00000000
-5.42971486,3.39518540,1.71676280,1.82513640,0.00692502,0.83896398,0.55933019,0.00000000
-5.42371186,3.61910744,1.81645761,1.94623913,0.00727566,0.88810462,0.60001309,0.00000000
-5.41770885,3.86203441,1.91916879,2.07875823,0.00777722,0.94056496,0.64501383,0.00000000
-5.41170585,4.12267632,2.02413150,2.22205765,0.00842329,0.99600453,0.69411225,0.00000000
-5.40570285,4.39956399,2.13059558,2.37540492,0.00920761,1.05408113,0.74699812,0.00000000
-5.39969985,4.69106256,2.23784118,2.53797958,0.01012387,1.11445619,0.80327086,0.00000000
-5.39369685,4.99538374,2.34519066,2.70888097,0.01116552,1.17679851,0.86244100,0.00000000
-5.38769385,5.31059680,2.45201616,2.88713530,0.01232550,1.24078597,0.92393367,0.00000000
-5.38169085,5.63463855,2.55774269,3.07170183,0.01359608,1.30610550,0.98709427,0.00000000
-5.37568784,5.96532267,2.66184674,3.26147831,0.01496862,1.37245119,1.05119638,0.00000000
-5.36968484,6.30034932,2.76385092,3.45530589,0.01643343,1.43952089,1.11545217,0.00000000
-5.36368184,6.63731581,2.86331533,3.65197390,0.01797965,1.50701173,1.17902507,0.00000000
-5.35767884,6.97372952,2.95982659,3.85022491,0.01959523,1.57461497,1.24104484,0.00000000
-5.35167584,7.30702401,3.05298576,4.04876052,0.02126687,1.64201070,1.30062461,0.00000000
-5.34567284,7.63457913,3.14239622,4.24624846,0.02298015,1.70886307,1.35687974,0.00000000
-5.33966983,7.95374604,3.22765288,4.44133134,0.02471966,1.77481649,1.40894791,0.00000000
-5.33366683,8.26187721,3.30833362,4.63263745,0.02646921,1.83949325,1.45601001,0.00000000
-5.32766383,8.55636148,3.38399399,4.81879369,0.02821209,1.90249311,1.49731107,0.00000000
-5.32166083,8.83466341,3.45416568,4.99844073,0.02993139,1.96339490,1.53218044,0.00000000
-5.31565783,9.09436620,3.51835916,5.17025010,0.03161037,2.02176030,1.56005070,0.00000000
-5.30965483,9.33321640,3.57607036,5.33294275,0.03323284,2.07713977,1.58047418,0.00000000
-5.30365183,9.54916877,3.62679114,5.48530859,0.03478352,2.12908031,1.59313661,0.00000000
-5.29764882,9.74042917,3.67002284,5.62622609,0.03624843,2.17713469,1.59786716,0.00000000
-5.29164582,9.90549331,3.70529211,5.75468109,0.03761523,2.22087166,1.59464437,0.00000000
-5.28564282,10.04317927,3.73216781,5.86978401,0.03887345,2.25988659,1.58359749,0.00000000
-5.27963982,10.15265184,3.75027819,5.97078440,0.04001475,2.29381187,1.56500330,0.00000000
-5.27363682,10.23343733,3.75932693,6.05708223,0.04103302,2.32232658,1.53927823,0.00000000
-5.26763382,10.28542769,3.75910724,6.12823518,0.04192441,2.34516475,1.50696617,0.00000000
-5.26163082,10.30887369,3.74951318,6.18396176,0.04268728,2.36212201,1.46872234,0.00000000
-5.25562781,10.30436756,3.73054755,6.22414003,0.04332204,2.37306011,1.42529404,0.00000000
-5.24962481,10.27281593,3.70232611,6.24880236,0.04383086,2.37790931,1.37749891,0.00000000
-5.24362181,10.21540487,3.66507794,6.25812663,0.04421745,2.37666858,1.32620181,0.00000000
-5.23761881,10.13355921,3.61914232,6.25242484,0.04448659,2.36940385,1.27229121,0.00000000
-5.23161581,10.02889862,3.56496245,6.23213008,0.04464378,2.35624451,1.21665614,0.00000000
-5.22561281,9.90319339,3.50307663,6.19778312,0.04469484,2.33737869,1.16016482,0.00000000
-5.21960980,9.75832263,3.43410768,6.15001978,0.04464549,2.31304757,1.10364562,0.00000000
-5.21360680,9.59623758,3.35875140,6.08956032,0.04450102,2.28353947,1.04787131,0.00000000
-5.20760380,9.41893212,3.27776474,6.01720180,0.04426604,2.24918391,0.99354710,0.00000000
-5.20160080,9.22842225,3.19195448,5.93381408,0.04394426,2.21034620,0.94130285,0.00000000
-5.19559780,9.02673547,3.10216691,5.84034001,0.04353843,2.16742279,0.89168958,0.00000000
-5.18959480,8.81591003,3.00927886,5.73779964,0.04305033,2.12083749,0.84518030,0.00000000
-5.18359180,8.59800371,2.91419039,5.62729816,0.04248095,2.07103873,0.80217468,0.00000000
-5.17758879,8.37511032,2.81781895,5.51003664,0.04183064,2.01849756,0.76300731,0.00000000
-5.17158579,8.14938208,2.72109495,5.38732447,0.04109949,1.96370641,0.72795871,0.00000000
-5.16558279,7.92305507,2.62495840,5.26059203,0.04028762,1.90717800,0.69726834,0.00000000
-5.15957979,7.69847475,2.53035599,5.13140181,0.03939563,1.84944433,0.67114882,0.00000000
-5.15357679,7.47811842,2.43823827,5.00145650,0.03842498,1.79105513,0.64980030,0.00000000
-5.14757379,7.26461146,2.34955621,4.87260217,0.03737837,1.73257539,0.63342417,0.00000000
-5.14157079,7.06073463,2.26525676,4.74682523,0.03626007,1.67458188,0.62223517,0.00000000
-5.13556778,6.86942021,2.18627683,4.62624198,0.03507614,1.61765809,0.61647118,0.00000000
-5.12956478,6.69373515,2.11353545,4.51307995,0.03383463,1.56238778,0.61639991,0.00000000
-5.12356178,6.53685061,2.04792393,4.40965097,0.03254555,1.50934700,0.62232213,0.00000000
-5.11755878,6.40199781,1.99029395,4.31831587,0.03122086,1.45909484,0.63457098,0.00000000
-5.11155578,6.29241101,1.94144383,4.24144197,0.02987419,1.41216312,0.65350724,0.00000000
-5.10555278,6.21125947,1.90210323,4.18135433,0.02852060,1.36904561,0.67951069,0.00000000
-5.09954977,6.16157067,1.87291678,4.14028253,0.02717614,1.33018709,0.71296763,0.00000000
-5.09354677,6.14614785,1.85442728,4.12030511,0.02585738,1.29597295,0.75425519,0.00000000
-5.08754377,6.16748549,1.84705906,4.12329367,0.02458085,1.26671990,0.80372284,0.00000000
-5.08154077,6.22768627,1.85110227,4.15085929,0.02336255,1.24266823,0.86167199,0.00000000
-5.07553777,6.32838342,1.86669900,4.20430345,0.02221735,1.22397623,0.92833451,0.00000000
-5.06953477,6.47067221,1.89383168,4.28457566,0.02115852,1.21071705,1.00385108,0.00000000
-5.06353177,6.65505379,1.93231471,4.39223996,0.02019724,1.20287833,1.08825055,0.00000000
-5.05752876,6.88139451,1.98178974,4.52745181,0.01934228,1.20036465,1.18143114,0.00000000
-5.05152576,7.14890304,2.04172518,4.68994659,0.01859970,1.20300283,1.28314471,0.00000000
-5.04552276,7.45612678,2.11142013,4.87904069,0.01797267,1.21054978,1.39298492,0.00000000
-5.03951976,7.80096869,2.19001316,5.09364521,0.01746148,1.22270271,1.51038010,0.00000000
-5.03351676,8.18072446,2.27649565,5.33229223,0.01706355,1.23911118,1.63459168,0.00000000
-5.02751376,8.59213933,2.36972982,5.59317276,0.01677366,1.25939044,1.76471839,0.00000000
-5.02151076,9.03148300,2.46847089,5.87418525,0.01658415,1.28313548,1.89970678,0.00000000
-5.01550775,9.49464032,2.57139306,6.17299287,0.01648533,1.30993519,2.03836787,0.00000000
-5.00950475,9.97721475,2.67711840,6.48708763,0.01646584,1.33938586,2.17939970,0.00000000
-5.00350175,10.47464114,2.78424819,6.81385887,0.01651313,1.37110356,2.32141536,0.00000000
-4.99749875,10.98230364,2.89139537,7.15066366,0.01661389,1.40473473,2.46297558,0.00000000
-4.99149575,11.49565466,2.99721743,7.49489639,0.01675453,1.43996458,2.60262490,0.00000000
-4.98549275,12.01033028,3.10044837,7.84405492,0.01692160,1.47652285,2.73893024,0.00000000
-4.97948974,12.52225783,3.19992889,8.19580065,0.01710221,1.51418676,2.87052036,0.00000000
-4.97348674,13.02775159,3.29463341,8.54801027,0.01728432,1.55278099,2.99612480,0.00000000
-4.96748374,13.52359274,3.38369323,8.89881708,0.01745707,1.59217477,3.11461073,0.00000000
-4.96148074,14.00709056,3.46641471,9.24664031,0.01761092,1.63227610,3.22501622,0.00000000
-4.95547774,14.47612244,3.54229182,9.59020132,0.01773786,1.67302366,3.32657844,0.00000000
-4.94947474,14.92915128,3.61101255,9.92852614,0.01783140,1.71437658,3.41875568,0.00000000
-4.94347174,15.36521943,3.67245877,10.26093430,0.01788660,1.75630267,3.50124198,0.00000000
-4.93746873,15.78391977,3.72669970,10.58701459,0.01790000,1.79876590,3.57397376,0.00000000
-4.93146573,16.18534506,3.77397893,10.90658888,0.01786956,1.84171351,3.63712793,0.00000000
-4.92546273,16.57001770,3.81469568,11.21966560,0.01779443,1.88506360,3.69111134,0.00000000
-4.91945973,16.93880288,3.84938084,11.52638498,0.01767491,1.92869397,3.73654189,0.00000000
-4.91345673,17.29280867,3.87866877,11.82695823,0.01751217,1.97243253,3.77422178,0.00000000
-4.90745373,17.63327695,3.90326591,12.12160348,0.01730815,2.01605021,3.80510376,0.00000000
-4.90145073,17.96146953,3.92391728,12.41048068,0.01706539,2.05925643,3.83025168,0.00000000
-4.89544772,18.27855381,3.94137231,12.69362847,0.01678686,2.10169774,3.85079660,0.00000000
-4.88944472,18.58549214,3.95635091,12.97090496,0.01647585,2.14295953,3.86789005,0.00000000
-4.88344172,18.88293910,3.96951138,13.24193502,0.01613587,2.18257098,3.88265633,0.00000000
-4.87743872,19.17115011,3.98142087,13.50606573,0.01577056,2.22001286,3.89614532,0.00000000
-4.87143572,19.44990485,3.99252967,13.76233160,0.01538362,2.25472807,3.90928780,0.00000000
-4.86543272,19.71844794,4.00314998,14.00943095,0.01497874,2.28613432,3.92285492,0.00000000
-4.85942971,19.97544924,4.01343994,14.24571425,0.01455958,2.31363838,3.93742325,0.00000000
-4.85342671,20.21898519,4.02339328,14.46918510,0.01412974,2.33665143,3.95334699,0.00000000
-4.84742371,20.44654243,4.03283496,14.67751431,0.01369269,2.35460468,3.97073832,0.00000000
-4.84142071,20.65504411,4.04142290,14.86806707,0.01325173,2.36696478,3.98945682,0.00000000
-4.83541771,20.84089890,4.04865572,15.03794311,0.01280999,2.37324837,4.00910852,0.00000000
-4.82941471,21.00007218,4.05388626,15.18402958,0.01237036,2.37303523,4.02905478,0.00000000
-4.82341171,21.12817828,4.05634058,15.30306591,0.01193543,2.36597975,4.04843077,0.00000000
-4.81740870,21.22059203,4.05514174,15.39171960,0.01150746,2.35182023,4.06617326,0.00000000
-4.81140570,21.27257730,4.04933793,15.44667186,0.01108832,2.33038607,4.08105656,0.00000000
-4.80540270,21.27942943,4.03793397,15.46471108,0.01067948,2.30160247,4.09173574,0.00000000
-4.79939970,21.23662790,4.01992534,15.44283214,0.01028194,2.26549299,4.09679537,0.00000000
-4.79339670,21.13999481,3.99433374,15.37833877,0.00989626,2.22217976,4.09480217,0.00000000
-4.78739370,20.98585416,3.96024304,15.26894589,0.00952252,2.17188170,4.08435958,0.00000000
-4.78139070,20.77118641,3.91683446,15.11287851,0.00916039,2.11491084,4.06416222,0.00000000
-4.77538769,20.49377244,3.86341972,14.90896317,0.00880914,2.05166689,4.03304807,0.00000000
-4.76938469,20.15232115,3.79947111,14.65670831,0.00846769,1.98263042,3.99004633,0.00000000
-4.76338169,19.74657471,3.72464710,14.35636946,0.00813475,1.90835463,3.93441903,0.00000000
-4.75737869,19.27738642,3.63881269,14.00899579,0.00780883,1.82945607,3.86569472,0.00000000
-4.75137569,18.74676662,3.54205339,13.61645497,0.00748841,1.74660434,3.78369278,0.00000000
-4.74537269,18.15789344,3.43468240,13.18143401,0.00717200,1.66051103,3.68853749,0.00000000
-4.73936968,17.51508641,3.31724029,12.70741478,0.00685826,1.57191793,3.58066105,0.00000000
-4.73336668,16.82374268,3.19048730,12.19862394,0.00654607,1.48158485,3.46079579,0.00000000
-4.72736368,16.09023725,3.05538830,11.65995820,0.00623465,1.39027707,3.32995566,0.00000000
-4.72136068,15.32179030,2.91309095,11.09688724,0.00592360,1.29875281,3.18940807,0.00000000
-4.71535768,14.52630651,2.76489791,10.51533748,0.00561292,1.20775076,3.04063729,0.00000000
-4.70935468,13.71219233,2.61223409,9.92156114,0.00530308,1.11797818,2.88530107,0.00000000
-4.70335168,12.88815869,2.45661037,9.32199567,0.00499498,1.03009963,2.72518238,0.00000000
-4.69734867,12.06301702,2.29958511,8.72311930,0.00468996,0.94472678,2.56213848,0.00000000
-4.69134567,11.24547697,2.14272513,8.13130840,0.00438972,0.86240959,2.39804937,0.00000000
-4.68534267,10.44395374,1.98756763,7.55270251,0.00409630,0.78362893,2.23476778,0.00000000
-4.67933967,9.66639272,1.83558453,6.99308214,0.00381199,0.70879115,2.07407277,0.00000000
-4.67333667,8.92011768,1.68815063,6.45776390,0.00353926,0.63822446,1.91762842,0.00000000
-4.66733367,8.21170760,1.54651651,5.95151634,0.00328068,0.57217751,1.76694928,0.00000000
-4.66133067,7.54690557,1.41178721,5.47849889,0.00303880,0.51081988,1.62337339,0.00000000
-4.65532766,6.93056150,1.28490708,5.04222477,0.00281614,0.45424462,1.48804347,0.00000000
-4.64932466,6.36660828,1.16665101,4.64554767,0.00261507,0.40247265,1.36189654,0.00000000
-4.64332166,5.85806983,1.05762200,4.29067072,0.00243772,0.35545871,1.24566157,0.00000000
-4.63731866,5.40709762,0.95825456,3.97917511,0.00228600,0.31309866,1.13986463,0.00000000
-4.63131566,5.01503111,0.86882335,3.71206511,0.00216149,0.27523779,1.04484054,0.00000000
-4.62531266,4.68247667,0.78945629,3.48982520,0.00206545,0.24167979,0.96074990,0.00000000
-4.61930965,4.40939912,0.72015084,3.31248529,0.00199879,0.21219598,0.88760008,0.00000000
-4.61330665,4.19521974,0.66079278,3.17968937,0.00196204,0.18653445,0.82526883,0.00000000
-4.60730365,4.03891483,0.61117600,3.09076344,0.00195541,0.16442888,0.77352904,0.00000000
-4.60130065,3.93910956,0.57102251,3.04477914,0.00197874,0.14560663,0.73207338,0.00000000
-4.59529765,3.89416262,0.54000157,3.04060978,0.00203155,0.12979591,0.70053757,0.00000000
-4.58929465,3.90223796,0.51774714,3.07697647,0.00211309,0.11673188,0.67852131,0.00000000
-4.58329165,3.96136141,0.50387290,3.15248299,0.00222232,0.10616155,0.66560611,0.00000000
-4.57728864,4.06946079,0.49798455,3.26563865,0.00235800,0.09784740,0.66136948,0.00000000
-4.57128564,4.22438942,0.49968879,3.41486945,0.00251871,0.09156975,0.66539515,0.00000000
-4.56528264,4.42393403,0.50859909,3.59851844,0.00270285,0.08712795,0.67727934,0.00000000
-4.55927964,4.66580872,0.52433822,3.81483714,0.00290877,0.08434045,0.69663321,0.00000000
-4.55327664,4.94763778,0.54653776,4.06196983,0.00313471,0.08304397,0.72308181,0.00000000
-4.54727364,5.26693015,0.57483486,4.33793351,0.00337892,0.08309180,0.75626006,0.00000000
-4.54127064,5.62104920,0.60886691,4.64059595,0.00363963,0.08435161,0.79580640,0.00000000
-4.53526763,6.00718115,0.64826447,4.96765465,0.00391511,0.08670280,0.84135471,0.00000000
-4.52926463,6.42230567,0.69264311,5.31661921,0.00420370,0.09003360,0.89252530,0.00000000
-4.52326163,6.86317189,0.74159490,5.68479939,0.00450378,0.09423823,0.94891569,0.00000000
-4.51725863,7.32628256,0.79468008,6.06930078,0.00481383,0.09921415,1.01009182,0.00000000
-4.51125563,7.80788877,0.85141954,6.46702963,0.00513239,0.10485966,1.07558039,0.00000000
-4.50525263,8.30399698,0.91128878,6.87470784,0.00545807,0.11107182,1.14486291,0.00000000
-4.49924962,8.81038942,0.97371378,7.28889846,0.00578955,0.11774496,1.21737186,0.00000000
-4.49324662,9.32265843,1.03806920,7.70604186,0.00612553,0.12476982,1.29248938,0.00000000
-4.48724362,9.83625433,1.10367938,8.12250179,0.00646474,0.13203313,1.36954870,0.00000000
-4.48124062,10.34654620,1.16982209,8.53462041,0.00680589,0.13941798,1.44783839,0.00000000
-4.47523762,10.84889379,1.23573541,8.93878075,0.00714768,0.14680471,1.52660947,0.00000000
-4.46923462,11.33872870,1.30062737,9.33147460,0.00748878,0.15407224,1.60508509,0.00000000
-4.46323162,11.81164219,1.36368839,9.70937389,0.00782779,0.16110002,1.68247262,0.00000000
-4.45722861,12.26347663,1.42410597,10.06940274,0.00816326,0.16777018,1.75797769,0.00000000
-4.45122561,12.69041740,1.48108126,10.40880809,0.00849368,0.17396995,1.83081955,0.00000000
-4.44522261,13.08908184,1.53384685,10.72522581,0.00881750,0.17959420,1.90024741,0.00000000
-4.43921961,13.45660181,1.58168518,11.01674011,0.00913317,0.18454796,1.96555691,0.00000000
-4.43321661,13.79069645,1.62394669,11.28193374,0.00943914,0.18874871,2.02610620,0.00000000
-4.42721361,14.08973234,1.66006713,11.51992675,0.00973391,0.19212851,2.08133085,0.00000000
-4.42121061,14.35276813,1.68958315,11.73040217,0.01001611,0.19463566,2.13075723,0.00000000
-4.41520760,14.57958171,1.71214560,11.91361723,0.01028450,0.19623597,2.17401357,0.00000000
-4.40920460,14.77067825,1.72752994,12.07039909,0.01053809,0.19691348,2.21083851,0.00000000
-4.40320160,14.92727843,1.73564322,12.20212490,0.01077616,0.19667069,2.24108677,0.00000000
-4.39719860,15.05128646,1.73652755,12.31068618,0.01099835,0.19552819,2.26473167,0.00000000
-4.39119560,15.14523884,1.73035969,12.39843824,0.01120469,0.19352379,2.28186473,0.00000000
-4.38519260,15.21223471,1.71744698,12.46813573,0.01139571,0.19071118,2.29269218,0.00000000
-4.37918959,15.25584991,1.69821966,12.52285601,0.01157244,0.18715816,2.29752876,0.00000000
-4.37318659,15.28003713,1.67322010,12.56591207,0.01173650,0.18294458,2.29678909,0.00000000
-4.36718359,15.28901470,1.64308915,12.60075745,0.01189009,0.17815998,2.29097685,0.00000000
-4.36118059,15.28714748,1.60855042,12.63088553,0.01203608,0.17290115,2.28067235,0.00000000
-4.35517759,15.27882280,1.57039281,12.65972588,0.01217793,0.16726961,2.26651871,0.00000000
-4.34917459,15.26832512,1.52945205,12.69054039,0.01231978,0.16136913,2.24920714,0.00000000
-4.34317159,15.25971261,1.48659184,12.72632203,0.01246635,0.15530340,2.22946161,0.00000000
-4.33716858,15.25669920,1.44268493,12.76969903,0.01262290,0.14917384,2.20802321,0.00000000
-4.33116558,15.26254511,1.39859487,12.82284735,0.01279521,0.14307772,2.18563454,0.00000000
-4.32516258,15.27995918,1.35515851,12.88741400,0.01298942,0.13710643,2.16302416,0.00000000
-4.31915958,15.31101573,1.31316988,12.96445401,0.01321192,0.13134416,2.14089152,0.00000000
-4.31315658,15.35708857,1.27336539,13.05438325,0.01346921,0.12586680,2.11989233,0.00000000
-4.30715358,15.41880467,1.23641070,13.15694937,0.01376773,0.12074110,2.10062477,0.00000000
