energy_ev,total_up,Pt_p_up,Pt_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,2.76105885,0.38249680,2.61415849,0.10775346,0.04244458,0.08680045,0.00000000
-5.99399700,2.72498172,0.36587141,2.58804299,0.10253516,0.04228915,0.08289539,0.00000000
-5.98799400,2.68764062,0.34855239,2.56097404,0.09717745,0.04212433,0.07891383,0.00000000
-5.98199100,2.64973668,0.33091611,2.53345733,0.09179123,0.04194558,0.07494081,0.00000000
-5.97598799,2.61194445,0.31333345,2.50597489,0.08648745,0.04174830,0.07106119,0.00000000
-5.96998499,2.57489495,0.29615983,2.47897332,0.08137407,0.04152798,0.06735745,0.00000000
-5.96398199,2.53916178,0.27972627,2.45285439,0.07655342,0.04128041,0.06390762,0.00000000
-5.95797899,2.50525029,0.26433182,2.42796824,0.07211962,0.04100181,0.06078341,0.00000000
-5.95197599,2.47359015,0.25023734,2.40460918,0.06815657,0.04068902,0.05804860,0.00000000
-5.94597299,2.44453102,0.23766092,2.38301368,0.06473608,0.04033960,0.05575770,0.00000000
-5.93996998,2.41834095,0.22677479,2.36336056,0.06191654,0.03995190,0.05395487,0.00000000
-5.93396698,2.39520729,0.21770364,2.34577270,0.05974187,0.03952517,0.05267306,0.00000000
-5.92796398,2.37523947,0.21052444,2.33031996,0.05824091,0.03905948,0.05193352,0.00000000
-5.92196098,2.35847316,0.20526732,2.31702297,0.05742709,0.03855576,0.05174543,0.00000000
-5.91595798,2.34487542,0.20191765,2.30585711,0.05729854,0.03801572,0.05210590,0.00000000
-5.90995498,2.33435042,0.20041887,2.29675681,0.05783839,0.03744174,0.05300012,0.00000000
-5.90395198,2.32674535,0.20067609,2.28961947,0.05901549,0.03683674,0.05440174,0.00000000
-5.89794897,2.32185634,0.20256028,2.28430926,0.06078536,0.03620406,0.05627350,0.00000000
-5.89194597,2.31943433,0.20591276,2.28066048,0.06309138,0.03554734,0.05856805,0.00000000
-5.88594297,2.31919080,0.21055009,2.27848072,0.06586625,0.03487034,0.06122894,0.00000000
-5.87993997,2.32080334,0.21626913,2.27755373,0.06903374,0.03417680,0.06419187,0.00000000
-5.87393697,2.32392132,0.22285215,2.27764233,0.07251050,0.03347041,0.06738608,0.00000000
-5.86793397,2.32817156,0.23007208,2.27849133,0.07620820,0.03275464,0.07073588,0.00000000
-5.86193097,2.33316431,0.23769764,2.27983076,0.08003569,0.03203273,0.07416240,0.00000000
-5.85592796,2.33849945,0.24549847,2.28137940,0.08390133,0.03130764,0.07758531,0.00000000
-5.84992496,2.34377304,0.25324999,2.28284879,0.08771528,0.03058207,0.08092479,0.00000000
-5.84392196,2.34858420,0.26073808,2.28394773,0.09139179,0.02985848,0.08410334,0.00000000
-5.83791896,2.35254229,0.26776345,2.28438720,0.09485141,0.02913914,0.08704763,0.00000000
-5.83191596,2.35527423,0.27414551,2.28388580,0.09802294,0.02842620,0.08969031,0.00000000
-5.82591296,2.35643177,0.27972580,2.28217535,0.10084521,0.02772177,0.09197153,0.00000000
-5.81990995,2.35569870,0.28437078,2.27900675,0.10326846,0.02702799,0.09384036,0.00000000
-5.81390695,2.35279755,0.28797390,2.27415580,0.10525536,0.02634713,0.09525590,0.00000000
-5.80790395,2.34749571,0.29045697,2.26742880,0.10678161,0.02568167,0.09618811,0.00000000
-5.80190095,2.33961073,0.29177071,2.25866772,0.10783604,0.02503432,0.09661823,0.00000000
-5.79589795,2.32901456,0.29189447,2.24775481,0.10842026,0.02440808,0.09653896,0.00000000
-5.78989495,2.31563656,0.29083515,2.23461635,0.10854786,0.02380629,0.09595424,0.00000000
-5.78389195,2.29946523,0.28862540,2.21922551,0.10824315,0.02323253,0.09487862,0.00000000
-5.77788894,2.28054847,0.28532111,2.20160405,0.10753963,0.02269067,0.09333646,0.00000000
-5.77188594,2.25899244,0.28099836,2.18182287,0.10647805,0.02218476,0.09136077,0.00000000
-5.76588294,2.23495897,0.27574998,2.16000135,0.10510442,0.02171892,0.08899188,0.00000000
-5.75987994,2.20866171,0.26968178,2.13630545,0.10346783,0.02129727,0.08627596,0.00000000
-5.75387694,2.18036108,0.26290871,2.11094464,0.10161837,0.02092374,0.08326345,0.00000000
-5.74787394,2.15035831,0.25555108,2.08416787,0.09960507,0.02060195,0.08000750,0.00000000
-5.74187094,2.11898880,0.24773097,2.05625862,0.09747422,0.02033507,0.07656242,0.00000000
-5.73586793,2.08661502,0.23956901,2.02752940,0.09526781,0.02012561,0.07298230,0.00000000
-5.72986493,2.05361935,0.23118162,1.99831575,0.09302246,0.01997532,0.06931972,0.00000000
-5.72386193,2.02039719,0.22267879,1.96897031,0.09076870,0.01988508,0.06562469,0.00000000
-5.71785893,1.98735044,0.21416242,1.93985691,0.08853068,0.01985473,0.06194378,0.00000000
-5.71185593,1.95488183,0.20572534,1.91134515,0.08632626,0.01988308,0.05831950,0.00000000
-5.70585293,1.92339011,0.19745088,1.88380563,0.08416753,0.01996786,0.05478987,0.00000000
-5.69984992,1.89326626,0.18941294,1.85760584,0.08206157,0.02010574,0.05138821,0.00000000
-5.69384692,1.86489073,0.18167660,1.83310695,0.08001156,0.02029241,0.04814314,0.00000000
-5.68784392,1.83863162,0.17429902,1.81066135,0.07801802,0.02052271,0.04507873,0.00000000
-5.68184092,1.81484354,0.16733063,1.79061077,0.07608007,0.02079078,0.04221471,0.00000000
-5.67583792,1.79386696,0.16081639,1.77328487,0.07419683,0.02109026,0.03956688,0.00000000
-5.66983492,1.77602766,0.15479717,1.75899991,0.07236860,0.02141453,0.03714748,0.00000000
-5.66383192,1.76163580,0.14931093,1.74805711,0.07059794,0.02175695,0.03496559,0.00000000
-5.65782891,1.75098433,0.14439379,1.74074048,0.06889053,0.02211107,0.03302760,0.00000000
