energy_ev,total_up,Nb_p_up,Nb_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-4.41520760,2.40058103,1.59594827,0.93105763,0.28416714,0.00169201,0.02761827,1.57327866
-4.40920460,2.47363934,1.64828581,0.96345830,0.29020320,0.00173170,0.02916849,1.62185005
-4.40320160,2.54012735,1.69593169,0.99368628,0.29462004,0.00176424,0.03071911,1.66686894
-4.39719860,2.59907626,1.73820483,1.02130030,0.29731793,0.00178904,0.03224925,1.70775263
-4.39119560,2.64958109,1.77449167,1.04587762,0.29822954,0.00180559,0.03373588,1.74394046
-4.38519260,2.69082200,1.80426093,1.06702368,0.29732201,0.00181351,0.03515439,1.77490575
-4.37918959,2.72208574,1.82707658,1.08438175,0.29459806,0.00181256,0.03647933,1.80016856
-4.37318659,2.74278617,1.84260856,1.09764220,0.29009600,0.00180263,0.03768513,1.81930882
-4.36718359,2.75248282,1.85064076,1.10655094,0.28388862,0.00178379,0.03874701,1.83197910
-4.36118059,2.75089674,1.85107570,1.11091670,0.27608109,0.00175624,0.03964184,1.83791652
-4.35517759,2.73792256,1.84393596,1.11061677,0.26680776,0.00172036,0.04034905,1.83695310
-4.34917459,2.71363632,1.82936218,1.10560098,0.25622817,0.00167668,0.04085138,1.82902405
-4.34317159,2.67829832,1.80760783,1.09589371,0.24452237,0.00162585,0.04113569,1.81417354
-4.33716858,2.63235092,1.77903102,1.08159388,0.23188569,0.00156865,0.04119350,1.79255741
-4.33116558,2.57641105,1.74408380,1.06287288,0.21852330,0.00150598,0.04102144,1.76444286
-4.32516258,2.51125770,1.70329943,1.03997062,0.20464465,0.00143881,0.04062147,1.73020463
-4.31915958,2.43781472,1.65727824,1.01318971,0.19045811,0.00136815,0.04000091,1.69031811
-4.31315658,2.35712948,1.60667263,0.98288817,0.17616606,0.00129508,0.03917230,1.64534913
-4.30715358,2.27034826,1.55217185,0.94947085,0.16196035,0.00122064,0.03815298,1.59594116
