energy_ev,total_up,Nb_p_up,Nb_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-6.00000000,1.76467199,1.13888083,0.76082797,0.02484374,0.00080460,0.00390793,1.28009006
-5.99399700,1.81316996,1.19475258,0.77393422,0.02579906,0.00080501,0.00431410,1.31580021
-5.98799400,1.85850359,1.25008683,0.78406800,0.02683964,0.00080531,0.00474548,1.34881431
-5.98199100,1.89980860,1.30423266,0.79093533,0.02794402,0.00080515,0.00519721,1.37852767
-5.97598799,1.93632193,1.35655455,0.79432432,0.02908947,0.00080424,0.00566380,1.40441596
-5.96998499,1.96739196,1.40643878,0.79410809,0.03025234,0.00080235,0.00613924,1.42604198
-5.96398199,1.99248499,1.45329956,0.79024484,0.03140842,0.00079928,0.00661703,1.44305943
-5.95797899,2.01118801,1.49658502,0.78277514,0.03253344,0.00079490,0.00709034,1.45521405
-5.95197599,2.02320829,1.53578305,0.77181662,0.03360343,0.00078914,0.00755218,1.46234212
-5.94597299,2.02837011,1.57042696,0.75755657,0.03459528,0.00078196,0.00799549,1.46436688
-5.93996998,2.02660914,1.60010110,0.74024264,0.03548715,0.00077338,0.00841341,1.46129316
-5.93396698,2.01796503,1.62444611,0.72017241,0.03625895,0.00076344,0.00879937,1.45320071
-5.92796398,2.00257289,1.64316413,0.69768208,0.03689282,0.00075220,0.00914732,1.44023663
-5.92196098,1.98065397,1.65602344,0.67313500,0.03737349,0.00073977,0.00945187,1.42260747
-5.91595798,1.95250629,1.66286277,0.64691049,0.03768868,0.00072624,0.00970848,1.40057117
-5.90995498,1.91849540,1.66359493,0.61939329,0.03782935,0.00071171,0.00991354,1.37442948
-5.90395198,1.87904570,1.65820980,0.59096416,0.03778993,0.00069629,0.01006454,1.34452079
-5.89794897,1.83463264,1.64677641,0.56199183,0.03756841,0.00068006,0.01016008,1.31121394
-5.89194597,1.78577568,1.62944417,0.53282645,0.03716638,0.00066312,0.01019996,1.27490275
-5.88594297,1.73303236,1.60644304,0.50379478,0.03658894,0.00064555,0.01018515,1.23600166
-5.87993997,1.67699322,1.57808266,0.47519693,0.03584452,0.00062740,0.01011782,1.19494219
-5.87393697,1.61827758,1.54475041,0.44730468,0.03494462,0.00060875,0.01000124,1.15217024
-5.86793397,1.55752991,1.50690832,0.42036121,0.03390349,0.00058966,0.00983971,1.10814412
-5.86193097,1.49541670,1.46508886,0.39458195,0.03273768,0.00057017,0.00963846,1.06333296
-5.85592796,1.43262342,1.41988960,0.37015633,0.03146562,0.00055034,0.00940352,1.01821545
-5.84992496,1.36985139,1.37196673,0.34725016,0.03010713,0.00053025,0.00914158,0.97327856
-5.84392196,1.30781422,1.32202744,0.32600826,0.02868293,0.00050996,0.00885980,0.92901595
-5.83791896,1.24723354,1.27082120,0.30655718,0.02721415,0.00048955,0.00856571,0.88592597
-5.83191596,1.18883384,1.21912977,0.28900766,0.02572181,0.00046913,0.00826697,0.84450885
-5.82591296,1.13333600,1.16775626,0.27345659,0.02422643,0.00044880,0.00797126,0.80526300
-5.81990995,1.08144963,1.11751292,0.25998843,0.02274760,0.00042869,0.00768608,0.76868021
-5.81390695,1.03386394,1.06920806,0.24867589,0.02130359,0.00040894,0.00741859,0.73523979
-5.80790395,0.99123719,1.02363196,0.23957981,0.01991110,0.00038970,0.00717548,0.70540149
-5.80190095,0.95418491,0.98154217,0.23274837,0.01858496,0.00037111,0.00696278,0.67959735
-5.79589795,0.92326712,0.94364825,0.22821556,0.01733794,0.00035333,0.00678579,0.65822274
-5.78989495,0.89897472,0.91059649,0.22599922,0.01618063,0.00033652,0.00664892,0.64162665
-5.78389195,0.88171581,0.88295485,0.22609873,0.01512133,0.00032081,0.00655557,0.63010178
-5.77788894,0.87180221,0.86119870,0.22849258,0.01416600,0.00030632,0.00650812,0.62387467
-5.77188594,0.86943700,0.84569780,0.23313614,0.01331831,0.00029317,0.00650781,0.62309644
-5.76588294,0.87470362,0.83670515,0.23995980,0.01257966,0.00028143,0.00655472,0.62783468
-5.75987994,0.88755733,0.83434831,0.24886776,0.01194930,0.00027116,0.00664780,0.63806688
-5.75387694,0.90781970,0.83862356,0.25973775,0.01142445,0.00026237,0.00678485,0.65367600
-5.74787394,0.93517653,0.84939357,0.27242174,0.01100048,0.00025506,0.00696261,0.67444864
-5.74187094,0.96917999,0.86638883,0.28674777,0.01067115,0.00024919,0.00717683,0.70007610
-5.73586793,1.00925501,0.88921312,0.30252312,0.01042878,0.00024467,0.00742239,0.73015861
-5.72986493,1.05471026,0.91735312,0.31953848,0.01026459,0.00024141,0.00769347,0.76421284
-5.72386193,1.10475340,0.95019197,0.33757330,0.01016895,0.00023929,0.00798367,0.80168263
-5.71785893,1.15851055,0.98702657,0.35640192,0.01013166,0.00023814,0.00828627,0.84195266
-5.71185593,1.21504914,1.02708800,0.37580030,0.01014228,0.00023782,0.00859437,0.88436471
-5.70585293,1.27340344,1.06956451,0.39555297,0.01019042,0.00023816,0.00890113,0.92823590
-5.69984992,1.33260185,1.11362601,0.41545990,0.01026601,0.00023899,0.00919996,0.97287811
-5.69384692,1.39169466,1.15844919,0.43534280,0.01035959,0.00024015,0.00948474,1.01761789
-5.68784392,1.44978106,1.20324224,0.45505045,0.01046253,0.00024149,0.00974994,1.06181576
-5.68184092,1.50603426,1.24726782,0.47446279,0.01056726,0.00024286,0.00999083,1.10488420
-5.67583792,1.55972330,1.28986359,0.49349342,0.01066736,0.00024417,0.01020352,1.14630317
-5.66983492,1.61023065,1.33045897,0.51209025,0.01075774,0.00024532,0.01038509,1.18563265
-5.66383192,1.65706464,1.36858765,0.53023419,0.01083463,0.00024624,0.01053360,1.22252132
-5.65782891,1.69986615,1.40389509,0.54793596,0.01089559,0.00024691,0.01064803,1.25671110
-5.65182591,1.73840922,1.43614092,0.56523107,0.01093950,0.00024731,0.01072832,1.28803735
-5.64582291,1.77259577,1.46519600,0.58217324,0.01096640,0.00024745,0.01077517,1.31642468
-5.63981991,1.80244483,1.49103482,0.59882665,0.01097737,0.00024738,0.01079002,1.34187887
-5.63381691,1.82807701,1.51372357,0.61525754,0.01097436,0.00024713,0.01077481,1.36447533
-5.62781391,1.84969534,1.53340487,0.63152554,0.01096001,0.00024676,0.01073191,1.38434508
-5.62181091,1.86756384,1.55028040,0.64767556,0.01093741,0.00024636,0.01066391,1.40165907
-5.61580790,1.88198525,1.56459242,0.66373060,0.01090997,0.00024598,0.01057344,1.41661211
-5.60980490,1.89327934,1.57660568,0.67968609,0.01088117,0.00024569,0.01046312,1.42940734
-5.60380190,1.90176352,1.58659095,0.69550633,0.01085447,0.00024555,0.01033536,1.44024249
-5.59779890,1.90773674,1.59481124,0.71112318,0.01083318,0.00024561,0.01019232,1.44929889
-5.59179590,1.91146796,1.60151169,0.72643737,0.01082040,0.00024589,0.01003585,1.45673377
-5.58579290,1.91318976,1.60691382,0.74132235,0.01081897,0.00024640,0.00986746,1.46267664
-5.57978989,1.91309748,1.61121435,0.75563066,0.01083158,0.00024715,0.00968840,1.46722983
-5.57378689,1.91135372,1.61458866,0.76920229,0.01086080,0.00024812,0.00949965,1.47047294
-5.56778389,1.90809773,1.61719841,0.78187488,0.01090921,0.00024928,0.00930201,1.47247106
-5.56178089,1.90345872,1.61920254,0.79349475,0.01097958,0.00025058,0.00909626,1.47328572
-5.55577789,1.89757189,1.62077064,0.80392846,0.01107501,0.00025198,0.00888321,1.47298780
-5.54977489,1.89059559,1.62209733,0.81307381,0.01119915,0.00025341,0.00866383,1.47167118
-5.54377189,1.88272823,1.62341631,0.82086966,0.01135634,0.00025484,0.00843938,1.46946586
-5.53776888,1.87422298,1.62501254,0.82730388,0.01155177,0.00025620,0.00821150,1.46654925
-5.53176588,1.86539898,1.62723124,0.83241870,0.01179155,0.00025747,0.00798224,1.46315461
-5.52576288,1.85664767,1.63048246,0.83631303,0.01208279,0.00025861,0.00775414,1.45957548
-5.51975988,1.84843321,1.63524026,0.83914143,0.01243349,0.00025962,0.00753022,1.45616539
-5.51375688,1.84128640,1.64203605,0.84110964,0.01285251,0.00026051,0.00731396,1.45333250
-5.50775388,1.83579203,1.65144577,0.84246671,0.01334930,0.00026129,0.00710920,1.45152902
-5.50175088,1.83256991,1.66407133,0.84349417,0.01393364,0.00026202,0.00692007,1.45123572
-5.49574787,1.83225045,1.68051691,0.84449265,0.01461526,0.00026274,0.00675084,1.45294224
-5.48974487,1.83544591,1.70136128,0.84576665,0.01540343,0.00026354,0.00660578,1.45712408
-5.48374187,1.84271911,1.72712761,0.84760844,0.01630643,0.00026448,0.00648897,1.46421770
-5.47773887,1.85455115,1.75825253,0.85028175,0.01733106,0.00026567,0.00640414,1.47459505
-5.47173587,1.87131035,1.79505621,0.85400645,0.01848210,0.00026718,0.00635446,1.48853913
-5.46573287,1.89322427,1.83771551,0.85894489,0.01976179,0.00026911,0.00634241,1.50622216
-5.45972986,1.92035674,1.88624184,0.86519094,0.02116938,0.00027154,0.00636964,1.52768783
-5.45372686,1.95259147,1.94046561,0.87276223,0.02270075,0.00027453,0.00643679,1.55283886
-5.44772386,1.98962353,2.00002820,0.88159618,0.02434813,0.00027815,0.00654349,1.58143081
-5.44172086,2.03095958,2.06438264,0.89155012,0.02609994,0.00028243,0.00668825,1.61307287
-5.43571786,2.07592711,2.13280309,0.90240545,0.02794078,0.00028739,0.00686851,1.64723579
-5.42971486,2.12369248,2.20440313,0.91387577,0.02985161,0.00029305,0.00708066,1.68326664
-5.42371186,2.17328706,2.27816209,0.92561844,0.03181003,0.00029938,0.00732012,1.72040998
-5.41770885,2.22364019,2.35295813,0.93724902,0.03379074,0.00030636,0.00758151,1.75783424
-5.41170585,2.27361736,2.42760663,0.94835777,0.03576619,0.00031394,0.00785878,1.79466214
-5.40570285,2.32206156,2.50090163,0.95852725,0.03770723,0.00032205,0.00814542,1.83000335
-5.39969985,2.36783569,2.57165834,0.96735024,0.03958401,0.00033063,0.00843467,1.86298792
-5.39369685,2.40986374,2.63875426,0.97444667,0.04136677,0.00033959,0.00871975,1.89279847
-5.38769385,2.44716867,2.70116686,0.97947910,0.04302677,0.00034884,0.00899408,1.91869966
-5.38169085,2.47890486,2.75800556,0.98216553,0.04453714,0.00035830,0.00925148,1.94006322
-5.37568784,2.50438378,2.80853664,0.98228927,0.04587363,0.00036786,0.00948639,1.95638742
-5.36968484,2.52309144,2.85219961,0.97970519,0.04701538,0.00037743,0.00969402,1.96731006
-5.36368184,2.53469714,2.88861448,0.97434233,0.04794539,0.00038689,0.00987048,1.97261445
-5.35767884,2.53905322,2.91757990,0.96620279,0.04865097,0.00039616,0.01001285,1.97222840
-5.35167584,2.53618639,2.93906241,0.95535723,0.04912396,0.00040511,0.01011925,1.96621642
-5.34567284,2.52628141,2.95317817,0.94193733,0.04936077,0.00041364,0.01018883,1.95476604
-5.33966983,2.50965851,2.96016829,0.92612593,0.04936227,0.00042163,0.01022169,1.93816925
-5.33366683,2.48674619,2.96036989,0.90814549,0.04913348,0.00042897,0.01021884,1.91680044
-5.32766383,2.45805131,2.95418478,0.88824567,0.04868323,0.00043553,0.01018205,1.89109222
-5.32166083,2.42412834,2.94204807,0.86669084,0.04802358,0.00044119,0.01011371,1.86151080
-5.31565783,2.38554985,2.92439856,0.84374830,0.04716925,0.00044581,0.01001667,1.82853240
-5.30965483,2.34287969,2.90165299,0.81967774,0.04613701,0.00044926,0.00989405,1.79262189
-5.30365183,2.29665054,2.87418553,0.79472265,0.04494504,0.00045143,0.00974912,1.75421505
-5.29764882,2.24734674,2.84231366,0.76910387,0.04361235,0.00045218,0.00958508,1.71370496
-5.29164582,2.19539315,2.80629096,0.74301558,0.04215821,0.00045141,0.00940498,1.67143329
-5.28564282,2.14115014,2.76630697,0.71662373,0.04060172,0.00044903,0.00921153,1.62768644
-5.27963982,2.08491453,2.72249361,0.69006671,0.03896144,0.00044496,0.00900711,1.58269644
-5.27363682,2.02692586,2.67493739,0.66345802,0.03725509,0.00043916,0.00879363,1.53664604
-5.26763382,1.96737704,2.62369598,0.63689055,0.03549937,0.00043159,0.00857255,1.48967740
-5.26163082,1.90642817,2.56881784,0.61044188,0.03370994,0.00042228,0.00834489,1.44190315
-5.25562781,1.84422229,2.51036314,0.58418026,0.03190134,0.00041125,0.00811127,1.39341917
-5.24962481,1.78090164,2.44842436,0.55817055,0.03008707,0.00039860,0.00787193,1.34431769
-5.24362181,1.71662314,2.38314494,0.53247988,0.02827973,0.00038444,0.00762686,1.29469987
-5.23761881,1.65157204,2.31473475,0.50718232,0.02649113,0.00036890,0.00737586,1.24468703
-5.23161581,1.58597271,2.24348125,0.48236263,0.02473243,0.00035218,0.00711864,1.19442951
-5.22561281,1.52009595,2.16975556,0.45811846,0.02301435,0.00033446,0.00685493,1.14411296
-5.21960980,1.45426250,2.09401329,0.43456126,0.02134726,0.00031598,0.00658455,1.09396152
-5.21360680,1.38884254,2.01679001,0.41181570,0.01974137,0.00029697,0.00630747,1.04423794
-5.20760380,1.32425156,1.93869186,0.39001778,0.01820682,0.00027769,0.00602392,0.99524060
-5.20160080,1.26094281,1.86038189,0.36931180,0.01675383,0.00025840,0.00573439,0.94729799
-5.19559780,1.19939713,1.78256320,0.34984646,0.01539275,0.00023934,0.00543967,0.90076080
-5.18959480,1.14011075,1.70595988,0.33177039,0.01413421,0.00022077,0.00514086,0.85599247
-5.18359180,1.08358202,1.63129680,0.31522733,0.01298916,0.00020291,0.00483934,0.81335858
-5.17758879,1.03029772,1.55927967,0.30035134,0.01196902,0.00018600,0.00453679,0.77321590
-5.17158579,0.98071982,1.49057602,0.28726233,0.01108571,0.00017022,0.00423508,0.73590150
-5.16558279,0.93527332,1.42579844,0.27606201,0.01035181,0.00015576,0.00393626,0.70172272
-5.15957979,0.89433571,1.36549041,0.26683058,0.00978064,0.00014278,0.00364250,0.67094822
-5.15357679,0.85822848,1.31011539,0.25962420,0.00938635,0.00013140,0.00335602,0.64380058
-5.14757379,0.82721082,1.26004948,0.25447334,0.00918399,0.00012175,0.00307902,0.62045068
-5.14157079,0.80147566,1.21557742,0.25138205,0.00918958,0.00011390,0.00281364,0.60101395
-5.13556778,0.78114800,1.17689207,0.25032804,0.00942008,0.00010794,0.00256189,0.58554855
-5.12956478,0.76628524,1.14409672,0.25126355,0.00989333,0.00010391,0.00232562,0.57405537
-5.12356178,0.75687929,1.11720996,0.25411698,0.01062795,0.00010185,0.00210645,0.56647969
-5.11755878,0.75286015,1.09617237,0.25879498,0.01164303,0.00010178,0.00190578,0.56271437
-5.11155578,0.75410045,1.08085459,0.26518503,0.01295786,0.00010371,0.00172477,0.56260412
-5.10555278,0.76042070,1.07106602,0.27315836,0.01459147,0.00010762,0.00156429,0.56595089
-5.09954977,0.77159488,1.06656373,0.28257299,0.01656208,0.00011350,0.00142497,0.57251976
-5.09354677,0.78735595,1.06706104,0.29327686,0.01888647,0.00012130,0.00130719,0.58204534
-5.08754377,0.80740127,1.07223546,0.30511102,0.02157928,0.00013097,0.00121109,0.59423838
-5.08154077,0.83139760,1.08173587,0.31791263,0.02465224,0.00014244,0.00113662,0.60879227
-5.07553777,0.85898573,1.09518864,0.33151792,0.02811343,0.00015562,0.00108354,0.62538950
-5.06953477,0.88978477,1.11220292,0.34576495,0.03196655,0.00017039,0.00105149,0.64370782
-5.06353177,0.92339618,1.13237519,0.36049620,0.03621029,0.00018662,0.00104002,0.66342601
-5.05752876,0.95940772,1.15529323,0.37556099,0.04083777,0.00020415,0.00104863,0.68422942
-5.05152576,0.99739753,1.18053985,0.39081774,0.04583631,0.00022279,0.00107685,0.70581499
-5.04552276,1.03693852,1.20769671,0.40613611,0.05118722,0.00024234,0.00112428,0.72789608
-5.03951976,1.07760329,1.23634831,0.42139887,0.05686606,0.00026256,0.00119067,0.75020676
-5.03351676,1.11896969,1.26608665,0.43650374,0.06284300,0.00028320,0.00127598,0.77250590
-5.02751376,1.16062707,1.29651640,0.45136496,0.06908358,0.00030399,0.00138047,0.79458081
-5.02151076,1.20218324,1.32726081,0.46591463,0.07554972,0.00032463,0.00150480,0.81625051
-5.01550775,1.24327190,1.35796816,0.48010379,0.08220093,0.00034483,0.00165007,0.83736840
-5.00950475,1.28356036,1.38831848,0.49390307,0.08899570,0.00036431,0.00181795,0.85782444
-5.00350175,1.32275719,1.41803031,0.50730291,0.09589309,0.00038276,0.00201072,0.87754647
-4.99749875,1.36061919,1.44686692,0.52031314,0.10285419,0.00039992,0.00223137,0.89650059
-4.99149575,1.39695742,1.47464159,0.53296191,0.10984363,0.00041552,0.00248367,0.91469048
-4.98549275,1.43164152,1.50122133,0.54529385,0.11683085,0.00042936,0.00277218,0.93215539
-4.97948974,1.46460192,1.52652852,0.55736734,0.12379110,0.00044125,0.00310227,0.94896669
-4.97348674,1.49582949,1.55054015,0.56925092,0.13070607,0.00045103,0.00348013,0.96522300
-4.96748374,1.52537229,1.57328421,0.58101895,0.13756412,0.00045864,0.00391271,0.98104371
-4.96148074,1.55332928,1.59483313,0.59274640,0.14435999,0.00046402,0.00440758,0.99656119
-4.95547774,1.57984103,1.61529438,0.60450315,0.15109406,0.00046720,0.00497286,1.01191169
-4.94947474,1.60507770,1.63479844,0.61634790,0.15777119,0.00046825,0.00561696,1.02722541
-4.94347174,1.62922475,1.65348466,0.62832196,0.16439909,0.00046730,0.00634840,1.04261601
-4.93746873,1.65246710,1.67148576,0.64044341,0.17098644,0.00046450,0.00717544,1.05817019
-4.93146573,1.67497269,1.68891178,0.65270179,0.17754089,0.00046009,0.00810580,1.07393779
-4.92546273,1.69687622,1.70583454,0.66505391,0.18406693,0.00045430,0.00914626,1.08992317
-4.91945973,1.71826444,1.72227368,0.67742095,0.19056399,0.00044740,0.01030227,1.10607832
-4.91345673,1.73916374,1.73818518,0.68968737,0.19702482,0.00043968,0.01157750,1.12229839
-4.90745373,1.75953129,1.75345352,0.70170171,0.20343426,0.00043143,0.01297347,1.13842006
-4.90145073,1.77925030,1.76788808,0.71327955,0.20976865,0.00042293,0.01448910,1.15422306
-4.89544772,1.79813017,1.78122431,0.72420863,0.21599589,0.00041445,0.01612043,1.16943513
-4.88944472,1.81591169,1.79313009,0.73425602,0.22207614,0.00040622,0.01786027,1.18374023
-4.88344172,1.83227743,1.80321698,0.74317718,0.22796335,0.00039846,0.01969801,1.19679002
-4.87743872,1.84686674,1.81105610,0.75072654,0.23360735,0.00039133,0.02161953,1.20821801
-4.87143572,1.85929505,1.81619798,0.75666911,0.23895653,0.00038496,0.02360719,1.21765585
-4.86543272,1.86917610,1.81819518,0.76079260,0.24396091,0.00037943,0.02564000,1.22475112
-4.85942971,1.87614634,1.81662679,0.76291948,0.24857545,0.00037478,0.02769387,1.22918560
-4.85342671,1.87988983,1.81112320,0.76291833,0.25276335,0.00037101,0.02974205,1.23069318
-4.84742371,1.88016237,1.80138991,0.76071370,0.25649913,0.00036806,0.03175567,1.22907652
-4.84142071,1.87681338,1.78722894,0.75629426,0.25977128,0.00036586,0.03370440,1.22422140
-4.83541771,1.86980419,1.76855657,0.74971832,0.26258420,0.00036431,0.03555726,1.21610815
-4.82941471,1.85922154,1.74541641,0.74111668,0.26495940,0.00036327,0.03728341,1.20481933
-4.82341171,1.84528536,1.71798683,0.73069234,0.26693565,0.00036260,0.03885307,1.19054316
-4.81740870,1.82835005,1.68658240,0.71871707,0.26856818,0.00036217,0.04023845,1.17357251
-4.81140570,1.80889911,1.65164889,0.70552482,0.26992671,0.00036183,0.04141453,1.15429923
-4.80540270,1.78753291,1.61375220,0.69150221,0.27109260,0.00036146,0.04235998,1.13320393
-4.79939970,1.76494999,1.57356140,0.67707635,0.27215501,0.00036093,0.04305775,1.11084164
-4.79339670,1.74192269,1.53182674,0.66270054,0.27320638,0.00036016,0.04349571,1.08782373
-4.78739370,1.71926785,1.48935356,0.64883832,0.27433739,0.00035909,0.04366703,1.06479684
-4.78139070,1.69781392,1.44697312,0.63594652,0.27563165,0.00035767,0.04357038,1.04241963
-4.77538769,1.67836590,1.40551185,0.62445798,0.27716052,0.00035588,0.04320997,1.02133825
-4.76938469,1.66166958,1.36576011,0.61476466,0.27897814,0.00035374,0.04259541,1.00216146
-4.76338169,1.64837677,1.32844201,0.60720176,0.28111716,0.00035129,0.04174130,0.98543652
-4.75737869,1.63901313,1.29418753,0.60203362,0.28358534,0.00034857,0.04066673,0.97162671
-4.75137569,1.63395002,1.26350811,0.59944187,0.28636322,0.00034564,0.03939461,0.96109160
-4.74537269,1.63338207,1.23677677,0.59951645,0.28940308,0.00034258,0.03795090,0.95407073
-4.73936968,1.63731129,1.21421367,0.60224986,0.29262924,0.00033947,0.03636370,0.95067165
-4.73336668,1.64553899,1.19587769,0.60753498,0.29593982,0.00033636,0.03466240,0.95086275
-4.72736368,1.65766597,1.18166445,0.61516659,0.29920981,0.00033333,0.03287675,0.95447152
-4.72136068,1.67310123,1.17131084,0.62484674,0.30229535,0.00033041,0.03103604,0.96118814
-4.71535768,1.69107923,1.16440591,0.63619362,0.30503917,0.00032764,0.02916830,0.97057479
-4.70935468,1.71068506,1.16040784,0.64875395,0.30727678,0.00032503,0.02729966,0.98208017
-4.70335168,1.73088674,1.15866604,0.66201827,0.30884318,0.00032257,0.02545377,0.99505883
-4.69734867,1.75057339,1.15844784,0.67543866,0.30957983,0.00032026,0.02365143,1.00879480
-4.69134567,1.76859777,1.15896830,0.68844828,0.30934149,0.00031804,0.02191035,1.02252842
-4.68534267,1.78382141,1.15942225,0.70048189,0.30800261,0.00031589,0.02024500,1.03548545
-4.67933967,1.79516039,1.15901697,0.71099658,0.30546303,0.00031375,0.01866671,1.04690725
-4.67333667,1.80162982,1.15700431,0.71949191,0.30165263,0.00031158,0.01718377,1.05608083
-4.66733367,1.80238501,1.15271076,0.72552855,0.29653485,0.00030935,0.01580170,1.06236736
-4.66133067,1.79675761,1.14556442,0.72874470,0.29010881,0.00030705,0.01452356,1.06522808
-4.65532766,1.78428494,1.13511754,0.72886964,0.28241009,0.00030468,0.01335038,1.06424635
-4.64932466,1.76473143,1.12106390,0.72573368,0.27351007,0.00030228,0.01228151,1.05914500
-4.64332166,1.73810109,1.10325034,0.71927440,0.26351393,0.00029992,0.01131503,1.04979812
-4.63731866,1.70464065,1.08168202,0.70953864,0.25255753,0.00029769,0.01044814,1.03623689
-4.63131566,1.66483333,1.05652142,0.69668043,0.24080320,0.00029575,0.00967751,1.01864924
-4.62531266,1.61938353,1.02808130,0.68095491,0.22843482,0.00029428,0.00899957,0.99737343
-4.61930965,1.56919349,0.99681199,0.66270869,0.21565231,0.00029348,0.00841069,0.97288584
-4.61330665,1.51533299,0.96328402,0.64236701,0.20266596,0.00029360,0.00790744,0.94578385
-4.60730365,1.45900357,0.92816676,0.62041845,0.18969063,0.00029492,0.00748659,0.91676438
-4.60130065,1.40149910,0.89220439,0.59739798,0.17694027,0.00029773,0.00714524,0.88659939
-4.59529765,1.34416440,0.85619025,0.57386902,0.16462282,0.00030234,0.00688078,0.85610935
-4.58929465,1.28835376,0.82094078,0.55040535,0.15293572,0.00030906,0.00669087,0.82613597
-4.58329165,1.23539111,0.78727022,0.52757379,0.14206206,0.00031819,0.00657338,0.79751530
-4.57728864,1.18653340,0.75596705,0.50591815,0.13216756,0.00033004,0.00652627,0.77105242
-4.57128564,1.14293846,0.72777307,0.48594515,0.12339825,0.00034489,0.00654759,0.74749862
-4.56528264,1.10563834,0.70336563,0.46811278,0.11587893,0.00036299,0.00663536,0.72753187
-4.55927964,1.07551882,0.68334369,0.45282138,0.10971228,0.00038456,0.00678758,0.71174120
-4.55327664,1.05330533,0.66821765,0.44040749,0.10497853,0.00040979,0.00700214,0.70061534
-4.54727364,1.03955527,0.65840297,0.43114059,0.10173561,0.00043884,0.00727693,0.69453572
-4.54127064,1.03465637,0.65421743,0.42522249,0.10001957,0.00047178,0.00760981,0.69377365
-4.53526763,1.03883041,0.65588143,0.42278893,0.09984525,0.00050868,0.00799873,0.69849152
-4.52926463,1.05214140,0.66352093,0.42391327,0.10120707,0.00054954,0.00844183,0.70874741
-4.52326163,1.07450733,0.67717215,0.42861149,0.10407971,0.00059432,0.00893755,0.72450238
-4.51725863,1.10571424,0.69678763,0.43684813,0.10841882,0.00064290,0.00948474,0.74563007
-4.51125563,1.14543159,0.72224275,0.44854266,0.11416164,0.00069514,0.01008278,0.77192738
-4.50525263,1.19322787,0.75334222,0.46357576,0.12122740,0.00075083,0.01073170,0.80312587
-4.49924962,1.24858546,0.78982600,0.48179504,0.12951777,0.00080971,0.01143218,0.83890301
-4.49324662,1.31091412,0.83137446,0.50302002,0.13891719,0.00087147,0.01218561,0.87889258
-4.48724362,1.37956242,0.87761238,0.52704592,0.14929330,0.00093573,0.01299401,0.92269396
-4.48124062,1.45382688,0.92811195,0.55364641,0.16049751,0.00100206,0.01385994,0.96987975
-4.47523762,1.53295875,0.98239487,0.58257510,0.17236578,0.00106998,0.01478630,1.02000157
-4.46923462,1.61616852,1.03993382,0.61356610,0.18471976,0.00113893,0.01577610,1.07259420
-4.46323162,1.70262870,1.10015377,0.64633363,0.19736839,0.00120833,0.01683211,1.12717783
-4.45722861,1.79147515,1.16243352,0.68057126,0.21010994,0.00127751,0.01795654,1.18325905
-4.45122561,1.88180789,1.22610802,0.71595087,0.22273464,0.00134576,0.01915060,1.24033071
-4.44522261,1.97269200,1.29047195,0.75212184,0.23502786,0.00141234,0.02041410,1.29787113
-4.43921961,2.06315931,1.35478490,0.78871088,0.24677377,0.00147645,0.02174502,1.35534334
-4.43321661,2.15221168,1.41827854,0.82532262,0.25775952,0.00153729,0.02313910,1.41219462
-4.42721361,2.23882646,1.48016577,0.86154149,0.26777968,0.00159404,0.02458956,1.46785694
-4.42121061,2.32196451,1.53965200,0.89693485,0.27664101,0.00164588,0.02608679,1.52174882
