energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.95818620,0.05341372,1.65120820,0.04422812,0.00906462,0.02706225,0.13104721
-5.99399700,2.05600018,0.05761070,1.72637296,0.04773797,0.00987641,0.02788019,0.14081403
-5.98799400,2.15774969,0.06218415,1.80319402,0.05149481,0.01074858,0.02898007,0.15164055
-5.98199100,2.26197254,0.06708746,1.88043754,0.05546231,0.01167480,0.03032694,0.16343705
-5.97598799,2.36715112,0.07226424,1.95686940,0.05959836,0.01264739,0.03188130,0.17608662
-5.96998499,2.47173226,0.07764892,2.03127250,0.06385574,0.01365730,0.03359984,0.18944613
-5.96398199,2.57414836,0.08316771,2.10246384,0.06818281,0.01469417,0.03543623,0.20334805
-5.95797899,2.67283973,0.08873981,2.16931101,0.07252446,0.01574635,0.03734199,0.21760310
-5.95197599,2.76627749,0.09427899,2.23074788,0.07682303,0.01680109,0.03926748,0.23200363
-5.94597299,2.85298690,0.09969533,2.28578914,0.08101946,0.01784467,0.04116294,0.24632781
-5.93996998,2.93157043,0.10489726,2.33354340,0.08505433,0.01886262,0.04297953,0.26034433
-5.93396698,3.00073033,0.10979371,2.37322482,0.08886909,0.01983999,0.04467045,0.27381771
-5.92796398,3.05929009,0.11429629,2.40416287,0.09240721,0.02076167,0.04619199,0.28651387
-5.92196098,3.10621442,0.11832157,2.42581037,0.09561529,0.02161267,0.04750454,0.29820589
-5.91595798,3.14062726,0.12179324,2.43774955,0.09844415,0.02237854,0.04857353,0.30867971
-5.90995498,3.16182735,0.12464406,2.43969618,0.10084984,0.02304570,0.04937022,0.31773966
-5.90395198,3.16930105,0.12681773,2.43150174,0.10279453,0.02360179,0.04987234,0.32521353
-5.89794897,3.16273195,0.12827032,2.41315362,0.10424731,0.02403604,0.05006456,0.33095702
-5.89194597,3.14200697,0.12897143,2.38477349,0.10518475,0.02433957,0.04993876,0.33485749
-5.88594297,3.10721872,0.12890496,2.34661363,0.10559145,0.02450569,0.04949405,0.33683675
-5.87993997,3.05866397,0.12806943,2.29905155,0.10546027,0.02453005,0.04873664,0.33685288
-5.87393697,2.99683807,0.12647789,2.24258275,0.10479248,0.02441088,0.04767947,0.33490100
-5.86793397,2.92242537,0.12415743,2.17781179,0.10359772,0.02414898,0.04634160,0.33101295
-5.86193097,2.83628578,0.12114824,2.10544164,0.10189369,0.02374780,0.04474753,0.32525597
-5.85592796,2.73943771,0.11750235,2.02626159,0.09970583,0.02321331,0.04292631,0.31773035
-5.84992496,2.63303768,0.11328206,1.94113375,0.09706663,0.02255385,0.04091057,0.30856622
-5.84392196,2.51835713,0.10855815,1.85097828,0.09401500,0.02177994,0.03873551,0.29791964
-5.83791896,2.39675705,0.10340785,1.75675782,0.09059538,0.02090398,0.03643783,0.28596810
-5.83191596,2.26966095,0.09791281,1.65946110,0.08685676,0.01993989,0.03405477,0.27290563
-5.82591296,2.13852708,0.09215698,1.56008629,0.08285169,0.01890277,0.03162309,0.25893771
-5.81990995,2.00482055,0.08622460,1.45962442,0.07863514,0.01780848,0.02917828,0.24427615
-5.81390695,1.86998618,0.08019828,1.35904313,0.07426348,0.01667328,0.02675378,0.22913421
-5.80790395,1.73542295,0.07415731,1.25927134,0.06979331,0.01551337,0.02438040,0.21372200
-5.80190095,1.60246057,0.06817616,1.16118510,0.06528047,0.01434457,0.02208591,0.19824234
-5.79589795,1.47233894,0.06232331,1.06559511,0.06077900,0.01318198,0.01989473,0.18288729
-5.78989495,1.34619104,0.05666028,0.97323599,0.05634030,0.01203969,0.01782788,0.16783530
-5.78389195,1.22502946,0.05124111,0.88475792,0.05201230,0.01093053,0.01590295,0.15324912
-5.77788894,1.10973700,0.04611199,0.80072039,0.04783881,0.00986593,0.01413431,0.13927441
-5.77188594,1.00106116,0.04131131,0.72158850,0.04385897,0.00885579,0.01253339,0.12603917
-5.76588294,0.89961261,0.03686986,0.64773158,0.04010683,0.00790847,0.01110904,0.11365377
-5.75987994,0.80586733,0.03281137,0.57942409,0.03661107,0.00703074,0.00986796,0.10221166
-5.75387694,0.72017196,0.02915313,0.51684861,0.03339484,0.00622793,0.00881520,0.09179054
-5.74787394,0.64275190,0.02590683,0.46010063,0.03047570,0.00550399,0.00795456,0.08245405
-5.74187094,0.57372167,0.02307947,0.40919492,0.02786569,0.00486165,0.00728912,0.07425363
-5.73586793,0.51309681,0.02067434,0.36407299,0.02557144,0.00430263,0.00682157,0.06723063
-5.72986493,0.46080664,0.01869196,0.32461140,0.02359442,0.00382779,0.00655455,0.06141844
-5.72386193,0.41670745,0.01713106,0.29063050,0.02193121,0.00343734,0.00649091,0.05684449
-5.71785893,0.38059535,0.01598943,0.26190337,0.02057382,0.00313108,0.00663381,0.05353212
-5.71185593,0.35221838,0.01526469,0.23816446,0.01951009,0.00290852,0.00698673,0.05150205
-5.70585293,0.33128746,0.01495497,0.21911793,0.01872412,0.00276908,0.00755338,0.05077355
-5.69984992,0.31748584,0.01505940,0.20444538,0.01819668,0.00271225,0.00833744,0.05136506
-5.69384692,0.31047680,0.01557849,0.19381279,0.01790569,0.00273763,0.00934225,0.05329438
-5.68784392,0.30990970,0.01651434,0.18687671,0.01782675,0.00284510,0.01057033,0.05657827
-5.68184092,0.31542407,0.01787073,0.18328965,0.01793361,0.00303482,0.01202286,0.06123160
-5.67583792,0.32665219,0.01965301,0.18270453,0.01819873,0.00330726,0.01369911,0.06726600
-5.66983492,0.34322008,0.02186791,0.18477860,0.01859378,0.00366324,0.01559583,0.07468807
-5.66383192,0.36474742,0.02452327,0.18917649,0.01909024,0.00410385,0.01770661,0.08349730
-5.65782891,0.39084640,0.02762761,0.19557278,0.01965987,0.00463047,0.02002137,0.09368380
-5.65182591,0.42112028,0.03118969,0.20365418,0.02027525,0.00524470,0.02252585,0.10522590
-5.64582291,0.45516163,0.03521799,0.21312124,0.02091028,0.00594833,0.02520126,0.11808787
-5.63981991,0.49255094,0.03972025,0.22368988,0.02154062,0.00674324,0.02802406,0.13221783
-5.63381691,0.53285579,0.04470291,0.23509279,0.02214409,0.00763143,0.03096599,0.14754608
-5.62781391,0.57563100,0.05017068,0.24708073,0.02270099,0.00861491,0.03399417,0.16398393
-5.62181091,0.62041995,0.05612610,0.25942378,0.02319438,0.00969570,0.03707157,0.18142322
-5.61580790,0.66675737,0.06256919,0.27191276,0.02361021,0.01087578,0.04015760,0.19973660
-5.60980490,0.71417365,0.06949712,0.28436054,0.02393745,0.01215708,0.04320895,0.21877865
-5.60380190,0.76220072,0.07690404,0.29660355,0.02416807,0.01354145,0.04618059,0.23838796
-5.59779890,0.81037941,0.08478088,0.30850332,0.02429691,0.01503061,0.04902697,0.25838999
-5.59179590,0.85826814,0.09311533,0.31994798,0.02432157,0.01662614,0.05170328,0.27860082
-5.58579290,0.90545256,0.10189175,0.33085378,0.02424214,0.01832943,0.05416681,0.29883162
-5.57978989,0.95155593,0.11109123,0.34116652,0.02406088,0.02014156,0.05637826,0.31889370
-5.57378689,0.99624956,0.12069161,0.35086268,0.02378194,0.02206330,0.05830301,0.33860384
-5.56778389,1.03926292,0.13066755,0.35995032,0.02341099,0.02409489,0.05991225,0.35778988
-5.56178089,1.08039278,0.14099054,0.36846946,0.02295484,0.02623598,0.06118396,0.37629614
-5.55577789,1.11951078,0.15162896,0.37649187,0.02242115,0.02848540,0.06210357,0.39398838
-5.54977489,1.15656887,0.16254804,0.38412016,0.02181810,0.03084104,0.06266444,0.41075822
-5.54377189,1.19160203,0.17370985,0.39148590,0.02115412,0.03329958,0.06286796,0.42652658
-5.53776888,1.22472793,0.18507317,0.39874687,0.02043770,0.03585632,0.06272340,0.44124592
-5.53176588,1.25614309,0.19659343,0.40608306,0.01967722,0.03850497,0.06224743,0.45490132
-5.52576288,1.28611540,0.20822253,0.41369166,0.01888086,0.04123746,0.06146333,0.46751000
-5.51975988,1.31497300,0.21990868,0.42178088,0.01805655,0.04404373,0.06040006,0.47911943
-5.51375688,1.34308973,0.23159632,0.43056259,0.01721196,0.04691164,0.05909099,0.48980394
-5.50775388,1.37086743,0.24322593,0.44024419,0.01635458,0.04982684,0.05757264,0.49966006
-5.50175088,1.39871583,0.25473407,0.45101961,0.01549177,0.05277276,0.05588328,0.50880067
-5.49574787,1.42703061,0.26605334,0.46305991,0.01463084,0.05573059,0.05406152,0.51734820
-5.48974487,1.45617071,0.27711258,0.47650381,0.01377919,0.05867940,0.05214504,0.52542729
-5.48374187,1.48643576,0.28783712,0.49144847,0.01294440,0.06159623,0.05016935,0.53315725
-5.47773887,1.51804492,0.29814923,0.50794107,0.01213429,0.06445634,0.04816679,0.54064460
-5.47173587,1.55111811,0.30796870,0.52597158,0.01135706,0.06723347,0.04616573,0.54797620
-5.46573287,1.58566073,0.31721369,0.54546725,0.01062132,0.06990018,0.04418999,0.55521328
-5.45972986,1.62155296,0.32580168,0.56628908,0.00993610,0.07242820,0.04225853,0.56238682
-5.45372686,1.65854426,0.33365067,0.58823089,0.00931090,0.07478889,0.04038536,0.56949439
-5.44772386,1.69625382,0.34068058,0.61102091,0.00875565,0.07695375,0.03857972,0.57649882
-5.44172086,1.73417713,0.34681475,0.63432638,0.00828067,0.07889483,0.03684644,0.58332873
-5.43571786,1.77169886,0.35198171,0.65776086,0.00789656,0.08058539,0.03518643,0.58988102
-5.42971486,1.80811148,0.35611691,0.68089430,0.00761413,0.08200035,0.03359741,0.59602513
-5.42371186,1.84263921,0.35916461,0.70326554,0.00744423,0.08311689,0.03207458,0.60160901
-5.41770885,1.87446626,0.36107975,0.72439670,0.00739759,0.08391500,0.03061145,0.60646640
-5.41170585,1.90276819,0.36182971,0.74380902,0.00748460,0.08437802,0.02920063,0.61042520
-5.40570285,1.92674496,0.36139600,0.76103951,0.00771508,0.08449311,0.02783454,0.61331638
-5.39969985,1.94565424,0.35977562,0.77565751,0.00809803,0.08425173,0.02650609,0.61498306
-5.39369685,1.95884323,0.35698224,0.78728060,0.00864129,0.08365002,0.02520928,0.61528926
-5.38769385,1.96577773,0.35304691,0.79558904,0.00935128,0.08268909,0.02393965,0.61412791
-5.38169085,1.96606686,0.34801840,0.80033804,0.01023263,0.08137524,0.02269467,0.61142766
-5.37568784,1.95948235,0.34196302,0.80136745,0.01128789,0.07972003,0.02147389,0.60715820
-5.36968484,1.94597159,0.33496399,0.79860818,0.01251716,0.07774029,0.02027914,0.60133388
-5.36368184,1.92566375,0.32712020,0.79208535,0.01391783,0.07545793,0.01911451,0.59401534
-5.35767884,1.89886897,0.31854460,0.78191793,0.01548436,0.07289966,0.01798625,0.58530928
-5.35167584,1.86607081,0.30936212,0.76831498,0.01720805,0.07009654,0.01690268,0.57536637
-5.34567284,1.82791235,0.29970718,0.75156879,0.01907695,0.06708347,0.01587393,0.56437743
-5.33966983,1.78517710,0.28972104,0.73204539,0.02107591,0.06389854,0.01491171,0.55256819
-5.33366683,1.73876557,0.27954890,0.71017277,0.02318662,0.06058228,0.01402906,0.54019293
-5.32766383,1.68966895,0.26933704,0.68642773,0.02538789,0.05717686,0.01324004,0.52752737
-5.32166083,1.63894109,0.25923002,0.66132171,0.02765600,0.05372533,0.01255947,0.51486112
-5.31565783,1.58767022,0.24936808,0.63538655,0.02996517,0.05027070,0.01200263,0.50249008
-5.30965483,1.53695148,0.23988483,0.60916050,0.03228815,0.04685523,0.01158496,0.49070916
-5.30365183,1.48786139,0.23090528,0.58317532,0.03459688,0.04351967,0.01132182,0.47980543
-5.29764882,1.44143487,0.22254427,0.55794452,0.03686325,0.04030255,0.01122816,0.47005199
-5.29164582,1.39864538,0.21490532,0.53395339,0.03905986,0.03723969,0.01131826,0.46170267
-5.28564282,1.36038834,0.20807980,0.51165066,0.04116079,0.03436364,0.01160545,0.45498747
-5.27963982,1.32746777,0.20214648,0.49144191,0.04314232,0.03170339,0.01210173,0.45010877
-5.27363682,1.30058574,0.19717125,0.47368474,0.04498358,0.02928409,0.01281746,0.44723830
-5.26763382,1.28033433,0.19320706,0.45868518,0.04666710,0.02712686,0.01376104,0.44651446
-5.26163082,1.26718933,0.19029387,0.44669542,0.04817918,0.02524876,0.01493846,0.44804014
-5.25562781,1.26150516,0.18845860,0.43791223,0.04951011,0.02366269,0.01635296,0.45188071
-5.24962481,1.26351052,0.18771488,0.43247606,0.05065426,0.02237748,0.01800460,0.45806216
-5.24362181,1.27330430,0.18806277,0.43047033,0.05160992,0.02139787,0.01988990,0.46656926
-5.23761881,1.29085151,0.18948820,0.43192080,0.05237900,0.02072463,0.02200142,0.47734381
-5.23161581,1.31597930,0.19196224,0.43679504,0.05296658,0.02035452,0.02432754,0.49028304
-5.22561281,1.34837319,0.19544033,0.44500175,0.05338037,0.02028042,0.02685211,0.50523828
-5.21960980,1.38757407,0.19986138,0.45639022,0.05362998,0.02049131,0.02955434,0.52201410
-5.21360680,1.43297647,0.20514701,0.47075007,0.05372627,0.02097231,0.03240876,0.54036813
-5.20760380,1.48382896,0.21120098,0.48781146,0.05368062,0.02170472,0.03538528,0.56001190
-5.20160080,1.53923738,0.21790896,0.50724619,0.05350424,0.02266608,0.03844941,0.58061286
-5.19559780,1.59817173,0.22513879,0.52866987,0.05320759,0.02383030,0.04156267,0.60179782
-5.18959480,1.65947743,0.23274136,0.55164564,0.05279990,0.02516784,0.04468311,0.62315796
-5.18359180,1.72189128,0.24055218,0.57568943,0.05228879,0.02664594,0.04776604,0.64425556
-5.17758879,1.78406252,0.24839371,0.60027727,0.05168010,0.02822904,0.05076485,0.66463225
-5.17158579,1.84457870,0.25607844,0.62485433,0.05097786,0.02987922,0.05363200,0.68381889
-5.16558279,1.90199615,0.26341273,0.64884590,0.05018436,0.03155685,0.05632010,0.70134663
-5.15957979,1.95487409,0.27020121,0.67166995,0.04930040,0.03322126,0.05878305,0.71675893
-5.15357679,2.00181151,0.27625179,0.69275103,0.04832567,0.03483160,0.06097724,0.72962406
-5.14757379,2.04148529,0.28138087,0.71153495,0.04725918,0.03634776,0.06286269,0.73954767
-5.14157079,2.07268824,0.28541867,0.72750376,0.04609974,0.03773125,0.06440416,0.74618468
-5.13556778,2.09436522,0.28821445,0.74019045,0.04484644,0.03894627,0.06557219,0.74925033
-5.12956478,2.10564595,0.28964131,0.74919262,0.04349919,0.03996059,0.06634391,0.74852943
-5.12356178,2.10587269,0.28960037,0.75418457,0.04205908,0.04074648,0.06670380,0.74388371
-5.11755878,2.09462176,0.28802413,0.75492726,0.04052879,0.04128145,0.06664411,0.73525674
-5.11155578,2.07171745,0.28487883,0.75127551,0.03891279,0.04154890,0.06616512,0.72267619
-5.10555278,2.03723797,0.28016566,0.74318228,0.03721754,0.04153859,0.06527519,0.70625328
-5.09954977,1.99151280,0.27392079,0.73069959,0.03545147,0.04124685,0.06399047,0.68617946
-5.09354677,1.93511167,0.26621416,0.71397621,0.03362491,0.04067665,0.06233447,0.66272045
-5.08754377,1.86882564,0.25714716,0.69325205,0.03174992,0.03983738,0.06033738,0.63620788
-5.08154077,1.79364109,0.24684921,0.66884963,0.02983999,0.03874450,0.05803524,0.60702892
-5.07553777,1.71070785,0.23547349,0.64116297,0.02790968,0.03741889,0.05546887,0.57561440
-5.06953477,1.62130294,0.22319191,0.61064444,0.02597423,0.03588614,0.05268288,0.54242585
-5.06353177,1.52679148,0.21018968,0.57779011,0.02404916,0.03417566,0.04972444,0.50794212
-5.05752876,1.42858655,0.19665966,0.54312431,0.02214978,0.03231970,0.04664218,0.47264608
-5.05152576,1.32810957,0.18279661,0.50718409,0.02029082,0.03035234,0.04348505,0.43701192
-5.04552276,1.22675287,0.16879184,0.47050411,0.01848604,0.02830849,0.04030134,0.40149358
-5.03951976,1.12584582,0.15482823,0.43360261,0.01674790,0.02622293,0.03713780,0.36651461
-5.03351676,1.02662554,0.14107588,0.39696901,0.01508730,0.02412945,0.03403885,0.33245985
-5.02751376,0.93021324,0.12768850,0.36105335,0.01351335,0.02206006,0.03104608,0.29966909
-5.02151076,0.83759657,0.11480074,0.32625809,0.01203332,0.02004443,0.02819786,0.26843280
-5.01550775,0.74961816,0.10252627,0.29293218,0.01065249,0.01810940,0.02552913,0.23898991
-5.00950475,0.66697038,0.09095681,0.26136759,0.00937427,0.01627867,0.02307146,0.21152761
-5.00350175,0.59019580,0.08016204,0.23179807,0.00820018,0.01457269,0.02085312,0.18618287
-4.99749875,0.51969278,0.07019013,0.20440010,0.00713004,0.01300867,0.01889942,0.16304554
-4.99149575,0.45572540,0.06106907,0.17929563,0.00616210,0.01160067,0.01723304,0.14216263
-4.98549275,0.39843670,0.05280844,0.15655633,0.00529329,0.01035992,0.01587449,0.12354360
-4.97948974,0.34786433,0.04540155,0.13620900,0.00451936,0.00929504,0.01484255,0.10716615
-4.97348674,0.30395760,0.03882791,0.11824175,0.00383517,0.00841246,0.01415462,0.09298229
-4.96748374,0.26659479,0.03305578,0.10261052,0.00323490,0.00771678,0.01382713,0.08092441
-4.96148074,0.23560004,0.02804472,0.08924573,0.00271223,0.00721112,0.01387567,0.07091098
-4.95547774,0.21075889,0.02374805,0.07805862,0.00226059,0.00689744,0.01431511,0.06285174
-4.94947474,0.19183199,0.02011515,0.06894708,0.00187331,0.00677684,0.01515944,0.05665224
-4.94347174,0.17856632,0.01709344,0.06180079,0.00154380,0.00684970,0.01642150,0.05221740
-4.93746873,0.17070384,0.01463017,0.05650549,0.00126563,0.00711579,0.01811247,0.04945434
-4.93146573,0.16798730,0.01267383,0.05294633,0.00103270,0.00757429,0.02024114,0.04827411
-4.92546273,0.17016330,0.01117522,0.05101028,0.00083926,0.00822374,0.02281315,0.04859262
-4.91945973,0.17698275,0.01008828,0.05058761,0.00068001,0.00906181,0.02582989,0.05033072
-4.91345673,0.18819915,0.00937057,0.05157251,0.00055010,0.01008514,0.02928755,0.05341346
-4.90745373,0.20356493,0.00898353,0.05386301,0.00044516,0.01128905,0.03317593,0.05776884
-4.90145073,0.22282648,0.00889251,0.05736030,0.00036129,0.01266721,0.03747745,0.06332601
-4.89544772,0.24571835,0.00906658,0.06196759,0.00029505,0.01421138,0.04216616,0.07001324
-4.88944472,0.27195726,0.00947831,0.06758869,0.00024344,0.01591111,0.04720705,0.07775573
-4.88344172,0.30123634,0.01010333,0.07412656,0.00020385,0.01775349,0.05255550,0.08647347
-4.87743872,0.33322033,0.01091994,0.08148176,0.00017406,0.01972302,0.05815711,0.09607930
-4.87143572,0.36754200,0.01190868,0.08955124,0.00015216,0.02180152,0.06394791,0.10647737
-4.86543272,0.40380032,0.01305184,0.09822734,0.00013654,0.02396815,0.06985500,0.11756202
-4.85942971,0.44156065,0.01433315,0.10739724,0.00012587,0.02619960,0.07579752,0.12921730
-4.85342671,0.48035702,0.01573740,0.11694284,0.00011899,0.02847034,0.08168819,0.14131708
-4.84742371,0.51969664,0.01725021,0.12674120,0.00011500,0.03075300,0.08743510,0.15372592
-4.84142071,0.55906655,0.01885788,0.13666537,0.00011310,0.03301889,0.09294400,0.16630051
-4.83541771,0.59794215,0.02054727,0.14658584,0.00011267,0.03523859,0.09812069,0.17889188
-4.82941471,0.63579736,0.02230588,0.15637228,0.00011319,0.03738259,0.10287374,0.19134808
-4.82341171,0.67211588,0.02412185,0.16589571,0.00011426,0.03942205,0.10711722,0.20351736
-4.81740870,0.70640325,0.02598424,0.17503084,0.00011556,0.04132950,0.11077331,0.21525170
-4.81140570,0.73819904,0.02788314,0.18365858,0.00011683,0.04307956,0.11377490,0.22641051
-4.80540270,0.76708864,0.02980999,0.19166858,0.00011792,0.04464964,0.11606774,0.23686435
-4.79939970,0.79271420,0.03175790,0.19896169,0.00011871,0.04602051,0.11761230,0.24649852
-4.79339670,0.81478418,0.03372186,0.20545212,0.00011915,0.04717688,0.11838513,0.25521641
-4.78739370,0.83308108,0.03569909,0.21106944,0.00011928,0.04810777,0.11837965,0.26294231
-4.78139070,0.84746708,0.03768924,0.21576012,0.00011916,0.04880677,0.11760634,0.26962372
-4.77538769,0.85788732,0.03969462,0.21948863,0.00011895,0.04927225,0.11609245,0.27523300
-4.76938469,0.86437071,0.04172028,0.22223814,0.00011885,0.04950731,0.11388095,0.27976826
-4.76338169,0.86702835,0.04377406,0.22401065,0.00011916,0.04951972,0.11102913,0.28325346
-4.75737869,0.86604957,0.04586654,0.22482666,0.00012025,0.04932165,0.10760663,0.28573781
-4.75137569,0.86169588,0.04801086,0.22472441,0.00012260,0.04892937,0.10369317,0.28729432
-4.74537269,0.85429306,0.05022252,0.22375866,0.00012678,0.04836280,0.09937600,0.28801781
-4.73936968,0.84422190,0.05251898,0.22199912,0.00013348,0.04764508,0.09474725,0.28802221
-4.73336668,0.83190781,0.05491928,0.21952858,0.00014356,0.04680199,0.08990123,0.28743747
-4.72736368,0.81780979,0.05744353,0.21644083,0.00015798,0.04586147,0.08493181,0.28640609
-4.72136068,0.80240932,0.06011242,0.21283838,0.00017793,0.04485306,0.07993009,0.28507953
-4.71535768,0.78619930,0.06294665,0.20883018,0.00020476,0.04380735,0.07498221,0.28361447
-4.70935468,0.76967372,0.06596643,0.20452926,0.00024003,0.04275556,0.07016765,0.28216921
-4.70335168,0.75331802,0.06919096,0.20005051,0.00028553,0.04172900,0.06555779,0.28090027
-4.69734867,0.73760070,0.07263801,0.19550851,0.00034331,0.04075875,0.06121497,0.27995935
-4.69134567,0.72296601,0.07632353,0.19101561,0.00041564,0.03987520,0.05719191,0.27949054
-4.68534267,0.70982805,0.08026137,0.18668011,0.00050504,0.03910780,0.05353151,0.27962814
-4.67933967,0.69856614,0.08446306,0.18260477,0.00061430,0.03848472,0.05026703,0.28049479
-4.67333667,0.68952129,0.08893763,0.17888549,0.00074641,0.03803257,0.04742249,0.28220007
-4.66733367,0.68299374,0.09369155,0.17561018,0.00090456,0.03777613,0.04501335,0.28483952
-4.66133067,0.67924135,0.09872856,0.17285793,0.00109208,0.03773809,0.04304730,0.28849385
-4.65532766,0.67847836,0.10404963,0.17069820,0.00131241,0.03793871,0.04152516,0.29322842
-4.64932466,0.68087459,0.10965271,0.16919030,0.00156900,0.03839551,0.04044180,0.29909278
-4.64332166,0.68655448,0.11553250,0.16838281,0.00186522,0.03912287,0.03978695,0.30612014
-4.63731866,0.69559598,0.12168006,0.16831313,0.00220427,0.04013163,0.03954602,0.31432681
-4.63131566,0.70802901,0.12808223,0.16900699,0.00258908,0.04142864,0.03970073,0.32371127
-4.62531266,0.72383341,0.13472099,0.17047798,0.00302211,0.04301622,0.04022958,0.33425321
-4.61930965,0.74293639,0.14157261,0.17272698,0.00350532,0.04489172,0.04110823,0.34591211
-4.61330665,0.76520958,0.14860677,0.17574162,0.00403995,0.04704697,0.04230964,0.35862582
-4.60730365,0.79046591,0.15578559,0.17949572,0.00462643,0.04946782,0.04380417,0.37230889
-4.60130065,0.81845667,0.16306275,0.18394873,0.00526424,0.05213382,0.04555957,0.38685111
-4.59529765,0.84886900,0.17038272,0.18904534,0.00595180,0.05501790,0.04754084,0.40211614
-4.58929465,0.88132451,0.17768021,0.19471521,0.00668639,0.05808628,0.04971019,0.41794072
-4.58329165,0.91537923,0.18487996,0.20087297,0.00746410,0.06129856,0.05202698,0.43413451
-4.57728864,0.95052553,0.19189701,0.20741863,0.00827975,0.06460801,0.05444776,0.45048075
-4.57128564,0.98619640,0.19863742,0.21423827,0.00912697,0.06796218,0.05692648,0.46673812
-4.56528264,1.02177222,0.20499954,0.22120542,0.00999818,0.07130365,0.05941475,0.48264369
-4.55927964,1.05659039,0.21087594,0.22818278,0.01088472,0.07457119,0.06186245,0.49791715
-4.55327664,1.08995763,0.21615582,0.23502463,0.01177696,0.07770102,0.06421836,0.51226634
-4.54727364,1.12116491,0.22072800,0.24157968,0.01266451,0.08062839,0.06643112,0.52539391
-4.54127064,1.14950453,0.22448424,0.24769442,0.01353639,0.08328931,0.06845023,0.53700491
