energy_ev,total_up,Pb_p_up,Pb_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.32766383,2.22527888,0.50122551,0.00316910,1.16635997,1.77794865,0.00243771,0.11959204
-5.32166083,2.23925639,0.51626259,0.00317905,1.20250011,1.78172518,0.00257539,0.12120022
-5.31565783,2.25750973,0.53157833,0.00320488,1.23938230,1.78945059,0.00276309,0.12284730
-5.30965483,2.27993027,0.54704206,0.00324699,1.27680874,1.80110469,0.00300418,0.12451498
-5.30365183,2.30643832,0.56255519,0.00330571,1.31464768,1.81667782,0.00330170,0.12618764
-5.29764882,2.33701573,0.57805982,0.00338129,1.35285109,1.83619616,0.00365824,0.12785443
-5.29164582,2.37173400,0.59354536,0.00347396,1.39146763,1.85974400,0.00407593,0.12951098
-5.28564282,2.41077572,0.60905247,0.00358398,1.43064980,1.88748148,0.00455631,0.13116079
-5.27963982,2.45444816,0.62467431,0.00371159,1.47065441,1.91965651,0.00510025,0.13281589
-5.27363682,2.50318769,0.64055452,0.00385708,1.51183600,1.95661014,0.00570790,0.13449706
-5.26763382,2.55755465,0.65688216,0.00402075,1.55463304,1.99877488,0.00637866,0.13623325
-5.26163082,2.61821876,0.67388368,0.00420290,1.59954739,2.04666587,0.00711107,0.13806041
-5.25562781,2.68593541,0.69181208,0.00440379,1.64711766,2.10086529,0.00790285,0.14001977
-5.24962481,2.76151429,0.71093386,0.00462364,1.69788780,2.16200076,0.00875083,0.14215552
-5.24362181,2.84578149,0.73151422,0.00486254,1.75237219,2.23071865,0.00965101,0.14451213
-5.23761881,2.93953720,0.75380129,0.00512042,1.81101908,2.30765376,0.01059856,0.14713150
-5.23161581,3.04351089,0.77800997,0.00539699,1.87417431,2.39339658,0.01158789,0.15004993
-5.22561281,3.15831624,0.80430633,0.00569171,1.94204708,2.48845988,0.01261269,0.15329523
-5.21960980,3.28440797,0.83279323,0.00600373,2.01467976,2.59324602,0.01366605,0.15688412
-5.21360680,3.42204246,0.86349794,0.00633187,2.09192359,2.70801642,0.01474050,0.16082001
-5.20760380,3.57124417,0.89636229,0.00667456,2.17342153,2.83286451,0.01582819,0.16509139
-5.20160080,3.73177911,0.93123612,0.00702986,2.25859972,2.96769331,0.01692090,0.16967091
-5.19559780,3.90313671,0.96787416,0.00739543,2.34666808,3.11219835,0.01801023,0.17451510
-5.18959480,4.08452068,1.00593681,0.00776857,2.43663061,3.26585661,0.01908766,0.17956503
-5.18359180,4.27484918,1.04499472,0.00814621,2.52730512,3.42792190,0.02014465,0.18474765
-5.17758879,4.47276442,1.08453722,0.00852499,2.61735195,3.59742653,0.02117272,0.18997787
-5.17158579,4.67665093,1.12398424,0.00890128,2.70531046,3.77318941,0.02216354,0.19516130
-5.16558279,4.88466209,1.16270142,0.00927124,2.78964215,3.95382999,0.02310900,0.20019747
-5.15957979,5.09475359,1.20001770,0.00963093,2.86877834,4.13778765,0.02400126,0.20498346
-5.15357679,5.30472280,1.23524483,0.00997635,2.94117070,4.32334588,0.02483277,0.20941764
-5.14757379,5.51225246,1.26769806,0.01030352,3.00534229,4.50866042,0.02559639,0.21340350
-5.14157079,5.71495747,1.29671710,0.01060860,3.05993703,4.69179072,0.02628538,0.21685324
-5.13556778,5.91043303,1.32168666,0.01088794,3.10376544,4.87073368,0.02689345,0.21969101
-5.12956478,6.09630298,1.34205566,0.01113817,3.13584479,5.04345902,0.02741488,0.22185566
-5.12356178,6.27026685,1.35735444,0.01135626,3.15543185,5.20794541,0.02784452,0.22330286
-5.11755878,6.43014442,1.36720926,0.01153961,3.16204715,5.36221648,0.02817791,0.22400649
-5.11155578,6.57391701,1.37135368,0.01168607,3.15548971,5.50437631,0.02841138,0.22395925
-5.10555278,6.69976434,1.36963627,0.01179404,3.13584186,5.63264334,0.02854212,0.22317251
-5.09954977,6.80609674,1.36202459,0.01186240,3.10346434,5.74538254,0.02856835,0.22167540
-5.09354677,6.89158204,1.34860527,0.01189064,3.05898199,5.84113496,0.02848939,0.21951325
-5.08754377,6.95516701,1.32958034,0.01187878,3.00326115,5.91864459,0.02830582,0.21674548
-5.08154077,6.99609339,1.30526018,0.01182739,2.93737997,5.97688178,0.02801954,0.21344300
-5.07553777,7.01390847,1.27605328,0.01173756,2.86259320,6.01506319,0.02763394,0.20968543
-5.06953477,7.00847051,1.24245354,0.01161090,2.78029317,6.03266780,0.02715390,0.20555815
-5.06353177,6.97994926,1.20502557,0.01144943,2.69196877,6.02944887,0.02658587,0.20114935
-5.05752876,6.92882175,1.16438872,0.01125560,2.59916410,6.00544155,0.02593786,0.19654736
-5.05152576,6.85586385,1.12120044,0.01103216,2.50343844,5.96096596,0.02521937,0.19183819
-5.04552276,6.76213766,1.07613956,0.01078218,2.40632897,5.89662574,0.02444133,0.18710351
-5.03951976,6.64897517,1.02989020,0.01050892,2.30931714,5.81330181,0.02361594,0.18241909
-5.03351676,6.51795819,0.98312665,0.01021581,2.21379978,5.71214141,0.02275644,0.17785365
-5.02751376,6.37089500,0.93649969,0.00990635,2.12106512,5.59454236,0.02187692,0.17346833
-5.02151076,6.20979367,0.89062470,0.00958409,2.03227414,5.46213282,0.02099196,0.16931644
-5.01550775,6.03683237,0.84607158,0.00925256,1.94844691,5.31674651,0.02011640,0.16544373
-5.00950475,5.85432692,0.80335671,0.00891521,1.87045383,5.16039393,0.01926492,0.16188892
-5.00350175,5.66469590,0.76293691,0.00857537,1.79901100,4.99522992,0.01845174,0.15868445
-4.99749875,5.47042372,0.72520517,0.00823621,1.73467942,4.82351812,0.01769028,0.15585741
-4.99149575,5.27402223,0.69048826,0.00790072,1.67786722,4.64759304,0.01699284,0.15343046
-4.98549275,5.07799142,0.65904579,0.00757165,1.62883443,4.46982056,0.01637030,0.15142284
-4.97948974,4.88478012,0.63107063,0.00725150,1.58769965,4.29255769,0.01583191,0.14985117
-4.97348674,4.69674732,0.60669047,0.00694252,1.55444839,4.11811245,0.01538508,0.14873022
-4.96748374,4.51612515,0.58597039,0.00664665,1.52894263,3.94870502,0.01503533,0.14807349
-4.96148074,4.34498420,0.56891608,0.00636557,1.51093132,3.78643076,0.01478615,0.14789357
-4.95547774,4.18520214,0.55547776,0.00610063,1.50006185,3.63322621,0.01463910,0.14820236
-4.94947474,4.03843622,0.54555457,0.00585289,1.49589217,3.49083862,0.01459385,0.14901112
-4.94347174,3.90610022,0.53899930,0.00562312,1.49790368,3.36079961,0.01464834,0.15033023
-4.93746873,3.78934619,0.53562342,0.00541178,1.50551450,3.24440335,0.01479891,0.15216893
-4.93146573,3.68905117,0.53520227,0.00521906,1.51809320,3.14268951,0.01504061,0.15453477
-4.92546273,3.60580881,0.53748044,0.00504489,1.53497257,3.05643092,0.01536734,0.15743295
-4.91945973,3.53992561,0.54217706,0.00488895,1.55546314,2.98612597,0.01577213,0.16086553
-4.91345673,3.49142152,0.54899108,0.00475070,1.57886616,2.93199524,0.01624735,0.16483044
-4.90745373,3.46003427,0.55760645,0.00462937,1.60448550,2.89398236,0.01678492,0.16932044
-4.90145073,3.44522708,0.56769699,0.00452405,1.63163813,2.87175837,0.01737644,0.17432184
-4.89544772,3.44619916,0.57893098,0.00443365,1.65966279,2.86472955,0.01801333,0.17981330
-4.88944472,3.46189866,0.59097542,0.00435695,1.68792658,2.87204824,0.01868692,0.18576451
-4.88344172,3.49103788,0.60349981,0.00429263,1.71582928,2.89262655,0.01938841,0.19213487
-4.87743872,3.53211069,0.61617958,0.00423928,1.74280541,2.92515289,0.02010892,0.19887235
-4.87143572,3.58341217,0.62869900,0.00419546,1.76832432,2.96811141,0.02083942,0.20591254
-4.86543272,3.64306098,0.64075386,0.00415963,1.79188845,3.01980450,0.02157064,0.21317797
-4.85942971,3.70902473,0.65205370,0.00413029,1.81303045,3.07837868,0.02229306,0.22057786
-4.85342671,3.77914891,0.66232401,0.00410590,1.83130977,3.14185410,0.02299679,0.22800838
-4.84742371,3.85118977,0.67130813,0.00408495,1.84630933,3.20815787,0.02367157,0.23535351
-4.84142071,3.92285162,0.67876940,0.00406595,1.85763307,3.27516140,0.02430678,0.24248655
-4.83541771,3.99182845,0.68449317,0.00404748,1.86490499,3.34072151,0.02489150,0.24927231
-4.82941471,4.05584981,0.68828919,0.00402820,1.86777022,3.40272515,0.02541464,0.25557001
-4.82341171,4.11273038,0.68999408,0.00400686,1.86589842,3.45913679,0.02586507,0.26123677
-4.81740870,4.16042214,0.68947408,0.00398233,1.85898972,3.50804771,0.02623195,0.26613167
-4.81140570,4.19706775,0.68662783,0.00395364,1.84678290,3.54772574,0.02650492,0.27012014
-4.80540270,4.22105344,0.68138929,0.00391998,1.82906570,3.57666373,0.02667449,0.27307861
-4.79939970,4.23105920,0.67373038,0.00388075,1.80568631,3.59362504,0.02673238,0.27489912
-4.79339670,4.22610406,0.66366340,0.00383556,1.77656558,3.59768397,0.02667181,0.27549373
-4.78739370,4.20558411,0.65124280,0.00378427,1.74170882,3.58825914,0.02648791,0.27479845
-4.78139070,4.16930095,0.63656625,0.00372699,1.70121624,3.56513788,0.02617796,0.27277652
-4.77538769,4.11747870,0.61977464,0.00366409,1.65529118,3.52849007,0.02574161,0.26942082
-4.76938469,4.05076793,0.60105097,0.00359620,1.60424524,3.47887007,0.02518106,0.26475528
-4.76338169,3.97023544,0.58061798,0.00352419,1.54849951,3.41720601,0.02450114,0.25883514
-4.75737869,3.87733960,0.55873439,0.00344918,1.48858168,3.34477615,0.02370924,0.25174616
-4.75137569,3.77389152,0.53568986,0.00337247,1.42511863,3.26317275,0.02281525,0.24360259
-4.74537269,3.66200303,0.51179870,0.00329554,1.35882482,3.17425430,0.02183133,0.23454414
-4.73936968,3.54402325,0.48739254,0.00321998,1.29048657,3.08008786,0.02077159,0.22473208
-4.73336668,3.42246605,0.46281219,0.00314742,1.22094320,2.98288348,0.01965183,0.21434448
-4.72736368,3.29993121,0.43839896,0.00307953,1.15106556,2.88492325,0.01848905,0.20357108
-4.72136068,3.17902242,0.41448585,0.00301789,1.08173315,2.78848769,0.01730106,0.19260775
-4.71535768,3.06226545,0.39138889,0.00296396,1.01381075,2.69578264,0.01610606,0.18165094
-4.70935468,2.95202988,0.36939895,0.00291904,0.94812570,2.60886934,0.01492217,0.17089233
-4.70335168,2.85045743,0.34877455,0.00288417,0.88544688,2.52960065,0.01376703,0.16051388
-4.69734867,2.75939975,0.32973573,0.00286012,0.82646606,2.45956584,0.01265746,0.15068339
-4.69134567,2.68036812,0.31245929,0.00284731,0.77178265,2.40004608,0.01160909,0.14155083
-4.68534267,2.61449655,0.29707568,0.00284585,0.72189204,2.35198210,0.01063613,0.13324543
-4.67933967,2.56251964,0.28366745,0.00285546,0.67717802,2.31595514,0.00975116,0.12587366
-4.67333667,2.52476544,0.27226936,0.00287551,0.63790919,2.29218145,0.00896494,0.11951800
-4.66733367,2.50116307,0.26287003,0.00290501,0.60423925,2.28052016,0.00828637,0.11423652
-4.66133067,2.49126412,0.25541510,0.00294268,0.57621080,2.28049370,0.00772236,0.11006323
-4.65532766,2.49427638,0.24981143,0.00298693,0.55376213,2.29131943,0.00727787,0.10700904
-4.64932466,2.50910777,0.24593243,0.00303597,0.53673640,2.31195056,0.00695587,0.10506317
-4.64332166,2.53441832,0.24362396,0.00308785,0.52489254,2.34112447,0.00675740,0.10419500
-4.63731866,2.56867731,0.24271057,0.00314051,0.51791723,2.37741583,0.00668159,0.10435621
-4.63131566,2.61022323,0.24300194,0.00319189,0.51543726,2.41929216,0.00672573,0.10548297
-4.62531266,2.65732359,0.24429903,0.00323998,0.51703186,2.46516942,0.00688527,0.10749826
-4.61930965,2.70823247,0.24639990,0.00328291,0.52224442,2.51346528,0.00715395,0.11031416
-4.61330665,2.76124333,0.24910482,0.00331900,0.53059345,2.56264803,0.00752381,0.11383401
-4.60730365,2.81473563,0.25222077,0.00334682,0.54158240,2.61127946,0.00798531,0.11795450
-4.60130065,2.86721369,0.25556512,0.00336526,0.55470862,2.65805041,0.00852739,0.12256766
-4.59529765,2.91733715,0.25896846,0.00337356,0.56947121,2.70180821,0.00913764,0.12756267
-4.58929465,2.96394273,0.26227673,0.00337133,0.58537821,2.74157556,0.00980241,0.13282762
-4.58329165,3.00605740,0.26535265,0.00335853,0.60195324,2.77656114,0.01050704,0.13825121
-4.57728864,3.04290366,0.26807665,0.00333552,0.61874187,2.80616235,0.01123610,0.14372440
-4.57128564,3.07389794,0.27034737,0.00330302,0.63531818,2.82996121,0.01197364,0.14914209
-4.56528264,3.09864340,0.27208190,0.00326204,0.65129142,2.84771463,0.01270356,0.15440472
-4.55927964,3.11691856,0.27321595,0.00321388,0.66631334,2.85934040,0.01340993,0.15942007
-4.55327664,3.12866326,0.27370404,0.00316007,0.68008595,2.86490039,0.01407741,0.16410492
-4.54727364,3.13396345,0.27351976,0.00310229,0.69236991,2.86458251,0.01469165,0.16838682
-4.54127064,3.13303607,0.27265623,0.00304235,0.70299318,2.85868271,0.01523972,0.17220583
-4.53526763,3.12621501,0.27112668,0.00298207,0.71185995,2.84758809,0.01571047,0.17551612
-4.52926463,3.11393903,0.26896522,0.00292327,0.71895923,2.83176211,0.01609498,0.17828759
-4.52326163,3.09674183,0.26622762,0.00286768,0.72437270,2.81173232,0.01638681,0.18050710
-4.51725863,3.07524452,0.26299195,0.00281694,0.72828143,2.78808082,0.01658232,0.18217965
-4.51125563,3.05015001,0.25935918,0.00277250,0.73097067,2.76143732,0.01668084,0.18332903
-4.50525263,3.02223871,0.25545318,0.00273563,0.73283229,2.73247435,0.01668479,0.18399819
-4.49924962,2.99236483,0.25142041,0.00270739,0.73436432,2.70190389,0.01659966,0.18424907
-4.49324662,2.96145207,0.24742871,0.00268861,0.73616705,2.67047448,0.01643395,0.18416195
-4.48724362,2.93048782,0.24366544,0.00267990,0.73893525,2.63896803,0.01619895,0.18383413
-4.48124062,2.90051463,0.24033457,0.00268164,0.74344643,2.60819514,0.01590845,0.18337816
-4.47523762,2.87261825,0.23765287,0.00269400,0.75054476,2.57898812,0.01557838,0.18291934
-4.46923462,2.84791138,0.23584511,0.00271694,0.76112093,2.55219110,0.01522631,0.18259266
-4.46323162,2.82751289,0.23513828,0.00275025,0.77608797,2.52864659,0.01487095,0.18253929
-4.45722861,2.81252230,0.23575501,0.00279353,0.79635359,2.50917837,0.01453159,0.18290241
-4.45122561,2.80399004,0.23790634,0.00284623,0.82278945,2.49457098,0.01422744,0.18382277
-4.44522261,2.80288406,0.24178399,0.00290768,0.85619841,2.48554610,0.01397706,0.18543391
-4.43921961,2.81005406,0.24755246,0.00297706,0.89728040,2.48273684,0.01379771,0.18785717
-4.43321661,2.82619460,0.25534115,0.00305343,0.94659832,2.48666091,0.01370480,0.19119678
-4.42721361,2.85180907,0.26523697,0.00313578,1.00454497,2.49769413,0.01371131,0.19553504
-4.42121061,2.88717617,0.27727763,0.00322295,1.07131262,2.51604578,0.01382733,0.20092785
-4.41520760,2.93232112,0.29144602,0.00331373,1.14686639,2.54173739,0.01405966,0.20740078
-4.40920460,2.98699345,0.30766597,0.00340682,1.23092303,2.57458652,0.01441147,0.21494593
-4.40320160,3.05065328,0.32579969,0.00350085,1.32293630,2.61419710,0.01488212,0.22351959
-4.39719860,3.12246771,0.34564716,0.00359437,1.42209034,2.65995751,0.01546705,0.23304109
-4.39119560,3.20131840,0.36694757,0.00368594,1.52730190,2.71104728,0.01615783,0.24339279
-4.38519260,3.28582121,0.38938301,0.00377408,1.63723220,2.76645317,0.01694226,0.25442147
-4.37918959,3.37435804,0.41258436,0.00385734,1.75030889,2.82499444,0.01780466,0.26594098
-4.37318659,3.46512042,0.43613939,0.00393429,1.86475795,2.88535716,0.01872627,0.27773641
-4.36718359,3.55616385,0.45960275,0.00400364,1.97864522,2.94613652,0.01968576,0.28956940
-4.36118059,3.64547117,0.48250774,0.00406418,2.08992644,3.00588589,0.02065977,0.30118477
-4.35517759,3.73102282,0.50437940,0.00411489,2.19650457,3.06317066,0.02162365,0.31231806
-4.34917459,3.81087119,0.52474846,0.00415497,2.29629238,3.11662489,0.02255214,0.32270378
-4.34317159,3.88321606,0.54316569,0.00418384,2.38727819,3.16500816,0.02342019,0.33208415
-4.33716858,3.94647790,0.55921604,0.00420123,2.46759214,3.20726027,0.02420371,0.34021792
-4.33116558,3.99936556,0.57253211,0.00420716,2.53557044,3.24255102,0.02488032,0.34688884
-4.32516258,4.04093537,0.58280617,0.00420199,2.58981469,3.27032289,0.02543011,0.35191363
-4.31915958,4.07063868,0.58980047,0.00418641,2.62924373,3.29032426,0.02583619,0.35514884
-4.31315658,4.08835548,0.59335521,0.00416145,2.65313566,3.30263164,0.02608532,0.35649647
-4.30715358,4.09441233,0.59339388,0.00412846,2.66115792,3.30765959,0.02616824,0.35590805
