energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.21360680,3.26340960,0.00023720,0.02461534,0.76144365,1.82857045,0.01038184,1.99623219,0.21193935,0.16250791
-5.20760380,3.02705347,0.00021955,0.02242562,0.69972425,1.70946016,0.00952558,1.84816537,0.19323578,0.14949180
-5.20160080,2.79367831,0.00020418,0.02034555,0.64016971,1.58926419,0.00868958,1.70268187,0.17539947,0.13685353
-5.19559780,2.56579170,0.00019139,0.01839248,0.58331212,1.46951282,0.00788080,1.56128600,0.15855166,0.12470732
-5.18959480,2.34568937,0.00018149,0.01658100,0.52961828,1.35164920,0.00710528,1.42534418,0.14279197,0.11315390
-5.18359180,2.13542523,0.00017474,0.01492300,0.47948703,1.23700404,0.00636807,1.29606882,0.12819872,0.10227967
-5.17758879,1.93678897,0.00017142,0.01342777,0.43324818,1.12677491,0.00567319,1.17450683,0.11482973,0.09215631
-5.17158579,1.75129137,0.00017177,0.01210209,0.39116283,1.02201034,0.00502366,1.06153258,0.10272336,0.08284080
-5.16558279,1.58015690,0.00017601,0.01095044,0.35342499,0.92359881,0.00442148,0.95784517,0.09189988,0.07437567
-5.15957979,1.42432301,0.00018434,0.00997522,0.32016404,0.83226267,0.00386771,0.86396939,0.08236293,0.06678955
-5.15357679,1.28444532,0.00019692,0.00917685,0.29144796,0.74855652,0.00336255,0.78026000,0.07410105,0.06009801
-5.14757379,1.16090777,0.00021390,0.00855407,0.26728687,0.67286963,0.00290540,0.70690865,0.06708923,0.05430440
-5.14157079,1.05383672,0.00023535,0.00810400,0.24763687,0.60543200,0.00249498,0.64395287,0.06129037,0.04940093
-5.13556778,0.96311806,0.00026132,0.00782236,0.23240381,0.54632319,0.00212941,0.59128649,0.05665668,0.04536970
-5.12956478,0.88841632,0.00029179,0.00770356,0.22144699,0.49548351,0.00180637,0.54867108,0.05313092,0.04218378
-5.12356178,0.82919503,0.00032666,0.00774076,0.21458264,0.45272683,0.00152316,0.51574779,0.05064747,0.03980818
-5.11755878,0.78473769,0.00036576,0.00792597,0.21158716,0.41775442,0.00127684,0.49204948,0.04913336,0.03820089
-5.11155578,0.75416882,0.00040883,0.00825004,0.21220026,0.39016939,0.00106428,0.47701271,0.04850913,0.03731370
-5.10555278,0.73647481,0.00045551,0.00870274,0.21612797,0.36949127,0.00088234,0.46998965,0.04868963,0.03709305
-5.09954977,0.73052455,0.00050536,0.00927271,0.22304571,0.35517045,0.00072783,0.47025981,0.04958481,0.03748076
-5.09354677,0.73508969,0.00055782,0.00994752,0.23260162,0.34660227,0.00059769,0.47704177,0.05110050,0.03841477
-5.08754377,0.74886485,0.00061223,0.01071370,0.24442014,0.34314057,0.00048896,0.48950497,0.05313926,0.03982978
-5.08154077,0.77048790,0.00066787,0.01155680,0.25810628,0.34411079,0.00039886,0.50678177,0.05560138,0.04165797
-5.07553777,0.79856047,0.00072391,0.01246149,0.27325035,0.34882250,0.00032481,0.52797999,0.05838592,0.04382969
-5.06953477,0.83166902,0.00077946,0.01341170,0.28943352,0.35658135,0.00026447,0.55219598,0.06139199,0.04627424
-5.06353177,0.86840638,0.00083359,0.01439083,0.30623411,0.36670067,0.00021570,0.57852830,0.06452014,0.04892066
-5.05752876,0.90739393,0.00088533,0.01538199,0.32323448,0.37851250,0.00017662,0.60609204,0.06767393,0.05169869
-5.05152576,0.94730403,0.00093374,0.01636825,0.34002861,0.39137815,0.00014556,0.63403355,0.07076156,0.05453969
-5.04552276,0.98688264,0.00097787,0.01733306,0.35623001,0.40469823,0.00012107,0.66154536,0.07369764,0.05737775
-5.03951976,1.02497148,0.00101684,0.01826058,0.37147980,0.41792200,0.00010192,0.68788102,0.07640491,0.06015075
-5.03351676,1.06052917,0.00104986,0.01913612,0.38545468,0.43055592,0.00008705,0.71236935,0.07881595,0.06280148
-5.02751376,1.09265082,0.00107622,0.01994655,0.39787446,0.44217115,0.00007557,0.73442762,0.08087475,0.06527877
-5.02151076,1.12058515,0.00109537,0.02068079,0.40850877,0.45240989,0.00006677,0.75357316,0.08253808,0.06753852
-5.01550775,1.14374858,0.00110689,0.02133022,0.41718279,0.46099022,0.00006006,0.76943297,0.08377659,0.06954469
-5.00950475,1.16173551,0.00111052,0.02188912,0.42378148,0.46770939,0.00005497,0.78175062,0.08457556,0.07127012
-5.00350175,1.17432438,0.00110618,0.02235503,0.42825226,0.47244519,0.00005114,0.79039036,0.08493533,0.07269718
-4.99749875,1.18147886,0.00109395,0.02272914,0.43060590,0.47515547,0.00004831,0.79533792,0.08487129,0.07381820
-4.99149575,1.18334419,0.00107410,0.02301652,0.43091548,0.47587562,0.00004628,0.79669786,0.08441341,0.07463565
-4.98549275,1.18023847,0.00104704,0.02322637,0.42931344,0.47471411,0.00004493,0.79468762,0.08360549,0.07516212
-4.97948974,1.17263911,0.00101334,0.02337215,0.42598683,0.47184614,0.00004421,0.78962812,0.08250389,0.07541995
-4.97348674,1.16116489,0.00097369,0.02347159,0.42117083,0.46750555,0.00004411,0.78193147,0.08117604,0.07544062
-4.96748374,1.14655405,0.00092886,0.02354670,0.41514077,0.46197530,0.00004466,0.77208599,0.07969855,0.07526390
-4.96148074,1.12963933,0.00087974,0.02362355,0.40820307,0.45557676,0.00004595,0.76063909,0.07815526,0.07493670
-4.95547774,1.11132061,0.00082724,0.02373205,0.40068522,0.44865819,0.00004809,0.74817868,0.07663501,0.07451179
-4.94947474,1.09253623,0.00077228,0.02390561,0.39292535,0.44158276,0.00005121,0.73531375,0.07522938,0.07404627
-4.94347174,1.07423381,0.00071580,0.02418057,0.38526165,0.43471658,0.00005548,0.72265463,0.07403049,0.07359995
-4.93746873,1.05734164,0.00065869,0.02459573,0.37802205,0.42841692,0.00006109,0.71079386,0.07312875,0.07323364
-4.93146573,1.04274134,0.00060178,0.02519154,0.37151445,0.42302130,0.00006824,0.70028812,0.07261075,0.07300739
-4.92546273,1.03124281,0.00054583,0.02600934,0.36601797,0.41883742,0.00007713,0.69164173,0.07255733,0.07297878
-4.91945973,1.02356198,0.00049154,0.02709042,0.36177515,0.41613448,0.00008800,0.68529244,0.07304173,0.07320124
-4.91345673,1.02030191,0.00043947,0.02847503,0.35898568,0.41513590,0.00010104,0.68159962,0.07412795,0.07372249
-4.90745373,1.02193776,0.00039010,0.03020124,0.35780153,0.41601377,0.00011647,0.68083525,0.07586929,0.07458318
-4.90145073,1.02880571,0.00034379,0.03230381,0.35832369,0.41888498,0.00013448,0.68317797,0.07830706,0.07581562
-4.89544772,1.04109617,0.00030080,0.03481297,0.36060050,0.42380906,0.00015523,0.68870996,0.08146947,0.07744289
-4.88944472,1.05885100,0.00026131,0.03775320,0.36462758,0.43078787,0.00017886,0.69741692,0.08537069,0.07947799
-4.88344172,1.08196480,0.00022539,0.04114207,0.37034922,0.43976677,0.00020544,0.70919079,0.09001014,0.08192350
-4.87743872,1.11019006,0.00019302,0.04498913,0.37766122,0.45063747,0.00023502,0.72383515,0.09537192,0.08477129
-4.87143572,1.14314571,0.00016414,0.04929490,0.38641493,0.46324209,0.00026756,0.74107283,0.10142457,0.08800265
-4.86543272,1.18032890,0.00013861,0.05405008,0.39642238,0.47737851,0.00030299,0.76055562,0.10812105,0.09158866
-4.85942971,1.22112952,0.00011626,0.05923500,0.40746235,0.49280664,0.00034114,0.78187552,0.11539908,0.09549082
-4.85342671,1.26484704,0.00009688,0.06481933,0.41928704,0.50925543,0.00038176,0.80457730,0.12318186,0.09966190
-4.84742371,1.31070926,0.00008024,0.07076213,0.43162928,0.52643049,0.00042455,0.82817183,0.13137927,0.10404711
-4.84142071,1.35789250,0.00006610,0.07701237,0.44421004,0.54402198,0.00046912,0.85214981,0.13988949,0.10858536
-4.83541771,1.40554280,0.00005424,0.08350975,0.45674599,0.56171269,0.00051502,0.87599569,0.14860129,0.11321078
-4.82941471,1.45279763,0.00004441,0.09018613,0.46895698,0.57918600,0.00056174,0.89920108,0.15739673,0.11785432
-4.82341171,1.49880775,0.00003641,0.09696722,0.48057320,0.59613367,0.00060874,0.92127765,0.16615454,0.12244553
-4.81740870,1.54275860,0.00003004,0.10377491,0.49134190,0.61226318,0.00065545,0.94176896,0.17475399,0.12691429
-4.81140570,1.58389102,0.00002513,0.11052983,0.50103353,0.62730453,0.00070131,0.96026115,0.18307913,0.13119271
-4.80540270,1.62152063,0.00002154,0.11715434,0.50944705,0.64101641,0.00074576,0.97639212,0.19102354,0.13521686
-4.79939970,1.65505555,0.00001916,0.12357573,0.51641453,0.65319150,0.00078832,0.98985910,0.19849513,0.13892857
-4.79339670,1.68401203,0.00001791,0.12972956,0.52180465,0.66366095,0.00082856,1.00042450,0.20542107,0.14227703
-4.78739370,1.70802758,0.00001773,0.13556299,0.52552525,0.67229789,0.00086617,1.00791985,0.21175249,0.14522031
-4.78139070,1.72687114,0.00001860,0.14103800,0.52752485,0.67901980,0.00090097,1.01224793,0.21746881,0.14772670
-4.77538769,1.74045010,0.00002055,0.14613430,0.52779297,0.68378991,0.00093292,1.01338299,0.22258141,0.14977569
-4.76938469,1.74881365,0.00002361,0.15085174,0.52635949,0.68661737,0.00096216,1.01136909,0.22713640,0.15135887
-4.76338169,1.75215237,0.00002785,0.15521221,0.52329283,0.68755628,0.00098901,1.00631678,0.23121639,0.15248037
-4.75737869,1.75079382,0.00003337,0.15926063,0.51869715,0.68670351,0.00101396,0.99839798,0.23494081,0.15315702
-4.75137569,1.74519397,0.00004027,0.16306522,0.51270864,0.68419535,0.00103771,0.98783947,0.23846488,0.15341809
-4.74537269,1.73592456,0.00004871,0.16671663,0.50549088,0.68020310,0.00106113,0.97491492,0.24197697,0.15330473
-4.73936968,1.72365649,0.00005881,0.17032612,0.49722947,0.67492744,0.00108523,0.95993587,0.24569425,0.15286890
-4.73336668,1.70913945,0.00007074,0.17402262,0.48812614,0.66859196,0.00111116,0.94324169,0.24985687,0.15217193
-4.72736368,1.69317824,0.00008466,0.17794874,0.47839231,0.66143577,0.00114017,0.92518891,0.25472048,0.15128278
-4.72136068,1.67660634,0.00010071,0.18225582,0.46824241,0.65370545,0.00117355,0.90614015,0.26054739,0.15027579
-4.71535768,1.66025731,0.00011904,0.18709810,0.45788715,0.64564662,0.00121257,0.88645290,0.26759666,0.14922825
-4.70935468,1.64493515,0.00013974,0.19262622,0.44752689,0.63749517,0.00125850,0.86646858,0.27611332,0.14821770
-4.70335168,1.63138424,0.00016292,0.19898026,0.43734532,0.62946877,0.00131244,0.84650216,0.28631717,0.14731904
-4.69734867,1.62026023,0.00018860,0.20628264,0.42750374,0.62175863,0.00137537,0.82683259,0.29839152,0.14660163
-4.69134567,1.61210293,0.00021679,0.21463105,0.41813604,0.61452209,0.00144802,0.80769457,0.31247248,0.14612641
-4.68534267,1.60731229,0.00024742,0.22409192,0.40934468,0.60787627,0.00153087,0.78927183,0.32863914,0.14594323
-4.67933967,1.60612877,0.00028035,0.23469458,0.40119769,0.60189309,0.00162408,0.77169224,0.34690525,0.14608844
-4.67333667,1.60861901,0.00031540,0.24642653,0.39372706,0.59659599,0.00172747,0.75502498,0.36721280,0.14658295
-4.66733367,1.61466778,0.00035229,0.25923019,0.38692830,0.59195847,0.00184051,0.73927999,0.38942806,0.14743078
-4.66133067,1.62397688,0.00039068,0.27300121,0.38076158,0.58790476,0.00196230,0.72440969,0.41334025,0.14861829
-4.65532766,1.63607133,0.00043015,0.28758872,0.37515408,0.58431253,0.00209157,0.71031298,0.43866332,0.15011407
-4.64932466,1.65031309,0.00047022,0.30279753,0.37000379,0.58101771,0.00222673,0.69684151,0.46504086,0.15186961
-4.64332166,1.66592206,0.00051035,0.31839241,0.36518441,0.57782119,0.00236593,0.68380783,0.49205416,0.15382073
