energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.45372686,6.74676520,0.02073533,1.52357291,2.00774613,2.28476634,1.42411804,0.67677926,0.11552987,2.64710869
-5.44772386,6.86480439,0.02108551,1.55142955,2.04904008,2.32888301,1.42535350,0.69266242,0.11557578,2.70017490
-5.44172086,6.97188505,0.02142245,1.57457991,2.08516088,2.36626226,1.42547433,0.70718444,0.11543620,2.75145910
-5.43571786,7.06674652,0.02174319,1.59283037,2.11580566,2.39653651,1.42452336,0.72017237,0.11510441,2.80027670
-5.42971486,7.14817017,0.02204419,1.60606376,2.14073954,2.41944300,1.42250285,0.73145974,0.11457198,2.84587828
-5.42371186,7.21500056,0.02232133,1.61423981,2.15979745,2.43482718,1.41937430,0.74088907,0.11382911,2.88746423
-5.41770885,7.26616806,0.02257002,1.61739299,2.17288427,2.44264254,1.41506103,0.74831459,0.11286510,2.92420372
-5.41170585,7.30071252,0.02278527,1.61562793,2.17997338,2.44294689,1.40945365,0.75360511,0.11166896,2.95525720
-5.40570285,7.31780687,0.02296185,1.60911279,2.18110375,2.43589562,1.40241788,0.75664709,0.11023015,2.97980165
-5.39969985,7.31678018,0.02309448,1.59807073,2.17637572,2.42173220,1.39380428,0.75734758,0.10853932,2.99705744
-5.39369685,7.29713915,0.02317800,1.58277027,2.16594573,2.40077663,1.38345939,0.75563721,0.10658915,3.00631580
-5.38769385,7.25858740,0.02320760,1.56351481,2.15002041,2.37341262,1.37123756,0.75147287,0.10437507,3.00696546
-5.38169085,7.20104166,0.02317899,1.54063207,2.12885011,2.34007404,1.35701285,0.74484015,0.10189600,2.99851742
-5.37568784,7.12464437,0.02308865,1.51446388,2.10272249,2.30123168,1.34069029,0.73575523,0.09915488,2.98062658
-5.36968484,7.02977204,0.02293395,1.48535687,2.07195614,2.25738072,1.32221592,0.72426628,0.09615916,2.95310928
-5.36368184,6.91703901,0.02271336,1.45365450,2.03689473,2.20902969,1.30158506,0.71045404,0.09292102,2.91595588
-5.35767884,6.78729616,0.02242658,1.41969067,1.99790177,2.15669125,1.27884839,0.69443183,0.08945749,2.86933777
-5.35167584,6.64162464,0.02207454,1.38378521,1.95535608,2.10087515,1.25411549,0.67634452,0.08579028,2.81360845
-5.34567284,6.48132434,0.02165952,1.34624120,1.90964811,2.04208337,1.22755575,0.65636688,0.08194552,2.74929864
-5.33966983,6.30789736,0.02118511,1.30734407,1.86117701,1.98080742,1.19939647,0.63470091,0.07795322,2.67710547
-5.33366683,6.12302668,0.02065613,1.26736236,1.81034826,1.91752755,1.16991846,0.61157255,0.07384667,2.59787634
-5.32766383,5.92855026,0.02007855,1.22654966,1.75757193,1.85271334,1.13944908,0.58722763,0.06966167,2.51258801
-5.32166083,5.72643123,0.01945937,1.18514749,1.70326105,1.78682544,1.10835329,0.56192722,0.06543564,2.42232164
-5.31565783,5.51872451,0.01880639,1.14338864,1.64783008,1.72031756,1.07702293,0.53594263,0.06120674,2.32823504
-5.30965483,5.30754059,0.01812805,1.10150046,1.59169308,1.65363842,1.04586479,0.50955005,0.05701293,2.23153280
-5.30365183,5.09500729,0.01743320,1.05970778,1.53526147,1.58723298,1.01528786,0.48302507,0.05289110,2.13343567
-5.29764882,4.88323011,0.01673087,1.01823495,1.47894106,1.52154248,0.98569034,0.45663732,0.04887621,2.03515017
-5.29164582,4.67425227,0.01603002,0.97730681,1.42312831,1.45700302,0.95744684,0.43064523,0.04500052,1.93783936
-5.28564282,4.47001522,0.01533935,0.93714838,1.36820583,1.39404243,0.93089626,0.40529122,0.04129302,1.84259586
-5.27963982,4.27232082,0.01466706,0.89798313,1.31453701,1.33307539,0.90633085,0.38079734,0.03777885,1.75041779
-5.27363682,4.08279598,0.01402064,0.86002993,1.26246004,1.27449698,0.88398661,0.35736157,0.03447896,1.66218832
-5.26763382,3.90286109,0.01340678,0.82349883,1.21228156,1.21867486,0.86403568,0.33515479,0.03140992,1.57865951
-5.26163082,3.73370311,0.01283113,0.78858593,1.16427012,1.16594067,0.84658067,0.31431858,0.02858377,1.50044047
-5.25562781,3.57625435,0.01229829,0.75546771,1.11864999,1.11658095,0.83165139,0.29496380,0.02600809,1.42799037
-5.24962481,3.43117780,0.01181169,0.72429516,1.07559556,1.07082847,0.81920391,0.27717004,0.02368620,1.36161618
-5.24362181,3.29885980,0.01137355,0.69518825,1.03522682,1.02885438,0.80912217,0.26098591,0.02161735,1.30147497
-5.23761881,3.17941044,0.01098495,0.66823110,0.99760634,0.99076183,0.80122194,0.24643012,0.01979715,1.24758071
-5.23161581,3.07267213,0.01064578,0.64346825,0.96273788,0.95658180,0.79525726,0.23349329,0.01821794,1.19981493
-5.22561281,2.97823606,0.01035489,0.62090243,0.93056720,0.92627122,0.79092892,0.22214051,0.01686927,1.15794105
-5.21960980,2.89546645,0.01011012,0.60049395,0.90098484,0.89971412,0.78789494,0.21231438,0.01573840,1.12162144
-5.21360680,2.82353173,0.00990851,0.58216206,0.87383120,0.87672547,0.78578253,0.20393852,0.01481083,1.09043680
-5.20760380,2.76144165,0.00974635,0.56578803,0.84890366,0.85705813,0.78420120,0.19692150,0.01407079,1.06390697
-5.20160080,2.70808900,0.00961942,0.55122009,0.82596545,0.84041226,0.78275658,0.19116084,0.01350176,1.04151237
-5.19559780,2.66229435,0.00952312,0.53827993,0.80475613,0.82644718,0.78106425,0.18654711,0.01308694,1.02271536
-5.18959480,2.62285203,0.00945265,0.52677047,0.78500301,0.81479482,0.77876328,0.18296793,0.01280967,1.00698061
-5.18359180,2.58857539,0.00940318,0.51648444,0.76643311,0.80507442,0.77552871,0.18031170,0.01265390,0.99379382
-5.17758879,2.55833962,0.00937001,0.50721354,0.74878516,0.79690747,0.77108264,0.17847098,0.01260444,0.98267815
-5.17158579,2.53112011,0.00934872,0.49875742,0.73182090,0.78993245,0.76520329,0.17734535,0.01264737,0.97320764
-5.16558279,2.50602506,0.00933528,0.49093234,0.71533534,0.78381833,0.75773183,0.17684374,0.01277019,0.96501748
-5.15957979,2.48232076,0.00932617,0.48357878,0.69916539,0.77827652,0.74857653,0.17688611,0.01296204,0.95781063
-5.15357679,2.45944888,0.00931841,0.47656789,0.68319660,0.77307043,0.73771430,0.17740442,0.01321386,0.95136086
-5.14757379,2.43703519,0.00930966,0.46980633,0.66736760,0.76802235,0.72518939,0.17834299,0.01351839,0.94551225
-5.14157079,2.41488970,0.00929819,0.46323930,0.65167224,0.76301745,0.71110949,0.17965824,0.01387022,0.94017547
-5.13556778,2.39299874,0.00928290,0.45685181,0.63615935,0.75800465,0.69563949,0.18131780,0.01426574,0.93532129
-5.12956478,2.37150972,0.00926327,0.45066799,0.62093025,0.75299460,0.67899326,0.18329926,0.01470308,0.93097189
-5.12356178,2.35070998,0.00923928,0.44474872,0.60613423,0.74805492,0.66142392,0.18558850,0.01518191,0.92719054
-5.11755878,2.33100098,0.00921141,0.43918767,0.59196236,0.74330303,0.64321309,0.18817782,0.01570335,0.92407061
-5.11155578,2.31286971,0.00918048,0.43410603,0.57863987,0.73889718,0.62465976,0.19106397,0.01626975,0.92172437
-5.10555278,2.29685882,0.00914763,0.42964626,0.56641765,0.73502608,0.60606933,0.19424628,0.01688446,0.92027250
-5.09954977,2.28353723,0.00911423,0.42596511,0.55556322,0.73189776,0.58774324,0.19772487,0.01755164,0.91983470
-5.09354677,2.27347252,0.00908176,0.42322638,0.54635154,0.72972826,0.56996981,0.20149916,0.01827601,0.92052208
-5.08754377,2.26720643,0.00905179,0.42159356,0.53905597,0.72873058,0.55301650,0.20556670,0.01906261,0.92243144
-5.08154077,2.26523423,0.00902593,0.42122286,0.53393977,0.72910446,0.53712392,0.20992230,0.01991660,0.92564177
-5.07553777,2.26798843,0.00900575,0.42225657,0.53124820,0.73102725,0.52250164,0.21455763,0.02084296,0.93021283
-5.06953477,2.27582711,0.00899278,0.42481733,0.53120153,0.73464625,0.50932589,0.21946108,0.02184635,0.93618557
-5.06353177,2.28902649,0.00898848,0.42900306,0.53398880,0.74007254,0.49773897,0.22461792,0.02293084,0.94358431
-5.05752876,2.30777756,0.00899422,0.43488291,0.53976265,0.74737659,0.48785013,0.23001080,0.02409971,0.95241987
-5.05152576,2.33218581,0.00901128,0.44249425,0.54863488,0.75658535,0.47973774,0.23562026,0.02535528,0.96269355
-5.04552276,2.36227359,0.00904086,0.45184053,0.56067304,0.76768108,0.47345233,0.24142548,0.02669870,0.97440116
-5.03951976,2.39798430,0.00908404,0.46289031,0.57589774,0.78060157,0.46902022,0.24740495,0.02812981,0.98753681
-5.03351676,2.43918758,0.00914178,0.47557712,0.59428091,0.79524167,0.46644733,0.25353712,0.02964700,1.00209605
-5.02751376,2.48568527,0.00921493,0.48980048,0.61574481,0.81145615,0.46572302,0.25980106,0.03124711,1.01807794
-5.02151076,2.53721751,0.00930416,0.50542769,0.64016213,0.82906349,0.46682353,0.26617692,0.03292533,1.03548614
-5.01550775,2.59346921,0.00941000,0.52229671,0.66735691,0.84785082,0.46971505,0.27264639,0.03467528,1.05432887
-5.00950475,2.65407659,0.00953273,0.54021990,0.69710686,0.86757964,0.47435619,0.27919307,0.03648895,1.07461778
-5.00350175,2.71863452,0.00967243,0.55898862,0.72914672,0.88799240,0.48069997,0.28580286,0.03835690,1.09636626
-4.99749875,2.78670453,0.00982890,0.57837872,0.76317316,0.90881985,0.48869519,0.29246431,0.04026839,1.11958725
-4.99149575,2.85782440,0.01000167,0.59815684,0.79885114,0.92978902,0.49828757,0.29916918,0.04221170,1.14429101
-4.98549275,2.93151924,0.01018999,0.61808728,0.83582170,0.95063170,0.50942045,0.30591295,0.04417439,1.17048329
-4.97948974,3.00731460,0.01039283,0.63793946,0.87371128,0.97109334,0.52203552,0.31269559,0.04614380,1.19816420
-4.97348674,3.08475142,0.01060889,0.65749566,0.91214228,0.99094204,0.53607353,0.31952236,0.04810743,1.22732794
-4.96748374,3.16340270,0.01083667,0.67655880,0.95074463,1.00997744,0.55147511,0.32640478,0.05005347,1.25796368
-4.96148074,3.24289132,0.01107451,0.69496002,0.98916806,1.02803911,0.56818185,0.33336158,0.05197130,1.29005755
-4.95547774,3.32290822,0.01132066,0.71256562,1.02709455,1.04501407,0.58613755,0.34041958,0.05385201,1.32359546
-4.94947474,3.40322992,0.01157336,0.72928313,1.06425036,1.06084307,0.60528966,0.34761442,0.05568881,1.35856681
-4.94347174,3.48373419,0.01183094,0.74506609,1.10041722,1.07552528,0.62559079,0.35499103,0.05747748,1.39496836
-4.93746873,3.56441266,0.01209189,0.75991720,1.13544188,1.08912077,0.64700021,0.36260369,0.05921662,1.43280809
-4.93146573,3.64537899,0.01235499,0.77388971,1.16924347,1.10175089,0.66948498,0.37051555,0.06090787,1.47210844
-4.92546273,3.72687165,0.01261932,0.78708661,1.20181833,1.11359586,0.69302083,0.37879767,0.06255588,1.51290852
-4.91945973,3.80925043,0.01288438,0.79965775,1.23324158,1.12488988,0.71759226,0.38752735,0.06416826,1.55526481
-4.91345673,3.89298605,0.01315007,0.81179473,1.26366540,1.13591346,0.74319208,0.39678593,0.06575525,1.59925018
-4.90745373,3.97864296,0.01341676,0.82372377,1.29331381,1.14698342,0.76981994,0.40665595,0.06732935,1.64495092
-4.90145073,4.06685548,0.01368524,0.83569668,1.32247399,1.15844072,0.79748003,0.41721793,0.06890474,1.69246187
-4.89544772,4.15829830,0.01395667,0.84798043,1.35148443,1.17063653,0.82617795,0.42854675,0.07049659,1.74187977
-4.88944472,4.25365228,0.01423254,0.86084548,1.38072036,1.18391735,0.85591676,0.44070799,0.07212037,1.79329516
-4.88344172,4.35356746,0.01451454,0.87455373,1.41057698,1.19860958,0.88669241,0.45375426,0.07379099,1.84678328
-4.87743872,4.45862475,0.01480449,0.88934628,1.44145125,1.21500437,0.91848893,0.46772186,0.07552201,1.90239451
-4.87143572,4.56929863,0.01510415,0.90543179,1.47372309,1.23334349,0.95127336,0.48262796,0.07732489,1.96014506
-4.86543272,4.68592264,0.01541516,0.92297592,1.50773678,1.25380677,0.98499110,0.49846845,0.07920827,2.02000840
-4.85942971,4.80865953,0.01573884,0.94209228,1.54378344,1.27650188,1.01956162,0.51521668,0.08117737,2.08190819
-4.85342671,4.93747789,0.01607609,0.96283545,1.58208540,1.30145683,1.05487517,0.53282312,0.08323354,2.14571310
-4.84742371,5.07213632,0.01642729,0.98519628,1.62278319,1.32861559,1.09079048,0.55121607,0.08537395,2.21123396
-4.84142071,5.21217620,0.01679218,1.00909969,1.66592560,1.35783707,1.12713383,0.57030326,0.08759145,2.27822348
-4.83541771,5.35692324,0.01716977,1.03440517,1.71146344,1.38889743,1.16369947,0.58997445,0.08987463,2.34637847
-4.82941471,5.50549784,0.01755838,1.06090980,1.75924696,1.42149568,1.20025161,0.61010462,0.09220801,2.41534464
-4.82341171,5.65683353,0.01795552,1.08835362,1.80902717,1.45526224,1.23652773,0.63055777,0.09457242,2.48472344
-4.81740870,5.80970248,0.01835801,1.11642726,1.86046078,1.48977001,1.27224320,0.65119097,0.09694550,2.55408071
-4.81140570,5.96274676,0.01876195,1.14478117,1.91311849,1.52454748,1.30709698,0.67185844,0.09930232,2.62295640
-4.80540270,6.11451351,0.01916285,1.17303627,1.96649608,1.55909329,1.34077811,0.69241529,0.10161607,2.69087495
-4.79939970,6.26349242,0.01955573,1.20079528,2.02002788,1.59289145,1.37297262,0.71272090,0.10385882,2.75735561
-4.79339670,6.40815367,0.01993521,1.22765449,2.07310170,1.62542672,1.40337065,0.73264149,0.10600228,2.82192211
-4.78739370,6.54698457,0.02029569,1.25321521,2.12507476,1.65619939,1.43167334,0.75205191,0.10801860,2.88411126
-4.78139070,6.67852358,0.02063149,1.27709458,2.17528986,1.68473899,1.45759920,0.77083654,0.10988107,2.94348018
-4.77538769,6.80139033,0.02093699,1.29893541,2.22309117,1.71061626,1.48088978,0.78888921,0.11156484,2.99961179
-4.76938469,6.91431103,0.02120683,1.31841450,2.26783903,1.73345325,1.50131436,0.80611234,0.11304750,3.05211866
-4.76338169,7.01613861,0.02143599,1.33524945,2.30892354,1.75293105,1.51867366,0.82241545,0.11430967,3.10064530
-4.75737869,7.10586771,0.02162002,1.34920372,2.34577637,1.76879518,1.53280234,0.83771307,0.11533544,3.14486906
-4.75137569,7.18264461,0.02175507,1.36008990,2.37788088,1.78085847,1.54357058,0.85192256,0.11611271,3.18450016
-4.74537269,7.24577282,0.02183808,1.36777130,2.40478030,1.78900178,1.55088466,0.86496192,0.11663349,3.21928109
-4.73936968,7.29471494,0.02186682,1.37216200,2.42608419,1.79317243,1.55468679,0.87674797,0.11689412,3.24898604
-4.73336668,7.32909175,0.02183997,1.37322552,2.44147327,1.79338100,1.55495433,0.88719509,0.11689529,3.27342055
-4.72736368,7.34867934,0.02175718,1.37097236,2.45070281,1.78969645,1.55169865,0.89621475,0.11664215,3.29242198
-4.72136068,7.35340520,0.02161904,1.36545677,2.45360491,1.78224030,1.54496380,0.90371600,0.11614414,3.30586093
-4.71535768,7.34334384,0.02142711,1.35677291,2.45008982,1.77117988,1.53482517,0.90960696,0.11541491,3.31364367
-4.70935468,7.31871244,0.02118388,1.34505062,2.44014660,1.75672133,1.52138821,0.91379723,0.11447203,3.31571571
-4.70335168,7.27986681,0.02089272,1.33045117,2.42384319,1.73910235,1.50478743,0.91620133,0.11333669,3.31206631
-4.69734867,7.22729764,0.02055780,1.31316295,2.40132607,1.71858523,1.48518554,0.91674272,0.11203323,3.30273347
-4.69134567,7.16162682,0.02018400,1.29339740,2.37281940,1.69545017,1.46277273,0.91535842,0.11058868,3.28780928
-4.68534267,7.08360356,0.01977681,1.27138510,2.33862373,1.66998908,1.43776616,0.91200379,0.10903215,3.26744498
-4.67933967,6.99409963,0.01934222,1.24737206,2.29911402,1.64250000,1.41040935,0.90665725,0.10739416,3.24185534
-4.67333667,6.89410356,0.01888654,1.22161625,2.25473689,1.61328208,1.38097146,0.89932462,0.10570592,3.21132188
-4.66733367,6.78471305,0.01841635,1.19438426,2.20600688,1.58263122,1.34974638,0.89004287,0.10399854,3.17619473
-4.66133067,6.66712536,0.01793830,1.16594804,2.15350156,1.55083623,1.31705144,0.87888288,0.10230224,3.13689260
-4.65532766,6.54262567,0.01745900,1.13658164,2.09785530,1.51817561,1.28322572,0.86595138,0.10064550,3.09390101
-4.64932466,6.41257315,0.01698491,1.10655797,2.03975166,1.48491475,1.24862792,0.85139154,0.09905431,3.04776867
-4.64332166,6.27838529,0.01652218,1.07614553,1.97991436,1.45130372,1.21363386,0.83538267,0.09755145,2.99910219
