energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.63981991,0.73612648,0.00150169,0.06303771,0.01525169,0.34420698,0.12118622,0.28179584
-5.63381691,0.75730937,0.00152797,0.06599926,0.01562489,0.35447183,0.12662282,0.28843244
-5.62781391,0.77947541,0.00155429,0.06915876,0.01603213,0.36513472,0.13275872,0.29521989
-5.62181091,0.80262558,0.00158144,0.07246966,0.01646934,0.37619412,0.13951503,0.30220162
-5.61580790,0.82683190,0.00161038,0.07588905,0.01693398,0.38767710,0.14682121,0.30945470
-5.60980490,0.85222573,0.00164223,0.07937762,0.01742484,0.39963365,0.15461417,0.31708514
-5.60380190,0.87898334,0.00167818,0.08289958,0.01794171,0.41212960,0.16283716,0.32522195
-5.59779890,0.90730930,0.00171949,0.08642242,0.01848511,0.42523863,0.17143832,0.33401024
-5.59179590,0.93741855,0.00176737,0.08991675,0.01905593,0.43903372,0.18036917,0.34360379
-5.58579290,0.96951803,0.00182295,0.09335599,0.01965508,0.45357841,0.18958305,0.35415724
-5.57978989,1.00378862,0.00188725,0.09671615,0.02028318,0.46891839,0.19903358,0.36581833
-5.57378689,1.04036839,0.00196104,0.09997561,0.02094018,0.48507371,0.20867322,0.37872053
-5.56778389,1.07933781,0.00204488,0.10311488,0.02162517,0.50203217,0.21845213,0.39297631
-5.56178089,1.12070759,0.00213899,0.10611645,0.02233611,0.51974409,0.22831719,0.40867134
-5.55577789,1.16440989,0.00224329,0.10896468,0.02306970,0.53811889,0.23821145,0.42585979
-5.54977489,1.21029304,0.00235734,0.11164571,0.02382129,0.55702347,0.24807385,0.44456097
-5.54377189,1.25812022,0.00248032,0.11414748,0.02458491,0.57628282,0.25783947,0.46475731
-5.53776888,1.30757190,0.00261108,0.11645974,0.02535328,0.59568258,0.26744005,0.48639370
-5.53176588,1.35825216,0.00274809,0.11857418,0.02611804,0.61497364,0.27680496,0.50937824
-5.52576288,1.40969822,0.00288955,0.12048450,0.02686988,0.63387853,0.28586248,0.53358421
-5.51975988,1.46139297,0.00303337,0.12218660,0.02759883,0.65209943,0.29454134,0.55885305
-5.51375688,1.51277963,0.00317724,0.12367871,0.02829460,0.66932728,0.30277252,0.58499827
-5.50775388,1.56327802,0.00331871,0.12496146,0.02894681,0.68525178,0.31049102,0.61181003
-5.50175088,1.61230137,0.00345524,0.12603803,0.02954541,0.69957164,0.31763777,0.63906002
-5.49574787,1.65927322,0.00358428,0.12691409,0.03008096,0.71200486,0.32416128,0.66650655
-5.48974487,1.70364329,0.00370333,0.12759780,0.03054492,0.72229831,0.33001918,0.69389963
-5.48374187,1.74490200,0.00381004,0.12809958,0.03092991,0.73023645,0.33517941,0.72098569
-5.47773887,1.78259270,0.00390225,0.12843194,0.03122997,0.73564863,0.33962106,0.74751195
-5.47173587,1.81632161,0.00397808,0.12860908,0.03144062,0.73841483,0.34333473,0.77323034
-5.46573287,1.84576477,0.00403599,0.12864652,0.03155906,0.73846948,0.34632257,0.79790076
-5.45972986,1.87067238,0.00407480,0.12856058,0.03158412,0.73580341,0.34859775,0.82129388
-5.45372686,1.89087018,0.00409377,0.12836791,0.03151628,0.73046378,0.35018366,0.84319337
-5.44772386,1.90625839,0.00409258,0.12808496,0.03135760,0.72255211,0.35111274,0.86339774
-5.44172086,1.91680847,0.00407140,0.12772748,0.03111156,0.71222063,0.35142500,0.88172177
-5.43571786,1.92255801,0.00403089,0.12731008,0.03078297,0.69966700,0.35116651,0.89799780
-5.42971486,1.92360442,0.00397216,0.12684590,0.03037774,0.68512797,0.35038776,0.91207682
-5.42371186,1.92009772,0.00389681,0.12634629,0.02990276,0.66887194,0.34914204,0.92382951
-5.41770885,1.91223305,0.00380686,0.12582073,0.02936565,0.65119109,0.34748405,0.93314738
-5.41170585,1.90024314,0.00370477,0.12527676,0.02877463,0.63239320,0.34546864,0.93994382
-5.40570285,1.88439120,0.00359337,0.12472005,0.02813836,0.61279353,0.34314982,0.94415531
-5.39969985,1.86496439,0.00347582,0.12415464,0.02746578,0.59270708,0.34058009,0.94574253
-5.39369685,1.84226803,0.00335559,0.12358311,0.02676599,0.57244145,0.33781006,0.94469143
-5.38769385,1.81662062,0.00323638,0.12300696,0.02604816,0.55229044,0.33488828,0.94101411
-5.38169085,1.78834958,0.00312207,0.12242693,0.02532148,0.53252861,0.33186143,0.93474941
-5.37568784,1.75778774,0.00301668,0.12184332,0.02459500,0.51340689,0.32877462,0.92596308
-5.36968484,1.72527035,0.00292426,0.12125634,0.02387768,0.49514918,0.32567182,0.91474753
-5.36368184,1.69113255,0.00284887,0.12066633,0.02317826,0.47795007,0.32259644,0.90122100
-5.35767884,1.65570715,0.00279448,0.12007406,0.02250521,0.46197354,0.31959184,0.88552609
-5.35167584,1.61932269,0.00276489,0.11948082,0.02186671,0.44735268,0.31670186,0.86782785
-5.34567284,1.58230152,0.00276368,0.11888859,0.02127054,0.43419026,0.31397126,0.84831116
-5.33966983,1.54495823,0.00279407,0.11830008,0.02072400,0.42256003,0.31144608,0.82717783
-5.33366683,1.50759806,0.00285890,0.11771878,0.02023385,0.41250880,0.30917386,0.80464323
-5.32766383,1.47051563,0.00296048,0.11714903,0.01980618,0.40405896,0.30720374,0.78093281
-5.32166083,1.43399392,0.00310055,0.11659603,0.01944634,0.39721153,0.30558653,0.75627851
-5.31565783,1.39830361,0.00328017,0.11606600,0.01915884,0.39194948,0.30437462,0.73091535
-5.30965483,1.36370289,0.00349964,0.11556627,0.01894727,0.38824130,0.30362185,0.70507815
-5.30365183,1.33043761,0.00375848,0.11510550,0.01881421,0.38604460,0.30338334,0.67899872
-5.29764882,1.29874205,0.00405530,0.11469394,0.01876120,0.38530978,0.30371523,0.65290336
-5.29164582,1.26883988,0.00438786,0.11434374,0.01878872,0.38598348,0.30467440,0.62701098
-5.28564282,1.24094556,0.00475297,0.11406928,0.01889618,0.38801181,0.30631816,0.60153150
-5.27963982,1.21526573,0.00514657,0.11388753,0.01908196,0.39134321,0.30870375,0.57666488
-5.27363682,1.19200051,0.00556374,0.11381835,0.01934349,0.39593086,0.31188779,0.55260033
-5.26763382,1.17134440,0.00599881,0.11388470,0.01967730,0.40173438,0.31592546,0.52951591
-5.26163082,1.15348656,0.00644541,0.11411283,0.02007914,0.40872099,0.32086952,0.50757810
-5.25562781,1.13861011,0.00689664,0.11453218,0.02054411,0.41686575,0.32676895,0.48694148
-5.24962481,1.12689027,0.00734523,0.11517516,0.02106678,0.42615100,0.33366728,0.46774820
-5.24362181,1.11849115,0.00778370,0.11607670,0.02164127,0.43656496,0.34160053,0.45012718
-5.23761881,1.11356109,0.00820458,0.11727345,0.02226140,0.44809928,0.35059477,0.43419302
-5.23161581,1.11222638,0.00860059,0.11880284,0.02292076,0.46074587,0.36066330,0.42004443
-5.22561281,1.11458372,0.00896483,0.12070173,0.02361274,0.47449286,0.37180357,0.40776231
-5.21960980,1.12069137,0.00929103,0.12300490,0.02433055,0.48931995,0.38399386,0.39740749
-5.21360680,1.13055953,0.00957367,0.12574328,0.02506726,0.50519324,0.39718995,0.38901808
-5.20760380,1.14414029,0.00980814,0.12894207,0.02581568,0.52205992,0.41132187,0.38260683
-5.20160080,1.16131776,0.00999089,0.13261867,0.02656837,0.53984297,0.42629103,0.37815837
-5.19559780,1.18189907,0.01011947,0.13678076,0.02731750,0.55843627,0.44196792,0.37562676
-5.18959480,1.20560685,0.01019259,0.14142437,0.02805481,0.57770042,0.45819061,0.37493345
-5.18359180,1.23207398,0.01021011,0.14653221,0.02877152,0.59745967,0.47476429,0.37596594
-5.17758879,1.26084121,0.01017302,0.15207235,0.02945825,0.61750022,0.49146208,0.37857725
-5.17158579,1.29135827,0.01008333,0.15799726,0.03010506,0.63757022,0.50802727,0.38258658
-5.16558279,1.32298891,0.00994395,0.16424348,0.03070145,0.65738170,0.52417702,0.38778102
-5.15957979,1.35502014,0.00975860,0.17073176,0.03123647,0.67661449,0.53960764,0.39391878
-5.15357679,1.38667569,0.00953160,0.17736799,0.03169887,0.69492227,0.55400134,0.40073359
-5.14757379,1.41713371,0.00926777,0.18404469,0.03207732,0.71194056,0.56703430,0.40794049
-5.14157079,1.44554798,0.00897218,0.19064324,0.03236072,0.72729655,0.57838583,0.41524289
-5.13556778,1.47107235,0.00865007,0.19703670,0.03253851,0.74062037,0.58774825,0.42234049
-5.12956478,1.49288730,0.00830667,0.20309317,0.03260103,0.75155740,0.59483719,0.42893814
-5.12356178,1.51022768,0.00794710,0.20867957,0.03253996,0.75978115,0.59940180,0.43475508
-5.11755878,1.52241058,0.00757625,0.21366574,0.03234865,0.76500611,0.60123433,0.43953432
-5.11155578,1.52886187,0.00719872,0.21792863,0.03202255,0.76699995,0.60017887,0.44305177
-5.10555278,1.52914053,0.00681877,0.22135649,0.03155944,0.76559453,0.59613851,0.44512480
-5.09954977,1.52295939,0.00644031,0.22385278,0.03095977,0.76069517,0.58908079,0.44561972
-5.09354677,1.51020132,0.00606688,0.22533979,0.03022677,0.75228762,0.57904102,0.44445804
-5.08754377,1.49093020,0.00570170,0.22576157,0.02936653,0.74044249,0.56612331,0.44162106
-5.08154077,1.46539597,0.00534767,0.22508636,0.02838794,0.72531681,0.55049935,0.43715267
-5.07553777,1.43403351,0.00500740,0.22330808,0.02730260,0.70715255,0.53240471,0.43116020
-5.06953477,1.39745530,0.00468332,0.22044708,0.02612449,0.68627230,0.51213322,0.42381319
-5.06353177,1.35643819,0.00437762,0.21654999,0.02486967,0.66307211,0.49002925,0.41534021
-5.05752876,1.31190462,0.00409239,0.21168867,0.02355583,0.63801182,0.46647856,0.40602364
-5.05152576,1.26489912,0.00382957,0.20595841,0.02220181,0.61160337,0.44189803,0.39619271
-5.04552276,1.21656095,0.00359100,0.19947531,0.02082705,0.58439737,0.41672463,0.38621504
-5.03951976,1.16809380,0.00337845,0.19237313,0.01945109,0.55696867,0.39140415,0.37648668
-5.03351676,1.12073361,0.00319359,0.18479956,0.01809295,0.52990125,0.36638021,0.36742131
-5.02751376,1.07571564,0.00303801,0.17691215,0.01677069,0.50377312,0.34208374,0.35943857
-5.02151076,1.03424165,0.00291318,0.16887409,0.01550091,0.47914162,0.31892345,0.35295205
-5.01550775,0.99744830,0.00282046,0.16084983,0.01429835,0.45652961,0.29727742,0.34835720
-5.00950475,0.96637746,0.00276108,0.15300089,0.01317557,0.43641292,0.27748616,0.34601944
-5.00350175,0.94194921,0.00273608,0.14548176,0.01214272,0.41920933,0.25984695,0.34626277
-4.99749875,0.92493817,0.00274637,0.13843625,0.01120738,0.40526928,0.24460982,0.34935929
-4.99149575,0.91595350,0.00279264,0.13199417,0.01037450,0.39486855,0.23197486,0.35551966
-4.98549275,0.91542299,0.00287540,0.12626848,0.00964642,0.38820285,0.22209091,0.36488499
-4.97948974,0.92358159,0.00299497,0.12135300,0.00902298,0.38538444,0.21505533,0.37752022
-4.97348674,0.94046429,0.00315145,0.11732073,0.00850168,0.38644068,0.21091486,0.39340930
-4.96748374,0.96590373,0.00334477,0.11422260,0.00807789,0.39131448,0.20966730,0.41245226
-4.96148074,0.99953232,0.00357464,0.11208693,0.00774517,0.39986656,0.21126374,0.43446442
-4.95547774,1.04078887,0.00384058,0.11091932,0.00749553,0.41187935,0.21561134,0.45917774
-4.94947474,1.08892978,0.00414190,0.11070313,0.00731976,0.42706248,0.22257645,0.48624453
-4.94347174,1.14304426,0.00447771,0.11140038,0.00720778,0.44505961,0.23198790,0.51524328
-4.93746873,1.20207368,0.00484687,0.11295312,0.00714898,0.46545655,0.24364049,0.54568690
-4.93146573,1.26483441,0.00524798,0.11528515,0.00713249,0.48779046,0.25729858,0.57703289
-4.92546273,1.33004385,0.00567933,0.11830410,0.00714755,0.51155991,0.27269969,0.60869548
-4.91945973,1.39634900,0.00613885,0.12190380,0.00718373,0.53623567,0.28955832,0.64005942
-4.91345673,1.46235708,0.00662407,0.12596683,0.00723120,0.56127200,0.30756972,0.67049491
-4.90745373,1.52666722,0.00713205,0.13036728,0.00728092,0.58611815,0.32641387,0.69937348
-4.90145073,1.58790265,0.00765929,0.13497366,0.00732483,0.61022991,0.34575964,0.72608413
-4.89544772,1.64474236,0.00820173,0.13965180,0.00735596,0.63308092,0.36526907,0.75004936
-4.88944472,1.69595145,0.00875468,0.14426782,0.00736851,0.65417346,0.38460189,0.77074045
-4.88344172,1.74040919,0.00931279,0.14869101,0.00735793,0.67304850,0.40342022,0.78769147
-4.87743872,1.77713407,0.00987005,0.15279665,0.00732093,0.68929479,0.42139346,0.80051163
-4.87143572,1.80530506,0.01041985,0.15646859,0.00725543,0.70255670,0.43820332,0.80889530
-4.86543272,1.82427841,0.01095502,0.15960169,0.00716055,0.71254067,0.45354889,0.81262962
-4.85942971,1.83359964,0.01146791,0.16210392,0.00703652,0.71902019,0.46715180,0.81159917
-4.85342671,1.83301025,0.01195058,0.16389817,0.00688463,0.72183903,0.47876114,0.80578771
-4.84742371,1.82244928,0.01239492,0.16492375,0.00670708,0.72091290,0.48815820,0.79527692
-4.84142071,1.80204959,0.01279288,0.16513735,0.00650690,0.71622936,0.49516094,0.78024226
-4.83541771,1.77212926,0.01313668,0.16451378,0.00628788,0.70784610,0.49962774,0.76094610
-4.82941471,1.73317851,0.01341905,0.16304610,0.00605440,0.69588771,0.50146074,0.73772856
-4.82341171,1.68584276,0.01363349,0.16074546,0.00581138,0.68054108,0.50060816,0.71099635
-4.81740870,1.63090246,0.01377446,0.15764040,0.00556420,0.66204951,0.49706592,0.68121018
-4.81140570,1.56925061,0.01383766,0.15377587,0.00531858,0.64070593,0.49087809,0.64887127
-4.80540270,1.50186859,0.01382014,0.14921180,0.00508058,0.61684524,0.48213630,0.61450741
-4.79939970,1.42980131,0.01372049,0.14402136,0.00485647,0.59083620,0.47097807,0.57865914
-4.79339670,1.35413241,0.01353892,0.13828906,0.00465276,0.56307288,0.45758395,0.54186658
-4.78739370,1.27596018,0.01327726,0.13210849,0.00447611,0.53396619,0.44217355,0.50465725
-4.78139070,1.19637487,0.01293900,0.12557999,0.00433330,0.50393535,0.42500067,0.46753525
-4.77538769,1.11643801,0.01252916,0.11880833,0.00423122,0.47339988,0.40634743,0.43097206
-4.76938469,1.03716398,0.01205414,0.11190019,0.00417675,0.44277189,0.38651773,0.39539920
-4.76338169,0.95950432,0.01152157,0.10496187,0.00417678,0.41244918,0.36583025,0.36120269
-4.75737869,0.88433478,0.01094006,0.09809701,0.00423804,0.38280895,0.34461101,0.32871933
-4.75137569,0.81244533,0.01031893,0.09140448,0.00436706,0.35420248,0.32318599,0.29823488
-4.74537269,0.74453291,0.00966798,0.08497653,0.00457003,0.32695060,0.30187384,0.26998369
-4.73936968,0.68119706,0.00899712,0.07889708,0.00485263,0.30134022,0.28097905,0.24414989
-4.73336668,0.62293798,0.00831620,0.07324033,0.00521991,0.27762175,0.26078564,0.22086966
-4.72736368,0.57015697,0.00763467,0.06806967,0.00567606,0.25600747,0.24155180,0.20023451
-4.72136068,0.52315896,0.00696142,0.06343682,0.00622426,0.23667088,0.22350536,0.18229520
-4.71535768,0.48215677,0.00630453,0.05938127,0.00686650,0.21974689,0.20684045,0.16706616
-4.70935468,0.44727693,0.00567118,0.05593001,0.00760336,0.20533286,0.19171529,0.15453014
-4.70335168,0.41856673,0.00506752,0.05309756,0.00843392,0.19349040,0.17825120,0.14464286
-4.69734867,0.39600221,0.00449862,0.05088617,0.00935561,0.18424787,0.16653281,0.13733768
-4.69134567,0.37949694,0.00396847,0.04928632,0.01036418,0.17760346,0.15660943,0.13252991
-4.68534267,0.36891122,0.00348002,0.04827746,0.01145366,0.17352879,0.14849752,0.13012089
-4.67933967,0.36406163,0.00303522,0.04782886,0.01261649,0.17197290,0.14218408,0.13000171
-4.67333667,0.36473059,0.00263517,0.04790067,0.01384361,0.17286652,0.13763086,0.13205648
-4.66733367,0.37067575,0.00228018,0.04844516,0.01512474,0.17612649,0.13477919,0.13616517
-4.66133067,0.38163917,0.00196995,0.04940802,0.01644867,0.18166021,0.13355525,0.14220609
-4.65532766,0.39735573,0.00170371,0.05072976,0.01780362,0.18936996,0.13387553,0.15005789
-4.64932466,0.41756094,0.00148032,0.05234715,0.01917773,0.19915689,0.13565228,0.15960120
-4.64332166,0.44199769,0.00129846,0.05419475,0.02055947,0.21092465,0.13879877,0.17071985
-4.63731866,0.47042176,0.00115670,0.05620635,0.02193817,0.22458235,0.14323395,0.18330176
-4.63131566,0.50260601,0.00105365,0.05831638,0.02330449,0.24004681,0.14888655,0.19723944
-4.62531266,0.53834288,0.00098798,0.06046128,0.02465086,0.25724386,0.15569821,0.21243019
-4.61930965,0.57744523,0.00095855,0.06258070,0.02597181,0.27610873,0.16362555,0.22877595
-4.61330665,0.61974521,0.00096437,0.06461863,0.02726431,0.29658524,0.17264103,0.24618287
-4.60730365,0.66509142,0.00100467,0.06652428,0.02852780,0.31862395,0.18273249,0.26456057
-4.60130065,0.71334400,0.00107883,0.06825283,0.02976428,0.34217912,0.19390141,0.28382124
-4.59529765,0.76436817,0.00118639,0.06976598,0.03097808,0.36720468,0.20615978,0.30387841
-4.58929465,0.81802611,0.00132692,0.07103227,0.03217558,0.39364927,0.21952577,0.32464570
-4.58329165,0.87416777,0.00150004,0.07202718,0.03336467,0.42145053,0.23401840,0.34603532
-4.57728864,0.93262083,0.00170521,0.07273310,0.03455418,0.45052901,0.24965130,0.36795669
-4.57128564,0.99318038,0.00194174,0.07313910,0.03575313,0.48078191,0.26642601,0.39031493
-4.56528264,1.05559898,0.00220863,0.07324050,0.03696990,0.51207709,0.28432511,0.41300960
-4.55927964,1.11957755,0.00250448,0.07303836,0.03821146,0.54424770,0.30330558,0.43593351
-4.55327664,1.18475793,0.00282740,0.07253892,0.03948246,0.57708796,0.32329275,0.45897189
-4.54727364,1.25071758,0.00317497,0.07175288,0.04078458,0.61035028,0.34417542,0.48200184
-4.54127064,1.31696711,0.00354413,0.07069476,0.04211581,0.64374433,0.36580230,0.50489220
-4.53526763,1.38295116,0.00393120,0.06938216,0.04347010,0.67693819,0.38798036,0.52750396
-4.52926463,1.44805283,0.00433185,0.06783515,0.04483700,0.70956190,0.41047511,0.54969111
-4.52326163,1.51160218,0.00474115,0.06607564,0.04620174,0.74121345,0.43301325,0.57130219
-4.51725863,1.57288856,0.00515363,0.06412683,0.04754542,0.77146728,0.45528746,0.59218230
-4.51125563,1.63117684,0.00556338,0.06201278,0.04884553,0.79988511,0.47696350,0.61217593
-4.50525263,1.68572705,0.00596418,0.05975799,0.05007666,0.82602876,0.49768929,0.63113017
-4.49924962,1.73581695,0.00634966,0.05738711,0.05121151,0.84947473,0.51710572,0.64889869
-4.49324662,1.78076669,0.00671347,0.05492473,0.05222198,0.86982971,0.53485878,0.66534605
-4.48724362,1.81996477,0.00704950,0.05239520,0.05308045,0.88674673,0.55061236,0.68035258
-4.48124062,1.85289403,0.00735204,0.04982254,0.05376109,0.89994094,0.56406132,0.69381938
-4.47523762,1.87915680,0.00761601,0.04723039,0.05424119,0.90920445,0.57494410,0.70567348
-4.46923462,1.89849771,0.00783713,0.04464203,0.05450243,0.91441941,0.58305425,0.71587294
-4.46323162,1.91082328,0.00801207,0.04208030,0.05453195,0.91556871,0.58825035,0.72441154
-4.45722861,1.91621698,0.00813864,0.03956776,0.05432334,0.91274347,0.59046371,0.73132292
-4.45122561,1.91494888,0.00821579,0.03712659,0.05387725,0.90614708,0.58970353,0.73668390
-4.44522261,1.90747913,0.00824375,0.03477877,0.05320187,0.89609520,0.58605917,0.74061656
-4.43921961,1.89445475,0.00822398,0.03254598,0.05231300,0.88301154,0.57969928,0.74328913
-4.43321661,1.87669938,0.00815914,0.03044977,0.05123383,0.86741960,0.57086794,0.74491510
-4.42721361,1.85519605,0.00805302,0.02851145,0.04999447,0.84993026,0.55987784,0.74575071
-4.42121061,1.83106342,0.00791034,0.02675222,0.04863114,0.83122576,0.54710073,0.74609048
-4.41520760,1.80552596,0.00773665,0.02519311,0.04718513,0.81204054,0.53295566,0.74626097
-4.40920460,1.77987912,0.00753807,0.02385498,0.04570157,0.79313961,0.51789539,0.74661261
-4.40320160,1.75545067,0.00732110,0.02275852,0.04422805,0.77529526,0.50239163,0.74751005
-4.39719860,1.73355960,0.00709235,0.02192419,0.04281314,0.75926292,0.48691966,0.74932115
-4.39119560,1.71547408,0.00685833,0.02137220,0.04150484,0.74575720,0.47194305,0.75240503
-4.38519260,1.70237026,0.00662521,0.02112240,0.04034917,0.73542887,0.45789897,0.75709978
-4.37918959,1.69529345,0.00639861,0.02119421,0.03938869,0.72884380,0.44518480,0.76371017
-4.37318659,1.69512334,0.00618345,0.02160645,0.03866129,0.72646459,0.43414646,0.77249619
-4.36718359,1.70254469,0.00598375,0.02237721,0.03819903,0.72863557,0.42506885,0.78366286
-4.36118059,1.71802482,0.00580260,0.02352358,0.03802729,0.73557175,0.41816880,0.79735194
-4.35517759,1.74179867,0.00564206,0.02506140,0.03816405,0.74735213,0.41359060,0.81363594
-4.34917459,1.77386237,0.00550317,0.02700492,0.03861950,0.76391752,0.41140424,0.83251502
-4.34317159,1.81397533,0.00538596,0.02936635,0.03939584,0.78507293,0.41160636,0.85391675
-4.33716858,1.86167080,0.00528955,0.03215542,0.04048727,0.81049444,0.41412361,0.87769909
-4.33116558,1.91627446,0.00521224,0.03537876,0.04188034,0.83974006,0.41881833,0.90365625
-4.32516258,1.97693000,0.00515163,0.03903932,0.04355437,0.87226436,0.42549606,0.93152728
-4.31915958,2.04263061,0.00510482,0.04313562,0.04548212,0.90743589,0.43391465,0.96100687
-4.31315658,2.11225470,0.00506853,0.04766106,0.04763055,0.94455706,0.44379434,0.99175784
-4.30715358,2.18460435,0.00503932,0.05260315,0.04996181,0.98288533,0.45482849,1.02342439
