energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-5.89194597,1.35389085,0.00127181,0.02871062,0.01039351,0.89799741,0.41530627,0.12671196,0.49746572,0.16507666
-5.88594297,1.24629957,0.00120573,0.02598993,0.00966822,0.82802741,0.37934719,0.11723463,0.46153234,0.14962785
-5.87993997,1.14279383,0.00114016,0.02339409,0.00894188,0.76062083,0.34523125,0.10800306,0.42679032,0.13505247
-5.87393697,1.04386216,0.00107516,0.02093872,0.00822224,0.69609578,0.31307636,0.09907268,0.39338352,0.12140089
-5.86793397,0.94990237,0.00101083,0.01863594,0.00751648,0.63471458,0.28295909,0.09049297,0.36143497,0.10870425
-5.86193097,0.86122649,0.00094728,0.01649446,0.00683106,0.57668699,0.25491924,0.08230712,0.33104873,0.09697654
-5.85592796,0.77806707,0.00088463,0.01451978,0.00617164,0.52217408,0.22896498,0.07455189,0.30231184,0.08621695
-5.84992496,0.70058447,0.00082304,0.01271444,0.00554300,0.47129279,0.20507812,0.06725763,0.27529628,0.07641224
-5.84392196,0.62887471,0.00076268,0.01107836,0.00494904,0.42412054,0.18321928,0.06044834,0.25006065,0.06753918
-5.83791896,0.56297750,0.00070376,0.00960926,0.00439276,0.38070011,0.16333289,0.05414198,0.22665184,0.05956689
-5.83191596,0.50288430,0.00064648,0.00830306,0.00387626,0.34104428,0.14535163,0.04835075,0.20510622,0.05245896
-5.82591296,0.44854600,0.00059107,0.00715437,0.00340083,0.30514023,0.12920036,0.04308162,0.18545071,0.04617542
-5.81990995,0.39988020,0.00053774,0.00615689,0.00296701,0.27295369,0.11479944,0.03833680,0.16770349,0.04067442
-5.81390695,0.35677786,0.00048672,0.00530394,0.00257463,0.24443258,0.10206737,0.03411438,0.15187445,0.03591364
-5.80790395,0.31910929,0.00043820,0.00458889,0.00222300,0.21951029,0.09092286,0.03040888,0.13796545,0.03185150
-5.80190095,0.28672952,0.00039237,0.00400557,0.00191092,0.19810844,0.08128622,0.02721198,0.12597023,0.02844802
-5.79589795,0.25948288,0.00034936,0.00354872,0.00163687,0.18013925,0.07308036,0.02451311,0.11587431,0.02566552
-5.78989495,0.23720697,0.00030929,0.00321439,0.00139907,0.16550751,0.06623128,0.02230013,0.10765466,0.02346911
-5.78389195,0.21973607,0.00027224,0.00300031,0.00119562,0.15411212,0.06066822,0.02055992,0.10127929,0.02182697
-5.77788894,0.20690395,0.00023825,0.00290625,0.00102460,0.14584739,0.05632357,0.01927898,0.09670681,0.02071056
-5.77188594,0.19854628,0.00020732,0.00293433,0.00088418,0.14060401,0.05313264,0.01844395,0.09388600,0.02009465
-5.76588294,0.19450270,0.00017941,0.00308935,0.00077269,0.13826990,0.05103324,0.01804215,0.09275546,0.01995738
-5.75987994,0.19461851,0.00015445,0.00337907,0.00068873,0.13873092,0.04996531,0.01806198,0.09324326,0.02028015
-5.75387694,0.19874628,0.00013233,0.00381441,0.00063125,0.14187149,0.04987055,0.01849334,0.09526687,0.02104764
-5.74787394,0.20674724,0.00011295,0.00440967,0.00059957,0.14757524,0.05069207,0.01932798,0.09873322,0.02224767
-5.74187094,0.21849258,0.00009616,0.00518269,0.00059349,0.15572571,0.05237421,0.02055974,0.10353897,0.02387125
-5.73586793,0.23386460,0.00008180,0.00615485,0.00061329,0.16620708,0.05486235,0.02218483,0.10957116,0.02591243
-5.72986493,0.25275780,0.00006971,0.00735112,0.00065979,0.17890501,0.05810294,0.02420193,0.11670799,0.02836835
-5.72386193,0.27507960,0.00005974,0.00879987,0.00073437,0.19370745,0.06204354,0.02661229,0.12482007,0.03123919
-5.71785893,0.30075087,0.00005173,0.01053267,0.00083894,0.21050550,0.06663302,0.02941970,0.13377186,0.03452803
-5.71185593,0.32970591,0.00004551,0.01258386,0.00097596,0.22919415,0.07182166,0.03263033,0.14342335,0.03824083
-5.70585293,0.36189174,0.00004096,0.01499000,0.00114840,0.24967281,0.07756144,0.03625253,0.15363206,0.04238613
-5.69984992,0.39726659,0.00003794,0.01778918,0.00135971,0.27184552,0.08380615,0.04029634,0.16425503,0.04697477
-5.69384692,0.43579735,0.00003634,0.02102006,0.00161372,0.29562067,0.09051148,0.04477301,0.17515099,0.05201940
-5.68784392,0.47745586,0.00003605,0.02472084,0.00191458,0.32091026,0.09763500,0.04969423,0.18618237,0.05753377
-5.68184092,0.52221387,0.00003700,0.02892801,0.00226663,0.34762837,0.10513593,0.05507125,0.19721727,0.06353196
-5.67583792,0.57003677,0.00003912,0.03367500,0.00267427,0.37568897,0.11297482,0.06091384,0.20813110,0.07002719
-5.66983492,0.62087604,0.00004235,0.03899067,0.00314179,0.40500297,0.12111296,0.06722913,0.21880797,0.07703063
-5.66383192,0.67466062,0.00004666,0.04489785,0.00367321,0.43547460,0.12951169,0.07402029,0.22914161,0.08454987
-5.65782891,0.73128764,0.00005204,0.05141179,0.00427202,0.46699722,0.13813153,0.08128523,0.23903594,0.09258731
-5.65182591,0.79061268,0.00005847,0.05853873,0.00494106,0.49944879,0.14693125,0.08901529,0.24840519,0.10113848
-5.64582291,0.85244040,0.00006598,0.06627468,0.00568219,0.53268722,0.15586688,0.09719400,0.25717359,0.11019032
-5.63981991,0.91651592,0.00007462,0.07460434,0.00649615,0.56654603,0.16489090,0.10579603,0.26527481,0.11971951
-5.63381691,0.98251775,0.00008445,0.08350043,0.00738230,0.60083054,0.17395149,0.11478640,0.27265106,0.12969109
-5.62781391,1.05005304,0.00009558,0.09292337,0.00833842,0.63531518,0.18299218,0.12412000,0.27925219,0.14005732
-5.62181091,1.11865568,0.00010816,0.10282147,0.00936057,0.66974209,0.19195176,0.13374160,0.28503476,0.15075693
-5.61580790,1.18778798,0.00012239,0.11313156,0.01044293,0.70382161,0.20076480,0.14358624,0.28996121,0.16171496
-5.60980490,1.25684627,0.00013853,0.12378025,0.01157777,0.73723468,0.20936262,0.15358025,0.29399945,0.17284320
-5.60380190,1.32517082,0.00015693,0.13468569,0.01275539,0.76963751,0.21767488,0.16364279,0.29712268,0.18404127
-5.59779890,1.39206005,0.00017800,0.14575983,0.01396419,0.80066861,0.22563175,0.17368789,0.29930982,0.19519843
-5.59179590,1.45678881,0.00020228,0.15691123,0.01519084,0.82995788,0.23316662,0.18362700,0.30054633,0.20619614
-5.58579290,1.51863035,0.00023041,0.16804817,0.01642043,0.85713783,0.24021927,0.19337205,0.30082557,0.21691119
-5.57978989,1.57688113,0.00026315,0.17908209,0.01763680,0.88185631,0.24673935,0.20283865,0.30015056,0.22721954
-5.57378689,1.63088764,0.00030143,0.18993111,0.01882287,0.90379040,0.25269008,0.21194965,0.29853609,0.23700046
-5.56778389,1.68007391,0.00034630,0.20052356,0.01996108,0.92266082,0.25805189,0.22063857,0.29601097,0.24614108
-5.56178089,1.72396857,0.00039896,0.21080135,0.02103386,0.93824610,0.26282581,0.22885296,0.29262036,0.25454097
-5.55577789,1.76222996,0.00046078,0.22072284,0.02202409,0.95039582,0.26703643,0.23655741,0.28842786,0.26211657
-5.54977489,1.79466791,0.00053323,0.23026536,0.02291567,0.95904230,0.27073413,0.24373603,0.28351730,0.26880534
-5.54377189,1.82126112,0.00061794,0.23942685,0.02369401,0.96420981,0.27399649,0.25039425,0.27799398,0.27456923
-5.53776888,1.84216864,0.00071659,0.24822676,0.02434648,0.96602096,0.27692862,0.25655985,0.27198526,0.27939741
-5.53176588,1.85773503,0.00083096,0.25670602,0.02486286,0.96469968,0.27966235,0.26228305,0.26564033,0.28330805
-5.52576288,1.86848822,0.00096280,0.26492599,0.02523568,0.96057049,0.28235413,0.26763560,0.25912914,0.28634889
-5.51975988,1.87513011,0.00111382,0.27296641,0.02546050,0.95405403,0.28518183,0.27270895,0.25264050,0.28859673
-5.51375688,1.87851988,0.00128562,0.28092234,0.02553601,0.94565874,0.28834029,0.27761138,0.24637927,0.29015556
-5.50775388,1.87965062,0.00147961,0.28890028,0.02546416,0.93596921,0.29203584,0.28246430,0.24056289,0.29115356
-5.50175088,1.87961999,0.00169692,0.29701342,0.02525001,0.92563140,0.29648009,0.28739782,0.23541724,0.29173900
-5.49574787,1.87959624,0.00193831,0.30537641,0.02490157,0.91533542,0.30188303,0.29254566,0.23117201,0.29207512
-5.48974487,1.88078074,0.00220412,0.31409970,0.02442952,0.90579658,0.30844588,0.29803983,0.22805583,0.29233430
-5.48374187,1.88436892,0.00249415,0.32328374,0.02384679,0.89773550,0.31635398,0.30400506,0.22629132,0.29269177
-5.47773887,1.89151094,0.00280761,0.33301335,0.02316812,0.89185801,0.32577000,0.31055340,0.22609015,0.29331904
-5.47173587,1.90327399,0.00314304,0.34335249,0.02240956,0.88883577,0.33682780,0.31777912,0.22764847,0.29437748
-5.46573287,1.92060775,0.00349831,0.35433967,0.02158789,0.88928821,0.34962724,0.32575433,0.23114267,0.29601223
-5.45972986,1.94431431,0.00387054,0.36598424,0.02072011,0.89376656,0.36423020,0.33452523,0.23672569,0.29834679
-5.45372686,1.97502381,0.00425616,0.37826386,0.01982286,0.90274043,0.38065793,0.34410944,0.24452398,0.30147851
-5.44772386,2.01317670,0.00465088,0.39112310,0.01891203,0.91658728,0.39888997,0.35449444,0.25463504,0.30547518
-5.44172086,2.05901290,0.00504983,0.40447355,0.01800222,0.93558504,0.41886449,0.36563714,0.26712559,0.31037281
-5.43571786,2.11256830,0.00544755,0.41819518,0.01710651,0.95990781,0.44048025,0.37746466,0.28203043,0.31617479
-5.42971486,2.17367822,0.00583819,0.43213922,0.01623611,0.98962465,0.46359985,0.38987634,0.29935172,0.32285223
-5.42371186,2.24198723,0.00621562,0.44613219,0.01540027,1.02470102,0.48805420,0.40274674,0.31905878,0.33034568
-5.41770885,2.31696474,0.00657356,0.45998124,0.01460618,1.06500262,0.51364799,0.41592967,0.34108827,0.33856785
-5.41170585,2.39792507,0.00690582,0.47348029,0.01385897,1.11030103,0.54016572,0.42926289,0.36534453,0.34740729
-5.40570285,2.48405091,0.00720641,0.48641699,0.01316185,1.16028078,0.56737819,0.44257347,0.39170022,0.35673281
-5.39969985,2.57441895,0.00746979,0.49858013,0.01251623,1.21454725,0.59504895,0.45568342,0.41999696,0.36639830
-5.39369685,2.66802636,0.00769099,0.50976711,0.01192199,1.27263494,0.62294052,0.46841540,0.45004615,0.37624782
-5.38769385,2.76381697,0.00786581,0.51979147,0.01137767,1.33401579,0.65082007,0.48059842,0.48162980,0.38612057
-5.38169085,2.86070631,0.00799093,0.52848989,0.01088080,1.39810713,0.67846436,0.49207305,0.51450148,0.39585571
-5.37568784,2.95760454,0.00806403,0.53572863,0.01042810,1.46427923,0.70566384,0.50269630,0.54838745,0.40529660
-5.36968484,3.05343695,0.00808386,0.54140915,0.01001584,1.53186237,0.73222571,0.51234575,0.58298805,0.41429452
-5.36368184,3.14716169,0.00805027,0.54547266,0.00963996,1.60015339,0.75797611,0.52092302,0.61797946,0.42271170
-5.35767884,3.23778470,0.00796424,0.54790357,0.00929640,1.66842221,0.78276142,0.52835640,0.65301597,0.43042359
-5.35167584,3.32437221,0.00782777,0.54873171,0.00898115,1.73591823,0.80644874,0.53460266,0.68773290,0.43732043
-5.34567284,3.40606102,0.00764388,0.54803327,0.00869048,1.80187721,0.82892589,0.53964814,0.72175028,0.44330816
-5.33966983,3.48206723,0.00741643,0.54593053,0.00842097,1.86552896,0.85010099,0.54350902,0.75467734,0.44830881
-5.33366683,3.55169375,0.00715003,0.54259025,0.00816958,1.92610587,0.86990188,0.54623089,0.78611790,0.45226037
-5.32766383,3.61433731,0.00684989,0.53822104,0.00793367,1.98285290,0.88827557,0.54788773,0.81567666,0.45511643
-5.32166083,3.66949509,0.00652159,0.53306949,0.00771100,2.03503877,0.90518787,0.54858032,0.84296629,0.45684555
-5.31565783,3.71677137,0.00617097,0.52741533,0.00749970,2.08196861,0.92062322,0.54843410,0.86761522,0.45743067
-5.30965483,3.75588413,0.00580395,0.52156570,0.00729822,2.12299761,0.93458488,0.54759668,0.88927588,0.45686840
-5.30365183,3.78667122,0.00542631,0.51584859,0.00710528,2.15754553,0.94709534,0.54623478,0.90763323,0.45516852
-5.29764882,3.80909600,0.00504364,0.51060548,0.00691985,2.18511139,0.95819682,0.54453087,0.92241310,0.45235349
-5.29164582,3.82325143,0.00466111,0.50618346,0.00674107,2.20528773,0.96795179,0.54267936,0.93339020,0.44845808
-5.28564282,3.82936213,0.00428346,0.50292678,0.00656823,2.21777372,0.97644317,0.54088234,0.94039523,0.44352904
-5.27963982,3.82778348,0.00391484,0.50116807,0.00640073,2.22238632,0.98377413,0.53934498,0.94332085,0.43762473
-5.27363682,3.81899700,0.00355884,0.50121925,0.00623803,2.21906868,0.99006707,0.53827042,0.94212610,0.43081466
-5.26763382,3.80360137,0.00321839,0.50336247,0.00607968,2.20789503,0.99546175,0.53785435,0.93683897,0.42317883
-5.26163082,3.78229861,0.00289581,0.50784112,0.00592525,2.18907170,1.00011238,0.53827922,0.92755700,0.41480674
-5.25562781,3.75587531,0.00259281,0.51485120,0.00577439,2.16293365,1.00418349,0.53970829,0.91444559,0.40579611
-5.24962481,3.72517904,0.00231051,0.52453340,0.00562675,2.12993644,1.00784483,0.54227954,0.89773414,0.39625118
-5.24362181,3.69109056,0.00204951,0.53696591,0.00548204,2.09064385,1.01126521,0.54609970,0.87771007,0.38628062
-5.23761881,3.65449268,0.00180996,0.55215863,0.00533998,2.04571133,1.01460567,0.55123868,0.85471087,0.37599512
-5.23161581,3.61623719,0.00159160,0.57004871,0.00520033,1.99586609,1.01801222,0.55772450,0.82911444,0.36550462
-5.22561281,3.57711126,0.00139383,0.59049799,0.00506289,1.94188447,1.02160854,0.56553920,0.80132831,0.35491547
-5.21960980,3.53780516,0.00121581,0.61329240,0.00492746,1.88456787,1.02548918,0.57461580,0.77177792,0.34432749
-5.21360680,3.49888317,0.00105646,0.63814370,0.00479388,1.82471808,1.02971359,0.58483682,0.74089469,0.33383115
-5.20760380,3.46075935,0.00091461,0.66469356,0.00466200,1.76311349,1.03430154,0.59603430,0.70910427,0.32350507
-5.20160080,3.42367990,0.00078897,0.69252014,0.00453170,1.70048704,1.03923022,0.60799178,0.67681561,0.31341395
-5.19559780,3.38771343,0.00067821,0.72114703,0.00440288,1.63750726,1.04443346,0.62044812,0.64441115,0.30360707
-5.18959480,3.35274998,0.00058101,0.75005456,0.00427549,1.57476305,1.04980316,0.63310332,0.61223868,0.29411750
-5.18359180,3.31850945,0.00049607,0.77869308,0.00414954,1.51275297,1.05519314,0.64562617,0.58060513,0.28496213
-5.17758879,3.28455914,0.00042214,0.80649792,0.00402515,1.45187943,1.06042527,0.65766355,0.54977240,0.27614241
-5.17158579,3.25034001,0.00035806,0.83290557,0.00390251,1.39244782,1.06529778,0.66885116,0.51995551,0.26764595
-5.16558279,3.21520050,0.00030270,0.85737060,0.00378202,1.33467057,1.06959548,0.67882522,0.49132280,0.25944886
-5.15957979,3.17843637,0.00025507,0.87938270,0.00366426,1.27867551,1.07310140,0.68723482,0.46399820,0.25151862
-5.15357679,3.13933474,0.00021425,0.89848319,0.00355005,1.22451798,1.07560955,0.69375432,0.43806528,0.24381745
-5.14757379,3.09722005,0.00017938,0.91428055,0.00344051,1.17219582,1.07693813,0.69809533,0.41357269,0.23630605
-5.14157079,3.05149999,0.00014973,0.92646426,0.00333710,1.12166627,1.07694274,0.70001786,0.39054072,0.22894729
-5.13556778,3.00170888,0.00012464,0.93481650,0.00324166,1.07286373,1.07552904,0.69934001,0.36896844,0.22170991
-5.12956478,2.94754663,0.00010351,0.93922129,0.00315643,1.02571742,1.07266437,0.69594592,0.34884107,0.21457189
-5.12356178,2.88891141,0.00008583,0.93967074,0.00308407,0.98016788,1.06838779,0.68979158,0.33013722,0.20752337
-5.11755878,2.82592448,0.00007116,0.93626819,0.00302772,0.93618160,1.06281831,0.68090836,0.31283545,0.20056895
-5.11155578,2.75894619,0.00005910,0.92922812,0.00299092,0.89376297,1.05616081,0.66940391,0.29692004,0.19372922
-5.10555278,2.68858248,0.00004934,0.91887291,0.00297765,0.85296324,1.04870951,0.65546068,0.28238563,0.18704161
-5.09954977,2.61568164,0.00004160,0.90562657,0.00299226,0.81388589,1.04084872,0.63933201,0.26924050,0.18056030
-5.09354677,2.54132152,0.00003565,0.89000550,0.00303943,0.77668865,1.03305088,0.62133586,0.25750850,0.17435534
-5.08754377,2.46678787,0.00003132,0.87260690,0.00312409,0.74158195,1.02587169,0.60184670,0.24722959,0.16851102
-5.08154077,2.39354459,0.00002846,0.85409481,0.00325132,0.70882421,1.01994241,0.58128564,0.23845896,0.16312350
-5.07553777,2.32319710,0.00002700,0.83518447,0.00342626,0.67871429,1.01595934,0.56010927,0.23126490,0.15829787
-5.06953477,2.25745010,0.00002686,0.81662526,0.00365394,0.65158151,1.01467060,0.53879768,0.22572566,0.15414472
-5.06353177,2.19806122,0.00002803,0.79918271,0.00393921,0.62777389,1.01686036,0.51784184,0.22192524,0.15077639
-5.05752876,2.14679192,0.00003051,0.78361994,0.00428649,0.60764500,1.02333070,0.49773099,0.21994872,0.14830306
-5.05152576,2.10535717,0.00003434,0.77067901,0.00469971,0.59154019,1.03488138,0.47894016,0.21987694,0.14682872
-5.04552276,2.07537530,0.00003960,0.76106250,0.00518208,0.57978263,1.05228786,0.46191831,0.22178119,0.14644732
-5.03951976,2.05831940,0.00004637,0.75541572,0.00573596,0.57265967,1.07627806,0.44707726,0.22571777,0.14723913
-5.03351676,2.05547138,0.00005477,0.75430993,0.00636272,0.57041006,1.10750819,0.43478173,0.23172296,0.14926744
-5.02751376,2.06788008,0.00006493,0.75822684,0.00706258,0.57321241,1.14653849,0.42534060,0.23980836,0.15257576
-5.02151076,2.09632412,0.00007699,0.76754473,0.00783455,0.58117518,1.19380928,0.41899961,0.24995704,0.15718547
-5.01550775,2.14128081,0.00009110,0.78252662,0.00867630,0.59432857,1.24961824,0.41593558,0.26212032,0.16309422
-5.00950475,2.20290158,0.00010741,0.80331054,0.00958416,0.61261850,1.31409971,0.41625217,0.27621569,0.17027489
-5.00350175,2.28099485,0.00012605,0.82990242,0.01055312,0.63590275,1.38720662,0.41997740,0.29212559,0.17867524
-4.99749875,2.37501681,0.00014717,0.86217172,0.01157685,0.66394947,1.46869616,0.42706270,0.30969743,0.18821830
-4.99149575,2.48407056,0.00017084,0.89985007,0.01264781,0.69643813,1.55811966,0.43738381,0.32874463,0.19880341
-4.98549275,2.60691390,0.00019716,0.94253308,0.01375741,0.73296265,1.65481758,0.45074316,0.34904876,0.21030790
-4.97948974,2.74197580,0.00022614,0.98968539,0.01489615,0.77303701,1.75792011,0.46687405,0.37036278,0.22258942
-4.97348674,2.88738145,0.00025776,1.04064916,0.01605389,0.81610286,1.86635379,0.48544623,0.39241514,0.23548870
-4.96748374,3.04098560,0.00029194,1.09465573,0.01722006,0.86153922,1.97885443,0.50607301,0.41491485,0.24883288
-4.96148074,3.20041360,0.00032854,1.15084052,0.01838395,0.90867389,2.09398637,0.52831973,0.43755717,0.26243908
-4.95547774,3.36310930,0.00036735,1.20826083,0.01953498,0.95679642,2.21016786,0.55171334,0.46002984,0.27611834
-4.94947474,3.52638881,0.00040807,1.26591616,0.02066300,1.00517224,2.32570221,0.57575299,0.48201977,0.28967961
-4.94347174,3.68749890,0.00045034,1.32277071,0.02175850,1.05305766,2.43881394,0.59992138,0.50321981,0.30293383
-4.93746873,3.84367850,0.00049373,1.37777738,0.02281290,1.09971540,2.54768912,0.62369656,0.52333561,0.31569795
-4.93146573,3.99222178,0.00053774,1.42990277,0.02381866,1.14443013,2.65051890,0.64656394,0.54209222,0.32779876
-4.92546273,4.13054101,0.00058180,1.47815235,0.02476949,1.18652387,2.74554476,0.66802824,0.55924036,0.33907641
-4.91945973,4.25622756,0.00062531,1.52159519,0.02566037,1.22537055,2.83110433,0.68762491,0.57456215,0.34938769
-4.91345673,4.36710910,0.00066760,1.55938737,0.02648761,1.26040963,2.90567617,0.70493086,0.58787620,0.35860880
-4.90745373,4.46130152,0.00070802,1.59079350,0.02724879,1.29115823,2.96792214,0.71957417,0.59904185,0.36663761
-4.90145073,4.53725380,0.00074589,1.61520546,0.02794269,1.31722153,3.01672582,0.73124236,0.60796260,0.37339552
-4.89544772,4.59378475,0.00078056,1.63215798,0.02856914,1.33830124,3.05122569,0.73968914,0.61458847,0.37882862
-4.88944472,4.63011023,0.00081141,1.64134035,0.02912887,1.35420175,3.07084185,0.74473941,0.61891748,0.38290842
-4.88344172,4.64586037,0.00083789,1.64260398,0.02962328,1.36483400,3.07529531,0.74629234,0.62099605,0.38563190
-4.87743872,4.64108614,0.00085953,1.63596565,0.03005432,1.37021692,3.06461904,0.74432240,0.62091842,0.38702114
-4.87143572,4.61625520,0.00087594,1.62160616,0.03042424,1.37047640,3.03916035,0.73887853,0.61882509,0.38712238
-4.86543272,4.57223745,0.00088685,1.59986464,0.03073546,1.36584198,2.99957448,0.73008135,0.61490036,0.38600463
-4.85942971,4.51028069,0.00089211,1.57122868,0.03099044,1.35664133,2.94680946,0.71811855,0.60936902,0.38375792
-4.85342671,4.43197743,0.00089171,1.53632062,0.03119160,1.34329274,2.88208277,0.70323881,0.60249229,0.38049120
-4.84742371,4.33922406,0.00088577,1.49588053,0.03134125,1.32629598,2.80685053,0.68574427,0.59456314,0.37633004
-4.84142071,4.23417369,0.00087454,1.45074644,0.03144166,1.30622171,2.72277026,0.66598201,0.58590098,0.37141405
-4.83541771,4.11918433,0.00085841,1.40183248,0.03149506,1.28369993,2.63165837,0.64433476,0.57684596,0.36589435
-4.82941471,3.99676398,0.00083788,1.35010567,0.03150376,1.25940767,2.53544385,0.62121113,0.56775287,0.35993098
-4.82341171,3.86951429,0.00081356,1.29656205,0.03147027,1.23405643,2.43611962,0.59703576,0.55898489,0.35369030
-4.81740870,3.74007439,0.00078617,1.24220280,0.03139740,1.20837954,2.33569299,0.57223956,0.55090703,0.34734267
-4.81140570,3.61106632,0.00075647,1.18801115,0.03128843,1.18311977,2.23613687,0.54725046,0.54387961,0.34106016
-4.80540270,3.48504335,0.00072530,1.13493053,0.03114721,1.15901749,2.13934306,0.52248470,0.53825172,0.33501458
-4.79939970,3.36444227,0.00069352,1.08384454,0.03097820,1.13679939,2.04707892,0.49833898,0.53435476,0.32937569
-4.79339670,3.25154049,0.00066201,1.03555926,0.03078659,1.11716800,1.96094853,0.47518365,0.53249607,0.32430965
-4.78739370,3.14841845,0.00063163,0.99078800,0.03057820,1.10079194,1.88235928,0.45335678,0.53295284,0.31997771
-4.78139070,3.05692786,0.00060321,0.95013897,0.03035947,1.08829697,1.81249449,0.43315947,0.53596630,0.31653499
-4.77538769,2.97866561,0.00057754,0.91410584,0.03013733,1.08025763,1.75229258,0.41485215,0.54173619,0.31412947
-4.76938469,2.91495363,0.00055533,0.88306129,0.02991896,1.07718959,1.70243303,0.39865192,0.55041575,0.31290099
-4.76338169,2.86682417,0.00053724,0.85725356,0.02971166,1.07954234,1.66332903,0.38473094,0.56210719,0.31298017
-4.75737869,2.83501040,0.00052381,0.83680583,0.02952248,1.08769236,1.63512681,0.37321563,0.57685780,0.31448735
-4.75137569,2.81994188,0.00051550,0.82171834,0.02935804,1.10193646,1.61771118,0.36418668,0.59465678,0.31753125
-4.74537269,2.82174440,0.00051267,0.81187302,0.02922413,1.12248549,1.61071690,0.35767984,0.61543296,0.32220750
-4.73936968,2.84024411,0.00051558,0.80704047,0.02912555,1.14945824,1.61354535,0.35368720,0.63905351,0.32859687
-4.73336668,2.87497520,0.00052437,0.80688898,0.02906574,1.18287575,1.62538575,0.35215905,0.66532369,0.33676324
-4.72736368,2.92519129,0.00053908,0.81099537,0.02904666,1.22265607,1.64524040,0.35300613,0.69398783,0.34675136
-4.72136068,2.98987997,0.00055965,0.81885739,0.02906861,1.26860982,1.67195309,0.35610234,0.72473165,0.35858441
-4.71535768,3.06778061,0.00058593,0.82990733,0.02913013,1.32043675,1.70424012,0.36128767,0.75718581,0.37226140
-4.70935468,3.15740515,0.00061765,0.84352668,0.02922799,1.37772356,1.74072299,0.36837152,0.79093096,0.38775466
-4.70335168,3.25706207,0.00065448,0.85906132,0.02935725,1.43994350,1.77996220,0.37713622,0.82550400,0.40500742
-4.69734867,3.36488312,0.00069597,0.87583721,0.02951142,1.50645794,1.82049138,0.38734088,0.86040573,0.42393168
-4.69134567,3.47885312,0.00074163,0.89317601,0.02968261,1.57652026,1.86085089,0.39872538,0.89510951,0.44440662
-4.68534267,3.59684239,0.00079086,0.91041045,0.02986182,1.64928249,1.89962050,0.41101475,0.92907107,0.46627756
-4.67933967,3.71664173,0.00084302,0.92689910,0.03003924,1.72380465,1.93545009,0.42392363,0.96173894,0.48935583
-4.67333667,3.83599961,0.00089738,0.94204014,0.03020458,1.79906716,1.96708800,0.43716100,0.99256547,0.51341952
-4.66733367,3.95266110,0.00095319,0.95528402,0.03034746,1.87398608,1.99340637,0.45043507,1.02101811,0.53821531
-4.66133067,4.06440799,0.00100963,0.96614446,0.03045774,1.94743135,2.01342282,0.46345826,1.04659057,0.56346141
-4.65532766,4.16909946,0.00106585,0.97420783,0.03052585,2.01824734,2.02631821,0.47595222,1.06881366,0.58885173
-4.64932466,4.26471236,0.00112099,0.97914043,0.03054320,2.08527578,2.03144995,0.48765288,1.08726547,0.61406104
-4.64332166,4.34938039,0.00117415,0.98069381,0.03050238,2.14738013,2.02836084,0.49831527,1.10158060,0.63875121
