energy_ev,total_up,B_p_up,B_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,0.14149812,0.00316683,0.00000000,0.05316983,0.03828946,0.04865990,0.00000000
-5.99399700,0.16794679,0.00372078,0.00000000,0.06324422,0.04543473,0.05781455,0.00000000
-5.98799400,0.19838965,0.00436383,0.00000000,0.07477374,0.05364935,0.06838594,0.00000000
-5.98199100,0.23303940,0.00509943,0.00000000,0.08783878,0.06298894,0.08045489,0.00000000
-5.97598799,0.27206510,0.00593020,0.00000000,0.10250214,0.07349670,0.09408888,0.00000000
-5.96998499,0.31557725,0.00685761,0.00000000,0.11880378,0.08519931,0.10933685,0.00000000
-5.96398199,0.36361292,0.00788165,0.00000000,0.13675587,0.09810296,0.12622388,0.00000000
-5.95797899,0.41612182,0.00900053,0.00000000,0.15633814,0.11218955,0.14474628,0.00000000
-5.95197599,0.47295391,0.01021048,0.00000000,0.17749400,0.12741329,0.16486707,0.00000000
-5.94597299,0.53384935,0.01150550,0.00000000,0.20012753,0.14369801,0.18651222,0.00000000
-5.93996998,0.59843150,0.01287724,0.00000000,0.22410181,0.16093526,0.20956799,0.00000000
-5.93396698,0.66620377,0.01431501,0.00000000,0.24923859,0.17898342,0.23387947,0.00000000
-5.92796398,0.73655076,0.01580577,0.00000000,0.27531970,0.19766805,0.25925059,0.00000000
-5.92196098,0.80874416,0.01733436,0.00000000,0.30209015,0.21678347,0.28544574,0.00000000
-5.91595798,0.88195363,0.01888368,0.00000000,0.32926306,0.23609582,0.31219314,0.00000000
-5.90995498,0.95526268,0.02043516,0.00000000,0.35652622,0.25534730,0.33918985,0.00000000
-5.90395198,1.02768911,0.02196910,0.00000000,0.38355028,0.27426190,0.36610848,0.00000000
-5.89794897,1.09820961,0.02346531,0.00000000,0.40999814,0.29255207,0.39260524,0.00000000
-5.89194597,1.16578759,0.02490363,0.00000000,0.43553523,0.30992649,0.41832922,0.00000000
-5.88594297,1.22940318,0.02626456,0.00000000,0.45984020,0.32609833,0.44293244,0.00000000
-5.87993997,1.28808418,0.02752991,0.00000000,0.48261556,0.34079389,0.46608027,0.00000000
-5.87393697,1.34093656,0.02868336,0.00000000,0.50359763,0.35376114,0.48746175,0.00000000
-5.86793397,1.38717307,0.02971102,0.00000000,0.52256537,0.36477783,0.50679929,0.00000000
-5.86193097,1.42613859,0.03060187,0.00000000,0.53934750,0.37365872,0.52385728,0.00000000
-5.85592796,1.45733089,0.03134806,0.00000000,0.55382752,0.38026170,0.53844921,0.00000000
-5.84992496,1.48041586,0.03194518,0.00000000,0.56594627,0.38449231,0.55044279,0.00000000
-5.84392196,1.49523624,0.03239223,0.00000000,0.57570193,0.38630670,0.55976297,0.00000000
-5.83791896,1.50181354,0.03269160,0.00000000,0.58314732,0.38571262,0.56639253,0.00000000
-5.83191596,1.50034298,0.03284879,0.00000000,0.58838464,0.38276857,0.57037029,0.00000000
-5.82591296,1.49118177,0.03287204,0.00000000,0.59155797,0.37758102,0.57178711,0.00000000
-5.81990995,1.47483143,0.03277189,0.00000000,0.59284394,0.37030006,0.57077976,0.00000000
-5.81390695,1.45191504,0.03256053,0.00000000,0.59244102,0.36111346,0.56752316,0.00000000
-5.80790395,1.42315075,0.03225126,0.00000000,0.59055820,0.35023959,0.56222134,0.00000000
-5.80190095,1.38932303,0.03185781,0.00000000,0.58740366,0.33791961,0.55509777,0.00000000
-5.79589795,1.35125302,0.03139375,0.00000000,0.58317402,0.32440915,0.54638551,0.00000000
-5.78989495,1.30976983,0.03087190,0.00000000,0.57804499,0.30997000,0.53631767,0.00000000
-5.78389195,1.26568382,0.03030387,0.00000000,0.57216379,0.29486224,0.52511899,0.00000000
-5.77788894,1.21976354,0.02969971,0.00000000,0.56564384,0.27933697,0.51299858,0.00000000
-5.77188594,1.17271698,0.02906764,0.00000000,0.55856207,0.26363010,0.50014452,0.00000000
-5.76588294,1.12517800,0.02841398,0.00000000,0.55095873,0.24795732,0.48672031,0.00000000
-5.75987994,1.07769821,0.02774317,0.00000000,0.54283991,0.23251040,0.47286338,0.00000000
-5.75387694,1.03074428,0.02705793,0.00000000,0.53418234,0.21745491,0.45868554,0.00000000
-5.74787394,0.98470033,0.02635952,0.00000000,0.52494017,0.20292927,0.44427528,0.00000000
-5.74187094,0.93987479,0.02564814,0.00000000,0.51505321,0.18904506,0.42970156,0.00000000
-5.73586793,0.89651070,0.02492334,0.00000000,0.50445604,0.17588837,0.41501876,0.00000000
-5.72986493,0.85479858,0.02418443,0.00000000,0.49308737,0.16352213,0.40027230,0.00000000
-5.72386193,0.81489057,0.02343096,0.00000000,0.48089902,0.15198894,0.38550455,0.00000000
-5.71785893,0.77691465,0.02266316,0.00000000,0.46786391,0.14131436,0.37076048,0.00000000
-5.71185593,0.74098800,0.02188221,0.00000000,0.45398255,0.13151027,0.35609268,0.00000000
-5.70585293,0.70722832,0.02109059,0.00000000,0.43928775,0.12257818,0.34156536,0.00000000
-5.69984992,0.67576247,0.02029221,0.00000000,0.42384700,0.11451212,0.32725698,0.00000000
-5.69384692,0.64673174,0.01949246,0.00000000,0.40776273,0.10730124,0.31326148,0.00000000
-5.68784392,0.62029360,0.01869818,0.00000000,0.39117023,0.10093162,0.29968784,0.00000000
-5.68184092,0.59661967,0.01791746,0.00000000,0.37423351,0.09538765,0.28665809,0.00000000
-5.67583792,0.57589031,0.01715942,0.00000000,0.35713931,0.09065262,0.27430389,0.00000000
-5.66983492,0.55828612,0.01643385,0.00000000,0.34008975,0.08670879,0.26276185,0.00000000
-5.66383192,0.54397700,0.01575081,0.00000000,0.32329391,0.08353693,0.25216792,0.00000000
-5.65782891,0.53310958,0.01512018,0.00000000,0.30695902,0.08111539,0.24265113,0.00000000
-5.65182591,0.52579384,0.01455122,0.00000000,0.29128166,0.07941897,0.23432708,0.00000000
-5.64582291,0.52208981,0.01405216,0.00000000,0.27643940,0.07841758,0.22729161,0.00000000
-5.63981991,0.52199533,0.01362972,0.00000000,0.26258348,0.07807501,0.22161489,0.00000000
-5.63381691,0.52543569,0.01328888,0.00000000,0.24983272,0.07834775,0.21733641,0.00000000
-5.62781391,0.53225583,0.01303251,0.00000000,0.23826909,0.07918415,0.21446103,0.00000000
-5.62181091,0.54221587,0.01286128,0.00000000,0.22793498,0.08052403,0.21295645,0.00000000
-5.61580790,0.55499024,0.01277352,0.00000000,0.21883234,0.08229864,0.21275219,0.00000000
