energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-5.64582291,2.49502295,0.01354884,0.37820194,1.17069065,0.00000000,0.38503472,0.33862002,0.60949635,0.66645138
-5.63981991,2.57906056,0.01279188,0.40128675,1.19067736,0.00000000,0.38250473,0.35386238,0.61730566,0.70292113
-5.63381691,2.66400499,0.01207551,0.42434569,1.21181725,0.00000000,0.38079966,0.36939485,0.62627304,0.73951087
-5.62781391,2.74893385,0.01140646,0.44722573,1.23374168,0.00000000,0.37987534,0.38505093,0.63640550,0.77597752
-5.62181091,2.83293878,0.01079068,0.46977925,1.25607308,0.00000000,0.37966924,0.40066313,0.64769607,0.81208420
-5.61580790,2.91514923,0.01023324,0.49186634,1.27843710,0.00000000,0.38010369,0.41606764,0.66012306,0.84760396
-5.60980490,2.99475461,0.00973827,0.51335650,1.30047481,0.00000000,0.38108979,0.43110893,0.67364942,0.88232258
-5.60380190,3.07102360,0.00930887,0.53412979,1.32185433,0.00000000,0.38253159,0.44564396,0.68822223,0.91604051
-5.59779890,3.14331984,0.00894711,0.55407721,1.34228118,0.00000000,0.38433047,0.45954595,0.70377209,0.94857377
-5.59179590,3.21111284,0.00865400,0.57310043,1.36150685,0.00000000,0.38638923,0.47270733,0.72021259,0.97975383
-5.58579290,3.27398386,0.00842946,0.59111097,1.37933492,0.00000000,0.38861589,0.48504180,0.73743964,1.00942649
-5.57978989,3.33162619,0.00827239,0.60802874,1.39562460,0.00000000,0.39092679,0.49648544,0.75533080,1.03744998
-5.57378689,3.38384020,0.00818061,0.62378029,1.41029132,0.00000000,0.39324892,0.50699663,0.77374465,1.06369245
-5.56778389,3.43052327,0.00815097,0.63829679,1.42330438,0.00000000,0.39552146,0.51655506,0.79252029,1.08802911
-5.56178089,3.47165556,0.00817933,0.65151197,1.43468205,0.00000000,0.39769639,0.52515956,0.81147704,1.11033928
-5.55577789,3.50728254,0.00826065,0.66336024,1.44448416,0.00000000,0.39973829,0.53282526,0.83041460,1.13050369
-5.54977489,3.53749562,0.00838909,0.67377515,1.45280303,0.00000000,0.40162345,0.53957997,0.84911378,1.14840239
-5.54377189,3.56241223,0.00855805,0.68268841,1.45975324,0.00000000,0.40333841,0.54546023,0.86733796,1.16391341
-5.53776888,3.58215691,0.00876031,0.69002949,1.46546105,0.00000000,0.40487822,0.55050717,0.88483549,1.17691254
-5.53176588,3.59684480,0.00898820,0.69572611,1.47005431,0.00000000,0.40624450,0.55476262,0.90134306,1.18727427
-5.52576288,3.60656893,0.00923371,0.69970542,1.47365349,0.00000000,0.40744373,0.55826561,0.91659028,1.19487407
-5.51975988,3.61139226,0.00948871,0.70189614,1.47636476,0.00000000,0.40848583,0.56104962,0.93030525,1.19959197
-5.51375688,3.61134547,0.00974514,0.70223134,1.47827545,0.00000000,0.40938333,0.56314078,0.94222134,1.20131734
-5.50775388,3.60643064,0.00999521,0.70065197,1.47945251,0.00000000,0.41015113,0.56455713,0.95208480,1.19995467
-5.50175088,3.59663108,0.01023168,0.69711088,1.47994390,0.00000000,0.41080712,0.56530907,0.95966316,1.19543020
-5.49574787,3.58192658,0.01044802,0.69157706,1.47978321,0.00000000,0.41137347,0.56540096,0.96475406,1.18769889
-5.48974487,3.56231353,0.01063868,0.68404011,1.47899686,0.00000000,0.41187866,0.56483383,0.96719416,1.17675160
-5.48374187,3.53782839,0.01079927,0.67451441,1.47761371,0.00000000,0.41236004,0.56360892,0.96686771,1.16262188
-5.47773887,3.50857316,0.01092676,0.66304292,1.47567617,0.00000000,0.41286673,0.56173187,0.96371445,1.14539200
-5.47173587,3.47474103,0.01101958,0.64970040,1.47325207,0.00000000,0.41346263,0.55921729,0.95773625,1.12519802
-5.46573287,3.43664029,0.01107781,0.63459563,1.47044637,0.00000000,0.41422920,0.55609323,0.94900217,1.10223323
-5.45972986,3.39471470,0.01110311,0.61787272,1.46741159,0.00000000,0.41526777,0.55240532,0.93765154,1.07674998
-5.45372686,3.34955856,0.01109885,0.59971116,1.46435618,0.00000000,0.41670100,0.54822014,0.92389472,1.04905940
-5.44772386,3.30192492,0.01106995,0.58032461,1.46154988,0.00000000,0.41867327,0.54362752,0.90801132,1.01952917
-5.44172086,3.25272583,0.01102280,0.55995844,1.45932531,0.00000000,0.42134985,0.53874150,0.89034586,0.98857895
-5.43571786,3.20302380,0.01096513,0.53888601,1.45807540,0.00000000,0.42491446,0.53369981,0.87130079,0.95667386
-5.42971486,3.15401438,0.01090572,0.51740374,1.45824636,0.00000000,0.42956551,0.52866167,0.85132693,0.92431591
-5.42371186,3.10699984,0.01085418,0.49582528,1.46032612,0.00000000,0.43551067,0.52380406,0.83091193,0.89203381
-5.41770885,3.06335503,0.01082066,0.47447475,1.46482875,0.00000000,0.44296021,0.51931645,0.81056668,0.86037130
-5.41170585,3.02448645,0.01081549,0.45367950,1.47227519,0.00000000,0.45211914,0.51539428,0.79081057,0.82987460
-5.40570285,2.99178641,0.01084888,0.43376249,1.48317133,0.00000000,0.46317850,0.51223146,0.77215594,0.80107929
-5.39969985,2.96658415,0.01093057,0.41503471,1.49798434,0.00000000,0.47630629,0.51001234,0.75509236,0.77449714
-5.39369685,2.95009639,0.01106952,0.39778779,1.51711852,0.00000000,0.49163829,0.50890347,0.74007156,0.75060339
-5.38769385,2.94337956,0.01127356,0.38228717,1.54089192,0.00000000,0.50926947,0.50904570,0.72749342,0.72982498
-5.38169085,2.94728617,0.01154922,0.36876606,1.56951510,0.00000000,0.52924628,0.51054706,0.71769373,0.71253012
-5.37568784,2.96242765,0.01190142,0.35742032,1.60307309,0.00000000,0.55156043,0.51347689,0.71093434,0.69901969
-5.36968484,2.98914541,0.01233331,0.34840457,1.64151197,0.00000000,0.57614442,0.51786142,0.70739584,0.68952069
-5.36368184,3.02749198,0.01284622,0.34182954,1.68463070,0.00000000,0.60286934,0.52368140,0.70717344,0.68418204
-5.35767884,3.07722310,0.01343953,0.33776074,1.73207901,0.00000000,0.63154503,0.53087165,0.71027580,0.68307281
-5.35167584,3.13780152,0.01411072,0.33621850,1.78336168,0.00000000,0.66192282,0.53932286,0.71662721,0.68618302
-5.34567284,3.20841232,0.01485545,0.33717924,1.83784928,0.00000000,0.69370074,0.54888546,0.72607265,0.69342670
-5.33966983,3.28798929,0.01566766,0.34057796,1.89479497,0.00000000,0.72653127,0.55937548,0.73838573,0.70464728
-5.33366683,3.37525107,0.01653978,0.34631170,1.95335689,0.00000000,0.76003113,0.57058208,0.75327888,0.71962480
-5.32766383,3.46874552,0.01746294,0.35424384,2.01262499,0.00000000,0.79379293,0.58227647,0.77041546,0.73808472
-5.32166083,3.56690006,0.01842726,0.36420898,2.07165138,0.00000000,0.82739808,0.59422162,0.78942306,0.75970773
-5.31565783,3.66807581,0.01942211,0.37601811,2.12948264,0.00000000,0.86043049,0.60618251,0.80990756,0.78414025
-5.30965483,3.77062279,0.02043646,0.38946402,2.18519265,0.00000000,0.89249038,0.61793614,0.83146710,0.81100502
-5.30365183,3.87293370,0.02145915,0.40432649,2.23791450,0.00000000,0.92320771,0.62928097,0.85370549,0.83991125
-5.29764882,3.97349384,0.02247924,0.42037710,2.28686988,0.00000000,0.95225438,0.64004525,0.87624442,0.87046408
-5.29164582,4.07092483,0.02348627,0.43738373,2.33139466,0.00000000,0.97935499,0.65009377,0.89873409,0.90227266
-5.28564282,4.16402039,0.02447051,0.45511418,2.37095957,0.00000000,1.00429528,0.65933278,0.92086169,0.93495688
-5.27963982,4.25177267,0.02542319,0.47333931,2.40518489,0.00000000,1.02692822,0.66771274,0.94235766,0.96815236
-5.27363682,4.33338842,0.02633672,0.49183529,2.43384875,0.00000000,1.04717722,0.67522889,0.96299951,1.00151367
-5.26763382,4.40829445,0.02720471,0.51038521,2.45688867,0.00000000,1.06503647,0.68191946,0.98261312,1.03471583
-5.26163082,4.47613283,0.02802215,0.52878005,2.47439636,0.00000000,1.08056832,0.68786182,1.00107179,1.06745430
-5.25562781,4.53674663,0.02878537,0.54681917,2.48660628,0.00000000,1.09389792,0.69316658,1.01829309,1.09944365
-5.24962481,4.59015725,0.02949200,0.56431037,2.49387852,0.00000000,1.10520530,0.69797017,1.03423404,1.13041530
-5.24362181,4.63653522,0.03014090,0.58106985,2.49667701,0.00000000,1.11471533,0.70242601,1.04888477,1.16011470
-5.23761881,4.67616631,0.03073205,0.59692217,2.49554414,0.00000000,1.12268591,0.70669501,1.06226132,1.18829842
-5.23161581,4.70941499,0.03126635,0.61170029,2.49107305,0.00000000,1.12939512,0.71093561,1.07439795,1.21473163
-5.22561281,4.73668748,0.03174542,0.62524606,2.48387894,0.00000000,1.13512766,0.71529406,1.08533937,1.23918623
-5.21960980,4.75839631,0.03217146,0.63741106,2.47457069,0.00000000,1.14016137,0.71989523,1.09513343,1.26144008
-5.21360680,4.77492837,0.03254694,0.64805805,2.46372409,0.00000000,1.14475425,0.72483457,1.10382459,1.28127767
-5.20760380,4.78661796,0.03287444,0.65706292,2.45185764,0.00000000,1.14913271,0.73017137,1.11144853,1.29849205
-5.20160080,4.79372603,0.03315645,0.66431718,2.43941222,0.00000000,1.15348123,0.73592389,1.11802806,1.31288854
-5.19559780,4.79642662,0.03339515,0.66973091,2.42673496,0.00000000,1.15793421,0.74206641,1.12357060,1.32428960
-5.18959480,4.79480061,0.03359230,0.67323608,2.41406823,0.00000000,1.16256998,0.74852833,1.12806723,1.33254113
-5.18359180,4.78883705,0.03374912,0.67478999,2.40154377,0.00000000,1.16740739,0.75519552,1.13149327,1.33751958
-5.17758879,4.77844153,0.03386619,0.67437867,2.38918210,0.00000000,1.17240499,0.76191365,1.13381043,1.33913961
-5.17158579,4.76345078,0.03394346,0.67202017,2.37689704,0.00000000,1.17746281,0.76849349,1.13497014,1.33736186
-5.16558279,4.74365257,0.03398025,0.66776721,2.36450495,0.00000000,1.18242662,0.77471795,1.13491808,1.33220032
-5.15957979,4.71880950,0.03397530,0.66170941,2.35173801,0.00000000,1.18709442,0.78035040,1.13359949,1.32372887
-5.15357679,4.68868532,0.03392690,0.65397447,2.33826087,0.00000000,1.19122493,0.78514407,1.13096493,1.31208652
-5.14757379,4.65307228,0.03383298,0.64472855,2.32368991,0.00000000,1.19454753,0.78885204,1.12697634,1.29748091
-5.14157079,4.61181784,0.03369129,0.63417546,2.30761391,0.00000000,1.19677347,0.79123732,1.12161289,1.28018995
-5.13556778,4.56484960,0.03349955,0.62255477,2.28961551,0.00000000,1.19760753,0.79208274,1.11487646,1.26056106
-5.12956478,4.51219678,0.03325564,0.61013875,2.26929224,0.00000000,1.19675993,0.79119995,1.10679631,1.23900824
-5.12356178,4.45400749,0.03295777,0.59722820,2.24627637,0.00000000,1.19395788,0.78843748,1.09743282,1.21600666
-5.11755878,4.39056068,0.03260461,0.58414730,2.22025270,0.00000000,1.18895623,0.78368716,1.08688008,1.19208506
-5.11155578,4.32227234,0.03219546,0.57123754,2.19097366,0.00000000,1.18154699,0.77688890,1.07526704,1.16781605
-5.10555278,4.24969545,0.03173032,0.55885096,2.15827116,0.00000000,1.17156720,0.76803352,1.06275729,1.14380462
-5.09954977,4.17351395,0.03120997,0.54734287,2.12206474,0.00000000,1.15890499,0.75716353,1.04954736,1.12067523
-5.09354677,4.09453067,0.03063602,0.53706430,2.08236600,0.00000000,1.14350361,0.74437195,1.03586360,1.09905781
-5.08754377,4.01365006,0.03001086,0.52835428,2.03927914,0.00000000,1.12536343,0.72979913,1.02195766,1.07957321
-5.08154077,3.93185633,0.02933767,0.52153238,1.99299782,0.00000000,1.10454179,0.71362792,1.00810086,1.06281852
-5.07553777,3.85018800,0.02862032,0.51689152,1.94379873,0.00000000,1.08115090,0.69607734,0.99457756,1.04935274
-5.06953477,3.76971004,0.02786329,0.51469139,1.89203218,0.00000000,1.05535405,0.67739508,0.98167779,1.03968316
-5.06353177,3.69148472,0.02707155,0.51515259,1.83811043,0.00000000,1.02736022,0.65784934,0.96968945,1.03425305
-5.05752876,3.61654247,0.02625044,0.51845167,1.78249431,0.00000000,0.99741750,0.63772023,0.95889038,1.03343087
-5.05152576,3.54585393,0.02540555,0.52471720,1.72567879,0.00000000,0.96580565,0.61729120,0.94954055,1.03750137
-5.04552276,3.48030427,0.02454260,0.53402690,1.66817825,0.00000000,0.93282815,0.59684090,0.94187473,1.04665885
-5.03951976,3.42067084,0.02366736,0.54640598,1.61051202,0.00000000,0.89880398,0.57663578,0.93609587,1.06100273
-5.03351676,3.36760498,0.02278550,0.56182665,1.55319086,0.00000000,0.86405965,0.55692370,0.93236938,1.08053552
-5.02751376,3.32161845,0.02190261,0.58020880,1.49670478,0.00000000,0.82892157,0.53792871,0.93081862,1.10516329
-5.02151076,3.28307505,0.02102408,0.60142178,1.44151273,0.00000000,0.79370909,0.51984727,0.93152161,1.13469846
-5.01550775,3.25218751,0.02015509,0.62528730,1.38803433,0.00000000,0.75872835,0.50284578,0.93450910,1.16886491
-5.00950475,3.22901958,0.01930065,0.65158323,1.33664389,0.00000000,0.72426720,0.48705959,0.93976404,1.20730513
-5.00350175,3.21349305,0.01846552,0.68004832,1.28766674,0.00000000,0.69059101,0.47259326,0.94722243,1.24958930
-4.99749875,3.20539920,0.01765431,0.71038754,1.24137782,0.00000000,0.65793967,0.45952196,0.95677543,1.29522578
-4.99149575,3.20441424,0.01687146,0.74227808,1.19800240,0.00000000,0.62652557,0.44789391,0.96827275,1.34367294
-4.98549275,3.21011767,0.01612123,0.77537574,1.15771863,0.00000000,0.59653254,0.43773349,0.98152700,1.39435183
-4.97948974,3.22201306,0.01540779,0.80932159,1.12066173,0.00000000,0.56811575,0.42904496,0.99631908,1.44665937
-4.97348674,3.23955011,0.01473517,0.84374878,1.08692934,0.00000000,0.54140229,0.42181637,1.01240417,1.49998163
-4.96748374,3.26214728,0.01410725,0.87828929,1.05658775,0.00000000,0.51649243,0.41602359,1.02951843,1.55370703
-4.96148074,3.28921391,0.01352780,0.91258055,1.02967848,0.00000000,0.49346134,0.41163418,1.04738593,1.60723887
-4.95547774,3.32017115,0.01300040,0.94627183,1.00622503,0.00000000,0.47236121,0.40861086,1.06572588,1.66000709
-4.94947474,3.35447084,0.01252840,0.97903008,0.98623917,0.00000000,0.45322355,0.40691459,1.08425984,1.71147886
-4.94347174,3.39161164,0.01211489,1.01054544,0.96972654,0.00000000,0.43606153,0.40650694,1.10271876,1.76116785
-4.93746873,3.43115189,0.01176263,1.04053598,0.95669130,0.00000000,0.42087242,0.40735183,1.12084971,1.80864183
-4.93146573,3.47271872,0.01147399,1.06875189,0.94713943,0.00000000,0.40763974,0.40941654,1.13842210,1.85352866
-4.92546273,3.51601311,0.01125084,1.09497878,0.94108062,0.00000000,0.39633536,0.41267192,1.15523328,1.89552040
-4.91945973,3.56081073,0.01109455,1.11904025,0.93852854,0.00000000,0.38692119,0.41709188,1.17111330,1.93437551
-4.91345673,3.60695869,0.01100588,1.14079951,0.93949950,0.00000000,0.37935070,0.42265225,1.18592880,1.96991926
-4.90745373,3.65436820,0.01098494,1.16016021,0.94400950,0.00000000,0.37357000,0.42932893,1.19958574,2.00204225
-4.90145073,3.70300369,0.01103117,1.17706621,0.95206990,0.00000000,0.36951874,0.43709561,1.21203107,2.03069723
-4.89544772,3.75286875,0.01114328,1.19150061,0.96368180,0.00000000,0.36713058,0.44592107,1.22325312,2.05589434
-4.88944472,3.80398980,0.01131923,1.20348383,0.97882953,0.00000000,0.36633357,0.45576626,1.23328067,2.07769511
-4.88344172,3.85639800,0.01155628,1.21307088,0.99747357,0.00000000,0.36705023,0.46658129,1.24218088,2.09620519
-4.87743872,3.91011068,0.01185097,1.22034798,1.01954341,0.00000000,0.36919763,0.47830250,1.25005579,2.11156645
-4.87143572,3.96511295,0.01219917,1.22542845,1.04493074,0.00000000,0.37268740,0.49084989,1.25703788,2.12394851
-4.86543272,4.02134076,0.01259613,1.22844824,1.07348347,0.00000000,0.37742583,0.50412497,1.26328444,2.13354005
-4.85942971,4.07866631,0.01303657,1.22956094,1.10500116,0.00000000,0.38331407,0.51800925,1.26897125,2.14054045
-4.85342671,4.13688658,0.01351475,1.22893272,1.13923210,0.00000000,0.39024860,0.53236358,1.27428557,2.14515169
-4.84742371,4.19571597,0.01402460,1.22673708,1.17587260,0.00000000,0.39812192,0.54702846,1.27941879,2.14757117
-4.84142071,4.25478336,0.01455982,1.22314977,1.21456869,0.00000000,0.40682352,0.56182527,1.28455894,2.14798539
-4.83541771,4.31363404,0.01511402,1.21834386,1.25492023,0.00000000,0.41624118,0.57655875,1.28988345,2.14656482
-4.82941471,4.37173645,0.01568084,1.21248517,1.29648766,0.00000000,0.42626246,0.59102041,1.29555218,2.14345995
-4.82341171,4.42849357,0.01625411,1.20572809,1.33880103,0.00000000,0.43677649,0.60499300,1.30170122,2.13879863
-4.81740870,4.48325823,0.01682796,1.19821197,1.38137115,0.00000000,0.44767580,0.61825587,1.30843743,2.13268461
-4.81140570,4.53535172,0.01739693,1.19005801,1.42370219,0.00000000,0.45885824,0.63059093,1.31583405,2.12519714
-4.80540270,4.58408458,0.01795613,1.18136681,1.46530543,0.00000000,0.47022882,0.64178910,1.32392738,2.11639157
-4.79939970,4.62877842,0.01850127,1.17221649,1.50571319,0.00000000,0.48170132,0.65165683,1.33271458,2.10630063
-4.79339670,4.66878747,0.01902872,1.16266149,1.54449244,0.00000000,0.49319963,0.66002241,1.34215270,2.09493627
-4.78739370,4.70351878,0.01953558,1.15273198,1.58125719,0.00000000,0.50465871,0.66674185,1.35215890,2.08229184
-4.78139070,4.73244985,0.02001964,1.14243390,1.61567909,0.00000000,0.51602503,0.67170379,1.36261170,2.06834440
-4.77538769,4.75514277,0.02047934,1.13174965,1.64749556,0.00000000,0.52725658,0.67483343,1.37335330,2.05305703
-4.76938469,4.77125427,0.02091372,1.12063940,1.67651504,0.00000000,0.53832233,0.67609493,1.38419289,2.03638113
-4.76338169,4.78054125,0.02132233,1.10904306,1.70261913,0.00000000,0.54920130,0.67549253,1.39491081,2.01825859
-4.75737869,4.78286197,0.02170506,1.09688287,1.72576142,0.00000000,0.55988121,0.67306987,1.40526344,1.99862382
-4.75137569,4.77817295,0.02206208,1.08406663,1.74596333,0.00000000,0.57035699,0.66890790,1.41498890,1.97740592
-4.74537269,4.76652254,0.02239364,1.07049154,1.76330724,0.00000000,0.58062915,0.66312131,1.42381330,1.95453092
-4.73936968,4.74804185,0.02270000,1.05604865,1.77792744,0.00000000,0.59070226,0.65585371,1.43145761,1.92992425
-4.73336668,4.72293433,0.02298127,1.04062775,1.78999968,0.00000000,0.60058379,0.64727189,1.43764492,1.90351368
-4.72736368,4.69146503,0.02323734,1.02412278,1.79973015,0.00000000,0.61028330,0.63755948,1.44210817,1.87523268
-4.72136068,4.65395089,0.02346784,1.00643746,1.80734469,0.00000000,0.61981230,0.62691037,1.44459814,1.84502450
-4.71535768,4.61075293,0.02367213,0.98749107,1.81307909,0.00000000,0.62918480,0.61552233,1.44489147,1.81284662
-4.70935468,4.56227151,0.02384931,0.96722419,1.81717133,0.00000000,0.63841851,0.60359121,1.44279877,1.77867595
-4.70335168,4.50894489,0.02399838,0.94560409,1.81985624,0.00000000,0.64753689,0.59130597,1.43817234,1.74251420
-4.69734867,4.45125158,0.02411826,0.92262965,1.82136309,0.00000000,0.65657168,0.57884501,1.43091343,1.70439359
-4.69134567,4.38971620,0.02420807,0.89833554,1.82191618,0.00000000,0.66556601,0.56637371,1.42097869,1.66438234
-4.68534267,4.32491835,0.02426722,0.87279533,1.82173848,0.00000000,0.67457764,0.55404356,1.40838552,1.62258976
-4.67933967,4.25750360,0.02429570,0.84612351,1.82105778,0.00000000,0.68368223,0.54199266,1.39321608,1.57917063
-4.67333667,4.18819537,0.02429424,0.81847603,1.82011491,0.00000000,0.69297627,0.53034757,1.37561951,1.53432839
-4.66733367,4.11780648,0.02426453,0.79004952,1.81917320,0.00000000,0.70257931,0.51922626,1.35581241,1.48831689
-4.66133067,4.04724861,0.02420936,0.76107882,1.81852808,0.00000000,0.71263527,0.50874188,1.33407700,1.44144047
-4.65532766,3.97753842,0.02413274,0.73183315,1.81851610,0.00000000,0.72331248,0.49900698,1.31075723,1.39405202
-4.64932466,3.90979883,0.02404000,0.70261069,1.81952201,0.00000000,0.73480227,0.49013781,1.28625246,1.34654910
-4.64332166,3.84525437,0.02393772,0.67373205,1.82198317,0.00000000,0.74731605,0.48225827,1.26100905,1.29936786
