energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Li_s_up,S_s_up,S_p_up
-3.07653827,17.65974723,0.11089114,0.12249007,1.48278530,14.20285213,0.24622923,0.08732707,1.95121040
-3.07053527,18.43905308,0.11666616,0.12432475,1.52972463,14.86873641,0.26050387,0.08585497,2.00134609
-3.06453227,19.19606036,0.12218435,0.12593917,1.57407467,15.51724965,0.27379614,0.08447485,2.04863020
-3.05852926,19.92168236,0.12736517,0.12730233,1.61521630,16.14074807,0.28588235,0.08320680,2.09233952
-3.05252626,20.60734255,0.13213033,0.12839041,1.65258233,16.73201254,0.29655525,0.08206760,2.13179575
-3.04652326,21.24521790,0.13640636,0.12918708,1.68567550,17.28444751,0.30563057,0.08107072,2.16638920
-3.04052026,21.82846854,0.14012705,0.12968363,1.71408575,17.79226743,0.31295291,0.08022655,2.19560212
-3.03451726,22.35144322,0.14323568,0.12987892,1.73750577,18.25066259,0.31840087,0.07954265,2.21903037
-3.02851426,22.80985045,0.14568707,0.12977921,1.75574379,18.65593608,0.32189095,0.07902423,2.23640219
-3.02251126,23.20088626,0.14744906,0.12939778,1.76873295,19.00560522,0.32338031,0.07867455,2.24759290
-3.01650825,23.52331117,0.14850370,0.12875445,1.77653638,19.29846156,0.32286798,0.07849541,2.25263444
-3.01050525,23.77747133,0.14884775,0.12787494,1.77934740,19.53458578,0.32039469,0.07848743,2.25171903
-3.00450225,23.96526135,0.14849271,0.12679011,1.77748464,19.71531589,0.31604113,0.07865043,2.24519635
-2.99849925,24.09002939,0.14746430,0.12553508,1.77138197,19.84316925,0.30992492,0.07898350,2.23356427
-2.99249625,24.15642788,0.14580136,0.12414827,1.76157353,19.92172145,0.30219620,0.07948505,2.21745314
-2.98649325,24.17021626,0.14355440,0.12267032,1.74867438,19.95544733,0.29303237,0.08015267,2.19760454
-2.98049025,24.13802462,0.14078369,0.12114302,1.73335771,19.94953115,0.28263185,0.08098290,2.17484517
-2.97448724,24.06708908,0.13755720,0.11960819,1.71632952,19.90965474,0.27120755,0.08197088,2.15005735
-2.96848424,23.96497109,0.13394834,0.11810652,1.69830216,19.84177323,0.25898001,0.08311002,2.12414738
-2.96248124,23.83927381,0.13003371,0.11667655,1.67996794,19.75188871,0.24617072,0.08439156,2.09801353
-2.95647824,23.69736822,0.12589094,0.11535365,1.66197423,19.64583185,0.23299584,0.08580434,2.07251509
-2.95047524,23.54614108,0.12159675,0.11416912,1.64490126,19.52906088,0.21966049,0.08733450,2.04844410
-2.94447224,23.39177534,0.11722524,0.11314949,1.62924385,19.40648623,0.20635397,0.08896544,2.02650110
-2.93846923,23.23957145,0.11284658,0.11231597,1.61539782,19.28232742,0.19324590,0.09067792,2.00727588
-2.93246623,23.09381566,0.10852600,0.11168411,1.60365189,19.16000679,0.18048343,0.09245027,1.99123425
-2.92646323,22.95769869,0.10432321,0.11126373,1.59418525,19.04208290,0.16818955,0.09425891,1.97871093
-2.92046023,22.83328556,0.10029212,0.11105913,1.58707093,18.93022384,0.15646252,0.09607891,1.96990895
-2.91445723,22.72153438,0.09648089,0.11106949,1.58228455,18.82521919,0.14537622,0.09788480,1.96490502
-2.90845423,22.62236013,0.09293224,0.11128967,1.57971784,18.72702711,0.13498139,0.09965138,1.96366040
-2.90245123,22.53473703,0.08968390,0.11171112,1.57919616,18.63485196,0.12530762,0.10135464,1.96603614
-2.89644822,22.45683189,0.08676925,0.11232317,1.58049882,18.54724649,0.11636588,0.10297260,1.97181196
-2.89044522,22.38615996,0.08421786,0.11311442,1.58338102,18.46223221,0.10815139,0.10448615,1.98070702
-2.88444222,22.31975425,0.08205606,0.11407430,1.58759623,18.37743098,0.10064676,0.10587972,1.99240172
-2.87843922,22.25433964,0.08030744,0.11519470,1.59291757,18.29020124,0.09382507,0.10714178,2.00655903
-2.87243622,22.18650361,0.07899306,0.11647166,1.59915720,18.19777284,0.08765289,0.10826511,2.02284413
-2.86643322,22.11285631,0.07813164,0.11790686,1.60618248,18.09737470,0.08209307,0.10924690,2.04094151
-2.86043022,22.03017413,0.07773936,0.11950908,1.61392821,17.98635111,0.07710714,0.11008858,2.06056863
-2.85442721,21.93552213,0.07782965,0.12129530,1.62240415,17.86226291,0.07265730,0.11079542,2.08148558
-2.84842421,21.82635217,0.07841261,0.12329148,1.63169763,17.72297120,0.06870802,0.11137597,2.10350041
-2.84242121,21.70057512,0.07949439,0.12553295,1.64197087,17.56670230,0.06522713,0.11184132,2.12647015
-2.83641821,21.55660665,0.08107646,0.12806421,1.65345339,17.39209313,0.06218642,0.11220426,2.15029768
-2.83041521,21.39338740,0.08315472,0.13093829,1.66642976,17.19821781,0.05956189,0.11247838,2.17492481
-2.82441221,21.21037918,0.08571871,0.13421542,1.68122323,16.98459597,0.05733357,0.11267718,2.20032219
-2.81840920,21.00753963,0.08875082,0.13796119,1.69817615,16.75118468,0.05548502,0.11281320,2.22647678
-2.81240620,20.78527833,0.09222562,0.14224414,1.71762798,16.49835566,0.05400256,0.11289728,2.25337769
-2.80640320,20.54439780,0.09610936,0.14713278,1.73989194,16.22685988,0.05287437,0.11293792,2.28100111
-2.80040020,20.28602274,0.10035965,0.15269230,1.76523139,15.93778202,0.05208940,0.11294084,2.30929547
-2.79439720,20.01152155,0.10492545,0.15898089,1.79383710,15.63248695,0.05163628,0.11290864,2.33816735
-2.78839420,19.72242344,0.10974726,0.16604594,1.82580631,15.31256070,0.05150222,0.11284068,2.36746918
-2.78239120,19.42033503,0.11475766,0.17392028,1.86112472,14.97974839,0.05167204,0.11273317,2.39698922
-2.77638819,19.10685977,0.11988209,0.18261860,1.89965236,14.63589122,0.05212728,0.11257932,2.42644454
-2.77038519,18.78352344,0.12504001,0.19213425,1.94111390,14.28286512,0.05284551,0.11236970,2.45547739
-2.76438219,18.45170882,0.13014618,0.20243667,1.98509419,13.92252287,0.05379989,0.11209268,2.48365528
-2.75837919,18.11260202,0.13511239,0.21346954,2.03103939,13.55664196,0.05495889,0.11173497,2.51047500
-2.75237619,17.76715280,0.13984913,0.22514983,2.07826379,13.18687984,0.05628638,0.11128218,2.53537047
-2.74637319,17.41605035,0.14426766,0.23736790,2.12596237,12.81473811,0.05774185,0.11071947,2.55772452
-2.74037019,17.05971572,0.14828197,0.24998868,2.17322877,12.44153674,0.05928102,0.11003217,2.57688397
-2.73436718,16.69831089,0.15181092,0.26285395,2.21907821,12.06839914,0.06085660,0.10920639,2.59217785
-2.72836418,16.33176425,0.15478017,0.27578569,2.26247445,11.69624817,0.06241926,0.10822968,2.60293793
-2.72236118,15.95981076,0.15712417,0.28859041,2.30236006,11.32581281,0.06391881,0.10709151,2.60852097
-2.71635818,15.58204495,0.15878786,0.30106432,2.33768868,10.95764473,0.06530547,0.10578386,2.60833168
-2.71035518,15.19798362,0.15972818,0.31299905,2.36745815,10.59214323,0.06653120,0.10430162,2.60184556
-2.70435218,14.80713475,0.15991522,0.32418790,2.39074307,10.22958678,0.06755111,0.10264296,2.58863062
-2.69834917,14.40906882,0.15933313,0.33443204,2.40672558,9.87016905,0.06832469,0.10080961,2.56836692
-2.69234617,14.00348823,0.15798060,0.34354672,2.41472295,9.51403689,0.06881706,0.09880706,2.54086309
-2.68634317,13.59029092,0.15587092,0.35136697,2.41421105,9.16132787,0.06900000,0.09664458,2.50606900
-2.68034017,13.16962444,0.15303171,0.35775269,2.40484244,8.81220508,0.06885277,0.09433521,2.46408386
-2.67433717,12.74192725,0.14950421,0.36259286,2.38645866,8.46688692,0.06836268,0.09189550,2.41515938
-2.66833417,12.30795517,0.14534230,0.36580871,2.35909615,8.12567043,0.06752545,0.08934529,2.35969771
-2.66233117,11.86879139,0.14061110,0.36735578,2.32298571,7.78894680,0.06634519,0.08670718,2.29824426
-2.65632816,11.42584003,0.13538544,0.36722481,2.27854574,7.45720870,0.06483420,0.08400603,2.23147562
-2.65032516,10.98080389,0.12974802,0.36544146,2.22636968,7.13104936,0.06301241,0.08126831,2.16018323
-2.64432216,10.53564829,0.12378758,0.36206496,2.16720859,6.81115418,0.06090670,0.07852140,2.08525359
-2.63831916,10.09255375,0.11759691,0.35718587,2.10194963,6.49828592,0.05854991,0.07579281,2.00764591
-2.63231616,9.65386062,0.11127100,0.35092295,2.03159180,6.19326523,0.05597980,0.07310949,1.92836826
-2.62631316,9.22200948,0.10490522,0.34341961,1.95721992,5.89694821,0.05323780,0.07049707,1.84845345
-2.62031016,8.79948098,0.09859368,0.33483983,1.87997821,5.61020289,0.05036787,0.06797927,1.76893567
-2.61430715,8.38873853,0.09242779,0.32536399,1.80104447,5.33388656,0.04741526,0.06557733,1.69082888
-2.60830415,7.99217697,0.08649506,0.31518473,1.72160590,5.06882540,0.04442535,0.06330968,1.61510780
-2.60230115,7.61207939,0.08087814,0.30450287,1.64283717,4.81579770,0.04144264,0.06119166,1.54269215
-2.59629815,7.25058358,0.07565406,0.29352370,1.56588148,4.57552134,0.03850989,0.05923547,1.47443444
-2.59029515,6.90965863,0.07089378,0.28245364,1.49183466,4.34864591,0.03566734,0.05745029,1.41111148
-2.58429215,6.59109130,0.06666184,0.27149719,1.42173246,4.13574922,0.03295221,0.05584249,1.35341943
-2.57828914,6.29648080,0.06301615,0.26085445,1.35654081,3.93733746,0.03039833,0.05441601,1.30197191
-2.57228614,6.02724040,0.06000797,0.25071889,1.29714873,3.75384827,0.02803595,0.05317289,1.25730069
-2.56628314,5.78460327,0.05768178,0.24127550,1.24436322,3.58565526,0.02589174,0.05211372,1.21985811
-2.56028014,5.56963018,0.05607524,0.23269923,1.19890586,3.43307294,0.02398886,0.05123820,1.19002051
-2.55427714,5.38321658,0.05521900,0.22515363,1.16141026,3.29636068,0.02234720,0.05054567,1.16809173
-2.54827414,5.22609678,0.05513647,0.21878953,1.13242002,3.17572468,0.02098361,0.05003547,1.15430601
-2.54227114,5.09884362,0.05584337,0.21374396,1.11238668,3.07131712,0.01991229,0.04970731,1.14882967
-2.53626813,5.00186241,0.05734723,0.21013898,1.10166746,2.98323220,0.01914503,0.04956135,1.15176102
-2.53026513,4.93537871,0.05964669,0.20808061,1.10052242,2.91149868,0.01869155,0.04959827,1.16312840
-2.52426213,4.89942046,0.06273071,0.20765771,1.10911130,2.85606955,0.01855970,0.04981904,1.18288625
-2.51825913,4.89379524,0.06657775,0.20894095,1.12748998,2.81680918,0.01875564,0.05022458,1.21090949
-2.51225613,4.91806445,0.07115495,0.21198178,1.15560686,2.79347915,0.01928389,0.05081531,1.24698667
-2.50625313,4.97151636,0.07641733,0.21681155,1.19329957,2.78572356,0.02014733,0.05159055,1.29081252
-2.50025013,5.05314049,0.08230726,0.22344066,1.24029235,2.79305529,0.02134703,0.05254782,1.34198064
-2.49424712,5.16160561,0.08875408,0.23185796,1.29619450,2.81484422,0.02288209,0.05368219,1.39997729
-2.48824412,5.29524390,0.09567410,0.24203035,1.36050042,2.85030871,0.02474929,0.05498562,1.46417695
-2.48224112,5.45204320,0.10297100,0.25390257,1.43259146,2.89851102,0.02694277,0.05644636,1.53384069
-2.47623812,5.62964915,0.11053668,0.26739728,1.51173992,2.95835768,0.02945362,0.05804852,1.60811784
-2.47023512,5.82537831,0.11825261,0.28241543,1.59711541,3.02860489,0.03226949,0.05977179,1.68605167
-2.46423212,6.03624287,0.12599165,0.29883697,1.68779361,3.10786935,0.03537416,0.06159136,1.76658924
-2.45822911,6.25898697,0.13362042,0.31652181,1.78276741,3.19464428,0.03874725,0.06347805,1.84859566
-2.45222611,6.49013388,0.14100208,0.33531114,1.88096035,3.28732005,0.04236393,0.06539870,1.93087247
-2.44622311,6.72604290,0.14799945,0.35502912,1.98124211,3.38420906,0.04619476,0.06731677,2.01217982
-2.44022011,6.96297442,0.15447844,0.37548487,2.08244576,3.48357379,0.05020567,0.06919312,2.09126176
-2.43421711,7.19716077,0.16031156,0.39647481,2.18338643,3.58365724,0.05435808,0.07098702,2.16687385
-2.42821411,7.42488085,0.16538151,0.41778537,2.28288103,3.68271463,0.05860918,0.07265719,2.23781197
-2.42221111,7.64253575,0.16958454,0.43919599,2.37976840,3.77904543,0.06291241,0.07416309,2.30294141
-2.41620810,7.84672286,0.17283353,0.46048248,2.47292970,3.87102458,0.06721807,0.07546603,2.36122499
-2.41020510,8.03430596,0.17506065,0.48142055,2.56130821,3.95713201,0.07147410,0.07653043,2.41174901
-2.40420210,8.20247884,0.17621939,0.50178964,2.64392824,4.03597953,0.07562708,0.07732490,2.45374611
-2.39819910,8.34882023,0.17628597,0.52137683,2.71991255,4.10633435,0.07962322,0.07782323,2.48661397
-2.39219610,8.47133825,0.17525996,0.53998070,2.78849772,4.16713840,0.08340954,0.07800522,2.50992918
-2.38619310,8.56850280,0.17316415,0.55741517,2.84904704,4.21752313,0.08693505,0.07785725,2.52345557
-2.38019010,8.63926490,0.17004358,0.57351299,2.90106034,4.25681920,0.09015202,0.07737267,2.52714680
-2.37418709,8.68306232,0.16596385,0.58812890,2.94418052,4.28456087,0.09301709,0.07655198,2.52114301
-2.36818409,8.69981131,0.16100881,0.60114218,2.97819629,4.30048504,0.09549245,0.07540270,2.50576181
-2.36218109,8.68988507,0.15527757,0.61245855,3.00304100,4.30452495,0.09754683,0.07393911,2.48148391
-2.35617809,8.65407968,0.14888120,0.62201123,3.01878752,4.29679894,0.09915640,0.07218171,2.44893399
-2.35017509,8.59356897,0.14193900,0.62976120,3.02563917,4.27759465,0.10030546,0.07015658,2.40885783
-2.34417209,8.50985038,0.13457484,0.63569652,3.02391718,4.24734929,0.10098701,0.06789456,2.36209643
-2.33816908,8.40468389,0.12691332,0.63983075,3.01404490,4.20662698,0.10120309,0.06543040,2.30955836
-2.33216608,8.28002679,0.11907628,0.64220071,2.99652961,4.15609388,0.10096494,0.06280181,2.25219148
-2.32616308,8.13796704,0.11117955,0.64286341,2.97194270,4.09649253,0.10029298,0.06004851,2.19095519
-2.32016008,7.98065815,0.10333018,0.64189268,2.94089918,4.02861615,0.09921660,0.05721138,2.12679420
-2.31415708,7.81025837,0.09562413,0.63937544,2.90403745,3.95328447,0.09777385,0.05433160,2.06061510
-2.30815408,7.62887682,0.08814462,0.63540800,2.86200053,3.87132181,0.09601088,0.05144989,1.99326634
-2.30215108,7.43852872,0.08096098,0.63009259,2.81541963,3.78353864,0.09398139,0.04860596,1.92552252
-2.29614807,7.24110152,0.07412822,0.62353432,2.76490095,3.69071720,0.09174587,0.04583790,1.85807328
-2.29014507,7.03833291,0.06768703,0.61583890,2.71101647,3.59360173,0.08937083,0.04318188,1.79151718
-2.28414207,6.83180112,0.06166440,0.60711102,2.65429899,3.49289355,0.08692788,0.04067184,1.72636041
-2.27813907,6.62292718,0.05607456,0.59745371,2.59524174,3.38925081,0.08449274,0.03833931,1.66302013
-2.27213607,6.41298793,0.05092037,0.58696859,2.53430232,3.28329256,0.08214422,0.03621335,1.60183190
-2.26613307,6.20313799,0.04619486,0.57575688,2.47191043,3.17560625,0.07996305,0.03432047,1.54306035
-2.26013007,5.99443838,0.04188298,0.56392118,2.40847864,3.06675788,0.07803060,0.03268463,1.48691243
-2.25412706,5.78788888,0.03796336,0.55156762,2.34441525,2.95730342,0.07642751,0.03132722,1.43355197
-2.24812406,5.58446115,0.03441007,0.53880831,2.28013789,2.84780040,0.07523220,0.03026701,1.38311463
-2.24212106,5.38512950,0.03119430,0.52576369,2.21608664,2.73881823,0.07451922,0.02952002,1.33572209
-2.23611806,5.19089641,0.02828581,0.51256452,2.15273544,2.63094619,0.07435746,0.02909936,1.29149454
-2.23011506,5.00281031,0.02565424,0.49935322,2.09060040,2.52479789,0.07480834,0.02901498,1.25056059
-2.22411206,4.82197355,0.02327018,0.48628438,2.03024415,2.42101160,0.07592376,0.02927330,1.21306384
-2.21810905,4.64953954,0.02110598,0.47352413,1.97227544,2.32024590,0.07774419,0.02987684,1.17916583
-2.21210605,4.48669834,0.01913634,0.46124845,1.91734348,2.22317053,0.08029666,0.03082369,1.14904499
-2.20610305,4.33465136,0.01733872,0.44964023,1.86612706,2.13045278,0.08359292,0.03210706,1.12289176
-2.20010005,4.19457619,0.01569341,0.43888519,1.81931869,2.04273995,0.08762775,0.03371478,1.10090025
-2.19409705,4.06758364,0.01418361,0.42916689,1.77760437,1.96063892,0.09237762,0.03562885,1.08325686
-2.18809405,3.95466944,0.01279527,0.42066092,1.74164010,1.88469389,0.09779965,0.03782509,1.07012674
-2.18209105,3.85666373,0.01151679,0.41352867,1.71202613,1.81536374,0.10383118,0.04027293,1.06163905
-2.17608804,3.77418139,0.01033878,0.40791092,1.68928055,1.75300035,0.11038983,0.04293541,1.05787179
-2.17008504,3.70757659,0.00925364,0.40392163,1.67381343,1.69782941,0.11737423,0.04576931,1.05883745
-2.16408204,3.65690441,0.00825522,0.40164225,1.66590321,1.64993477,0.12466549,0.04872563,1.06447040
-2.15807904,3.62189239,0.00733849,0.40111692,1.66567640,1.60924775,0.13212933,0.05175026,1.07461670
-2.15207604,3.60192376,0.00649918,0.40234867,1.67309189,1.57554186,0.13961893,0.05478493,1.08902731
-2.14607304,3.59603407,0.00573351,0.40529709,1.68793078,1.54843374,0.14697843,0.05776844,1.10735505
-2.14007004,3.60292154,0.00503796,0.40987736,1.70979217,1.52739027,0.15404698,0.06063802,1.12915559
-2.13406703,3.62097124,0.00440913,0.41596086,1.73809540,1.51174174,0.16066318,0.06333097,1.15389260
-2.12806403,3.64829200,0.00384354,0.42337726,1.77208855,1.50070060,0.16666977,0.06578637,1.18094691
-2.12206103,3.68276465,0.00333763,0.43191811,1.81086304,1.49338481,0.17191846,0.06794677,1.20962921
-2.11605803,3.72209951,0.00288766,0.44134173,1.85337363,1.48884502,0.17627452,0.06976000,1.23919584
-2.11005503,3.76390049,0.00248979,0.45137913,1.89846312,1.48609417,0.17962115,0.07118071,1.26886699
-2.10405203,3.80573330,0.00214001,0.46174096,1.94489081,1.48413828,0.18186324,0.07217184,1.29784645
-2.09804902,3.84519476,0.00183429,0.47212498,1.99136371,1.48200719,0.18293046,0.07270582,1.32534228
-2.09204602,3.87998058,0.00156855,0.48222395,2.03656928,1.47878395,0.18277952,0.07276541,1.35058746
-2.08604302,3.90794907,0.00133879,0.49173365,2.07920890,1.47363174,0.18139543,0.07234423,1.37285977
-2.08004002,3.92717852,0.00114110,0.50036071,2.11803070,1.46581733,0.17879181,0.07144693,1.39150034
-2.07403702,3.93601643,0.00097176,0.50783016,2.15186110,1.45473037,0.17501012,0.07008892,1.40593011
-2.06803402,3.93311915,0.00082726,0.51389230,2.17963390,1.43989788,0.17011794,0.06829577,1.41566386
-2.06203102,3.91748103,0.00070433,0.51832889,2.20041639,1.42099367,0.16420636,0.06610225,1.42032138
-2.05602801,3.88845255,0.00060001,0.52095840,2.21343156,1.39784256,0.15738661,0.06355107,1.41963555
-2.05002501,3.84574719,0.00051161,0.52164018,2.21807612,1.37041942,0.14978607,0.06069140,1.41345712
-2.04402201,3.78943752,0.00043676,0.52027757,2.21393364,1.33884349,0.14154390,0.05757720,1.40175634
-2.03801901,3.71994088,0.00037336,0.51681969,2.20078258,1.30336813,0.13280649,0.05426547,1.38462123
-2.03201601,3.63799558,0.00031961,0.51126207,2.17859909,1.26436680,0.12372283,0.05081450,1.36225276
-2.02601301,3.54462871,0.00027398,0.50364590,2.14755425,1.22231574,0.11444015,0.04728219,1.33495717
-2.02001001,3.44111664,0.00023517,0.49405616,2.10800600,1.17777416,0.10509990,0.04372439,1.30313551
-2.01400700,3.32893983,0.00020210,0.48261838,2.06048598,1.13136258,0.09583422,0.04019358,1.26727091
-2.00800400,3.20973310,0.00017391,0.46949447,2.00568137,1.08374022,0.08676304,0.03673768,1.22791378
-2.00200100,3.08523329,0.00014988,0.45487740,1.94441262,1.03558199,0.07799189,0.03339907,1.18566547
-1.99599800,2.95722554,0.00012947,0.43898517,1.87760742,0.98755614,0.06961036,0.03021402,1.14116085
-1.98999500,2.82749027,0.00011225,0.42205413,1.80627202,0.94030290,0.06169143,0.02721225,1.09505027
-1.98399200,2.69775207,0.00009795,0.40433186,1.73146068,0.89441514,0.05429128,0.02441687,1.04798155
-1.97798899,2.56963249,0.00008638,0.38606998,1.65424439,0.85042132,0.04744992,0.02184447,1.00058252
-1.97198599,2.44460807,0.00007747,0.36751705,1.57568011,0.80877155,0.04119223,0.01950550,0.95344472
-1.96598299,2.32397496,0.00007126,0.34891187,1.49678152,0.76982689,0.03552947,0.01740480,0.90710883
-1.95997999,2.20882154,0.00006789,0.33047747,1.41849250,0.73385246,0.03046119,0.01554230,0.86205240
-1.95397699,2.10000973,0.00006764,0.31241593,1.34166427,0.70101440,0.02597725,0.01391379,0.81868025
-1.94797399,1.99816582,0.00007091,0.29490437,1.26703721,0.67138074,0.02206009,0.01251185,0.77731797
-1.94197099,1.90368095,0.00007828,0.27809208,1.19522782,0.64492622,0.01868695,0.01132672,0.73820878
-1.93596798,1.81672127,0.00009048,0.26209910,1.12672126,0.62154060,0.01583208,0.01034726,0.70151377
-1.92996498,1.73724711,0.00010846,0.24701605,1.06186976,0.60104039,0.01346881,0.00956185,0.66731550
-1.92396198,1.66504033,0.00013340,0.23290529,1.00089655,0.58318315,0.01157147,0.00895924,0.63562475
-1.91795898,1.59973849,0.00016673,0.21980338,0.94390499,0.56768407,0.01011712,0.00852940,0.60639011
-1.91195598,1.54087426,0.00021020,0.20772448,0.89089220,0.55423380,0.00908694,0.00826418,0.57950974
-1.90595298,1.48791812,0.00026583,0.19666459,0.84176633,0.54251701,0.00846750,0.00815798,0.55484488
-1.89994997,1.44032233,0.00033604,0.18660640,0.79636642,0.53223064,0.00825160,0.00820825,0.53223431
-1.89394697,1.39756396,0.00042357,0.17752440,0.75448370,0.52310120,0.00843889,0.00841583,0.51150898
-1.88794397,1.35918501,0.00053156,0.16939001,0.71588317,0.51490020,0.00903620,0.00878527,0.49250615
-1.88194097,1.32482744,0.00066353,0.16217634,0.68032435,0.50745711,0.01005753,0.00932483,0.47508231
-1.87593797,1.29426158,0.00082336,0.15586250,0.64758016,0.50066916,0.01152369,0.01004647,0.45912414
-1.86993497,1.26740633,0.00101528,0.15043706,0.61745307,0.49450763,0.01346169,0.01096558,0.44455713
-1.86393197,1.24434028,0.00124384,0.14590054,0.58978777,0.48902024,0.01590374,0.01210055,0.43135133
-1.85792896,1.22530307,0.00151381,0.14226687,0.56447999,0.48432959,0.01888596,0.01347219,0.41952404
-1.85192596,1.21068696,0.00183018,0.13956364,0.54148123,0.48062764,0.02244675,0.01510291,0.40913941
-1.84592296,1.20101905,0.00219800,0.13783117,0.52079931,0.47816657,0.02662483,0.01701578,0.40030495
-1.83991996,1.19693491,0.00262230,0.13712059,0.50249525,0.47724633,0.03145713,0.01923340,0.39316526
-1.83391696,1.19914503,0.00310799,0.13749079,0.48667662,0.47819954,0.03697627,0.02177666,0.38789336
-1.82791396,1.20839578,0.00365972,0.13900474,0.47348823,0.48137439,0.04320802,0.02466341,0.38468017
-1.82191096,1.22542675,0.00428174,0.14172508,0.46310078,0.48711640,0.05016863,0.02790701,0.38372274
-1.81590795,1.25092676,0.00497780,0.14570946,0.45569836,0.49574983,0.05786215,0.03151495,0.38521190
-1.80990495,1.28549079,0.00575102,0.15100580,0.45146558,0.50755972,0.06627790,0.03548751,0.38932007
-1.80390195,1.32958008,0.00660381,0.15764775,0.45057525,0.52277537,0.07538817,0.03981649,0.39618991
-1.79789895,1.38348767,0.00753777,0.16565065,0.45317734,0.54155622,0.08514635,0.04448419,0.40592449
-1.79189595,1.44731119,0.00855371,0.17500821,0.45938986,0.56398069,0.09548552,0.04946263,0.41857950
-1.78589295,1.52093466,0.00965158,0.18569017,0.46929216,0.59003870,0.10631770,0.05471307,0.43415807
-1.77988994,1.60402033,0.01083057,0.19764104,0.48292114,0.61962832,0.11753386,0.06018596,0.45260839
-1.77388694,1.69601144,0.01208914,0.21078011,0.50027027,0.65255671,0.12900471,0.06582122,0.47382446
-1.76788394,1.79614587,0.01342513,0.22500274,0.52129173,0.68854548,0.14058250,0.07154909,0.49764980
-1.76188094,1.90348042,0.01483594,0.24018286,0.54590106,0.72724015,0.15210352,0.07729132,0.52388412
-1.75587794,2.01692454,0.01631864,0.25617673,0.57398431,0.76822347,0.16339163,0.08296287,0.55229249
-1.74987494,2.13528196,0.01787013,0.27282763,0.60540687,0.81103177,0.17426250,0.08847395,0.58261650
-1.74387194,2.25729834,0.01948732,0.28997140,0.64002336,0.85517374,0.18452847,0.09373247,0.61458696
-1.73786893,2.38171217,0.02116724,0.30744248,0.67768797,0.90015049,0.19400396,0.09864664,0.64793712
-1.73186593,2.50730647,0.02290710,0.32508013,0.71826426,0.94547597,0.20251111,0.10312778,0.68241591
-1.72586293,2.63295829,0.02470434,0.34273457,0.76163384,0.99069661,0.20988546,0.10709314,0.71780017
-1.71985993,2.75768337,0.02655659,0.36027270,0.80770307,1.03540903,0.21598142,0.11046861,0.75390526
-1.71385693,2.88067319,0.02846153,0.37758295,0.85640737,1.07927497,0.22067730,0.11319123,0.79059327
-1.70785393,3.00132250,0.03041669,0.39457926,0.90771259,1.12203246,0.22387966,0.11521132,0.82777830
-1.70185093,3.11924551,0.03241920,0.41120370,0.96161335,1.16350266,0.22552668,0.11649423,0.86542843
-1.69584792,3.23427994,0.03446547,0.42742782,1.01812825,1.20359205,0.22559052,0.11702147,0.90356427
-1.68984492,3.34647865,0.03655077,0.44325254,1.07729232,1.24228975,0.22407849,0.11679138,0.94225406
-1.68384192,3.45608951,0.03866889,0.45870663,1.13914712,1.27966024,0.22103291,0.11581903,0.98160560
-1.67783892,3.56352486,0.04081170,0.47384400,1.20372915,1.31583210,0.21652975,0.11413571,1.02175568
-1.67183592,3.66932258,0.04296889,0.48873993,1.27105754,1.35098329,0.21067611,0.11178762,1.06285748
-1.66583292,3.77410151,0.04512763,0.50348644,1.34112174,1.38532422,0.20360657,0.10883425,1.10506697
-1.65982991,3.87851409,0.04727245,0.51818724,1.41387048,1.41907960,0.19547864,0.10534623,1.14852926
-1.65382691,3.98319954,0.04938523,0.53295254,1.48920268,1.45247030,0.18646758,0.10140286,1.19336573
-1.64782391,4.08874070,0.05144533,0.54789395,1.56696140,1.48569656,0.17676072,0.09708950,1.23966309
-1.64182091,4.19562735,0.05342989,0.56311995,1.64693132,1.51892346,0.16655156,0.09249489,1.28746507
-1.63581791,4.30422862,0.05531435,0.57873200,1.72884030,1.55226981,0.15603399,0.08770842,1.33676749
-1.62981491,4.41477591,0.05707303,0.59482151,1.81236508,1.58580102,0.14539673,0.08281773,1.38751709
-1.62381191,4.52735755,0.05868000,0.61146792,1.89714108,1.61952640,0.13481829,0.07790642,1.43961432
-1.61780890,4.64192510,0.06010995,0.62873757,1.98277581,1.65340094,0.12446260,0.07305221,1.49292001
-1.61180590,4.75831043,0.06133920,0.64668364,2.06886500,1.68733130,0.11447548,0.06832540,1.54726536
-1.60580290,4.87625209,0.06234671,0.66534673,2.15501072,1.72118551,0.10498193,0.06378784,1.60246483
-1.59979990,4.99542840,0.06311512,0.68475603,2.24084013,1.75480535,0.09608445,0.05949224,1.65833080
-1.59379690,5.11549454,0.06363172,0.70493069,2.32602360,1.78802056,0.08786219,0.05548196,1.71468897
-1.58779390,5.23612034,0.06388928,0.72588132,2.41029105,1.82066353,0.08037112,0.05179110,1.77139346
-1.58179090,5.35702562,0.06388679,0.74761113,2.49344516,1.85258330,0.07364485,0.04844498,1.82834035
-1.57578789,5.47800997,0.06363003,0.77011669,2.57537054,1.88365781,0.06769637,0.04546077,1.88547855
-1.56978489,5.59897440,0.06313185,0.79338802,2.65603793,1.91380315,0.06252015,0.04284841,1.94281711
-1.56378189,5.71993294,0.06241238,0.81740807,2.73550319,1.94297930,0.05809491,0.04061158,2.00042832
