energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.33975175,0.03030216,0.00000000,0.07309265,0.34362636,0.22449868,0.38765454
-5.99399700,1.34218043,0.03318602,0.00000000,0.06810695,0.34666625,0.22303048,0.38267543
-5.98799400,1.34534201,0.03624979,0.00000000,0.06367033,0.34917563,0.22108058,0.37783140
-5.98199100,1.34882212,0.03946619,0.00000000,0.05982584,0.35106823,0.21866345,0.37295772
-5.97598799,1.35227488,0.04280293,0.00000000,0.05660858,0.35228811,0.21581256,0.36792872
-5.96998499,1.35542201,0.04622292,0.00000000,0.05404617,0.35280906,0.21257879,0.36265735
-5.96398199,1.35804957,0.04968457,0.00000000,0.05215939,0.35263306,0.20902819,0.35709341
-5.95797899,1.36000289,0.05314242,0.00000000,0.05096276,0.35178791,0.20523913,0.35122057
-5.95197599,1.36118037,0.05654784,0.00000000,0.05046513,0.35032426,0.20129909,0.34505265
-5.94597299,1.36152649,0.05984997,0.00000000,0.05067008,0.34831213,0.19730115,0.33862921
-5.93996998,1.36102488,0.06299686,0.00000000,0.05157636,0.34583734,0.19334049,0.33201081
-5.93396698,1.35969157,0.06593664,0.00000000,0.05317811,0.34299761,0.18951093,0.32527416
-5.92796398,1.35756899,0.06861890,0.00000000,0.05546501,0.33989898,0.18590166,0.31850736
-5.92196098,1.35472085,0.07099601,0.00000000,0.05842230,0.33665218,0.18259444,0.31180533
-5.91595798,1.35122798,0.07302453,0.00000000,0.06203082,0.33336944,0.17966121,0.30526577
-5.90995498,1.34718519,0.07466641,0.00000000,0.06626691,0.33016156,0.17716225,0.29898544
-5.90395198,1.34269905,0.07589023,0.00000000,0.07110250,0.32713532,0.17514498,0.29305707
-5.89794897,1.33788631,0.07667216,0.00000000,0.07650509,0.32439135,0.17364327,0.28756681
-5.89194597,1.33287293,0.07699668,0.00000000,0.08243800,0.32202230,0.17267745,0.28259218
-5.88594297,1.32779329,0.07685714,0.00000000,0.08886067,0.32011136,0.17225476,0.27820055
-5.87993997,1.32278940,0.07625595,0.00000000,0.09572910,0.31873105,0.17237032,0.27444809
-5.87393697,1.31800995,0.07520450,0.00000000,0.10299658,0.31794240,0.17300849,0.27137913
-5.86793397,1.31360884,0.07372281,0.00000000,0.11061439,0.31779416,0.17414444,0.26902573
-5.86193097,1.30974324,0.07183888,0.00000000,0.11853272,0.31832240,0.17574599,0.26740774
-5.85592796,1.30657091,0.06958782,0.00000000,0.12670159,0.31955011,0.17777545,0.26653283
-5.84992496,1.30424688,0.06701072,0.00000000,0.13507178,0.32148709,0.18019147,0.26639690
-5.84392196,1.30291941,0.06415343,0.00000000,0.14359559,0.32412987,0.18295070,0.26698438
-5.83791896,1.30272537,0.06106518,0.00000000,0.15222753,0.32746180,0.18600930,0.26826885
-5.83191596,1.30378512,0.05779719,0.00000000,0.16092464,0.33145333,0.18932415,0.27021350
-5.82591296,1.30619713,0.05440128,0.00000000,0.16964662,0.33606229,0.19285371,0.27277172
-5.81990995,1.31003238,0.05092853,0.00000000,0.17835549,0.34123446,0.19655863,0.27588780
-5.81390695,1.31532899,0.04742805,0.00000000,0.18701499,0.34690419,0.20040190,0.27949745
-5.80790395,1.32208707,0.04394595,0.00000000,0.19558952,0.35299524,0.20434880,0.28352856
-5.80190095,1.33026438,0.04052438,0.00000000,0.20404292,0.35942179,0.20836649,0.28790190
-5.79589795,1.33977267,0.03720095,0.00000000,0.21233690,0.36608952,0.21242346,0.29253185
-5.78989495,1.35047540,0.03400815,0.00000000,0.22042949,0.37289701,0.21648879,0.29732733
-5.78389195,1.36218675,0.03097317,0.00000000,0.22827346,0.37973722,0.22053141,0.30219269
-5.77788894,1.37467238,0.02811779,0.00000000,0.23581498,0.38649911,0.22451936,0.30702884
-5.77188594,1.38765192,0.02545858,0.00000000,0.24299255,0.39306950,0.22841923,0.31173445
-5.76588294,1.40080352,0.02300711,0.00000000,0.24973655,0.39933498,0.23219572,0.31620731
-5.75987994,1.41377035,0.02077049,0.00000000,0.25596922,0.40518395,0.23581154,0.32034589
-5.75387694,1.42616905,0.01875187,0.00000000,0.26160552,0.41050873,0.23922755,0.32405102
-5.74787394,1.43759996,0.01695107,0.00000000,0.26655459,0.41520773,0.24240325,0.32722767
-5.74187094,1.44765894,0.01536533,0.00000000,0.27072194,0.41918750,0.24529757,0.32978687
-5.73586793,1.45595025,0.01399000,0.00000000,0.27401240,0.42236478,0.24786992,0.33164768
-5.72986493,1.46210031,0.01281929,0.00000000,0.27633353,0.42466840,0.25008149,0.33273911
-5.72386193,1.46577144,0.01184697,0.00000000,0.27759941,0.42604085,0.25189663,0.33300195
-5.71785893,1.46667541,0.01106715,0.00000000,0.27773468,0.42643969,0.25328436,0.33239048
