energy_ev,total_up,Au_p_up,Au_d_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up
-6.00000000,3.94160780,0.58767962,3.19175586,0.38976030,0.00000000,0.02107889,0.19698238
-5.99399700,3.86369298,0.57347380,3.12806055,0.37860403,0.00000000,0.02052018,0.19909555
-5.98799400,3.78128893,0.55864112,3.06030535,0.36719980,0.00000000,0.01998366,0.20128494
-5.98199100,3.69516422,0.54321275,2.98923107,0.35560839,0.00000000,0.01946800,0.20347707
-5.97598799,3.60607016,0.52722983,2.91556139,0.34389139,0.00000000,0.01897133,0.20559592
-5.96998499,3.51472823,0.51074396,2.83998903,0.33210982,0.00000000,0.01849140,0.20756557
-5.96398199,3.42182164,0.49381766,2.76316579,0.32032310,0.00000000,0.01802576,0.20931287
-5.95797899,3.32799110,0.47652467,2.68569636,0.30858828,0.00000000,0.01757198,0.21077011
-5.95197599,3.23383418,0.45895007,2.60813589,0.29695956,0.00000000,0.01712785,0.21187750
-5.94597299,3.13990785,0.44119006,2.53099069,0.28548810,0.00000000,0.01669153,0.21258532
-5.93996998,3.04673327,0.42335145,2.45472158,0.27422200,0.00000000,0.01626174,0.21285567
-5.93396698,2.95480192,0.40555065,2.37974912,0.26320649,0.00000000,0.01583785,0.21266377
-5.92796398,2.86458225,0.38791226,2.30645986,0.25248419,0.00000000,0.01541993,0.21199856
-5.92196098,2.77652595,0.37056724,2.23521300,0.24209542,0.00000000,0.01500882,0.21086284
-5.91595798,2.69107302,0.35365055,2.16634663,0.23207845,0.00000000,0.01460611,0.20927271
-5.90995498,2.60865533,0.33729862,2.10018303,0.22246975,0.00000000,0.01421402,0.20725653
-5.90395198,2.52969803,0.32164640,2.03703266,0.21330399,0.00000000,0.01383538,0.20485334
-5.89794897,2.45461896,0.30682438,1.97719652,0.20461408,0.00000000,0.01347341,0.20211090
-5.89194597,2.38382599,0.29295557,1.92096689,0.19643094,0.00000000,0.01313164,0.19908345
-5.88594297,2.31771269,0.28015258,1.86862642,0.18878318,0.00000000,0.01281368,0.19582934
-5.87993997,2.25665256,0.26851495,1.82044592,0.18169674,0.00000000,0.01252306,0.19240862
-5.87393697,2.20099260,0.25812691,1.77668112,0.17519438,0.00000000,0.01226309,0.18888069
-5.86793397,2.15104649,0.24905551,1.73756863,0.16929516,0.00000000,0.01203666,0.18530226
-5.86193097,2.10708804,0.24134928,1.70332168,0.16401397,0.00000000,0.01184614,0.18172553
-5.85592796,2.06934530,0.23503751,1.67412581,0.15936104,0.00000000,0.01169329,0.17819676
-5.84992496,2.03799570,0.23012997,1.65013483,0.15534156,0.00000000,0.01157915,0.17475528
-5.84392196,2.01316232,0.22661721,1.63146730,0.15195538,0.00000000,0.01150405,0.17143289
-5.83791896,1.99491143,0.22447130,1.61820353,0.14919682,0.00000000,0.01146759,0.16825367
-5.83191596,1.98325120,0.22364687,1.61038321,0.14705456,0.00000000,0.01146867,0.16523413
-5.82591296,1.97813141,0.22408253,1.60800355,0.14551171,0.00000000,0.01150557,0.16238376
-5.81990995,1.97944387,0.22570239,1.61101780,0.14454588,0.00000000,0.01157599,0.15970564
-5.81390695,1.98702328,0.22841766,1.61933412,0.14412942,0.00000000,0.01167720,0.15719740
-5.80790395,2.00064832,0.23212831,1.63281449,0.14422968,0.00000000,0.01180609,0.15485207
-5.80190095,2.02004262,0.23672458,1.65127377,0.14480934,0.00000000,0.01195933,0.15265913
-5.79589795,2.04487564,0.24208847,1.67447865,0.14582683,0.00000000,0.01213344,0.15060532
-5.78989495,2.07476324,0.24809508,1.70214674,0.14723674,0.00000000,0.01232491,0.14867548
-5.78389195,2.10926819,0.25461380,1.73394570,0.14899027,0.00000000,0.01253030,0.14685319
-5.77788894,2.14790075,0.26150949,1.76949278,0.15103582,0.00000000,0.01274629,0.14512133
-5.77188594,2.19011953,0.26864360,1.80835491,0.15331950,0.00000000,0.01296978,0.14346242
-5.76588294,2.23533314,0.27587527,1.85004968,0.15578578,0.00000000,0.01319791,0.14185893
-5.75987994,2.28290294,0.28306256,1.89404745,0.15837820,0.00000000,0.01342815,0.14029337
-5.75387694,2.33214717,0.29006380,1.93977500,0.16104012,0.00000000,0.01365826,0.13874847
-5.74787394,2.38234693,0.29673910,1.98662081,0.16371549,0.00000000,0.01388637,0.13720719
-5.74187094,2.43275407,0.30295203,2.03394220,0.16634976,0.00000000,0.01411094,0.13565280
-5.73586793,2.48260122,0.30857155,2.08107428,0.16889074,0.00000000,0.01433075,0.13406900
-5.72986493,2.53111372,0.31347405,2.12734076,0.17128949,0.00000000,0.01454494,0.13244004
-5.72386193,2.57752339,0.31754554,2.17206624,0.17350116,0.00000000,0.01475289,0.13075093
-5.71785893,2.62108367,0.32068388,2.21458976,0.17548583,0.00000000,0.01495427,0.12898775
-5.71185593,2.66108567,0.32280099,2.25427911,0.17720915,0.00000000,0.01514895,0.12713794
-5.70585293,2.69687445,0.32382488,2.29054535,0.17864293,0.00000000,0.01533698,0.12519069
-5.69984992,2.72786493,0.32370150,2.32285700,0.17976552,0.00000000,0.01551852,0.12313737
-5.69384692,2.75355675,0.32239625,2.35075332,0.18056203,0.00000000,0.01569376,0.12097183
-5.68784392,2.77354732,0.31989503,2.37385598,0.18102430,0.00000000,0.01586292,0.11869085
-5.68184092,2.78754248,0.31620486,2.39187878,0.18115076,0.00000000,0.01602614,0.11629437
-5.67583792,2.79536440,0.31135391,2.40463491,0.18094599,0.00000000,0.01618345,0.11378576
-5.66983492,2.79695618,0.30539098,2.41204145,0.18042019,0.00000000,0.01633473,0.11117188
-5.66383192,2.79238313,0.29838447,2.41412091,0.17958850,0.00000000,0.01647969,0.10846309
-5.65782891,2.78183058,0.29042077,2.41099995,0.17847023,0.00000000,0.01661781,0.10567317
-5.65182591,2.76559842,0.28160216,2.40290518,0.17708804,0.00000000,0.01674839,0.10281902
-5.64582291,2.74409268,0.27204437,2.39015643,0.17546709,0.00000000,0.01687056,0.09992034
-5.63981991,2.71781456,0.26187382,2.37315788,0.17363434,0.00000000,0.01698330,0.09699919
-5.63381691,2.68734738,0.25122456,2.35238732,0.17161788,0.00000000,0.01708552,0.09407946
-5.62781391,2.65334217,0.24023527,2.32838424,0.16944633,0.00000000,0.01717612,0.09118626
-5.62181091,2.61650236,0.22904615,2.30173713,0.16714855,0.00000000,0.01725411,0.08834539
-5.61580790,2.57756834,0.21779591,2.27307057,0.16475334,0.00000000,0.01731866,0.08558267
-5.60980490,2.53730222,0.20661907,2.24303255,0.16228944,0.00000000,0.01736925,0.08292337
-5.60380190,2.49647353,0.19564342,2.21228233,0.15978555,0.00000000,0.01740575,0.08039172
-5.59779890,2.45584597,0.18498784,2.18147928,0.15727051,0.00000000,0.01742852,0.07801038
-5.59179590,2.41616563,0.17476056,2.15127286,0.15477359,0.00000000,0.01743849,0.07580007
-5.58579290,2.37815070,0.16505770,2.12229364,0.15232472,0.00000000,0.01743723,0.07377924
-5.57978989,2.34248270,0.15596230,2.09514566,0.14995473,0.00000000,0.01742696,0.07196387
-5.57378689,2.30979909,0.14754368,2.07039971,0.14769549,0.00000000,0.01741061,0.07036730
-5.56778389,2.28068705,0.13985713,2.04858754,0.14557993,0.00000000,0.01739177,0.06900015
-5.56178089,2.25567812,0.13294401,2.03019662,0.14364192,0.00000000,0.01737465,0.06787033
-5.55577789,2.23524345,0.12683195,2.01566527,0.14191582,0.00000000,0.01736400,0.06698310
-5.54977489,2.21978931,0.12153544,2.00537790,0.14043601,0.00000000,0.01736504,0.06634107
-5.54377189,2.20965258,0.11705640,1.99966007,0.13923601,0.00000000,0.01738330,0.06594437
-5.53776888,2.20509614,0.11338501,1.99877337,0.13834753,0.00000000,0.01742447,0.06579070
-5.53176588,2.20630399,0.11050048,2.00291004,0.13779933,0.00000000,0.01749429,0.06587542
-5.52576288,2.21337627,0.10837196,2.01218732,0.13761594,0.00000000,0.01759837,0.06619165
-5.51975988,2.22632431,0.10695939,2.02664204,0.13781636,0.00000000,0.01774201,0.06673034
-5.51375688,2.24506611,0.10621437,2.04622548,0.13841283,0.00000000,0.01793013,0.06748032
-5.50775388,2.26942277,0.10608107,2.07079920,0.13940969,0.00000000,0.01816705,0.06842839
-5.50175088,2.29911637,0.10649710,2.10013227,0.14080241,0.00000000,0.01845650,0.06955942
-5.49574787,2.33376993,0.10739448,2.13390061,0.14257703,0.00000000,0.01880146,0.07085647
-5.48974487,2.37291017,0.10870064,2.17168881,0.14470981,0.00000000,0.01920422,0.07230103
-5.48374187,2.41597344,0.11033944,2.21299520,0.14716745,0.00000000,0.01966634,0.07387322
-5.47773887,2.46231550,0.11223247,2.25724036,0.14990761,0.00000000,0.02018871,0.07555218
-5.47173587,2.51122508,0.11430026,2.30377942,0.15288003,0.00000000,0.02077168,0.07731653
-5.46573287,2.56194149,0.11646376,2.35191808,0.15602795,0.00000000,0.02141512,0.07914486
-5.45972986,2.61367589,0.11864587,2.40093217,0.15929004,0.00000000,0.02211863,0.08101641
-5.45372686,2.66563562,0.12077305,2.45009011,0.16260257,0.00000000,0.02288167,0.08291171
-5.44772386,2.71705086,0.12277700,2.49867768,0.16590183,0.00000000,0.02370369,0.08481332
-5.44172086,2.76720247,0.12459632,2.54602392,0.16912662,0.00000000,0.02458433,0.08670659
-5.43571786,2.81544964,0.12617808,2.59152702,0.17222074,0.00000000,0.02552350,0.08858032
-5.42971486,2.86125602,0.12747924,2.63467892,0.17513526,0.00000000,0.02652148,0.09042739
-5.42371186,2.90421285,0.12846790,2.67508718,0.17783054,0.00000000,0.02757895,0.09224525
-5.41770885,2.94405750,0.12912421,2.71249277,0.18027776,0.00000000,0.02869691,0.09403627
-5.41170585,2.98068642,0.12944090,2.74678275,0.18246003,0.00000000,0.02987667,0.09580780
-5.40570285,3.01416122,0.12942349,2.77799670,0.18437277,0.00000000,0.03111961,0.09757214
-5.39969985,3.04470739,0.12909003,2.80632633,0.18602362,0.00000000,0.03242699,0.09934611
-5.39369685,3.07270529,0.12847034,2.83210805,0.18743159,0.00000000,0.03379972,0.10115054
-5.38769385,3.09867362,0.12760495,2.85580848,0.18862570,0.00000000,0.03523799,0.10300937
-5.38169085,3.12324593,0.12654356,2.87800353,0.18964308,0.00000000,0.03674101,0.10494868
-5.37568784,3.14714133,0.12534318,2.89935206,0.19052669,0.00000000,0.03830668,0.10699551
-5.36968484,3.17113071,0.12406610,2.92056509,0.19132273,0.00000000,0.03993132,0.10917658
-5.36368184,3.19600019,0.12277762,2.94237255,0.19207798,0.00000000,0.04160943,0.11151697
-5.35767884,3.22251382,0.12154381,2.96548888,0.19283711,0.00000000,0.04333359,0.11403887
-5.35167584,3.25137738,0.12042923,2.99057960,0.19364024,0.00000000,0.04509437,0.11676040
-5.34567284,3.28320519,0.11949489,3.01823043,0.19452078,0.00000000,0.04688040,0.11969459
-5.33966983,3.31849182,0.11879645,3.04892061,0.19550371,0.00000000,0.04867855,0.12284860
-5.33366683,3.35758993,0.11838264,3.08300180,0.19660445,0.00000000,0.05047421,0.12622319
-5.32766383,3.40069545,0.11829415,3.12068360,0.19782826,0.00000000,0.05225168,0.12981251
-5.32166083,3.44784072,0.11856287,3.16202618,0.19917023,0.00000000,0.05399462,0.13360413
-5.31565783,3.49889556,0.11921152,3.20694026,0.20061592,0.00000000,0.05568664,0.13757942
-5.30965483,3.55357619,0.12025373,3.25519427,0.20214244,0.00000000,0.05731184,0.14171414
-5.30365183,3.61146093,0.12169435,3.30642776,0.20372005,0.00000000,0.05885542,0.14597936
-5.29764882,3.67201171,0.12353018,3.36017035,0.20531399,0.00000000,0.06030421,0.15034238
-5.29164582,3.73459979,0.12575081,3.41586461,0.20688658,0.00000000,0.06164723,0.15476793
-5.28564282,3.79853412,0.12833966,3.47289156,0.20839935,0.00000000,0.06287605,0.15921934
-5.27963982,3.86309055,0.13127508,3.53059723,0.20981509,0.00000000,0.06398516,0.16365962
-5.27363682,3.92754021,0.13453142,3.58831858,0.21109970,0.00000000,0.06497214,0.16805257
-5.26763382,3.99117553,0.13808001,3.64540754,0.21222377,0.00000000,0.06583772,0.17236364
-5.26163082,4.05333262,0.14189005,3.70125192,0.21316372,0.00000000,0.06658574,0.17656068
-5.25562781,4.11340907,0.14592928,3.75529223,0.21390254,0.00000000,0.06722293,0.18061443
-5.24962481,4.17087647,0.15016450,3.80703394,0.21443004,0.00000000,0.06775858,0.18449881
-5.24362181,4.22528767,0.15456184,3.85605487,0.21474270,0.00000000,0.06820423,0.18819095
-5.23761881,4.27627866,0.15908695,3.90200785,0.21484302,0.00000000,0.06857312,0.19167107
-5.23161581,4.32356593,0.16370496,3.94461917,0.21473858,0.00000000,0.06887972,0.19492212
-5.22561281,4.36693978,0.16838037,3.98368337,0.21444076,0.00000000,0.06913922,0.19792943
-5.21960980,4.40625494,0.17307691,4.01905541,0.21396336,0.00000000,0.06936703,0.20068008
-5.21360680,4.44141940,0.17775743,4.05064116,0.21332106,0.00000000,0.06957827,0.20316245
-5.20760380,4.47238272,0.18238380,4.07838731,0.21252793,0.00000000,0.06978742,0.20536570
-5.20160080,4.49912502,0.18691699,4.10227162,0.21159611,0.00000000,0.07000792,0.20727933
-5.19559780,4.52164747,0.19131727,4.12229448,0.21053461,0.00000000,0.07025194,0.20889292
-5.18959480,4.53996519,0.19554466,4.13847249,0.20934846,0.00000000,0.07053021,0.21019593
-5.18359180,4.55410308,0.19955953,4.15083444,0.20803819,0.00000000,0.07085187,0.21117782
-5.17758879,4.56409475,0.20332339,4.15942004,0.20659960,0.00000000,0.07122451,0.21182818
-5.17158579,4.56998451,0.20679991,4.16428128,0.20502399,0.00000000,0.07165415,0.21213715
-5.16558279,4.57183222,0.20995603,4.16548619,0.20329867,0.00000000,0.07214536,0.21209594
-5.15957979,4.56972029,0.21276317,4.16312455,0.20140785,0.00000000,0.07270139,0.21169750
-5.15357679,4.56376219,0.21519841,4.15731485,0.19933369,0.00000000,0.07332428,0.21093723
-5.14757379,4.55411158,0.21724567,4.14821175,0.19705768,0.00000000,0.07401504,0.20981381
-5.14157079,4.54097107,0.21889672,4.13601324,0.19456201,0.00000000,0.07477374,0.20832991
-5.13556778,4.52459979,0.22015194,4.12096675,0.19183106,0.00000000,0.07559964,0.20649296
-5.12956478,4.50531888,0.22102084,4.10337340,0.18885277,0.00000000,0.07649122,0.20431574
-5.12356178,4.48351422,0.22152225,4.08358987,0.18561993,0.00000000,0.07744623,0.20181688
-5.11755878,4.45963586,0.22168406,4.06202745,0.18213125,0.00000000,0.07846163,0.19902118
-5.11155578,4.43419394,0.22154265,4.03914797,0.17839215,0.00000000,0.07953351,0.19595970
-5.10555278,4.40775091,0.22114188,4.01545668,0.17441526,0.00000000,0.08065695,0.19266969
