energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.88594297,1.47693704,-1.98198868,0.02366419,-0.00517941,0.01790937,-0.04240716,0.39585608,-0.77915806,0.25182385,-0.23933957,0.03811563,-0.00785475,0.89298140,-1.29569933,0.38783127,-0.72955339,0.21390853,-0.25945558
-5.87993997,1.44378601,-2.02450312,0.02437187,-0.00596887,0.01911850,-0.04138252,0.37993897,-0.78378103,0.24363989,-0.24492191,0.03873442,-0.00900631,0.87092597,-1.32530192,0.37208690,-0.74040593,0.21146282,-0.27060183
-5.87393697,1.41244435,-2.06893226,0.02494788,-0.00685784,0.02055044,-0.04035730,0.36542993,-0.78837990,0.23667941,-0.25063956,0.03916968,-0.01030967,0.84965291,-1.35609629,0.35738495,-0.75129507,0.20887503,-0.28209831
-5.86793397,1.38255335,-2.11520924,0.02538258,-0.00785009,0.02221808,-0.03934562,0.35224755,-0.79297004,0.23093899,-0.25646697,0.03940365,-0.01177010,0.82892204,-1.38801681,0.34366893,-0.76221811,0.20606360,-0.29385729
-5.86193097,1.35377826,-2.16314017,0.02566954,-0.00894766,0.02413424,-0.03835912,0.34030587,-0.79752307,0.22640535,-0.26236676,0.03942255,-0.01339018,0.80850898,-1.42091561,0.33087646,-0.77313404,0.20295755,-0.30577208
-5.85592796,1.32582884,-2.21239759,0.02580576,-0.01015042,0.02631095,-0.03740673,0.32951954,-0.80196708,0.22305784,-0.26828928,0.03921727,-0.01516926,0.78821867,-1.45455894,0.31894434,-0.78396170,0.19950011,-0.31771825
-5.84992496,1.29847495,-2.26251942,0.02579182,-0.01145581,0.02875861,-0.03649457,0.31980794,-0.80618905,0.22087013,-0.27417265,0.03878370,-0.01710295,0.76789605,-1.48862688,0.30781276,-0.79457998,0.19565141,-0.32955567
-5.84392196,1.27155666,-2.31291348,0.02563186,-0.01285849,0.03148503,-0.03562595,0.31109805,-0.81003921,0.21981114,-0.27994342,0.03812302,-0.01918266,0.74743347,-1.52271685,0.29742837,-0.80483006,0.19139027,-0.34113113
-5.83791896,1.24498821,-2.36286749,0.02533348,-0.01435021,0.03449441,-0.03480154,0.30332589,-0.81333740,0.21984503,-0.28551776,0.03724168,-0.02139528,0.72677446,-1.55635057,0.28774629,-0.81451948,0.18671480,-0.35228152
-5.83191596,1.21875599,-2.41156423,0.02490740,-0.01591960,0.03778623,-0.03401960,0.29643670,-0.81588074,0.22093046,-0.29080315,0.03615122,-0.02372300,0.70591380,-1.58898439,0.27873071,-0.82342802,0.18164202,-0.36283753
-5.82591296,1.19291096,-2.45810135,0.02436710,-0.01755216,0.04135419,-0.03327628,0.29038380,-0.81745250,0.22301913,-0.29570054,0.03486784,-0.02614328,0.68489423,-1.62002261,0.27035446,-0.83131499,0.17620652,-0.37262761
-5.81990995,1.16755623,-2.50151515,0.02372828,-0.01923036,0.04518525,-0.03256604,0.28512638,-0.81783161,0.22605375,-0.30010686,0.03341187,-0.02862895,0.66379991,-1.64883331,0.26259739,-0.83792769,0.17045809,-0.38148222
-5.81390695,1.14283093,-2.54080744,0.02300828,-0.02093381,0.04925883,-0.03188205,0.28062646,-0.81680242,0.22996587,-0.30391777,0.03180702,-0.03114857,0.64274755,-1.67476605,0.25544403,-0.84301059,0.16445882,-0.38923807
-5.80790395,1.11889165,-2.57497456,0.02222540,-0.02263960,0.05354621,-0.03121668,0.27684540,-0.81416421,0.23467358,-0.30703064,0.03007958,-0.03366698,0.62187562,-1.69717098,0.24888057,-0.84631485,0.15827956,-0.39574234
-5.80190095,1.09589295,-2.60303764,0.02139828,-0.02432275,0.05801024,-0.03056192,0.27374015,-0.80974012,0.24007962,-0.30934748,0.02825752,-0.03614596,0.60133263,-1.71541856,0.24289156,-0.84760787,0.15199610,-0.40085673
-5.79589795,1.07396828,-2.62407290,0.02054518,-0.02595674,0.06260539,-0.02990986,0.27125976,-0.80338511,0.24607002,-0.31077794,0.02636961,-0.03854515,0.58126523,-1.72891920,0.23745667,-0.84668233,0.14568532,-0.40446110
-5.78989495,1.05321288,-2.63724110,0.01968338,-0.02751420,0.06727822,-0.02925306,0.26934228,-0.79499267,0.25251357,-0.31124209,0.02444448,-0.04082309,0.56180695,-1.73714224,0.23254767,-0.84336446,0.13942150,-0.40645683
-5.78389195,1.03366968,-2.64181505,0.01882860,-0.02896764,0.07196824,-0.02858498,0.26791262,-0.78449994,0.25926237,-0.31067297,0.02250985,-0.04293837,0.54306830,-1.73963357,0.22812601,-0.83752127,0.13327288,-0.40676952
-5.77788894,1.01531941,-2.63720435,0.01799456,-0.03029025,0.07660923,-0.02790019,0.26688124,-0.77189129,0.26615350,-0.30901884,0.02059173,-0.04485083,0.52512883,-1.73603124,0.22414120,-0.82906634,0.12729888,-0.40535124
-5.77188594,0.99807544,-2.62297631,0.01719257,-0.03145666,0.08113091,-0.02719468,0.26614414,-0.75720007,0.27301195,-0.30624503,0.01871385,-0.04652282,0.50803161,-1.72607854,0.22053003,-0.81796407,0.12154785,-0.40218205
-5.76588294,0.98178378,-2.59887243,0.01643135,-0.03244380,0.08546108,-0.02646601,0.26558406,-0.74050856,0.27965485,-0.30233535,0.01689714,-0.04792040,0.49178031,-1.70963410,0.21721691,-0.80423223,0.11605564,-0.39727079
-5.75987994,0.96622827,-2.56481979,0.01571684,-0.03323161,0.08952800,-0.02571338,0.26507289,-0.72194624,0.28589665,-0.29729298,0.01515939,-0.04901447,0.47633915,-1.68667854,0.21411511,-0.78794267,0.11084489,-0.39065527
-5.75387694,0.95114053,-2.52093683,0.01505230,-0.03380372,0.09326302,-0.02493765,0.26447514,-0.70168638,0.29155542,-0.29114084,0.01351502,-0.04978175,0.46163543,-1.65731750,0.21112898,-0.76922029,0.10592509,-0.38240156
-5.74787394,0.93621421,-2.46753321,0.01443836,-0.03414800,0.09660342,-0.02414129,0.26365244,-0.67994114,0.29645974,-0.28392143,0.01197506,-0.05020558,0.44756442,-1.62178070,0.20815702,-0.74824010,0.10129337,-0.37260272
-5.74187094,0.92112239,-2.40510374,0.01387332,-0.03425696,0.09949515,-0.02332823,0.26246866,-0.65695531,0.30045595,-0.27569608,0.01054719,-0.05027651,0.43399635,-1.58041718,0.20509550,-0.72522276,0.09693585,-0.36137667
-5.73586793,0.90553730,-2.33431635,0.01335341,-0.03412805,0.10189563,-0.02250365,0.26079541,-0.63299906,0.30341552,-0.26654372,0.00923591,-0.04999262,0.42078471,-1.53368672,0.20184249,-0.70042845,0.09282952,-0.34886351
-5.72986493,0.88915105,-2.25599461,0.01287325,-0.03376371,0.10377621,-0.02167380,0.25851762,-0.60835977,0.30524203,-0.25655904,0.00804282,-0.04935958,0.40777564,-1.48214771,0.19830210,-0.67414958,0.08894452,-0.33522222
-5.72386193,0.87169605,-2.17109516,0.01242625,-0.03317127,0.10512443,-0.02084564,0.25553890,-0.58333336,0.30587750,-0.24585034,0.00696692,-0.04839046,0.39481741,-1.42644179,0.19438851,-0.64670238,0.08524650,-0.32062687
-5.71785893,0.85296415,-2.08068106,0.01200505,-0.03236277,0.10594575,-0.02002653,0.25178626,-0.55821536,0.30530769,-0.23453681,0.00600505,-0.04710524,0.38176978,-1.36727598,0.19002967,-0.61841774,0.08169919,-0.30526242
-5.71185593,0.83282324,-1.98589179,0.01160200,-0.03135445,0.10626486,-0.01922393,0.24721408,-0.53329208,0.30356613,-0.22274567,0.00515221,-0.04553012,0.36851243,-1.30540266,0.18517052,-0.58963172,0.07826672,-0.28932034
-5.70585293,0.81123045,-1.88791119,0.01120958,-0.03016625,0.10612627,-0.01844504,0.24180696,-0.50883212,0.30073656,-0.21060900,0.00440205,-0.04369664,0.35495216,-1.24159847,0.17977533,-0.56067590,0.07491586,-0.27299400
-5.69984992,0.78824136,-1.78793451,0.01082075,-0.02882114,0.10559440,-0.01769647,0.23558139,-0.48507863,0.29695371,-0.19826046,0.00374719,-0.04164059,0.34102845,-1.17664262,0.17382929,-0.53186818,0.07161791,-0.25647419
-5.69384692,0.76401459,-1.68713580,0.01042931,-0.02734438,0.10475289,-0.01698397,0.22858612,-0.46224242,0.29240218,-0.18583210,0.00317964,-0.03940083,0.32671719,-1.11129570,0.16733911,-0.50350410,0.06835014,-0.23994477
-5.68784392,0.73881172,-1.58663706,0.01003014,-0.02576271,0.10370329,-0.01631215,0.22090118,-0.44049650,0.28731360,-0.17345119,0.00269112,-0.03701813,0.31203244,-1.04627972,0.16033273,-0.47584923,0.06509686,-0.22357869
-5.68184092,0.71299259,-1.48748010,0.00961935,-0.02410356,0.10256305,-0.01568428,0.21263569,-0.41997185,0.28196189,-0.16123738,0.00227332,-0.03453384,0.29702626,-0.98226009,0.15285812,-0.44913282,0.06185005,-0.20753442
-5.67583792,0.68700611,-1.39060247,0.00919443,-0.02239426,0.10146291,-0.01510217,0.20392449,-0.40075497,0.27665689,-0.14930014,0.00191815,-0.03198882,0.28178678,-0.91983035,0.14498132,-0.42354294,0.05860948,-0.19195300
-5.66983492,0.66137728,-1.29681803,0.00875420,-0.02066133,0.10054373,-0.01456608,0.19492382,-0.38288700,0.27173648,-0.13773663,0.00161795,-0.02942228,0.26643464,-0.85950011,0.13678380,-0.39922329,0.05538249,-0.17695573
-5.66383192,0.63669086,-1.20680301,0.00829883,-0.01892978,0.09995278,-0.01407474,0.18580628,-0.36636464,0.26755743,-0.12663010,0.00136561,-0.02687084,0.25111824,-0.80168655,0.12835940,-0.37627182,0.05218337,-0.16264264
-5.65782891,0.61357252,-1.12108774,0.00782969,-0.01722260,0.09983972,-0.01362539,0.17675514,-0.35114272,0.26448515,-0.11604877,0.00115465,-0.02436779,0.23600802,-0.74670991,0.11981094,-0.35474111,0.04903248,-0.14909166
-5.65182591,0.59266833,-1.04005430,0.00734921,-0.01556029,0.10035219,-0.01321395,0.16795859,-0.33713829,0.26288285,-0.10604530,0.00097932,-0.02194240,0.22129018,-0.69479261,0.11124675,-0.33464040,0.04595515,-0.13635857
-5.64582291,0.57462339,-0.96393966,0.00686067,-0.01396057,0.10163126,-0.01283522,0.15960375,-0.32423612,0.26310014,-0.09665680,0.00083462,-0.01961957,0.20716025,-0.64606224,0.10277729,-0.31593926,0.04298048,-0.12447765
-5.63981991,0.56006040,-0.89284403,0.00636800,-0.01243812,0.10380684,-0.01248307,0.15187105,-0.31229518,0.26546164,-0.08790529,0.00071626,-0.01741954,0.19381680,-0.60055779,0.09451196,-0.29857253,0.04014006,-0.11346304
-5.63381691,0.54955903,-0.82674362,0.00587555,-0.01100456,0.10699305,-0.01215082,0.14492895,-0.30115603,0.27025579,-0.07979875,0.00062068,-0.01535789,0.18145558,-0.55823874,0.08655640,-0.28244636,0.03746671,-0.10331055
-5.62781391,0.54363679,-0.76550688,0.00538786,-0.00966847,0.11128395,-0.01183145,0.13892928,-0.29064856,0.27772426,-0.07233240,0.00054500,-0.01344561,0.17026443,-0.51899644,0.07901010,-0.26744492,0.03499337,-0.09399996
-5.62181091,0.54273204,-0.70891338,0.00490945,-0.00843548,0.11674943,-0.01151797,0.13400327,-0.28059981,0.28805228,-0.06549039,0.00048699,-0.01168940,0.16041898,-0.48266708,0.07196472,-0.25343761,0.03275207,-0.08549766
-5.61580790,0.54718961,-0.65667407,0.00444464,-0.00730851,0.12343167,-0.01120371,0.13025849,-0.27084153,0.30136018,-0.05924766,0.00044499,-0.01009195,0.15207940,-0.44904539,0.06550286,-0.24028613,0.03077305,-0.07775943
-5.60980490,0.55724956,-0.60845206,0.00399739,-0.00628804,0.13134221,-0.01088260,0.12777660,-0.26121716,0.31769649,-0.05357188,0.00041787,-0.00865247,0.14538811,-0.41789870,0.05969742,-0.22785147,0.02908419,-0.07073322
-5.60380190,0.57303927,-0.56388271,0.00357117,-0.00537242,0.14045970,-0.01054938,0.12661202,-0.25158782,0.33703286,-0.04842544,0.00040498,-0.00736716,0.14046849,-0.38898027,0.05461147,-0.21600012,0.02771052,-0.06436200
-5.59779890,0.59456912,-0.52259238,0.00316885,-0.00455819,0.15072853,-0.01019984,0.12679158,-0.24183725,0.35926105,-0.04376738,0.00040607,-0.00622975,0.13742456,-0.36204168,0.05029849,-0.20460953,0.02667394,-0.05858622
-5.59179590,0.62173189,-0.48421493,0.00279270,-0.00384046,0.16205844,-0.00983093,0.12831489,-0.23187536,0.38419218,-0.03955513,0.00042128,-0.00523200,0.13634124,-0.33684360,0.04680304,-0.19357253,0.02599320,-0.05334620
-5.58579290,0.65430563,-0.44840555,0.00244431,-0.00321323,0.17432515,-0.00944084,0.13115559,-0.22164045,0.41155847,-0.03574608,0.00045102,-0.00436429,0.13728544,-0.31316465,0.04416156,-0.18280050,0.02568393,-0.04858406
-5.57978989,0.69196015,-0.41485145,0.00212461,-0.00266975,0.18737208,-0.00902904,0.13526328,-0.21109993,0.44101735,-0.03229890,0.00049597,-0.00361603,0.14030733,-0.29080810,0.04240335,-0.17222542,0.02575879,-0.04424529
-5.57378689,0.73426662,-0.38327948,0.00183394,-0.00220276,0.20101320,-0.00859622,0.14056602,-0.20024974,0.47215823,-0.02917461,0.00055701,-0.00297612,0.14544195,-0.26960645,0.04155152,-0.16180066,0.02622776,-0.04027996
-5.56778389,0.78071009,-0.35346047,0.00157206,-0.00180481,0.21503693,-0.00814421,0.14697329,-0.18911248,0.50451157,-0.02633733,0.00063513,-0.00243334,0.15271080,-0.24942376,0.04162385,-0.15150059,0.02709834,-0.03664350
-5.56178089,0.83070440,-0.32521071,0.00133823,-0.00146848,0.22921104,-0.00767585,0.15437940,-0.17773452,0.53756023,-0.02375479,0.00073142,-0.00197664,0.16212321,-0.23015607,0.04263348,-0.14131928,0.02837587,-0.03329711
-5.55577789,0.88360902,-0.29839077,0.00113132,-0.00118651,0.24328855,-0.00719481,0.16266698,-0.16618220,0.57075269,-0.02139861,0.00084697,-0.00159542,0.17367751,-0.21172998,0.04458933,-0.13126829,0.03006374,-0.03020785
-5.54977489,0.93874721,-0.27290219,0.00094985,-0.00095201,0.25701418,-0.00670541,0.17171071,-0.15453751,0.60351790,-0.01924431,0.00098281,-0.00127968,0.18736172,-0.19409996,0.04749627,-0.12137387,0.03216352,-0.02734845
-5.54377189,0.99542490,-0.24868257,0.00079208,-0.00075855,0.27013150,-0.00621241,0.18138097,-0.14289342,0.63528118,-0.01727122,0.00113985,-0.00102020,0.20315380,-0.17724440,0.05135502,-0.11167369,0.03467511,-0.02469692
-5.53776888,1.05294960,-0.22569951,0.00065613,-0.00060020,0.28239027,-0.00572080,0.19154742,-0.13134909,0.66548060,-0.01546213,0.00131880,-0.00080856,0.22102153,-0.16116116,0.05616173,-0.10221346,0.03759668,-0.02223590
-5.53176588,1.11064884,-0.20394398,0.00054000,-0.00047160,0.29355379,-0.00523563,0.20208238,-0.12000532,0.69358339,-0.01380301,0.00152010,-0.00063725,0.24092183,-0.14586265,0.06190737,-0.09304348,0.04092465,-0.01995204
-5.52576288,1.16788744,-0.18342359,0.00044167,-0.00036798,0.30340608,-0.00476180,0.21286385,-0.10896031,0.71910166,-0.01228250,0.00174386,-0.00049965,0.26279996,-0.13137103,0.06857697,-0.08421534,0.04465352,-0.01783529
-5.51975988,1.22408317,-0.16415628,0.00035914,-0.00028513,0.31175842,-0.00430395,0.22377839,-0.09830603,0.74160691,-0.01089154,0.00198977,-0.00038998,0.28658844,-0.11771364,0.07614881,-0.07577911,0.04877575,-0.01587813
-5.51375688,1.27872037,-0.14616460,0.00029050,-0.00021940,0.31845521,-0.00386632,0.23472340,-0.08812518,0.76074267,-0.00962292,0.00225709,-0.00030328,0.31220609,-0.10491899,0.08459362,-0.06778081,0.05328156,-0.01407494
-5.50775388,1.33136120,-0.12947097,0.00023393,-0.00016765,0.32337871,-0.00345269,0.24560926,-0.07848893,0.77623491,-0.00847088,0.00254453,-0.00023536,0.33955722,-0.09301352,0.09387394,-0.06026052,0.05815878,-0.01242146
-5.50175088,1.38165443,-0.11409414,0.00018774,-0.00012721,0.32645269,-0.00306633,0.25636095,-0.06945550,0.78789980,-0.00743085,0.00285032,-0.00018273,0.36853132,-0.08201907,0.10394373,-0.05325105,0.06339283,-0.01091425
-5.49574787,1.42934154,-0.10004678,0.00015040,-0.00009585,0.32764465,-0.00271002,0.26691941,-0.06106937,0.79564853,-0.00649916,0.00317212,-0.00014249,0.39900336,-0.07195136,0.11474838,-0.04677717,0.06896666,-0.00955041
-5.48974487,1.47426037,-0.08733432,0.00012054,-0.00007173,0.32696677,-0.00238605,0.27724256,-0.05336138,0.79948906,-0.00567295,0.00350705,-0.00011235,0.43083488,-0.06281926,0.12622505,-0.04085545,0.07486100,-0.00832729
-5.48374187,1.51634631,-0.07595495,0.00009693,-0.00005330,0.32447535,-0.00209635,0.28730609,-0.04634928,0.79952491,-0.00495004,0.00385177,-0.00009047,0.46387595,-0.05462492,0.13830357,-0.03549453,0.08105459,-0.00724248
-5.47773887,1.55563142,-0.06590074,0.00007852,-0.00003933,0.32026899,-0.00184253,0.29710401,-0.04003900,0.79595100,-0.00432902,0.00420244,-0.00007546,0.49796813,-0.04736462,0.15090782,-0.03069589,0.08752463,-0.00629373
-5.47173587,1.59224153,-0.05715956,0.00006440,-0.00002882,0.31448556,-0.00162604,0.30664907,-0.03442624,0.78904691,-0.00380928,0.00455491,-0.00006629,0.53294826,-0.04103029,0.16395753,-0.02645499,0.09424742,-0.00547914
-5.46573287,1.62639178,-0.04971778,0.00005383,-0.00002097,0.30729814,-0.00144832,0.31597293,-0.02949840,0.77916790,-0.00339121,0.00490474,-0.00006230,0.56865306,-0.03561148,0.17737054,-0.02276265,0.10119900,-0.00479736
-5.45972986,1.65838071,-0.04356351,0.00004618,-0.00001516,0.29891005,-0.00131094,0.32512625,-0.02523673,0.76673411,-0.00307642,0.00524734,-0.00006310,0.60492435,-0.03109770,0.19106541,-0.01960659,0.10835598,-0.00424781
-5.45372686,1.68858319,-0.03869015,0.00004097,-0.00001088,0.28954937,-0.00121575,0.33417853,-0.02161853,0.75221841,-0.00286796,0.00557813,-0.00006858,0.64161447,-0.02748101,0.20496413,-0.01697311,0.11569634,-0.00383104
-5.44772386,1.71744218,-0.03510004,0.00003782,-0.00000776,0.27946298,-0.00116508,0.34321779,-0.01861930,0.73613352,-0.00277059,0.00589266,-0.00007886,0.67859170,-0.02475864,0.21899493,-0.01484876,0.12320021,-0.00354906
-5.44172086,1.74545953,-0.03280812,0.00003650,-0.00000550,0.26891057,-0.00116188,0.35234986,-0.01621488,0.71901867,-0.00279110,0.00618675,-0.00009429,0.71574526,-0.02293556,0.23309493,-0.01322191,0.13085053,-0.00340569
-5.43571786,1.77318567,-0.03184524,0.00003685,-0.00000388,0.25815854,-0.00120985,0.36169733,-0.01438329,0.70142642,-0.00293851,0.00645664,-0.00011545,0.75298937,-0.02202690,0.24721238,-0.01208423,0.13863359,-0.00340687
-5.42971486,1.80120823,-0.03226116,0.00003886,-0.00000272,0.24747424,-0.00131359,0.37139799,-0.01310642,0.68390988,-0.00322435,0.00669912,-0.00014309,0.79026620,-0.02206003,0.26130857,-0.01143195,0.14653933,-0.00356094
-5.42371186,1.83013934,-0.03412688,0.00004261,-0.00000191,0.23712046,-0.00147866,0.38160269,-0.01237133,0.66701074,-0.00366280,0.00691164,-0.00017817,0.82754716,-0.02307623,0.27535888,-0.01126693,0.15456131,-0.00387891
-5.41770885,1.86060172,-0.03753632,0.00004831,-0.00000135,0.22735043,-0.00171170,0.39247254,-0.01217135,0.65124818,-0.00427083,0.00709241,-0.00022182,0.86483241,-0.02513188,0.28935318,-0.01159735,0.16269645,-0.00437458
-5.41170585,1.89321342,-0.04260705,0.00005630,-0.00000097,0.21840323,-0.00202039,0.40417529,-0.01250668,0.63710890,-0.00506818,0.00724042,-0.00027534,0.90214850,-0.02829910,0.30329535,-0.01243821,0.17094442,-0.00506465
-5.40570285,1.92857119,-0.04948017,0.00006706,-0.00000072,0.21049972,-0.00241351,0.41688104,-0.01338475,0.62503828,-0.00607733,0.00735552,-0.00034017,0.93954387,-0.03266560,0.31720191,-0.01381144,0.17930672,-0.00596864
-5.39969985,1.96723291,-0.05831901,0.00008122,-0.00000058,0.20383893,-0.00290080,0.43075718,-0.01482018,0.61543269,-0.00732325,0.00743839,-0.00041788,0.97708269,-0.03833399,0.33109977,-0.01574564,0.18778554,-0.00710874
-5.39369685,2.00969904,-0.06930684,0.00009961,-0.00000051,0.19859485,-0.00349288,0.44596261,-0.01683431,0.60863287,-0.00883311,0.00749048,-0.00051013,1.01483703,-0.04542020,0.34502334,-0.01827555,0.19638237,-0.00850958
-5.38769385,2.05639387,-0.08264327,0.00012323,-0.00000051,0.19491368,-0.00420107,0.46264146,-0.01945452,0.60491840,-0.01063578,0.00751397,-0.00061864,1.05287785,-0.05405117,0.35901089,-0.02144107,0.20509656,-0.01019773
-5.38169085,2.10764700,-0.09853969,0.00015332,-0.00000057,0.19291134,-0.00503716,0.48091651,-0.02271309,0.60450311,-0.01276127,0.00751164,-0.00074515,1.09126539,-0.06436185,0.37310062,-0.02528604,0.21392382,-0.01220126
-5.37568784,2.16367580,-0.11721349,0.00019137,-0.00000068,0.19267135,-0.00601315,0.50088237,-0.02664584,0.60753149,-0.01523999,0.00748677,-0.00089134,1.13003934,-0.07649137,0.38732650,-0.02985663,0.22285486,-0.01454897
-5.36968484,2.22456967,-0.13888146,0.00023914,-0.00000086,0.19424300,-0.00714092,0.52259901,-0.03129053,0.61407597,-0.01810189,0.00744299,-0.00105881,1.16920959,-0.09057870,0.40171412,-0.03519956,0.23187420,-0.01726969
-5.36368184,2.29027693,-0.16375239,0.00029867,-0.00000111,0.19763988,-0.00843186,0.54608560,-0.03668507,0.62413522,-0.02137556,0.00738413,-0.00124897,1.20874805,-0.10675773,0.41627694,-0.04136003,0.24095932,-0.02039137
-5.35767884,2.36059519,-0.19201914,0.00037232,-0.00000144,0.20283878,-0.00989655,0.57131535,-0.04286556,0.63763337,-0.02508726,0.00731407,-0.00146301,1.24858213,-0.12515205,0.43101301,-0.04837952,0.25008017,-0.02394018
-5.35167584,2.43516581,-0.22385055,0.00046280,-0.00000187,0.20977906,-0.01154435,0.59821133,-0.04986433,0.65442037,-0.02925986,0.00723657,-0.00170177,1.28859024,-0.14586960,0.44590242,-0.05629362,0.25919912,-0.02793957
-5.34567284,2.51347321,-0.25938361,0.00057311,-0.00000243,0.21836260,-0.01338308,0.62664386,-0.05770804,0.67427357,-0.03391197,0.00715519,-0.00196573,1.32859976,-0.16899739,0.46090568,-0.06512980,0.26827141,-0.03240931
