energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.80790395,2.04708873,0.01715548,0.01878312,0.78801440,0.73384257,0.00429450,1.35103536,0.36622578,0.14387094
-5.80190095,2.18674347,0.01759373,0.01989806,0.82986852,0.79529708,0.00445958,1.44155545,0.38090073,0.15433593
-5.79589795,2.34530741,0.01813147,0.02118616,0.87808030,0.86482905,0.00468757,1.54412340,0.39799654,0.16605773
-5.78989495,2.52171310,0.01874945,0.02263203,0.93216088,0.94217929,0.00497894,1.65801654,0.41724272,0.17895488
-5.78389195,2.71457776,0.01942682,0.02421719,0.99150876,1.02696876,0.00533333,1.78230778,0.43832033,0.19292238
-5.77788894,2.92222034,0.02014174,0.02592042,1.05542219,1.11869721,0.00574953,1.91587838,0.46087062,0.20783285
-5.77188594,3.14268226,0.02087205,0.02771805,1.12311305,1.21674281,0.00622540,2.05743329,0.48450451,0.22353816
-5.76588294,3.37375170,0.02159587,0.02958432,1.19372194,1.32036300,0.00675786,2.20551882,0.50881245,0.23987136
-5.75987994,3.61299111,0.02229225,0.03149180,1.26633388,1.42869677,0.00734287,2.35854219,0.53337445,0.25664906
-5.75387694,3.85776744,0.02294173,0.03341182,1.33999428,1.54076860,0.00797534,2.51479276,0.55776983,0.27367407
-5.74787394,4.10528504,0.02352676,0.03531493,1.41372483,1.65549452,0.00864921,2.67246465,0.58158649,0.29073836
-5.74187094,4.35262092,0.02403220,0.03717145,1.48653906,1.77169043,0.00935737,2.82968040,0.60442938,0.30762626
-5.73586793,4.59676211,0.02444554,0.03895194,1.55745703,1.88808297,0.01009172,2.98451568,0.62592787,0.32411784
-5.72986493,4.83464503,0.02475715,0.04062773,1.62551931,2.00332320,0.01084323,3.13502462,0.64574200,0.33999245
-5.72386193,5.06319665,0.02496034,0.04217149,1.68979985,2.11600316,0.01160199,3.27926591,0.66356740,0.35503231
-5.71785893,5.27937725,0.02505137,0.04355770,1.74941780,2.22467538,0.01235739,3.41532930,0.67913881,0.36902615
-5.71185593,5.48022465,0.02502930,0.04476319,1.80354829,2.32787513,0.01309821,3.54136263,0.69223240,0.38177281
-5.70585293,5.66289944,0.02489580,0.04576751,1.85143223,2.42414539,0.01381286,3.65559907,0.70266677,0.39308474
-5.69984992,5.82473096,0.02465484,0.04655341,1.89238518,2.51206386,0.01448959,3.75638454,0.71030296,0.40279135
-5.69384692,5.96326335,0.02431238,0.04710713,1.92580548,2.59027173,0.01511674,3.84220496,0.71504351,0.41074212
-5.68784392,6.07630092,0.02387594,0.04741868,1.95118161,2.65750321,0.01568302,3.91171298,0.71683092,0.41680950
-5.68184092,6.16195198,0.02335424,0.04748201,1.96809891,2.71261534,0.01617781,3.96375376,0.71564551,0.42089139
-5.67583792,6.21866997,0.02275675,0.04729512,1.97624566,2.75461671,0.01659141,3.99738921,0.71150314,0.42291327
-5.66983492,6.24529061,0.02209334,0.04686006,1.97541833,2.78269436,0.01691536,4.01191986,0.70445270,0.42282986
-5.66383192,6.24106372,0.02137396,0.04618282,1.96552603,2.79623768,0.01714269,4.00690378,0.69457370,0.42062625
-5.65782891,6.20567827,0.02060827,0.04527320,1.94659377,2.79485824,0.01726811,3.98217152,0.68197395,0.41631849
-5.65182591,6.13927930,0.01980548,0.04414452,1.91876435,2.77840463,0.01728823,3.93783630,0.66678731,0.40995353
-5.64582291,6.04247544,0.01897413,0.04281330,1.88229864,2.74697153,0.01720164,3.87429864,0.64917168,0.40160856
-5.63981991,5.91633600,0.01812200,0.04129883,1.83757380,2.70090230,0.01700901,3.79224485,0.62930700,0.39138968
-5.63381691,5.76237704,0.01725607,0.03962277,1.78507931,2.64078474,0.01671305,3.69263872,0.60739331,0.37942989
-5.62781391,5.58253592,0.01638249,0.03780859,1.72541062,2.56743997,0.01631847,3.57670630,0.58364867,0.36588655
-5.62181091,5.37913479,0.01550662,0.03588108,1.65926020,2.48190457,0.01583184,3.44591382,0.55830692,0.35093814
-5.61580790,5.15483349,0.01463318,0.03386581,1.58740608,2.38540642,0.01526139,3.30193902,0.53161522,0.33478063
-5.60980490,4.91257313,0.01376625,0.03178861,1.51069807,2.27933516,0.01461674,3.14663654,0.50383119,0.31762337
-5.60380190,4.65551202,0.01290946,0.02967503,1.43004187,2.16520818,0.01390869,2.98199854,0.47521974,0.29968478
-5.59779890,4.38695591,0.01206603,0.02754990,1.34638147,2.04463337,0.01314881,2.81011146,0.44604951,0.28118775
-5.59179590,4.11028509,0.01123891,0.02543689,1.26068054,1.91927012,0.01234918,2.63311069,0.41658911,0.26235515
-5.58579290,3.82888068,0.01043084,0.02335811,1.17390314,1.79078985,0.01152204,2.45313453,0.38710298,0.24340540
-5.57978989,3.54605281,0.00964443,0.02133386,1.08699475,1.66083765,0.01067943,2.27227911,0.35784734,0.22454832
-5.57378689,3.26497329,0.00888216,0.01938233,1.00086405,1.53099632,0.00983297,2.09255595,0.32906606,0.20598137
-5.56778389,2.98861487,0.00814642,0.01751950,0.91636619,1.40275406,0.00899351,1.91585344,0.30098680,0.18788642
-5.56178089,2.71969915,0.00743948,0.01575902,0.83428817,1.27747676,0.00817096,1.74390372,0.27381749,0.17042711
-5.55577789,2.46065470,0.00676352,0.01411218,0.75533681,1.15638573,0.00737408,1.57825578,0.24774329,0.15374685
-5.54977489,2.21358622,0.00612051,0.01258800,0.68012959,1.04054129,0.00661040,1.42025551,0.22292426,0.13796751
-5.54377189,1.98025532,0.00551225,0.01119329,0.60918858,0.93083245,0.00588607,1.27103304,0.19949366,0.12318889
-5.53776888,1.76207279,0.00494026,0.00993284,0.54293764,0.82797256,0.00520592,1.13149735,0.17755706,0.10948870
-5.53176588,1.56010170,0.00440581,0.00880958,0.48170258,0.73250064,0.00457342,1.00233771,0.15719225,0.09692324
-5.52576288,1.37507037,0.00390984,0.00782478,0.42571412,0.64478772,0.00399075,0.88403143,0.13844991,0.08552863
-5.51975988,1.20739365,0.00345295,0.00697829,0.37511338,0.56504752,0.00345891,0.77685693,0.12135497,0.07532232
-5.51375688,1.05720091,0.00303542,0.00626875,0.32995928,0.49335055,0.00297784,0.68091111,0.10590863,0.06630511
-5.50775388,0.92436882,0.00265721,0.00569379,0.29023735,0.42964072,0.00254655,0.59612986,0.09209079,0.05846315
-5.50175088,0.80855711,0.00231795,0.00525018,0.25586958,0.37375346,0.00216327,0.52231044,0.07986292,0.05177022
-5.49574787,0.70924535,0.00201704,0.00493404,0.22672448,0.32543446,0.00182559,0.45913462,0.06917109,0.04618982
-5.48974487,0.62576913,0.00175364,0.00474089,0.20262713,0.28435815,0.00153064,0.40619148,0.05994914,0.04167723
-5.48374187,0.55735425,0.00152677,0.00466576,0.18336860,0.25014526,0.00127524,0.36299887,0.05212170,0.03818142
-5.47773887,0.50314761,0.00133531,0.00470323,0.16871442,0.22237877,0.00105597,0.32902298,0.04560710,0.03564655
-5.47173587,0.46224413,0.00117810,0.00484743,0.15841189,0.20061803,0.00086937,0.30369513,0.04032001,0.03401339
-5.46573287,0.43370902,0.00105400,0.00509201,0.15219604,0.18441045,0.00071195,0.28642587,0.03617367,0.03322033
-5.45972986,0.41659534,0.00096190,0.00543009,0.14979417,0.17330103,0.00058037,0.27661590,0.03308175,0.03320411
-5.45372686,0.40995697,0.00090077,0.00585422,0.15092905,0.16683949,0.00047140,0.27366413,0.03095984,0.03390037
-5.44772386,0.41285731,0.00086967,0.00635633,0.15532090,0.16458526,0.00038205,0.27697304,0.02972640,0.03524395
-5.44172086,0.42437431,0.00086782,0.00692767,0.16268834,0.16611057,0.00030958,0.28595171,0.02930342,0.03716904
-5.43571786,0.44360263,0.00089449,0.00755880,0.17274853,0.17100202,0.00025146,0.30001705,0.02961659,0.03960927
-5.42971486,0.46965374,0.00094908,0.00823958,0.18521685,0.17886085,0.00020548,0.31859381,0.03059534,0.04249772
-5.42371186,0.50165478,0.00103101,0.00895922,0.19980637,0.18930247,0.00016965,0.34111375,0.03217240,0.04576702
-5.41770885,0.53874702,0.00113971,0.00970642,0.21622736,0.20195557,0.00014224,0.36701478,0.03428337,0.04934951
-5.41170585,0.58008469,0.00127458,0.01046942,0.23418713,0.21646103,0.00012177,0.39574033,0.03686612,0.05317750
-5.40570285,0.62483478,0.00143484,0.01123627,0.25339038,0.23247114,0.00010695,0.42673946,0.03986008,0.05718373
-5.39969985,0.67217828,0.00161957,0.01199502,0.27354020,0.24964922,0.00009670,0.45946799,0.04320569,0.06130193
-5.39369685,0.72131309,0.00182755,0.01273395,0.29433988,0.26766978,0.00009010,0.49339080,0.04684384,0.06546760
-5.38769385,0.77145884,0.00205724,0.01344196,0.31549539,0.28621948,0.00008638,0.52798544,0.05071544,0.06961889
-5.38169085,0.82186331,0.00230670,0.01410874,0.33671864,0.30499864,0.00008489,0.56274683,0.05476123,0.07369756
-5.37568784,0.87181050,0.00257354,0.01472517,0.35773133,0.32372348,0.00008511,0.59719309,0.05892174,0.07765004
-5.36968484,0.92062965,0.00285494,0.01528356,0.37826922,0.34212889,0.00008657,0.63087199,0.06313744,0.08142846
-5.36368184,0.96770499,0.00314755,0.01577788,0.39808665,0.35997140,0.00008892,0.66336785,0.06734914,0.08499162
-5.35767884,1.01248547,0.00344760,0.01620397,0.41696102,0.37703253,0.00009183,0.69430849,0.07149855,0.08830583
-5.35167584,1.05449394,0.00375086,0.01655969,0.43469708,0.39312183,0.00009506,0.72337162,0.07552901,0.09134556
-5.34567284,1.09333515,0.00405275,0.01684495,0.45113072,0.40807979,0.00009838,0.75029058,0.07938638,0.09409389
-5.33966983,1.12870217,0.00434840,0.01706171,0.46613198,0.42178019,0.00010162,0.77485876,0.08302002,0.09654270
-5.33366683,1.16038050,0.00463276,0.01721387,0.47960727,0.43413177,0.00010463,0.79693258,0.08638376,0.09869247
-5.32766383,1.18824989,0.00490073,0.01730713,0.49150047,0.44507906,0.00010727,0.81643269,0.08943696,0.10055191
-5.32166083,1.21228330,0.00514730,0.01734871,0.50179295,0.45460231,0.00010946,0.83334335,0.09214540,0.10213724
-5.31565783,1.23254330,0.00536767,0.01734706,0.51050243,0.46271644,0.00011110,0.84770987,0.09448215,0.10347117
-5.30965483,1.24917568,0.00555744,0.01731153,0.51768069,0.46946906,0.00011215,0.85963417,0.09642824,0.10458173
-5.30365183,1.26240079,0.00571271,0.01725197,0.52341033,0.47493758,0.00011255,0.86926878,0.09797310,0.10550094
-5.29764882,1.27250283,0.00583023,0.01717836,0.52780051,0.47922551,0.00011229,0.87680932,0.09911482,0.10626326
-5.29164582,1.27981752,0.00590748,0.01710047,0.53098217,0.48245823,0.00011135,0.88248602,0.09986015,0.10690419
-5.28564282,1.28471895,0.00594280,0.01702748,0.53310268,0.48477824,0.00010974,0.88655443,0.10022420,0.10745878
-5.27963982,1.28760583,0.00593543,0.01696770,0.53432024,0.48634021,0.00010749,0.88928596,0.10022989,0.10796030
-5.27363682,1.28888807,0.00588551,0.01692837,0.53479842,0.48730598,0.00010463,0.89095852,0.09990717,0.10843910
-5.26763382,1.28897404,0.00579411,0.01691545,0.53470080,0.48783975,0.00010120,0.89184765,0.09929204,0.10892170
-5.26163082,1.28825903,0.00566318,0.01693357,0.53418619,0.48810362,0.00009727,0.89221860,0.09842529,0.10943007
-5.25562781,1.28711531,0.00549545,0.01698600,0.53340441,0.48825353,0.00009290,0.89231946,0.09735125,0.10998131
-5.24962481,1.28588416,0.00529440,0.01707471,0.53249286,0.48843595,0.00008816,0.89237565,0.09611632,0.11058748
-5.24362181,1.28486974,0.00506408,0.01720050,0.53157389,0.48878505,0.00008312,0.89258589,0.09476751,0.11125581
-5.23761881,1.28433509,0.00480900,0.01736315,0.53075303,0.48942069,0.00007786,0.89311948,0.09335106,0.11198908
-5.23161581,1.28450000,0.00453397,0.01756163,0.53011801,0.49044695,0.00007247,0.89411509,0.09191101,0.11278615
-5.22561281,1.28554056,0.00424397,0.01779429,0.52973855,0.49195130,0.00006701,0.89568057,0.09048802,0.11364273
-5.21960980,1.28758999,0.00394399,0.01805909,0.52966674,0.49400425,0.00006155,0.89789393,0.08911825,0.11455207
-5.21360680,1.29074061,0.00363890,0.01835377,0.52993787,0.49665938,0.00005617,0.90080485,0.08783244,0.11550578
-5.20760380,1.29504638,0.00333329,0.01867604,0.53057165,0.49995361,0.00005092,0.90443685,0.08665531,0.11649451
-5.20160080,1.30052568,0.00303143,0.01902361,0.53157355,0.50390772,0.00004586,0.90878949,0.08560499,0.11750856
-5.19559780,1.30716416,0.00273710,0.01939432,0.53293621,0.50852681,0.00004102,0.91384071,0.08469286,0.11853831
-5.18959480,1.31491728,0.00245360,0.01978609,0.53464079,0.51380089,0.00003645,0.91954891,0.08392353,0.11957452
-5.18359180,1.32371244,0.00218367,0.02019687,0.53665817,0.51970535,0.00003218,0.92585469,0.08329502,0.12060841
-5.17758879,1.33345073,0.00192948,0.02062454,0.53894996,0.52620141,0.00002821,0.93268241,0.08279915,0.12163157
-5.17158579,1.34400821,0.00169264,0.02106676,0.54146936,0.53323661,0.00002457,0.93994127,0.08242212,0.12263575
-5.16558279,1.35523706,0.00147421,0.02152079,0.54416185,0.54074525,0.00002125,0.94752632,0.08214519,0.12361249
-5.15957979,1.36696657,0.00127474,0.02198337,0.54696588,0.54864909,0.00001825,0.95531926,0.08194553,0.12455274
-5.15357679,1.37900440,0.00109435,0.02245047,0.54981340,0.55685808,0.00001557,0.96318939,0.08179709,0.12544642
-5.14757379,1.39113823,0.00093273,0.02291727,0.55263064,0.56527150,0.00001320,0.97099474,0.08167158,0.12628204
-5.14157079,1.40313806,0.00078928,0.02337795,0.55533899,0.57377934,0.00001111,0.97858361,0.08153944,0.12704640
-5.13556778,1.41475929,0.00066309,0.02382576,0.55785600,0.58226407,0.00000928,0.98579657,0.08137085,0.12772445
-5.12956478,1.42574670,0.00055308,0.02425299,0.56009681,0.59060279,0.00000771,0.99246893,0.08113667,0.12829922
-5.12356178,1.43583921,0.00045801,0.02465109,0.56197563,0.59866961,0.00000635,0.99843385,0.08080933,0.12875207
-5.11755878,1.44477536,0.00037655,0.02501084,0.56340763,0.60633836,0.00000520,1.00352574,0.08036368,0.12906298
-5.11155578,1.45229930,0.00030736,0.02532259,0.56431075,0.61348530,0.00000423,1.00758407,0.07977770,0.12921108
-5.10555278,1.45816697,0.00024908,0.02557653,0.56460773,0.61999192,0.00000341,1.01045719,0.07903309,0.12917526
-5.09954977,1.46215207,0.00020040,0.02576302,0.56422799,0.62574746,0.00000274,1.01200609,0.07811572,0.12893493
-5.09354677,1.46405157,0.00016008,0.02587292,0.56310927,0.63065114,0.00000218,1.01210776,0.07701598,0.12847082
-5.08754377,1.46369029,0.00012695,0.02589798,0.56119904,0.63461393,0.00000172,1.01065794,0.07572887,0.12776567
-5.08154077,1.46092436,0.00009996,0.02583115,0.55845544,0.63755969,0.00000135,1.00757309,0.07425407,0.12680504
-5.07553777,1.45564320,0.00007814,0.02566687,0.55484775,0.63942570,0.00000105,1.00279149,0.07259570,0.12557788
-5.06953477,1.44777011,0.00006064,0.02540136,0.55035632,0.64016250,0.00000082,0.99627326,0.07076206,0.12407700
-5.06353177,1.43726121,0.00004672,0.02503277,0.54497206,0.63973313,0.00000063,0.98799945,0.06876517,0.12229939
-5.05752876,1.42410314,0.00003574,0.02456131,0.53869542,0.63811174,0.00000048,0.97797025,0.06662024,0.12024637
-5.05152576,1.40830948,0.00002715,0.02398931,0.53153499,0.63528196,0.00000036,0.96620244,0.06434504,0.11792351
-5.04552276,1.38991652,0.00002047,0.02332115,0.52350599,0.63123481,0.00000027,0.95272645,0.06195922,0.11534041
-5.03951976,1.36897845,0.00001532,0.02256314,0.51462851,0.62596683,0.00000020,0.93758306,0.05948364,0.11251036
-5.03351676,1.34556268,0.00001139,0.02172336,0.50492593,0.61947813,0.00000015,0.92082031,0.05693963,0.10944980
-5.02751376,1.31974551,0.00000840,0.02081138,0.49442352,0.61177096,0.00000011,0.90249065,0.05434841,0.10617782
-5.02151076,1.29160865,0.00000616,0.01983796,0.48314734,0.60284874,0.00000008,0.88264876,0.05173049,0.10271551
-5.01550775,1.26123673,0.00000448,0.01881477,0.47112362,0.59271565,0.00000006,0.86135011,0.04910515,0.09908537
-5.00950475,1.22871620,0.00000323,0.01775401,0.45837864,0.58137696,0.00000005,0.83865038,0.04649010,0.09531077
-5.00350175,1.19413547,0.00000232,0.01666805,0.44493902,0.56884007,0.00000003,0.81460588,0.04390118,0.09141537
-4.99749875,1.15758632,0.00000165,0.01556916,0.43083256,0.55511604,0.00000003,0.78927473,0.04135220,0.08742276
-4.99149575,1.11916644,0.00000117,0.01446915,0.41608940,0.54022172,0.00000002,0.76271889,0.03885486,0.08335613
-4.98549275,1.07898275,0.00000082,0.01337913,0.40074351,0.52418214,0.00000002,0.73500659,0.03641883,0.07923797
-4.97948974,1.03715512,0.00000057,0.01230929,0.38483416,0.50703301,0.00000003,0.70621508,0.03405185,0.07508999
-4.97348674,0.99382022,0.00000039,0.01126875,0.36840753,0.48882311,0.00000003,0.67643336,0.03175991,0.07093300
-4.96748374,0.94913485,0.00000027,0.01026536,0.35151798,0.46961636,0.00000004,0.64576463,0.02954749,0.06678692
-4.96148074,0.90327865,0.00000018,0.00930575,0.33422903,0.44949334,0.00000006,0.61432808,0.02741782,0.06267083
-4.95547774,0.85645556,0.00000012,0.00839520,0.31661389,0.42855210,0.00000009,0.58225996,0.02537310,0.05860294
-4.94947474,0.80889405,0.00000008,0.00753774,0.29875547,0.40690818,0.00000012,0.54971366,0.02341478,0.05460069
-4.94347174,0.76084581,0.00000006,0.00673616,0.28074573,0.38469368,0.00000017,0.51685876,0.02154378,0.05068076
-4.93746873,0.71258292,0.00000004,0.00599214,0.26268452,0.36205553,0.00000024,0.48387899,0.01976063,0.04685904
-4.93146573,0.66439362,0.00000002,0.00530634,0.24467786,0.33915289,0.00000034,0.45096926,0.01806564,0.04315061
-4.92546273,0.61657686,0.00000002,0.00467854,0.22683571,0.31615384,0.00000047,0.41833173,0.01645900,0.03956964
-4.91945973,0.56943585,0.00000001,0.00410779,0.20926950,0.29323154,0.00000064,0.38617138,0.01494078,0.03612929
-4.91345673,0.52327107,0.00000001,0.00359255,0.19208937,0.27056005,0.00000088,0.35469105,0.01351104,0.03284157
-4.90745373,0.47837302,0.00000000,0.00313085,0.17540133,0.24831004,0.00000120,0.32408640,0.01216971,0.02971719
-4.90145073,0.43501509,0.00000000,0.00272039,0.15930461,0.22664448,0.00000162,0.29454097,0.01091663,0.02676546
-4.89544772,0.39344710,0.00000000,0.00235875,0.14388912,0.20571480,0.00000218,0.26622161,0.00975146,0.02399411
-4.88944472,0.35388955,0.00000000,0.00204343,0.12923334,0.18565732,0.00000290,0.23927457,0.00867367,0.02140922
-4.88344172,0.31652905,0.00000000,0.00177203,0.11540260,0.16659049,0.00000383,0.21382230,0.00768246,0.01901520
-4.87743872,0.28151512,0.00000000,0.00154231,0.10244787,0.14861272,0.00000502,0.18996118,0.00677672,0.01681475
-4.87143572,0.24895827,0.00000000,0.00135231,0.09040512,0.13180107,0.00000654,0.16776023,0.00595507,0.01480890
-4.86543272,0.21892963,0.00000000,0.00120037,0.07929518,0.11621072,0.00000846,0.14726082,0.00521578,0.01299716
-4.85942971,0.19146183,0.00000000,0.00108525,0.06912413,0.10187522,0.00001086,0.12847725,0.00455685,0.01137765
-4.85342671,0.16655113,0.00000000,0.00100615,0.05988416,0.08880741,0.00001385,0.11139825,0.00397601,0.00994725
-4.84742371,0.14416066,0.00000000,0.00096272,0.05155479,0.07700098,0.00001753,0.09598916,0.00347081,0.00870187
-4.84142071,0.12422433,0.00000000,0.00095510,0.04410443,0.06643250,0.00002203,0.08219467,0.00303863,0.00763668
-4.83541771,0.10665138,0.00000000,0.00098390,0.03749210,0.05706378,0.00002748,0.06994199,0.00267677,0.00674629
-4.82941471,0.09133118,0.00000000,0.00105019,0.03166931,0.04884442,0.00003404,0.05914423,0.00238251,0.00602504
-4.82341171,0.07813811,0.00000000,0.00115542,0.02658195,0.04171450,0.00004186,0.04970389,0.00215318,0.00546714
-4.81740870,0.06693622,0.00000000,0.00130140,0.02217217,0.03560714,0.00005110,0.04151617,0.00198619,0.00506686
-4.81140570,0.05758355,0.00000000,0.00149019,0.01838006,0.03045093,0.00006194,0.03447224,0.00187904,0.00481862
-4.80540270,0.04993592,0.00000000,0.00172398,0.01514527,0.02617211,0.00007454,0.02846208,0.00182938,0.00471702
-4.79939970,0.04385010,0.00000000,0.00200497,0.01240834,0.02269649,0.00008906,0.02337704,0.00183495,0.00475688
-4.79339670,0.03918634,0.00000000,0.00233523,0.01011184,0.01995092,0.00010564,0.01911192,0.00189357,0.00493308
-4.78739370,0.03581010,0.00000000,0.00271653,0.00820132,0.01786453,0.00012441,0.01556668,0.00200311,0.00524054
-4.78139070,0.03359320,0.00000000,0.00315014,0.00662590,0.01636948,0.00014547,0.01264771,0.00216137,0.00567394
-4.77538769,0.03241435,0.00000000,0.00363667,0.00533882,0.01540151,0.00016886,0.01026866,0.00236604,0.00622757
-4.76938469,0.03215908,0.00000000,0.00417589,0.00429760,0.01490007,0.00019461,0.00835098,0.00261461,0.00689504
-4.76338169,0.03271928,0.00000000,0.00476656,0.00346424,0.01480832,0.00022267,0.00682408,0.00290423,0.00766908
-4.75737869,0.03399250,0.00000000,0.00540625,0.00280507,0.01507288,0.00025295,0.00562524,0.00323169,0.00854124
-4.75137569,0.03588098,0.00000000,0.00609128,0.00229065,0.01564344,0.00028529,0.00469932,0.00359330,0.00950171
-4.74537269,0.03829066,0.00000000,0.00681656,0.00189550,0.01647239,0.00031945,0.00399833,0.00398484,0.01053918
-4.73936968,0.04113026,0.00000000,0.00757563,0.00159781,0.01751433,0.00035514,0.00348086,0.00440154,0.01164066
-4.73336668,0.04431053,0.00000000,0.00836064,0.00137912,0.01872571,0.00039198,0.00311143,0.00483811,0.01279153
-4.72736368,0.04774372,0.00000000,0.00916244,0.00122396,0.02006451,0.00042953,0.00285990,0.00528873,0.01397557
-4.72136068,0.05134342,0.00000000,0.00997075,0.00111955,0.02149007,0.00046731,0.00270079,0.00574719,0.01517511
-4.71535768,0.05502467,0.00000000,0.01077437,0.00105550,0.02296302,0.00050476,0.00261270,0.00620697,0.01637132
-4.70935468,0.05870455,0.00000000,0.01156146,0.00102348,0.02444539,0.00054130,0.00257773,0.00666148,0.01754457
-4.70335168,0.06230302,0.00000000,0.01231988,0.00101706,0.02590086,0.00057634,0.00258097,0.00710420,0.01867484
-4.69734867,0.06574414,0.00000000,0.01303759,0.00103146,0.02729517,0.00060925,0.00261012,0.00752898,0.01974229
-4.69134567,0.06895760,0.00000000,0.01370311,0.00106345,0.02859655,0.00063944,0.00265503,0.00793034,0.02072783
-4.68534267,0.07188037,0.00000000,0.01430591,0.00111118,0.02977642,0.00066635,0.00270746,0.00830372,0.02161371
-4.67933967,0.07445849,0.00000000,0.01483697,0.00117418,0.03080990,0.00068944,0.00276079,0.00864585,0.02238418
-4.67333667,0.07664892,0.00000000,0.01528914,0.00125331,0.03167658,0.00070828,0.00280984,0.00895504,0.02302610
-4.66733367,0.07842127,0.00000000,0.01565763,0.00135074,0.03236102,0.00072250,0.00285069,0.00923151,0.02352948
-4.66133067,0.07975934,0.00000000,0.01594037,0.00147000,0.03285340,0.00073185,0.00288053,0.00947767,0.02388801
-4.65532766,0.08066247,0.00000000,0.01613833,0.00161602,0.03314988,0.00073617,0.00289761,0.00969837,0.02409944
-4.64932466,0.08114642,0.00000000,0.01625576,0.00179518,0.03325298,0.00073545,0.00290111,0.00990111,0.02416591
-4.64332166,0.08124400,0.00000000,0.01630035,0.00201534,0.03317166,0.00072979,0.00289108,0.01009617,0.02409408
