energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.60980490,0.07017549,0.01330478,0.00000000,0.00011687,0.02318896,0.04342322,0.02579540
-5.60380190,0.07636056,0.01239303,0.00000000,0.00015271,0.02615180,0.04274746,0.02877209
-5.59779890,0.08490891,0.01200637,0.00000000,0.00019828,0.02985358,0.04372320,0.03263990
-5.59179590,0.09603172,0.01217026,0.00000000,0.00025573,0.03436796,0.04646053,0.03749121
-5.58579290,0.10997793,0.01292188,0.00000000,0.00032757,0.03977831,0.05110367,0.04343406
-5.57978989,0.12703743,0.01431114,0.00000000,0.00041670,0.04617845,0.05783432,0.05059329
-5.57378689,0.14754336,0.01640146,0.00000000,0.00052639,0.05367315,0.06687428,0.05911145
-5.56778389,0.17187350,0.01927013,0.00000000,0.00066033,0.06237836,0.07848707,0.06914939
-5.56178089,0.20045037,0.02300832,0.00000000,0.00082258,0.07242112,0.09297832,0.08088630
-5.55577789,0.23373959,0.02772056,0.00000000,0.00101756,0.08393896,0.11069474,0.09451921
-5.54977489,0.27224636,0.03352363,0.00000000,0.00125000,0.09707880,0.13202127,0.11026165
-5.54377189,0.31650956,0.04054479,0.00000000,0.00152486,0.11199519,0.15737642,0.12834142
-5.53776888,0.36709315,0.04891924,0.00000000,0.00184724,0.12884778,0.18720533,0.14899723
-5.53176588,0.42457470,0.05878693,0.00000000,0.00222226,0.14779799,0.22197053,0.17247418
-5.52576288,0.48953082,0.07028848,0.00000000,0.00265489,0.16900475,0.26214030,0.19901798
-5.51975988,0.56251938,0.08356037,0.00000000,0.00314979,0.19261945,0.30817459,0.22886774
-5.51375688,0.64405875,0.09872949,0.00000000,0.00371112,0.21877985,0.36050866,0.26224759
-5.50775388,0.73460420,0.11590700,0.00000000,0.00434232,0.24760335,0.41953466,0.29935704
-5.50175088,0.83452210,0.13518184,0.00000000,0.00504585,0.27917954,0.48558160,0.34036039
-5.49574787,0.94406255,0.15661399,0.00000000,0.00582303,0.31356233,0.55889419,0.38537539
-5.48974487,1.06333133,0.18022767,0.00000000,0.00667373,0.35076187,0.63961143,0.43446168
-5.48374187,1.19226253,0.20600505,0.00000000,0.00759624,0.39073672,0.72774555,0.48760927
-5.47773887,1.33059289,0.23388036,0.00000000,0.00858705,0.43338647,0.82316263,0.54472778
-5.47173587,1.47783944,0.26373522,0.00000000,0.00964073,0.47854541,0.92556558,0.60563701
-5.46573287,1.63328199,0.29539517,0.00000000,0.01074982,0.52597750,1.03448095,0.67005936
-5.45972986,1.79595177,0.32862790,0.00000000,0.01190486,0.57537331,1.14925030,0.73761486
-5.45372686,1.96462765,0.36314345,0.00000000,0.01309436,0.62634897,1.26902749,0.80781929
-5.44772386,2.13784116,0.39859657,0.00000000,0.01430499,0.67844785,1.39278243,0.88008596
-5.44172086,2.31389110,0.43459146,0.00000000,0.01552176,0.73114492,1.51931216,0.95373146
-5.43571786,2.49086810,0.47068878,0.00000000,0.01672827,0.78385402,1.64725944,1.02798559
-5.42971486,2.66668946,0.50641508,0.00000000,0.01790712,0.83593808,1.77513916,1.10200566
-5.42371186,2.83914345,0.54127431,0.00000000,0.01904026,0.88672209,1.90137187,1.17489469
-5.41770885,3.00594238,0.57476116,0.00000000,0.02010951,0.93550857,2.02432413,1.24572339
-5.41170585,3.16478273,0.60637579,0.00000000,0.02109704,0.98159501,2.14235430,1.31355516
-5.40570285,3.31341052,0.63563948,0.00000000,0.02198588,1.02429287,2.25386243,1.37747328
-5.39969985,3.44968941,0.66211056,0.00000000,0.02276045,1.06294726,2.35734249,1.43660938
-5.39369685,3.57166905,0.68539990,0.00000000,0.02340705,1.09695670,2.45143484,1.49017195
-5.38769385,3.67765052,0.70518542,0.00000000,0.02391429,1.12579209,2.53497692,1.53747379
-5.38169085,3.76624632,0.72122483,0.00000000,0.02427349,1.14901397,2.60704956,1.57795701
-5.37568784,3.83643171,0.73336601,0.00000000,0.02447893,1.16628750,2.66701712,1.61121457
-5.36968484,3.88758526,0.74155450,0.00000000,0.02452813,1.17739422,2.71455900,1.63700709
-5.36368184,3.91951612,0.74583764,0.00000000,0.02442186,1.18224017,2.74969096,1.65527409
-5.35767884,3.93247666,0.74636501,0.00000000,0.02416417,1.18085995,2.77277467,1.66613902
-5.35167584,3.92715927,0.74338515,0.00000000,0.02376228,1.17341628,2.78451463,1.66990746
-5.34567284,3.90467722,0.73723848,0.00000000,0.02322631,1.16019521,2.78594184,1.66705855
-5.33966983,3.86652988,0.72834660,0.00000000,0.02256900,1.14159711,2.77838452,1.65822969
-5.33366683,3.81455349,0.71719839,0.00000000,0.02180526,1.11812357,2.76342634,1.64419510
-5.32766383,3.75085930,0.70433338,0.00000000,0.02095177,1.09036108,2.74285368,1.62583891
-5.32166083,3.67776150,0.69032299,0.00000000,0.02002642,1.05896181,2.71859345,1.60412389
-5.31565783,3.59769780,0.67575045,0.00000000,0.01904780,1.02462262,2.69264393,1.58005709
-5.30965483,3.51314588,0.66119009,0.00000000,0.01803467,0.98806288,2.66700112,1.55465373
-5.30365183,3.42653915,0.64718688,0.00000000,0.01700545,0.95000224,2.64358357,1.52890078
-5.29764882,3.34018520,0.63423712,0.00000000,0.01597771,0.91113914,2.62415862,1.50372190
-5.29164582,3.25619020,0.62277083,0.00000000,0.01496779,0.87213085,2.61027321,1.47994498
-5.28564282,3.17639231,0.61313683,0.00000000,0.01399040,0.83357598,2.60319196,1.45827363
-5.27963982,3.10230650,0.60559083,0.00000000,0.01305833,0.79599984,2.60384531,1.43926394
-5.27363682,3.03508301,0.60028723,0.00000000,0.01218227,0.75984328,2.61278995,1.42330704
-5.26763382,2.97548060,0.59727470,0.00000000,0.01137065,0.72545520,2.63018320,1.41061844
-5.26163082,2.92385549,0.59649598,0.00000000,0.01062959,0.69308895,2.65577260,1.40123423
-5.25562781,2.88016604,0.59779150,0.00000000,0.00996294,0.66290246,2.68890134,1.39501434
-5.24962481,2.84399238,0.60090708,0.00000000,0.00937235,0.63496193,2.72852932,1.39165248
-5.24362181,2.81457009,0.60550496,0.00000000,0.00885745,0.60924873,2.77326921,1.39069232
-5.23761881,2.79083583,0.61117796,0.00000000,0.00841605,0.58566900,2.82143598,1.39154903
-5.23161581,2.77148305,0.61746603,0.00000000,0.00804439,0.56406544,2.87110819,1.39353535
-5.22561281,2.75502501,0.62387452,0.00000000,0.00773739,0.54423060,2.92019832,1.39589095
-5.21960980,2.73986257,0.62989352,0.00000000,0.00748901,0.52592113,2.96652962,1.39781391
-5.21360680,2.72435385,0.63501729,0.00000000,0.00729253,0.50887231,3.00791610,1.39849300
-5.20760380,2.70688301,0.63876320,0.00000000,0.00714086,0.49281223,3.04224274,1.39713961
-5.20160080,2.68592560,0.64068938,0.00000000,0.00702684,0.47747522,3.06754255,1.39301797
-5.19559780,2.66010797,0.64041036,0.00000000,0.00694356,0.46261388,3.08206758,1.38547270
-5.18959480,2.62825891,0.63761020,0.00000000,0.00688462,0.44800960,3.08435108,1.37395262
-5.18359180,2.58945173,0.63205274,0.00000000,0.00684434,0.43348106,3.07325866,1.35803020
-5.17758879,2.54303570,0.62358848,0.00000000,0.00681801,0.41889066,3.04802644,1.33741585
-5.17158579,2.48865609,0.61215810,0.00000000,0.00680205,0.40414887,3.00828520,1.31196697
-5.16558279,2.42626259,0.59779261,0.00000000,0.00679409,0.38921632,2.95406979,1.28169129
-5.15957979,2.35610636,0.58061019,0.00000000,0.00679314,0.37410392,2.88581392,1.24674495
-5.15357679,2.27872628,0.56081002,0.00000000,0.00679956,0.35887102,2.80433106,1.20742523
-5.14757379,2.19492549,0.53866358,0.00000000,0.00681504,0.34362189,2.71078240,1.16415864
-5.14157079,2.10573943,0.51450375,0.00000000,0.00684263,0.32850071,2.60663392,1.11748496
-5.13556778,2.01239697,0.48871231,0.00000000,0.00688653,0.31368531,2.49360430,1.06803784
-5.12956478,1.91627637,0.46170652,0.00000000,0.00695200,0.29938004,2.37360625,1.01652290
-5.12356178,1.81885770,0.43392507,0.00000000,0.00704516,0.28580784,2.24868358,0.96369422
-5.11755878,1.72167364,0.40581427,0.00000000,0.00717272,0.27320196,2.12094658,0.91033005
-5.11155578,1.62626028,0.37781472,0.00000000,0.00734177,0.26179744,1.99250807,0.85720868
-5.10555278,1.53410952,0.35034904,0.00000000,0.00755944,0.25182265,1.86542241,0.80508519
-5.09954977,1.44662458,0.32381089,0.00000000,0.00783259,0.24349101,1.74162933,0.75466998
-5.09354677,1.36507968,0.29855567,0.00000000,0.00816749,0.23699322,1.62290429,0.70660955
-5.08754377,1.29058507,0.27489295,0.00000000,0.00856952,0.23248998,1.51081650,0.66147016
-5.08154077,1.22405808,0.25308081,0.00000000,0.00904277,0.23010557,1.40669555,0.61972464
-5.07553777,1.16620075,0.23332199,0.00000000,0.00958985,0.22992227,1.31160710,0.58174277
-5.06953477,1.11748445,0.21576191,0.00000000,0.01021152,0.23197579,1.22633779,0.54778521
-5.06353177,1.07814145,0.20048834,0.00000000,0.01090655,0.23625196,1.15138912,0.51800097
-5.05752876,1.04816366,0.18753266,0.00000000,0.01167153,0.24268462,1.08697989,0.49242842
-5.05152576,1.02730799,0.17687245,0.00000000,0.01250076,0.25115498,1.03305656,0.47099957
-5.04552276,1.01510827,0.16843531,0.00000000,0.01338627,0.26149234,0.98931057,0.45354722
-5.03951976,1.01089311,0.16210363,0.00000000,0.01431783,0.27347652,0.95520186,0.43981483
-5.03351676,1.01380907,0.15772023,0.00000000,0.01528320,0.28684167,0.92998744,0.42946843
-5.02751376,1.02284853,0.15509457,0.00000000,0.01626827,0.30128174,0.91275388,0.42211036
-5.02151076,1.03688150,0.15400949,0.00000000,0.01725746,0.31645741,0.90245295,0.41729423
-5.01550775,1.05469043,0.15422826,0.00000000,0.01823414,0.33200437,0.89793899,0.41454063
-5.00950475,1.07500705,0.15550175,0.00000000,0.01918106,0.34754278,0.89800729,0.41335310
-5.00350175,1.09655047,0.15757575,0.00000000,0.02008094,0.36268769,0.90143231,0.41323399
-4.99749875,1.11806519,0.16019804,0.00000000,0.02091707,0.37706007,0.90700488,0.41369969
-4.99149575,1.13835819,0.16312536,0.00000000,0.02167384,0.39029821,0.91356752,0.41429474
-4.98549275,1.15633398,0.16612989,0.00000000,0.02233743,0.40206897,0.92004698,0.41460466
-4.97948974,1.17102646,0.16900527,0.00000000,0.02289631,0.41207854,0.92548327,0.41426701
-4.97348674,1.18162681,0.17157195,0.00000000,0.02334185,0.42008239,0.92905458,0.41298046
-4.96748374,1.18750638,0.17368173,0.00000000,0.02366870,0.42589376,0.93009745,0.41051168
-4.96148074,1.18823388,0.17522138,0.00000000,0.02387518,0.42939061,0.92812175,0.40669995
-4.95547774,1.18358638,0.17611528,0.00000000,0.02396357,0.43052051,0.92282017,0.40145932
-4.94947474,1.17355364,0.17632691,0.00000000,0.02394017,0.42930333,0.91407205,0.39477840
-4.94347174,1.15833564,0.17585921,0.00000000,0.02381532,0.42583153,0.90194150,0.38671784
-4.93746873,1.13833347,0.17475367,0.00000000,0.02360325,0.42026798,0.88667002,0.37740560
-4.93146573,1.11413372,0.17308841,0.00000000,0.02332179,0.41284138,0.86866378,0.36703027
-4.92546273,1.08648704,0.17097493,0.00000000,0.02299189,0.40383936,0.84847624,0.35583260
-4.91945973,1.05628157,0.16855399,0.00000000,0.02263712,0.39359954,0.82678645,0.34409568
-4.91345673,1.02451201,0.16599050,0.00000000,0.02228295,0.38249881,0.80437397,0.33213390
-4.90745373,0.99224559,0.16346761,0.00000000,0.02195599,0.37094125,0.78209104,0.32028127
-4.90145073,0.96058587,0.16118034,0.00000000,0.02168317,0.35934502,0.76083300,0.30887928
-4.89544772,0.93063574,0.15932867,0.00000000,0.02149085,0.34812889,0.74150777,0.29826486
-4.88944472,0.90346068,0.15811062,0.00000000,0.02140390,0.33769865,0.72500541,0.28875858
-4.88344172,0.88005360,0.15771522,0.00000000,0.02144487,0.32843407,0.71216858,0.28065365
-4.87743872,0.86130234,0.15831590,0.00000000,0.02163307,0.32067667,0.70376483,0.27420595
-4.87143572,0.84796079,0.16006422,0.00000000,0.02198388,0.31471904,0.70046138,0.26962531
-4.86543272,0.84062472,0.16308433,0.00000000,0.02250801,0.31079566,0.70280328,0.26706846
-4.85942971,0.83971287,0.16746830,0.00000000,0.02321104,0.30907596,0.71119541,0.26663375
-4.85342671,0.84545406,0.17327233,0.00000000,0.02409296,0.30965955,0.72588884,0.26835770
-4.84742371,0.85788065,0.18051413,0.00000000,0.02514801,0.31257395,0.74697190,0.27221382
-4.84142071,0.87682859,0.18917151,0.00000000,0.02636463,0.31777487,0.77436625,0.27811327
-4.83541771,0.90194403,0.19918210,0.00000000,0.02772563,0.32514900,0.80782789,0.28590786
-4.82941471,0.93269638,0.21044439,0.00000000,0.02920856,0.33451934,0.84695317,0.29539483
-4.82341171,0.96839721,0.22281989,0.00000000,0.03078629,0.34565270,0.89118950,0.30632365
-4.81740870,1.00822458,0.23613647,0.00000000,0.03242771,0.35826928,0.93985040,0.31840442
-4.81140570,1.05125172,0.25019269,0.00000000,0.03409868,0.37205394,0.99213440,0.33131762
-4.80540270,1.09647923,0.26476296,0.00000000,0.03576303,0.38666863,1.04714710,0.34472491
-4.79939970,1.14286952,0.27960339,0.00000000,0.03738373,0.40176571,1.10392567,0.35828060
-4.79339670,1.18938210,0.29445817,0.00000000,0.03892402,0.41700136,1.16146493,0.37164330
-4.78739370,1.23500853,0.30906609,0.00000000,0.04034866,0.43204878,1.21874403,0.38448736
-4.78139070,1.27880549,0.32316724,0.00000000,0.04162505,0.44661042,1.27475295,0.39651360
-4.77538769,1.31992459,0.33650936,0.00000000,0.04272433,0.46042884,1.32851773,0.40745890
-4.76938469,1.35763779,0.34885391,0.00000000,0.04362228,0.47329557,1.37912374,0.41710424
-4.76338169,1.39135733,0.35998148,0.00000000,0.04430014,0.48505765,1.42573605,0.42528081
-4.75737869,1.42064917,0.36969652,0.00000000,0.04474510,0.49562147,1.46761648,0.43187400
-4.75137569,1.44523965,0.37783112,0.00000000,0.04495070,0.50495367,1.50413671,0.43682497
-4.74537269,1.46501495,0.38424793,0.00000000,0.04491683,0.51307919,1.53478727,0.44012990
-4.73936968,1.48001355,0.38884207,0.00000000,0.04464962,0.52007628,1.55918228,0.44183679
-4.73336668,1.49041214,0.39154209,0.00000000,0.04416100,0.52606895,1.57706016,0.44204015
-4.72736368,1.49650581,0.39231002,0.00000000,0.04346811,0.53121706,1.58828046,0.44087377
-4.72136068,1.49868354,0.39114058,0.00000000,0.04259242,0.53570466,1.59281737,0.43850191
-4.71535768,1.49740041,0.38805963,0.00000000,0.04155884,0.53972710,1.59075051,0.43510956
-4.70935468,1.49314796,0.38312208,0.00000000,0.04039464,0.54347755,1.58225353,0.43089197
-4.70335168,1.48642427,0.37640929,0.00000000,0.03912832,0.54713384,1.56758134,0.42604436
-4.69734867,1.47770540,0.36802606,0.00000000,0.03778855,0.55084604,1.54705658,0.42075199
-4.69134567,1.46741952,0.35809751,0.00000000,0.03640311,0.55472567,1.52105604,0.41518133
-4.68534267,1.45592520,0.34676574,0.00000000,0.03499792,0.55883710,1.48999752,0.40947264
-4.67933967,1.44349476,0.33418648,0.00000000,0.03359629,0.56319152,1.45432766,0.40373435
-4.67333667,1.43030351,0.32052582,0.00000000,0.03221820,0.56774386,1.41451106,0.39803950
-4.66733367,1.41642530,0.30595704,0.00000000,0.03087994,0.57239298,1.37102086,0.39242430
-4.66133067,1.40183434,0.29065753,0.00000000,0.02959379,0.57698488,1.32433101,0.38688888
-4.65532766,1.38641317,0.27480592,0.00000000,0.02836801,0.58131901,1.27491009,0.38140010
-4.64932466,1.36996598,0.25857949,0.00000000,0.02720694,0.58515719,1.22321658,0.37589623
-4.64332166,1.35223658,0.24215161,0.00000000,0.02611135,0.58823480,1.16969556,0.37029308
-4.63731866,1.33292969,0.22568964,0.00000000,0.02507882,0.59027358,1.11477642,0.36449135
-4.63131566,1.31173462,0.20935289,0.00000000,0.02410436,0.59099537,1.05887143,0.35838474
-4.62531266,1.28834960,0.19329097,0.00000000,0.02318100,0.59013625,1.00237502,0.35186821
-4.61930965,1.26250586,0.17764234,0.00000000,0.02230047,0.58746011,0.94566330,0.34484622
-4.61330665,1.23398984,0.16253321,0.00000000,0.02145387,0.58277120,0.88909388,0.33724032
-4.60730365,1.20266267,0.14807671,0.00000000,0.02063231,0.57592501,0.83300564,0.32899578
-4.60130065,1.16847588,0.13437239,0.00000000,0.01982750,0.56683686,0.77771849,0.32008701
-4.59529765,1.13148264,0.12150603,0.00000000,0.01903222,0.55548802,0.72353287,0.31052149
-4.58929465,1.09184413,0.10954968,0.00000000,0.01824077,0.54192892,0.67072912,0.30034211
-4.58329165,1.04983087,0.09856209,0.00000000,0.01744922,0.52627955,0.61956666,0.28962778
-4.57728864,1.00581900,0.08858924,0.00000000,0.01665561,0.50872690,0.57028293,0.27849246
-4.57128564,0.96028188,0.07966509,0.00000000,0.01585995,0.48951980,0.52309235,0.26708255
-4.56528264,0.91377749,0.07181253,0.00000000,0.01506427,0.46896133,0.47818514,0.25557300
-4.55927964,0.86693235,0.06504421,0.00000000,0.01427236,0.44739926,0.43572619,0.24416207
-4.55327664,0.82042254,0.05936357,0.00000000,0.01348960,0.42521491,0.39585404,0.23306525
-4.54727364,0.77495293,0.05476562,0.00000000,0.01272268,0.40281104,0.35868003,0.22250846
-4.54127064,0.73123533,0.05123768,0.00000000,0.01197919,0.38059913,0.32428761,0.21272075
-4.53526763,0.68996638,0.04875995,0.00000000,0.01126727,0.35898664,0.29273199,0.20392698
-4.52926463,0.65180611,0.04730581,0.00000000,0.01059527,0.33836476,0.26404004,0.19634043
-4.52326163,0.61735787,0.04684203,0.00000000,0.00997130,0.31909695,0.23821052,0.19015591
-4.51725863,0.58715019,0.04732863,0.00000000,0.00940291,0.30150871,0.21521461,0.18554333
-4.51125563,0.56162124,0.04871871,0.00000000,0.00889679,0.28587882,0.19499687,0.18264205
-4.50525263,0.54110622,0.05095807,0.00000000,0.00845845,0.27243237,0.17747649,0.18155620
-4.49924962,0.52582815,0.05398483,0.00000000,0.00809202,0.26133559,0.16254889,0.18235107
-4.49324662,0.51589215,0.05772909,0.00000000,0.00780009,0.25269266,0.15008766,0.18505071
-4.48724362,0.51128350,0.06211262,0.00000000,0.00758364,0.24654450,0.13994690,0.18963688
-4.48124062,0.51186942,0.06704891,0.00000000,0.00744194,0.24286957,0.13196378,0.19604942
-4.47523762,0.51740460,0.07244337,0.00000000,0.00737266,0.24158645,0.12596157,0.20418802
-4.46923462,0.52754037,0.07819397,0.00000000,0.00737191,0.24255832,0.12175276,0.21391550
-4.46323162,0.54183725,0.08419226,0.00000000,0.00743441,0.24559891,0.11914269,0.22506254
-4.45722861,0.55978059,0.09032485,0.00000000,0.00755368,0.25048005,0.11793320,0.23743370
-4.45122561,0.58079891,0.09647532,0.00000000,0.00772231,0.25694023,0.11792655,0.25081471
-4.44522261,0.60428433,0.10252653,0.00000000,0.00793218,0.26469427,0.11892948,0.26498078
-4.43921961,0.62961465,0.10836332,0.00000000,0.00817484,0.27344351,0.12075720,0.27970568
-4.43321661,0.65617614,0.11387540,0.00000000,0.00844174,0.28288636,0.12323736,0.29477125
-4.42721361,0.68338640,0.11896044,0.00000000,0.00872463,0.29272887,0.12621380,0.30997699
-4.42121061,0.71071630,0.12352718,0.00000000,0.00901581,0.30269484,0.12954997,0.32514938
-4.41520760,0.73771023,0.12749834,0.00000000,0.00930844,0.31253518,0.13313186,0.34015035
-4.40920460,0.76400354,0.13081328,0.00000000,0.00959678,0.32203620,0.13687038,0.35488459
-4.40320160,0.78933652,0.13343024,0.00000000,0.00987642,0.33102638,0.14070291,0.36930515
-4.39719860,0.81356402,0.13532797,0.00000000,0.01014441,0.33938134,0.14459411,0.38341705
-4.39119560,0.83666013,0.13650673,0.00000000,0.01039936,0.34702693,0.14853567,0.39727843
-4.38519260,0.85871740,0.13698854,0.00000000,0.01064145,0.35393999,0.15254514,0.41099914
-4.37918959,0.87994048,0.13681655,0.00000000,0.01087238,0.36014696,0.15666367,0.42473660
-4.37318659,0.90063418,0.13605375,0.00000000,0.01109527,0.36572020,0.16095279,0.43868882
-4.36718359,0.92118619,0.13478077,0.00000000,0.01131441,0.37077227,0.16549024,0.45308496
-4.36118059,0.94204521,0.13309306,0.00000000,0.01153508,0.37544823,0.17036496,0.46817350
-4.35517759,0.96369522,0.13109752,0.00000000,0.01176319,0.37991656,0.17567150,0.48420859
-4.34917459,0.98662698,0.12890858,0.00000000,0.01200496,0.38435881,0.18150392,0.50143508
-4.34317159,1.01130822,0.12664406,0.00000000,0.01226656,0.38895872,0.18794955,0.52007296
-4.33716858,1.03815373,0.12442093,0.00000000,0.01255370,0.39389125,0.19508282,0.54030186
-4.33116558,1.06749697,0.12235104,0.00000000,0.01287134,0.39931200,0.20295943,0.56224649
-4.32516258,1.09956466,0.12053721,0.00000000,0.01322329,0.40534774,0.21161120,0.58596374
-4.31915958,1.13445561,0.11906961,0.00000000,0.01361197,0.41208832,0.22104177,0.61143218
-4.31315658,1.17212522,0.11802275,0.00000000,0.01403819,0.41958065,0.23122348,0.63854461
-4.30715358,1.21237636,0.11745308,0.00000000,0.01450098,0.42782481,0.24209559,0.66710428
