energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.29764882,2.17766904,0.08629732,0.00100328,0.02129348,1.51784453,1.60956170,0.73787151
-5.29164582,2.14536434,0.08574226,0.00097627,0.02191825,1.49150291,1.59083203,0.71869811
-5.28564282,2.11432248,0.08489463,0.00094882,0.02251769,1.46706012,1.57234135,0.70091308
-5.27963982,2.08450302,0.08376556,0.00092098,0.02307823,1.44448993,1.55402758,0.68457484
-5.27363682,2.05573968,0.08236987,0.00089280,0.02358621,1.42364780,1.53574752,0.66967081
-5.26763382,2.02775343,0.08072531,0.00086431,0.02402818,1.40428396,1.51728950,0.65612286
-5.26163082,2.00017156,0.07885176,0.00083558,0.02439130,1.38606136,1.49838983,0.64379546
-5.25562781,1.97255144,0.07677057,0.00080666,0.02466369,1.36857744,1.47875197,0.63250625
-5.24962481,1.94440780,0.07450389,0.00077758,0.02483482,1.35138853,1.45806749,0.62203816
-5.24362181,1.91524199,0.07207414,0.00074838,0.02489585,1.33403550,1.43603764,0.61215265
-5.23761881,1.88457151,0.06950357,0.00071911,0.02484001,1.31606947,1.41239423,0.60260316
-5.23161581,1.85195850,0.06681394,0.00068979,0.02466284,1.29707607,1.38691895,0.59314830
-5.22561281,1.81703534,0.06402628,0.00066047,0.02436240,1.27669723,1.35945981,0.58356390
-5.21960980,1.77952640,0.06116085,0.00063117,0.02393943,1.25464931,1.32994413,0.57365357
-5.21360680,1.73926465,0.05823703,0.00060194,0.02339740,1.23073692,1.29838727,0.56325711
-5.20760380,1.69620241,0.05527337,0.00057285,0.02274244,1.20486168,1.26489671,0.55225664
-5.20160080,1.65041591,0.05228766,0.00054397,0.02198329,1.17702585,1.22967147,0.54058009
-5.19559780,1.60210349,0.04929699,0.00051538,0.02113101,1.14733065,1.19299689,0.52820209
-5.18959480,1.55157768,0.04631786,0.00048718,0.02019879,1.11596973,1.15523516,0.51514233
-5.18359180,1.49925194,0.04336616,0.00045948,0.01920158,1.08321824,1.11681233,0.50146161
-5.17758879,1.44562272,0.04045729,0.00043242,0.01815571,1.04941823,1.07820236,0.48725587
-5.17158579,1.39124812,0.03760603,0.00040612,0.01707855,1.01496142,1.03990944,0.47264879
-5.16558279,1.33672424,0.03482659,0.00038073,0.01598804,0.98027027,1.00244924,0.45778319
-5.15957979,1.28266067,0.03213245,0.00035639,0.01490234,0.94577849,0.96633040,0.44281204
-5.15357679,1.22965640,0.02953622,0.00033324,0.01383945,0.91191193,0.93203697,0.42788938
-5.14757379,1.17827725,0.02704957,0.00031140,0.01281685,0.87907098,0.90001273,0.41316177
-5.14157079,1.12903607,0.02468300,0.00029100,0.01185121,0.84761520,0.87064819,0.39876072
-5.13556778,1.08237647,0.02244570,0.00027215,0.01095813,0.81785087,0.84427044,0.38479637
-5.12956478,1.03866064,0.02034544,0.00025493,0.01015196,0.79002191,0.82113651,0.37135287
-5.12356178,0.99816172,0.01838845,0.00023941,0.00944554,0.76430447,0.80142999,0.35848544
-5.11755878,0.96106057,0.01657929,0.00022564,0.00885017,0.74080506,0.78526086,0.34621928
-5.11155578,0.92744695,0.01492087,0.00021365,0.00837543,0.71956215,0.77266816,0.33455030
-5.10555278,0.89732447,0.01341440,0.00020343,0.00802912,0.70055075,0.76362499,0.32344743
-5.09954977,0.87061870,0.01205943,0.00019498,0.00781722,0.68368950,0.75804524,0.31285635
-5.09354677,0.84718777,0.01085395,0.00018824,0.00774376,0.66884955,0.75579126,0.30270431
-5.08754377,0.82683447,0.00979446,0.00018316,0.00781082,0.65586465,0.75668198,0.29290568
-5.08154077,0.80931907,0.00887611,0.00017968,0.00801844,0.64454155,0.76050072,0.28336794
-5.07553777,0.79437201,0.00809289,0.00017770,0.00836457,0.63467028,0.76700226,0.27399761
-5.06953477,0.78170586,0.00743777,0.00017712,0.00884497,0.62603359,0.77591875,0.26470593
-5.06353177,0.77102585,0.00690288,0.00017784,0.00945323,0.61841514,0.78696435,0.25541388
-5.05752876,0.76203879,0.00647972,0.00017973,0.01018065,0.61160616,0.79983851,0.24605638
-5.05152576,0.75446003,0.00615934,0.00018269,0.01101630,0.60541044,0.81422807,0.23658549
-5.04552276,0.74801857,0.00593253,0.00018659,0.01194704,0.59964757,0.82980863,0.22697245
-5.03951976,0.74246055,0.00579005,0.00019130,0.01295758,0.59415480,0.84624538,0.21720867
-5.03351676,0.73755125,0.00572277,0.00019671,0.01403065,0.58878745,0.86319416,0.20730563
-5.02751376,0.73307627,0.00572190,0.00020271,0.01514722,0.58341854,0.88030321,0.19729386
-5.02151076,0.72884212,0.00577920,0.00020919,0.01628679,0.57793786,0.89721599,0.18722104
-5.01550775,0.72467682,0.00588713,0.00021606,0.01742774,0.57225088,0.91357566,0.17714964
-5.00950475,0.72043083,0.00603908,0.00022325,0.01854781,0.56627790,0.92903141,0.16715410
-5.00350175,0.71597866,0.00622955,0.00023071,0.01962459,0.55995375,0.94324669,0.15731777
-4.99749875,0.71122133,0.00645434,0.00023841,0.02063603,0.55322815,0.95590929,0.14773000
-4.99149575,0.70608968,0.00671071,0.00024636,0.02156109,0.54606692,0.96674287,0.13848328
-4.98549275,0.70054837,0.00699753,0.00025459,0.02238027,0.53845388,0.97551949,0.12967072
-4.97948974,0.69460044,0.00731539,0.00026317,0.02307621,0.53039340,0.98207239,0.12138392
-4.97348674,0.68829182,0.00766668,0.00027223,0.02363417,0.52191333,0.98630818,0.11371128
-4.96748374,0.68171547,0.00805565,0.00028191,0.02404255,0.51306781,0.98821753,0.10673669
-4.96148074,0.67501448,0.00848833,0.00029243,0.02429321,0.50393993,0.98788358,0.10053864
-4.95547774,0.66838375,0.00897243,0.00030401,0.02438170,0.49464341,0.98548696,0.09518968
-4.94947474,0.66206956,0.00951723,0.00031694,0.02430745,0.48532338,0.98130702,0.09075601
-4.94347174,0.65636674,0.01013325,0.00033151,0.02407369,0.47615555,0.97571848,0.08729737
-4.93746873,0.65161326,0.01083200,0.00034807,0.02368736,0.46734387,0.96918339,0.08486681
-4.93146573,0.64818196,0.01162554,0.00036694,0.02315879,0.45911639,0.96223829,0.08351056
-4.92546273,0.64646969,0.01252604,0.00038847,0.02250135,0.45171938,0.95547697,0.08326769
-4.91945973,0.64688403,0.01354528,0.00041299,0.02173089,0.44540984,0.94952918,0.08416969
-4.91345673,0.64982819,0.01469411,0.00044078,0.02086524,0.44044676,0.94503644,0.08623989
-4.90745373,0.65568464,0.01598196,0.00047209,0.01992352,0.43708139,0.94262569,0.08949265
-4.90145073,0.66479822,0.01741626,0.00050711,0.01892552,0.43554701,0.94288231,0.09393258
-4.89544772,0.67745972,0.01900201,0.00054595,0.01789103,0.43604886,0.94632355,0.09955365
-4.88944472,0.69389070,0.02074140,0.00058863,0.01683925,0.43875460,0.95337399,0.10633835
-4.88344172,0.71423042,0.02263346,0.00063507,0.01578819,0.44378592,0.96434412,0.11425702
-4.87743872,0.73852571,0.02467392,0.00068507,0.01475424,0.45121179,0.97941336,0.12326739
-4.87143572,0.76672444,0.02685517,0.00073836,0.01375172,0.46104383,0.99861836,0.13331446
-4.86543272,0.79867285,0.02916631,0.00079451,0.01279264,0.47323386,1.02184735,0.14433075
-4.85942971,0.83411734,0.03159346,0.00085303,0.01188651,0.48767408,1.04884086,0.15623698
-4.85342671,0.87271030,0.03412007,0.00091331,0.01104028,0.50419970,1.07919888,0.16894311
-4.84742371,0.91402009,0.03672749,0.00097467,0.01025835,0.52259397,1.11239419,0.18234986
-4.84142071,0.95754439,0.03939553,0.00103638,0.00954275,0.54259534,1.14779112,0.19635054
-4.83541771,1.00272641,0.04210309,0.00109765,0.00889332,0.56390626,1.18466887,0.21083304
-4.82941471,1.04897302,0.04482890,0.00115769,0.00830801,0.58620329,1.22224829,0.22568209
-4.82341171,1.09567372,0.04755215,0.00121572,0.00778316,0.60914782,1.25972055,0.24078139
-4.81740870,1.14221960,0.05025307,0.00127098,0.00731388,0.63239682,1.29627642,0.25601564
-4.81140570,1.18802105,0.05291342,0.00132276,0.00689443,0.65561307,1.33113474,0.27127228
-4.80540270,1.23252339,0.05551688,0.00137044,0.00651851,0.67847439,1.36356846,0.28644288
-4.79939970,1.27521969,0.05804921,0.00141347,0.00617963,0.70068126,1.39292728,0.30142401
-4.79339670,1.31566000,0.06049825,0.00145143,0.00587138,0.72196262,1.41865580,0.31611762
-4.78739370,1.35345695,0.06285380,0.00148397,0.00558771,0.74207964,1.44030641,0.33043088
-4.78139070,1.38828728,0.06510722,0.00151088,0.00532308,0.76082740,1.45754676,0.34427563
-4.77538769,1.41988995,0.06725101,0.00153203,0.00507265,0.77803450,1.47016146,0.35756732
-4.76938469,1.44806092,0.06927820,0.00154742,0.00483237,0.79356101,1.47804868,0.37022389
-4.76338169,1.47264548,0.07118176,0.00155711,0.00459897,0.80729496,1.48121190,0.38216439
-4.75737869,1.49352898,0.07295393,0.00156125,0.00437005,0.81914793,1.47974794,0.39330783
-4.75137569,1.51062687,0.07458570,0.00156002,0.00414395,0.82905022,1.47383210,0.40357230
-4.74537269,1.52387493,0.07606630,0.00155368,0.00391974,0.83694602,1.46370166,0.41287447
-4.73936968,1.53322082,0.07738297,0.00154248,0.00369712,0.84278927,1.44963885,0.42112978
-4.73336668,1.53861751,0.07852085,0.00152669,0.00347627,0.84654038,1.43195435,0.42825326
-4.72736368,1.54001933,0.07946308,0.00150658,0.00325778,0.84816436,1.41097237,0.43416113
-4.72136068,1.53738091,0.08019123,0.00148241,0.00304253,0.84763038,1.38701800,0.43877306
-4.71535768,1.53065922,0.08068585,0.00145441,0.00283154,0.84491295,1.36040740,0.44201517
-4.70935468,1.51981840,0.08092724,0.00142279,0.00262591,0.83999455,1.33144113,0.44382347
-4.70335168,1.50483721,0.08089642,0.00138777,0.00242675,0.83286956,1.30040061,0.44414772
-4.69734867,1.48571821,0.08057614,0.00134952,0.00223506,0.82354916,1.26754763,0.44295532
-4.69134567,1.46249816,0.07995193,0.00130823,0.00205172,0.81206683,1.23312630,0.44023519
-4.68534267,1.43525867,0.07901314,0.00126408,0.00187742,0.79848396,1.19736715,0.43600128
-4.67933967,1.40413622,0.07775384,0.00121728,0.00171270,0.78289522,1.16049252,0.43029547
-4.67333667,1.36933080,0.07617361,0.00116803,0.00155790,0.76543312,1.12272274,0.42318977
-4.66733367,1.33111234,0.07427800,0.00111659,0.00141316,0.74627152,1.08428226,0.41478762
-4.66133067,1.28982458,0.07207890,0.00106325,0.00127847,0.72562772,1.04540537,0.40522407
-4.65532766,1.24588570,0.06959447,0.00100832,0.00115367,0.70376293,1.00634078,0.39466504
-4.64932466,1.19978585,0.06684888,0.00095217,0.00103850,0.68098103,0.96735493,0.38330539
-4.64332166,1.15208145,0.06387182,0.00089521,0.00093259,0.65762559,0.92873356,0.37136611
-4.63731866,1.10338649,0.06069761,0.00083786,0.00083553,0.63407529,0.89078169,0.35909051
-4.63131566,1.05436128,0.05736433,0.00078060,0.00074685,0.61073774,0.85382187,0.34673968
-4.62531266,1.00569912,0.05391266,0.00072391,0.00066610,0.58804209,0.81819089,0.33458731
-4.61930965,0.95811139,0.05038464,0.00066829,0.00059281,0.56643054,0.78423509,0.32291403
-4.61330665,0.91231178,0.04682253,0.00061424,0.00052657,0.54634898,0.75230455,0.31200144
-4.60730365,0.86900007,0.04326757,0.00056224,0.00046698,0.52823716,0.72274638,0.30212589
-4.60130065,0.82884614,0.03975893,0.00051275,0.00041373,0.51251837,0.69589728,0.29355228
-4.59529765,0.79247456,0.03633273,0.00046623,0.00036655,0.49958911,0.67207580,0.28652785
-4.58929465,0.76045022,0.03302127,0.00042307,0.00032526,0.48980873,0.65157417,0.28127611
-4.58329165,0.73326514,0.02985249,0.00038365,0.00028979,0.48348935,0.63465026,0.27799099
-4.57728864,0.71132697,0.02684954,0.00034830,0.00026014,0.48088623,0.62151949,0.27683131
-4.57128564,0.69494900,0.02403063,0.00031731,0.00023647,0.48218871,0.61234712,0.27791570
-4.56528264,0.68434217,0.02140910,0.00029092,0.00021905,0.48751212,0.60724099,0.28131792
-4.55927964,0.67960885,0.01899356,0.00026935,0.00020834,0.49689069,0.60624492,0.28706296
-4.55327664,0.68073892,0.01678826,0.00025278,0.00020496,0.51027188,0.60933300,0.29512387
-4.54727364,0.68760784,0.01479358,0.00024135,0.00020978,0.52751250,0.61640512,0.30541953
-4.54127064,0.69997729,0.01300655,0.00023521,0.00022391,0.54837671,0.62728399,0.31781369
-4.53526763,0.71749814,0.01142150,0.00023443,0.00024875,0.57253651,0.64171384,0.33211516
-4.52926463,0.73971622,0.01003064,0.00023913,0.00028604,0.59957479,0.65936128,0.34807970
-4.52326163,0.76608066,0.00882472,0.00024935,0.00033789,0.62899125,0.67981846,0.36541339
-4.51725863,0.79595515,0.00779362,0.00026515,0.00040680,0.66021130,0.70260871,0.38377775
-4.51125563,0.82863178,0.00692691,0.00028655,0.00049575,0.69259802,0.72719473,0.40279664
-4.50525263,0.86334745,0.00621431,0.00031356,0.00060815,0.72546685,0.75298934,0.42206472
-4.49924962,0.89930239,0.00564618,0.00034613,0.00074793,0.75810297,0.77936855,0.44115749
-4.49324662,0.93568051,0.00521376,0.00038420,0.00091951,0.78978069,0.80568671,0.45964244
-4.48724362,0.97167078,0.00490952,0.00042762,0.00112779,0.81978428,0.83129313,0.47709120
-4.48124062,1.00648900,0.00472726,0.00047622,0.00137811,0.84742956,0.85554969,0.49309204
-4.47523762,1.03939921,0.00466226,0.00052973,0.00167620,0.87208518,0.87784873,0.50726236
-4.46923462,1.06973371,0.00471121,0.00058780,0.00202810,0.89319290,0.89763037,0.51926057
-4.46323162,1.09691104,0.00487220,0.00065001,0.00244003,0.91028573,0.91439866,0.52879693
-4.45722861,1.12045083,0.00514450,0.00071580,0.00291820,0.92300311,0.92773563,0.53564270
-4.45122561,1.13998517,0.00552842,0.00078456,0.00346868,0.93110244,0.93731267,0.53963722
-4.44522261,1.15526564,0.00602493,0.00085554,0.00409716,0.93446613,0.94289872,0.54069270
-4.43921961,1.16616588,0.00663541,0.00092793,0.00480864,0.93310404,0.94436490,0.53879615
-4.43321661,1.17267955,0.00736122,0.00100082,0.00560723,0.92715092,0.94168528,0.53400876
-4.42721361,1.17491378,0.00820330,0.00107321,0.00649581,0.91685904,0.93493397,0.52646239
-4.42121061,1.17307861,0.00916177,0.00114408,0.00747576,0.90258640,0.92427865,0.51635361
-4.41520760,1.16747301,0.01023552,0.00121236,0.00854663,0.88478107,0.90997101,0.50393547
-4.40920460,1.15846828,0.01142182,0.00127699,0.00970590,0.86396242,0.89233454,0.48950748
-4.40320160,1.14648979,0.01271600,0.00133692,0.01094871,0.84070041,0.87175063,0.47340434
-4.39719860,1.13199823,0.01411119,0.00139118,0.01226774,0.81559378,0.84864342,0.45598391
-4.39119560,1.11547122,0.01559817,0.00143886,0.01365305,0.78924838,0.82346447,0.43761511
-4.38519260,1.09738650,0.01716529,0.00147919,0.01509206,0.76225676,0.79667792,0.41866632
-4.37918959,1.07820750,0.01879858,0.00151153,0.01656964,0.73517992,0.76874680,0.39949479
-4.37318659,1.05837194,0.02048194,0.00153544,0.01806829,0.70853207,0.74012117,0.38043749
-4.36718359,1.03828417,0.02219753,0.00155064,0.01956838,0.68276917,0.71122853,0.36180383
-4.36118059,1.01831133,0.02392623,0.00155707,0.02104862,0.65828136,0.68246670,0.34387039
-4.35517759,0.99878337,0.02564830,0.00155490,0.02248649,0.63538975,0.65419941,0.32687783
-4.34917459,0.97999668,0.02734412,0.00154450,0.02385886,0.61434719,0.62675441,0.31102989
-4.34317159,0.96222091,0.02899499,0.00152648,0.02514263,0.59534279,0.60042395,0.29649430
-4.33716858,0.94570802,0.03058402,0.00150164,0.02631544,0.57850959,0.57546725,0.28340544
-4.33116558,0.93070293,0.03209700,0.00147096,0.02735638,0.56393459,0.55211446,0.27186822
-4.32516258,0.91745464,0.03352324,0.00143562,0.02824670,0.55167031,0.53057160,0.26196288
-4.31915958,0.90622680,0.03485635,0.00139692,0.02897048,0.54174693,0.51102587,0.25375030
-4.31315658,0.89730679,0.03609481,0.00135626,0.02951522,0.53418410,0.49365077,0.24727718
-4.30715358,0.89101222,0.03724249,0.00131514,0.02987231,0.52900150,0.47861054,0.24258084
