energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.84992496,6.37012344,1.16657276,0.54555508,0.02458712,1.37333650,0.08522805,2.67119445,2.11251635,1.42070038
-5.84392196,6.33761942,1.16568076,0.54232068,0.02468681,1.35922140,0.08640981,2.66768374,2.09600644,1.40012688
-5.83791896,6.30744517,1.16593971,0.53928588,0.02480563,1.34546879,0.08764483,2.66518860,2.08164574,1.37976546
-5.83191596,6.28022358,1.16729901,0.53646084,0.02494250,1.33246112,0.08893459,2.66366369,2.06987349,1.35986721
-5.82591296,6.25652235,1.16967684,0.53386034,0.02509569,1.32056133,0.09027958,2.66305308,2.06107652,1.34067651
-5.81990995,6.23681525,1.17295968,0.53150162,0.02526287,1.31009712,0.09167864,2.66328311,2.05557131,1.32242053
-5.81390695,6.22144477,1.17700255,0.52940176,0.02544111,1.30134651,0.09312827,2.66425486,2.05358811,1.30529909
-5.80790395,6.21058896,1.18163023,0.52757492,0.02562691,1.29452548,0.09462195,2.66583673,2.05525801,1.28947570
-5.80190095,6.20423493,1.18663952,0.52602964,0.02581625,1.28977840,0.09614965,2.66785805,2.06060402,1.27507011
-5.79589795,6.20216131,1.19180280,0.52476640,0.02600458,1.28717201,0.09769735,2.67010462,2.06953694,1.26215318
-5.78989495,6.20393168,1.19687285,0.52377578,0.02618691,1.28669323,0.09924689,2.67231680,2.08185650,1.25074411
-5.78389195,6.20890026,1.20158899,0.52303718,0.02635786,1.28825120,0.10077594,2.67419090,2.09725817,1.24081064
-5.77788894,6.21623072,1.20568461,0.52251856,0.02651177,1.29168332,0.10225833,2.67538431,2.11534559,1.23227211
-5.77188594,6.22492772,1.20889574,0.52217702,0.02664282,1.29676542,0.10366459,2.67552455,2.13564832,1.22500533
-5.76588294,6.23388066,1.21097063,0.52196041,0.02674515,1.30322520,0.10496281,2.67422222,2.15764417,1.21885318
-5.75987994,6.24191750,1.21167982,0.52180987,0.02681306,1.31075853,0.10611971,2.67108747,2.18078526,1.21363531
-5.75387694,6.24786653,1.21082656,0.52166317,0.02684118,1.31904768,0.10710198,2.66574930,2.20452636,1.20916059
-5.74787394,6.25062256,1.20825677,0.52145874,0.02682466,1.32778042,0.10787770,2.65787680,2.22835433,1.20524042
-5.74187094,6.24921410,1.20386830,0.52114005,0.02675941,1.33666887,0.10841797,2.64720120,2.25181662,1.20170226
-5.73586793,6.24286753,1.19761878,0.52066007,0.02664225,1.34546720,0.10869839,2.63353717,2.27454761,1.19840243
-5.72986493,6.23106414,1.18953160,0.51998565,0.02647112,1.35398673,0.10870064,2.61680232,2.29629071,1.19523744
-5.72386193,6.21358640,1.17969951,0.51910127,0.02624521,1.36210788,0.10841374,2.59703313,2.31691511,1.19215296
-5.71785893,6.19055010,1.16828545,0.51801210,0.02596508,1.36978778,0.10783520,2.57439628,2.33642574,1.18914991
-5.71185593,6.16241972,1.15552042,0.51674598,0.02563269,1.37706331,0.10697179,2.54919425,2.35496552,1.18628699
-5.70585293,6.13000540,1.14169809,0.51535418,0.02525145,1.38404903,0.10583995,2.52186437,2.37280968,1.18367947
-5.69984992,6.09444085,1.12716640,0.51391095,0.02482609,1.39093009,0.10446583,2.49297106,2.39035184,1.18149412
-5.69384692,6.05714277,1.11231623,0.51251157,0.02436260,1.39795045,0.10288493,2.46319109,2.40808256,1.17994038
-5.68784392,6.01975342,1.09756761,0.51126926,0.02386802,1.40539696,0.10114127,2.43329264,2.42656128,1.17925826
-5.68184092,5.98406898,1.08335403,0.51031095,0.02335019,1.41358013,0.09928625,2.40410862,2.44638297,1.17970350
-5.67583792,5.95195761,1.07010547,0.50977214,0.02281753,1.42281276,0.09737717,2.37650595,2.46814142,1.18153090
-5.66983492,5.92527125,1.05823107,0.50979118,0.02227868,1.43338761,0.09547548,2.35135198,2.49239101,1.18497667
-5.66383192,5.90575628,1.04810219,0.51050327,0.02174224,1.44555538,0.09364486,2.32948004,2.51960936,1.19024089
-5.65782891,5.89496773,1.04003681,0.51203454,0.02121644,1.45950436,0.09194924,2.31165577,2.55016286,1.19747120
-5.65182591,5.89419199,1.03428596,0.51449653,0.02070885,1.47534305,0.09045078,2.29854627,2.58427718,1.20674854
-5.64582291,5.90438218,1.03102310,0.51798131,0.02022612,1.49308661,0.08920799,2.29069352,2.62201468,1.21807609
-5.63981991,5.92610990,1.03033676,0.52255767,0.01977380,1.51264827,0.08827400,2.28849354,2.66325990,1.23137201
-5.63381691,5.95953575,1.03222716,0.52826830,0.01935615,1.53383601,0.08769511,2.29218246,2.70771435,1.24646638
-5.62781391,6.00440018,1.03660674,0.53512834,0.01897607,1.55635492,0.08750955,2.30183001,2.75490074,1.26310293
-5.62181091,6.06003500,1.04330473,0.54312502,0.01863511,1.57981514,0.08774673,2.31734069,2.80417670,1.28094512
-5.61580790,6.12539448,1.05207552,0.55221870,0.01833345,1.60374491,0.08842668,2.33846237,2.85475713,1.29958676
-5.60980490,6.19910407,1.06261037,0.56234476,0.01807007,1.62760815,0.08955999,2.36480173,2.90574412,1.31856622
-5.60380190,6.27952376,1.07455184,0.57341655,0.01784288,1.65082554,0.09114795,2.39584531,2.95616259,1.33738381
-5.59779890,6.36482226,1.08751025,0.58532884,0.01764892,1.67279803,0.09318312,2.43098501,3.00499985,1.35552122
-5.59179590,6.45305778,1.10108122,0.59796179,0.01748461,1.69293145,0.09565007,2.46954642,3.05124695,1.37246211
-5.58579290,6.54226093,1.11486357,0.61118493,0.01734600,1.71066106,0.09852637,2.51081835,3.09393936,1.38771275
-5.57978989,6.63051537,1.12847647,0.62486113,0.01722904,1.72547464,0.10178371,2.55408193,3.13219516,1.40082164
-5.57378689,6.71603201,1.14157520,0.63885026,0.01712976,1.73693313,0.10538910,2.59863777,3.16524862,1.41139714
-5.56778389,6.79721333,1.15386472,0.65301231,0.01704457,1.74468763,0.10930613,2.64382989,3.19247761,1.41912232
-5.56178089,6.87270496,1.16511031,0.66721003,0.01697038,1.74849228,0.11349610,2.68906523,3.21342372,1.42376628
-5.55577789,6.94143249,1.17514514,0.68131088,0.01690478,1.74821229,0.11791922,2.73382818,3.22780427,1.42519155
-5.54977489,7.00262248,1.18387416,0.69518837,0.01684609,1.74382699,0.12253555,2.77768958,3.23551600,1.42335731
-5.54377189,7.05580759,1.19127449,0.70872287,0.01679340,1.73542788,0.12730582,2.82031009,3.23663063,1.41831839
-5.53776888,7.10081626,1.19739222,0.72180182,0.01674658,1.72321209,0.13219211,2.86143821,3.23138297,1.41022026
-5.53176588,7.13774865,1.20233599,0.73431971,0.01670617,1.70747154,0.13715827,2.90090348,3.22015250,1.39929043
-5.52576288,7.16694055,1.20626770,0.74617759,0.01667332,1.68857866,0.14217019,2.93860539,3.20343975,1.38582677
-5.51975988,7.18891795,1.20939083,0.75728265,0.01664958,1.66696934,0.14719578,2.97449904,3.18183883,1.37018329
-5.51375688,7.20434477,1.21193704,0.76754757,0.01663677,1.64312410,0.15220487,3.00857850,3.15600774,1.35275429
-5.50775388,7.21396670,1.21415156,0.77688999,0.01663679,1.61754825,0.15716888,3.04085867,3.12663781,1.33395752
-5.50175088,7.21855381,1.21627820,0.78523209,0.01665140,1.59075199,0.16206031,3.07135688,3.09442369,1.31421698
-5.49574787,7.21884469,1.21854454,0.79250028,0.01668206,1.56323125,0.16685222,3.10007503,3.06003529,1.29394635
-5.48974487,7.21549432,1.22114787,0.79862501,0.01672975,1.53544994,0.17151758,3.12698304,3.02409235,1.27353330
-5.48374187,7.20902789,1.22424263,0.80354074,0.01679482,1.50782437,0.17602856,3.15200454,2.98714283,1.25332554
-5.47773887,7.19980212,1.22792970,0.80718604,0.01687691,1.48071005,0.18035596,3.17500521,2.94964539,1.23361888
-5.47173587,7.18797556,1.23224807,0.80950376,0.01697482,1.45439156,0.18446861,3.19578439,2.91195646,1.21464768
-5.46573287,7.17348882,1.23716910,0.81044124,0.01708654,1.42907542,0.18833294,3.21407023,2.87432204,1.19657798
-5.45972986,7.15605530,1.24259376,0.80995069,0.01720923,1.40488630,0.19191273,3.22951876,2.83687421,1.17950336
-5.45372686,7.13516282,1.24835285,0.80798946,0.01733927,1.38186642,0.19516907,3.24171685,2.79963219,1.16344372
-5.44772386,7.11008603,1.25421027,0.80452062,0.01747238,1.35997815,0.19806051,3.25018917,2.76250781,1.14834679
-5.44172086,7.07990929,1.25986927,0.79951341,0.01760372,1.33910958,0.20054356,3.25440900,2.72531501,1.13409239
-5.43571786,7.04355942,1.26498139,0.79294406,0.01772808,1.31908279,0.20257341,3.25381267,2.68778293,1.12049926
-5.42971486,6.99984720,1.26915798,0.78479669,0.01784003,1.29966458,0.20410492,3.24781726,2.64957238,1.10733408
-5.42371186,6.94751640,1.27198358,0.77506450,0.01793413,1.28057920,0.20509386,3.23584103,2.61029491,1.09432253
-5.41770885,6.88529886,1.27303105,0.76375120,0.01800515,1.26152260,0.20549835,3.21732606,2.56953425,1.08116190
-5.41170585,6.81197350,1.27187754,0.75087278,0.01804821,1.24217787,0.20528039,3.19176220,2.52686919,1.06753485
-5.40570285,6.72642740,1.26812098,0.73645946,0.01805901,1.22223118,0.20440758,3.15871155,2.48189757,1.05312398
-5.39969985,6.62771653,1.26139616,0.72055790,0.01803400,1.20138781,0.20285470,3.11783260,2.43426034,1.03762639
-5.39369685,6.51512376,1.25139002,0.70323348,0.01797049,1.17938758,0.20060532,3.06890285,2.38366512,1.02076809
-5.38769385,6.38821171,1.23785529,0.68457261,0.01786678,1.15601930,0.19765313,3.01183908,2.32990834,1.00231742
-5.38169085,6.24686825,1.22062216,0.66468490,0.01772221,1.13113355,0.19400312,2.94671418,2.27289511,0.98209714
-5.37568784,6.09134234,1.19960716,0.64370496,0.01753722,1.10465344,0.18967234,2.87376977,2.21265612,0.95999468
-5.36968484,5.92226868,1.17481925,0.62179382,0.01731334,1.07658291,0.18469035,2.79342368,2.14936068,0.93597014
-5.36368184,5.74067954,1.14636253,0.59913961,0.01705315,1.04701220,0.17909923,2.70627203,2.08332536,0.91006168
-5.35767884,5.54800317,1.11443565,0.57595752,0.01676021,1.01612037,0.17295311,2.61308523,2.01501778,0.88238825
-5.35167584,5.34604825,1.07932800,0.55248880,0.01643894,0.98417469,0.16631731,2.51479809,1.94505499,0.85314927
-5.34567284,5.13697487,1.04141259,0.52899877,0.01609452,0.95152697,0.15926708,2.41249407,1.87419666,0.82262156
-5.33966983,4.92325273,1.00113631,0.50577378,0.01573272,0.91860690,0.15188591,2.30738413,1.80333282,0.79115348
-5.33366683,4.70760809,0.95900767,0.48311712,0.01535977,0.88591267,0.14426362,2.20078082,1.73346667,0.75915658
-5.32766383,4.49296116,0.91558281,0.46134389,0.01498218,0.85399922,0.13649417,2.09406854,1.66569289,0.72709506
-5.32166083,4.28235627,0.87145014,0.44077506,0.01460656,0.82346452,0.12867335,1.98867094,1.60117204,0.69547354
-5.31565783,4.07888724,0.82721447,0.42173072,0.01423951,0.79493431,0.12089646,1.88601656,1.54110198,0.66482345
-5.30965483,3.88562040,0.78348100,0.40452272,0.01388744,0.76904579,0.11325599,1.78750403,1.48668713,0.63568880
-5.30365183,3.70551811,0.74084000,0.38944707,0.01355644,0.74643091,0.10583946,1.69446790,1.43910663,0.60861147
-5.29764882,3.54136499,0.69985253,0.37677612,0.01325217,0.72769958,0.09872750,1.60814621,1.39948236,0.58411688
-5.29164582,3.39569927,0.66103775,0.36675096,0.01297979,0.71342338,0.09199211,1.52965106,1.36884780,0.56270025
-5.28564282,3.27075130,0.62486212,0.35957420,0.01274383,0.70412018,0.08569536,1.45994272,1.34811872,0.54481383
-5.27963982,3.16839081,0.59173082,0.35540338,0.01254816,0.70024014,0.07988838,1.39980843,1.33806661,0.53085566
-5.27363682,3.09008429,0.56198143,0.35434536,0.01239597,0.70215326,0.07461069,1.34984608,1.33929545,0.52115982
-5.26763382,3.03686337,0.53587998,0.35645175,0.01228967,0.71013898,0.06988994,1.31045344,1.35222270,0.51598861
-5.26163082,3.00930488,0.51361933,0.36171577,0.01223094,0.72437787,0.06574203,1.28182294,1.37706484,0.51552659
-5.25562781,3.00752270,0.49531965,0.37007049,0.01222071,0.74494570,0.06217146,1.26394206,1.41382805,0.51987670
-5.24962481,3.03117133,0.48103092,0.38138874,0.01225912,0.77180997,0.05917202,1.25659925,1.46230406,0.52905832
-5.24362181,3.07946076,0.47073703,0.39548464,0.01234561,0.80482903,0.05672778,1.25939486,1.52207153,0.54300741
-5.23761881,3.15118207,0.46436134,0.41211681,0.01247890,0.84375368,0.05481414,1.27175685,1.59250273,0.56157839
-5.23161581,3.24474255,0.46177329,0.43099323,0.01265702,0.88823142,0.05339917,1.29296044,1.67277554,0.58454800
-5.22561281,3.35820957,0.46279567,0.45177758,0.01287740,0.93781316,0.05244493,1.32215120,1.76189028,0.61162065
-5.21960980,3.48936153,0.46721244,0.47409689,0.01313686,0.99196218,0.05190891,1.35837064,1.85869107,0.64243534
-5.21360680,3.63574458,0.47477646,0.49755044,0.01343172,1.05006541,0.05174547,1.40058354,1.96189117,0.67657395
-5.20760380,3.79473343,0.48521721,0.52171932,0.01375787,1.11144653,0.05190722,1.44770599,2.07010144,0.71357057
-5.20160080,3.96359446,0.49824793,0.54617672,0.01411082,1.17538070,0.05234629,1.49863345,2.18186132,0.75292177
-5.19559780,4.13954937,0.51357217,0.57049825,0.01448580,1.24111063,0.05301565,1.55226764,2.29567138,0.79409758
-5.18959480,4.31983758,0.53088952,0.59427218,0.01487788,1.30786339,0.05387007,1.60754165,2.41002650,0.83655282
-5.18359180,4.50177557,0.54990034,0.61710916,0.01528200,1.37486770,0.05486715,1.66344238,2.52344870,0.87973864
-5.17758879,4.68281151,0.57030960,0.63865108,0.01569314,1.44137104,0.05596805,1.71902976,2.63451878,0.92311385
-5.17158579,4.86057367,0.59182954,0.65857872,0.01610634,1.50665627,0.05713808,1.77345210,2.74190572,0.96615589
-5.16558279,5.03291142,0.61418156,0.67661811,0.01651685,1.57005698,0.05834710,1.82595743,2.84439304,1.00837103
-5.15957979,5.19792767,0.63709703,0.69254517,0.01692016,1.63097132,0.05956975,1.87590053,2.94090148,1.04930357
-5.15357679,5.35400223,0.66031755,0.70618878,0.01731206,1.68887374,0.06078548,1.92274577,3.03050726,1.08854378
-5.14757379,5.49980561,0.68359448,0.71743197,0.01768875,1.74332425,0.06197845,1.96606600,3.11245562,1.12573440
-5.14157079,5.63430343,0.70668827,0.72621154,0.01804681,1.79397492,0.06313720,2.00553790,3.18616919,1.16057540
-5.13556778,5.75675172,0.72936753,0.73251597,0.01838325,1.84057333,0.06425424,2.04093429,3.25125136,1.19282695
-5.12956478,5.86668393,0.75140824,0.73638196,0.01869549,1.88296298,0.06532556,2.07211423,3.30748448,1.22231054
-5.12356178,5.96389053,0.77259322,0.73788984,0.01898139,1.92108049,0.06634995,2.09901146,3.35482328,1.24890823
-5.11755878,6.04839256,0.79271214,0.73715797,0.01923918,1.95494991,0.06732837,2.12162208,3.39338398,1.27255999
-5.11155578,6.12041057,0.81156200,0.73433660,0.01946743,1.98467422,0.06826321,2.13999222,3.42342944,1.29325952
-5.10555278,6.18033038,0.82894842,0.72960133,0.01966501,2.01042446,0.06915764,2.15420629,3.44535113,1.31104845
-5.09954977,6.22866727,0.84468759,0.72314659,0.01983104,2.03242694,0.07001489,2.16437653,3.45964866,1.32600939
-5.09354677,6.26603020,0.85860892,0.71517933,0.01996485,2.05094902,0.07083773,2.17063415,3.46690751,1.33825810
-5.08754377,6.29308733,0.87055825,0.70591315,0.02006589,2.06628412,0.07162790,2.17312249,3.46777585,1.34793506
-5.08154077,6.31053419,0.88040154,0.69556305,0.02013371,2.07873650,0.07238572,2.17199223,3.46294111,1.35519692
-5.07553777,6.31906549,0.88802872,0.68434097,0.02016794,2.08860652,0.07310987,2.16739865,3.45310721,1.36020801
-5.06953477,6.31935139,0.89335756,0.67245215,0.02016827,2.09617695,0.07379717,2.15950080,3.43897284,1.36313256
-5.06353177,6.31201866,0.89633730,0.66009228,0.02013439,2.10170082,0.07444266,2.14846223,3.42121163,1.36412760
-5.05752876,6.29763717,0.89695169,0.64744557,0.02006608,2.10539139,0.07503966,2.13445286,3.40045461,1.36333711
-5.05152576,6.27671146,0.89522127,0.63468348,0.01996314,2.10741450,0.07558005,2.11765166,3.37727527,1.36088743
-5.04552276,6.24967730,0.89120469,0.62196416,0.01982551,2.10788364,0.07605463,2.09824948,3.35217761,1.35688416
-5.03951976,6.21690274,0.88499884,0.60943237,0.01965326,2.10685779,0.07645356,2.07645176,3.32558732,1.35141052
-5.03351676,6.17869299,0.87673767,0.59721976,0.01944665,2.10434199,0.07676681,2.05248058,3.29784609,1.34452730
-5.02751376,6.13529828,0.86658980,0.58544545,0.01920619,2.10029067,0.07698475,2.02657569,3.26920902,1.33627404
-5.02151076,6.08692405,0.85475471,0.57421658,0.01893269,2.09461322,0.07709857,1.99899439,3.23984499,1.32667153
-5.01550775,6.03374242,0.84145789,0.56362898,0.01862731,2.08718171,0.07710087,1.97000998,3.20983979,1.31572528
-5.00950475,5.97590424,0.82694487,0.55376757,0.01829159,2.07784009,0.07698599,1.93990891,3.17920170,1.30342964
-5.00350175,5.91355082,0.81147449,0.54470665,0.01792746,2.06641464,0.07675040,1.90898646,3.14786910,1.28977246
-4.99749875,5.84682495,0.79531167,0.53650994,0.01753728,2.05272495,0.07639291,1.87754146,3.11571995,1.27473981
-4.99149575,5.77588053,0.77871999,0.52923040,0.01712379,2.03659502,0.07591484,1.84587007,3.08258255,1.25832071
-4.98549275,5.70089058,0.76195428,0.52290984,0.01669010,2.01786417,0.07531995,1.81425914,3.04824741,1.24051142
-4.97948974,5.62205366,0.74525383,0.51757843,0.01623963,1.99639704,0.07461442,1.78297944,3.01247979,1.22131932
-4.97348674,5.53959855,0.72883613,0.51325420,0.01577606,1.97209273,0.07380658,1.75227926,2.97503262,1.20076604
-4.96748374,5.45378760,0.71289178,0.50994261,0.01530324,1.94489249,0.07290666,1.72237886,2.93565958,1.17889000
-4.96148074,5.36491902,0.69758054,0.50763639,0.01482508,1.91478601,0.07192643,1.69346606,2.89412804,1.15574809
-4.95547774,5.27332856,0.68302886,0.50631565,0.01434553,1.88181612,0.07087880,1.66569337,2.85023175,1.13141672
-4.94947474,5.17939092,0.66932881,0.50594852,0.01386842,1.84608190,0.06977744,1.63917701,2.80380297,1.10599217
-4.94347174,5.08352144,0.65653863,0.50649237,0.01339741,1.80774020,0.06863641,1.61399785,2.75472396,1.07959045
-4.93746873,4.98617830,0.64468470,0.50789552,0.01293593,1.76700566,0.06746982,1.59020454,2.70293755,1.05234662
-4.93146573,4.88786535,0.63376486,0.51009973,0.01248710,1.72414934,0.06629155,1.56781852,2.64845676,1.02441377
-4.92546273,4.78913570,0.62375295,0.51304315,0.01205371,1.67949600,0.06511511,1.54684094,2.59137304,0.99596173
-4.91945973,4.69059581,0.61460425,0.51666394,0.01163822,1.63342015,0.06395351,1.52726114,2.53186304,0.96717556
-4.91345673,4.59290976,0.60626153,0.52090411,0.01124274,1.58634108,0.06281926,1.50906613,2.47019362,0.93825382
-4.90745373,4.49680320,0.59866152,0.52571369,0.01086903,1.53871677,0.06172445,1.49225085,2.40672477,0.90940669
-4.90145073,4.40306628,0.59174126,0.53105485,0.01051863,1.49103690,0.06068090,1.47682830,2.34191028,0.88085391
-4.89544772,4.31255493,0.58544428,0.53690582,0.01019279,1.44381507,0.05970032,1.46283926,2.27629582,0.85282248
-4.88944472,4.22618973,0.57972602,0.54326422,0.00989264,1.39758018,0.05879458,1.45036077,2.21051435,0.82554415
-4.88344172,4.14495171,0.57455842,0.55014982,0.00961918,1.35286728,0.05797586,1.43951287,2.14527856,0.79925258
-4.87743872,4.06987446,0.56993342,0.55760615,0.00937338,1.31020787,0.05725687,1.43046317,2.08137051,0.77418022
-4.87143572,4.00203234,0.56586517,0.56570117,0.00915624,1.27011991,0.05665100,1.42342868,2.01962831,0.75055493
-4.86543272,3.94252445,0.56239087,0.57452650,0.00896880,1.23309766,0.05617230,1.41867481,1.96093014,0.72859626
-4.85942971,3.89245456,0.55957023,0.58419539,0.00881220,1.19960170,0.05583551,1.41651126,1.90617586,0.70851158
-4.85342671,3.85290730,0.55748366,0.59483928,0.00868769,1.17004917,0.05565589,1.41728488,1.85626657,0.69049199
-4.84742371,3.82492116,0.55622911,0.60660317,0.00859665,1.14480470,0.05564896,1.42136970,1.81208257,0.67470830
-4.84142071,3.80945921,0.55591799,0.61963972,0.00854050,1.12417213,0.05583012,1.42915437,1.77446041,0.66130704
-4.83541771,3.80737837,0.55667014,0.63410249,0.00852073,1.10838726,0.05621428,1.44102761,1.74416950,0.65040669
-4.82941471,3.81939845,0.55860821,0.65013847,0.00853884,1.09761194,0.05681523,1.45736201,1.72188909,0.64209434
-4.82341171,3.84607206,0.56185175,0.66788024,0.00859622,1.09192950,0.05764513,1.47849712,1.70818623,0.63642275
-4.81740870,3.88775662,0.56651110,0.68743807,0.00869414,1.09134178,0.05871391,1.50472228,1.70349544,0.63340809
-4.81140570,3.94458952,0.57268161,0.70889230,0.00883362,1.09576776,0.06002863,1.53626004,1.70810070,0.63302834
-4.80540270,4.01646754,0.58043811,0.73228634,0.00901541,1.10504380,0.06159296,1.57325086,1.72212044,0.63522238
-4.79939970,4.10303143,0.58983010,0.75762065,0.00923984,1.11892549,0.06340666,1.61573968,1.74549607,0.63989000
-4.79339670,4.20365634,0.60087774,0.78484779,0.00950683,1.13709102,0.06546520,1.66366507,1.77798451,0.64689264
-4.78739370,4.31744869,0.61356874,0.81386910,0.00981575,1.15914607,0.06775949,1.71685139,1.81915516,0.65605491
-4.78139070,4.44324992,0.62785632,0.84453280,0.01016548,1.18462992,0.07027570,1.77500429,1.86839164,0.66716699
-4.77538769,4.57964716,0.64365829,0.87663394,0.01055427,1.21302289,0.07299533,1.83770998,1.92489841,0.67998767
-4.76938469,4.72499092,0.66085721,0.90991606,0.01097984,1.24375482,0.07589536,1.90443829,1.98771243,0.69424817
-4.76338169,4.87741961,0.67930177,0.94407458,0.01143929,1.27621456,0.07894856,1.97454950,2.05571981,0.70965653
-4.75737869,5.03489042,0.69880916,0.97876192,0.01192920,1.30976030,0.08212405,2.04730505,2.12767721,0.72590261
-4.75137569,5.19521597,0.71916851,1.01359412,0.01244565,1.34373062,0.08538786,2.12188151,2.20223762,0.74266357
-4.74537269,5.35610606,0.74014523,1.04815884,0.01298426,1.37745611,0.08870375,2.19738781,2.27798002,0.75960975
-4.73936968,5.51521356,0.76148609,1.08202442,0.01354028,1.41027149,0.09203399,2.27288495,2.35344222,0.77641086
-4.73336668,5.67018322,0.78292502,1.11474988,0.01410869,1.44152785,0.09534034,2.34740783,2.42715605,0.79274237
-4.72736368,5.81870226,0.80418930,1.14589537,0.01468425,1.47060497,0.09858494,2.41998833,2.49768375,0.80829186
-4.72136068,5.95855128,0.82500606,1.17503293,0.01526165,1.49692344,0.10173131,2.48967898,2.56365470,0.82276537
-4.71535768,6.08765402,0.84510886,1.20175710,0.01583557,1.51995617,0.10474517,2.55557649,2.62380092,0.83589338
-4.70935468,6.20412438,0.86424410,1.22569505,0.01640079,1.53923914,0.10759530,2.61684417,2.67699043,0.84743635
-4.70335168,6.30630918,0.88217713,1.24651603,0.01695229,1.55438095,0.11025428,2.67273262,2.72225702,0.85718962
-4.69734867,6.39282524,0.89869774,1.26393962,0.01748535,1.56507097,0.11269896,2.72259777,2.75882536,0.86498748
-4.69134567,6.46258928,0.91362492,1.27774269,0.01799561,1.57108556,0.11491096,2.76591573,2.78613039,0.87070624
-4.68534267,6.51483969,0.92681070,1.28776468,0.01847916,1.57229247,0.11687684,2.80229378,2.80383030,0.87426614
-4.67933967,6.54914917,0.93814293,1.29391114,0.01893256,1.56865282,0.11858815,2.83147714,2.81181240,0.87563219
-4.67333667,6.56542777,0.94754684,1.29615527,0.01935295,1.56022081,0.12004130,2.85335127,2.81019170,0.87481356
-4.66733367,6.56391620,0.95498540,1.29453747,0.01973799,1.54714108,0.12123721,2.86793950,2.79930227,0.87186189
-4.66133067,6.54516954,0.96045851,1.28916293,0.02008597,1.52964365,0.12218084,2.87539632,2.77968166,0.86686838
-4.65532766,6.51003215,0.96400090,1.28019724,0.02039573,1.50803680,0.12288063,2.87599640,2.75204916,0.85995979
-4.64932466,6.45960459,0.96567906,1.26786031,0.02066667,1.48269801,0.12334772,2.87012010,2.71727883,0.85129360
-4.64332166,6.39520407,0.96558716,1.25241875,0.02089875,1.45406331,0.12359524,2.85823579,2.67636834,0.84105255
