energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.75987994,5.06638632,0.06502832,0.79884504,3.21677442,1.88111910,1.72874283,0.00000000,0.69299307,0.50287612
-5.75387694,5.10895318,0.06490135,0.79743831,3.20576947,1.89709671,1.74416755,0.00000000,0.70301891,0.50881733
-5.74787394,5.13856139,0.06454445,0.79272591,3.18129327,1.90834111,1.75562228,0.00000000,0.71140870,0.51352913
-5.74187094,5.15513310,0.06396090,0.78483174,3.14419945,1.91489688,1.76300541,0.00000000,0.71822930,0.51689238
-5.73586793,5.15895380,0.06315912,0.77394429,3.09562724,1.91692038,1.76635394,0.00000000,0.72360199,0.51883081
-5.72986493,5.15065695,0.06215243,0.76030974,3.03696254,1.91467001,1.76584153,0.00000000,0.72769720,0.51931358
-5.72386193,5.13119443,0.06095856,0.74422348,2.96979043,1.90849299,1.76176998,0.00000000,0.73072658,0.51835587
-5.71785893,5.10179414,0.05959903,0.72602034,2.89584164,1.89880949,1.75455455,0.00000000,0.73293290,0.51601744
-5.71185593,5.06390746,0.05809838,0.70606416,2.81693526,1.88609492,1.74470392,0.00000000,0.73457818,0.51239923
-5.70585293,5.01914898,0.05648332,0.68473710,2.73492048,1.87086139,1.73279594,0.00000000,0.73593064,0.50763833
-5.69984992,4.96923200,0.05478186,0.66242922,2.65161989,1.85363930,1.71945040,0.00000000,0.73725119,0.50190155
-5.69384692,4.91590276,0.05302237,0.63952872,2.56877668,1.83495988,1.70530039,0.00000000,0.73878011,0.49537789
-5.68784392,4.86087690,0.05123281,0.61641311,2.48800795,1.81533945,1.69096378,0.00000000,0.74072458,0.48827059
-5.68184092,4.80578107,0.04943989,0.59344179,2.41076581,1.79526611,1.67701635,0.00000000,0.74324792,0.48078881
-5.67583792,4.75210243,0.04766846,0.57095003,2.33830742,1.77518921,1.66396797,0.00000000,0.74646093,0.47313977
-5.66983492,4.70114828,0.04594098,0.54924443,2.27167502,1.75551198,1.65224312,0.00000000,0.75041602,0.46552141
-5.66383192,4.65401735,0.04427719,0.52860009,2.21168586,1.73658723,1.64216682,0.00000000,0.75510433,0.45811620
-5.65782891,4.61158364,0.04269386,0.50925911,2.15893205,1.71871638,1.63395637,0.00000000,0.76045619,0.45108611
-5.65182591,4.57449318,0.04120479,0.49143048,2.11378951,1.70215115,1.62771952,0.00000000,0.76634479,0.44456917
-5.64582291,4.54317299,0.03982089,0.47529116,2.07643498,1.68709796,1.62345884,0.00000000,0.77259301,0.43867755
-5.63981991,4.51785118,0.03855041,0.46098792,2.04686956,1.67372420,1.62108182,0.00000000,0.77898301,0.43349718
-5.63381691,4.49858648,0.03739928,0.44863997,2.02494729,1.66216613,1.62041606,0.00000000,0.78526813,0.42908888
-5.62781391,4.48530481,0.03637149,0.43834188,2.01040677,1.65253761,1.62122849,0.00000000,0.79118631,0.42549074
-5.62181091,4.47784036,0.03546958,0.43016665,2.00290406,1.64493914,1.62324714,0.00000000,0.79647451,0.42272148
-5.61580790,4.47597843,0.03469507,0.42416871,2.00204498,1.63946666,1.62618437,0.00000000,0.80088321,0.42078462
-5.60980490,4.47949714,0.03404888,0.42038651,2.00741509,1.63621945,1.62975974,0.00000000,0.80419017,0.41967290
-5.60380190,4.48820533,0.03353177,0.41884476,2.01860589,1.63530684,1.63372140,0.00000000,0.80621273,0.41937278
-5.59779890,4.50197422,0.03314462,0.41955591,2.03523591,1.63685313,1.63786446,0.00000000,0.80681799,0.41986861
-5.59179590,4.52076088,0.03288865,0.42252100,2.05696590,1.64100060,1.64204529,0.00000000,0.80593025,0.42114618
-5.58579290,4.54462203,0.03276553,0.42772983,2.08350751,1.64791030,1.64619107,0.00000000,0.80353536,0.42319545
-5.57978989,4.57371734,0.03277742,0.43516027,2.11462527,1.65776068,1.65030381,0.00000000,0.79968176,0.42601210
-5.57378689,4.60830205,0.03292683,0.44477707,2.15013223,1.67074396,1.65445892,0.00000000,0.79447816,0.42959813
-5.56778389,4.64870944,0.03321643,0.45653000,2.18987967,1.68706052,1.65879835,0.00000000,0.78808800,0.43396107
-5.56178089,4.69532425,0.03364871,0.47035168,2.23374205,1.70691153,1.66351889,0.00000000,0.78072121,0.43911229
-5.55577789,4.74854880,0.03422567,0.48615516,2.28159818,1.73049019,1.66885640,0.00000000,0.77262351,0.44506413
-5.54977489,4.80876387,0.03494838,0.50383144,2.33331015,1.75797196,1.67506706,0.00000000,0.76406411,0.45182640
-5.54377189,4.87628691,0.03581657,0.52324729,2.38870155,1.78950437,1.68240677,0.00000000,0.75532243,0.45940227
-5.53776888,4.95133019,0.03682819,0.54424345,2.44753651,1.82519686,1.69111009,0.00000000,0.74667451,0.46778390
-5.53176588,5.03396152,0.03797904,0.56663348,2.50950109,1.86511117,1.70136999,0.00000000,0.73838009,0.47694818
-5.52576288,5.12407006,0.03926251,0.59020342,2.57418838,1.90925287,1.71331955,0.00000000,0.73067071,0.48685282
-5.51975988,5.22133947,0.04066930,0.61471252,2.64108845,1.95756434,1.72701692,0.00000000,0.72373969,0.49743303
-5.51375688,5.32523010,0.04218738,0.63989496,2.70958397,2.00991980,1.74243410,0.00000000,0.71773440,0.50859914
-5.50775388,5.43497147,0.04380192,0.66546281,2.77895201,2.06612241,1.75945049,0.00000000,0.71275100,0.52023534
-5.50175088,5.54956576,0.04549552,0.69111002,2.84837208,2.12590390,1.77785123,0.00000000,0.70883197,0.53219959
-5.49574787,5.66780217,0.04724839,0.71651755,2.91694020,2.18892652,1.79733063,0.00000000,0.70596637,0.54432486
-5.48974487,5.78828164,0.04903875,0.74135934,2.98368835,2.25478740,1.81750027,0.00000000,0.70409263,0.55642175
-5.48374187,5.90945064,0.05084331,0.76530897,3.04760830,2.32302511,1.83790128,0.00000000,0.70310357,0.56828221
-5.47773887,6.02964235,0.05263777,0.78804681,3.10767865,2.39312799,1.85802018,0.00000000,0.70285342,0.57968449
-5.47173587,6.14712318,0.05439745,0.80926720,3.16289366,2.46454397,1.87730719,0.00000000,0.70316602,0.59039893
-5.46573287,6.26014216,0.05609783,0.82868557,3.21229244,2.53669131,1.89519620,0.00000000,0.70384404,0.60019439
-5.45972986,6.36698091,0.05771520,0.84604499,3.25498694,2.60896980,1.91112514,0.00000000,0.70467847,0.60884509
-5.45372686,6.46600159,0.05922718,0.86112197,3.29018740,2.68077188,1.92455593,0.00000000,0.70545787,0.61613753
-5.44772386,6.55569085,0.06061323,0.87373119,3.31722414,2.75149322,1.93499290,0.00000000,0.70597708,0.62187715
-5.44172086,6.63469761,0.06185503,0.88372897,3.33556456,2.82054226,1.94199898,0.00000000,0.70604484,0.62589448
-5.43571786,6.70186352,0.06293679,0.89101539,3.34482501,2.88734851,1.94520891,0.00000000,0.70549025,0.62805053
-5.42971486,6.75624491,0.06384546,0.89553494,3.34477694,2.95136928,1.94433920,0.00000000,0.70416763,0.62824115
-5.42371186,6.79712593,0.06457083,0.89727576,3.33534758,3.01209481,1.93919453,0.00000000,0.70196006,0.62640023
-5.41770885,6.82402301,0.06510550,0.89626750,3.31661551,3.06905187,1.92967057,0.00000000,0.69878131,0.62250164
-5.41170585,6.83668128,0.06544479,0.89257811,3.28880166,3.12180594,1.91575350,0.00000000,0.69457649,0.61655983
-5.40570285,6.83506406,0.06558660,0.88630964,3.25225674,3.16996226,1.89751666,0.00000000,0.68932161,0.60862917
-5.39969985,6.81933684,0.06553117,0.87759342,3.20744614,3.21316620,1.87511461,0.00000000,0.68302216,0.59880200
-5.39369685,6.78984736,0.06528085,0.86658487,3.15493322,3.25110318,1.84877556,0.00000000,0.67571108,0.58720569
-5.38769385,6.74710360,0.06483986,0.85345822,3.09536230,3.28349876,1.81879240,0.00000000,0.66744634,0.57399879
-5.38169085,6.69175134,0.06421405,0.83840148,3.02944215,3.31011907,1.78551330,0.00000000,0.65830841,0.55936638
-5.37568784,6.62455274,0.06341072,0.82161183,2.95793089,3.33077213,1.74933226,0.00000000,0.64839771,0.54351515
-5.36968484,6.54636734,0.06243844,0.80329168,2.88162279,3.34531006,1.71068012,0.00000000,0.63783226,0.52666803
-5.36368184,6.45813618,0.06130697,0.78364538,2.80133753,3.35363247,1.67001639,0.00000000,0.62674563,0.50905901
-5.35767884,6.36086966,0.06002722,0.76287691,2.71791173,3.35569082,1.62782219,0.00000000,0.61528510,0.49092795
-5.35167584,6.25563915,0.05861117,0.74118822,2.63219292,3.35149373,1.58459424,0.00000000,0.60361009,0.47251590
-5.34567284,6.14357192,0.05707198,0.71877833,2.54503532,3.34111284,1.54084001,0.00000000,0.59189069,0.45406080
-5.33966983,6.02584888,0.05542395,0.69584306,2.45729708,3.32468875,1.49707372,0.00000000,0.58030621,0.43579374
-5.33366683,5.90370396,0.05368262,0.67257511,2.36983827,3.30243673,1.45381309,0.00000000,0.56904364,0.41793588
-5.32766383,5.77842411,0.05186475,0.64916438,2.28351896,3.27465132,1.41157640,0.00000000,0.55829581,0.40069589
-5.32166083,5.65134865,0.04998829,0.62579827,2.19919673,3.24170963,1.37087962,0.00000000,0.54825920,0.38426805
-5.31565783,5.52386683,0.04807236,0.60266186,2.11772303,3.20407245,1.33223335,0.00000000,0.53913130,0.36883083
-5.30965483,5.39741251,0.04613709,0.57993766,2.03993792,3.16228303,1.29613926,0.00000000,0.53110750,0.35454587
-5.30365183,5.27345537,0.04420339,0.55780494,1.96666296,3.11696292,1.26308582,0.00000000,0.52437756,0.34155737
-5.29764882,5.15348782,0.04229271,0.53643846,1.89869215,3.06880494,1.23354332,0.00000000,0.51912168,0.32999170
-5.29164582,5.03900791,0.04042668,0.51600668,1.83678096,3.01856305,1.20795824,0.00000000,0.51550636,0.31995723
-5.28564282,4.93149809,0.03862670,0.49666935,1.78163393,2.96703938,1.18674685,0.00000000,0.51368031,0.31154417
-5.27963982,4.83240058,0.03691346,0.47857471,1.73389111,2.91506868,1.17028855,0.00000000,0.51377036,0.30482457
-5.27363682,4.74309019,0.03530651,0.46185635,1.69411411,2.86350081,1.15891897,0.00000000,0.51587793,0.29985224
-5.26763382,4.66484568,0.03382373,0.44662988,1.66277234,2.81318166,1.15292326,0.00000000,0.52007603,0.29666270
-5.26163082,4.59882087,0.03248086,0.43298969,1.64023023,2.76493347,1.15252982,0.00000000,0.52640702,0.29527310
-5.25562781,4.54601688,0.03129107,0.42100593,1.62673603,2.71953514,1.15790490,0.00000000,0.53488140,0.29568216
-5.24962481,4.50725673,0.03026455,0.41072193,1.62241295,2.67770340,1.16914818,0.00000000,0.54547753,0.29787019
-5.24362181,4.48316363,0.02940821,0.40215225,1.62725307,2.64007563,1.18628970,0.00000000,0.55814248,0.30179911
-5.23761881,4.47414368,0.02872550,0.39528151,1.64111439,2.60719497,1.20928814,0.00000000,0.57279378,0.30741264
-5.23161581,4.48037406,0.02821622,0.39006406,1.66372129,2.57949831,1.23803061,0.00000000,0.58932212,0.31463671
-5.22561281,4.50179695,0.02787658,0.38642468,1.69466839,2.55730763,1.27233392,0.00000000,0.60759472,0.32338002
-5.21960980,4.53811944,0.02769923,0.38426019,1.73342769,2.54082492,1.31194715,0.00000000,0.62745917,0.33353487
-5.21360680,4.58881946,0.02767354,0.38344200,1.77935870,2.53013089,1.35655546,0.00000000,0.64874751,0.34497831
-5.20760380,4.65315713,0.02778583,0.38381952,1.83172114,2.52518724,1.40578485,0.00000000,0.67128021,0.35757351
-5.20160080,4.73019123,0.02801981,0.38522432,1.88968965,2.52584255,1.45920774,0.00000000,0.69486997,0.37117154
-5.19559780,4.81879989,0.02835701,0.38747479,1.95237002,2.53184112,1.51634907,0.00000000,0.71932488,0.38561329
-5.18959480,4.91770485,0.02877731,0.39038128,2.01881621,2.54283462,1.57669277,0.00000000,0.74445106,0.40073184
-5.18359180,5.02549827,0.02925946,0.39375134,2.08804771,2.55839583,1.63968840,0.00000000,0.77005439,0.41635488
-5.17758879,5.14067149,0.02978169,0.39739502,2.15906660,2.57803398,1.70475796,0.00000000,0.79594165,0.43230750
-5.17158579,5.26164477,0.03032224,0.40112989,2.23087393,2.60121116,1.77130264,0.00000000,0.82192075,0.44841496
-5.16558279,5.38679761,0.03085994,0.40478574,2.30248502,2.62735914,1.83870970,0.00000000,0.84780052,0.46450571
-5.15957979,5.51449883,0.03137469,0.40820866,2.37294348,2.65589630,1.90635945,0.00000000,0.87339009,0.48041427
-5.15357679,5.64313630,0.03184793,0.41126452,2.44133386,2.68624400,1.97363235,0.00000000,0.89849805,0.49598420
-5.14757379,5.77114567,0.03226310,0.41384167,2.50679279,2.71784219,2.03991645,0.00000000,0.92293184,0.51107090
-5.14157079,5.89703817,0.03260592,0.41585275,2.56851881,2.75016389,2.10461521,0.00000000,0.94649744,0.52554422
-5.13556778,6.01942694,0.03286469,0.41723577,2.62578093,2.78272828,2.16715569,0.00000000,0.96899973,0.53929085
-5.12956478,6.13705195,0.03303053,0.41795427,2.67792607,2.81511222,2.22699715,0.00000000,0.99024371,0.55221640
-5.12356178,6.24880290,0.03309745,0.41799674,2.72438562,2.84696008,2.28364008,0.00000000,1.01003660,0.56424706
-5.11755878,6.35374009,0.03306244,0.41737529,2.76468114,2.87799167,2.33663528,0.00000000,1.02819099,0.57533089
-5.11155578,6.45111250,0.03292544,0.41612365,2.79842934,2.90800819,2.38559300,0.00000000,1.04452896,0.58543859
-5.10555278,6.54037274,0.03268930,0.41429475,2.82534637,2.93689602,2.43019168,0.00000000,1.05888698,0.59456377
-5.09954977,6.62118810,0.03235962,0.41195769,2.84525124,2.96462830,2.47018586,0.00000000,1.07112144,0.60272268
-5.09354677,6.69344719,0.03194453,0.40919449,2.85806840,2.99126411,2.50541303,0.00000000,1.08111449,0.60995335
-5.08754377,6.75726135,0.03145451,0.40609665,2.86382908,3.01694519,2.53579874,0.00000000,1.08877980,0.61631421
-5.08154077,6.81296035,0.03090205,0.40276152,2.86267130,3.04189010,2.56135970,0.00000000,1.09406797,0.62188209
-5.07553777,6.86108183,0.03030139,0.39928870,2.85483819,3.06638585,2.58220448,0.00000000,1.09697105,0.62674978
-5.06953477,6.90235433,0.02966809,0.39577659,2.84067433,3.09077695,2.59853142,0.00000000,1.09752603,0.63102303
-5.06353177,6.93767375,0.02901871,0.39231905,2.82062002,3.11545222,2.61062372,0.00000000,1.09581673,0.63481717
-5.05752876,6.96807372,0.02837037,0.38900238,2.79520321,3.14082938,2.61884154,0.00000000,1.09197417,0.63825341
-5.05152576,6.99469034,0.02774038,0.38590263,2.76502914,3.16733806,2.62361135,0.00000000,1.08617499,0.64145488
-5.04552276,7.01872239,0.02714574,0.38308339,2.73076773,3.19540144,2.62541266,0.00000000,1.07863807,0.64454253
-5.03951976,7.04138825,0.02660278,0.38059396,2.69313902,3.22541743,2.62476275,0.00000000,1.06961940,0.64763106
-5.03351676,7.06388107,0.02612674,0.37846815,2.65289694,3.25773984,2.62219975,0.00000000,1.05940523,0.65082497
-5.02751376,7.08732401,0.02573133,0.37672359,2.61081188,3.29266040,2.61826496,0.00000000,1.04830401,0.65421491
-5.02151076,7.11272741,0.02542839,0.37536167,2.56765281,3.33039250,2.61348492,0.00000000,1.03663720,0.65787438
-5.01550775,7.14094983,0.02522756,0.37436810,2.52416931,3.37105724,2.60835423,0.00000000,1.02472953,0.66185708
-5.00950475,7.17266466,0.02513597,0.37371393,2.48107451,3.41467270,2.60331976,0.00000000,1.01289907,0.66619485
-5.00350175,7.20833415,0.02515804,0.37335731,2.43902933,3.46114691,2.59876698,0.00000000,1.00144748,0.67089644
-4.99749875,7.24819190,0.02529530,0.37324560,2.39862892,3.51027517,2.59500899,0.00000000,0.99065101,0.67594715
-4.99149575,7.29223511,0.02554630,0.37331794,2.36039157,3.56174183,2.59227889,0.00000000,0.98075247,0.68130939
-4.98549275,7.34022672,0.02590659,0.37350818,2.32475067,3.61512685,2.59072556,0.00000000,0.97195453,0.68692413
-4.97948974,7.39170796,0.02636884,0.37374795,2.29205007,3.66991698,2.59041323,0.00000000,0.96441470,0.69271333
-4.97348674,7.44602044,0.02692294,0.37396991,2.26254268,3.72552122,2.59132468,0.00000000,0.95824200,0.69858322
-4.96748374,7.50233730,0.02755629,0.37411088,2.23639257,3.78129023,2.59336786,0.00000000,0.95349550,0.70442831
-4.96148074,7.55970187,0.02825406,0.37411485,2.21368013,3.83653882,2.59638564,0.00000000,0.95018473,0.71013602
-4.95547774,7.61707229,0.02899962,0.37393575,2.19441009,3.89057087,2.60016805,0.00000000,0.94827183,0.71559179
-4.94947474,7.67337030,0.02977499,0.37353969,2.17852183,3.94270569,2.60446649,0.00000000,0.94767537,0.72068438
-4.94347174,7.72753193,0.03056128,0.37290689,2.16590141,3.99230472,2.60900917,0.00000000,0.94827555,0.72531121
-4.93746873,7.77855809,0.03133923,0.37203293,2.15639476,4.03879768,2.61351699,0.00000000,0.94992060,0.72938348
-4.93146573,7.82556281,0.03208974,0.37092944,2.14982129,4.08170699,2.61771925,0.00000000,0.95243409,0.73283083
-4.92546273,7.86781725,0.03279436,0.36962417,2.14598723,4.12066960,2.62136832,0.00000000,0.95562284,0.73560528
-4.91945973,7.90478748,0.03343581,0.36816044,2.14469821,4.15545518,2.62425281,0.00000000,0.95928509,0.73768435
-4.91345673,7.93616458,0.03399840,0.36659601,2.14577039,4.18598002,2.62620860,0.00000000,0.96321867,0.73907308
-4.90745373,7.96188581,0.03446844,0.36500136,2.14903972,4.21231592,2.62712728,0.00000000,0.96722890,0.73980490
-4.90145073,7.98214579,0.03483453,0.36345756,2.15436892,4.23469367,2.62696177,0.00000000,0.97113586,0.73994124
-4.89544772,7.99739747,0.03508782,0.36205369,2.16165208,4.25350081,2.62572902,0.00000000,0.97478091,0.73956987
-4.88944472,8.00834245,0.03522217,0.36088402,2.17081651,4.26927354,2.62350949,0.00000000,0.97803209,0.73880210
-4.88344172,8.01591116,0.03523417,0.36004491,2.18182212,4.28268301,2.62044391,0.00000000,0.98078840,0.73776874
-4.87743872,8.02123341,0.03512318,0.35963168,2.19465827,4.29451616,2.61672712,0.00000000,0.98298270,0.73661525
-4.87143572,8.02560033,0.03489115,0.35973543,2.20933836,4.30565181,2.61259965,0.00000000,0.98458324,0.73549603
-4.86543272,8.03041907,0.03454249,0.36043999,2.22589268,4.31703249,2.60833719,0.00000000,0.98559367,0.73456831
-4.85942971,8.03716168,0.03408382,0.36181900,2.24435965,4.32963298,2.60423864,0.00000000,0.98605165,0.73398574
-4.85342671,8.04731019,0.03352366,0.36393335,2.26477625,4.34442662,2.60061297,0.00000000,0.98602609,0.73389207
-4.84742371,8.06229967,0.03287207,0.36682886,2.28716799,4.36235038,2.59776581,0.00000000,0.98561308,0.73441522
-4.84142071,8.08346144,0.03214036,0.37053443,2.31153901,4.38426998,2.59598592,0.00000000,0.98493077,0.73566183
-4.83541771,8.11196846,0.03134066,0.37506064,2.33786290,4.41094634,2.59553232,0.00000000,0.98411323,0.73771278
-4.82941471,8.14878507,0.03048561,0.38039880,2.36607467,4.44300454,2.59662252,0.00000000,0.98330381,0.74061967
-4.82341171,8.19462289,0.02958796,0.38652058,2.39606439,4.48090658,2.59942224,0.00000000,0.98264791,0.74440249
-4.81740870,8.24990482,0.02866029,0.39337817,2.42767279,4.52492909,2.60403699,0.00000000,0.98228577,0.74904854
-4.81140570,8.31473852,0.02771472,0.40090489,2.46068910,4.57514684,2.61050590,0.00000000,0.98234535,0.75451267
-4.80540270,8.38890058,0.02676267,0.40901643,2.49485135,4.63142314,2.61879793,0.00000000,0.98293576,0.76071865
-4.79939970,8.47183229,0.02581463,0.41761251,2.52984897,4.69340737,2.62881056,0.00000000,0.98414133,0.76756187
-4.79339670,8.56264741,0.02488005,0.42657900,2.56532781,4.76054030,2.64037105,0.00000000,0.98601676,0.77491286
-4.78739370,8.66015181,0.02396721,0.43579043,2.60089721,4.83206703,2.65324017,0.00000000,0.98858337,0.78262177
-4.78139070,8.76287464,0.02308317,0.44511286,2.63613884,4.90705741,2.66711825,0.00000000,0.99182677,0.79052342
-4.77538769,8.86911005,0.02223372,0.45440695,2.67061700,4.98443337,2.68165328,0.00000000,0.99569593,0.79844277
-4.76938469,8.97696810,0.02142345,0.46353126,2.70388970,5.06300235,2.69645075,0.00000000,1.00010375,0.80620049
-4.76338169,9.08443330,0.02065576,0.47234560,2.73552034,5.14149572,2.71108498,0.00000000,1.00492903,0.81361861
-4.75737869,9.18942851,0.01993296,0.48071441,2.76508913,5.21861089,2.72511137,0.00000000,1.01001993,0.82052577
-4.75137569,9.28988225,0.01925636,0.48851003,2.79220402,5.29305562,2.73807923,0.00000000,1.01519847,0.82676215
-4.74537269,9.38379671,0.01862642,0.49561579,2.81651060,5.36359293,2.74954475,0.00000000,1.02026625,0.83218377
-4.73936968,9.46931419,0.01804282,0.50192891,2.83770055,5.42908488,2.75908364,0.00000000,1.02501083,0.83666609
-4.73336668,9.54477940,0.01750469,0.50736290,2.85551842,5.48853362,2.76630307,0.00000000,1.02921272,0.84010692
-4.72736368,9.60879527,0.01701068,0.51184973,2.86976639,5.54111801,2.77085248,0.00000000,1.03265259,0.84242842
-4.72136068,9.66027022,0.01655912,0.51534140,2.88030714,5.58622439,2.77243292,0.00000000,1.03511844,0.84357833
-4.71535768,9.69845488,0.01614815,0.51781100,2.88706451,5.62347022,2.77080475,0.00000000,1.03641257,0.84353040
-4.70935468,9.72296696,0.01577585,0.51925320,2.89002235,5.65271950,2.76579329,0.00000000,1.03635786,0.84228407
-4.70335168,9.73380312,0.01544033,0.51968418,2.88922137,5.67408927,2.75729241,0.00000000,1.03480337,0.83986334
-4.69734867,9.73133728,0.01513983,0.51914093,2.88475465,5.68794669,2.74526602,0.00000000,1.03162895,0.83631515
-4.69134567,9.71630529,0.01487277,0.51767992,2.87676162,5.69489681,2.72974724,0.00000000,1.02674872,0.83170705
-4.68534267,9.68977653,0.01463781,0.51537526,2.86542130,5.69576117,2.71083560,0.00000000,1.02011338,0.82612453
-4.67933967,9.65311339,0.01443388,0.51231637,2.85094473,5.69154795,2.68869224,0.00000000,1.01171129,0.81966787
-4.67333667,9.60792004,0.01426015,0.50860517,2.83356726,5.68341487,2.66353335,0.00000000,1.00156822,0.81244882
-4.66733367,9.55598269,0.01411604,0.50435295,2.81354078,5.67262589,2.63562222,0.00000000,0.98974605,0.80458701
-4.66133067,9.49920350,0.01400116,0.49967699,2.79112633,5.66050377,2.60526010,0.00000000,0.97634025,0.79620643
-4.65532766,9.43953092,0.01391530,0.49469712,2.76658734,5.64837999,2.57277645,0.00000000,0.96147648,0.78743186
-4.64932466,9.37888926,0.01385828,0.48953221,2.74018357,5.63754434,2.53851874,0.00000000,0.94530639,0.77838554
-4.64332166,9.31911063,0.01382994,0.48429686,2.71216610,5.62919615,2.50284245,0.00000000,0.92800279,0.76918411
