energy_ev,total_up,Li_s_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.83191596,2.31546172,0.43595946,1.16223069,0.58275137,0.01278358,0.41972276,0.02431779,0.94929172
-5.82591296,2.20798073,0.41693641,1.09996135,0.55608778,0.01195184,0.41378995,0.02356920,0.89538562
-5.81990995,2.10049174,0.39711361,1.04026303,0.52965673,0.01110358,0.40758274,0.02273772,0.84141659
-5.81390695,1.99371303,0.37671224,0.98313660,0.50359170,0.01025039,0.40092118,0.02183518,0.78797986
-5.80790395,1.88837939,0.35596663,0.92857132,0.47802699,0.00940339,0.39364973,0.02087495,0.73566525
-5.80190095,1.78524741,0.33512097,0.87655730,0.45310133,0.00857290,0.38564496,0.01987170,0.68505254
-5.79589795,1.68509977,0.31442583,0.82709689,0.42896100,0.00776830,0.37682173,0.01884118,0.63670745
-5.78989495,1.58874803,0.29413467,0.78021425,0.40576237,0.00699786,0.36713785,0.01780002,0.59117829
-5.78389195,1.49703336,0.27450034,0.73596297,0.38367366,0.00626864,0.35659682,0.01676538,0.54899292
-5.77788894,1.41082502,0.25577169,0.69443128,0.36287563,0.00558642,0.34524879,0.01575472,0.51065620
-5.77188594,1.33101596,0.23819028,0.65574472,0.34356132,0.00495571,0.33318961,0.01478547,0.47664744
-5.76588294,1.25851561,0.22198728,0.62006618,0.32593453,0.00437976,0.32055809,0.01387473,0.44741790
-5.75987994,1.19423959,0.20738064,0.58759328,0.31020724,0.00386063,0.30753168,0.01303896,0.42338797
-5.75387694,1.13909640,0.19457231,0.55855332,0.29659589,0.00339931,0.29432064,0.01229373,0.40494390
-5.74787394,1.09397105,0.18374571,0.53319599,0.28531664,0.00299577,0.28116112,0.01165337,0.39243388
-5.74187094,1.05970615,0.17506338,0.51178406,0.27657971,0.00264916,0.26830737,0.01113074,0.38616330
-5.73586793,1.03708048,0.16866463,0.49458267,0.27058295,0.00235787,0.25602336,0.01073699,0.38638921
-5.72986493,1.02678579,0.16466338,0.48184741,0.26750491,0.00211973,0.24457411,0.01048132,0.39331385
-5.72386193,1.02940230,0.16314602,0.47381184,0.26749752,0.00193203,0.23421713,0.01037074,0.40707744
-5.71785893,1.04537372,0.16416936,0.47067496,0.27067871,0.00179174,0.22519416,0.01040993,0.42775031
-5.71185593,1.07498261,0.16775866,0.47258901,0.27712521,0.00169552,0.21772341,0.01060106,0.45532479
-5.70585293,1.11832700,0.17390582,0.47964831,0.28686586,0.00163984,0.21199265,0.01094365,0.48970710
-5.69984992,1.17529944,0.18256777,0.49187934,0.29987563,0.00162103,0.20815326,0.01143446,0.53070985
-5.69384692,1.24556941,0.19366519,0.50923280,0.31607075,0.00163534,0.20631529,0.01206747,0.57804552
-5.68784392,1.32857032,0.20708167,0.53157780,0.33530520,0.00167899,0.20654385,0.01283386,0.63132171
-5.68184092,1.42349208,0.22266341,0.55869850,0.35736876,0.00174818,0.20885666,0.01372201,0.69003857
-5.67583792,1.52928027,0.24021961,0.59029361,0.38198700,0.00183912,0.21322305,0.01471765,0.75358904
-5.66983492,1.64464266,0.25952373,0.62597867,0.40882321,0.00194807,0.21956417,0.01580401,0.82126246
-5.66383192,1.76806378,0.28031561,0.66529129,0.43748256,0.00207138,0.22775469,0.01696207,0.89225185
-5.65782891,1.89782781,0.30230462,0.70769933,0.46751847,0.00220546,0.23762576,0.01817087,0.96566517
-5.65182591,2.03204986,0.32517388,0.75261169,0.49844111,0.00234687,0.24896920,0.01940789,1.04054065
-5.64582291,2.16871529,0.34858543,0.79939175,0.52972801,0.00249236,0.26154298,0.02064956,1.11586597
-5.63981991,2.30572632,0.37218640,0.84737278,0.56083648,0.00263889,0.27507776,0.02187173,1.19060116
-5.63381691,2.44095489,0.39561599,0.89587518,0.59121754,0.00278367,0.28928437,0.02305027,1.26370443
-5.62781391,2.57230019,0.41851313,0.94422484,0.62033100,0.00292427,0.30386207,0.02416169,1.33416030
-5.62181091,2.69774910,0.44052448,0.99177209,0.64766111,0.00305862,0.31850749,0.02518373,1.40100917
-5.61580790,2.81543739,0.46131269,1.03791059,0.67273230,0.00318511,0.33292376,0.02609602,1.46337701
-5.60980490,2.92370936,0.48056443,1.08209551,0.69512440,0.00330257,0.34682983,0.02688063,1.52050423
-5.60380190,3.02117352,0.49799801,1.12386026,0.71448667,0.00341040,0.35996947,0.02752263,1.57177225
-5.59779890,3.10675178,0.51337026,1.16283112,0.73055018,0.00350852,0.37211981,0.02801049,1.61672679
-5.59179590,3.17971999,0.52648236,1.19873919,0.74313774,0.00359740,0.38309885,0.02833652,1.65509636
-5.58579290,3.23973760,0.53718444,1.23142894,0.75217119,0.00367808,0.39277196,0.02849699,1.68680534
-5.57978989,3.28686478,0.54537868,1.26086307,0.75767532,0.00375207,0.40105667,0.02849236,1.71198034
-5.57378689,3.32156556,0.55102082,1.28712311,0.75977841,0.00382138,0.40792591,0.02832712,1.73094962
-5.56778389,3.34469646,0.55412001,1.31040567,0.75870904,0.00388838,0.41340909,0.02800973,1.74423492
-5.56178089,3.35748004,0.55473704,1.33101422,0.75478933,0.00395576,0.41759124,0.02755223,1.75253584
-5.55577789,3.36146411,0.55298093,1.34934646,0.74842456,0.00402635,0.42060988,0.02696986,1.75670696
-5.54977489,3.35846746,0.54900411,1.36587751,0.74008968,0.00410307,0.42264982,0.02628053,1.75772830
-5.54377189,3.35051372,0.54299633,1.38113946,0.73031295,0.00418876,0.42393585,0.02550415,1.75667005
-5.53776888,3.33975568,0.53517765,1.39569788,0.71965741,0.00428604,0.42472378,0.02466199,1.75465266
-5.53176588,3.32839260,0.52579056,1.41012597,0.70870075,0.00439717,0.42528980,0.02377597,1.75280380
-5.52576288,3.31858371,0.51509184,1.42497740,0.69801437,0.00452397,0.42591890,0.02286791,1.75221372
-5.51975988,3.31236108,0.50334420,1.44075892,0.68814238,0.00466763,0.42689241,0.02195885,1.75389076
-5.51375688,3.31154541,0.49080810,1.45790368,0.67958140,0.00482871,0.42847556,0.02106842,1.75871875
-5.50775388,3.31766821,0.47773414,1.47674669,0.67276180,0.00500699,0.43090520,0.02021422,1.76741817
-5.50175088,3.33190360,0.46435603,1.49750340,0.66803140,0.00520149,0.43437844,0.01941137,1.78051266
-5.49574787,3.35501281,0.45088464,1.52025252,0.66564194,0.00541044,0.43904267,0.01867211,1.79830235
-5.48974487,3.38730382,0.43750305,1.54492413,0.66573914,0.00563131,0.44498733,0.01800557,1.82084551
-5.48374187,3.42860831,0.42436297,1.57129371,0.66835663,0.00586088,0.45223792,0.01741761,1.84794921
-5.47773887,3.47827708,0.41158235,1.59898284,0.67341411,0.00609535,0.46075249,0.01691079,1.87916983
-5.47173587,3.53519458,0.39924445,1.62746657,0.68071971,0.00633041,0.47042090,0.01648452,1.91382358
-5.46573287,3.59781237,0.38739819,1.65608771,0.68997670,0.00656145,0.48106684,0.01613527,1.95100680
-5.45972986,3.66420035,0.37605979,1.68407742,0.70079403,0.00678370,0.49245259,0.01585683,1.98962545
-5.45372686,3.73211399,0.36521551,1.71058160,0.71270060,0.00699239,0.50428651,0.01564079,2.02843275
-5.44772386,3.79907505,0.35482544,1.73469194,0.72516246,0.00718296,0.51623271,0.01547694,2.06607356
-5.44172086,3.86246242,0.34482809,1.75548044,0.73760239,0.00735124,0.52792283,0.01535377,2.10113371
-5.43571786,3.91960951,0.33514549,1.77203589,0.74942112,0.00749360,0.53896918,0.01525904,2.13219227
-5.42971486,3.96790412,0.32568882,1.78350068,0.76001914,0.00760712,0.54897887,0.01518026,2.15787468
-5.42371186,4.00488654,0.31636398,1.78910631,0.76881849,0.00768969,0.55756822,0.01510523,2.17690435
-5.41770885,4.02834185,0.30707722,1.78820583,0.77528345,0.00774011,0.56437695,0.01502246,2.18815067
-5.41170585,4.03638238,0.29774033,1.78030184,0.77893942,0.00775817,0.56908139,0.01492163,2.19067140
-5.40570285,4.02751712,0.28827534,1.76506852,0.77938919,0.00774464,0.57140636,0.01479391,2.18374746
-5.39969985,4.00070502,0.27861848,1.74236688,0.77632610,0.00770125,0.57113495,0.01463224,2.16690902
-5.39369685,3.95539030,0.26872331,1.71225223,0.76954345,0.00763065,0.56811614,0.01443148,2.13995153
-5.38769385,3.89151849,0.25856286,1.67497387,0.75894007,0.00753628,0.56226960,0.01418853,2.10294141
-5.38169085,3.80953304,0.24813086,1.63096672,0.74452182,0.00742229,0.55358786,0.01390233,2.05621130
-5.37568784,3.71035296,0.23744185,1.58083567,0.72639910,0.00729330,0.54213556,0.01357376,2.00034518
-5.36968484,3.59533324,0.22653042,1.52533324,0.70478072,0.00715432,0.52804605,0.01320554,1.93615454
-5.36368184,3.46621022,0.21544960,1.46533182,0.67996446,0.00701046,0.51151545,0.01280193,1.86464674
-5.35767884,3.32503491,0.20426847,1.40179184,0.65232492,0.00686680,0.49279462,0.01236853,1.78698730
-5.35167584,3.17409767,0.19306924,1.33572740,0.62229931,0.00672819,0.47217940,0.01191197,1.70445802
-5.34567284,3.01584799,0.18194393,1.26817108,0.59037188,0.00659903,0.44999959,0.01143953,1.61841299
-5.33966983,2.85281307,0.17099085,1.20013946,0.55705776,0.00648314,0.42660732,0.01095890,1.53023444
-5.33366683,2.68751894,0.16031112,1.13260096,0.52288696,0.00638361,0.40236514,0.01047780,1.44129054
-5.32766383,2.52241739,0.15000531,1.06644728,0.48838913,0.00630272,0.37763460,0.01000371,1.35289677
-5.32166083,2.35982150,0.14017041,1.00246965,0.45407975,0.00624186,0.35276554,0.00954365,1.26628239
-5.31565783,2.20185218,0.13089731,0.94134065,0.42044817,0.00620149,0.32808666,0.00910393,1.18256319
-5.30965483,2.05039702,0.12226872,0.88360206,0.38794784,0.00618121,0.30389763,0.00869003,1.10272117
-5.30365183,1.90708245,0.11435781,0.82965909,0.35698903,0.00617975,0.28046291,0.00830651,1.02759159
-5.29764882,1.77325909,0.10722730,0.77978057,0.32793390,0.00619511,0.25800750,0.00795697,0.95785725
-5.29164582,1.64999973,0.10092920,0.73410498,0.30109403,0.00622467,0.23671453,0.00764404,0.89404952
-5.28564282,1.53810867,0.09550499,0.69265128,0.27673010,0.00626534,0.21672467,0.00736948,0.83655541
-5.27963982,1.43814051,0.09098623,0.65533389,0.25505342,0.00631374,0.19813717,0.00713428,0.78562962
-5.27363682,1.35042640,0.08739538,0.62198066,0.23622898,0.00636636,0.18101241,0.00693874,0.74141029
-5.26763382,1.27510517,0.08474681,0.59235273,0.22037949,0.00641975,0.16537548,0.00678268,0.70393709
-5.26163082,1.21215708,0.08304775,0.56616503,0.20759006,0.00647070,0.15122070,0.00666553,0.67317035
-5.25562781,1.16143756,0.08229918,0.54310657,0.19791304,0.00651636,0.13851662,0.00658654,0.64900985
-5.24962481,1.12270905,0.08249644,0.52285926,0.19137257,0.00655441,0.12721130,0.00654483,0.63131211
-5.24362181,1.09566877,0.08362957,0.50511460,0.18796856,0.00658312,0.11723750,0.00653955,0.61990521
-5.23761881,1.07997132,0.08568322,0.48958750,0.18767984,0.00660145,0.10851763,0.00656992,0.61460035
-5.23161581,1.07524482,0.08863626,0.47602690,0.19046617,0.00660903,0.10096814,0.00663528,0.61519970
-5.22561281,1.08110045,0.09246105,0.46422274,0.19626929,0.00660619,0.09450338,0.00673510,0.62150041
-5.21960980,1.09713529,0.09712229,0.45400950,0.20501268,0.00659387,0.08903861,0.00686890,0.63329474
-5.21360680,1.12292895,0.10257587,0.44526638,0.21660048,0.00657356,0.08449242,0.00703625,0.65036683
-5.20760380,1.15803517,0.10876749,0.43791443,0.23091556,0.00654721,0.08078823,0.00723661,0.67248667
-5.20160080,1.20196938,0.11563143,0.43191120,0.24781699,0.00651704,0.07785527,0.00746929,0.69940190
-5.19559780,1.25419402,0.12308949,0.42724343,0.26713734,0.00648546,0.07562880,0.00773328,0.73082856
-5.18959480,1.31410308,0.13105032,0.42391852,0.28868009,0.00645490,0.07404997,0.00802718,0.76644158
-5.18359180,1.38100766,0.13940916,0.42195527,0.31221740,0.00642767,0.07306522,0.00834906,0.80586609
-5.17758879,1.45412400,0.14804831,0.42137467,0.33748869,0.00640585,0.07262551,0.00869642,0.84867038
-5.17158579,1.53256550,0.15683811,0.42219129,0.36420024,0.00639115,0.07268538,0.00906611,0.89436126
-5.16558279,1.61533975,0.16563872,0.42440567,0.39202611,0.00638490,0.07320201,0.00945432,0.94238256
-5.15957979,1.70135136,0.17430257,0.42799818,0.42061037,0.00638794,0.07413437,0.00985659,0.99211706
-5.15357679,1.78941097,0.18267746,0.43292457,0.44957099,0.00640067,0.07544253,0.01026788,1.04289212
-5.14757379,1.87825052,0.19061018,0.43911330,0.47850508,0.00642301,0.07708713,0.01068265,1.09398889
-5.14157079,1.96654427,0.19795057,0.44646482,0.50699562,0.00645453,0.07902908,0.01109498,1.14465496
-5.13556778,2.05293483,0.20455578,0.45485246,0.53461939,0.00649447,0.08122950,0.01149873,1.19411984
-5.12956478,2.13606329,0.21029460,0.46412501,0.56095587,0.00654191,0.08364981,0.01188773,1.24161280
-5.12356178,2.21460199,0.21505168,0.47411055,0.58559677,0.00659587,0.08625198,0.01225591,1.28638206
-5.11755878,2.28728851,0.21873133,0.48462130,0.60815587,0.00665545,0.08899899,0.01259757,1.32771477
-5.11155578,2.35295946,0.22126080,0.49545920,0.62827883,0.00671999,0.09185522,0.01290749,1.36495660
-5.10555278,2.41058241,0.22259285,0.50642184,0.64565239,0.00678919,0.09478699,0.01318115,1.39753022
-5.09954977,2.45928462,0.22270755,0.51730841,0.66001281,0.00686324,0.09776302,0.01341483,1.42495181
-5.09354677,2.49837727,0.22161301,0.52792551,0.67115307,0.00694289,0.10075485,0.01360579,1.44684482
-5.08754377,2.52737410,0.21934526,0.53809243,0.67892849,0.00702955,0.10373714,0.01375229,1.46295044
-5.08154077,2.54600376,0.21596713,0.54764579,0.68326065,0.00712532,0.10668798,0.01385366,1.47313433
-5.07553777,2.55421526,0.21156611,0.55644339,0.68413934,0.00723292,0.10958891,0.01391035,1.47738923
-5.06953477,2.55217637,0.20625153,0.56436721,0.68162242,0.00735571,0.11242500,0.01392383,1.47583354
-5.06353177,2.54026513,0.20015086,0.57132543,0.67583372,0.00749753,0.11518466,0.01389658,1.46870584
-5.05752876,2.51905467,0.19340559,0.57725355,0.66695888,0.00766256,0.11785951,0.01383193,1.45635553
-5.05152576,2.48929223,0.18616665,0.58211463,0.65523933,0.00785518,0.12044399,0.01373401,1.43923016
-5.04552276,2.45187303,0.17858961,0.58589863,0.64096473,0.00807971,0.12293505,0.01360751,1.41785984
-5.03951976,2.40781015,0.17082997,0.58862113,0.62446399,0.00834019,0.12533170,0.01345759,1.39283940
-5.03351676,2.35820161,0.16303850,0.59032133,0.60609530,0.00864010,0.12763454,0.01328961,1.36480900
-5.02751376,2.30419582,0.15535698,0.59105958,0.58623549,0.00898214,0.12984532,0.01310901,1.33443402
-5.02151076,2.24695687,0.14791439,0.59091458,0.56526917,0.00936795,0.13196643,0.01292112,1.30238483
-5.01550775,2.18763081,0.14082371,0.58998037,0.54357792,0.00979792,0.13400049,0.01273095,1.26931744
-5.00950475,2.12731431,0.13417937,0.58836323,0.52153011,0.01027094,0.13594994,0.01254304,1.23585557
-5.00350175,2.06702676,0.12805552,0.58617877,0.49947148,0.01078437,0.13781674,0.01236135,1.20257488
-4.99749875,2.00768678,0.12250497,0.58354920,0.47771703,0.01133384,0.13960213,0.01218913,1.16998999
-4.99149575,1.95009409,0.11755901,0.58060104,0.45654429,0.01191333,0.14130650,0.01202884,1.13854464
-4.98549275,1.89491717,0.11322793,0.57746330,0.43618832,0.01251521,0.14292944,0.01188212,1.10860542
-4.97948974,1.84268721,0.10950227,0.57426624,0.41683853,0.01313038,0.14446990,0.01174977,1.08045915
-4.97348674,1.79379819,0.10635471,0.57114075,0.39863737,0.01374848,0.14592652,0.01163180,1.05431397
-4.96748374,1.74851315,0.10374249,0.56821831,0.38168082,0.01435819,0.14729810,0.01152746,1.03030401
-4.96148074,1.70697594,0.10161028,0.56563146,0.36602076,0.01494759,0.14858422,0.01143542,1.00849723
-4.95547774,1.66922773,0.09989337,0.56351468,0.35166880,0.01550451,0.14978598,0.01135381,0.98890597
-4.94947474,1.63522735,0.09852112,0.56200552,0.33860150,0.01601699,0.15090682,0.01128044,0.97149958
-4.94347174,1.60487419,0.09742035,0.56124571,0.32676668,0.01647368,0.15195333,0.01121297,0.95621847
-4.93746873,1.57803234,0.09651879,0.56138200,0.31609039,0.01686427,0.15293603,0.01114907,0.94298858
-4.93146573,1.55455465,0.09574828,0.56256657,0.30648424,0.01717990,0.15387011,0.01108662,0.93173565
-4.92546273,1.53430518,0.09504772,0.56495666,0.29785271,0.01741345,0.15477587,0.01102389,0.92239818
-4.91945973,1.51717886,0.09436551,0.56871316,0.29010019,0.01755984,0.15567900,0.01095968,0.91493862
-4.91345673,1.50311712,0.09366159,0.57399815,0.28313717,0.01761622,0.15661051,0.01089344,0.90935178
-4.90745373,1.49211861,0.09290886,0.58097113,0.27688557,0.01758204,0.15760635,0.01082542,0.90567020
-4.90145073,1.48424440,0.09209399,0.58978402,0.27128291,0.01745905,0.15870658,0.01075664,0.90396590
-4.89544772,1.47961720,0.09121754,0.60057497,0.26628502,0.01725121,0.15995420,0.01068895,0.90434857
-4.88944472,1.47841488,0.09029353,0.61346126,0.26186744,0.01696450,0.16139360,0.01062500,0.90696005
-4.88344172,1.48085841,0.08934833,0.62853143,0.25802541,0.01660662,0.16306873,0.01056811,0.91196556
-4.87743872,1.48719504,0.08841899,0.64583723,0.25477244,0.01618670,0.16502098,0.01052218,0.91954199
-4.87143572,1.49767785,0.08755107,0.66538564,0.25213780,0.01571483,0.16728694,0.01049154,0.92986408
-4.86543272,1.51254256,0.08679618,0.68713161,0.25016296,0.01520172,0.16989613,0.01048070,0.94308904
-4.85942971,1.53198338,0.08620908,0.71097191,0.24889738,0.01465824,0.17286882,0.01049423,0.95934077
-4.85342671,1.55612901,0.08584476,0.73674065,0.24839373,0.01409501,0.17621405,0.01053646,0.97869438
-4.84742371,1.58502047,0.08575545,0.76420687,0.24870314,0.01352202,0.17992798,0.01061132,1.00116200
-4.84142071,1.61859210,0.08598768,0.79307452,0.24987040,0.01294833,0.18399273,0.01072211,1.02668078
-4.83541771,1.65665680,0.08657966,0.82298511,0.25192979,0.01238178,0.18837561,0.01087131,1.05510378
-4.82941471,1.69889667,0.08755893,0.85352309,0.25490139,0.01182884,0.19302914,0.01106048,1.08619443
-4.82341171,1.74485964,0.08894055,0.88422392,0.25878839,0.01129446,0.19789145,0.01129008,1.11962486
-4.81740870,1.79396247,0.09072571,0.91458469,0.26357539,0.01078209,0.20288748,0.01155944,1.15497848
-4.81140570,1.84550029,0.09290106,0.94407692,0.26922773,0.01029368,0.20793071,0.01186676,1.19175680
-4.80540270,1.89866231,0.09543857,0.97216105,0.27569207,0.00982986,0.21292536,0.01220907,1.22939026
-4.79939970,1.95255310,0.09829612,0.99830223,0.28289792,0.00939003,0.21776911,0.01258236,1.26725278
-4.79339670,2.00621871,0.10141867,1.02198660,0.29076025,0.00897264,0.22235612,0.01298167,1.30467938
-4.78739370,2.05867636,0.10474003,1.04273753,0.29918289,0.00857542,0.22658033,0.01340125,1.34098629
-4.78139070,2.10894653,0.10818512,1.06013100,0.30806251,0.00819559,0.23033872,0.01383473,1.37549256
-4.77538769,2.15608595,0.11167265,1.07380972,0.31729303,0.00783015,0.23353468,0.01427533,1.40754246
-4.76938469,2.19922000,0.11511813,1.08349503,0.32677011,0.00747611,0.23608111,0.01471607,1.43652743
-4.76338169,2.23757313,0.11843698,1.08899644,0.33639547,0.00713069,0.23790326,0.01515001,1.46190693
-4.75737869,2.27049570,0.12154771,1.09021807,0.34608078,0.00679147,0.23894116,0.01557044,1.48322695
-4.75137569,2.29748610,0.12437493,1.08716192,0.35575084,0.00645653,0.23915156,0.01597107,1.50013556
-4.74537269,2.31820698,0.12685212,1.07992770,0.36534583,0.00612457,0.23850930,0.01634624,1.51239460
-4.73936968,2.33249470,0.12892396,1.06870920,0.37482253,0.00579488,0.23700807,0.01669099,1.51988697
-4.73336668,2.34036156,0.13054823,1.05378740,0.38415426,0.00546737,0.23466048,0.01700123,1.52261919
-4.72736368,2.34199043,0.13169697,1.03552044,0.39332964,0.00514253,0.23149758,0.01727376,1.52071884
-4.72136068,2.33772202,0.13235712,1.01433094,0.40235007,0.00482136,0.22756763,0.01750630,1.51442712
-4.71535768,2.32803517,0.13253038,0.99069113,0.41122621,0.00450524,0.22293440,0.01769742,1.50408660
-4.70935468,2.31352107,0.13223247,0.96510630,0.41997345,0.00419586,0.21767485,0.01784654,1.49012478
-4.70335168,2.29485257,0.13149165,0.93809731,0.42860678,0.00389506,0.21187648,0.01795377,1.47303409
-4.69734867,2.27274991,0.13034687,0.91018278,0.43713526,0.00360473,0.20563429,0.01801980,1.45334923
-4.69134567,2.24794467,0.12884531,0.88186172,0.44555657,0.00332670,0.19904756,0.01804573,1.43162293
-4.68534267,2.22114353,0.12703977,0.85359720,0.45385187,0.00306263,0.19221653,0.01803295,1.40840120
-4.67933967,2.19299392,0.12498579,0.82580183,0.46198145,0.00281393,0.18523919,0.01798293,1.38419936
-4.67333667,2.16405307,0.12273884,0.79882550,0.46988143,0.00258172,0.17820816,0.01789711,1.35947998
-4.66733367,2.13476231,0.12035168,0.77294599,0.47746188,0.00236672,0.17120800,0.01777677,1.33463378
-4.66133067,2.10542778,0.11787195,0.74836267,0.48460654,0.00216933,0.16431277,0.01762291,1.30996458
-4.65532766,2.07620881,0.11534024,0.72519360,0.49117426,0.00198955,0.15758431,0.01743619,1.28567892
-4.64932466,2.04711450,0.11278865,0.70347612,0.49700223,0.00182703,0.15107089,0.01721697,1.26188095
-4.64332166,2.01800862,0.11023995,0.68317077,0.50191087,0.00168113,0.14480662,0.01696524,1.23857287
-4.63731866,1.98862279,0.10770727,0.66416829,0.50571032,0.00155092,0.13881141,0.01668074,1.21566071
-4.63131566,1.95857707,0.10519447,0.64629950,0.50820809,0.00143528,0.13309161,0.01636304,1.19296529
-4.62531266,1.92740688,0.10269703,0.62934725,0.50921761,0.00133292,0.12764112,0.01601166,1.17023759
-4.61930965,1.89459478,0.10020339,0.61306015,0.50856730,0.00124251,0.12244308,0.01562621,1.14717781
-4.61330665,1.85960553,0.09769670,0.59716722,0.50610955,0.00116267,0.11747188,0.01520656,1.12345692
-4.60730365,1.82192229,0.09515683,0.58139282,0.50172936,0.00109208,0.11269547,0.01475296,1.09873967
-4.60130065,1.78108232,0.09256254,0.56547113,0.49535202,0.00102952,0.10807785,0.01426624,1.07270773
-4.59529765,1.73671020,0.08989360,0.54915963,0.48694953,0.00097391,0.10358150,0.01374787,1.04508189
-4.58929465,1.68854692,0.08713287,0.53225082,0.47654543,0.00092435,0.09916978,0.01320010,1.01564203
-4.58329165,1.63647352,0.08426815,0.51458196,0.46421786,0.00088017,0.09480907,0.01262601,0.98424403
-4.57728864,1.58052808,0.08129365,0.49604217,0.45010055,0.00084093,0.09047063,0.01202953,0.95083279
-4.57128564,1.52091563,0.07821120,0.47657699,0.43438195,0.00080643,0.08613203,0.01141543,0.91545091
-4.56528264,1.45801055,0.07503092,0.45619009,0.41730247,0.00077673,0.08177819,0.01078926,0.87824259
-4.55927964,1.39235160,0.07177154,0.43494235,0.39914991,0.00075212,0.07740192,0.01015727,0.83945292
-4.55327664,1.32463024,0.06846024,0.41294851,0.38025349,0.00073314,0.07300403,0.00952629,0.79942268
-4.54727364,1.25567290,0.06513211,0.39037157,0.36097670,0.00072054,0.06859303,0.00890360,0.75857907
-4.54127064,1.18641833,0.06182922,0.36741554,0.34170925,0.00071526,0.06418439,0.00829673,0.71742303
-4.53526763,1.11789125,0.05859941,0.34431684,0.32285856,0.00071840,0.05979957,0.00771334,0.67651385
-4.52926463,1.05117347,0.05549486,0.32133487,0.30484102,0.00073119,0.05546478,0.00716104,0.63645183
-4.52326163,0.98737393,0.05257046,0.29874233,0.28807337,0.00075495,0.05120957,0.00664717,0.59785988
-4.51725863,0.92759860,0.04988214,0.27681554,0.27296439,0.00079104,0.04706536,0.00617871,0.56136476
-4.51125563,0.87292155,0.04748512,0.25582540,0.25990715,0.00084083,0.04306404,0.00576208,0.52757872
-4.50525263,0.82435787,0.04543228,0.23602915,0.24927185,0.00090566,0.03923657,0.00540305,0.49708222
-4.49924962,0.78283917,0.04377251,0.21766319,0.24139945,0.00098672,0.03561176,0.00510657,0.47040810
-4.49324662,0.74919221,0.04254932,0.20093732,0.23659599,0.00108510,0.03221523,0.00487671,0.44802772
