energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.59779890,2.45086384,0.55365593,1.73980222,0.02239917,0.06404923,0.26482757,0.00000000,0.32493036,0.05549314
-5.59179590,2.49001350,0.56851476,1.75730459,0.02238499,0.06505113,0.27478110,0.00000000,0.32710484,0.05741409
-5.58579290,2.52490356,0.58300673,1.77017886,0.02230900,0.06605740,0.28516662,0.00000000,0.32946167,0.05937042
-5.57978989,2.55563996,0.59705231,1.77863800,0.02217310,0.06705096,0.29592558,0.00000000,0.33195616,0.06134683
-5.57378689,2.58255443,0.61060614,1.78309365,0.02198218,0.06801785,0.30700250,0.00000000,0.33456503,0.06333026
-5.56778389,2.60617561,0.62365270,1.78413462,0.02174375,0.06894678,0.31834224,0.00000000,0.33728224,0.06530944
-5.56178089,2.62719097,0.63620077,1.78249729,0.02146742,0.06982863,0.32988726,0.00000000,0.34011403,0.06727428
-5.55577789,2.64640131,0.64827681,1.77902944,0.02116440,0.07065582,0.34157477,0.00000000,0.34307346,0.06921526
-5.54977489,2.66467018,0.65991779,1.77464891,0.02084681,0.07142174,0.35333411,0.00000000,0.34617490,0.07112283
-5.54377189,2.68287034,0.67116381,1.77029902,0.02052707,0.07212017,0.36508466,0.00000000,0.34942857,0.07298674
-5.53776888,2.70183014,0.68205092,1.76690276,0.02021726,0.07274477,0.37673418,0.00000000,0.35283567,0.07479560
-5.53176588,2.72228219,0.69260453,1.76531780,0.01992852,0.07328870,0.38817797,0.00000000,0.35638414,0.07653638
-5.52576288,2.74481676,0.70283370,1.76629440,0.01967053,0.07374427,0.39929882,0.00000000,0.36004541,0.07819422
-5.51975988,2.76984233,0.71272663,1.77043818,0.01945101,0.07410285,0.40996781,0.00000000,0.36377229,0.07975225
-5.51375688,2.79755494,0.72224748,1.77817941,0.01927544,0.07435480,0.42004594,0.00000000,0.36749802,0.08119163
-5.50775388,2.82791803,0.73133475,1.78975029,0.01914680,0.07448962,0.42938665,0.00000000,0.37113665,0.08249186
-5.50175088,2.86065356,0.73990117,1.80517124,0.01906547,0.07449617,0.43783894,0.00000000,0.37458465,0.08363102
-5.49574787,2.89524504,0.74783519,1.82424677,0.01902928,0.07436302,0.44525117,0.00000000,0.37772362,0.08458644
-5.48974487,2.93095218,0.75500387,1.84657123,0.01903368,0.07407892,0.45147526,0.00000000,0.38042416,0.08533521
-5.48374187,2.96683666,0.76125716,1.87154411,0.01907201,0.07363324,0.45637105,0.00000000,0.38255043,0.08585503
-5.47773887,3.00179792,0.76643325,1.89839411,0.01913592,0.07301658,0.45981090,0.00000000,0.38396547,0.08612493
-5.47173587,3.03461712,0.77036480,1.92621112,0.01921583,0.07222126,0.46168395,0.00000000,0.38453679,0.08612613
-5.46573287,3.06400778,0.77288594,1.95398441,0.01930151,0.07124184,0.46190019,0.00000000,0.38414213,0.08584285
-5.45972986,3.08867036,0.77383945,1.98064550,0.01938269,0.07007564,0.46039399,0.00000000,0.38267508,0.08526306
-5.45372686,3.10734891,0.77308419,2.00511380,0.01944972,0.06872309,0.45712705,0.00000000,0.38005022,0.08437921
-5.44772386,3.11888690,0.77050222,2.02634297,0.01949417,0.06718810,0.45209052,0.00000000,0.37620776,0.08318877
-5.44172086,3.12228021,0.76600553,2.04336601,0.01950945,0.06547825,0.44530636,0.00000000,0.37111729,0.08169471
-5.43571786,3.11672472,0.75954205,2.05533723,0.01949143,0.06360494,0.43682782,0.00000000,0.36478054,0.07990581
-5.42971486,3.10165680,0.75110065,2.06156926,0.01943887,0.06158342,0.42673899,0.00000000,0.35723316,0.07783678
-5.42371186,3.07678474,0.74071506,2.06156360,0.01935387,0.05943264,0.41515351,0.00000000,0.34854529,0.07550826
-5.41770885,3.04211015,0.72846646,2.05503355,0.01924214,0.05717512,0.40221246,0.00000000,0.33882102,0.07294659
-5.41170585,2.99793815,0.71448456,2.04191851,0.01911322,0.05483664,0.38808146,0.00000000,0.32819679,0.07018345
-5.40570285,2.94487639,0.69894724,2.02238933,0.01898046,0.05244589,0.37294722,0.00000000,0.31683871,0.06725536
-5.39969985,2.88382260,0.68207850,1.99684446,0.01886101,0.05003401,0.35701342,0.00000000,0.30493911,0.06420296
-5.39369685,2.81594150,0.66414493,1.96589721,0.01877554,0.04763417,0.34049633,0.00000000,0.29271220,0.06107028
-5.38769385,2.74263194,0.64545060,1.93035481,0.01874786,0.04528102,0.32362006,0.00000000,0.28038934,0.05790379
-5.38169085,2.66548562,0.62633062,1.89119016,0.01880445,0.04301018,0.30661174,0.00000000,0.26821375,0.05475148
-5.37568784,2.58623902,0.60714342,1.84950757,0.01897379,0.04085773,0.28969673,0.00000000,0.25643520,0.05166185
-5.36968484,2.50672039,0.58826204,1.80650383,0.01928563,0.03885967,0.27309390,0.00000000,0.24530453,0.04868286
-5.36368184,2.42879390,0.57006468,1.76342639,0.01977013,0.03705144,0.25701125,0.00000000,0.23506839,0.04586092
-5.35767884,2.35430287,0.55292483,1.72153011,0.02045690,0.03546749,0.24164188,0.00000000,0.22596422,0.04323988
-5.35167584,2.28501413,0.53720115,1.68203436,0.02137403,0.03414082,0.22716043,0.00000000,0.21821568,0.04086016
-5.34567284,2.22256553,0.52322772,1.64608209,0.02254700,0.03310262,0.21372002,0.00000000,0.21202845,0.03875783
-5.33966983,2.16841821,0.51130472,1.61470232,0.02399769,0.03238191,0.20144987,0.00000000,0.20758665,0.03696387
-5.33366683,2.12381521,0.50168999,1.58877729,0.02574330,0.03200522,0.19045348,0.00000000,0.20504979,0.03550356
-5.32766383,2.08974750,0.49459176,1.56901537,0.02779537,0.03199629,0.18080752,0.00000000,0.20455023,0.03439592
-5.32166083,2.06692851,0.49016278,1.55593059,0.03015892,0.03237577,0.17256132,0.00000000,0.20619124,0.03365333
-5.31565783,2.05577758,0.48849603,1.54982914,0.03283169,0.03316094,0.16573708,0.00000000,0.21004550,0.03328127
-5.30965483,2.05641246,0.48962219,1.55080318,0.03580352,0.03436536,0.16033064,0.00000000,0.21615415,0.03327824
-5.30365183,2.06865098,0.49350887,1.55873182,0.03905596,0.03599863,0.15631283,0.00000000,0.22452611,0.03363575
-5.29764882,2.09202119,0.50006169,1.57328897,0.04256212,0.03806595,0.15363132,0.00000000,0.23513787,0.03433855
-5.29164582,2.12577948,0.50912702,1.59395741,0.04628675,0.04056781,0.15221297,0.00000000,0.24793363,0.03536492
-5.28564282,2.16893554,0.52049635,1.62004824,0.05018660,0.04349958,0.15196649,0.00000000,0.26282560,0.03668712
-5.27963982,2.22028327,0.53391204,1.65072498,0.05421103,0.04685109,0.15278539,0.00000000,0.27969475,0.03827201
-5.27363682,2.27843611,0.54907420,1.68503087,0.05830299,0.05060626,0.15455118,0.00000000,0.29839179,0.04008170
-5.26763382,2.34186582,0.56564845,1.72191865,0.06240016,0.05474278,0.15713660,0.00000000,0.31873837,0.04207442
-5.26163082,2.40894299,0.58327429,1.76028135,0.06643636,0.05923171,0.16040894,0.00000000,0.34052878,0.04420532
-5.25562781,2.47797834,0.60157372,1.79898325,0.07034319,0.06403740,0.16423320,0.00000000,0.36353183,0.04642750
-5.24962481,2.54726335,0.62015992,1.83688984,0.07405174,0.06911730,0.16847513,0.00000000,0.38749326,0.04869299
-5.24362181,2.61510920,0.63864562,1.87289600,0.07749448,0.07442209,0.17300404,0.00000000,0.41213851,0.05095375
-5.23761881,2.67988315,0.65665103,1.90595170,0.08060710,0.07989594,0.17769518,0.00000000,0.43717591,0.05316267
-5.23161581,2.74004146,0.67381111,1.93508449,0.08333029,0.08547697,0.18243189,0.00000000,0.46230036,0.05527458
-5.22561281,2.79415837,0.68978205,1.95941862,0.08561146,0.09109791,0.18710717,0.00000000,0.48719745,0.05724715
-5.21960980,2.84095063,0.70424680,1.97819036,0.08740622,0.09668707,0.19162493,0.00000000,0.51154793,0.05904168
-5.21360680,2.87929743,0.71691973,1.99075964,0.08867964,0.10216945,0.19590068,0.00000000,0.53503256,0.06062386
-5.20760380,2.90825557,0.72755025,1.99661789,0.08940718,0.10746809,0.19986179,0.00000000,0.55733722,0.06196435
-5.20160080,2.92706998,0.73592565,1.99539240,0.08957539,0.11250559,0.20344738,0.00000000,0.57815815,0.06303918
-5.19559780,2.93517979,0.74187285,1.98684742,0.08918208,0.11720577,0.20660776,0.00000000,0.59720727,0.06383009
-5.18959480,2.93222009,0.74525953,1.97088223,0.08823634,0.12149536,0.20930361,0.00000000,0.61421732,0.06432463
-5.18359180,2.91801985,0.74599442,1.94752673,0.08675806,0.12530575,0.21150495,0.00000000,0.62894684,0.06451616
-5.17758879,2.89259640,0.74402696,1.91693471,0.08477724,0.12857472,0.21318993,0.00000000,0.64118471,0.06440366
-5.17158579,2.85614667,0.73934641,1.87937531,0.08233291,0.13124796,0.21434360,0.00000000,0.65075418,0.06399147
-5.16558279,2.80903599,0.73198048,1.83522299,0.07947197,0.13328050,0.21495676,0.00000000,0.65751625,0.06328885
-5.15957979,2.75178452,0.72199350,1.78494630,0.07624770,0.13463790,0.21502487,0.00000000,0.66137233,0.06230949
-5.15357679,2.68505205,0.70948426,1.72909581,0.07271829,0.13529710,0.21454727,0.00000000,0.66226610,0.06107094
-5.14757379,2.60962152,0.69458362,1.66829150,0.06894526,0.13524706,0.21352658,0.00000000,0.66018442,0.05959399
-5.14157079,2.52638155,0.67745177,1.60320986,0.06499191,0.13448897,0.21196851,0.00000000,0.65515753,0.05790208
-5.13556778,2.43630871,0.65827542,1.53457094,0.06092180,0.13303621,0.20988186,0.00000000,0.64725825,0.05602061
-5.12956478,2.34044963,0.63726479,1.46312567,0.05679746,0.13091393,0.20727899,0.00000000,0.63660046,0.05397640
-5.12356178,2.23990346,0.61465048,1.38964353,0.05267909,0.12815834,0.20417645,0.00000000,0.62333682,0.05179710
-5.11755878,2.13580504,0.59068038,1.31490094,0.04862360,0.12481576,0.20059590,0.00000000,0.60765586,0.04951069
-5.11155578,2.02930891,0.56561649,1.23967042,0.04468369,0.12094147,0.19656514,0.00000000,0.58977847,0.04714505
-5.10555278,1.92157459,0.53973177,1.16471075,0.04090729,0.11659832,0.19211925,0.00000000,0.56995400,0.04472760
-5.09954977,1.81375303,0.51330706,1.09075814,0.03733704,0.11185528,0.18730162,0.00000000,0.54845599,0.04228497
-5.09354677,1.70697456,0.48662806,1.01851862,0.03401005,0.10678599,0.18216491,0.00000000,0.52557765,0.03984281
-5.08754377,1.60233815,0.45998232,0.94866155,0.03095779,0.10146720,0.17677168,0.00000000,0.50162723,0.03742559
-5.08154077,1.50090202,0.43365647,0.88181425,0.02820605,0.09597733,0.17119477,0.00000000,0.47692328,0.03505651
-5.07553777,1.40367541,0.40793330,0.81855772,0.02577513,0.09039510,0.16551718,0.00000000,0.45178989,0.03275737
-5.06953477,1.31161133,0.38308908,0.75942323,0.02367995,0.08479826,0.15983157,0.00000000,0.42655207,0.03054860
-5.06353177,1.22560003,0.35939080,0.70488973,0.02193032,0.07926248,0.15423915,0.00000000,0.40153113,0.02844918
-5.05752876,1.14646301,0.33709351,0.65538178,0.02053114,0.07386035,0.14884816,0.00000000,0.37704025,0.02647663
-5.05152576,1.07494716,0.31643751,0.61126783,0.01948267,0.06866060,0.14377175,0.00000000,0.35338016,0.02464701
-5.04552276,1.01171899,0.29764569,0.57285879,0.01878072,0.06372731,0.13912554,0.00000000,0.33083507,0.02297486
-5.03951976,0.95735853,0.28092064,0.54040645,0.01841685,0.05911945,0.13502465,0.00000000,0.30966879,0.02147321
-5.03351676,0.91235305,0.26644189,0.51410184,0.01837852,0.05489034,0.13158057,0.00000000,0.29012102,0.02015344
-5.02751376,0.87709027,0.25436299,0.49407339,0.01864926,0.05108733,0.12889771,0.00000000,0.27240403,0.01902525
-5.02151076,0.85185132,0.24480872,0.48038474,0.01920876,0.04775147,0.12707004,0.00000000,0.25669957,0.01809653
-5.01550775,0.83680349,0.23787232,0.47303243,0.02003304,0.04491726,0.12617765,0.00000000,0.24315611,0.01737323
-5.00950475,0.83199308,0.23361289,0.47194340,0.02109461,0.04261241,0.12628360,0.00000000,0.23188657,0.01685921
-5.00350175,0.83733866,0.23205306,0.47697264,0.02236264,0.04085767,0.12743106,0.00000000,0.22296643,0.01655612
-4.99749875,0.85262516,0.23317704,0.48790111,0.02380331,0.03966659,0.12964087,0.00000000,0.21643239,0.01646320
-4.99149575,0.87749931,0.23692914,0.50443419,0.02538010,0.03904535,0.13290977,0.00000000,0.21228159,0.01657718
-4.98549275,0.91146690,0.24321298,0.52620108,0.02705427,0.03899262,0.13720913,0.00000000,0.21047147,0.01689215
-4.97948974,0.95389243,0.25189137,0.55275543,0.02878544,0.03949940,0.14248462,0.00000000,0.21092037,0.01739943
-4.97348674,1.00400156,0.26278717,0.58357739,0.03053226,0.04054895,0.14865651,0.00000000,0.21350879,0.01808759
-4.96748374,1.06088693,0.27568510,0.61807750,0.03225313,0.04211680,0.15562084,0.00000000,0.21808150,0.01894239
-4.96148074,1.12351751,0.29033454,0.65560256,0.03390706,0.04417081,0.16325154,0.00000000,0.22445039,0.01994686
-4.95547774,1.19075181,0.30645355,0.69544359,0.03545459,0.04667142,0.17140312,0.00000000,0.23239815,0.02108146
-4.94947474,1.26135495,0.32373385,0.73684595,0.03685868,0.04957199,0.17991434,0.00000000,0.24168272,0.02232424
-4.94347174,1.33401941,0.34184686,0.77902150,0.03808563,0.05281940,0.18861232,0.00000000,0.25204234,0.02365117
-4.93746873,1.40738917,0.36045068,0.82116269,0.03910593,0.05635468,0.19731728,0.00000000,0.26320135,0.02503646
-4.93146573,1.48008678,0.37919772,0.86245814,0.03989505,0.06011401,0.20584761,0.00000000,0.27487634,0.02645303
-4.92546273,1.55074247,0.39774290,0.90210942,0.04043406,0.06402977,0.21402512,0.00000000,0.28678270,0.02787298
-4.91945973,1.61802463,0.41575206,0.93934843,0.04071014,0.06803182,0.22168029,0.00000000,0.29864125,0.02926815
-4.91345673,1.68067051,0.43291029,0.97345484,0.04071685,0.07204891,0.22865729,0.00000000,0.31018486,0.03061074
-4.90745373,1.73751608,0.44892987,1.00377287,0.04045425,0.07601017,0.23481863,0.00000000,0.32116468,0.03187388
-4.90145073,1.78752395,0.46355744,1.02972690,0.03992876,0.07984670,0.24004916,0.00000000,0.33135593,0.03303228
-4.89544772,1.82980811,0.47658017,1.05083510,0.03915287,0.08349310,0.24425927,0.00000000,0.34056290,0.03406281
-4.88944472,1.86365463,0.48783051,1.06672059,0.03814459,0.08688897,0.24738724,0.00000000,0.34862295,0.03494505
-4.88344172,1.88853715,0.49718940,1.07711963,0.03692672,0.08998028,0.24940044,0.00000000,0.35540944,0.03566176
-4.87743872,1.90412673,0.50458767,1.08188639,0.03552609,0.09272054,0.25029549,0.00000000,0.36083341,0.03619931
-4.87143572,1.91029537,0.51000560,1.08099411,0.03397251,0.09507174,0.25009733,0.00000000,0.36484385,0.03654793
-4.86543272,1.90711307,0.51347063,1.07453252,0.03229784,0.09700500,0.24885710,0.00000000,0.36742667,0.03670195
-4.85942971,1.89483852,0.51505328,1.06270165,0.03053488,0.09850093,0.24664915,0.00000000,0.36860238,0.03665977
-4.85342671,1.87390392,0.51486151,1.04580222,0.02871639,0.09954962,0.24356716,0.00000000,0.36842254,0.03642388
-4.84742371,1.84489432,0.51303383,1.02422305,0.02687415,0.10015035,0.23971963,0.00000000,0.36696520,0.03600059
-4.84142071,1.80852284,0.50973141,0.99842611,0.02503807,0.10031097,0.23522491,0.00000000,0.36432960,0.03539975
-4.83541771,1.76560248,0.50512967,0.96892963,0.02323551,0.10004702,0.23020605,0.00000000,0.36063036,0.03463435
-4.82941471,1.71701613,0.49940986,0.93629036,0.02149067,0.09938064,0.22478579,0.00000000,0.35599139,0.03372001
-4.82341171,1.66368599,0.49275093,0.90108536,0.01982425,0.09833935,0.21908175,0.00000000,0.35053999,0.03267445
-4.81740870,1.60654381,0.48532222,0.86389442,0.01825318,0.09695468,0.21320227,0.00000000,0.34440135,0.03151692
-4.81140570,1.54650318,0.47727730,0.82528358,0.01679060,0.09526090,0.20724292,0.00000000,0.33769372,0.03026756
-4.80540270,1.48443520,0.46874940,0.78579056,0.01544598,0.09329370,0.20128397,0.00000000,0.33052449,0.02894693
-4.79939970,1.42114816,0.45984839,0.74591244,0.01422538,0.09108913,0.19538879,0.00000000,0.32298748,0.02757540
-4.79339670,1.35737227,0.45065972,0.70609619,0.01313183,0.08868256,0.18960336,0.00000000,0.31516138,0.02617274
-4.78739370,1.29374954,0.44124510,0.66673200,0.01216588,0.08610809,0.18395673,0.00000000,0.30710946,0.02475774
-4.78139070,1.23082915,0.43164492,0.62814980,0.01132610,0.08339797,0.17846250,0.00000000,0.29888063,0.02334790
-4.77538769,1.16906790,0.42188218,0.59061853,0.01060978,0.08058253,0.17312111,0.00000000,0.29051155,0.02195927
-4.76938469,1.10883555,0.41196763,0.55434824,0.01001351,0.07769015,0.16792274,0.00000000,0.28202976,0.02060635
-4.76338169,1.05042401,0.40190564,0.51949443,0.00953381,0.07474763,0.16285077,0.00000000,0.27345761,0.01930206
-4.75737869,0.99405994,0.39170057,0.48616431,0.00916774,0.07178070,0.15788539,0.00000000,0.26481661,0.01805788
-4.75137569,0.93991935,0.38136298,0.45442447,0.00891344,0.06881463,0.15300733,0.00000000,0.25613215,0.01688397
-4.74537269,0.88814350,0.37091546,0.42430933,0.00877049,0.06587501,0.14820127,0.00000000,0.24743803,0.01578935
-4.73936968,0.83885479,0.36039742,0.39582996,0.00874036,0.06298853,0.14345903,0.00000000,0.23878073,0.01478218
-4.73336668,0.79217188,0.34986880,0.36898269,0.00882655,0.06018374,0.13878203,0.00000000,0.23022307,0.01387000
-4.72736368,0.74822307,0.33941214,0.34375706,0.00903473,0.05749167,0.13418320,0.00000000,0.22184709,0.01305997
-4.72136068,0.70715718,0.32913306,0.32014282,0.00937271,0.05494642,0.12968808,0.00000000,0.21375590,0.01235906
-4.71535768,0.66915156,0.31915899,0.29813561,0.00985023,0.05258544,0.12533506,0.00000000,0.20607448,0.01177430
-4.70935468,0.63441676,0.30963622,0.27774127,0.01047872,0.05044970,0.12117496,0.00000000,0.19894924,0.01131283
-4.70335168,0.60319775,0.30072531,0.25897854,0.01127083,0.04858353,0.11726970,0.00000000,0.19254649,0.01098200
-4.69734867,0.57577180,0.29259535,0.24188028,0.01223988,0.04703427,0.11369043,0.00000000,0.18704961,0.01078936
-4.69134567,0.55244311,0.28541706,0.22649320,0.01339920,0.04585162,0.11051507,0.00000000,0.18265524,0.01074255
-4.68534267,0.53353463,0.27935536,0.21287639,0.01476142,0.04508676,0.10782543,0.00000000,0.17956845,0.01084915
-4.67933967,0.51937754,0.27456165,0.20109861,0.01633762,0.04479123,0.10570411,0.00000000,0.17799708,0.01111644
-4.67333667,0.51029886,0.27116636,0.19123482,0.01813653,0.04501565,0.10423122,0.00000000,0.17814544,0.01155114
-4.66733367,0.50660781,0.26927208,0.18336199,0.02016364,0.04580820,0.10348126,0.00000000,0.18020758,0.01215900
-4.66133067,0.50858157,0.26894769,0.17755457,0.02242040,0.04721303,0.10352004,0.00000000,0.18436027,0.01294448
-4.65532766,0.51645104,0.27022389,0.17387974,0.02490346,0.04926861,0.10440202,0.00000000,0.19075602,0.01391030
-4.64932466,0.53038720,0.27309030,0.17239283,0.02760403,0.05200601,0.10616797,0.00000000,0.19951629,0.01505706
-4.64332166,0.55048860,0.27749446,0.17313284,0.03050735,0.05544731,0.10884316,0.00000000,0.21072521,0.01638285
