energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.71785893,4.06173720,-4.74880111,0.05085631,-0.04739065,0.24250784,-0.17728750,0.78533734,-1.03724587,0.49767333,-0.28987199,0.66672575,-0.94142782,0.21588709,-0.24503517,0.08844661,-0.08208443,1.87983857,-2.58682525
-5.71185593,4.02875918,-4.61412669,0.05138366,-0.04714377,0.24496003,-0.17422773,0.75510915,-0.98426509,0.49654711,-0.27948917,0.66243834,-0.93675218,0.21950146,-0.24750950,0.08830056,-0.07841809,1.85829897,-2.51575424
-5.70585293,3.99642405,-4.49207896,0.05189632,-0.04699167,0.24741820,-0.17157593,0.72687618,-0.93479199,0.49570648,-0.27003328,0.65687595,-0.93191945,0.22282231,-0.25053432,0.08814182,-0.07515791,1.83675307,-2.45102585
-5.69984992,3.96325018,-4.38130237,0.05236502,-0.04691023,0.24983451,-0.16928659,0.70023326,-0.88872957,0.49496939,-0.26144047,0.64989745,-0.92671234,0.22580050,-0.25396356,0.08794298,-0.07227624,1.81447744,-2.39191045
-5.69384692,3.92804555,-4.28023998,0.05276611,-0.04687442,0.25216964,-0.16730771,0.67482621,-0.84592385,0.49418459,-0.25363043,0.64140942,-0.92088882,0.22840188,-0.25765024,0.08768323,-0.06973973,1.79089612,-2.33757102
-5.68784392,3.88991291,-4.18720936,0.05308140,-0.04685916,0.25439157,-0.16558327,0.65036043,-0.80617672,0.49323131,-0.24651109,0.63136907,-0.91419420,0.23060617,-0.26145203,0.08734791,-0.06751094,1.76558604,-2.28710409
-5.68184092,3.84823982,-4.10048250,0.05329777,-0.04684014,0.25647381,-0.16405607,0.62660602,-0.76925986,0.49201721,-0.23998367,0.61978476,-0.90637480,0.23240511,-0.26523666,0.08692786,-0.06555006,1.73827481,-2.23958310
-5.67583792,3.80267562,-4.01836654,0.05340660,-0.04679469,0.25839329,-0.16267049,0.60339972,-0.73492941,0.49047497,-0.23394784,0.60671396,-0.89719252,0.23380021,-0.26888708,0.08641838,-0.06381652,1.70883171,-2.19410220
-5.66983492,3.75309828,-3.93928127,0.05340304,-0.04670256,0.26012819,-0.16137525,0.58064380,-0.70294043,0.48855795,-0.22830664,0.59225920,-0.88643928,0.23480011,-0.27230586,0.08581818,-0.06227055,1.67725308,-2.14981850
-5.66383192,3.69957420,-3.86182991,0.05328523,-0.04654657,0.26165575,-0.16012599,0.55830249,-0.67306081,0.48623538,-0.22297113,0.57656209,-0.87395075,0.23541798,-0.27541878,0.08512814,-0.06087456,1.64364370,-2.10599063
-5.65782891,3.64231483,-3.78485967,0.05305347,-0.04631315,0.26295044,-0.15888737,0.53639637,-0.64508376,0.48348744,-0.21786428,0.55979614,-0.85961842,0.23566894,-0.27817742,0.08435017,-0.05959433,1.60819545,-2.06201183
-5.65182591,3.58163324,-3.70750904,0.05270945,-0.04599271,0.26398263,-0.15763478,0.51499536,-0.61883836,0.48030083,-0.21292424,0.54215879,-0.84339919,0.23556783,-0.28056045,0.08348620,-0.05839995,1.57116515,-2.01743591
-5.64582291,3.51790406,-3.62923964,0.05225550,-0.04557979,0.26471787,-0.15635539,0.49421076,-0.59419777,0.47666508,-0.20810648,0.52386316,-0.82532208,0.23512752,-0.28257369,0.08253733,-0.05726645,1.53285303,-1.97199475
-5.63981991,3.45152936,-3.54985106,0.05169407,-0.04507301,0.26511701,-0.15504860,0.47418704,-0.57108447,0.47256992,-0.20338510,0.50513001,-0.80549137,0.23435774,-0.28424873,0.08150322,-0.05617412,1.49358301,-1.92560659
-5.63381691,3.38291254,-3.46947814,0.05102728,-0.04447482,0.26513703,-0.15372579,0.45509381,-0.54947262,0.46800397,-0.19875293,0.48618049,-0.78408616,0.23326469,-0.28564041,0.08038184,-0.05510859,1.45368611,-1.87837478
-5.62781391,3.31244142,-3.38857119,0.05025661,-0.04379106,0.26473279,-0.15240937,0.43711818,-0.52938718,0.46295475,-0.19422072,0.46722979,-0.76135614,0.23185125,-0.28682298,0.07916940,-0.05406060,1.41348753,-1.83057711
-5.62181091,3.24048080,-3.30786033,0.04938290,-0.04303042,0.26385936,-0.15113125,0.42045816,-0.51090002,0.45740998,-0.18981531,0.44848212,-0.73761390,0.23011793,-0.28788536,0.07786067,-0.05302549,1.37329789,-1.78264652
-5.61580790,3.16737413,-3.22830625,0.04840635,-0.04220367,0.26247500,-0.14993076,0.40531679,-0.49412325,0.45136005,-0.18557700,0.43012704,-0.71322408,0.22806432,-0.28892567,0.07644950,-0.05200254,1.33340847,-1.73514432
-5.60980490,3.09345303,-3.15104013,0.04732678,-0.04132293,0.26054452,-0.14885215,0.39189755,-0.47920009,0.44480139,-0.18155634,0.41233713,-0.68858992,0.22569098,-0.29004522,0.07492958,-0.05099415,1.29409036,-1.68872740
-5.60380190,3.01905269,-3.07729618,0.04614396,-0.04040089,0.25804275,-0.14794180,0.38040050,-0.46629378,0.43774041,-0.17781036,0.39526699,-0.66413800,0.22300160,-0.29134249,0.07329528,-0.05000490,1.25559667,-1.64411131
-5.59779890,2.94453108,-3.00834038,0.04485798,-0.03944996,0.25495796,-0.14724539,0.37101954,-0.45557522,0.43019756,-0.17439874,0.37905327,-0.64030177,0.22000521,-0.29290715,0.07154260,-0.04904060,1.21816706,-1.60203118
-5.59179590,2.87028926,-2.94539921,0.04346974,-0.03848167,0.25129492,-0.14680494,0.36394011,-0.44720974,0.42221129,-0.17137977,0.36381557,-0.61750488,0.21671821,-0.29481468,0.06967012,-0.04810740,1.18203365,-1.56320253
-5.58579290,2.79679040,-2.88959195,0.04198134,-0.03750601,0.24707739,-0.14665618,0.35933760,-0.44134399,0.41384130,-0.16880672,0.34965781,-0.59614496,0.21316613,-0.29712174,0.06767980,-0.04721090,1.14742722,-1.52828380
-5.57978989,2.72457519,-2.84186982,0.04039652,-0.03653098,0.24234986,-0.14682620,0.35737591,-0.43809331,0.40517091,-0.16672444,0.33666999,-0.57657866,0.20938490,-0.29986252,0.06557769,-0.04635550,1.11458285,-1.49784270
-5.57378689,2.65427157,-2.80296474,0.03872091,-0.03556236,0.23717835,-0.14733142,0.35820626,-0.43753037,0.39630819,-0.16516658,0.32492980,-0.55910862,0.20542148,-0.30304628,0.06337436,-0.04554382,1.08374406,-1.47232747
-5.56778389,2.58659760,-2.77334992,0.03696228,-0.03460353,0.23165022,-0.14817627,0.36196593,-0.43967561,0.38738571,-0.16415347,0.31450407,-0.54397289,0.20133385,-0.30665623,0.06108513,-0.04477631,1.05516500,-1.45204467
-5.56178089,2.52235646,-2.75321352,0.03513062,-0.03365555,0.22587290,-0.14935227,0.36877709,-0.44448992,0.37855873,-0.16369071,0.30544985,-0.53133717,0.19719026,-0.31064973,0.05872998,-0.04405112,1.02911002,-1.43714406
-5.55577789,2.46242367,-2.74244645,0.03323809,-0.03271735,0.21997167,-0.15083780,0.37874554,-0.45186990,0.37000197,-0.16376856,0.29781490,-0.52129015,0.19306783,-0.31495976,0.05633321,-0.04336409,1.00585082,-1.42761096
-5.54977489,2.40772683,-2.74064390,0.03129885,-0.03178611,0.21408644,-0.15259845,0.39195960,-0.46164603,0.36190501,-0.16436205,0.29163773,-0.51384198,0.18905055,-0.31949762,0.05392283,-0.04270892,0.98566103,-1.42326641
-5.54377189,2.35921929,-2.74712026,0.02932877,-0.03085765,0.20836791,-0.15458792,0.40848912,-0.47358382,0.35446651,-0.16543188,0.28694716,-0.50892582,0.18522675,-0.32415667,0.05152964,-0.04207747,0.96880871,-1.42377436
-5.53776888,2.31784909,-2.76093584,0.02734506,-0.02992693,0.20297298,-0.15674945,0.42838501,-0.48738786,0.34788761,-0.16692581,0.28376148,-0.50640232,0.18168629,-0.32881689,0.04918625,-0.04146024,0.95554731,-1.42865562
-5.53176588,2.28452530,-2.78093389,0.02536584,-0.02898866,0.19806001,-0.15901767,0.45167917,-0.50270878,0.34236479,-0.16878077,0.28208742,-0.50606663,0.17851753,-0.33335005,0.04692585,-0.04084688,0.94610573,-1.43730732
-5.52576288,2.26008382,-2.80578557,0.02340960,-0.02803777,0.19378389,-0.16132079,0.47838529,-0.51915271,0.33808266,-0.17092514,0.28191906,-0.50765749,0.17580432,-0.33762518,0.04478094,-0.04022666,0.94067831,-1.44902697
-5.51975988,2.24525481,-2.83404067,0.02149473,-0.02706991,0.19029129,-0.16358307,0.50850039,-0.53629303,0.33520691,-0.17328146,0.28323685,-0.51086812,0.17362321,-0.34151411,0.04278212,-0.03958912,0.93941538,-1.46303960
-5.51375688,2.24063391,-2.86418139,0.01963902,-0.02608190,0.18771631,-0.16572741,0.54200744,-0.55368380,0.33387797,-0.17576918,0.28600700,-0.51535815,0.17204089,-0.34489680,0.04095681,-0.03892452,0.94241531,-1.47852691
-5.50775388,2.24665878,-2.89467703,0.01785920,-0.02507204,0.18617681,-0.16767807,0.57887883,-0.57087444,0.33420566,-0.17830739,0.29018126,-0.52076616,0.17111219,-0.34766624,0.03932822,-0.03822431,0.94971843,-1.49465674
-5.50175088,2.26359262,-2.92403692,0.01617055,-0.02404035,0.18577140,-0.16936324,0.61908076,-0.58742512,0.33626497,-0.18081744,0.29569732,-0.52672231,0.17087853,-0.34973272,0.03791444,-0.03748153,0.96130346,-1.51061197
-5.49574787,2.29151548,-2.95085986,0.01458661,-0.02298868,0.18657746,-0.17071760,0.66257832,-0.60292212,0.34009349,-0.18322526,0.30247982,-0.53286056,0.17136705,-0.35102730,0.03672771,-0.03669105,0.97708662,-1.52561728
-5.48974487,2.33032376,-2.97387798,0.01311894,-0.02192073,0.18865009,-0.17168470,0.70934108,-0.61699272,0.34569026,-0.18546341,0.31044195,-0.53882994,0.17259031,-0.35150435,0.03577404,-0.03584984,0.99692357,-1.53896319
-5.48374187,2.37973799,-2.99199386,0.01177699,-0.02084194,0.19202211,-0.17221904,0.75934881,-0.62931898,0.35301640,-0.18747272,0.31948777,-0.54430460,0.17454658,-0.35114323,0.03505299,-0.03495696,1.02061408,-1.55002619
-5.47773887,2.43931826,-3.00430978,0.01056808,-0.01975933,0.19670502,-0.17228788,0.81259691,-0.63964984,0.36199727,-0.18920346,0.32951495,-0.54899233,0.17722070,-0.34994886,0.03455779,-0.03401366,1.04790918,-1.55828474
-5.47173587,2.50848639,-3.01014869,0.00949746,-0.01868125,0.20269084,-0.17187282,0.86910132,-0.64781131,0.37252621,-0.19061616,0.34041791,-0.55264116,0.18058539,-0.34795155,0.03427572,-0.03302327,1.07852037,-1.56333056
-5.46573287,2.58655349,-3.00906656,0.00856839,-0.01761707,0.20995479,-0.17097090,0.92890230,-0.65371410,0.38446949,-0.19168192,0.35209127,-0.55504422,0.18460294,-0.34520586,0.03418867,-0.03199109,1.11213036,-1.56487531
-5.45972986,2.67275147,-3.00085662,0.00778235,-0.01657690,0.21845846,-0.16959550,0.99206681,-0.65735878,0.39767243,-0.19238246,0.36443329,-0.55604253,0.18922712,-0.34178891,0.03427403,-0.03092420,1.14840479,-1.56275272
-5.45372686,2.76626663,-2.98554599,0.00713931,-0.01557125,0.22815345,-0.16777673,1.05868907,-0.65883808,0.41196619,-0.19270970,0.37734927,-0.55552596,0.19440528,-0.33779806,0.03450560,-0.02983133,1.18700432,-1.55691648
-5.44772386,2.86627362,-2.96338568,0.00663790,-0.01461074,0.23898513,-0.16556166,1.12888907,-0.65833653,0.42717504,-0.19266526,0.39075464,-0.55343251,0.20008042,-0.33334825,0.03485475,-0.02872266,1.22759639,-1.54743464
-5.44172086,2.97196798,-2.93483513,0.00627576,-0.01370587,0.25089636,-0.16301400,1.20280880,-0.65612739,0.44312366,-0.19225966,0.40457761,-0.54974596,0.20619331,-0.32856923,0.03529159,-0.02760960,1.26986619,-1.53448088
-5.43571786,3.08259552,-2.90054260,0.00604977,-0.01286679,0.26383089,-0.16021368,1.28060607,-0.65256718,0.45964415,-0.19151148,0.41876123,-0.54449238,0.21268430,-0.32360271,0.03578615,-0.02650472,1.31352615,-1.51832367
-5.42971486,3.19747709,-2.86132280,0.00595630,-0.01210314,0.27773619,-0.15725592,1.36244598,-0.64808800,0.47658242,-0.19044649,0.43326477,-0.53773565,0.21949508,-0.31859963,0.03630958,-0.02542156,1.35832372,-1.49931401
-5.42371186,3.31602737,-2.81813304,0.00599143,-0.01142398,0.29256564,-0.15425020,1.44849001,-0.64318807,0.49380350,-0.18909691,0.44806427,-0.52957235,0.22657002,-0.31371782,0.03683521,-0.02437460,1.40404682,-1.47787253
-5.41770885,3.43776670,-2.77204920,0.00615115,-0.01083776,0.30827976,-0.15131880,1.53888313,-0.63842074,0.51119569,-0.18750065,0.46315226,-0.52012641,0.23385734,-0.30911985,0.03733950,-0.02337916,1.45052697,-1.45447665
-5.41170585,3.56232525,-2.72424240,0.00643145,-0.01035229,0.32484646,-0.14859529,1.63373904,-0.63438248,0.52867317,-0.18570082,0.47853657,-0.50954373,0.24130978,-0.30497143,0.03780288,-0.02245141,1.49763965,-1.42964847
-5.40570285,3.68943909,-2.67595731,0.00682846,-0.00997482,0.34224018,-0.14622259,1.73312405,-0.63170016,0.54617688,-0.18374532,0.49423823,-0.49798704,0.24888513,-0.30144002,0.03821028,-0.02160831,1.54530211,-1.40394376
-5.39969985,3.81893826,-2.62849237,0.00733849,-0.00971210,0.36044003,-0.14435105,1.83704001,-0.63101791,0.56367374,-0.18168667,0.51028857,-0.48563127,0.25654632,-0.29869397,0.03855157,-0.02086766,1.59346855,-1.37794238
-5.39369685,3.95072711,-2.58318228,0.00795800,-0.00957043,0.37942681,-0.14313621,1.94540696,-0.63298412,0.58115408,-0.17958192,0.52672543,-0.47265954,0.26426119,-0.29690178,0.03882176,-0.02024800,1.64212273,-1.35224024
-5.38769385,4.08475781,-2.54138244,0.00868358,-0.00955580,0.39917914,-0.14273647,2.05804595,-0.63823848,0.59862738,-0.17749263,0.54358877,-0.45925977,0.27200212,-0.29623150,0.03902089,-0.01976864,1.69126848,-1.32744267
-5.38169085,4.22099794,-2.50445519,0.00951187,-0.00967383,0.41966899,-0.14331062,2.17466292,-0.64739967,0.61611657,-0.17548500,0.56091560,-0.44562209,0.27974525,-0.29685018,0.03915387,-0.01944951,1.74091834,-1.30415901
-5.37568784,4.35939393,-2.47375694,0.01043943,-0.00992988,0.44085652,-0.14501531,2.29483419,-0.66105364,0.63365112,-0.17362979,0.57873467,-0.43193680,0.28746966,-0.29892303,0.03923000,-0.01931104,1.79108075,-1.28299808
-5.36968484,4.49983194,-2.45062582,0.01146267,-0.01032891,0.46268497,-0.14800244,2.41799453,-0.67974269,0.65125923,-0.17200232,0.59706080,-0.41839291,0.29515638,-0.30261237,0.03926246,-0.01937391,1.84174650,-1.26456397
-5.36368184,4.64209831,-2.43636883,0.01257764,-0.01087549,0.48507550,-0.15241647,2.54342838,-0.70395562,0.66895968,-0.17068214,0.61588937,-0.40517712,0.30278726,-0.30807595,0.03926759,-0.01965878,1.89287490,-1.24945185
-5.35767884,4.78584190,-2.43224786,0.01377995,-0.01157356,0.50792262,-0.15839177,2.67026522,-0.73411875,0.68675362,-0.16975253,0.63519107,-0.39247296,0.31034397,-0.31546486,0.03926413,-0.02018584,1.94438058,-1.23824310
-5.35167584,4.93054058,-2.43946402,0.01506460,-0.01242628,0.53109047,-0.16605001,2.79747960,-0.77058826,0.70461693,-0.16929970,0.65490722,-0.38046014,0.31780693,-0.32492062,0.03927247,-0.02097438,1.99612140,-1.23149954
-5.34567284,5.07547419,-2.45913985,0.01642589,-0.01343575,0.55441021,-0.17549765,2.92389672,-0.81364361,0.72249362,-0.16941167,0.67494601,-0.36931367,0.32515448,-0.33657174,0.03931378,-0.02204220,2.04788851,-1.22975646
