energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.61580790,4.23672491,-3.73063259,4.02433676,-2.03777380,1.28494852,-0.82355048,0.39474771,-0.57574957,0.24852659,-0.50361305,0.00700467,-0.00255510,1.56092789,-1.12163869,0.00842474,-0.02051253,0.90243517,-1.22223582
-5.60980490,4.10637288,-3.81238454,3.88025779,-2.08413711,1.25029537,-0.83924457,0.37970837,-0.58732703,0.24362664,-0.51454071,0.00683625,-0.00253652,1.51358854,-1.15030395,0.00814693,-0.02139293,0.87347746,-1.24621395
-5.60380190,3.96581927,-3.88831864,3.72356743,-2.13112253,1.21197405,-0.85294543,0.36499094,-0.59800276,0.23825786,-0.52451958,0.00663635,-0.00250665,1.46103866,-1.17733822,0.00787808,-0.02224900,0.84403290,-1.26834045
-5.59779890,3.81762254,-3.95806076,3.55696069,-2.17892847,1.17069687,-0.86458457,0.35081917,-0.60771518,0.23254315,-0.53344888,0.00640724,-0.00246566,1.40424464,-1.20267722,0.00762931,-0.02306590,0.81463743,-1.28845465
-5.59179590,3.66447433,-4.02135823,3.38324988,-2.22770931,1.12721093,-0.87413498,0.33741848,-0.61643215,0.22662582,-0.54124524,0.00615174,-0.00241391,1.34421758,-1.22628023,0.00741229,-0.02382896,0.78586070,-1.30644723
-5.58579290,3.50912500,-4.07807840,3.20528794,-2.27756265,1.08227516,-0.88160970,0.32501070,-0.62415054,0.22066589,-0.54784533,0.00587316,-0.00235196,1.28198404,-1.24812669,0.00723901,-0.02452419,0.75829204,-1.32226196
-5.57978989,3.35430953,-4.12820325,3.02589305,-2.32851827,1.03663777,-0.88705892,0.31380920,-0.63089489,0.21483597,-0.55320804,0.00557522,-0.00228053,1.21855717,-1.26821208,0.00712168,-0.02513868,0.73252617,-1.33589570
-5.57378689,3.20267689,-4.17182042,2.84777725,-2.38052949,0.99101479,-0.89056601,0.30401471,-0.63671513,0.20931675,-0.55731592,0.00526195,-0.00220051,1.15490943,-1.28654332,0.00707243,-0.02566116,0.70914953,-1.34739671
-5.56778389,3.05672535,-4.20911175,2.67348194,-2.43346759,0.94607090,-0.89224268,0.29581181,-0.64168352,0.20429235,-0.56017605,0.00493759,-0.00211295,1.09194780,-1.30313436,0.00710321,-0.02608236,0.68872738,-1.35686130
-5.56178089,2.91874620,-4.24034023,2.50532199,-2.48711987,0.90240316,-0.89222376,0.28936626,-0.64589097,0.19994561,-0.56182013,0.00460647,-0.00201900,1.03049270,-1.31800219,0.00722545,-0.02639546,0.67179224,-1.36442912
-5.55577789,2.79077732,-4.26583651,2.34534033,-2.54119191,0.86052837,-0.89066194,0.28482325,-0.64944300,0.19645347,-0.56230383,0.00427294,-0.00191994,0.97126104,-1.33116405,0.00744986,-0.02659630,0.65883373,-1.37027730
-5.54977489,2.67456801,-4.28598584,2.19527409,-2.59531407,0.82087429,-0.88772286,0.28230649,-0.65245548,0.19398261,-0.56170558,0.00394121,-0.00181709,0.91485408,-1.34263575,0.00778614,-0.02668368,0.65029015,-1.37461381
-5.54377189,2.57155532,-4.30121646,2.05653252,-2.64905240,0.78377513,-0.88358077,0.28191800,-0.65505035,0.19268546,-0.56012467,0.00361525,-0.00171184,0.86175028,-1.35243165,0.00824272,-0.02665944,0.64654170,-1.37767020
-5.53776888,2.48285205,-4.31198994,1.93018698,-2.70192357,0.74947093,-0.87841505,0.28373864,-0.65735164,0.19269655,-0.55767886,0.00329877,-0.00160555,0.81230299,-1.36056625,0.00882640,-0.02652847,0.64790533,-1.37969427
-5.53176588,2.40924548,-4.31879387,1.81697197,-2.75341333,0.71811091,-0.87240757,0.28782913,-0.65948173,0.19412943,-0.55450165,0.00299507,-0.00149961,0.76674298,-1.36705724,0.00954208,-0.02629863,0.65463112,-1.38094287
-5.52576288,2.35120592,-4.32213703,1.71729665,-2.80299771,0.68976002,-0.86574104,0.29423131,-0.66155818,0.19707399,-0.55073918,0.00270701,-0.00139534,0.72518502,-1.37192981,0.01039249,-0.02598058,0.66689996,-1.38167508
-5.51975988,2.30890349,-4.32254666,1.63126498,-2.85016585,0.66440829,-0.85859807,0.30296960,-0.66369115,0.20159444,-0.54654694,0.00243699,-0.00129401,0.68763814,-1.37522189,0.01137786,-0.02558743,0.68482234,-1.38214605
-5.51375688,2.28223141,-4.32056747,1.55870329,-2.89444346,0.64198214,-0.85116087,0.31405237,-0.66598131,0.20772773,-0.54208640,0.00218687,-0.00119680,0.65401858,-1.37698971,0.01249568,-0.02513444,0.70843799,-1.38260164
-5.50775388,2.27083379,-4.31676151,1.49919308,-2.93541538,0.62235693,-0.84361126,0.32747304,-0.66851852,0.21548249,-0.53752166,0.00195806,-0.00110481,0.62416482,-1.37731322,0.01374053,-0.02463856,0.73771612,-1.38327384
-5.50175088,2.27413631,-4.31170823,1.45210770,-2.97274619,0.60536991,-0.83613077,0.34321082,-0.67138092,0.22483859,-0.53301608,0.00175142,-0.00101902,0.59785360,-1.37630069,0.01510389,-0.02411793,0.77255614,-1.38437711
-5.49574787,2.29137773,-4.30600356,1.41665068,-3.00619751,0.59083291,-0.82890042,0.36123085,-0.67463460,0.23574706,-0.52872906,0.00156740,-0.00094028,0.57481627,-1.37409201,0.01657409,-0.02359138,0.81278852,-1.38610557
-5.48974487,2.32164092,-4.30025743,1.39189450,-3.03564093,0.57854407,-0.82210004,0.38148385,-0.67833362,0.24813058,-0.52481298,0.00140596,-0.00086934,0.55475460,-1.37086022,0.01813633,-0.02307786,0.85817597,-1.38863080
-5.48374187,2.36388198,-4.29508873,1.37681809,-3.06106588,0.56829803,-0.81590683,0.40390511,-0.68252034,0.26188434,-0.52141031,0.00126672,-0.00080681,0.53735554,-1.36681086,0.01977281,-0.02259595,0.90841456,-1.39210026
-5.47773887,2.41695669,-4.29111743,1.37034208,-3.08258167,0.55989426,-0.81049310,0.42841290,-0.68722587,0.27687745,-0.51865087,0.00114894,-0.00075317,0.52230427,-1.36217894,0.02146291,-0.02216330,0.96313507,-1.39663620
-5.47173587,2.47964355,-4.28895349,1.37136070,-3.10041373,0.55314326,-0.80602305,0.45490642,-0.69247060,0.29295468,-0.51664937,0.00105160,-0.00070878,0.50929520,-1.35722361,0.02318357,-0.02179613,1.02190455,-1.40233474
-5.46573287,2.55066331,-4.28918264,1.37876995,-3.11489405,0.54787053,-0.80264880,0.48326345,-0.69826479,0.30993865,-0.51550309,0.00097346,-0.00067386,0.49804079,-1.35222059,0.02490969,-0.02150882,1.08422825,-1.40926522
-5.45972986,2.62869518,-4.29234955,1.39149131,-3.12644631,0.54391842,-0.80050576,0.51333779,-0.70460896,0.32763242,-0.51528982,0.00091309,-0.00064850,0.48827800,-1.34745272,0.02661469,-0.02131345,1.14955209,-1.41746947
-5.45372686,2.71238990,-4.29893890,1.40849131,-3.13556652,0.54114604,-0.79970759,0.54495686,-0.71149420,0.34582249,-0.51606606,0.00086896,-0.00063267,0.47977247,-1.34319916,0.02827112,-0.02121951,1.21726591,-1.42696123
-5.44772386,2.80038056,-4.30935547,1.42879659,-3.14280024,0.53942756,-0.80034107,0.57791963,-0.71890241,0.36428211,-0.51786545,0.00083942,-0.00062621,0.47232064,-1.33972379,0.02985132,-0.02123356,1.28670777,-1.43772545
-5.44172086,2.89129174,-4.32390423,1.45150509,-3.14871746,0.53864930,-0.80246131,0.61199517,-0.72680625,0.38277499,-0.52069750,0.00082281,-0.00062881,0.46574995,-1.33726350,0.03132820,-0.02135909,1.35716949,-1.44971762
-5.43571786,2.98374790,-4.34277177,1.47579349,-3.15388659,0.53870597,-0.80608754,0.64692203,-0.73516913,0.40105924,-0.52454675,0.00081744,-0.00064006,0.45991751,-1.33601715,0.03267592,-0.02159632,1.42790358,-1.46286325
-5.42971486,3.07638189,-4.36601011,1.50092156,-3.15884877,0.53949670,-0.81119992,0.68240880,-0.74394506,0.41889161,-0.52937219,0.00082166,-0.00065942,0.45470764,-1.33613563,0.03387067,-0.02194218,1.49813183,-1.47705740
-5.42371186,3.16784420,-4.39352411,1.52623384,-3.16409385,0.54092099,-0.81773766,0.71813592,-0.75307843,0.43603196,-0.53510723,0.00083383,-0.00068622,0.45002842,-1.33771394,0.03489128,-0.02239034,1.56705553,-1.49216460
-5.41770885,3.25681363,-4.42506342,1.55115922,-3.17003895,0.54287530,-0.82559855,0.75375889,-0.76250388,0.45224773,-0.54166011,0.00085240,-0.00071966,0.44580794,-1.34078545,0.03571993,-0.02293125,1.63386737,-1.50801910
-5.41170585,3.34200985,-4.46021951,1.57520899,-3.17701065,0.54525028,-0.83464012,0.78891301,-0.77214619,0.46731855,-0.54891486,0.00087588,-0.00075886,0.44199015,-1.34531881,0.03634256,-0.02355242,1.69776489,-1.52442567
-5.40570285,3.42220777,-4.49842817,1.59797368,-3.18523127,0.54792915,-0.84468236,0.82321951,-0.78192029,0.48104077,-0.55673279,0.00090287,-0.00080282,0.43853096,-1.35121766,0.03674933,-0.02423860,1.75796527,-1.54116089
-5.39969985,3.49625393,-4.53897768,1.61911920,-3.19480967,0.55078705,-0.85551196,0.85629299,-0.79173134,0.49323174,-0.56495461,0.00093204,-0.00085044,0.43539452,-1.35832296,0.03693488,-0.02497218,1.81372113,-1.55797520
-5.39369685,3.56308425,-4.58102206,1.63838255,-3.20573658,0.55369166,-0.86688780,0.88775000,-0.80147509,0.50373394,-0.57340305,0.00096220,-0.00090056,0.43255001,-1.36641799,0.03689842,-0.02573360,1.86433682,-1.57459548
-5.38769385,3.62174279,-4.62359913,1.65556718,-3.21788432,0.55650487,-0.87854744,0.91721833,-0.81103824,0.51241854,-0.58188604,0.00099226,-0.00095198,0.42996895,-1.37523535,0.03664374,-0.02650182,1.90918484,-1.59072845
-5.38169085,3.67140054,-4.66565240,1.67053832,-3.23101046,0.55908541,-0.89021424,0.94434672,-0.82029913,0.51918856,-0.59020042,0.00102123,-0.00100344,0.42762315,-1.38446583,0.03617901,-0.02725488,1.94772155,-1.60606452
-5.37568784,3.71137335,-4.70605592,1.68321805,-3.24476502,0.56129220,-0.90160481,0.96881456,-0.82912859,0.52398134,-0.59813601,0.00104827,-0.00105369,0.42548316,-1.39376843,0.03551657,-0.02797051,1.97950163,-1.62028237
-5.36968484,3.74113804,-4.74364103,1.69358028,-3.25870050,0.56298816,-0.91243633,0.99034105,-0.83739101,0.52677019,-0.60548006,0.00107266,-0.00110149,0.42351739,-1.40278093,0.03467244,-0.02862669,2.00419062,-1.63305398
-5.36368184,3.76034549,-4.77722400,1.70164535,-3.27228420,0.56404426,-0.92243344,1.00869335,-0.84494571,0.52756530,-0.61202187,0.00109383,-0.00114566,0.42169165,-1.41113073,0.03366594,-0.02920236,2.02157484,-1.64405008
-5.35767884,3.76882986,-4.80563362,1.70747429,-3.28491227,0.56434344,-0.93133446,1.02369339,-0.85164858,0.52641365,-0.61755759,0.00111137,-0.00118509,0.41996909,-1.41844518,0.03251903,-0.02967797,2.03156806,-1.65294606
-5.35167584,3.76661311,-4.82773803,1.71116255,-3.29592489,0.56378421,-0.93889666,1.03522284,-0.85735417,0.52339801,-0.62189498,0.00112502,-0.00121878,0.41831052,-1.42436121,0.03125583,-0.03003613,2.03421461,-1.65942813
-5.34567284,3.75390415,-4.84247000,1.71283309,-3.30462244,0.56228369,-0.94490052,1.04322596,-0.86191807,0.51863494,-0.62485803,0.00113468,-0.00124587,0.41667488,-1.42853387,0.02990195,-0.03026210,2.02968850,-1.66319980
