energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.88953474,-1.86049510,1.35154572,-0.95487691,0.74033357,-0.14494863,0.56103852,-0.56619106,0.20271535,-0.26196783,0.00231258,-0.00046924,0.50839110,-0.09391944,0.01130714,-0.00743890,1.18053493,-1.07728151
-5.99399700,2.85810029,-1.84861190,1.31786235,-0.93445673,0.75421453,-0.14415149,0.54239501,-0.56365184,0.19642201,-0.26577587,0.00216332,-0.00044509,0.52079805,-0.08994124,0.01083769,-0.00719168,1.14508243,-1.07374951
-5.98799400,2.82091664,-1.83600292,1.28039934,-0.91454113,0.76672823,-0.14317782,0.52252255,-0.56033025,0.18997017,-0.27013454,0.00201310,-0.00042072,0.53214751,-0.08597580,0.01038614,-0.00695014,1.10736723,-1.06973826
-5.98199100,2.77890893,-1.82326264,1.23997560,-0.89537548,0.77765349,-0.14209484,0.50190399,-0.55641678,0.18351277,-0.27506205,0.00186357,-0.00039630,0.54219400,-0.08206530,0.00995467,-0.00671838,1.06829231,-1.06558727
-5.97598799,2.73300908,-1.81094617,1.19742825,-0.87716197,0.78676913,-0.14097217,0.48102445,-0.55210388,0.17720193,-0.28055359,0.00171645,-0.00037205,0.55069407,-0.07825214,0.00954502,-0.00650059,1.02876191,-1.06161219
-5.96998499,2.68413711,-1.79954818,1.15359523,-0.86005436,0.79386347,-0.13987977,0.46035849,-0.54757839,0.17118501,-0.28657944,0.00157340,-0.00034819,0.55741633,-0.07457861,0.00915847,-0.00630096,0.98965706,-1.05809156
-5.96398199,2.63318675,-1.78948413,1.10929990,-0.84415430,0.79874441,-0.13888592,0.44035843,-0.54301426,0.16560100,-0.29308410,0.00143602,-0.00032495,0.56215171,-0.07108677,0.00879567,-0.00612356,0.95181348,-1.05525496
-5.95797899,2.58101518,-1.78107511,1.06533812,-0.82950946,0.80124962,-0.13805547,0.42144406,-0.53856603,0.16057734,-0.29998636,0.00130578,-0.00030258,0.56472362,-0.06781822,0.00845662,-0.00597229,0.91600241,-1.05327340
-5.95197599,2.52843687,-1.77453720,1.02246782,-0.81611388,0.80125622,-0.13744817,0.40399401,-0.53436329,0.15622728,-0.30718062,0.00118402,-0.00028131,0.56499740,-0.06481400,0.00814071,-0.00585070,0.88291473,-1.05225242
-5.94597299,2.47622071,-1.76997590,0.98140106,-0.80391063,0.79868949,-0.13711751,0.38833900,-0.53050653,0.15264774,-0.31453923,0.00107190,-0.00026139,0.56288870,-0.06211452,0.00784672,-0.00576194,0.85314866,-1.05222827
-5.93996998,2.42508972,-1.76738618,0.94279852,-0.79279685,0.79353018,-0.13710983,0.37475681,-0.52706445,0.14991769,-0.32191610,0.00097043,-0.00024303,0.55837039,-0.05975963,0.00757295,-0.00570864,0.82720101,-1.05316750
-5.93396698,2.37572240,-1.76665794,0.90726596,-0.78263112,0.78581971,-0.13746380,0.36346907,-0.52407292,0.14809700,-0.32915119,0.00088040,-0.00022648,0.55147752,-0.05778870,0.00731730,-0.00569280,0.80546172,-1.05496986
-5.92796398,2.32875470,-1.76758674,0.87535251,-0.77324285,0.77566334,-0.13821033,0.35463962,-0.52153555,0.14722572,-0.33607599,0.00080245,-0.00021193,0.54231028,-0.05624091,0.00707743,-0.00571576,0.78821154,-1.05747443
-5.92196098,2.28478190,-1.76988901,0.84755036,-0.76444329,0.76323073,-0.13937287,0.34837435,-0.51942577,0.14732378,-0.34251946,0.00073707,-0.00019958,0.53103468,-0.05515543,0.00685090,-0.00577807,0.77562232,-1.06046850
-5.91595798,2.24435955,-1.77322093,0.82429561,-0.75603775,0.74875403,-0.14096792,0.34472227,-0.51769014,0.14839105,-0.34831449,0.00068456,-0.00018962,0.51788103,-0.05457180,0.00663535,-0.00587951,0.76775974,-1.06369871
-5.90995498,2.20800316,-1.77719979,0.80596988,-0.74783833,0.73252352,-0.14300586,0.34367763,-0.51625280,0.15040769,-0.35330431,0.00064514,-0.00018219,0.50314015,-0.05453023,0.00642859,-0.00601903,0.76458776,-1.06688385
-5.90395198,2.17618633,-1.78142667,0.79290270,-0.73967659,0.71488100,-0.14549186,0.34518290,-0.51502059,0.15333481,-0.35734867,0.00061887,-0.00017746,0.48715774,-0.05507190,0.00622880,-0.00619474,0.76597477,-1.06972853
-5.89794897,2.14933752,-1.78550907,0.78537436,-0.73141548,0.69621121,-0.14842697,0.34913242,-0.51388860,0.15711542,-0.36032956,0.00060578,-0.00017555,0.47032697,-0.05623912,0.00603458,-0.00640399,0.77170088,-1.07193703
-5.89194597,2.12783584,-1.78908242,0.78361930,-0.72295985,0.67693181,-0.15180910,0.35537668,-0.51274584,0.16167568,-0.36215601,0.00060578,-0.00017658,0.45307975,-0.05807546,0.00584507,-0.00664336,0.78146637,-1.07322660
-5.88594297,2.11200631,-1.79182922,0.78783001,-0.71426516,0.65748236,-0.15563396,0.36372702,-0.51148069,0.16692644,-0.36276788,0.00061878,-0.00018063,0.43587708,-0.06062568,0.00565998,-0.00690876,0.79490094,-1.07333963
-5.87993997,2.10211537,-1.79349512,0.79816137,-0.70534372,0.63831282,-0.15989594,0.37396081,-0.50998584,0.17276509,-0.36213853,0.00064462,-0.00018780,0.41919890,-0.06393548,0.00547963,-0.00719552,0.81157388,-1.07205405
-5.87393697,2.09836747,-1.79390112,0.81473574,-0.69626833,0.61987217,-0.16458872,0.38582701,-0.50816272,0.17907776,-0.36027599,0.00068316,-0.00019817,0.40353378,-0.06805110,0.00530492,-0.00749852,0.83100494,-1.06919182
-5.86793397,2.10090333,-1.79295169,0.83764843,-0.68717308,0.60259763,-0.16970575,0.39905209,-0.50592502,0.18574183,-0.35722298,0.00073423,-0.00021180,0.38936893,-0.07301869,0.00513732,-0.00781229,0.85267605,-1.06462494
-5.86193097,2.10980059,-1.79063855,0.86697389,-0.67825125,0.58690488,-0.17524059,0.41334629,-0.50320152,0.19262878,-0.35305542,0.00079769,-0.00022875,0.37718084,-0.07888353,0.00497879,-0.00813120,0.87604371,-1.05827925
-5.85592796,2.12507712,-1.78704049,0.90277215,-0.66975050,0.57317977,-0.18118700,0.42841018,-0.49993801,0.19960733,-0.34787987,0.00087338,-0.00024908,0.36742670,-0.08568918,0.00483170,-0.00844958,0.90055202,-1.05013581
-5.84992496,2.14669731,-1.78231936,0.94509550,-0.66196563,0.56177158,-0.18753902,0.44394144,-0.49609847,0.20654676,-0.34182978,0.00096116,-0.00027282,0.36053703,-0.09347638,0.00469873,-0.00876189,0.92564619,-1.04023023
-5.84392196,2.17458091,-1.77671312,0.99399492,-0.65522921,0.55298814,-0.19429095,0.45964172,-0.49166564,0.21332049,-0.33506096,0.00106091,-0.00030001,0.35690931,-0.10228217,0.00458278,-0.00906291,0.95078626,-1.02865007
-5.83791896,2.20861424,-1.77052631,1.04952597,-0.64990054,0.54709275,-0.20143732,0.47522345,-0.48664096,0.21980958,-0.32774638,0.00117250,-0.00033070,0.35690288,-0.11213880,0.00448685,-0.00934784,0.97546072,-1.01553074
-5.83191596,2.24866282,-1.76411906,1.11175346,-0.64635355,0.54430269,-0.20897299,0.49041646,-0.48104410,0.22590624,-0.32007061,0.00129580,-0.00036491,0.36083491,-0.12307300,0.00441391,-0.00961249,0.99919961,-1.00105031
-5.82591296,2.29458448,-1.75789505,1.18075441,-0.64496410,0.54478935,-0.21689333,0.50497407,-0.47491228,0.23151709,-0.31222413,0.00143067,-0.00040265,0.36897733,-0.13510524,0.00436681,-0.00985334,1.02158659,-0.98542344
-5.81990995,2.34624191,-1.75228942,1.25661871,-0.64609717,0.54867941,-0.22519459,0.51867852,-0.46829920,0.23656603,-0.30439781,0.00157695,-0.00044394,0.38155458,-0.14824943,0.00434814,-0.01006772,1.04226951,-0.96889492
-5.81390695,2.40351322,-1.74775713,1.33944688,-0.65009460,0.55605695,-0.23387443,0.53134551,-0.46127404,0.24099663,-0.29677767,0.00173445,-0.00048877,0.39874191,-0.16251277,0.00436018,-0.01025378,1.06096898,-0.95173309
-5.80790395,2.46629958,-1.74476221,1.42934452,-0.65726366,0.56696603,-0.24293278,0.54282747,-0.45392022,0.24477385,-0.28954023,0.00190294,-0.00053715,0.42066400,-0.17789610,0.00440477,-0.01041062,1.07748430,-0.93422332
-5.80190095,2.53452863,-1.74376841,1.52641306,-0.66786700,0.58141327,-0.25237268,0.55301562,-0.44633415,0.24788503,-0.28284857,0.00208216,-0.00058903,0.44739376,-0.19439447,0.00448323,-0.01053825,1.09169661,-0.91666178
-5.79589795,2.60815298,-1.74523131,1.63073663,-0.68211420,0.59937026,-0.26220149,0.56184046,-0.43862394,0.25033995,-0.27684913,0.00227175,-0.00064438,0.47895093,-0.21199810,0.00459633,-0.01063760,1.10356872,-0.89934971
-5.78989495,2.68714319,-1.74959194,1.74236524,-0.70015517,0.62077537,-0.27243193,0.56927084,-0.43090792,0.25217017,-0.27166940,0.00247131,-0.00070315,0.51530055,-0.23069362,0.00474418,-0.01071045,1.11314166,-0.88258802
-5.78389195,2.77147504,-1.75727192,1.86129448,-0.72207562,0.64553474,-0.28308328,0.57531137,-0.42331301,0.25342727,-0.26741649,0.00268036,-0.00076524,0.55635100,-0.25046549,0.00492626,-0.01075942,1.12052791,-0.86667253
-5.77788894,2.86111145,-1.76866972,1.98744236,-0.74789462,0.67352239,-0.29418225,0.57999856,-0.41597300,0.25418043,-0.26417652,0.00289834,-0.00083057,0.60195169,-0.27129751,0.00514131,-0.01078781,1.12590148,-0.85188961
-5.77188594,2.95597958,-1.78415791,2.12062422,-0.77756426,0.70457935,-0.30576370,0.58339564,-0.40902644,0.25451316,-0.26201480,0.00312458,-0.00089900,0.65189047,-0.29317424,0.00538739,-0.01079960,1.12948543,-0.83851228
-5.76588294,3.05594427,-1.80408091,2.26052673,-0.81097133,0.73851193,-0.31787086,0.58558645,-0.40261436,0.25451937,-0.26097667,0.00335833,-0.00097040,0.70589082,-0.31608232,0.00566184,-0.01079927,1.13153707,-0.82679666
-5.75987994,3.16077928,-1.82875293,2.40668246,-0.84794093,0.77508923,-0.33055504,0.58666870,-0.39687770,0.25429903,-0.26108894,0.00359871,-0.00104458,0.76360912,-0.34001139,0.00596131,-0.01079175,1.13233192,-0.81697885
-5.75387694,3.27013797,-1.85845564,2.55844640,-0.88824182,0.81404033,-0.34387463,0.58674687,-0.39195449,0.25395353,-0.26236162,0.00384476,-0.00112136,0.82463225,-0.36495450,0.00628180,-0.01078232,1.13214688,-0.80927195
-5.74787394,3.38352550,-1.89343528,2.71497607,-0.93159320,0.85505126,-0.35789351,0.58592531,-0.38797678,0.25358091,-0.26479008,0.00409537,-0.00120049,0.88847592,-0.39090806,0.00661869,-0.01077649,1.13124373,-0.80386341
-5.74187094,3.50027444,-1.93389901,2.87521688,-0.97767282,0.89776245,-0.37267855,0.58430173,-0.38506744,0.25327128,-0.26835714,0.00434932,-0.00128172,0.95458403,-0.41787100,0.00696685,-0.01077996,1.12985366,-0.80091252
-5.73586793,3.61952585,-1.98001023,3.03789414,-1.02612598,0.94176686,-0.38829650,0.58196159,-0.38333695,0.25310258,-0.27303525,0.00460525,-0.00136476,1.02232966,-0.44584325,0.00732070,-0.01079852,1.12816374,-0.80054810
-5.72986493,3.74021773,-2.03188287,3.20151320,-1.07657521,0.98660946,-0.40481011,0.57897361,-0.38288016,0.25313684,-0.27878841,0.00486167,-0.00144926,1.09101789,-0.47482363,0.00767430,-0.01083797,1.12630598,-0.80286639
-5.72386193,3.86108222,-2.08957483,3.36436871,-1.12863036,1.03178827,-0.42227383,0.57538665,-0.38377322,0.25341722,-0.28557383,0.00511693,-0.00153486,1.15989095,-0.50480700,0.00802150,-0.01090412,1.12434963,-0.80792908
-5.71785893,3.98065298,-2.15308067,3.52456366,-1.18189872,1.07675748,-0.44072907,0.57122810,-0.38607081,0.25396584,-0.29334327,0.00536923,-0.00162113,1.22813595,-0.53578105,0.00835605,-0.01100264,1.12229707,-0.81576162
-5.71185593,4.09728319,-2.22232408,3.68003851,-1.23599493,1.12093295,-0.46019936,0.56650395,-0.38980377,0.25478260,-0.30204381,0.00561661,-0.00170761,1.29489539,-0.56772280,0.00867174,-0.01113905,1.12008355,-0.82635181
-5.70585293,4.20917450,-2.29715046,3.82861016,-1.29055054,1.16370003,-0.48068578,0.56120032,-0.39497716,0.25584505,-0.31161835,0.00585698,-0.00179377,1.35928044,-0.60059503,0.00896256,-0.01131862,1.11758080,-0.83964871
-5.69984992,4.31441639,-2.37732031,3.96802001,-1.34522279,1.20442400,-0.50216267,0.55528648,-0.40156906,0.25710923,-0.32200559,0.00608806,-0.00187904,1.42038704,-0.63434302,0.00922286,-0.01154627,1.11460429,-0.85556199
-5.69384692,4.41103497,-2.46250396,4.09598976,-1.39970258,1.24246279,-0.52457428,0.54871911,-0.40952998,0.25851158,-0.33313961,0.00630748,-0.00196277,1.47731434,-0.66889176,0.00944748,-0.01182646,1.11092367,-0.87396186
-5.68784392,4.49704952,-2.55227848,4.21028323,-1.45372144,1.27718179,-0.54783238,0.54144750,-0.41878307,0.25997167,-0.34494923,0.00651273,-0.00204429,1.52918522,-0.70414398,0.00963191,-0.01216305,1.10627610,-0.89467954
-5.68184092,4.57053478,-2.64612706,4.30877198,-1.50705729,1.30797019,-0.57181516,0.53341936,-0.42922511,0.26139588,-0.35735719,0.00670121,-0.00212284,1.57516823,-0.73997921,0.00977242,-0.01255916,1.10038142,-0.91750860
-5.67583792,4.62968634,-2.74344168,4.38950225,-1.55953899,1.33425841,-0.59636759,0.52458697,-0.44072841,0.26268163,-0.37027919,0.00687030,-0.00219763,1.61450012,-0.77625400,0.00986621,-0.01301700,1.09295868,-0.94220701
-5.66983492,4.67288646,-2.84352921,4.45076024,-1.61104942,1.35553579,-0.62130348,0.51491325,-0.45314343,0.26372208,-0.38362311,0.00701737,-0.00226782,1.64650817,-0.81280352,0.00991149,-0.01353769,1.08374302,-0.96850018
-5.66383192,4.69876718,-2.94562123,4.49113322,-1.66152719,1.37136773,-0.64640894,0.50437731,-0.46630218,0.26441118,-0.39728844,0.00713985,-0.00233256,1.67063139,-0.84944435,0.00990758,-0.01412109,1.07250215,-0.99608503
-5.65782891,4.70626789,-3.04888745,4.50956338,-1.71096682,1.38141157,-0.67144753,0.49297943,-0.48002236,0.26464872,-0.41116599,0.00723533,-0.00239095,1.68643955,-0.88597864,0.00985500,-0.01476563,1.05905159,-1.02463493
-5.65182591,4.69468449,-3.15245246,4.50539207,-1.75941718,1.38543024,-0.69616660,0.48074490,-0.49411199,0.26434523,-0.42513813,0.00730156,-0.00244214,1.69364910,-0.92219908,0.00975548,-0.01546818,1.04326798,-1.05380572
-5.64582291,4.66370776,-3.25541525,4.47839214,-1.80697839,1.38330304,-0.72030477,0.46772678,-0.50837452,0.26342658,-0.43907956,0.00733660,-0.00248526,1.69213516,-0.95789485,0.00961200,-0.01622393,1.02509992,-1.08324253
-5.63981991,4.61344875,-3.35687073,4.42878670,-1.85379689,1.37503279,-0.74360000,0.45400729,-0.52261414,0.26183796,-0.45285857,0.00733886,-0.00251952,1.68193888,-0.99285769,0.00942879,-0.01702633,1.00457571,-1.11258737
-5.63381691,4.54444997,-3.45593237,4.35725317,-1.90005880,1.36074888,-0.76579801,0.43969788,-0.53664117,0.25954722,-0.46633896,0.00730719,-0.00254420,1.66326951,-1.02688822,0.00921129,-0.01786709,0.98180795,-1.14148721
-5.62781391,4.45768149,-3.55175474,4.26491218,-1.94598154,1.34070597,-0.78666051,0.42493794,-0.55027733,0.25654738,-0.47938247,0.00724091,-0.00255867,1.63650107,-1.05980157,0.00896612,-0.01873627,0.95699471,-1.16960236
-5.62181091,4.35452190,-3.64355509,4.15330163,-1.99180374,1.31527811,-0.80597282,0.40989231,-0.56336060,0.25285816,-0.49185165,0.00713992,-0.00256242,1.60216338,-1.09143242,0.00870102,-0.01962236,0.93041734,-1.19661473
