energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,3.46765387,0.12897701,0.17749354,1.14730570,0.40051303,1.23080801,0.52593800,1.73302005,0.00000000
-5.99399700,3.56132713,0.13230177,0.18231171,1.16915747,0.41098540,1.26554677,0.54120802,1.77840950,0.00000000
-5.98799400,3.66014476,0.13572927,0.18680002,1.19032675,0.42183877,1.30125380,0.55790017,1.82739107,0.00000000
-5.98199100,3.76291804,0.13920391,0.19090319,1.21055244,0.43286194,1.33727347,0.57593827,1.87946938,0.00000000
-5.97598799,3.86835986,0.14266917,0.19456998,1.22959079,0.44383600,1.37293947,0.59521652,1.93408539,0.00000000
-5.96998499,3.97510242,0.14606876,0.19775405,1.24721869,0.45453885,1.40758975,0.61559758,1.99062169,0.00000000
-5.96398199,4.08171580,0.14934772,0.20041491,1.26323599,0.46474995,1.44058098,0.63691114,2.04840818,0.00000000
-5.95797899,4.18672769,0.15245342,0.20251868,1.27746687,0.47425518,1.47130236,0.65895303,2.10672854,0.00000000
-5.95197599,4.28864432,0.15533657,0.20403891,1.28976056,0.48285156,1.49918840,0.68148522,2.16482766,0.00000000
-5.94597299,4.38597285,0.15795209,0.20495719,1.29999141,0.49035192,1.52373051,0.70423695,2.22192043,0.00000000
-5.93996998,4.47724524,0.16025983,0.20526374,1.30805870,0.49658925,1.54448725,0.72690717,2.27720200,0.00000000
-5.93396698,4.56104339,0.16222532,0.20495784,1.31388615,0.50142066,1.56109289,0.74916841,2.32985969,0.00000000
-5.92796398,4.63602542,0.16382019,0.20404812,1.31742148,0.50473084,1.57326423,0.77067217,2.37908653,0.00000000
-5.92196098,4.70095229,0.16502264,0.20255264,1.31863600,0.50643486,1.58080554,0.79105569,2.42409622,0.00000000
-5.91595798,4.75471442,0.16581764,0.20049885,1.31752431,0.50648021,1.58361134,0.80995011,2.46413931,0.00000000
-5.90995498,4.79635716,0.16619700,0.19792319,1.31410420,0.50484800,1.58166709,0.82698971,2.49852003,0.00000000
-5.90395198,4.82510435,0.16615940,0.19487061,1.30841660,0.50155321,1.57504769,0.84182185,2.52661328,0.00000000
-5.89794897,4.84037897,0.16571010,0.19139368,1.30052561,0.49664401,1.56391377,0.85411740,2.54788110,0.00000000
-5.89194597,4.84181973,0.16486070,0.18755160,1.29051857,0.49020013,1.54850583,0.86358107,2.56188794,0.00000000
-5.88594297,4.82929293,0.16362866,0.18340889,1.27850589,0.48233036,1.52913649,0.86996125,2.56831400,0.00000000
-5.87993997,4.80289882,0.16203678,0.17903397,1.26462080,0.47316911,1.50618085,0.87305890,2.56696601,0.00000000
-5.87393697,4.76297186,0.16011261,0.17449751,1.24901869,0.46287241,1.48006553,0.87273506,2.55778489,0.00000000
-5.86793397,4.71007485,0.15788783,0.16987075,1.23187620,0.45161331,1.45125652,0.86891665,2.54084978,0.00000000
