energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.74787394,10.68674470,0.01149276,1.77060867,4.67158791,4.27174316,0.12966353,3.03918719
-5.74187094,10.27352924,0.01127101,1.70406908,4.51163853,4.12775650,0.12550250,2.91445925
-5.73586793,9.85685374,0.01107033,1.63583688,4.34677682,3.98132021,0.12090518,2.79064009
-5.72986493,9.44109673,0.01090151,1.56692467,4.17848188,3.83421675,0.11596108,2.66857915
-5.72386193,9.03056998,0.01077547,1.49834039,4.00824545,3.68822079,0.11076630,2.54909200
-5.71785893,8.62943704,0.01070298,1.43106328,3.83755319,3.54505845,0.10542078,2.43295293
-5.71185593,8.24163278,0.01069432,1.36602051,3.66786525,3.40636787,0.10002548,2.32088705
-5.70585293,7.87078786,0.01075901,1.30406556,3.50059664,3.27366276,0.09467946,2.21356252
-5.69984992,7.52016157,0.01090543,1.24595906,3.33709836,3.14830099,0.08947720,2.11158351
-5.69384692,7.19258606,0.01114051,1.19235298,3.17863991,3.03145963,0.08450604,2.01548418
-5.68784392,6.89042471,0.01146941,1.14377881,3.02639379,2.92411766,0.07984393,1.92572423
-5.68184092,6.61554614,0.01189527,1.10064004,2.88142254,2.82704692,0.07555760,1.84268624
-5.67583792,6.36931498,0.01241894,1.06320929,2.74466873,2.74081175,0.07170113,1.76667496
-5.66983492,6.15259936,0.01303879,1.03163010,2.61694807,2.66577689,0.06831504,1.69791860
-5.66383192,5.96579449,0.01375063,1.00592312,2.49894583,2.60212302,0.06542577,1.63657194
-5.65782891,5.80886076,0.01454764,0.98599643,2.39121647,2.54986891,0.06304579,1.58272121
-5.65182591,5.68137423,0.01542042,0.97165939,2.29418633,2.50889871,0.06117404,1.53639032
-5.64582291,5.58258681,0.01635713,0.96263936,2.20815928,2.47899279,0.05979687,1.49754813
-5.63981991,5.51149311,0.01734371,0.95860044,2.13332468,2.45986032,0.05888933,1.46611630
-5.63381691,5.46690063,0.01836418,0.95916352,2.06976771,2.45117176,0.05841676,1.44197746
-5.62781391,5.44749989,0.01940103,0.96392655,2.01748120,2.45258946,0.05833658,1.42498301
-5.62181091,5.45193126,0.02043570,0.97248423,1.97637887,2.46379468,0.05860029,1.41496039
-5.61580790,5.47884549,0.02144900,0.98444634,1.94630930,2.48450962,0.05915543,1.41171936
-5.60980490,5.52695503,0.02242175,0.99945381,1.92707032,2.51451318,0.05994764,1.41505702
-5.60380190,5.59507429,0.02333525,1.01719191,1.91842322,2.55364968,0.06092252,1.42476124
-5.59779890,5.68214681,0.02417184,1.03740011,1.92010663,2.60183007,0.06202736,1.44061262
-5.59179590,5.78725887,0.02491541,1.05987816,1.93184939,2.65902547,0.06321266,1.46238469
-5.58579290,5.90963897,0.02555185,1.08448830,1.95338238,2.72525363,0.06443334,1.48984253
-5.57978989,6.04864406,0.02606941,1.11115358,1.98444881,2.80055878,0.06564970,1.52274004
-5.57378689,6.20373365,0.02645901,1.13985251,2.02481292,2.88498636,0.06682800,1.56081608
-5.56778389,6.37443401,0.02671444,1.17061050,2.07426683,2.97855400,0.06794078,1.60378980
-5.56178089,6.56029502,0.02683244,1.20348859,2.13263540,3.08122050,0.06896683,1.65135581
-5.55577789,6.76084287,0.02681271,1.23857029,2.19977925,3.19285495,0.06989095,1.70317947
-5.54977489,6.97553190,0.02665777,1.27594723,2.27559559,3.31320789,0.07070341,1.75889289
-5.54377189,7.20369925,0.02637279,1.31570459,2.36001706,3.44188670,0.07139930,1.81809231
-5.53776888,7.44452558,0.02596530,1.35790708,2.45300854,3.57833690,0.07197772,1.88033700
-5.53176588,7.69700474,0.02544488,1.40258639,2.55456180,3.72183102,0.07244097,1.94515026
-5.52576288,7.95992504,0.02482274,1.44973074,2.66468799,3.87146622,0.07279363,2.01202272
-5.51975988,8.23186330,0.02411137,1.49927707,2.78340804,4.02617111,0.07304185,2.08041783
-5.51375688,8.51119274,0.02332411,1.55110631,2.91074061,4.18472212,0.07319255,2.14977962
-5.50775388,8.79610402,0.02247478,1.60504178,3.04668777,4.34576855,0.07325294,2.21954222
-5.50175088,9.08463823,0.02157729,1.66085067,3.19121832,4.50786540,0.07323000,2.28914086
-5.49574787,9.37472939,0.02064538,1.71824831,3.34424866,4.66951206,0.07313028,2.35802352
-5.48974487,9.66425345,0.01969228,1.77690470,3.50562153,4.82919484,0.07295972,2.42566254
-5.48374187,9.95108001,0.01873051,1.83645265,3.67508281,4.98543064,0.07272364,2.49156554
-5.47773887,10.23312282,0.01777175,1.89649681,3.85225691,5.13680929,0.07242687,2.55528447
-5.47173587,10.50838516,0.01682667,1.95662272,4.03662147,5.28203169,0.07207389,2.61642251
-5.46573287,10.77499634,0.01590488,2.01640521,4.22748230,5.41994139,0.07166900,2.67463780
-5.45972986,11.03123655,0.01501489,2.07541546,4.42394968,5.54954745,0.07121655,2.72964385
-5.45372686,11.27554783,0.01416406,2.13322610,4.62491749,5.67003721,0.07072101,2.78120630
-5.44772386,11.50653047,0.01335868,2.18941428,4.82904653,5.78077784,0.07018711,2.82913618
-5.44172086,11.72292487,0.01260392,2.24356226,5.03475378,5.88130693,0.06961977,2.87328004
-5.43571786,11.92358066,0.01190391,2.29525612,5.24020890,5.97131254,0.06902406,2.91350741
-5.42971486,12.10741576,0.01126173,2.34408254,5.44333968,6.05060436,0.06840494,2.94969675
-5.42371186,12.27336905,0.01067944,2.38962455,5.64184730,6.11907806,0.06776707,2.98172059
-5.41770885,12.42035126,0.01015812,2.43145691,5.83323245,6.17667561,0.06711442,3.00943129
-5.41170585,12.54719886,0.00969788,2.46914180,6.01483254,6.22334454,0.06644999,3.03264841
-5.40570285,12.65263599,0.00929788,2.50222597,6.18386977,6.25899950,0.06577544,3.05114899
-5.39969985,12.73524891,0.00895635,2.53023985,6.33750937,6.28348909,0.06509080,3.06466162
-5.39369685,12.79347693,0.00867065,2.55269955,6.47292662,6.29657102,0.06439430,3.07286519
-5.38769385,12.82562263,0.00843729,2.56911202,6.58738062,6.29789774,0.06368221,3.07539280
-5.38169085,12.82988293,0.00825203,2.57898386,6.67829246,6.28701432,0.06294889,3.07184099
-5.37568784,12.80440105,0.00810996,2.58183344,6.74332477,6.26336941,0.06218694,3.06178432
-5.36968484,12.74733808,0.00800562,2.57720638,6.78045966,6.22633915,0.06138748,3.04479452
-5.36368184,12.65696121,0.00793313,2.56469352,6.78807172,6.17526320,0.06054058,3.02046368
-5.35767884,12.53174438,0.00788640,2.54395067,6.76499292,6.10949096,0.05963586,2.98843017
-5.35167584,12.37047637,0.00785927,2.51471917,6.71056642,6.02843564,0.05866304,2.94840603
-5.34567284,12.17237010,0.00784573,2.47684602,6.62468688,5.93163282,0.05761272,2.90020437
-5.33966983,11.93716710,0.00784014,2.43030249,6.50782525,5.81880032,0.05647705,2.84376527
-5.33366683,11.66523075,0.00783742,2.37520002,6.36103673,5.68989546,0.05525046,2.77917860
-5.32766383,11.35762261,0.00783327,2.31180236,6.18595153,5.54516644,0.05393030,2.70670248
-5.32166083,11.01615690,0.00782433,2.24053310,5.98474859,5.38519434,0.05251737,2.62677618
-5.31565783,10.64342919,0.00780833,2.16197808,5.76011332,5.21092328,0.05101637,2.54002656
-5.30965483,10.24281700,0.00778423,2.07688215,5.51518133,5.02367645,0.04943613,2.44726747
-5.30365183,9.81845113,0.00775226,1.98614046,5.25347021,4.82515688,0.04778976,2.34949190
-5.29764882,9.37515846,0.00771397,1.89078446,4.97880254,4.61743250,0.04609449,2.24785694
-5.29164582,8.91837797,0.00767218,1.79196312,4.69522304,4.40290585,0.04437144,2.14366210
-5.28564282,8.45405337,0.00763093,1.69092026,4.40691318,4.18426965,0.04264516,2.03832165
-5.27963982,7.98850668,0.00759531,1.58896886,4.11810648,3.96445014,0.04094302,1.93333213
-5.27363682,7.52829777,0.00757128,1.48746351,3.83300740,3.74654067,0.03929445,1.83023609
-5.26763382,7.08007540,0.00756550,1.38777203,3.55571626,3.53372818,0.03773013,1.73058360
-5.26163082,6.65042549,0.00758499,1.29124745,3.29016239,3.32921577,0.03628103,1.63589280
-5.25562781,6.24572200,0.00763690,1.19920126,3.04004676,3.13614439,0.03497746,1.54761102
-5.24962481,5.87198556,0.00772819,1.11287883,2.80879488,2.95751636,0.03384814,1.46707767
-5.24362181,5.53475399,0.00786533,1.03343762,2.59952011,2.79612361,0.03291927,1.39549036
-5.23761881,5.23896838,0.00805397,0.96192870,2.41499699,2.65448275,0.03221369,1.33387508
-5.23161581,4.98887729,0.00829870,0.89928167,2.25764337,2.53477874,0.03175012,1.28306148
-5.22561281,4.78796062,0.00860275,0.84629316,2.12951021,2.43881859,0.03154260,1.24366391
-5.21960980,4.63887398,0.00896784,0.80361867,2.03227723,2.36799572,0.03159998,1.21606859
-5.21360680,4.54341356,0.00939393,0.77176735,1.96725278,2.32326558,0.03192561,1.20042724
-5.20760380,4.50250067,0.00987917,0.75109959,1.93537608,2.30513225,0.03251727,1.19665717
-5.20160080,4.51618477,0.01041983,0.74182660,1.93722036,2.31364582,0.03336712,1.20444764
-5.19559780,4.58366346,0.01101034,0.74401182,1.97299570,2.34840972,0.03446196,1.22327225
-5.18959480,4.70331747,0.01164331,0.75757354,2.04255051,2.40859739,0.03578355,1.25240666
-5.18359180,4.87275881,0.01230977,0.78228852,2.14537148,2.49297713,0.03730911,1.29095120
-5.17758879,5.08889012,0.01299927,0.81779624,2.28058185,2.59994416,0.03901191,1.33785746
-5.17158579,5.34797345,0.01370025,0.86360369,2.44693865,2.72755891,0.04086199,1.39195805
-5.16558279,5.64570659,0.01440026,0.91909073,2.64282977,2.87359032,0.04282686,1.45199856
-5.15957979,5.97730543,0.01508634,0.98351601,2.86627217,3.03556329,0.04487237,1.51667069
-5.15357679,6.33759085,0.01574541,1.05602368,3.11491284,3.21080898,0.04696345,1.58464555
-5.14757379,6.72107858,0.01636459,1.13565108,3.38603393,3.39651715,0.04906494,1.65460615
-5.14157079,7.12207084,0.01693163,1.22133770,3.67656396,3.58978939,0.05114229,1.72527794
-5.13556778,7.53474822,0.01743523,1.31193558,3.98309638,3.78769220,0.05316228,1.79545667
-5.12956478,7.95326063,0.01786538,1.40622146,4.30191687,3.98730882,0.05509361,1.86403266
-5.12356178,8.37181582,0.01821364,1.50291074,4.62904017,4.18578898,0.05690738,1.93001078
-5.11755878,8.78476435,0.01847334,1.60067323,4.96025684,4.38039526,0.05857754,1.99252579
-5.11155578,9.18667942,0.01863982,1.69815081,5.29118994,4.56854539,0.06008119,2.05085256
-5.10555278,9.57243066,0.01871044,1.79397657,5.61736086,4.74784950,0.06139879,2.10441128
-5.09954977,9.93725045,0.01868467,1.88679535,5.93426327,4.91614156,0.06251426,2.15276762
-5.09354677,10.27679200,0.01856407,1.97528511,6.23744331,5.07150461,0.06341507,2.19562828
-5.08754377,10.58717839,0.01835213,2.05817876,6.52258415,5.21228920,0.06409220,2.23283239
-5.08154077,10.86504186,0.01805415,2.13428572,6.78559218,5.33712508,0.06454009,2.26433959
-5.07553777,11.10755329,0.01767705,2.20251289,7.02268234,5.44492619,0.06475652,2.29021535
-5.06953477,11.31244163,0.01722910,2.26188409,7.23045961,5.53488920,0.06474248,2.31061469
-5.06353177,11.47800366,0.01671964,2.31155763,7.40599392,5.60648624,0.06450207,2.32576502
-5.05752876,11.60310429,0.01615885,2.35084135,7.54688579,5.65945249,0.06404236,2.33594902
-5.05152576,11.68716830,0.01555740,2.37920472,7.65132024,5.69376958,0.06337322,2.34148838
-5.04552276,11.73016398,0.01492619,2.39628754,7.71810702,5.70964564,0.06250721,2.34272906
-5.03951976,11.73257976,0.01427613,2.40190501,7.74670548,5.70749317,0.06145948,2.34002854
-5.03351676,11.69539449,0.01361784,2.39604908,7.73723313,5.68790550,0.06024755,2.33374540
-5.02751376,11.62004235,0.01296150,2.37888586,7.69045736,5.65163299,0.05889122,2.32423149
-5.02151076,11.50837319,0.01231669,2.35074937,7.60777054,5.59955951,0.05741237,2.31182638
-5.01550775,11.36260897,0.01169220,2.31213174,7.49114915,5.53267990,0.05583471,2.29685418
-5.00950475,11.18529704,0.01109601,2.26367012,7.34309824,5.45207897,0.05418355,2.27962217
-5.00350175,10.97926083,0.01053520,2.20613078,7.16658312,5.35891209,0.05248547,2.26042086
-4.99749875,10.74754841,0.01001592,2.14039087,6.96495027,5.25438760,0.05076793,2.23952495
-4.99149575,10.49337971,0.00954338,2.06741834,6.74184035,5.13975095,0.04905890,2.21719475
-4.98549275,10.22009266,0.00912189,1.98825064,6.50109571,5.01627041,0.04738632,2.19367746
-4.97948974,9.93108910,0.00875483,1.90397277,6.24666567,4.88522410,0.04577758,2.16920797
-4.97348674,9.62978112,0.00844476,1.81569540,5.98251230,4.74788821,0.04425904,2.14400889
-4.96748374,9.31953870,0.00819336,1.72453358,5.71251959,4.60552600,0.04285537,2.11828957
-4.96148074,9.00363957,0.00800150,1.63158657,5.44040868,4.45937774,0.04158906,2.09224424
-4.95547774,8.68522251,0.00786929,1.53791950,5.16966158,4.31065117,0.04047980,2.06604916
-4.94947474,8.36724512,0.00779602,1.44454714,4.90345524,4.16051293,0.03954408,2.03985928
-4.94347174,8.05244747,0.00778023,1.35242024,4.64460787,4.01008077,0.03879464,2.01380455
-4.93746873,7.74332266,0.00781966,1.26241474,4.39553836,3.86041711,0.03824022,1.98798647
-4.93146573,7.44209552,0.00791130,1.17532408,4.15823969,3.71252400,0.03788525,1.96247526
-4.92546273,7.15071023,0.00805136,1.09185452,3.93426649,3.56734003,0.03772976,1.93730815
-4.91945973,6.87082763,0.00823530,1.01262372,3.72473635,3.42573940,0.03776932,1.91248921
-4.91345673,6.60383239,0.00845782,0.93816216,3.53034431,3.28853336,0.03799523,1.88799102
-4.90745373,6.35084988,0.00871293,0.86891729,3.35138921,3.15647431,0.03839477,1.86375841
-4.90145073,6.11277214,0.00899400,0.80526004,3.18781046,3.03026219,0.03895157,1.83971440
-4.89544772,5.89029184,0.00929381,0.74749318,3.03923341,2.91055335,0.03964617,1.81576812
-4.88944472,5.68394253,0.00960468,0.69586097,2.90502124,2.79797096,0.04045667,1.79182450
-4.88344172,5.49414310,0.00991861,0.65055956,2.78433111,2.69311666,0.04135940,1.76779536
-4.87743872,5.32124406,0.01022740,0.61174748,2.67617243,2.59658233,0.04232980,1.74361130
-4.87143572,5.16557282,0.01052281,0.57955545,2.57946479,2.50896113,0.04334320,1.71923365
-4.86543272,5.02747505,0.01079679,0.55409500,2.49309353,2.43085648,0.04437572,1.69466588
-4.85942971,4.90734929,0.01104162,0.53546514,2.41596087,2.36288795,0.04540510,1.66996348
-4.85342671,4.80567199,0.01125013,0.52375667,2.34703074,2.30569287,0.04641150,1.64524180
-4.84742371,4.72301067,0.01141590,0.51905364,2.28536603,2.25992268,0.04737818,1.62068093
-4.84142071,4.66002325,0.01153338,0.52143160,2.23015690,2.22623324,0.04829210,1.59652717
-4.83541771,4.61744233,0.01159813,0.53095260,2.18073958,2.20526861,0.04914438,1.57309060
-4.82941471,4.59604407,0.01160685,0.54765701,2.13660532,2.19763827,0.04993057,1.55073855
-4.82341171,4.59660208,0.01155752,0.57155224,2.09739944,2.20388805,0.05065071,1.52988494
-4.81740870,4.61982773,0.01144947,0.60259904,2.06291129,2.22446558,0.05130927,1.51097567
-4.81140570,4.66629936,0.01128333,0.64069586,2.03305571,2.25968163,0.05191480,1.49447064
-4.80540270,4.73638342,0.01106104,0.68566217,2.00784756,2.30966884,0.05247943,1.48082289
-4.79939970,4.83015190,0.01078575,0.73722176,1.98737067,2.37434019,0.05301823,1.47045590
-4.79339670,4.94730044,0.01046173,0.79498702,1.97174320,2.45334943,0.05354835,1.46374005
-4.78739370,5.08707224,0.01009419,0.85844544,1.96108127,2.54605604,0.05408808,1.46096940
-4.78139070,5.24819302,0.00968911,0.92694945,1.95546294,2.65149748,0.05465582,1.46234005
-4.77538769,5.42882194,0.00925307,0.99971063,1.95489450,2.76837108,0.05526907,1.46793124
-4.76938469,5.62652299,0.00879302,1.07579925,1.95928113,2.89502777,0.05594339,1.47769049
-4.76338169,5.83826068,0.00831606,1.15414982,1.96840333,3.02947957,0.05669146,1.49142369
-4.75737869,6.06042266,0.00782926,1.23357316,1.98190083,3.16942182,0.05752225,1.50879103
-4.75137569,6.28887064,0.00733945,1.31277494,1.99926469,3.31227077,0.05844043,1.52930929
-4.74537269,6.51901968,0.00685307,1.39038065,2.01983853,3.45521608,0.05944591,1.55236090
-4.73936968,6.74594402,0.00637601,1.46496622,2.04282874,3.59528714,0.06053367,1.57720959
-4.73336668,6.96450663,0.00591352,1.53509338,2.06732353,3.72943114,0.06169386,1.60302225
-4.72736368,7.16950757,0.00547012,1.59934850,2.09232010,3.85460023,0.06291215,1.62889643
-4.72136068,7.35584556,0.00504955,1.65638333,2.11675863,3.96784418,0.06417032,1.65389229
-4.71535768,7.51868584,0.00465480,1.70495594,2.13956157,4.06640494,0.06544716,1.67706778
-4.70935468,7.65362698,0.00428808,1.74396988,2.15967653,4.14780862,0.06671943,1.69751563
-4.70335168,7.75685892,0.00395091,1.77251001,2.17612060,4.20995092,0.06796316,1.71440038
-4.69734867,7.82530492,0.00364417,1.78987304,2.18802409,4.25117190,0.06915483,1.72699403
-4.69134567,7.85674054,0.00336818,1.79559143,2.19467158,4.27031644,0.07027279,1.73470842
-4.68534267,7.84988399,0.00312284,1.78944942,2.19553830,4.26677754,0.07129846,1.73712308
-4.67933967,7.80445330,0.00290769,1.77149047,2.19032009,4.24052023,0.07221753,1.73400716
-4.67333667,7.72118764,0.00272204,1.74201552,2.17895551,4.19208496,0.07302099,1.72533445
-4.66733367,7.60183168,0.00256506,1.70157249,2.16163904,4.12257019,0.07370590,1.71129071
-4.66133067,7.44908375,0.00243588,1.65093715,2.13882468,4.03359506,0.07427590,1.69227320
-4.65532766,7.26651019,0.00233367,1.59108662,2.11121972,3.92724395,0.07474148,1.66888216
-4.64932466,7.05843011,0.00225771,1.52316648,2.07976894,3.80599548,0.07511986,1.64190474
-4.64332166,6.82977568,0.00220746,1.44845323,2.04562988,3.67263929,0.07543461,1.61229218
-4.63731866,6.58593441,0.00218260,1.36831377,2.01014003,3.53018449,0.07571498,1.58113101
-4.63131566,6.33258023,0.00218303,1.28416353,1.97477750,3.38176360,0.07599488,1.54960965
-4.62531266,6.07550049,0.00220895,1.19742527,1.94111644,3.23053631,0.07631174,1.51898172
-4.61930965,5.82042591,0.00226079,1.10948993,1.91077906,3.07959677,0.07670514,1.49052747
-4.61330665,5.57286969,0.00233930,1.02168112,1.88538599,2.93188794,0.07721530,1.46551481
-4.60730365,5.33798151,0.00244546,0.93522440,1.86650674,2.79012604,0.07788160,1.44516137
-4.60130065,5.12042093,0.00258051,0.85122205,1.85561180,2.65673719,0.07874100,1.43059881
-4.59529765,4.92425345,0.00274590,0.77063415,1.85402813,2.53380798,0.07982664,1.42284047
-4.58929465,4.75287130,0.00294330,0.69426584,1.86289919,2.42305059,0.08116652,1.42275340
-4.58329165,4.60893982,0.00317452,0.62276091,1.88315061,2.32578261,0.08278238,1.43103518
-4.57728864,4.49436897,0.00344152,0.55660112,1.91546239,2.24292078,0.08468878,1.44819629
-4.57128564,4.41030861,0.00374629,0.49611084,1.96024812,2.17498768,0.08689246,1.47454789
-4.56528264,4.35716512,0.00409089,0.44146601,2.01764147,2.12212946,0.08939192,1.51019530
-4.55927964,4.33463672,0.00447732,0.39270680,2.08749002,2.08414286,0.09217729,1.55503662
-4.55327664,4.34176381,0.00490744,0.34975272,2.16935618,2.06050921,0.09523050,1.60876647
-4.54727364,4.37699108,0.00538292,0.31241957,2.26252475,2.05043333,0.09852554,1.67088399
-4.54127064,4.43823770,0.00590513,0.28043715,2.36601662,2.05288525,0.10202913,1.74070474
-4.53526763,4.52297235,0.00647500,0.25346702,2.47860786,2.06664273,0.10570137,1.81737577
-4.52926463,4.62829010,0.00709296,0.23111969,2.59885343,2.09033302,0.10949668,1.89989319
-4.52326163,4.75098858,0.00775873,0.21297061,2.72511477,2.12247253,0.11336473,1.98712168
-4.51725863,4.88764163,0.00847127,0.19857469,2.85559042,2.16150335,0.11725147,2.07781530
-4.51125563,5.03466882,0.00922858,0.18747907,2.98834892,2.20582620,0.12110024,2.17063930
-4.50525263,5.18840020,0.01002762,0.17923392,3.12136341,2.25382926,0.12485279,2.26419230
-4.49924962,5.34513579,0.01086420,0.17340141,3.25254724,2.30391323,0.12845032,2.35702882
-4.49324662,5.50120010,0.01173286,0.16956277,3.37979002,2.35451264,0.13183451,2.44768185
-4.48724362,5.65299202,0.01262686,0.16732375,3.50099394,2.40411415,0.13494848,2.53468536
-4.48124062,5.79703098,0.01353812,0.16631847,3.61410968,2.45127221,0.13773766,2.61659681
-4.47523762,5.93000004,0.01445729,0.16621204,3.71717186,2.49462305,0.14015071,2.69201961
-4.46923462,6.04878694,0.01537380,0.16670210,3.80833365,2.53289735,0.14214029,2.75962557
-4.46323162,6.15052365,0.01627602,0.16751946,3.88590020,2.56493247,0.14366388,2.81817725
-4.45722861,6.23262513,0.01715144,0.16842819,3.94836074,2.58968452,0.14468449,2.86655021
-4.45122561,6.29282739,0.01798693,0.16922506,3.99441867,2.60624056,0.14517138,2.90375498
-4.44522261,6.32922469,0.01876905,0.16973879,4.02301955,2.61383122,0.14510073,2.92895839
-4.43921961,6.34030555,0.01948438,0.16982894,4.03337610,2.61184338,0.14445626,2.94150398
-4.43321661,6.32498657,0.02011990,0.16938473,4.02498977,2.59983282,0.14322975,2.94093090
-4.42721361,6.28264306,0.02066343,0.16832364,3.99766822,2.57753635,0.14142159,2.92699086
-4.42121061,6.21313508,0.02110397,0.16658999,3.95153793,2.54488278,0.13904106,2.89966228
-4.41520760,6.11682755,0.02143213,0.16415341,3.88705139,2.50200220,0.13610662,2.85916126
-4.40920460,5.99460289,0.02164050,0.16100716,3.80498818,2.44923284,0.13264598,2.80594851
-4.40320160,5.84786514,0.02172392,0.15716642,3.70644958,2.38712496,0.12869601,2.74073190
-4.39719860,5.67853435,0.02167977,0.15266633,3.59284644,2.31644122,0.12430247,2.66446407
-4.39119560,5.48903068,0.02150814,0.14756003,3.46588025,2.23815328,0.11951947,2.57833499
-4.38519260,5.28224804,0.02121187,0.14191642,3.32751762,2.15343429,0.11440885,2.48375932
-4.37918959,5.06151748,0.02079664,0.13581792,3.17995866,2.06364749,0.10903919,2.38235886
-4.37318659,4.83056107,0.02027078,0.12935797,3.02559998,1.97033094,0.10348477,2.27594026
-4.36718359,4.59343736,0.01964515,0.12263861,2.86699325,1.87517898,0.09782431,2.16646884
-4.36118059,4.35448005,0.01893286,0.11576788,2.70680040,1.78002078,0.09213955,2.05603890
-4.35517759,4.11823143,0.01814894,0.10885734,2.54774679,1.68679672,0.08651378,1.94684163
-4.34917459,3.88937268,0.01730992,0.10201962,2.39257352,1.59753326,0.08103030,1.84113129
-4.34317159,3.67265271,0.01643345,0.09536608,2.24399024,1.51431691,0.07577085,1.74119064
-4.33716858,3.47281737,0.01553781,0.08900466,2.10462959,1.43926795,0.07081408,1.64929632
-4.33116558,3.29454048,0.01464147,0.08303802,1.97700424,1.37451430,0.06623410,1.56768508
-4.32516258,3.14235797,0.01376263,0.07756189,1.86346758,1.32216593,0.06209911,1.49852107
-4.31915958,3.02060579,0.01291883,0.07266372,1.76617842,1.28428986,0.05847020,1.44386506
-4.31315658,2.93336215,0.01212657,0.06842173,1.68707034,1.26288573,0.05540024,1.40564534
-4.30715358,2.88439418,0.01140100,0.06490423,1.62782585,1.25986196,0.05293305,1.38563079
