energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.78520346,-2.90110123,0.03789787,-0.03498775,0.76424569,-0.66106138,0.57722138,-0.44013195,0.87701970,-0.67825022,0.12253113,-0.10493057,1.06569061,-0.69176926
-5.99399700,3.88893579,-3.00996827,0.03787833,-0.03593256,0.77099679,-0.67794852,0.59387447,-0.45840668,0.89661833,-0.70087484,0.12333695,-0.10784125,1.11983262,-0.73170183
-5.98799400,3.99363378,-3.11539883,0.03775586,-0.03675637,0.77733309,-0.69281498,0.61065146,-0.47625622,0.91618379,-0.72228815,0.12393176,-0.11040825,1.17538690,-0.77297196
-5.98199100,4.09961167,-3.21769979,0.03753728,-0.03745518,0.78352343,-0.70571552,0.62760806,-0.49371120,0.93582785,-0.74255724,0.12434214,-0.11262806,1.23210261,-0.81568230
-5.97598799,4.20698998,-3.31733951,0.03722970,-0.03802698,0.78981569,-0.71676348,0.64477546,-0.51082314,0.95562061,-0.76179387,0.12459266,-0.11450567,1.28964349,-0.85993697
-5.96998499,4.31565528,-3.41492361,0.03684021,-0.03847164,0.79642397,-0.72612762,0.66215399,-0.52766145,0.97558050,-0.78014925,0.12470443,-0.11605428,1.34758400,-0.90583200
-5.96398199,4.42522795,-3.51116248,0.03637561,-0.03879085,0.80351682,-0.73402656,0.67970779,-0.54430935,0.99566616,-0.79780663,0.12469377,-0.11729454,1.40540857,-0.95344445
-5.95797899,4.53504029,-3.60683103,0.03584224,-0.03898793,0.81120704,-0.74072100,0.69736059,-0.56085872,1.01577079,-0.81497194,0.12457125,-0.11825357,1.46251471,-1.00282056
-5.95197599,4.64412693,-3.70272195,0.03524577,-0.03906760,0.81954365,-0.74650370,0.71499317,-0.57740404,1.03571944,-0.83186272,0.12434095,-0.11896357,1.51822006,-1.05396340
-5.94597299,4.75122885,-3.79959395,0.03459111,-0.03903573,0.82850637,-0.75168773,0.73244260,-0.59403566,1.05526944,-0.84869569,0.12400022,-0.11946027,1.57177349,-1.10682055
-5.93996998,4.85481184,-3.89811717,0.03388236,-0.03889902,0.83800321,-0.75659317,0.74950345,-0.61083254,1.07411437,-0.86567348,0.12353970,-0.11978108,1.62237024,-1.16127232
-5.93396698,4.95309945,-3.99881793,0.03312285,-0.03866470,0.84787111,-0.76153287,0.76593113,-0.62785493,1.09189138,-0.88297106,0.12294392,-0.11996325,1.66917078,-1.21712123
-5.92796398,5.04411976,-4.10202559,0.03231523,-0.03834024,0.85788001,-0.76679778,0.78144733,-0.64513717,1.10819175,-0.90072254,0.12219211,-0.12004190,1.71132282,-1.27408342
-5.92196098,5.12576453,-4.20782434,0.03146162,-0.03793304,0.86773995,-0.77264256,0.79574739,-0.66268113,1.12257437,-0.91900897,0.12125949,-0.12004815,1.74798571,-1.33178260
-5.91595798,5.19585862,-4.31601258,0.03056378,-0.03745015,0.87711130,-0.77927208,0.80850940,-0.68045058,1.13458155,-0.93784788,0.12011875,-0.12000745,1.77835657,-1.38974721
-5.90995498,5.25223686,-4.42607258,0.02962341,-0.03689803,0.88561738,-0.78682955,0.81940485,-0.69836681,1.14375664,-0.95718513,0.11874179,-0.11993814,1.80169681,-1.44741124
-5.90395198,5.29282530,-4.53715282,0.02864234,-0.03628244,0.89285924,-0.79538678,0.82811018,-0.71630593,1.14966249,-0.97688972,0.11710154,-0.11985036,1.81735823,-1.50411915
-5.89794897,5.31572314,-4.64806463,0.02762285,-0.03560827,0.89843176,-0.80493734,0.83431902,-0.73409806,1.15190009,-0.99675192,0.11517378,-0.11974540,1.82480738,-1.55913511
-5.89194597,5.31928191,-4.75729449,0.02656794,-0.03487952,0.90194054,-0.81539283,0.83775443,-0.75152858,1.15012650,-1.01648512,0.11293886,-0.11961546,1.82364719,-1.61165652
-5.88594297,5.30217822,-4.86303241,0.02548150,-0.03409932,0.90301864,-0.82658274,0.83818077,-0.76834151,1.14407128,-1.03573142,0.11038329,-0.11944393,1.81363492,-1.66083166
-5.87993997,5.26347690,-4.96321600,0.02436858,-0.03327004,0.90134266,-0.83825796,0.83541452,-0.78424516,1.13355056,-1.05407095,0.10750103,-0.11920618,1.79469549,-1.70578103
-5.87393697,5.20268179,-5.05558906,0.02323553,-0.03239343,0.89664736,-0.85009793,0.82933382,-0.79891972,1.11847835,-1.07103470,0.10429445,-0.11887068,1.76692977,-1.74562168
-5.86793397,5.11977200,-5.13777272,0.02209010,-0.03147080,0.88873813,-0.86172120,0.81988608,-0.81202670,1.09887439,-1.08612031,0.10077496,-0.11840066,1.73061731,-1.77949380
-5.86193097,5.01522217,-5.20734642,0.02094144,-0.03050334,0.87750103,-0.87269902,0.80709353,-0.82321987,1.07486846,-1.09881023,0.09696321,-0.11775598,1.68621349,-1.80658842
-5.85592796,4.89000624,-5.26193533,0.01980016,-0.02949228,0.86290975,-0.88257134,0.79105642,-0.83215727,1.04670079,-1.10859152,0.09288901,-0.11689528,1.63434131,-1.82617510
-5.84992496,4.74558479,-5.29930052,0.01867819,-0.02843926,0.84502949,-0.89086472,0.77195375,-0.83851374,1.01471892,-1.11497631,0.08859076,-0.11577816,1.57577818,-1.83762858
-5.84392196,4.58387690,-5.31742787,0.01758868,-0.02734652,0.82401760,-0.89711114,0.75004158,-0.84199366,0.97937100,-1.11752219,0.08411469,-0.11436747,1.51143846,-1.84045300
-5.83791896,4.40721825,-5.31461172,0.01654583,-0.02621717,0.80012092,-0.90086702,0.72564901,-0.84234300,0.94119607,-1.11585133,0.07951379,-0.11263133,1.44235253,-1.83430271
-5.83191596,4.21830756,-5.28952954,0.01556465,-0.02505542,0.77367029,-0.90173165,0.69917205,-0.83936060,0.90081180,-1.10966771,0.07484659,-0.11054511,1.36964343,-1.81899871
-5.82591296,4.02014397,-5.24130419,0.01466078,-0.02386669,0.74507228,-0.89936409,0.67106565,-0.83290776,0.85890024,-1.09877159,0.07017581,-0.10809289,1.29450212,-1.79453988
-5.81990995,3.81595836,-5.16955116,0.01385016,-0.02265774,0.71479871,-0.89349792,0.64183427,-0.82291611,0.81619233,-1.08307053,0.06556700,-0.10526873,1.21816233,-1.76110858
-5.81390695,3.60914128,-5.07440872,0.01314884,-0.02143671,0.68337452,-0.88395322,0.61202137,-0.80939312,0.77345168,-1.06258664,0.06108722,-0.10207737,1.14187615,-1.71907038
-5.80790395,3.40317060,-4.95655006,0.01257270,-0.02021311,0.65136427,-0.87064531,0.58219828,-0.79242533,0.73145837,-1.03745970,0.05680380,-0.09853453,1.06689099,-1.66896783
-5.80190095,3.20154125,-4.81717707,0.01213720,-0.01899776,0.61935811,-0.85358993,0.55295272,-0.77217897,0.69099333,-1.00794621,0.05278328,-0.09466678,0.99442896,-1.61150890
-5.79589795,3.00769940,-4.65799667,0.01185712,-0.01780269,0.58795754,-0.83290477,0.52487758,-0.74889810,0.65282371,-0.97441441,0.04909047,-0.09051098,0.92566880,-1.54755038
-5.78989495,2.82498283,-4.48118103,0.01174642,-0.01664097,0.55776162,-0.80880744,0.49856003,-0.72290048,0.61768964,-0.93733579,0.04578777,-0.08611333,0.86173097,-1.47807734
-5.78389195,2.65656871,-4.28931416,0.01181795,-0.01552652,0.52935397,-0.78160996,0.47457148,-0.69457123,0.58629282,-0.89727336,0.04293462,-0.08152817,0.80366585,-1.40417948
-5.77788894,2.50542953,-4.08532747,0.01208334,-0.01447397,0.50329092,-0.75171031,0.45345848,-0.66435476,0.55928674,-0.85486762,0.04058718,-0.07681653,0.75244486,-1.32702564
-5.77188594,2.37429736,-3.87242762,0.01255282,-0.01349841,0.48009123,-0.71958140,0.43573468,-0.63274532,0.53726899,-0.81082061,0.03879807,-0.07204454,0.70895431,-1.24783740
-5.76588294,2.26563620,-3.65401983,0.01323509,-0.01261519,0.46022744,-0.68575808,0.42187412,-0.60027651,0.52077527,-0.76587901,0.03761627,-0.06728189,0.67399142,-1.16786315
-5.75987994,2.18162160,-3.43363011,0.01413718,-0.01183975,0.44411898,-0.65082268,0.41230560,-0.56751031,0.51027509,-0.72081695,0.03708709,-0.06260017,0.64826198,-1.08835350
-5.75387694,2.12412670,-3.21482927,0.01526435,-0.01118739,0.43212716,-0.61538996,0.40740833,-0.53502601,0.50616894,-0.67641914,0.03725202,-0.05807152,0.63237899,-1.01053884
-5.74787394,2.09471333,-3.00116165,0.01661998,-0.01067317,0.42455185,-0.58009176,0.40750860,-0.50340928,0.50878659,-0.63346507,0.03814869,-0.05376725,0.62686170,-0.93560992
-5.74187094,2.09462691,-2.79608044,0.01820551,-0.01031169,0.42162973,-0.54556217,0.41287752,-0.47324201,0.51838631,-0.59271454,0.03981057,-0.04975684,0.63213437,-0.86470177
-5.73586793,2.12479378,-2.60289150,0.02002031,-0.01011698,0.42353406,-0.51242361,0.42372952,-0.44509289,0.53515461,-0.55489511,0.04226667,-0.04610706,0.64852443,-0.79888107
-5.72986493,2.18581983,-2.42470639,0.02206164,-0.01010239,0.43037553,-0.48127415,0.44022161,-0.41950912,0.55920623,-0.52069149,0.04554093,-0.04288134,0.67625948,-0.73913720
-5.72386193,2.27798929,-2.26440513,0.02432456,-0.01028039,0.44220407,-0.45267651,0.46245321,-0.39700924,0.59058418,-0.49073709,0.04965160,-0.04013943,0.71546317,-0.68637643
-5.71785893,2.40126307,-2.12460830,0.02680188,-0.01066251,0.45901123,-0.42714883,0.49046641,-0.37807720,0.62925951,-0.46560754,0.05461029,-0.03793713,0.76614975,-0.64141896
-5.71185593,2.55527617,-2.00765787,0.02948408,-0.01125920,0.48073305,-0.40515738,0.52424664,-0.36315765,0.67513070,-0.44581622,0.06042096,-0.03632624,0.82821762,-0.60499822
-5.70585293,2.73933407,-1.91560551,0.03235926,-0.01207964,0.50725291,-0.38711116,0.56372357,-0.35265227,0.72802266,-0.43181135,0.06707879,-0.03535459,0.90144225,-0.57776158
-5.69984992,2.95240852,-1.85020697,0.03541311,-0.01313161,0.53840436,-0.37335831,0.60877236,-0.34691715,0.78768522,-0.42397457,0.07456892,-0.03506604,0.98546889,-0.56027194
-5.69384692,3.19313325,-1.81292094,0.03862887,-0.01442132,0.57397372,-0.36418427,0.65921515,-0.34626098,0.85379125,-0.42262042,0.08286529,-0.03550053,1.07980582,-0.55300936
-5.68784392,3.45980058,-1.80491083,0.04198730,-0.01595323,0.61370227,-0.35981134,0.71482289,-0.35094394,0.92593464,-0.42799668,0.09192944,-0.03669400,1.18381892,-0.55637201
-5.68184092,3.75036017,-1.82704788,0.04546667,-0.01772985,0.65728807,-0.36039957,0.77531747,-0.36117717,1.00362822,-0.44028494,0.10170961,-0.03867819,1.29672823,-0.57067610
-5.67583792,4.06242109,-1.87991437,0.04904280,-0.01975155,0.70438746,-0.36604861,0.84037440,-0.37712256,1.08630212,-0.45960139,0.11213994,-0.04148028,1.41760732,-0.59615415
-5.66983492,4.39325878,-1.96380576,0.05268910,-0.02201633,0.75461629,-0.37680032,0.90962590,-0.39889297,1.17330281,-0.48599734,0.12314008,-0.04512234,1.54538614,-0.63295158
-5.66383192,4.73982810,-2.07873137,0.05637662,-0.02451973,0.80755104,-0.39264188,0.98266466,-0.42655254,1.26389320,-0.51945958,0.13461521,-0.04962061,1.67885794,-0.68112159
-5.65782891,5.09878373,-2.22441289,0.06007422,-0.02725455,0.86273011,-0.41350920,1.05904822,-0.46011733,1.35725434,-0.55991016,0.14645643,-0.05498457,1.81669050,-0.74061843
-5.65182591,5.46650888,-2.40028121,0.06374872,-0.03021081,0.91965549,-0.43929031,1.13830402,-0.49955602,1.45248892,-0.60720580,0.15854174,-0.06121594,1.95744205,-0.81128954
-5.64582291,5.83915300,-2.60547169,0.06736513,-0.03337559,0.97779502,-0.46982871,1.21993523,-0.54479086,1.54862717,-0.66113686,0.17073746,-0.06830745,2.09958157,-0.89286706
-5.63981991,6.21267853,-2.83881881,0.07088698,-0.03673300,1.03658563,-0.50492648,1.30342713,-0.59569885,1.64463515,-0.72142596,0.18290025,-0.07624170,2.24151328,-0.98495948
-5.63381691,6.58291677,-3.09885108,0.07427667,-0.04026412,1.09543768,-0.54434700,1.38825415,-0.65211314,1.73942586,-0.78772645,0.19487951,-0.08498998,2.38160484,-1.08704413
-5.62781391,6.94563188,-3.38378747,0.07749593,-0.04394710,1.15374063,-0.58781728,1.47388741,-0.71382480,1.83187323,-0.85962091,0.20652034,-0.09451117,2.51821824,-1.19846132
-5.62181091,7.29659207,-3.69153653,0.08050634,-0.04775719,1.21087019,-0.63502993,1.55980256,-0.78058486,1.92082870,-0.93661988,0.21766669,-0.10475089,2.64974269,-1.31841104
-5.61580790,7.63164619,-4.01969956,0.08326998,-0.05166689,1.26619687,-0.68564460,1.64548778,-0.85210673,2.00514052,-1.01816115,0.22816495,-0.11564085,2.77462833,-1.44595274
-5.60980490,7.94680388,-4.36557879,0.08575003,-0.05564614,1.31909605,-0.73928928,1.73045174,-0.92806898,2.08367519,-1.10360982,0.23786750,-0.12709857,2.89141957,-1.58000902
-5.60380190,8.23831676,-4.72619187,0.08791158,-0.05966254,1.36895913,-0.79556118,1.81423123,-1.00811834,2.15534060,-1.19225952,0.24663638,-0.13902746,2.99878691,-1.71937346
-5.59779890,8.50275835,-5.09829301,0.08972233,-0.06368165,1.41520577,-0.85402769,1.89639840,-1.09187307,2.21911023,-1.28333482,0.25434680,-0.15131740,3.09555623,-1.86272288
-5.59179590,8.73709984,-5.47840169,0.09115341,-0.06766727,1.45729661,-0.91422728,1.97656709,-1.17892634,2.27404775,-1.37599536,0.26089035,-0.16384568,3.18073435,-2.00863402
-5.58579290,8.93877928,-5.86283867,0.09218015,-0.07158184,1.49474615,-0.97567076,2.05439837,-1.26884983,2.31933102,-1.46934170,0.26617789,-0.17647856,3.25353013,-2.15560440
-5.57978989,9.10576155,-6.24776937,0.09278282,-0.07538682,1.52713523,-1.03784296,2.12960482,-1.36119723,2.35427475,-1.56242311,0.27014188,-0.18907318,3.31337034,-2.30207680
-5.57378689,9.23658695,-6.62925404,0.09294734,-0.07904312,1.55412260,-1.10020509,2.20195362,-1.45550772,2.37835091,-1.65424737,0.27273819,-0.20147997,3.35990994,-2.44646676
-5.56778389,9.33040655,-7.00330377,0.09266580,-0.08251157,1.57545503,-1.16219796,2.27126820,-1.55130919,2.39120598,-1.74379271,0.27394717,-0.21354538,3.39303635,-2.58719222
-5.56178089,9.38700275,-7.36594141,0.09193699,-0.08575343,1.59097547,-1.22324626,2.33742849,-1.64812144,2.39267437,-1.83002162,0.27377412,-0.22511495,3.41286792,-2.72270436
-5.55577789,9.40679438,-7.71326590,0.09076669,-0.08873092,1.60062881,-1.28276391,2.40036976,-1.74545907,2.38278726,-1.91189667,0.27224896,-0.23603656,3.41974658,-2.85151845
-5.54977489,9.39082579,-8.04151850,0.08916783,-0.09140778,1.60446501,-1.34016073,2.46008008,-1.84283429,2.36177651,-1.98839783,0.26942534,-0.24616379,3.41422525,-2.97224389
-5.54377189,9.34074039,-8.34714937,0.08716042,-0.09374986,1.60263922,-1.39485027,2.51659667,-1.93975971,2.33007323,-2.05854112,0.26537898,-0.25535928,3.39705046,-3.08361219
-5.53776888,9.25873939,-8.62688264,0.08477139,-0.09572572,1.59540899,-1.44625880,2.57000112,-2.03575106,2.28830103,-2.12139817,0.26020558,-0.26349793,3.36914096,-3.18450216
-5.53176588,9.14752728,-8.87777828,0.08203412,-0.09730729,1.58312859,-1.49383534,2.62041401,-2.13033019,2.23726399,-2.17611611,0.25401814,-0.27046992,3.33156308,-3.27396143
-5.52576288,9.01024594,-9.09728914,0.07898790,-0.09847041,1.56624051,-1.53706243,2.66798898,-2.22302824,2.17792987,-2.22193722,0.24694401,-0.27618331,3.28550383,-3.35122365
-5.51975988,8.85039966,-9.28331144,0.07567714,-0.09919549,1.54526480,-1.57546732,2.71290675,-2.31338927,2.11140891,-2.25821780,0.23912166,-0.28056634,3.23224244,-3.41572106
-5.51375688,8.67177393,-9.43422734,0.07215048,-0.09946804,1.52078632,-1.60863326,2.75536931,-2.40097430,2.03892915,-2.28444554,0.23069731,-0.28356908,3.17312153,-3.46709214
-5.50775388,8.47835055,-9.54893829,0.06845980,-0.09927919,1.49344078,-1.63621042,2.79559477,-2.48536589,1.96180902,-2.30025461,0.22182161,-0.28516466,3.10951858,-3.50518427
-5.50175088,8.27422233,-9.62688813,0.06465909,-0.09862609,1.46389990,-1.65792603,2.83381303,-2.56617322,1.88142819,-2.30543814,0.21264638,-0.28534979,3.04281862,-3.53005159
-5.49574787,8.06350977,-9.66807516,0.06080334,-0.09751224,1.43285641,-1.67359315,2.87026260,-2.64303758,1.79919773,-2.29995724,0.20332156,-0.28414481,2.97438882,-3.54194833
-5.48974487,7.85028274,-9.67305267,0.05694739,-0.09594771,1.40100949,-1.68311786,2.90518878,-2.71563827,1.71653054,-2.28394616,0.19399250,-0.28159303,2.90555569,-3.54131811
-5.48374187,7.63848904,-9.64291792,0.05314480,-0.09394920,1.36905102,-1.68650431,2.93884324,-2.78369860,1.63481294,-2.25771342,0.18479758,-0.27775959,2.83758521,-3.52877957
-5.47773887,7.43189174,-9.57928960,0.04944680,-0.09153992,1.33765323,-1.68385734,2.97148489,-2.84699195,1.55537835,-2.22173847,0.17586623,-0.27272976,2.77166636,-3.50510918
-5.47173587,7.23401665,-9.48427457,0.04590126,-0.08874937,1.30745796,-1.67538265,3.00338200,-2.90534765,1.47948365,-2.17666408,0.16731738,-0.26660689,2.70889809,-3.47122169
-5.46573287,7.04811025,-9.36042460,0.04255189,-0.08561291,1.27906782,-1.66138423,3.03481514,-2.95865638,1.40828882,-2.12328441,0.15925843,-0.25950984,2.65027978,-3.42814896
-5.45972986,6.87710838,-9.21068465,0.03943742,-0.08217117,1.25303917,-1.64225922,3.06608052,-3.00687501,1.34284010,-2.06252936,0.15178452,-0.25157028,2.59670488,-3.37701787
-5.45372686,6.72361483,-9.03833402,0.03659102,-0.07846939,1.22987704,-1.61849034,3.09749308,-3.05003077,1.28405683,-1.99544551,0.14497831,-0.24292974,2.54895750,-3.31902793
-5.44772386,6.58988895,-8.84692247,0.03403984,-0.07455651,1.21003162,-1.59063618,3.12938884,-3.08822436,1.23272195,-1.92317431,0.13891008,-0.23373654,2.50771128,-3.25542919
-5.44172086,6.47784050,-8.64020302,0.03180462,-0.07048427,1.19389624,-1.55931969,3.16212555,-3.12163222,1.18947597,-1.84692848,0.13363813,-0.22414281,2.47353004,-3.18750105
-5.43571786,6.38902997,-8.42206379,0.02989955,-0.06630619,1.18180638,-1.52521543,3.19608106,-3.15050765,1.15481394,-1.76796712,0.12920942,-0.21430150,2.44686947,-3.11653234
-5.42971486,6.32467239,-8.19646063,0.02833218,-0.06207652,1.17403930,-1.48903596,3.23164883,-3.17518084,1.12908520,-1.68757077,0.12566042,-0.20436362,2.42807913,-3.04380313
-5.42371186,6.28564258,-7.96735251,0.02710350,-0.05784921,1.17081409,-1.45151796,3.26922977,-3.19605775,1.11249526,-1.60701687,0.12301798,-0.19447573,2.41740412,-2.97056852
-5.41770885,6.27248000,-7.73864127,0.02620808,-0.05367690,1.17229161,-1.41340846,3.30922042,-3.21361768,1.10510940,-1.52755662,0.12130035,-0.18477768,2.41498588,-2.89804450
-5.41170585,6.28539184,-7.51411686,0.02563441,-0.04960997,1.17857416,-1.37545178,3.35199707,-3.22840955,1.10685759,-1.45039383,0.12051804,-0.17540073,2.42086160,-2.82739591
