energy_ev,total_up,Ag_p_up,Ag_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86193097,12.78617029,0.74415045,9.26878583,0.87332781,0.72139080,0.00443594,0.11167265,0.10191524,2.17561673
-5.85592796,12.30777117,0.70648349,8.94037794,0.84397247,0.69420221,0.00435022,0.11191933,0.09710263,2.07256949
-5.84992496,11.80920198,0.66903534,8.59399773,0.81586551,0.66644554,0.00425437,0.11247781,0.09212280,1.96721805
-5.84392196,11.29955661,0.63236670,8.23592655,0.78993574,0.63871396,0.00415166,0.11344898,0.08707057,1.86117282
-5.83791896,10.78793676,0.59702188,7.87251979,0.76707510,0.61159284,0.00404560,0.11493227,0.08203831,1.75600797
-5.83191596,10.28324874,0.56351627,7.51006421,0.74811519,0.58564741,0.00393988,0.11702358,0.07711374,1.65322736
-5.82591296,9.79401069,0.53232502,7.15463991,0.73380582,0.56141141,0.00383828,0.11981314,0.07237802,1.55423376
-5.81990995,9.32817455,0.50387327,6.81199048,0.72479591,0.53937683,0.00374456,0.12338343,0.06790411,1.46030204
-5.81390695,8.89296624,0.47852799,6.48740403,0.72161731,0.51998469,0.00366239,0.12780706,0.06375543,1.37255663
-5.80790395,8.49474691,0.45659137,6.18560774,0.72467159,0.50361727,0.00359527,0.13314471,0.05998493,1.29195344
-5.80190095,8.13889753,0.43829576,5.91067805,0.73422014,0.49059152,0.00354646,0.13944318,0.05663436,1.21926634
-5.79589795,7.82972840,0.42380024,5.66596817,0.75037753,0.48115382,0.00351891,0.14673356,0.05373396,1.15507821
-5.78989495,7.57041470,0.41318855,5.45405412,0.77310823,0.47547614,0.00351521,0.15502947,0.05130242,1.09977638
-5.78389195,7.36295863,0.40646847,5.27670027,0.80222661,0.47365346,0.00353756,0.16432569,0.04934708,1.05355233
-5.77788894,7.20817798,0.40357258,5.13484447,0.83740010,0.47570255,0.00358773,0.17459687,0.04786443,1.01640539
-5.77188594,7.10572094,0.40436023,5.02860284,0.87815543,0.48156217,0.00366700,0.18579672,0.04684073,0.98815029
-5.76588294,7.05410590,0.40862085,4.95729354,0.92388786,0.49109457,0.00377620,0.19785746,0.04625293,0.96842805
-5.75987994,7.05078503,0.41607841,4.91947845,0.97387303,0.50408830,0.00391568,0.21068979,0.04606959,0.95672019
-5.75387694,7.09222969,0.42639712,4.91302132,1.02728145,0.52026249,0.00408527,0.22418329,0.04625210,0.95236564
-5.74787394,7.17403544,0.43918828,4.93516056,1.08319529,0.53927236,0.00428435,0.23820739,0.04675582,0.95458022
-5.74187094,7.29104392,0.45401820,4.98259440,1.14062712,0.56071606,0.00451181,0.25261279,0.04753139,0.96247807
-5.73586793,7.43747858,0.47041710,5.05157604,1.19854050,0.58414272,0.00476612,0.26723356,0.04852604,0.97509475
-5.72986493,7.60709110,0.48788900,5.13801605,1.25587184,0.60906157,0.00504530,0.28188970,0.04968496,0.99141143
-5.72386193,7.79331474,0.50592220,5.23758938,1.31155325,0.63495206,0.00534698,0.29639026,0.05095258,1.01037965
-5.71785893,7.98942112,0.52400044,5.34584394,1.36453583,0.66127473,0.00566842,0.31053695,0.05227390,1.03094623
-5.71185593,8.18867670,0.54161425,5.45830824,1.41381299,0.68748262,0.00600658,0.32412813,0.05359569,1.05207755
-5.70585293,8.38449524,0.55827234,5.57059529,1.45844318,0.71303306,0.00635811,0.33696316,0.05486768,1.07278284
-5.69984992,8.57058288,0.57351279,5.67850040,1.49757137,0.73739942,0.00671946,0.34884698,0.05604356,1.09213580
-5.69384692,8.74107236,0.58691354,5.77809074,1.53044901,0.76008273,0.00708690,0.35959476,0.05708193,1.10929410
-5.68784392,8.89064377,0.59810215,5.86578477,1.55645144,0.78062272,0.00745660,0.36903658,0.05794707,1.12351631
-5.68184092,9.01462901,0.60676421,5.93842009,1.57509267,0.79860812,0.00782469,0.37702192,0.05860953,1.13417575
-5.67583792,9.10909818,0.61265046,5.99330861,1.58603678,0.81368587,0.00818736,0.38342384,0.05904658,1.14077123
-5.66983492,9.17092628,0.61558217,6.02827820,1.58910561,0.82556917,0.00854091,0.38814281,0.05924253,1.14293415
-5.66383192,9.19783916,0.61545479,6.04170057,1.58428256,0.83404399,0.00888191,0.39110984,0.05918877,1.14043221
-5.65782891,9.18843854,0.61223967,6.03250526,1.57171227,0.83897396,0.00920724,0.39228909,0.05888373,1.13316957
-5.65182591,9.14220591,0.60598388,6.00018008,1.55169615,0.84030365,0.00951423,0.39167962,0.05833267,1.12118370
-5.64582291,9.05948626,0.59680826,5.94475865,1.52468401,0.83805996,0.00980076,0.38931628,0.05754730,1.10463914
-5.63981991,8.94145250,0.58490372,5.86679576,1.49126195,0.83235176,0.01006536,0.38526983,0.05654531,1.08381857
-5.63381691,8.79005237,0.57052607,5.76733188,1.45213705,0.82336780,0.01030735,0.37964600,0.05534981,1.05911166
-5.62781391,8.60793960,0.55398963,5.64784780,1.40811929,0.81137285,0.01052685,0.37258381,0.05398863,1.03100200
-5.62181091,8.39839168,0.53565981,5.51021122,1.36010150,0.79670230,0.01072495,0.36425292,0.05249364,1.00005292
-5.61580790,8.16521679,0.51594517,5.35661651,1.30903790,0.77975535,0.01090366,0.35485027,0.05089999,0.96689242
-5.60980490,7.91265246,0.49528911,5.18951956,1.25592212,0.76098680,0.01106602,0.34459600,0.04924535,0.93219795
-5.60380190,7.64525887,0.47416147,5.01156939,1.20176536,0.74089792,0.01121598,0.33372882,0.04756918,0.89668138
-5.59779890,7.36780948,0.45305057,4.82553821,1.14757545,0.72002634,0.01135846,0.32250089,0.04591195,0.86107462
-5.59179590,7.08518186,0.43245557,4.63425176,1.09433745,0.69893529,0.01149913,0.31117246,0.04431444,0.82611616
-5.58579290,6.80225121,0.41287959,4.44052163,1.04299637,0.67820246,0.01164438,0.30000631,0.04281707,0.79253892
-5.57978989,6.52378908,0.39482359,4.24708104,0.99444225,0.65840864,0.01180103,0.28926214,0.04145923,0.76105940
-5.57378689,6.25436942,0.37878106,4.05652574,0.94949815,0.64012638,0.01197617,0.27919118,0.04027867,0.73236835
-5.56778389,5.99828371,0.36523357,3.87126123,0.90891084,0.62390892,0.01217690,0.27003095,0.03931092,0.70712287
-5.56178089,5.75946683,0.35464692,3.69345735,0.87334440,0.61027956,0.01241001,0.26200047,0.03858876,0.68593987
-5.55577789,5.54143460,0.34746802,3.52501133,0.84337631,0.59972171,0.01268170,0.25529583,0.03814169,0.66939077
-5.54977489,5.34723386,0.34412202,3.36751960,0.81949598,0.59266971,0.01299729,0.25008647,0.03799546,0.65799720
-5.54377189,5.17940530,0.34500981,3.22225907,0.80210506,0.58950070,0.01336094,0.24651191,0.03817158,0.65222750
-5.53776888,5.03995915,0.35050534,3.09017765,0.79151921,0.59052763,0.01377536,0.24467926,0.03868698,0.65249379
-5.53176588,4.93036321,0.36095287,2.97189399,0.78797082,0.59599344,0.01424160,0.24466141,0.03955358,0.65914929
-5.52576288,4.85154272,0.37666377,2.86770595,0.79161220,0.60606672,0.01475890,0.24649595,0.04077801,0.67248591
-5.51975988,4.80389108,0.39791276,2.77760712,0.80251874,0.62083860,0.01532457,0.25018479,0.04236132,0.69273157
-5.51375688,4.78729030,0.42493361,2.70131038,0.82069184,0.64032131,0.01593394,0.25569454,0.04429880,0.72004756
-5.50775388,4.80113999,0.45791412,2.63827767,0.84606127,0.66444803,0.01658046,0.26295763,0.04657991,0.75452556
-5.50175088,4.84439359,0.49699060,2.58775455,0.87848675,0.69307430,0.01725577,0.27187407,0.04918827,0.79618441
-5.49574787,4.91560029,0.54224180,2.54880831,0.91775900,0.72598083,0.01794991,0.28231386,0.05210172,0.84496690
-5.48974487,5.01295143,0.59368252,2.52036842,0.96360003,0.76287761,0.01865161,0.29412008,0.05529262,0.90073635
-5.48374187,5.13433001,0.65125729,2.50126777,1.01566320,0.80340934,0.01934862,0.30711240,0.05872815,0.96327355
-5.47773887,5.27736189,0.71483411,2.49028362,1.07353316,0.84716191,0.02002806,0.32109113,0.06237079,1.03227399
-5.47173587,5.43946772,0.78419890,2.48617682,1.13672611,0.89366989,0.02067685,0.33584165,0.06617889,1.10734587
-5.46573287,5.61791444,0.85905082,2.48772849,1.20469075,0.94242485,0.02128211,0.35113913,0.07010742,1.18800900
-5.45972986,5.80986549,0.93899881,2.49377294,1.27681032,0.99288426,0.02183160,0.36675340,0.07410872,1.27369498
-5.45372686,6.01242909,1.02355984,2.50322633,1.35240611,1.04448096,0.02231410,0.38245401,0.07813339,1.36374887
-5.44772386,6.22270406,1.11215900,2.51511050,1.43074270,1.09663283,0.02271975,0.39801518,0.08213121,1.45743262
-5.44172086,6.43782295,1.20413185,2.52857162,1.51103517,1.14875271,0.02304035,0.41322070,0.08605216,1.55393044
-5.43571786,6.65499229,1.29872910,2.54289376,1.59245846,1.20025826,0.02326963,0.42786868,0.08984733,1.65235620
-5.42971486,6.87153037,1.39512391,2.55750755,1.67415876,1.25058180,0.02340338,0.44177591,0.09346991,1.75176309
-5.42371186,7.08490249,1.49242166,2.57199429,1.75526700,1.29917989,0.02343953,0.45478204,0.09687617,1.85115539
-5.41770885,7.29275444,1.58967238,2.58608629,1.83491411,1.34554278,0.02337823,0.46675320,0.10002626,1.94950239
-5.41170585,7.49294463,1.68588552,2.59966409,1.91224778,1.38920347,0.02322173,0.47758539,0.10288508,2.04575425
-5.40570285,7.68357531,1.78004697,2.61275139,1.98645036,1.42974658,0.02297430,0.48720726,0.10542297,2.13885975
-5.39969985,7.86302343,1.87113795,2.62550866,2.05675738,1.46681672,0.02264211,0.49558251,0.10761631,2.22778535
-5.39369685,8.02997125,1.95815540,2.63822607,2.12247611,1.50012662,0.02223294,0.50271184,0.10944814,2.31153554
-5.38769385,8.18343683,2.04013334,2.65131657,2.18300367,1.52946469,0.02175607,0.50863431,0.11090845,2.38917366
-5.38169085,8.32280374,2.11616473,2.66530938,2.23784401,1.55470198,0.02122196,0.51342827,0.11199462,2.45984299
-5.37568784,8.44784935,2.18542309,2.68084419,2.28662310,1.57579841,0.02064207,0.51721170,0.11271151,2.52278726
-5.36968484,8.55877023,2.24718334,2.69866601,2.32910174,1.59280790,0.02002858,0.52014192,0.11307161,2.57737008
-5.36368184,8.65620295,2.30084093,2.71962003,2.36518537,1.60588227,0.01939424,0.52241462,0.11309497,2.62309255
-5.35767884,8.74123799,2.34592884,2.74464603,2.39493022,1.61527334,0.01875216,0.52426213,0.11280904,2.65960826
-5.35167584,8.81542432,2.38213141,2.77477112,2.41854550,1.62133310,0.01811557,0.52595073,0.11224831,2.68673506
-5.34567284,8.88076202,2.40929461,2.81109987,2.43639090,1.62451125,0.01749778,0.52777703,0.11145391,2.70446292
-5.33966983,8.93968021,2.42743193,2.85480043,2.44896940,1.62534998,0.01691193,0.53006319,0.11047289,2.71295715
-5.33366683,8.99499810,2.43672552,2.90708548,2.45691500,1.62447548,0.01637090,0.53315101,0.10935747,2.71255665
-5.32766383,9.04986734,2.43752226,2.96918713,2.46097550,1.62258604,0.01588720,0.53739479,0.10816401,2.70376672
-5.32166083,9.10769465,2.43032443,3.04232487,2.46199054,1.62043657,0.01547279,0.54315295,0.10695185,2.68724635
-5.31565783,9.17204484,2.41577523,3.12766643,2.46086529,1.61881964,0.01513892,0.55077857,0.10578190,2.66379006
-5.30965483,9.24652539,2.39463924,3.22628187,2.45854052,1.61854331,0.01489603,0.56060900,0.10471520,2.63430461
-5.30365183,9.33465528,2.36777840,3.33909169,2.45595985,1.62040619,0.01475349,0.57295466,0.10381118,2.59978112
-5.29764882,9.43972182,2.33612426,3.46681056,2.45403548,1.62517053,0.01471946,0.58808757,0.10312600,2.56126355
-5.29164582,9.56463098,2.30064743,3.60988895,2.45361351,1.63353418,0.01480065,0.60622988,0.10271069,2.51981459
-5.28564282,9.71175726,2.26232543,3.76845519,2.45544053,1.64610254,0.01500212,0.62754294,0.10260944,2.47648024
-5.27963982,9.88280052,2.22211014,3.94226145,2.46013279,1.66336183,0.01532704,0.65211736,0.10285789,2.43225456
-5.27363682,10.07865743,2.18089639,4.13063670,2.46814968,1.68565487,0.01577654,0.67996482,0.10348165,2.38804609
-5.26763382,10.29931518,2.13949294,4.33245056,2.47977289,1.71316089,0.01634950,0.71101188,0.10449503,2.34464756
-5.26163082,10.54377473,2.09859731,4.54609101,2.49509250,1.74588039,0.01704245,0.74509650,0.10590008,2.30271025
-5.25562781,10.81001005,2.05877558,4.76945908,2.51400117,1.78362636,0.01784946,0.78196764,0.10768604,2.26272436
-5.24962481,11.09496815,2.02044816,4.99998274,2.53619691,1.82602259,0.01876216,0.82128812,0.10982916,2.22500629
-5.24362181,11.39461288,1.98388229,5.23465118,2.56119476,1.87250963,0.01976976,0.86264102,0.11229309,2.18969378
-5.23761881,11.70401355,1.94919159,5.47007012,2.58834726,1.92235854,0.02085923,0.90553951,0.11502964,2.15674885
-5.23161581,12.01747664,1.91634266,5.70253708,2.61687281,1.97469228,0.02201548,0.94943989,0.11798003,2.12596887
-5.22561281,12.32871666,1.88516839,5.92813475,2.64589097,2.02851386,0.02322165,0.99375747,0.12107667,2.09700487
-5.21960980,12.63105993,1.85538728,6.14283943,2.67446291,2.08274044,0.02445950,1.03788465,0.12424518,2.06938642
-5.21360680,12.91767271,1.82662759,6.34264028,2.70163524,2.13624170,0.02570977,1.08121048,0.12740681,2.04255165
-5.20760380,13.18180362,1.79845517,6.52366466,2.72648476,2.18788083,0.02695271,1.12314081,0.13048102,2.01588099
-5.20160080,13.41702911,1.77040329,6.68230379,2.74816201,2.23655630,0.02816851,1.16311805,0.13338814,1.98873276
-5.19559780,13.61749025,1.74200294,6.81533344,2.76593111,2.28124210,0.02933779,1.20063962,0.13605209,1.96047883
-5.18959480,13.77810913,1.71281190,6.92002351,2.77920373,2.32102474,0.03044214,1.23527404,0.13840282,1.93053848
-5.18359180,13.89477424,1.68244120,6.99423167,2.78756518,2.35513495,0.03146450,1.26667385,0.14037865,1.89840879
-5.17758879,13.96448557,1.65057737,7.03647632,2.79079126,2.38297244,0.03238959,1.29458466,0.14192809,1.86369010
-5.17158579,13.98545226,1.61699962,7.04598534,2.78885460,2.40412266,0.03320423,1.31884972,0.14301137,1.82610522
-5.16558279,13.95713823,1.58159104,7.02271846,2.78192026,2.41836459,0.03389760,1.33940985,0.14360136,1.78551179
-5.15957979,13.88025384,1.54434346,6.96736208,2.77033070,2.42566926,0.03446141,1.35629855,0.14368401,1.74190723
-5.15357679,13.75669483,1.50535595,6.88129714,2.75458092,2.42618941,0.03488998,1.36963271,0.14325822,1.69542637
-5.14757379,13.58943224,1.46482723,6.76654161,2.73528517,2.42024071,0.03518021,1.37959931,0.14233522,1.64633215
-5.14157079,13.38235998,1.42304276,6.62567086,2.71313717,2.40827609,0.03533153,1.38643892,0.14093743,1.59500020
-5.13556778,13.14010859,1.38035742,6.46171979,2.68886612,2.39085445,0.03534575,1.39042693,0.13909693,1.54189847
-5.12956478,12.86783549,1.33717492,6.27807174,2.66319102,2.36860582,0.03522678,1.39185368,0.13685371,1.48756300
-5.12356178,12.57100317,1.29392534,6.07833954,2.63677602,2.34219501,0.03498044,1.39100453,0.13425358,1.43257158
-5.11755878,12.25515661,1.25104212,5.86624433,2.61018937,2.31228572,0.03461416,1.38814117,0.13134606,1.37751665
-5.11155578,11.92571160,1.20893986,5.64549769,2.58386840,2.27950731,0.03413662,1.38348526,0.12818233,1.32297892
-5.10555278,11.58776390,1.16799414,5.41969217,2.55809254,2.24442587,0.03355750,1.37720531,0.12481324,1.26950308
-5.09954977,11.24592817,1.12852447,5.19220468,2.53296592,2.20752120,0.03288720,1.36940760,0.12128755,1.21757684
-5.09354677,10.90421336,1.09078124,4.96611637,2.50841061,2.16917079,0.03213649,1.36013173,0.11765056,1.16761403
-5.08754377,10.56593895,1.05493713,4.74415149,2.48417070,2.12964137,0.03131636,1.34935085,0.11394297,1.11994265
-5.08154077,10.23369416,1.02108334,4.52863683,2.45982718,2.08908833,0.03043773,1.33697674,0.11020020,1.07479796
-5.07553777,9.90933956,0.98923078,4.32148203,2.43482248,2.04756270,0.02951133,1.32286923,0.10645214,1.03232088
-5.06953477,9.59404843,0.95931571,4.12417998,2.40849335,2.00502481,0.02854750,1.30684938,0.10272323,0.99256132
-5.06353177,9.28838295,0.93120956,3.93782583,2.38011020,1.96136383,0.02755614,1.28871563,0.09903289,0.95548605
-5.05752876,8.99239891,0.90473216,3.76315176,2.34892058,1.91642152,0.02654655,1.26826186,0.09539628,0.92099042
-5.05152576,8.70577111,0.87966751,3.60057465,2.31419438,1.87001882,0.02552743,1.24529627,0.09182527,0.88891314
-5.04552276,8.42793103,0.85578126,3.45025274,2.27526836,1.82198344,0.02450679,1.21965996,0.08832956,0.85905311
-5.03951976,8.15820822,0.83283884,3.31214757,2.23158755,1.77217694,0.02349194,1.19124410,0.08491784,0.83118746
-5.03351676,7.89596683,0.81062327,3.18608703,2.18274139,1.72051967,0.02248948,1.16000472,0.08159897,0.80508972
-5.02751376,7.64072965,0.78895190,3.07182603,2.12849280,1.66701213,0.02150524,1.12597418,0.07838305,0.78054734
-5.02151076,7.39228282,0.76769102,2.96910111,2.06879892,1.61175179,0.02054436,1.08926888,0.07528232,0.75737754
-5.01550775,7.15075604,0.74676791,2.87767605,2.00382248,1.55494440,0.01961123,1.05009267,0.07231183,0.73544099
-5.00950475,6.91667419,0.72617960,2.79737635,1.93393357,1.49690934,0.01870954,1.00873582,0.06948986,0.71465255
-5.00350175,6.69097847,0.70599815,2.72811067,1.85970194,1.43807882,0.01784230,0.96556972,0.06683801,0.69498885
-4.99749875,6.47501632,0.68637204,2.66987867,1.78188039,1.37899111,0.01701187,0.92103760,0.06438109,0.67649223
-4.99149575,6.27050136,0.66752384,2.62276500,1.70138039,1.32027815,0.01622001,0.87564173,0.06214654,0.65927108
-4.98549275,6.07944594,0.64974414,2.58692029,1.61924114,1.26264816,0.01546794,0.82992790,0.06016370,0.64349656
-4.97948974,5.90407027,0.63338198,2.56253055,1.53659380,1.20686423,0.01475635,0.78446786,0.05846284,0.62939589
-4.97348674,5.74669293,0.61883236,2.54977723,1.45462255,1.15371980,0.01408552,0.73984055,0.05707386,0.61724255
-4.96748374,5.60960876,0.60652100,2.54879045,1.37452424,1.10401199,0.01345537,0.69661318,0.05602497,0.60734372
-4.96148074,5.49496035,0.59688724,2.55959864,1.29746833,1.05851408,0.01286546,0.65532270,0.05534126,0.60002555
-4.95547774,5.40460959,0.59036543,2.58207788,1.22455884,1.01794818,0.01231512,0.61645872,0.05504321,0.59561691
-4.94947474,5.34001589,0.58736576,2.61590436,1.15679947,0.98295893,0.01180346,0.58044839,0.05514528,0.59443205
-4.94347174,5.30212706,0.58825496,2.66051324,1.09506337,0.95408961,0.01132940,0.54764379,0.05565467,0.59675308
-4.93746873,5.29128845,0.59333784,2.71506709,1.04006817,0.93176105,0.01089170,0.51831235,0.05657018,0.60281286
-4.93146573,5.30717496,0.60284016,2.77843632,0.99235720,0.91625445,0.01048898,0.49263051,0.05788140,0.61277898
-4.92546273,5.34874966,0.61689358,2.84919362,0.95228714,0.90769854,0.01011970,0.47068074,0.05956821,0.62673953
-4.91945973,5.41425135,0.63552334,2.92562376,0.92002221,0.90606149,0.00978219,0.45245197,0.06160054,0.64469128
-4.91345673,5.50121243,0.65863909,3.00574893,0.89553498,0.91114802,0.00947460,0.43784325,0.06393863,0.66653081
-4.90745373,5.60650661,0.68602953,3.08736945,0.87861333,0.92260167,0.00919491,0.42667044,0.06653355,0.69204903
-4.90145073,5.72642527,0.71736093,3.16811816,0.86887320,0.93991233,0.00894093,0.41867561,0.06932827,0.72092951
-4.89544772,5.85677933,0.75217995,3.24552673,0.86577645,0.96242881,0.00871027,0.41353858,0.07225889,0.75275068
-4.88944472,5.99302292,0.78992085,3.31710072,0.86865318,0.98937602,0.00850038,0.41089034,0.07525640,0.78699216
-4.88344172,6.13039363,0.82991678,3.38040011,0.87672753,1.01987640,0.00830853,0.41032765,0.07824855,0.82304504
-4.87743872,6.26406371,0.87141516,3.43312149,0.88914611,1.05297478,0.00813190,0.41142828,0.08116203,0.86022581
-4.87143572,6.38929594,0.91359658,3.47317797,0.90500818,1.08766602,0.00796761,0.41376643,0.08392468,0.89779364
-4.86543272,6.50159753,0.95559669,3.49877275,0.92339633,1.12292449,0.00781276,0.41692763,0.08646776,0.93497041
-4.85942971,6.59686581,0.99653028,3.50846297,0.94340690,1.15773440,0.00766453,0.42052273,0.08872819,0.97096274
-4.85342671,6.67151955,1.03551685,3.50121051,0.96417889,1.19111996,0.00752027,0.42420033,0.09065050,1.00498528
-4.84742371,6.72261063,1.07170655,3.47641735,0.98492066,1.22217438,0.00737754,0.42765744,0.09218866,1.03628435
-4.84142071,6.74791170,1.10430558,3.43394394,1.00493326,1.25008668,0.00723428,0.43064791,0.09330745,1.06416103
-4.83541771,6.74597659,1.13259998,3.37410975,1.02362988,1.27416531,0.00708877,0.43298840,0.09398351,1.08799265
-4.82941471,6.71617160,1.15597694,3.29767621,1.04055052,1.29385799,0.00693979,0.43456178,0.09420590,1.10725198
-4.82341171,6.65867705,1.17394256,3.20581321,1.05537166,1.30876694,0.00678663,0.43531801,0.09397621,1.12152323
-4.81740870,6.57446017,1.18613554,3.10005113,1.06791053,1.31865904,0.00662913,0.43527245,0.09330822,1.13051416
-4.81140570,6.46522145,1.19233598,2.98222091,1.07812399,1.32347095,0.00646770,0.43450195,0.09222707,1.13406392
-4.80540270,6.33331786,1.19246923,2.85438543,1.08610210,1.32330890,0.00630330,0.43313891,0.09076810,1.13214630
-4.79939970,6.18166738,1.18660433,2.71876574,1.09205700,1.31844362,0.00613748,0.43136383,0.08897535,1.12486821
-4.79339670,6.01364000,1.17494753,2.57766558,1.09630757,1.30930072,0.00597228,0.42939663,0.08689978,1.11246372
-4.78739370,5.83294067,1.15783099,2.43339791,1.09926073,1.29644736,0.00581025,0.42748742,0.08459741,1.09528388
-4.78139070,5.64349000,1.13569739,2.28821652,1.10139044,1.28057588,0.00565439,0.42590705,0.08212731,1.07378287
-4.77538769,5.44930815,1.10908121,2.14425564,1.10321539,1.26248536,0.00550813,0.42493815,0.07954971,1.04850135
-4.76938469,5.25440696,1.07858756,2.00347971,1.10527668,1.24306218,0.00537523,0.42486688,0.07692417,1.02004754
-4.76338169,5.06269469,1.04486970,1.86764476,1.10811643,1.22326039,0.00525984,0.42597595,0.07430799,0.98907731
-4.75737869,4.87789671,1.00860616,1.73827247,1.11225859,1.20408289,0.00516638,0.42853912,0.07175479,0.95627378
-4.75137569,4.70349445,0.97047855,1.61663672,1.11819274,1.18656417,0.00509955,0.43281747,0.06931346,0.92232770
-4.74537269,4.54268372,0.93115103,1.50376240,1.12636160,1.17175514,0.00506434,0.43905736,0.06702734,0.88791911
-4.73936968,4.39835243,0.89125217,1.40043511,1.13715291,1.16071052,0.00506595,0.44749017,0.06493379,0.85370114
-4.73336668,4.27307641,0.85135991,1.30722028,1.15089557,1.15447878,0.00510977,0.45833357,0.06306391,0.82028633
-4.72736368,4.16913127,0.81198996,1.22448967,1.16786028,1.15409464,0.00520135,0.47179406,0.06144267,0.78823592
-4.72136068,4.08851710,0.77358793,1.15245314,1.18826403,1.16057384,0.00534636,0.48807041,0.06008913,0.75805218
-4.71535768,4.03299233,0.73652515,1.09119328,1.21227787,1.17490934,0.00555043,0.50735752,0.05901688,0.73017369
-4.70935468,4.00411270,0.70109798,1.04070069,1.24003713,1.19806865,0.00581911,0.52985017,0.05823456,0.70497348
-4.70335168,4.00327088,0.66753024,1.00090781,1.27165279,1.23099111,0.00615771,0.55574621,0.05774647,0.68275954
-4.69734867,4.03173264,0.63597821,0.97171939,1.30722299,1.27458447,0.00657106,0.58524863,0.05755316,0.66377730
-4.69134567,4.09066572,0.60653770,0.95303791,1.34684340,1.32971979,0.00706341,0.61856611,0.05765198,0.64821348
-4.68534267,4.18115804,0.57925235,0.94478291,1.39061520,1.39722408,0.00763808,0.65591160,0.05803762,0.63620084
-4.67933967,4.30422284,0.55412269,0.94690323,1.43864976,1.47786997,0.00829729,0.69749877,0.05870249,0.62782306
-4.67333667,4.46078915,0.53111522,0.95938175,1.49106920,1.57236210,0.00904185,0.74353624,0.05963706,0.62311960
-4.66733367,4.65167708,0.51017099,0.98223269,1.54800230,1.68132032,0.00987094,0.79421943,0.06083008,0.62208973
-4.66133067,4.87755862,0.49121330,1.01549170,1.60957569,1.80525972,0.01078182,0.84972060,0.06226870,0.62469582
-4.65532766,5.13890555,0.47415417,1.05919950,1.67590052,1.94456838,0.01176966,0.91017718,0.06393853,0.63086546
-4.64932466,5.43592738,0.45889941,1.11338007,1.74705538,2.09948351,0.01282739,0.97567898,0.06582360,0.64049254
-4.64332166,5.76850292,0.44535225,1.17801474,1.82306628,2.27006736,0.01394559,1.04625516,0.06790632,0.65343739
