energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.72386193,6.46063586,-3.10241265,0.03652892,-0.02031415,1.00873559,-0.15389802,1.54428190,-0.17055387,1.47418162,-0.18325619,0.17321649,-0.04428980,1.50714526,-1.10209651,0.56507795,-0.12915510,0.39138190,-0.47294274
-5.71785893,6.53244771,-2.95989138,0.03692544,-0.01987671,1.00905406,-0.14743241,1.57517634,-0.16136352,1.47231146,-0.17601826,0.17496536,-0.04216514,1.54855340,-1.05216133,0.58591598,-0.12501942,0.39471963,-0.44940221
-5.71185593,6.58823075,-2.81084068,0.03720249,-0.01932567,1.00623689,-0.14057104,1.60353236,-0.15211071,1.46578736,-0.16826783,0.17601483,-0.04001088,1.58767763,-0.99980819,0.60683044,-0.12047037,0.39711668,-0.42515352
-5.70585293,6.62719719,-2.65645685,0.03735254,-0.01867096,1.00030631,-0.13338533,1.62905014,-0.14285532,1.45467909,-0.16007143,0.17632618,-0.03783200,1.62408039,-0.94546679,0.62768392,-0.11555384,0.39847475,-0.40035064
-5.69984992,6.64862543,-2.49813447,0.03736960,-0.01792498,0.99130612,-0.12595946,1.65139921,-0.13367199,1.43909534,-0.15151130,0.17587045,-0.03563738,1.65730409,-0.88963864,0.64829778,-0.11033356,0.39870528,-0.37517284
-5.69384692,6.65188577,-2.33742694,0.03724968,-0.01710225,0.97930467,-0.11838860,1.67022856,-0.12464858,1.41918692,-0.14268318,0.17463013,-0.03343959,1.68687901,-0.83288301,0.66845334,-0.10488968,0.39773188,-0.34981902
-5.68784392,6.63647249,-2.17600370,0.03699112,-0.01621906,0.96439827,-0.11077699,1.68518023,-0.11588465,1.39515046,-0.13369376,0.17260064,-0.03125450,1.71233444,-0.77580148,0.68789578,-0.09931707,0.39549290,-0.32450141
-5.68184092,6.60204082,-2.01560627,0.03659490,-0.01529299,0.94671472,-0.10323619,1.69590591,-0.10749013,1.36723222,-0.12465798,0.16979149,-0.02910088,1.73321247,-0.71902219,0.70634036,-0.09372352,0.39194417,-0.29943908
-5.67583792,6.54844650,-1.85800529,0.03606494,-0.01434252,0.92641673,-0.09588327,1.70208560,-0.09958433,1.33573152,-0.11569631,0.16622704,-0.02699989,1.74908418,-0.66318423,0.72348118,-0.08822797,0.38706149,-0.27485145
-5.66983492,6.47578568,-1.70496067,0.03540823,-0.01338661,0.90370490,-0.08883943,1.70344783,-0.09229519,1.30100358,-0.10693213,0.16194677,-0.02497458,1.75956739,-0.60892324,0.73900201,-0.08295876,0.38084283,-0.25095220
-5.66383192,6.38443278,-1.55818650,0.03463495,-0.01244427,0.87882002,-0.08222881,1.69979018,-0.08575909,1.26346131,-0.09848947,0.15700507,-0.02304934,1.76434519,-0.55685855,0.75258885,-0.07805208,0.37331004,-0.22794370
-5.65782891,6.27507373,-1.41932205,0.03375841,-0.01153426,0.85204429,-0.07617772,1.69099913,-0.08012091,1.22357563,-0.09049093,0.15147049,-0.02124950,1.76318445,-0.50758249,0.76394365,-0.07365065,0.36450984,-0.20601242
-5.65182591,6.14873223,-1.28990977,0.03279500,-0.01067476,0.82370146,-0.07081426,1.67706815,-0.07553460,1.18187429,-0.08305619,0.14542453,-0.01960087,1.75595323,-0.46165213,0.77279856,-0.06990253,0.35451410,-0.18532521
-5.64582291,6.00678698,-1.17138062,0.03176393,-0.00988313,0.79415550,-0.06626838,1.65811297,-0.07216404,1.13893875,-0.07630087,0.13895988,-0.01812944,1.74263604,-0.41958355,0.77892990,-0.06696032,0.34341923,-0.16602664
-5.63981991,5.85097789,-1.06504653,0.03068690,-0.00917570,0.76380783,-0.06267225,1.63438290,-0.07018422,1.09539913,-0.07033589,0.13217836,-0.01686110,1.72334627,-0.38184861,0.78217123,-0.06498040,0.33134483,-0.14823752
-5.63381691,5.68339998,-0.97209952,0.02958773,-0.00856767,0.73309295,-0.06016094,1.60626754,-0.06978243,1.05192709,-0.06526733,0.12518851,-0.01582145,1.69833451,-0.34887403,0.78242468,-0.06412238,0.31843146,-0.13205433
-5.62781391,5.50648394,-0.89361627,0.02849185,-0.00807293,0.70247263,-0.05887329,1.57429804,-0.07115952,1.00922674,-0.06119649,0.11810289,-0.01503571,1.66799245,-0.32104237,0.77966988,-0.06454852,0.30483765,-0.11754972
-5.62181091,5.32296301,-0.83056700,0.02742577,-0.00770408,0.67242850,-0.05895287,1.53914244,-0.07453094,0.96802361,-0.05822045,0.11103539,-0.01452860,1.63285149,-0.29869440,0.77396982,-0.06642313,0.29073635,-0.10477364
-5.61580790,5.13582613,-0.78382704,0.02641648,-0.00747230,0.64345334,-0.06054894,1.50159508,-0.08012733,0.92905185,-0.05643263,0.10409838,-0.01432433,1.59357591,-0.28213253,0.76547344,-0.06991172,0.27631077,-0.09375527
-5.60980490,4.94825841,-0.75418935,0.02549082,-0.00738738,0.61604126,-0.06381706,1.46255986,-0.08819461,0.89303995,-0.05592354,0.09740000,-0.01444648,1.55095044,-0.27162438,0.75441428,-0.07517983,0.26174992,-0.08450521
-5.60380190,4.76356992,-0.74237654,0.02467486,-0.00745762,0.59067684,-0.06891958,1.42302797,-0.09899328,0.86069517,-0.05678138,0.09104165,-0.01491800,1.50586241,-0.26740629,0.74110547,-0.08239146,0.24724388,-0.07701796
-5.59779890,4.58511487,-0.74905061,0.02399324,-0.00768976,0.56782368,-0.07602547,1.38405052,-0.11279675,0.83268713,-0.05909257,0.08511559,-0.01576097,1.45927901,-0.26968591,0.72593091,-0.09170699,0.23297904,-0.07127452
-5.59179590,4.41620354,-0.77481928,0.02346855,-0.00808895,0.54791253,-0.08530966,1.34670703,-0.12988870,0.80963101,-0.06294193,0.07970292,-0.01699650,1.41222025,-0.27864378,0.70933308,-0.10328045,0.21913343,-0.06724465
-5.58579290,4.26000965,-0.82023778,0.02312075,-0.00865856,0.53132955,-0.09695171,1.31207083,-0.15055928,0.79207072,-0.06841253,0.07487192,-0.01864432,1.36572862,-0.29443320,0.69179790,-0.11725628,0.20587234,-0.06488911
-5.57978989,4.11947667,-0.88580531,0.02296664,-0.00940010,0.51840480,-0.11113364,1.28117277,-0.17510012,0.78046269,-0.07558511,0.07067667,-0.02072246,1.32083655,-0.31717852,0.67383730,-0.13376547,0.19334424,-0.06416131
-5.57378689,3.99722614,-0.97195601,0.02301939,-0.01031301,0.50940169,-0.12803703,1.25496441,-0.20379822,0.77516086,-0.08453706,0.06715608,-0.02324670,1.27853303,-0.34697152,0.65597030,-0.15292121,0.18167731,-0.06500863
-5.56778389,3.89547186,-1.07904429,0.02328812,-0.01139449,0.50450745,-0.14783929,1.23428246,-0.23692871,0.77640336,-0.09534087,0.06433336,-0.02623000,1.23973058,-0.38386623,0.63870346,-0.17481411,0.17097646,-0.06737326
-5.56178089,3.81594345,-1.20732509,0.02377766,-0.01263934,0.50382538,-0.17070915,1.21981570,-0.27474683,0.78430162,-0.10806213,0.06221584,-0.02968181,1.20523412,-0.42787208,0.62251153,-0.19950724,0.16132117,-0.07119255
-5.55577789,3.75982246,-1.35692978,0.02448831,-0.01403976,0.50736888,-0.19680152,1.21207601,-0.31747898,0.79883239,-0.12275714,0.06079510,-0.03360732,1.17571303,-0.47894603,0.60781931,-0.22703107,0.15276397,-0.07639894
-5.54977489,3.72769438,-1.52783875,0.02541582,-0.01558519,0.51505797,-0.22625163,1.21137469,-0.36531346,0.81983333,-0.13947005,0.06004756,-0.03800674,1.15167766,-0.53698390,0.59498548,-0.25737860,0.14532973,-0.08291956
-5.54377189,3.71951887,-1.71985199,0.02655139,-0.01726231,0.52671828,-0.25916887,1.21780533,-0.41839091,0.84700242,-0.15822983,0.05993536,-0.04287446,1.13346127,-0.60181150,0.58428916,-0.29050089,0.13901585,-0.09067555
-5.53776888,3.73462025,-1.93255922,0.02788194,-0.01905489,0.54208291,-0.29563018,1.23123407,-0.47679491,0.87990171,-0.17904692,0.06040751,-0.04819838,1.12120848,-0.67317610,0.57591980,-0.32630322,0.13379307,-0.09958128
-5.53176588,3.77169949,-2.16531097,0.02939034,-0.02094395,0.56079713,-0.33567350,1.25129788,-0.54054307,0.91796547,-0.20190997,0.06140140,-0.05395928,1.11487057,-0.75073876,0.56997100,-0.36464215,0.12960720,-0.10954341
-5.52576288,3.82886782,-2.41719226,0.03105591,-0.02290789,0.58242609,-0.37929123,1.27741133,-0.60957881,0.96051271,-0.22678242,0.06284452,-0.06013020,1.11420816,-0.83406810,0.56643823,-0.40532358,0.12638145,-0.12046017
-5.51975988,3.90370164,-2.68700036,0.03285495,-0.02492271,0.60646521,-0.42642407,1.30878157,-0.68376429,1.00676394,-0.25359948,0.06465638,-0.06667617,1.11880104,-0.92263598,0.56522086,-0.44810212,0.12401951,-0.13222066
-5.51375688,3.99331696,-2.97322802,0.03476141,-0.02696243,0.63235319,-0.47695544,1.34443149,-0.76287471,1.05586166,-0.28226528,0.06675062,-0.07355396,1.12806507,-1.01581547,0.56612813,-0.49268171,0.12240904,-0.14470451
-5.50775388,4.09446113,-3.27405330,0.03674761,-0.02899950,0.65948710,-0.53070669,1.38323012,-0.84659423,1.10689388,-0.31265051,0.06903730,-0.08071214,1.14127523,-1.11288152,0.56888891,-0.53871771,0.12142568,-0.15778183
-5.50175088,4.20361850,-3.58733702,0.03878497,-0.03100541,0.68723925,-0.58743338,1.42392938,-0.93451359,1.15892007,-0.34459066,0.07142519,-0.08809131,1.15759418,-1.21301437,0.57316466,-0.58582039,0.12093735,-0.17131347
-5.49574787,4.31712603,-3.91062856,0.04084488,-0.03295130,0.71497501,-0.64682282,1.46520587,-1.02612983,1.21099819,-0.37788497,0.07382410,-0.09562463,1.17610496,-1.31530594,0.57856510,-0.63355976,0.12080867,-0.18515181
-5.48974487,4.43129446,-4.24118039,0.04289939,-0.03480868,0.74207119,-0.70849300,1.50570609,-1.12084786,1.26221205,-0.41229619,0.07614716,-0.10323858,1.19584662,-1.41876912,0.58466573,-0.68147162,0.12090543,-0.19914186
-5.48374187,4.54253019,-4.57597162,0.04492197,-0.03655010,0.76793395,-0.77199328,1.54409357,-1.21798417,1.31169758,-0.44755130,0.07831305,-0.11085396,1.21585128,-1.52234978,0.59102658,-0.72906478,0.12109893,-0.21312277
-5.47773887,4.64745284,-4.91174033,0.04688812,-0.03814995,0.79201589,-0.83680683,1.57909588,-1.31677248,1.35866694,-0.48334321,0.08024793,-0.11838710,1.23518107,-1.62494129,0.59721116,-0.77582908,0.12126998,-0.22692974
-5.47173587,4.74300393,-5.24502460,0.04877590,-0.03958512,0.81383121,-0.90235492,1.60954991,-1.41637142,1.40242951,-0.51933362,0.08188723,-0.12575134,1.25296356,-1.72540127,0.60280495,-0.82124413,0.12131256,-0.24039622
-5.46573287,4.82654226,-5.57221137,0.05056631,-0.04083565,0.83296873,-0.96800332,1.63444353,-1.51587398,1.44240854,-0.55515691,0.08317707,-0.13285861,1.26842407,-1.82257004,0.60743259,-0.86478851,0.12113688,-0.25335639
-5.45972986,4.89592213,-5.88959258,0.05224350,-0.04188534,0.84910192,-1.03307062,1.65295213,-1.61431882,1.47815311,-0.59042533,0.08407538,-0.13962121,1.28091388,-1.91529053,0.61077307,-0.90594908,0.12067183,-0.26564776
-5.45372686,4.94955177,-6.19342745,0.05379484,-0.04272217,0.86199579,-1.09683855,1.66446851,-1.71070304,1.50934460,-0.62473511,0.08455258,-0.14595365,1.28993300,-2.00242895,0.61257240,-0.94423036,0.11986670,-0.27711402
-5.44772386,4.98642971,-6.48000975,0.05521082,-0.04333867,0.87151020,-1.15856416,1.66862516,-1.80399659,1.53579769,-0.65767381,0.08459189,-0.15177454,1.29514689,-2.08289590,0.61265321,-0.97916359,0.11869218,-0.28760779
-5.44172086,5.00615843,-6.74573869,0.05648484,-0.04373213,0.87759977,-1.21749365,1.66530804,-1.89315790,1.55745595,-0.68882847,0.08418922,-0.15700850,1.29639660,-2.15566733,0.61092111,-1.01031533,0.11714051,-0.29699344
-5.43571786,5.00893532,-6.98719180,0.05761280,-0.04390465,0.88031031,-1.27287771,1.65466148,-1.97715058,1.57438234,-0.71779455,0.08335264,-0.16158799,1.29370201,-2.21980488,0.60736754,-1.03729555,0.11522492,-0.30514975
-5.42971486,4.99552225,-7.20119811,0.05859267,-0.04386308,0.87977211,-1.32398780,1.63708410,-2.05496124,1.58674548,-0.74418548,0.08210149,-0.16545501,1.28725837,-2.27447512,0.60206925,-1.05976484,0.11297833,-0.31197240
-5.42371186,4.96719574,-7.38490987,0.05942396,-0.04361884,0.87619063,-1.37013322,1.61321615,-2.12561779,1.59480242,-0.76764241,0.08046517,-0.16856266,1.27742646,-2.31896726,0.59518447,-1.07744083,0.11045144,-0.31737622
-5.41770885,4.92568086,-7.53587055,0.06010713,-0.04318750,0.86983488,-1.41067830,1.58391872,-2.18820830,1.59887901,-0.78784391,0.07848171,-0.17087647,1.26471690,-2.35270883,0.58694606,-1.09010365,0.10771018,-0.32129709
-5.41170585,4.87307213,-7.65207747,0.06064314,-0.04258843,0.86102438,-1.44505919,1.55024600,-2.24189988,1.59934913,-0.80451538,0.07619605,-0.17237546,1.24976961,-2.37527902,0.57765215,-1.09760032,0.10483279,-0.32369353
-5.40570285,4.81174549,-7.73203654,0.06103289,-0.04184420,0.85011517,-1.47279974,1.51341145,-2.28595731,1.59661372,-0.81743759,0.07365828,-0.17305289,1.23332923,-2.38641922,0.56765458,-1.09984806,0.10190657,-0.32454776
-5.39969985,4.74426524,-7.77480753,0.06127687,-0.04097997,0.83748564,-1.49352577,1.47474946,-2.31976079,1.59108095,-0.82645419,0.07092187,-0.17291662,1.21621755,-2.38604056,0.55734580,-1.09683644,0.09902438,-0.32386636
-5.39369685,4.67328987,-7.78003768,0.06137485,-0.04002288,0.82352273,-1.50697721,1.43567375,-2.34282261,1.58314831,-0.83147769,0.06804184,-0.17198918,1.19930425,-2.37422804,0.54714471,-1.08862832,0.09628115,-0.32168039
-5.38769385,4.60148050,-7.74798212,0.06132576,-0.03900129,0.80860908,-1.51301751,1.39763407,-2.35480190,1.57318751,-0.83249362,0.06507310,-0.17030740,1.18347686,-2.35124116,0.53748197,-1.07535959,0.09377038,-0.31804491
-5.38169085,4.53141510,-7.67950988,0.06112765,-0.03794412,0.79311163,-1.51163986,1.36207250,-2.35551709,1.56153278,-0.82956266,0.06206897,-0.16792163,1.16961107,-2.31751090,0.52878548,-1.05723761,0.09158087,-0.31303804
-5.37568784,4.46551105,-7.57609437,0.06077781,-0.03688015,0.77737185,-1.50296979,1.33038082,-2.34495544,1.54847277,-0.82282046,0.05907987,-0.16489467,1.15854236,-2.27363291,0.52146619,-1.03453844,0.08979366,-0.30675931
-5.36968484,4.40595819,-7.43978816,0.06027306,-0.03583735,0.76169804,-1.48726401,1.30386010,-2.32327916,1.53424623,-0.81247512,0.05615226,-0.16130019,1.15103974,-2.22035718,0.51590504,-1.00760267,0.08847936,-0.29932760
-5.36368184,4.35466358,-7.27318212,0.05961005,-0.03484227,0.74635956,-1.46490521,1.28368354,-2.29082771,1.51904122,-0.79880226,0.05332786,-0.15722105,1.14778231,-2.15857404,0.51244107,-0.97683019,0.08769590,-0.29087848
-5.35767884,4.31320871,-7.07934966,0.05878572,-0.03391942,0.73158307,-1.43639314,1.27086351,-2.24811583,1.50299753,-0.78213789,0.05064312,-0.15274714,1.14933929,-2.08929709,0.51136120,-0.94267362,0.08748670,-0.28156118
-5.35167584,4.28281938,-6.86177757,0.05779778,-0.03309081,0.71755067,-1.40233190,1.26622360,-2.19582717,1.48621177,-0.76286920,0.04812895,-0.14797319,1.15615367,-2.01364319,0.51289179,-0.90563070,0.08787943,-0.27153506
-5.34567284,4.26434790,-6.62428537,0.05664522,-0.03237548,0.70439967,-1.36341412,1.27037602,-2.13480347,1.46874438,-0.74142362,0.04581067,-0.14299634,1.16853014,-1.93281007,0.51719218,-0.86623575,0.08888515,-0.26096594
