energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.61580790,1.50749673,0.40033278,0.51232478,0.00001925,0.01785954,0.12944051,0.29128965,0.00025402,0.91543520
-5.60980490,1.46809943,0.38558949,0.49582810,0.00002056,0.01843463,0.12886014,0.29291875,0.00021348,0.88108249
-5.60380190,1.43084615,0.37196363,0.47965810,0.00002195,0.01911737,0.12896910,0.29474461,0.00018102,0.84825406
-5.59779890,1.39564949,0.35946363,0.46387038,0.00002339,0.01989886,0.12971511,0.29662106,0.00015539,0.81702020
-5.59179590,1.36243581,0.34810073,0.44852704,0.00002484,0.02076995,0.13104134,0.29840343,0.00013546,0.78746182
-5.58579290,1.33115725,0.33789126,0.43369882,0.00002627,0.02172153,0.13288861,0.29995447,0.00012022,0.75967435
-5.57978989,1.30180198,0.32885826,0.41946652,0.00002765,0.02274470,0.13519763,0.30115017,0.00010882,0.73377030
-5.57378689,1.27440213,0.32103246,0.40592184,0.00002897,0.02383106,0.13791112,0.30188497,0.00010053,0.70988032
-5.56778389,1.24903924,0.31445243,0.39316735,0.00003021,0.02497290,0.14097573,0.30207644,0.00009472,0.68815287
-5.56178089,1.22584703,0.30916425,0.38131584,0.00003135,0.02616341,0.14434373,0.30166900,0.00009089,0.66875253
-5.55577789,1.20501124,0.30522046,0.37048882,0.00003240,0.02739686,0.14797451,0.30063657,0.00008863,0.65185713
-5.54977489,1.18676680,0.30267858,0.36081446,0.00003335,0.02866876,0.15183565,0.29898398,0.00008760,0.63765370
-5.54377189,1.17139214,0.30159912,0.35242481,0.00003420,0.02997598,0.15590363,0.29674710,0.00008757,0.62633361
-5.53776888,1.15920091,0.30204319,0.34545266,0.00003496,0.03131680,0.16016415,0.29399161,0.00008833,0.61808693
-5.53176588,1.15053140,0.30406990,0.34002783,0.00003565,0.03269094,0.16461198,0.29081032,0.00008976,0.61309625
-5.52576288,1.14573380,0.30773336,0.33627330,0.00003628,0.03409949,0.16925030,0.28731939,0.00009176,0.61153017
-5.51975988,1.14515584,0.31307961,0.33430112,0.00003687,0.03554475,0.17408959,0.28365331,0.00009428,0.61353660
-5.51375688,1.14912719,0.32014339,0.33420821,0.00003745,0.03703003,0.17914611,0.27995900,0.00009728,0.61923598
-5.50775388,1.15794299,0.32894486,0.33607234,0.00003803,0.03855935,0.18443988,0.27638923,0.00010076,0.62871472
-5.50175088,1.17184733,0.33948629,0.33994818,0.00003863,0.04013704,0.18999239,0.27309566,0.00010470,0.64201888
-5.49574787,1.19101702,0.35174897,0.34586370,0.00003928,0.04176727,0.19582399,0.27022188,0.00010911,0.65914825
-5.48974487,1.21554634,0.36569024,0.35381699,0.00003999,0.04345360,0.20195120,0.26789656,0.00011397,0.68005113
-5.48374187,1.24543349,0.38124087,0.36377359,0.00004077,0.04519834,0.20838392,0.26622740,0.00011927,0.70461976
-5.47773887,1.28056916,0.39830282,0.37566444,0.00004164,0.04700208,0.21512275,0.26529579,0.00012500,0.73268680
-5.47173587,1.32072801,0.41674769,0.38938456,0.00004258,0.04886309,0.22215665,0.26515278,0.00013109,0.76402276
-5.46573287,1.36556338,0.43641571,0.40479257,0.00004361,0.05077686,0.22946085,0.26581633,0.00013751,0.79833489
-5.45972986,1.41460584,0.45711562,0.42171113,0.00004470,0.05273566,0.23699536,0.26727017,0.00014417,0.83526735
-5.45372686,1.46726571,0.47862551,0.43992820,0.00004584,0.05472828,0.24470411,0.26946428,0.00015098,0.87440310
-5.44772386,1.52283993,0.50069455,0.45919951,0.00004702,0.05673984,0.25251474,0.27231696,0.00015784,0.91526744
-5.44172086,1.58052323,0.52304587,0.47925181,0.00004819,0.05875178,0.26033926,0.27571857,0.00016464,0.95733337
-5.43571786,1.63942344,0.54538055,0.49978725,0.00004934,0.06074210,0.26807543,0.27953661,0.00017126,1.00002876
-5.42971486,1.69858074,0.56738258,0.52048863,0.00005042,0.06268567,0.27560896,0.28362210,0.00017757,1.04274534
-5.42371186,1.75699033,0.58872486,0.54102550,0.00005140,0.06455482,0.28281647,0.28781688,0.00018345,1.08484935
-5.41770885,1.81362787,0.60907606,0.56106093,0.00005225,0.06632004,0.28956906,0.29196163,0.00018881,1.12569371
-5.41170585,1.86747703,0.62810816,0.58025884,0.00005293,0.06795089,0.29573642,0.29590408,0.00019355,1.16463138
-5.40570285,1.91755806,0.64550440,0.59829169,0.00005342,0.06941696,0.30119132,0.29950735,0.00019760,1.20102964
-5.39969985,1.96295654,0.66096753,0.61484824,0.00005369,0.07068897,0.30581421,0.30265770,0.00020093,1.23428483
-5.39369685,2.00285124,0.67422780,0.62964112,0.00005372,0.07173984,0.30949790,0.30527169,0.00020353,1.26383697
-5.38769385,2.03653986,0.68505073,0.64241407,0.00005350,0.07254583,0.31215195,0.30730220,0.00020544,1.28918397
-5.38169085,2.06346178,0.69324393,0.65294841,0.00005302,0.07308752,0.31370660,0.30874313,0.00020672,1.30989464
-5.37568784,2.08321678,0.69866307,0.66106862,0.00005230,0.07335069,0.31411615,0.30963261,0.00020750,1.32562008
-5.36968484,2.09557881,0.70121637,0.66664668,0.00005135,0.07332709,0.31336148,0.31005442,0.00020792,1.33610297
-5.36368184,2.10050418,0.70086764,0.66960508,0.00005018,0.07301492,0.31145165,0.31013772,0.00020817,1.34118416
-5.35767884,2.09813368,0.69763748,0.66991821,0.00004883,0.07241909,0.30842444,0.31005481,0.00020850,1.34080644
-5.35167584,2.08878827,0.69160277,0.66761225,0.00004733,0.07155127,0.30434584,0.31001720,0.00020915,1.33501502
-5.34567284,2.07295850,0.68289411,0.66276323,0.00004571,0.07042960,0.29930836,0.31026985,0.00021042,1.32395476
-5.33966983,2.05128768,0.67169163,0.65549362,0.00004403,0.06907819,0.29342836,0.31108399,0.00021259,1.30786411
-5.33366683,2.02454952,0.65821898,0.64596736,0.00004233,0.06752633,0.28684235,0.31274836,0.00021597,1.28706605
-5.32766383,1.99362090,0.64273596,0.63438359,0.00004065,0.06580754,0.27970249,0.31555950,0.00022088,1.26195627
-5.32166083,1.95945076,0.62553000,0.62096932,0.00003904,0.06395840,0.27217141,0.31981107,0.00022758,1.23298915
-5.31565783,1.92302629,0.60690678,0.60597140,0.00003755,0.06201728,0.26441669,0.32578269,0.00023636,1.20066212
-5.30965483,1.88533779,0.58718052,0.58964804,0.00003621,0.06002303,0.25660495,0.33372854,0.00024743,1.16549911
-5.30365183,1.84734343,0.56666428,0.57226030,0.00003506,0.05801361,0.24889620,0.34386616,0.00026099,1.12803370
-5.29764882,1.80993550,0.54566056,0.55406392,0.00003412,0.05602484,0.24143824,0.35636572,0.00027714,1.08879296
-5.29164582,1.77390935,0.52445289,0.53530187,0.00003341,0.05408919,0.23436178,0.37134031,0.00029595,1.04828236
-5.28564282,1.73993641,0.50329839,0.51619777,0.00003295,0.05223480,0.22777609,0.38883739,0.00031741,1.00697266
-5.27963982,1.70854218,0.48242182,0.49695070,0.00003273,0.05048465,0.22176565,0.40883198,0.00034142,0.96528915
-5.27363682,1.68009031,0.46201124,0.47773128,0.00003276,0.04885597,0.21638772,0.43122174,0.00036781,0.92360364
-5.26763382,1.65477309,0.44221541,0.45867939,0.00003303,0.04735992,0.21167112,0.45582435,0.00039632,0.88222942
-5.26163082,1.63260894,0.42314285,0.43990342,0.00003350,0.04600151,0.20761599,0.48237735,0.00042662,0.84141930
-5.25562781,1.61344667,0.40486270,0.42148101,0.00003415,0.04477975,0.20419480,0.51054062,0.00045830,0.80136652
-5.24962481,1.59697642,0.38740706,0.40346113,0.00003496,0.04368806,0.20135429,0.53990157,0.00049087,0.76220830
-5.24362181,1.58274669,0.37077463,0.38586740,0.00003588,0.04271490,0.19901844,0.56998302,0.00052380,0.72403168
-5.23761881,1.57018654,0.35493551,0.36870223,0.00003687,0.04184453,0.19709220,0.60025366,0.00055650,0.68688111
-5.23161581,1.55863210,0.33983669,0.35195169,0.00003788,0.04105790,0.19546580,0.63014075,0.00058836,0.65076716
-5.22561281,1.54735614,0.32540803,0.33559063,0.00003888,0.04033367,0.19401953,0.65904492,0.00061875,0.61567595
-5.21960980,1.53559944,0.31156835,0.31958788,0.00003982,0.03964922,0.19262874,0.68635638,0.00064705,0.58157852
-5.21360680,1.52260261,0.29823141,0.30391116,0.00004065,0.03898169,0.19116879,0.71147215,0.00067264,0.54843973
-5.20760380,1.50763709,0.28531145,0.28853154,0.00004134,0.03830896,0.18951988,0.73381374,0.00069498,0.51622618
-5.20160080,1.49003417,0.27272808,0.27342715,0.00004185,0.03761049,0.18757147,0.75284441,0.00071354,0.48491287
-5.19559780,1.46921075,0.26041040,0.25858613,0.00004216,0.03686818,0.18522611,0.76808561,0.00072791,0.45448820
-5.18959480,1.44469112,0.24830021,0.24400856,0.00004224,0.03606692,0.18240273,0.77913176,0.00073773,0.42495737
-5.18359180,1.41612385,0.23635420,0.22970750,0.00004208,0.03519510,0.17903901,0.78566286,0.00074275,0.39634398
-5.17758879,1.38329337,0.22454525,0.21570912,0.00004167,0.03424493,0.17509306,0.78745430,0.00074283,0.36869007
-5.17158579,1.34612603,0.21286273,0.20205188,0.00004101,0.03321254,0.17054421,0.78438366,0.00073793,0.34205458
-5.16558279,1.30469050,0.20131199,0.18878507,0.00004009,0.03209799,0.16539288,0.77643401,0.00072813,0.31651074
-5.15957979,1.25919277,0.18991310,0.17596668,0.00003895,0.03090508,0.15965983,0.76369366,0.00071359,0.29214230
-5.15357679,1.20996623,0.17869898,0.16366079,0.00003758,0.02964101,0.15338457,0.74635250,0.00069460,0.26903925
-5.14757379,1.15745732,0.16771306,0.15193478,0.00003602,0.02831599,0.14662320,0.72469489,0.00067152,0.24729316
-5.14157079,1.10220763,0.15700661,0.14085624,0.00003429,0.02694273,0.13944580,0.69908970,0.00064478,0.22699232
-5.13556778,1.04483320,0.14663594,0.13049007,0.00003242,0.02553580,0.13193343,0.66997769,0.00061489,0.20821721
-5.12956478,0.98600205,0.13665947,0.12089551,0.00003045,0.02411106,0.12417491,0.63785708,0.00058238,0.19103624
-5.12356178,0.92641080,0.12713491,0.11212365,0.00002839,0.02268501,0.11626355,0.60326766,0.00054782,0.17550207
-5.11755878,0.86676140,0.11811667,0.10421508,0.00002630,0.02127416,0.10829396,0.56677436,0.00051179,0.16164857
-5.11155578,0.80773885,0.10965342,0.09719805,0.00002418,0.01989448,0.10035897,0.52895075,0.00047486,0.14948857
-5.10555278,0.74999066,0.10178608,0.09108707,0.00002209,0.01856082,0.09254690,0.49036328,0.00043759,0.13901232
-5.09954977,0.69410871,0.09454613,0.08588192,0.00002003,0.01728646,0.08493911,0.45155670,0.00040048,0.13018671
-5.09354677,0.64061419,0.08795434,0.08156724,0.00001804,0.01608277,0.07760812,0.41304121,0.00036402,0.12295534
-5.08754377,0.58994578,0.08201998,0.07811249,0.00001614,0.01495887,0.07061600,0.37528173,0.00032862,0.11723915
-5.08154077,0.54245153,0.07674044,0.07547246,0.00001433,0.01392148,0.06401345,0.33868945,0.00029463,0.11293782
-5.07553777,0.49838436,0.07210121,0.07358816,0.00001264,0.01297482,0.05783920,0.30361590,0.00026236,0.10993169
-5.06953477,0.45790112,0.06807643,0.07238815,0.00001107,0.01212062,0.05211992,0.27034949,0.00023202,0.10808418
-5.06353177,0.42106510,0.06462964,0.07179017,0.00000963,0.01135817,0.04687061,0.23911443,0.00020379,0.10724471
-5.05752876,0.38785148,0.06171502,0.07170317,0.00000832,0.01068455,0.04209523,0.21007178,0.00017778,0.10725191
-5.05152576,0.35815548,0.05927877,0.07202950,0.00000714,0.01009486,0.03778774,0.18332245,0.00015402,0.10793715
-5.04552276,0.33180253,0.05726087,0.07266731,0.00000608,0.00958246,0.03393331,0.15891176,0.00013253,0.10912825
-5.03951976,0.30856013,0.05559686,0.07351314,0.00000514,0.00913939,0.03050971,0.13683522,0.00011326,0.11065328
-5.03351676,0.28815057,0.05421979,0.07446448,0.00000432,0.00875668,0.02748881,0.11704508,0.00009613,0.11234434
-5.02751376,0.27026422,0.05306223,0.07542230,0.00000360,0.00842473,0.02483807,0.09945751,0.00008103,0.11404128
-5.02151076,0.25457260,0.05205814,0.07629351,0.00000299,0.00813370,0.02252206,0.08395977,0.00006784,0.11559514
-5.01550775,0.24074101,0.05114469,0.07699317,0.00000246,0.00787384,0.02050381,0.07041731,0.00005641,0.11687136
-5.00950475,0.22844000,0.05026390,0.07744652,0.00000201,0.00763581,0.01874614,0.05868053,0.00004658,0.11775251
-5.00350175,0.21735566,0.04936402,0.07759057,0.00000163,0.00741099,0.01721272,0.04859086,0.00003821,0.11814049
-4.99749875,0.20719812,0.04840071,0.07737535,0.00000131,0.00719169,0.01586907,0.03998619,0.00003112,0.11795824
-4.99149575,0.19770835,0.04733780,0.07676478,0.00000105,0.00697132,0.01468325,0.03270551,0.00002518,0.11715071
-4.98549275,0.18866308,0.04614787,0.07573696,0.00000083,0.00674453,0.01362644,0.02659263,0.00002023,0.11568523
-4.97948974,0.17987782,0.04481236,0.07428408,0.00000066,0.00650729,0.01267334,0.02149923,0.00001615,0.11355112
-4.97348674,0.17120801,0.04332145,0.07241193,0.00000052,0.00625686,0.01180228,0.01728696,0.00001281,0.11075875
-4.96748374,0.16254862,0.04167366,0.07013883,0.00000040,0.00599180,0.01099531,0.01382895,0.00001009,0.10733786
-4.96148074,0.15383218,0.03987508,0.06749435,0.00000031,0.00571182,0.01023805,0.01101060,0.00000790,0.10333546
-4.95547774,0.14502567,0.03793853,0.06451767,0.00000024,0.00541773,0.00951951,0.00872994,0.00000616,0.09881322
-4.94947474,0.13612640,0.03588246,0.06125569,0.00000018,0.00511126,0.00883172,0.00689746,0.00000478,0.09384455
-4.94347174,0.12715733,0.03372973,0.05776105,0.00000014,0.00479487,0.00816939,0.00543569,0.00000371,0.08851150
-4.93746873,0.11816187,0.03150644,0.05409005,0.00000010,0.00447161,0.00752950,0.00427846,0.00000289,0.08290161
-4.93146573,0.10919879,0.02924067,0.05030064,0.00000008,0.00414491,0.00691084,0.00337010,0.00000228,0.07710473
-4.92546273,0.10033708,0.02696132,0.04645051,0.00000006,0.00381843,0.00631364,0.00266452,0.00000185,0.07121013
-4.91945973,0.09165129,0.02469706,0.04259535,0.00000004,0.00349593,0.00573914,0.00212423,0.00000158,0.06530383
-4.91345673,0.08321744,0.02247542,0.03878739,0.00000003,0.00318105,0.00518924,0.00171951,0.00000145,0.05946631
-4.90745373,0.07510950,0.02032205,0.03507412,0.00000002,0.00287732,0.00466619,0.00142753,0.00000145,0.05377064
-4.90145073,0.06739675,0.01826016,0.03149746,0.00000002,0.00258798,0.00417232,0.00123167,0.00000159,0.04828107
-4.89544772,0.06014182,0.01631018,0.02809312,0.00000001,0.00231601,0.00370988,0.00112094,0.00000189,0.04305215
-4.88944472,0.05339966,0.01448962,0.02489033,0.00000001,0.00206406,0.00328084,0.00108949,0.00000235,0.03812824
-4.88344172,0.04721716,0.01281306,0.02191186,0.00000001,0.00183449,0.00288683,0.00113632,0.00000303,0.03354355
-4.87743872,0.04163357,0.01129242,0.01917427,0.00000000,0.00162940,0.00252912,0.00126512,0.00000395,0.02932244
-4.87143572,0.03668144,0.00993723,0.01668839,0.00000000,0.00145070,0.00220859,0.00148416,0.00000518,0.02548021
-4.86543272,0.03238811,0.00875518,0.01446000,0.00000000,0.00130018,0.00192576,0.00180642,0.00000680,0.02202406
-4.85942971,0.02877755,0.00775258,0.01249063,0.00000000,0.00117962,0.00168091,0.00224973,0.00000888,0.01895422
-4.85342671,0.02587246,0.00693504,0.01077837,0.00000000,0.00109087,0.00147413,0.00283697,0.00001155,0.01626530
-4.84742371,0.02369649,0.00630805,0.00931885,0.00000000,0.00103598,0.00130541,0.00359637,0.00001492,0.01394757
-4.84142071,0.02227638,0.00587759,0.00810607,0.00000000,0.00101728,0.00117479,0.00456175,0.00001916,0.01198834
-4.83541771,0.02164405,0.00565072,0.00713325,0.00000000,0.00103751,0.00108242,0.00577283,0.00002443,0.01037318
-4.82941471,0.02183840,0.00563606,0.00639364,0.00000000,0.00109985,0.00102870,0.00727533,0.00003094,0.00908709
-4.82341171,0.02290674,0.00584419,0.00588109,0.00000000,0.00120803,0.00101431,0.00912108,0.00003891,0.00811549
-4.81740870,0.02490579,0.00628790,0.00559067,0.00000001,0.00136633,0.00104036,0.01136790,0.00004860,0.00744503
-4.81140570,0.02790213,0.00698237,0.00551897,0.00000001,0.00157962,0.00110837,0.01407934,0.00006028,0.00706425
-4.80540270,0.03197216,0.00794511,0.00566442,0.00000001,0.00185331,0.00122034,0.01732410,0.00007425,0.00696398
-4.79939970,0.03720130,0.00919580,0.00602734,0.00000002,0.00219331,0.00137876,0.02117533,0.00009084,0.00713760
-4.79339670,0.04368273,0.01075592,0.00660992,0.00000003,0.00260593,0.00158659,0.02570950,0.00011037,0.00758106
-4.78739370,0.05151543,0.01264829,0.00741603,0.00000004,0.00309778,0.00184724,0.03100509,0.00013319,0.00829282
-4.78139070,0.06080166,0.01489635,0.00845091,0.00000005,0.00367556,0.00216457,0.03714100,0.00015965,0.00927350
-4.77538769,0.07164408,0.01752341,0.00972082,0.00000007,0.00434595,0.00254278,0.04419477,0.00019010,0.01052553
-4.76938469,0.08414238,0.02055175,0.01123256,0.00000009,0.00511535,0.00298638,0.05224053,0.00022486,0.01205264
-4.76338169,0.09838987,0.02400165,0.01299294,0.00000012,0.00598966,0.00350016,0.06134707,0.00026426,0.01385934
-4.75737869,0.11446995,0.02789046,0.01500828,0.00000016,0.00697413,0.00408912,0.07157572,0.00030858,0.01595030
-4.75137569,0.13245290,0.03223159,0.01728390,0.00000022,0.00807311,0.00475845,0.08297860,0.00035807,0.01832981
-4.74537269,0.15239299,0.03703370,0.01982372,0.00000029,0.00928985,0.00551352,0.09559699,0.00041295,0.02100132
-4.73936968,0.17432641,0.04229997,0.02262982,0.00000038,0.01062644,0.00635989,0.10946024,0.00047337,0.02396698
-4.73336668,0.19826997,0.04802753,0.02570230,0.00000049,0.01208367,0.00730338,0.12458523,0.00053946,0.02722736
-4.72736368,0.22422094,0.05420726,0.02903916,0.00000064,0.01366101,0.00835016,0.14097645,0.00061127,0.03078138
-4.72136068,0.25215818,0.06082371,0.03263637,0.00000082,0.01535671,0.00950688,0.15862694,0.00068885,0.03462628
-4.71535768,0.28204448,0.06785546,0.03648821,0.00000106,0.01716789,0.01078083,0.17752001,0.00077218,0.03875791
-4.70935468,0.31383030,0.07527569,0.04058765,0.00000135,0.01909077,0.01218014,0.19763179,0.00086122,0.04317110
-4.70335168,0.34745873,0.08305309,0.04492705,0.00000171,0.02112097,0.01371400,0.21893452,0.00095592,0.04786028
-4.69734867,0.38287147,0.09115308,0.04949888,0.00000215,0.02325384,0.01539288,0.24140054,0.00105624,0.05282014
-4.69134567,0.42001556,0.09953908,0.05429663,0.00000269,0.02548488,0.01722878,0.26500666,0.00116215,0.05804653
-4.68534267,0.45885050,0.10817408,0.05931577,0.00000335,0.02781011,0.01923538,0.28973881,0.00127366,0.06353723
-4.67933967,0.49935528,0.11702207,0.06455465,0.00000415,0.03022656,0.02142822,0.31559656,0.00139083,0.06929285
-4.67333667,0.54153478,0.12604954,0.07001537,0.00000511,0.03273256,0.02382476,0.34259727,0.00151381,0.07531755
-4.66733367,0.58542510,0.13522664,0.07570455,0.00000626,0.03532814,0.02644438,0.37077943,0.00164279,0.08161965
-4.66133067,0.63109716,0.14452817,0.08163377,0.00000762,0.03801517,0.02930824,0.40020499,0.00177808,0.08821198
-4.65532766,0.67865826,0.15393407,0.08781985,0.00000923,0.04079751,0.03243906,0.43096019,0.00192006,0.09511193
-4.64932466,0.72825109,0.16342953,0.09428475,0.00001112,0.04368094,0.03586073,0.46315488,0.00206920,0.10234124
-4.64332166,0.78005005,0.17300457,0.10105508,0.00001333,0.04667295,0.03959780,0.49691991,0.00222604,0.10992534
