energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.72386193,2.86919369,0.01535464,0.02144941,0.24927596,0.41300658,0.22574786,1.22539488,0.13550120,0.66083789
-5.71785893,2.99519361,0.01779155,0.02290492,0.27118278,0.42963012,0.23225507,1.27847901,0.14789371,0.68740863
-5.71185593,3.11572479,0.02076248,0.02446260,0.29508679,0.44524066,0.23738656,1.32867457,0.16162728,0.71252822
-5.70585293,3.23060412,0.02431976,0.02613928,0.32117110,0.45975242,0.24104713,1.37582624,0.17682205,0.73615358
-5.69984992,3.34002585,0.02851969,0.02795356,0.34963690,0.47313766,0.24317284,1.41993453,0.19360991,0.75833744
-5.69384692,3.44454724,0.03342055,0.02992512,0.38069509,0.48542600,0.24373299,1.46115286,0.21212880,0.77922424
-5.68784392,3.54505729,0.03908028,0.03207377,0.41455616,0.49670148,0.24273088,1.49977777,0.23251586,0.79904177
-5.68184092,3.64272848,0.04555380,0.03441848,0.45141857,0.50709718,0.24020344,1.53623229,0.25489964,0.81808907
-5.67583792,3.73895327,0.05289017,0.03697623,0.49145591,0.51678757,0.23621972,1.57104286,0.27939142,0.83672040
-5.66983492,3.83526704,0.06112946,0.03976085,0.53480340,0.52597896,0.23087820,1.60481072,0.30607612,0.85532620
-5.66383192,3.93326091,0.07029958,0.04278187,0.58154417,0.53489816,0.22430320,1.63817890,0.33500295,0.87431147
-5.65782891,4.03448789,0.08041309,0.04604340,0.63169605,0.54378010,0.21664043,1.67179620,0.36617640,0.89407263
-5.65182591,4.14036686,0.09146417,0.04954317,0.68519940,0.55285473,0.20805196,1.70627992,0.39954784,0.91497383
-5.64582291,4.25208880,0.10342585,0.05327168,0.74190673,0.56233391,0.19871078,1.74217904,0.43500834,0.93732383
-5.63981991,4.37053014,0.11624769,0.05721163,0.80157471,0.57239890,0.18879523,1.77993972,0.47238306,0.96135452
-5.63381691,4.49617758,0.12985410,0.06133758,0.86385922,0.58318898,0.17848357,1.81987477,0.51142766,0.98720235
-5.62781391,4.62906837,0.14414329,0.06561593,0.92831364,0.59479185,0.16794878,1.86213873,0.55182711,1.01489346
-5.62181091,4.76874951,0.15898714,0.07000521,0.99439104,0.60723623,0.15735396,1.90670975,0.59319710,1.04433345
-5.61580790,4.91425824,0.17423202,0.07445672,1.06145009,0.62048708,0.14684838,1.95337924,0.63508831,1.07530247
-5.60980490,5.06412516,0.18970064,0.07891544,1.12876482,0.63444362,0.13656428,2.00174990,0.67699348,1.10745587
-5.60380190,5.21640046,0.20519481,0.08332128,1.19553803,0.64894035,0.12661466,2.05124214,0.71835718,1.14033061
-5.59779890,5.36870220,0.22049936,0.08761056,1.26091782,0.66375101,0.11709184,2.10110878,0.75858809,1.17335721
-5.59179590,5.51828491,0.23538685,0.09171772,1.32401684,0.67859526,0.10806695,2.15045713,0.79707339,1.20587684
-5.58579290,5.66212547,0.24962308,0.09557714,1.38393344,0.69314787,0.09959030,2.19827764,0.83319474,1.23716269
-5.57978989,5.79702262,0.26297323,0.09912504,1.43977408,0.70704996,0.09169241,2.24347773,0.86634531,1.26644491
-5.57378689,5.91970581,0.27520834,0.10230145,1.49067611,0.71992179,0.08438565,2.28491924,0.89594722,1.29293780
-5.56778389,6.02694867,0.28611192,0.10505198,1.53583010,0.73137656,0.07766639,2.32145801,0.92146861,1.31586825
-5.56178089,6.11568239,0.29548641,0.10732962,1.57450099,0.74103470,0.07151750,2.35198377,0.94243976,1.33450399
-5.55577789,6.18310424,0.30315931,0.10909623,1.60604725,0.74853787,0.06591098,2.37545894,0.95846765,1.34818065
-5.54977489,6.22677708,0.30898854,0.11032383,1.62993755,0.75356236,0.06081067,2.39095470,0.96924825,1.35632631
-5.54377189,6.24471605,0.31286699,0.11099562,1.64576441,0.75583121,0.05617489,2.39768314,0.97457613,1.35848261
-5.53776888,6.23545942,0.31472596,0.11110665,1.65325444,0.75512465,0.05195893,2.39502449,0.97435115,1.35432166
-5.53176588,6.19812143,0.31453735,0.11066423,1.65227511,0.75128857,0.04811721,2.38254854,0.96858184,1.34365810
-5.52576288,6.13242570,0.31231461,0.10968790,1.64283782,0.74424071,0.04460519,2.36002982,0.95738547,1.32645603
-5.51975988,6.03871883,0.30811229,0.10820923,1.62509756,0.73397447,0.04138088,2.32745638,0.94098494,1.30283066
-5.51375688,5.91796452,0.30202436,0.10627117,1.59934915,0.72056027,0.03840606,2.28503206,0.91970258,1.27304484
-5.50775388,5.77171916,0.29418128,0.10392719,1.56602040,0.70414450,0.03564702,2.23317259,0.89395129,1.23750082
-5.50175088,5.60209090,0.28474608,0.10124014,1.52566260,0.68494630,0.03307510,2.17249593,0.86422326,1.19672787
-5.49574787,5.41168408,0.27390952,0.09828092,1.47893869,0.66325221,0.03066680,2.10380752,0.83107699,1.15136622
-5.48974487,5.20353178,0.26188472,0.09512690,1.42660938,0.63940909,0.02840372,2.02808097,0.79512288,1.10214841
-5.48374187,4.98101914,0.24890124,0.09186021,1.36951788,0.61381555,0.02627230,1.94643517,0.75700807,1.04987860
-5.47773887,4.74780031,0.23519920,0.08856595,1.30857344,0.58691224,0.02426328,1.86010844,0.71740102,0.99541082
-5.47173587,4.50771160,0.22102325,0.08533020,1.24473412,0.55917129,0.02237125,1.77043064,0.67697623,0.93962696
-5.46573287,4.26468362,0.20661701,0.08223810,1.17898921,0.53108527,0.02059391,1.67879392,0.63639968,0.88341519
-5.45972986,4.02265445,0.19221783,0.07937181,1.11234153,0.50315594,0.01893151,1.58662291,0.59631521,0.82764946
-5.45372686,3.78548602,0.17805218,0.07680853,1.04578996,0.47588310,0.01738616,1.49534498,0.55733216,0.77317055
-5.44772386,3.55688525,0.16433173,0.07461854,0.98031235,0.44975369,0.01596123,1.40636117,0.52001454,0.72076913
-5.44172086,3.34033138,0.15125011,0.07286337,0.91684913,0.42523153,0.01466079,1.32101828,0.48487182,0.67117109
-5.43571786,3.13901037,0.13898046,0.07159403,0.85628779,0.40274760,0.01348914,1.24058258,0.45235138,0.62502516
-5.42971486,2.95575719,0.12767360,0.07084953,0.79944833,0.38269133,0.01245033,1.16621560,0.42283268,0.58289305
-5.42371186,2.79300644,0.11745694,0.07065550,0.74706990,0.36540265,0.01154784,1.09895213,0.39662307,0.54524187
-5.41770885,2.65275167,0.10843382,0.07102319,0.69979877,0.35116520,0.01078428,1.03968089,0.37395519,0.51243893
-5.41170585,2.53651340,0.10068346,0.07194870,0.65817773,0.34020057,0.01016116,0.98912799,0.35498580,0.48474849
-5.40570285,2.44531615,0.09426110,0.07341272,0.62263707,0.33266367,0.00967867,0.94784334,0.33979602,0.46233065
-5.39969985,2.37967433,0.08919861,0.07538052,0.59348730,0.32863933,0.00933561,0.91619030,0.32839278,0.44524181
-5.39369685,2.33958706,0.08550507,0.07780246,0.57091373,0.32814011,0.00912925,0.89433862,0.32071140,0.43343681
-5.38769385,2.32454206,0.08316763,0.08061498,0.55497308,0.33110544,0.00905529,0.88226090,0.31661917,0.42677257
-5.38169085,2.33352848,0.08215240,0.08374201,0.54559227,0.33740204,0.00910781,0.87973259,0.31591994,0.42501301
-5.37568784,2.36505887,0.08240537,0.08709676,0.54256954,0.34682579,0.00927931,0.88633589,0.31835946,0.42783525
-5.36968484,2.41720005,0.08385343,0.09058404,0.54557804,0.35910495,0.00956072,0.90146734,0.32363153,0.43483704
-5.36368184,2.48761309,0.08640547,0.09410281,0.55417209,0.37390489,0.00994144,0.92434951,0.33138494,0.44554534
-5.35767884,2.57360184,0.08995360,0.09754903,0.56779607,0.39083423,0.01040948,0.95404642,0.34123092,0.45942604
-5.35167584,2.67216987,0.09437457,0.10081872,0.58579607,0.40945238,0.01095155,0.98948302,0.35275129,0.47589473
-5.34567284,2.78008499,0.09953143,0.10381104,0.60743420,0.42927844,0.01155323,1.02946819,0.36550700,0.49432853
-5.33966983,2.89395051,0.10527540,0.10643134,0.63190544,0.44980137,0.01219922,1.07272121,0.37904709,0.51407872
-5.33366683,3.01028192,0.11144819,0.10859406,0.65835681,0.47049109,0.01287352,1.11790117,0.39291793,0.53448420
-5.32766383,3.12558753,0.11788448,0.11022535,0.68590847,0.49081053,0.01355977,1.16363874,0.40667248,0.55488542
-5.32166083,3.23645110,0.12441493,0.11126532,0.71367622,0.51022812,0.01424156,1.20856956,0.41987957,0.57463856
-5.31565783,3.33961435,0.13086931,0.11166979,0.74079494,0.52823055,0.01490278,1.25136844,0.43213283,0.59312967
-5.30965483,3.43205701,0.13707996,0.11141150,0.76644211,0.54433531,0.01552805,1.29078334,0.44305925,0.60978834
-5.30365183,3.51107199,0.14288542,0.11048079,0.78986080,0.55810270,0.01610305,1.32566812,0.45232688,0.62410055
-5.29764882,3.57433304,0.14813402,0.10888565,0.81038111,0.56914691,0.01661501,1.35501284,0.45965180,0.63562032
-5.29164582,3.61995266,0.15268743,0.10665109,0.82743947,0.57714567,0.01705309,1.37797073,0.46480380,0.64397966
-5.28564282,3.64652806,0.15642405,0.10381809,0.84059475,0.58184827,0.01740875,1.39388056,0.46761082,0.64889655
-5.27963982,3.65317328,0.15924192,0.10044195,0.84954069,0.58308155,0.01767619,1.40228375,0.46796189,0.65018061
-5.27363682,3.63953629,0.16106118,0.09659025,0.85411386,0.58075362,0.01785266,1.40293530,0.46580847,0.64773611
-5.26763382,3.60580004,0.16182601,0.09234046,0.85429685,0.57485525,0.01793873,1.39580816,0.46116412,0.64156242
-5.26163082,3.55266749,0.16150568,0.08777736,0.85021633,0.56545880,0.01793859,1.38109081,0.45410246,0.63175152
-5.25562781,3.48133093,0.16009501,0.08299035,0.84213605,0.55271480,0.01786025,1.35917798,0.44475355,0.61848293
-5.24962481,3.39342681,0.15761395,0.07807070,0.83044485,0.53684635,0.01771565,1.33065504,0.43329868,0.60201601
-5.24362181,3.29097765,0.15410634,0.07310898,0.81564018,0.51814150,0.01752079,1.29627640,0.41996390,0.58268015
-5.23761881,3.17632346,0.14963800,0.06819261,0.79830770,0.49694410,0.01729578,1.25693919,0.40501226,0.56086291
-5.23161581,3.05204517,0.14429415,0.06340370,0.77909774,0.47364338,0.01706487,1.21365284,0.38873537,0.53699690
-5.22561281,2.92088316,0.13817622,0.05881725,0.75869960,0.44866283,0.01685639,1.16750623,0.37144426,0.51154565
-5.21960980,2.78565407,0.13139836,0.05449962,0.73781470,0.42244869,0.01670272,1.11963349,0.35346007,0.48498915
-5.21360680,2.64916886,0.12408357,0.05050742,0.71712967,0.39545870,0.01664022,1.07117996,0.33510482,0.45780954
-5.20760380,2.51415544,0.11635985,0.04688685,0.69729057,0.36815136,0.01670910,1.02326956,0.31669262,0.43047746
-5.20160080,2.38318823,0.10835633,0.04367327,0.67887905,0.34097614,0.01695334,0.97697490,0.29852164,0.40343962
-5.19559780,2.25862736,0.10019965,0.04089125,0.66239174,0.31436497,0.01742045,0.93329111,0.28086700,0.37710782
-5.18959480,2.14256898,0.09201069,0.03855484,0.64822336,0.28872517,0.01816133,0.89311422,0.26397502,0.35184998
-5.18359180,2.03680824,0.08390166,0.03666819,0.63665434,0.26443391,0.01923000,0.85722485,0.24805880,0.32798309
-5.17758879,1.94281534,0.07597383,0.03522633,0.62784345,0.24183441,0.02068317,0.82627725,0.23329527,0.30576854
-5.17158579,1.86172469,0.06831576,0.03421621,0.62182542,0.22123346,0.02257990,0.80079399,0.21982394,0.28540959
-5.16558279,1.79433677,0.06100213,0.03361783,0.61851376,0.20290054,0.02498089,0.78116579,0.20774700,0.26705096
-5.15957979,1.74113128,0.05409316,0.03340551,0.61770848,0.18706799,0.02794782,0.76765629,0.19713099,0.25078050
-5.15357679,1.70229015,0.04763457,0.03354923,0.61910817,0.17393210,0.03154235,0.76041070,0.18800968,0.23663252
-5.14757379,1.67772839,0.04165800,0.03401596,0.62232592,0.16365491,0.03582502,0.75946771,0.18038805,0.22459258
-5.14157079,1.66713059,0.03618191,0.03477105,0.62690831,0.15636624,0.04085381,0.76477354,0.17424711,0.21460339
-5.13556778,1.66999066,0.03121271,0.03577952,0.63235647,0.15216588,0.04668263,0.77619706,0.16954922,0.20657147
-5.12956478,1.68565255,0.02674623,0.03700734,0.63814831,0.15112552,0.05335942,0.79354501,0.16624378,0.20037416
-5.12356178,1.71334972,0.02276925,0.03842257,0.64376087,0.15329036,0.06092422,0.81657626,0.16427276,0.19586673
-5.11755878,1.75224138,0.01926120,0.03999642,0.64869194,0.15868021,0.06940695,0.84501435,0.16357604,0.19288917
-5.11155578,1.80144396,0.01619577,0.04170409,0.65247977,0.16728999,0.07882520,0.87855762,0.16409601,0.19127250
-5.10555278,1.86005648,0.01354249,0.04352549,0.65472034,0.17908979,0.08918193,0.91688645,0.16578150,0.19084436
-5.09954977,1.92717918,0.01126819,0.04544570,0.65508131,0.19402433,0.10046332,0.95966748,0.16859063,0.19143365
-5.09354677,2.00192517,0.00933829,0.04745523,0.65331226,0.21201225,0.11263672,1.00655475,0.17249248,0.19287427
-5.08754377,2.08342521,0.00771793,0.04955002,0.64925091,0.23294514,0.12564895,1.05718813,0.17746763,0.19500785
-5.08154077,2.17082649,0.00637285,0.05173117,0.64282508,0.25668672,0.13942500,1.11118944,0.18350736,0.19768554
-5.07553777,2.26328627,0.00527018,0.05400436,0.63405073,0.28307237,0.15386723,1.16815703,0.19061174,0.20076887
-5.06953477,2.35996186,0.00437892,0.05637913,0.62302615,0.31190907,0.16885523,1.22765949,0.19878653,0.20412998
-5.06353177,2.45999844,0.00367037,0.05886776,0.60992286,0.34297618,0.18424636,1.28922943,0.20803923,0.20765116
-5.05752876,2.56251634,0.00311828,0.06148407,0.59497379,0.37602693,0.19987709,1.35235810,0.21837436,0.21122404
-5.05152576,2.66659943,0.00269896,0.06424195,0.57845954,0.41079097,0.21556518,1.41649180,0.22978824,0.21474850
-5.04552276,2.77128594,0.00239129,0.06715383,0.56069328,0.44697766,0.23111256,1.48103050,0.24226360,0.21813159
-5.03951976,2.87556314,0.00217656,0.07022907,0.54200533,0.48428033,0.24630912,1.54532946,0.25576436,0.22128646
-5.03351676,2.97836648,0.00203838,0.07347238,0.52272798,0.52238115,0.26093704,1.60870382,0.27023068,0.22413154
-5.02751376,3.07858404,0.00196241,0.07688231,0.50318141,0.56095644,0.27477580,1.67043659,0.28557488,0.22659007
-5.02151076,3.17506621,0.00193621,0.08045000,0.48366117,0.59968221,0.28760750,1.72978950,0.30167822,0.22858993
-5.01550775,3.26664037,0.00194900,0.08415803,0.46442788,0.63823963,0.29922252,1.78601659,0.31838904,0.23006386
-5.00950475,3.35213018,0.00199144,0.08797980,0.44569933,0.67632010,0.30942508,1.83837987,0.33552225,0.23095013
-5.00350175,3.43037827,0.00205548,0.09187912,0.42764532,0.71362970,0.31803872,1.88616628,0.35286037,0.23119340
-4.99749875,3.50027161,0.00213416,0.09581034,0.41038523,0.74989278,0.32491130,1.92870527,0.37015629,0.23074592
-4.99149575,3.56076799,0.00222150,0.09971893,0.39398818,0.78485468,0.32991941,1.96538609,0.38713756,0.22956879
-4.98549275,3.61092269,0.00231238,0.10354250,0.37847569,0.81828333,0.33297205,1.99567396,0.40351225,0.22763334
-4.97948974,3.64991388,0.00240248,0.10721231,0.36382643,0.84997006,0.33401325,2.01912455,0.41897615,0.22492233
-4.97348674,3.67706590,0.00248824,0.11065512,0.34998268,0.87972952,0.33302378,2.03539611,0.43322112,0.22143107
-4.96748374,3.69186951,0.00256680,0.11379550,0.33685810,0.90739926,0.33002162,2.04425880,0.44594418,0.21716824
-4.96148074,3.69399855,0.00263605,0.11655825,0.32434624,0.93283905,0.32506139,2.04560126,0.45685715,0.21215636
-4.95547774,3.68332263,0.00269460,0.11887112,0.31232947,0.95593053,0.31823258,2.03943408,0.46569626,0.20643191
-4.94947474,3.65991587,0.00274183,0.12066743,0.30068775,0.97657755,0.30965689,2.02589067,0.47223148,0.20004507
-4.94347174,3.62406181,0.00277791,0.12188873,0.28930692,0.99470750,0.29948449,2.00522567,0.47627500,0.19305906
-4.93746873,3.57625484,0.00280386,0.12248718,0.27808624,1.01027412,0.28788969,1.97781143,0.47768870,0.18554908
-4.93146573,3.51719866,0.00282158,0.12242765,0.26694477,1.02326188,0.27506596,1.94413297,0.47639009,0.17760106
-4.92546273,3.44780234,0.00283390,0.12168938,0.25582654,1.03369219,0.26122057,1.90478216,0.47235648,0.16931001
-4.91945973,3.36917439,0.00284460,0.12026723,0.24470447,1.04163116,0.24656912,1.86045135,0.46562734,0.16077834
-4.91345673,3.28261548,0.00285845,0.11817228,0.23358278,1.04719896,0.23133004,1.81192707,0.45630458,0.15211399
-4.90745373,3.18961001,0.00288128,0.11543200,0.22249827,1.05058009,0.21571940,1.76008392,0.44455083,0.14342862
-4.90145073,3.09181681,0.00291994,0.11208976,0.21152030,1.05203429,0.19994601,1.70587895,0.43058584,0.13483579
-4.89544772,2.99105882,0.00298235,0.10820388,0.20074974,1.05190710,0.18420716,1.65034635,0.41468111,0.12644929
-4.88944472,2.88931174,0.00307748,0.10384617,0.19031710,1.05063944,0.16868498,1.59459238,0.39715310,0.11838158
-4.88344172,2.78869104,0.00321536,0.09910012,0.18037990,1.04877531,0.15354345,1.53979012,0.37835522,0.11074249
-4.87743872,2.69143700,0.00340700,0.09405878,0.17111962,1.04696659,0.13892630,1.48717365,0.35866905,0.10363803
-4.87143572,2.59989700,0.00366439,0.08882244,0.16273826,1.04597423,0.12495560,1.43803116,0.33849513,0.09716943
-4.86543272,2.51650453,0.00400034,0.08349624,0.15545478,1.04666508,0.11173114,1.39369625,0.31824367,0.09143234
-4.85942971,2.44375408,0.00442843,0.07818776,0.14950141,1.05000358,0.09933048,1.35553704,0.29832546,0.08651615
-4.85342671,2.38417150,0.00496279,0.07300471,0.14512004,1.05703819,0.08780970,1.32494250,0.27914343,0.08250342
-4.84742371,2.34027937,0.00561792,0.06805281,0.14255855,1.06888218,0.07720456,1.30330560,0.26108486,0.07946939
-4.84142071,2.31455714,0.00640840,0.06343385,0.14206726,1.08668896,0.06753225,1.29200302,0.24451464,0.07748140
-4.83541771,2.30939617,0.00734860,0.05924406,0.14389535,1.11162242,0.05879334,1.29237141,0.22976943,0.07659838
-4.82941471,2.32704995,0.00845226,0.05557262,0.14828721,1.14482280,0.05097402,1.30568031,0.21715292,0.07687021
-4.82341171,2.36958040,0.00973210,0.05250058,0.15547862,1.18736923,0.04404841,1.33310209,0.20693205,0.07833697
-4.81740870,2.43880107,0.01119930,0.05009984,0.16569278,1.24023997,0.03798092,1.37567956,0.19933412,0.08102811
-4.81140570,2.53621880,0.01286297,0.04843242,0.17913595,1.30427175,0.03272854,1.43429205,0.19454463,0.08496150
-4.80540270,2.66297541,0.01472964,0.04754985,0.19599280,1.38011992,0.02824294,1.50962103,0.19270574,0.09014237
-4.79939970,2.81979146,0.01680264,0.04749260,0.21642134,1.46822079,0.02447243,1.60211637,0.19391514,0.09656225
-4.79339670,3.00691417,0.01908156,0.04828961,0.24054749,1.56875800,0.02136362,1.71196464,0.19822529,0.10419780
-4.78739370,3.22407166,0.02156174,0.04995786,0.26845936,1.68163441,0.01886288,1.83906087,0.20564280,0.11300978
-4.78139070,3.47043592,0.02423383,0.05250186,0.30020128,1.80645104,0.01691744,1.98298497,0.21612796,0.12294214
-4.77538769,3.74459660,0.02708341,0.05591326,0.33576792,1.94249420,0.01547623,2.14298442,0.22959448,0.13392125
-4.76938469,4.04454760,0.03009078,0.06017034,0.37509844,2.08873196,0.01449051,2.31796426,0.24590926,0.14585543
-4.76338169,4.36768814,0.03323091,0.06523767,0.41807122,2.24382052,0.01391414,2.50648541,0.26489260,0.15863491
-4.75737869,4.71083972,0.03647354,0.07106582,0.46449928,2.40612077,0.01370374,2.70677229,0.28631865,0.17213212
-4.75137569,5.07027958,0.03978348,0.07759122,0.51412672,2.57372509,0.01381858,2.91673008,0.30991652,0.18620257
-4.74537269,5.44179110,0.04312118,0.08473627,0.56662666,2.74449365,0.01422039,3.13397180,0.33537213,0.20068614
-4.73936968,5.82073062,0.04644341,0.09240971,0.62160077,2.91609952,0.01487305,3.35585516,0.36233094,0.21540907
-4.73336668,6.20210983,0.04970426,0.10050744,0.67858079,3.08608121,0.01574219,3.57952846,0.39040181,0.23018646
-4.72736368,6.58069185,0.05285621,0.10891361,0.73703230,3.25190103,0.01679481,3.80198464,0.41916200,0.24482523
-4.72136068,6.95109901,0.05585143,0.11750226,0.79636074,3.41100740,0.01799892,4.02012231,0.44816351,0.25912768
-4.71535768,7.30792916,0.05864310,0.12613937,0.85591991,3.56089910,0.01932320,4.23081192,0.47694061,0.27289540
-4.70935468,7.64587752,0.06118692,0.13468536,0.91502280,3.69918915,0.02073676,4.43096540,0.50501855,0.28593350
-4.70335168,7.95986007,0.06344241,0.14299794,0.97295452,3.82366622,0.02220899,4.61760707,0.53192327,0.29805495
-4.69734867,8.24513476,0.06537436,0.15093533,1.02898726,3.93235147,0.02370951,4.78794360,0.55719186,0.30908504
-4.69134567,8.49741637,0.06695397,0.15835968,1.08239659,4.02354871,0.02520831,4.93943075,0.58038339,0.31886567
-4.68534267,8.71298114,0.06815985,0.16514055,1.13247885,4.09588635,0.02667584,5.06983470,0.60108989,0.32725931
-4.67933967,8.88875741,0.06897887,0.17115842,1.17856877,4.14834957,0.02808341,5.17728573,0.61894682,0.33415256
-4.67333667,9.02239892,0.06940654,0.17630791,1.22005695,4.18030182,0.02940350,5.26032252,0.63364279,0.33945903
-4.66733367,9.11233808,0.06944720,0.18050082,1.25640615,4.19149492,0.03061025,5.31792535,0.64492803,0.34312157
-4.66133067,9.15781706,0.06911388,0.18366851,1.28716604,4.18206768,0.03167994,5.34953701,0.65262118,0.34511358
-4.65532766,9.15889557,0.06842770,0.18576386,1.31198546,4.15253323,0.03259149,5.35507075,0.65661413,0.34543944
-4.64932466,9.11643483,0.06741711,0.18676245,1.33062189,4.10375575,0.03332692,5.33490483,0.65687461,0.34413390
-4.64332166,9.03205851,0.06611676,0.18666300,1.34294742,4.03691770,0.03387184,5.28986402,0.65344641,0.34126069
