energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.36968484,0.90978212,0.31603822,0.11409744,0.00033114,0.02357688,0.11553439,0.47849738,0.38292367,0.00000000
-5.36368184,0.80862817,0.28208096,0.10345025,0.00029576,0.02078559,0.10388180,0.41977195,0.34553225,0.00000000
-5.35767884,0.71722912,0.25113036,0.09364647,0.00026255,0.01821335,0.09343595,0.36714182,0.31166978,0.00000000
-5.35167584,0.63548398,0.22322523,0.08473316,0.00023163,0.01586159,0.08419695,0.32039354,0.28140003,0.00000000
-5.34567284,0.56316634,0.19835292,0.07673927,0.00020307,0.01372816,0.07614823,0.27925537,0.25472930,0.00000000
-5.33966983,0.49993894,0.17645386,0.06967594,0.00017689,0.01180776,0.06925764,0.24340907,0.23160911,0.00000000
-5.33366683,0.44536887,0.15742679,0.06353723,0.00015309,0.01009243,0.06347881,0.21250097,0.21193969,0.00000000
-5.32766383,0.39894309,0.14113441,0.05830120,0.00013163,0.00857196,0.05875258,0.18615231,0.19557442,0.00000000
-5.32166083,0.36008374,0.12740928,0.05393130,0.00011242,0.00723445,0.05500861,0.16396848,0.18232481,0.00000000
-5.31565783,0.32816300,0.11605963,0.05037805,0.00009538,0.00606677,0.05216707,0.14554733,0.17196596,0.00000000
-5.30965483,0.30251731,0.10687520,0.04758081,0.00008038,0.00505503,0.05014036,0.13048633,0.16424243,0.00000000
-5.30365183,0.28246077,0.09963269,0.04546976,0.00006728,0.00418494,0.04883483,0.11838875,0.15887429,0.00000000
-5.29764882,0.26729758,0.09410097,0.04396791,0.00005593,0.00344226,0.04815258,0.10886882,0.15556332,0.00000000
-5.29164582,0.25633356,0.09004591,0.04299317,0.00004618,0.00281303,0.04799322,0.10155601,0.15399924,0.00000000
-5.28564282,0.24888665,0.08723475,0.04246032,0.00003786,0.00228385,0.04825556,0.09609854,0.15386595,0.00000000
-5.27963982,0.24429647,0.08544012,0.04228305,0.00003083,0.00184211,0.04883941,0.09216617,0.15484758,0.00000000
-5.27363682,0.24193292,0.08444354,0.04237582,0.00002493,0.00147607,0.04964719,0.08945235,0.15663445,0.00000000
-5.26763382,0.24120381,0.08403856,0.04265566,0.00002002,0.00117498,0.05058556,0.08767596,0.15892863,0.00000000
-5.26163082,0.24156154,0.08403348,0.04304378,0.00001597,0.00092912,0.05156695,0.08658247,0.16144932,0.00000000
-5.25562781,0.24250882,0.08425359,0.04346708,0.00001264,0.00072985,0.05251097,0.08594482,0.16393758,0.00000000
-5.24962481,0.24360340,0.08454304,0.04385942,0.00000994,0.00056950,0.05334569,0.08556390,0.16616071,0.00000000
-5.24362181,0.24446167,0.08476623,0.04416267,0.00000776,0.00044141,0.05400868,0.08526866,0.16791586,0.00000000
-5.23761881,0.24476126,0.08480883,0.04432759,0.00000602,0.00033985,0.05444797,0.08491597,0.16903294,0.00000000
-5.23161581,0.24424238,0.08457825,0.04431439,0.00000463,0.00025989,0.05462265,0.08439010,0.16937677,0.00000000
-5.22561281,0.24270803,0.08400376,0.04409305,0.00000354,0.00019742,0.05450322,0.08360190,0.16884829,0.00000000
-5.21960980,0.24002294,0.08303609,0.04364345,0.00000269,0.00014895,0.05407180,0.08248767,0.16738492,0.00000000
-5.21360680,0.23611141,0.08164665,0.04295511,0.00000203,0.00011162,0.05332184,0.08100769,0.16495996,0.00000000
-5.20760380,0.23095390,0.07982633,0.04202684,0.00000152,0.00008308,0.05225776,0.07914451,0.16158113,0.00000000
-5.20160080,0.22458263,0.07758385,0.04086602,0.00000113,0.00006143,0.05089420,0.07690088,0.15728830,0.00000000
-5.19559780,0.21707632,0.07494395,0.03948777,0.00000083,0.00004512,0.04925507,0.07429757,0.15215044,0.00000000
-5.18959480,0.20855407,0.07194515,0.03791396,0.00000061,0.00003292,0.04737243,0.07137091,0.14626202,0.00000000
-5.18359180,0.19916880,0.06863743,0.03617203,0.00000044,0.00002389,0.04528520,0.06817023,0.13973885,0.00000000
-5.17758879,0.18910032,0.06507979,0.03429382,0.00000032,0.00001725,0.04303777,0.06475529,0.13271369,0.00000000
-5.17158579,0.17854827,0.06133771,0.03231429,0.00000023,0.00001242,0.04067853,0.06119370,0.12533172,0.00000000
-5.16558279,0.16772525,0.05748076,0.03027033,0.00000016,0.00000896,0.03825845,0.05755834,0.11774590,0.00000000
-5.15957979,0.15685013,0.05358026,0.02819954,0.00000012,0.00000654,0.03582967,0.05392503,0.11011268,0.00000000
-5.15357679,0.14614198,0.04970715,0.02613914,0.00000008,0.00000492,0.03344420,0.05037031,0.10258779,0.00000000
-5.14757379,0.13581447,0.04593008,0.02412505,0.00000006,0.00000393,0.03115274,0.04696942,0.09532263,0.00000000
-5.14157079,0.12607111,0.04231376,0.02219098,0.00000004,0.00000345,0.02900358,0.04379460,0.08846089,0.00000000
-5.13556778,0.11710109,0.03891766,0.02036780,0.00000003,0.00000345,0.02704174,0.04091357,0.08213587,0.00000000
-5.12956478,0.10907598,0.03579490,0.01868296,0.00000002,0.00000392,0.02530821,0.03838828,0.07646821,0.00000000
-5.12356178,0.10214706,0.03299152,0.01716016,0.00000001,0.00000491,0.02383934,0.03627389,0.07156405,0.00000000
-5.11755878,0.09644337,0.03054593,0.01581905,0.00000001,0.00000652,0.02266638,0.03461796,0.06751375,0.00000000
-5.11155578,0.09207026,0.02848863,0.01467514,0.00000001,0.00000891,0.02181515,0.03345981,0.06439093,0.00000000
-5.10555278,0.08910847,0.02684216,0.01373980,0.00000000,0.00001232,0.02130574,0.03283002,0.06225179,0.00000000
-5.09954977,0.08761352,0.02562111,0.01302028,0.00000000,0.00001706,0.02115240,0.03275003,0.06113481,0.00000000
-5.09354677,0.08761544,0.02483238,0.01251990,0.00000000,0.00002357,0.02136336,0.03323190,0.06106053,0.00000000
-5.08754377,0.08911876,0.02447541,0.01223819,0.00000000,0.00003238,0.02194084,0.03427801,0.06203154,0.00000000
-5.08154077,0.09210266,0.02454256,0.01217117,0.00000001,0.00004422,0.02288102,0.03588097,0.06403266,0.00000000
-5.07553777,0.09652137,0.02501952,0.01231156,0.00000001,0.00005998,0.02417409,0.03802352,0.06703115,0.00000000
-5.06953477,0.10230477,0.02588580,0.01264908,0.00000001,0.00008079,0.02580437,0.04067856,0.07097719,0.00000000
-5.06353177,0.10935928,0.02711517,0.01317073,0.00000002,0.00010805,0.02775051,0.04380930,0.07580444,0.00000000
-5.05752876,0.11756914,0.02867631,0.01386114,0.00000003,0.00014348,0.02998582,0.04736958,0.08143094,0.00000000
-5.05152576,0.12679809,0.03053337,0.01470292,0.00000004,0.00018917,0.03247862,0.05130434,0.08776024,0.00000000
-5.04552276,0.13689159,0.03264674,0.01567703,0.00000007,0.00024761,0.03519288,0.05555039,0.09468287,0.00000000
-5.03951976,0.14767955,0.03497385,0.01676325,0.00000010,0.00032179,0.03808888,0.06003738,0.10207827,0.00000000
-5.03351676,0.15897976,0.03747006,0.01794064,0.00000014,0.00041519,0.04112413,0.06468907,0.10981706,0.00000000
-5.02751376,0.17060190,0.04008970,0.01918805,0.00000020,0.00053186,0.04425435,0.06942489,0.11776374,0.00000000
-5.02151076,0.18235206,0.04278714,0.02048477,0.00000029,0.00067645,0.04743469,0.07416177,0.12577985,0.00000000
-5.01550775,0.19403783,0.04551797,0.02181103,0.00000042,0.00085417,0.05062097,0.07881616,0.13372738,0.00000000
-5.00950475,0.20547370,0.04824023,0.02314872,0.00000059,0.00107087,0.05377107,0.08330625,0.14147243,0.00000000
-5.00350175,0.21648656,0.05091554,0.02448199,0.00000084,0.00133293,0.05684629,0.08755435,0.14888904,0.00000000
-4.99749875,0.22692126,0.05351027,0.02579785,0.00000117,0.00164727,0.05981263,0.09148918,0.15586290,0.00000000
-4.99149575,0.23664573,0.05599657,0.02708675,0.00000162,0.00202118,0.06264203,0.09504819,0.16229490,0.00000000
-4.98549275,0.24555564,0.05835314,0.02834310,0.00000222,0.00246224,0.06531337,0.09817962,0.16810428,0.00000000
-4.97948974,0.25357820,0.06056591,0.02956563,0.00000304,0.00297814,0.06781322,0.10084430,0.17323126,0.00000000
-4.97348674,0.26067495,0.06262830,0.03075772,0.00000412,0.00357644,0.07013628,0.10301710,0.17763888,0.00000000
-4.96748374,0.26684333,0.06454123,0.03192752,0.00000554,0.00426433,0.07228547,0.10468793,0.18131412,0.00000000
-4.96148074,0.27211691,0.06631275,0.03308793,0.00000741,0.00504831,0.07427157,0.10586213,0.18426794,0.00000000
-4.95547774,0.27656423,0.06795735,0.03425651,0.00000983,0.00593391,0.07611260,0.10656049,0.18653455,0.00000000
-4.94947474,0.28028623,0.06949491,0.03545510,0.00001295,0.00692533,0.07783262,0.10681855,0.18816952,0.00000000
-4.94347174,0.28341242,0.07094933,0.03670946,0.00001694,0.00802505,0.07946038,0.10668548,0.18924716,0.00000000
-4.93746873,0.28609595,0.07234693,0.03804863,0.00002200,0.00923354,0.08102756,0.10622248,0.18985703,0.00000000
-4.93146573,0.28850773,0.07371474,0.03950434,0.00002836,0.01054891,0.08256685,0.10550072,0.19009987,0.00000000
-4.92546273,0.29082994,0.07507860,0.04111025,0.00003630,0.01196662,0.08410998,0.10459901,0.19008311,0.00000000
-4.91945973,0.29324935,0.07646133,0.04290120,0.00004613,0.01347930,0.08568565,0.10360131,0.18991620,0.00000000
-4.91345673,0.29595049,0.07788109,0.04491247,0.00005820,0.01507659,0.08731771,0.10259411,0.18970596,0.00000000
-4.90745373,0.29910932,0.07934982,0.04717895,0.00007291,0.01674511,0.08902344,0.10166384,0.18955225,0.00000000
-4.90145073,0.30288740,0.08087211,0.04973446,0.00009067,0.01846852,0.09081227,0.10089440,0.18954407,0.00000000
-4.89544772,0.30742700,0.08244441,0.05261107,0.00011195,0.02022771,0.09268483,0.10036497,0.18975639,0.00000000
-4.88944472,0.31284715,0.08405466,0.05583841,0.00013723,0.02200113,0.09463254,0.10014803,0.19024778,0.00000000
-4.88344172,0.31924091,0.08568244,0.05944308,0.00016702,0.02376522,0.09663759,0.10030775,0.19105889,0.00000000
-4.87743872,0.32667365,0.08729955,0.06344808,0.00020181,0.02549494,0.09867358,0.10089871,0.19221190,0.00000000
-4.87143572,0.33518256,0.08887107,0.06787219,0.00024209,0.02716439,0.10070649,0.10196502,0.19371091,0.00000000
-4.86543272,0.34477697,0.09035681,0.07272944,0.00028833,0.02874761,0.10269616,0.10353968,0.19554306,0.00000000
-4.85942971,0.35543965,0.09171310,0.07802843,0.00034094,0.03021925,0.10459810,0.10564432,0.19768046,0.00000000
-4.85342671,0.36712862,0.09289478,0.08377172,0.00040024,0.03155540,0.10636553,0.10828918,0.20008264,0.00000000
-4.84742371,0.37977936,0.09385741,0.08995514,0.00046649,0.03273436,0.10795158,0.11147322,0.20269939,0.00000000
-4.84142071,0.39330739,0.09455942,0.09656709,0.00053981,0.03373736,0.10931150,0.11518447,0.20547383,0.00000000
-4.83541771,0.40761079,0.09496424,0.10358783,0.00062016,0.03454917,0.11040480,0.11940053,0.20834549,0.00000000
-4.82941471,0.42257282,0.09504226,0.11098887,0.00070735,0.03515870,0.11119716,0.12408911,0.21125334,0.00000000
-4.82341171,0.43806439,0.09477251,0.11873247,0.00080101,0.03555936,0.11166214,0.12920876,0.21413854,0.00000000
-4.81740870,0.45394660,0.09414405,0.12677128,0.00090055,0.03574934,0.11178250,0.13470970,0.21694688,0.00000000
-4.81140570,0.47007325,0.09315701,0.13504832,0.00100519,0.03573175,0.11155111,0.14053487,0.21963093,0.00000000
-4.80540270,0.48629360,0.09182328,0.14349729,0.00111394,0.03551458,0.11097158,0.14662116,0.22215174,0.00000000
-4.79939970,0.50245541,0.09016681,0.15204335,0.00122559,0.03511052,0.11005839,0.15290092,0.22448027,0.00000000
-4.79339670,0.51840855,0.08822367,0.16060431,0.00133874,0.03453670,0.10883675,0.15930382,0.22659854,0.00000000
-4.78739370,0.53400932,0.08604181,0.16909243,0.00145184,0.03381427,0.10734215,0.16575905,0.22850057,0.00000000
-4.78139070,0.54912544,0.08368067,0.17741676,0.00156319,0.03296796,0.10561962,0.17219784,0.23019315,0.00000000
-4.77538769,0.56364196,0.08121063,0.18548597,0.00167100,0.03202557,0.10372293,0.17855644,0.23169662,0.00000000
-4.76938469,0.57746798,0.07871253,0.19321164,0.00177341,0.03101745,0.10171357,0.18477931,0.23304563,0.00000000
-4.76338169,0.59054391,0.07627712,0.20051189,0.00186859,0.02997594,0.09965975,0.19082262,0.23428980,0.00000000
-4.75737869,0.60284922,0.07400472,0.20731521,0.00195474,0.02893496,0.09763543,0.19665783,0.23549453,0.00000000
-4.75137569,0.61441023,0.07200494,0.21356434,0.00203017,0.02792953,0.09571926,0.20227519,0.23674161,0.00000000
-4.74537269,0.62530740,0.07039659,0.21921992,0.00209339,0.02699538,0.09399371,0.20768712,0.23812977,0.00000000
-4.73936968,0.63568191,0.06930774,0.22426380,0.00214307,0.02616867,0.09254408,0.21293107,0.23977492,0.00000000
-4.73336668,0.64574064,0.06887585,0.22870172,0.00217819,0.02548567,0.09145766,0.21807177,0.24180997,0.00000000
-4.72736368,0.65575934,0.06924796,0.23256523,0.00219799,0.02498256,0.09082274,0.22320269,0.24438416,0.00000000
-4.72136068,0.66608323,0.07058079,0.23591259,0.00220206,0.02469521,0.09072760,0.22844644,0.24766162,0.00000000
-4.71535768,0.67712488,0.07304072,0.23882859,0.00219031,0.02465898,0.09125937,0.23395395,0.25181921,0.00000000
-4.70935468,0.68935880,0.07680344,0.24142331,0.00216299,0.02490849,0.09250274,0.23990243,0.25704341,0.00000000
-4.70335168,0.70331285,0.08205313,0.24382954,0.00212070,0.02547730,0.09453840,0.24649195,0.26352634,0.00000000
-4.69734867,0.71955629,0.08898117,0.24619918,0.00206434,0.02639761,0.09744140,0.25394067,0.27146081,0.00000000
-4.69134567,0.73868471,0.09778409,0.24869858,0.00199508,0.02769982,0.10127915,0.26247875,0.28103463,0.00000000
-4.68534267,0.76130228,0.10866079,0.25150306,0.00191434,0.02941195,0.10610935,0.27234124,0.29242426,0.00000000
-4.67933967,0.78800171,0.12180889,0.25479076,0.00182373,0.03155910,0.11197775,0.28375985,0.30578793,0.00000000
-4.67333667,0.81934268,0.13742022,0.25873612,0.00172499,0.03416261,0.11891591,0.29695420,0.32125861,0.00000000
-4.66733367,0.85582950,0.15567544,0.26350327,0.00161996,0.03723939,0.12693891,0.31212256,0.33893712,0.00000000
-4.66133067,0.89788879,0.17673787,0.26923961,0.00151049,0.04080094,0.13604337,0.32943258,0.35888556,0.00000000
-4.65532766,0.94584823,0.20074669,0.27606983,0.00139840,0.04485256,0.14620558,0.34901239,0.38112156,0.00000000
-4.64932466,0.99991711,0.22780960,0.28409062,0.00128545,0.04939243,0.15738023,0.37094223,0.40561355,0.00000000
-4.64332166,1.06016955,0.25799528,0.29336637,0.00117328,0.05441080,0.16949952,0.39524727,0.43227736,0.00000000
