energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.66383192,6.80260093,0.07274202,0.72168394,0.93669280,0.58356702,3.92519893,2.46377571,2.77631691,0.00000000
-5.65782891,6.79991307,0.07215059,0.71307474,0.93256925,0.59318777,3.90816419,2.45912175,2.78684839,0.00000000
-5.65182591,6.78863631,0.07121108,0.70437607,0.92564902,0.60245761,3.88536177,2.45389381,2.79203642,0.00000000
-5.64582291,6.77063706,0.06994485,0.69592448,0.91599756,0.61147147,3.85808849,2.44891561,2.79234752,0.00000000
-5.63981991,6.74793964,0.06837923,0.68804326,0.90372360,0.62034472,3.82769759,2.44503141,2.78835506,0.00000000
-5.63381691,6.72264649,0.06654660,0.68103223,0.88897505,0.62920558,3.79554962,2.44307402,2.78071232,0.00000000
-5.62781391,6.69685532,0.06448348,0.67515829,0.87193439,0.63818641,3.76296339,2.44383277,2.77012259,0.00000000
-5.62181091,6.67257616,0.06222931,0.67064711,0.85281379,0.64741446,3.73116883,2.44802261,2.75730770,0.00000000
-5.61580790,6.65165189,0.05982536,0.66767633,0.83184997,0.65700229,3.70126327,2.45625565,2.74297612,0.00000000
-5.60980490,6.63568526,0.05731342,0.66637038,0.80929894,0.66703849,3.67417276,2.46901634,2.72779193,0.00000000
-5.60380190,6.62597586,0.05473473,0.66679735,0.78543058,0.67757911,3.65062003,2.48664162,2.71234604,0.00000000
-5.59779890,6.62346955,0.05212879,0.66896780,0.76052335,0.68864028,3.63110013,2.50930681,2.69713090,0.00000000
-5.59179590,6.62872299,0.04953239,0.67283576,0.73485889,0.70019245,3.61586505,2.53701817,2.68251978,0.00000000
-5.58579290,6.64188498,0.04697878,0.67830170,0.70871687,0.71215667,3.60491771,2.56961265,2.66875176,0.00000000
-5.57978989,6.66269568,0.04449702,0.68521748,0.68237000,0.72440321,3.59801600,2.60676490,2.65592312,0.00000000
-5.57378689,6.69050399,0.04211145,0.69339299,0.65607932,0.73675269,3.59468646,2.64800151,2.64398564,0.00000000
-5.56778389,6.72430254,0.03984147,0.70260419,0.63008992,0.74897980,3.59424739,2.69272181,2.63275202,0.00000000
-5.56178089,6.76277861,0.03770142,0.71260214,0.60462714,0.76081961,3.59584029,2.74022447,2.62190828,0.00000000
-5.55577789,6.80437888,0.03570072,0.72312271,0.57989329,0.77197611,3.59846834,2.78973844,2.61103243,0.00000000
-5.54977489,6.84738458,0.03384412,0.73389640,0.55606514,0.78213287,3.60104026,2.84045696,2.59961880,0.00000000
-5.54377189,6.88999345,0.03213213,0.74465790,0.53329202,0.79096507,3.60241753,2.89157263,2.58710654,0.00000000
-5.53776888,6.93040424,0.03056153,0.75515497,0.51169474,0.79815261,3.60146285,2.94231189,2.57291105,0.00000000
-5.53176588,6.96689936,0.02912601,0.76515614,0.49136530,0.80339340,3.59708751,2.99196682,2.55645649,0.00000000
-5.52576288,6.99792124,0.02781676,0.77445703,0.47236726,0.80641641,3.58829559,3.03992272,2.53720777,0.00000000
-5.51975988,7.02213853,0.02662320,0.78288505,0.45473697,0.80699355,3.57422284,3.08567967,2.51470017,0.00000000
-5.51375688,7.03849850,0.02553358,0.79030218,0.43848531,0.80494994,3.55416857,3.12886711,2.48856504,0.00000000
-5.50775388,7.04626320,0.02453558,0.79660603,0.42360005,0.80017200,3.52761923,3.16925035,2.45855027,0.00000000
-5.50175088,7.04502763,0.02361690,0.80172911,0.41004866,0.79261288,3.49426269,3.20672899,2.42453423,0.00000000
-5.49574787,7.03471944,0.02276566,0.80563645,0.39778142,0.78229503,3.45399311,3.24132726,2.38653286,0.00000000
-5.48974487,7.01558082,0.02197078,0.80832202,0.38673474,0.76930980,3.40690637,3.27317709,2.34469930,0.00000000
-5.48374187,6.98813437,0.02122232,0.80980414,0.37683468,0.75381412,3.35328697,3.30249515,2.29931660,0.00000000
-5.47773887,6.95313564,0.02051159,0.81012031,0.36800032,0.73602452,3.29358758,3.32955539,2.25078397,0.00000000
-5.47173587,6.91151605,0.01983131,0.80932190,0.36014722,0.71620883,3.22840278,3.35465924,2.19959763,0.00000000
-5.46573287,6.86432019,0.01917564,0.80746913,0.35319062,0.69467615,3.15843884,3.37810528,2.14632769,0.00000000
-5.45972986,6.81264214,0.01854013,0.80462667,0.34704847,0.67176553,3.08448169,3.40016082,2.09159254,0.00000000
-5.45372686,6.75756491,0.01792171,0.80086020,0.34164428,0.64783415,3.00736478,3.42103735,2.03603241,0.00000000
-5.44772386,6.70010740,0.01731853,0.79623420,0.33690965,0.62324551,2.92793903,3.44087154,1.98028378,0.00000000
-5.44172086,6.64118203,0.01672992,0.79081107,0.33278659,0.59835827,2.84704621,3.45971338,1.92495623,0.00000000
-5.43571786,6.58156574,0.01615620,0.78465172,0.32922952,0.57351628,2.76549708,3.47752232,1.87061282,0.00000000
-5.42971486,6.52188599,0.01559861,0.77781735,0.32620702,0.54904022,2.68405521,3.49417175,1.81775523,0.00000000
-5.42371186,6.46262218,0.01505919,0.77037260,0.32370328,0.52522102,2.60342670,3.50946173,1.76681422,0.00000000
-5.41770885,6.40412174,0.01454071,0.76238943,0.32171920,0.50231550,2.52425588,3.52313913,1.71814552,0.00000000
-5.41170585,6.34662941,0.01404655,0.75395171,0.32027322,0.48054395,2.44712639,3.53492396,1.67203125,0.00000000
-5.40570285,6.29032690,0.01358067,0.74515995,0.31940167,0.46008982,2.37256681,3.54454018,1.62868615,0.00000000
-5.39969985,6.23537976,0.01314756,0.73613590,0.31915875,0.44110110,2.30105974,3.55174901,1.58826800,0.00000000
-5.39369685,6.18198763,0.01275214,0.72702643,0.31961604,0.42369330,2.23305305,3.55638245,1.55089104,0.00000000
-5.38769385,6.13043389,0.01239971,0.71800658,0.32086140,0.40795350,2.16897181,3.55837489,1.51664126,0.00000000
-5.38169085,6.08113088,0.01209589,0.70928116,0.32299735,0.39394520,2.10922969,3.55779062,1.48559230,0.00000000
-5.37568784,6.03465713,0.01184653,0.70108486,0.32613880,0.38171352,2.05423855,3.55484539,1.45782077,0.00000000
-5.36968484,5.99178362,0.01165755,0.69368054,0.33041013,0.37129038,2.00441526,3.54992039,1.43341979,0.00000000
-5.36368184,5.95348679,0.01153486,0.68735571,0.33594166,0.36269932,1.96018493,3.54356773,1.41250976,0.00000000
-5.35767884,5.92094702,0.01148415,0.68241719,0.34286548,0.35595969,1.92198026,3.53650667,1.39524587,0.00000000
-5.35167584,5.89553206,0.01151072,0.67918405,0.35131083,0.35108997,1.89023671,3.52961061,1.38182154,0.00000000
-5.34567284,5.87876594,0.01161927,0.67797909,0.36139897,0.34811006,1.86538390,3.52388530,1.37246790,0.00000000
-5.33966983,5.87228465,0.01181370,0.67911910,0.37323790,0.34704254,1.84783349,3.52043919,1.36744924,0.00000000
-5.33366683,5.87778085,0.01209686,0.68290432,0.38691695,0.34791276,1.83796448,3.52044716,1.36705475,0.00000000
-5.32766383,5.89694010,0.01247038,0.68960749,0.40250149,0.35074797,1.83610662,3.52510951,1.37158712,0.00000000
-5.32166083,5.93137200,0.01293443,0.69946298,0.42002809,0.35557554,1.84252313,3.53560786,1.38134875,0.00000000
-5.31565783,5.98253951,0.01348756,0.71265641,0.43950028,0.36242034,1.85739367,3.55306010,1.39662623,0.00000000
-5.30965483,6.05168987,0.01412659,0.72931525,0.46088512,0.37130161,1.88079870,3.57847631,1.41767420,0.00000000
-5.30365183,6.13979063,0.01484650,0.74950084,0.48411098,0.38222947,1.91270625,3.61271762,1.44469920,0.00000000
-5.29764882,6.24747363,0.01564042,0.77320208,0.50906654,0.39520126,1.95296190,3.65645967,1.47784462,0.00000000
-5.29164582,6.37498967,0.01649964,0.80033126,0.53560121,0.41019794,2.00128288,3.71016225,1.51717737,0.00000000
-5.28564282,6.52217590,0.01741370,0.83072214,0.56352719,0.42718085,2.05725658,3.77404616,1.56267700,0.00000000
-5.27963982,6.68843760,0.01837056,0.86413039,0.59262299,0.44608890,2.12034418,3.84807827,1.61422782,0.00000000
-5.27363682,6.87274503,0.01935677,0.90023653,0.62263852,0.46683649,2.18988907,3.93196521,1.67161441,0.00000000
-5.26763382,7.07364584,0.02035780,0.93865125,0.65330166,0.48931235,2.26513046,4.02515589,1.73452078,0.00000000
-5.26163082,7.28929259,0.02135827,0.97892295,0.68432590,0.51337927,2.34522141,4.12685267,1.80253334,0.00000000
-5.25562781,7.51748461,0.02234236,1.02054733,0.71541907,0.53887502,2.42925103,4.23603078,1.87514752,0.00000000
-5.24962481,7.75572268,0.02329416,1.06297871,0.74629264,0.56561452,2.51627011,4.35146516,1.95177808,0.00000000
-5.24362181,8.00127486,0.02419804,1.10564270,0.77667137,0.59339307,2.60531913,4.47176391,2.03177252,0.00000000
-5.23761881,8.25125115,0.02503904,1.14794990,0.80630274,0.62199096,2.69545782,4.59540721,2.11442745,0.00000000
-5.23161581,8.50268455,0.02580323,1.18931010,0.83496597,0.65117905,2.78579493,4.72079025,2.19900716,0.00000000
-5.22561281,8.75261578,0.02647807,1.22914658,0.86247998,0.68072548,2.87551719,4.84626911,2.28476386,0.00000000
-5.21960980,8.99817869,0.02705269,1.26691007,0.88871010,0.71040304,2.96391609,4.97020770,2.37095888,0.00000000
-5.21360680,9.23668356,0.02751815,1.30209194,0.91357310,0.73999718,3.05041121,5.09102467,2.45688395,0.00000000
-5.20760380,9.46569520,0.02786766,1.33423612,0.93704019,0.76931417,3.13456910,5.20723844,2.54188183,0.00000000
-5.20160080,9.68310295,0.02809668,1.36294956,0.95913788,0.79818920,3.21611649,5.31750898,2.62536535,0.00000000
-5.19559780,9.88718018,0.02820305,1.38791060,0.97994653,0.82649389,3.29494706,5.42067497,2.70683413,0.00000000
-5.18959480,10.07663053,0.02818697,1.40887533,0.99959651,0.85414291,3.37112119,5.51578497,2.78588808,0.00000000
-5.18359180,10.25061932,0.02805099,1.42568145,1.01826210,0.88109926,3.44485823,5.60212146,2.86223714,0.00000000
-5.17758879,10.40878839,0.02779988,1.43824967,1.03615329,0.90737786,3.51652131,5.67921701,2.93570665,0.00000000
-5.17158579,10.55125371,0.02744051,1.44658249,1.05350581,0.93304712,3.58659516,5.74686166,3.00623797,0.00000000
-5.16558279,10.67858552,0.02698163,1.45076052,1.07056965,0.95822828,3.65565749,5.80510157,3.07388428,0.00000000
-5.15957979,10.79177165,0.02643367,1.45093638,1.08759679,0.98309233,3.72434510,5.85422863,3.13880158,0.00000000
-5.15357679,10.89216528,0.02580850,1.44732650,1.10482834,1.00785458,3.79331616,5.89476169,3.20123534,0.00000000
-5.14757379,10.98141940,0.02511913,1.44020101,1.12248210,1.03276690,3.86321036,5.92742005,3.26150329,0.00000000
-5.14157079,11.06141066,0.02437945,1.42987225,1.14074075,1.05810797,3.93460881,5.95309033,3.31997520,0.00000000
-5.13556778,11.13415587,0.02360401,1.41668232,1.15974160,1.08417175,4.00799587,5.97278827,3.37705071,0.00000000
-5.12956478,11.20172516,0.02280773,1.40099013,1.17956822,1.11125486,4.08372484,5.98761699,3.43313630,0.00000000
-5.12356178,11.26615555,0.02200571,1.38315857,1.20024459,1.13964321,4.16198959,5.99872361,3.48862261,0.00000000
-5.11755878,11.32936905,0.02121299,1.36354230,1.22173203,1.16959868,4.24280371,6.00725617,3.54386337,0.00000000
-5.11155578,11.39309904,0.02044444,1.34247672,1.24392923,1.20134637,4.32598873,6.01432258,3.59915694,0.00000000
-5.10555278,11.45882818,0.01971463,1.32026848,1.26667541,1.23506310,4.41117217,6.02095350,3.65473155,0.00000000
-5.09954977,11.52774060,0.01903771,1.29718814,1.28975645,1.27086776,4.49779587,6.02807047,3.71073485,0.00000000
-5.09354677,11.60069016,0.01842740,1.27346492,1.31291388,1.30881386,4.58513436,6.03646054,3.76722824,0.00000000
-5.08754377,11.67818562,0.01789691,1.24928409,1.33585618,1.34888489,4.67232262,6.04675817,3.82418611,0.00000000
-5.08154077,11.76039277,0.01745899,1.22478670,1.35827177,1.39099240,4.75839159,6.05943462,3.88149986,0.00000000
-5.07553777,11.84715230,0.01712589,1.20007172,1.37984318,1.43497712,4.84230982,6.07479495,3.93898604,0.00000000
-5.06953477,11.93801151,0.01690938,1.17520031,1.40026139,1.48061294,4.92302883,6.09298200,3.99639800,0.00000000
-5.06353177,12.03226713,0.01682072,1.15020182,1.41923979,1.52761340,4.99952968,6.11398646,4.05344000,0.00000000
-5.05752876,12.12901595,0.01687064,1.12508115,1.43652669,1.57564046,5.07086808,6.13766200,4.10978268,0.00000000
-5.05152576,12.22720966,0.01706925,1.09982685,1.45191598,1.62431495,5.13621540,6.16374409,4.16507871,0.00000000
-5.04552276,12.32571005,0.01742591,1.07441951,1.46525497,1.67322811,5.19489320,6.19187089,4.21897750,0.00000000
-5.03951976,12.42334132,0.01794908,1.04883981,1.47644932,1.72195367,5.24639922,6.22160506,4.27113798,0.00000000
-5.03351676,12.51893601,0.01864606,1.02307575,1.48546446,1.77005969,5.29042330,6.25245480,4.32123861,0.00000000
-5.02751376,12.61137229,0.01952275,0.99712868,1.49232364,1.81711973,5.32685221,6.28389328,4.36898398,0.00000000
-5.02151076,12.69960064,0.02058327,0.97101760,1.49710259,1.86272265,5.35576329,6.31537523,4.41410785,0.00000000
-5.01550775,12.78265909,0.02182966,0.94478176,1.49992130,1.90648071,5.37740708,6.34635029,4.45637244,0.00000000
-5.00950475,12.85967690,0.02326143,0.91848119,1.50093321,1.94803562,5.39218018,6.37627272,4.49556444,0.00000000
-5.00350175,12.92986750,0.02487523,0.89219547,1.50031259,1.98706235,5.40058978,6.40460745,4.53148812,0.00000000
-4.99749875,12.99251228,0.02666444,0.86602059,1.49824094,2.02327072,5.40321228,6.43083286,4.56395644,0.00000000
-4.99149575,13.04693742,0.02861892,0.84006442,1.49489308,2.05640485,5.40064818,6.45444081,4.59278098,0.00000000
-4.98549275,13.09248645,0.03072467,0.81444102,1.49042383,2.08624077,5.39347611,6.47493465,4.61776172,0.00000000
-4.97948974,13.12849149,0.03296378,0.78926426,1.48495616,2.11258256,5.38220872,6.49182614,4.63867771,0.00000000
-4.97348674,13.15424618,0.03531430,0.76464111,1.47857136,2.13525738,5.36725291,6.50463225,4.65527945,0.00000000
-4.96748374,13.16898313,0.03775039,0.74066527,1.47130191,2.15411020,5.34887687,6.51287267,4.66728399,0.00000000
-4.96148074,13.17185855,0.04024255,0.71741128,1.46312739,2.16899838,5.32718579,6.51606898,4.67437324,0.00000000
-4.95547774,13.16194582,0.04275800,0.69492977,1.45397379,2.17978703,5.30210755,6.51374619,4.67619597,0.00000000
-4.94947474,13.13823969,0.04526121,0.67324400,1.44371604,2.18634530,5.27338941,6.50543697,4.67237365,0.00000000
-4.94347174,13.09967152,0.04771457,0.65234792,1.43218381,2.18854429,5.24060572,6.49068912,4.66251002,0.00000000
-4.93746873,13.04513558,0.05007921,0.63220591,1.41917009,2.18625665,5.20317626,6.46907594,4.64620412,0.00000000
-4.93146573,12.97352537,0.05231587,0.61275424,1.40444219,2.17935813,5.16039426,6.44020958,4.62306605,0.00000000
-4.92546273,12.88377851,0.05438583,0.59390402,1.38775447,2.16773110,5.11146253,6.40375651,4.59273487,0.00000000
-4.91945973,12.77492779,0.05625196,0.57554562,1.36886203,2.15126987,5.05553564,6.35945452,4.55489746,0.00000000
-4.91345673,12.64615564,0.05787964,0.55755424,1.34753485,2.12988749,4.99176607,6.30713031,4.50930756,0.00000000
-4.90745373,12.49684893,0.05923774,0.53979619,1.32357139,2.10352381,4.91935176,6.24671635,4.45580371,0.00000000
-4.90145073,12.32665085,0.06029947,0.52213579,1.29681110,2.07215401,4.83758256,6.17826605,4.39432509,0.00000000
-4.89544772,12.13550649,0.06104312,0.50444223,1.26714518,2.03579731,4.74588338,6.10196588,4.32492435,0.00000000
-4.88944472,11.92369931,0.06145267,0.48659616,1.23452507,1.99452512,4.64385166,6.01814343,4.24777654,0.00000000
-4.88344172,11.69187577,0.06151822,0.46849573,1.19896833,1.94846804,4.53128750,5.92727031,4.16318346,0.00000000
-4.87743872,11.44105616,0.06123624,0.45006164,1.16056160,1.89782126,4.40821512,5.82995939,4.07157324,0.00000000
-4.87143572,11.17263052,0.06060961,0.43124104,1.11946071,1.84284784,4.27489455,5.72695566,3.97349471,0.00000000
-4.86543272,10.88833897,0.05964753,0.41201016,1.07588787,1.78387959,4.13182343,5.61912093,3.86960702,0.00000000
-4.85942971,10.59023720,0.05836516,0.39237550,1.03012621,1.72131539,3.97972893,5.50741242,3.76066469,0.00000000
-4.85342671,10.28064818,0.05678317,0.37237363,0.98251210,1.65561682,3.81955054,5.39285607,3.64749894,0.00000000
-4.84742371,9.96210241,0.05492707,0.35206973,0.93342557,1.58730146,3.65241473,5.27651560,3.53099606,0.00000000
-4.84142071,9.63726934,0.05282651,0.33155477,0.88327932,1.51693384,3.47960304,5.15945862,3.41207400,0.00000000
-4.83541771,9.30888350,0.05051438,0.31094193,0.83250707,1.44511480,3.30251540,5.04272150,3.29165829,0.00000000
-4.82941471,8.97966870,0.04802598,0.29036202,0.78155151,1.37246950,3.12263031,4.92727467,3.17065839,0.00000000
-4.82341171,8.65226440,0.04539807,0.26995860,0.73085263,1.29963484,2.94146414,4.81399024,3.04994587,0.00000000
-4.81740870,8.32915758,0.04266800,0.24988274,0.68083673,1.22724681,2.76053117,4.70361368,2.93033524,0.00000000
-4.81140570,8.01262353,0.03987278,0.23028785,0.63190663,1.15592843,2.58130624,4.59674110,2.81256846,0.00000000
-4.80540270,7.70467824,0.03704839,0.21132479,0.58443331,1.08627880,2.40519137,4.49380338,2.69730362,0.00000000
-4.79939970,7.40704434,0.03422901,0.19313746,0.53874929,1.01886366,2.23348759,4.39505816,2.58510836,0.00000000
-4.79339670,7.12113184,0.03144642,0.17585901,0.49514377,0.95420796,2.06737266,4.30059003,2.47645796,0.00000000
-4.78739370,6.84803387,0.02872959,0.15960876,0.45385956,0.89279034,1.90788523,4.21031898,2.37173799,0.00000000
-4.78139070,6.58853679,0.02610426,0.14449006,0.41509186,0.83503995,1.75591541,4.12401657,2.27125105,0.00000000
-4.77538769,6.34314329,0.02359277,0.13058881,0.37898850,0.78133517,1.61220161,4.04132890,2.17522679,0.00000000
-4.76938469,6.11210635,0.02121394,0.11797291,0.34565164,0.73200428,1.47733286,3.96180512,2.08383454,0.00000000
-4.76338169,5.89547128,0.01898309,0.10669230,0.31514053,0.68732759,1.35175612,3.88492966,1.99719733,0.00000000
-4.75737869,5.69312295,0.01691217,0.09677976,0.28747512,0.64754073,1.23578744,3.81015666,1.91540649,0.00000000
-4.75137569,5.50483497,0.01500996,0.08825205,0.26264024,0.61283859,1.12962596,3.73694439,1.83853556,0.00000000
-4.74537269,5.33031765,0.01328236,0.08111148,0.24058999,0.58337959,1.03336979,3.66478815,1.76665280,0.00000000
-4.73936968,5.16926213,0.01173274,0.07534771,0.22125218,0.55928961,0.94703266,3.59324962,1.69983149,0.00000000
-4.73336668,5.02137807,0.01036229,0.07093957,0.20453262,0.54066553,0.87056049,3.52198153,1.63815724,0.00000000
-4.72736368,4.88642309,0.00917046,0.06785688,0.19031897,0.52757785,0.80384697,3.45074638,1.58173227,0.00000000
-4.72136068,4.76422287,0.00815530,0.06606218,0.17848427,0.52007223,0.74674766,3.37942849,1.53067622,0.00000000
-4.71535768,4.65468125,0.00731389,0.06551217,0.16888984,0.51817006,0.69909204,3.30803911,1.48512379,0.00000000
-4.70935468,4.55778046,0.00664264,0.06615899,0.16138777,0.52186772,0.66069311,3.23671462,1.44521938,0.00000000
-4.70335168,4.47357223,0.00613764,0.06795117,0.15582284,0.53113500,0.63135458,3.16570827,1.41110927,0.00000000
-4.69734867,4.40216082,0.00579489,0.07083430,0.15203413,0.54591260,0.61087540,3.09537617,1.38293188,0.00000000
-4.69134567,4.34367974,0.00561045,0.07475147,0.14985623,0.56610905,0.59905186,3.02615854,1.36080680,0.00000000
-4.68534267,4.29826377,0.00558062,0.07964344,0.14912034,0.59159737,0.59567729,2.95855732,1.34482329,0.00000000
-4.67933967,4.26601827,0.00570193,0.08544863,0.14965517,0.62221162,0.60053975,2.89311152,1.33502889,0.00000000
-4.67333667,4.24698770,0.00597112,0.09210293,0.15128794,0.65774374,0.61341778,2.83037134,1.33141879,0.00000000
-4.66733367,4.24112500,0.00638504,0.09953942,0.15384541,0.69794085,0.63407475,2.77087251,1.33392645,0.00000000
-4.66133067,4.24826351,0.00694048,0.10768806,0.15715509,0.74250322,0.66225190,2.71511176,1.34241598,0.00000000
-4.65532766,4.26809263,0.00763396,0.11647526,0.16104666,0.79108313,0.69766069,2.66352447,1.35667639,0.00000000
-4.64932466,4.30013828,0.00846145,0.12582359,0.16535352,0.84328456,0.73997453,2.61646527,1.37641805,0.00000000
-4.64332166,4.34374881,0.00941806,0.13565142,0.16991461,0.89866392,0.78882066,2.57419215,1.40127145,0.00000000
