energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.77666415,-1.81778551,0.03233100,-0.03339893,0.11344986,-0.11678118,0.59492032,-0.61069475,0.75332457,-0.77134086,0.03491793,-0.03511863,0.79703973,-0.81494680
-5.99399700,1.72749904,-1.77125214,0.03145029,-0.03262735,0.10994176,-0.11334841,0.57545571,-0.59138018,0.73241909,-0.75197771,0.03462153,-0.03489823,0.77484306,-0.79389441
-5.98799400,1.67591550,-1.72214111,0.03049141,-0.03175898,0.10638198,-0.10988039,0.55579001,-0.57194517,0.71029397,-0.73120693,0.03422811,-0.03458282,0.75154132,-0.77165901
-5.98199100,1.62197060,-1.67048022,0.02946730,-0.03080661,0.10273961,-0.10633872,0.53581580,-0.55226045,0.68707853,-0.70915539,0.03373605,-0.03417073,0.72718231,-0.74828136
-5.97598799,1.56576616,-1.61634223,0.02839068,-0.02978334,0.09899425,-0.10269523,0.51545980,-0.53222768,0.66290431,-0.68595552,0.03314409,-0.03366040,0.70182632,-0.72381431
-5.96998499,1.50745296,-1.55984935,0.02727378,-0.02870229,0.09513661,-0.09893280,0.49468657,-0.51178416,0.63790498,-0.66174436,0.03245167,-0.03305066,0.67554835,-0.69832494
-5.96398199,1.44723380,-1.50117651,0.02612804,-0.02757618,0.09116858,-0.09504575,0.47350061,-0.49090597,0.61221655,-0.63666318,0.03165923,-0.03234105,0.64843989,-0.67189640
-5.95797899,1.38536523,-1.44055338,0.02496393,-0.02641708,0.08710306,-0.09103981,0.45194698,-0.46960963,0.58597803,-0.61085729,0.03076856,-0.03153219,0.62061046,-0.64462941
-5.95197599,1.32215757,-1.37826484,0.02379083,-0.02523619,0.08296333,-0.08693176,0.43011047,-0.44795225,0.55933217,-0.58447621,0.02978300,-0.03062606,0.59218842,-0.61664332
-5.94597299,1.25797349,-1.31464994,0.02261699,-0.02404366,0.07878224,-0.08274866,0.40811346,-0.42603021,0.53242637,-0.55767402,0.02870768,-0.02962621,0.56332118,-0.58807652
-5.93996998,1.19322478,-1.25009918,0.02144949,-0.02284855,0.07460108,-0.07852696,0.38611256,-0.40397667,0.50541338,-0.53060965,0.02754954,-0.02853799,0.53417464,-0.55908618
-5.93396698,1.12836753,-1.18505032,0.02029431,-0.02165872,0.07046838,-0.07431124,0.36429434,-0.38195782,0.47845180,-0.50344714,0.02631742,-0.02736860,0.50493192,-0.52984732
-5.92796398,1.06389581,-1.11998255,0.01915644,-0.02048092,0.06643852,-0.07015293,0.34287017,-0.36016832,0.45170623,-0.47635567,0.02502191,-0.02612706,0.47579125,-0.50055112
-5.92196098,1.00033394,-1.05540939,0.01803999,-0.01932081,0.06257021,-0.06610882,0.32207055,-0.33882597,0.42534699,-0.44950932,0.02367519,-0.02482418,0.44696331,-0.47140253
-5.91595798,0.93822768,-0.99187044,0.01694829,-0.01818309,0.05892510,-0.06223962,0.30213911,-0.31816592,0.39954932,-0.42308641,0.02229079,-0.02347230,0.41866789,-0.44261734
-5.90995498,0.87813457,-0.92992212,0.01588409,-0.01707161,0.05556618,-0.05860839,0.28332629,-0.29843449,0.37449211,-0.39726849,0.02088326,-0.02208506,0.39113014,-0.41441873
-5.90395198,0.82061371,-0.87012785,0.01484965,-0.01598950,0.05255634,-0.05527906,0.26588321,-0.27988301,0.35035614,-0.37223891,0.01946780,-0.02067708,0.36457660,-0.38703340
-5.89794897,0.76621530,-0.81304786,0.01384689,-0.01493928,0.04995691,-0.05231495,0.25005560,-0.26276163,0.32732190,-0.34818095,0.01805986,-0.01926356,0.33923093,-0.36068760
-5.89194597,0.71547020,-0.75922886,0.01287749,-0.01392305,0.04782627,-0.04977731,0.23607797,-0.24731334,0.30556709,-0.32527573,0.01667475,-0.01785990,0.31530983,-0.33560301
-5.88594297,0.66887985,-0.70919397,0.01194295,-0.01294251,0.04621850,-0.04772398,0.22416825,-0.23376836,0.28526379,-0.30369966,0.01532723,-0.01648132,0.29301896,-0.31199267
-5.87993997,0.62690668,-0.66343302,0.01104467,-0.01199914,0.04518208,-0.04620804,0.21452282,-0.22233889,0.26657552,-0.28362188,0.01403120,-0.01514243,0.27254926,-0.29005721
-5.87393697,0.58996532,-0.62239353,0.01018400,-0.01109422,0.04475872,-0.04527660,0.20731199,-0.21321423,0.24965417,-0.26520144,0.01279931,-0.01385690,0.25407353,-0.26998130
-5.86793397,0.55841470,-0.58647242,0.00936218,-0.01022887,0.04498216,-0.04496959,0.20267609,-0.20655657,0.23463708,-0.24858450,0.01164279,-0.01263716,0.23774355,-0.25193052
-5.86193097,0.53255115,-0.55600867,0.00858042,-0.00940414,0.04587711,-0.04531864,0.20072199,-0.20249712,0.22164407,-0.23390157,0.01057117,-0.01149414,0.22368765,-0.23604867
-5.85592796,0.51260270,-0.53127706,0.00783982,-0.00862093,0.04745831,-0.04634608,0.20152030,-0.20113290,0.21077482,-0.22126488,0.00959223,-0.01043711,0.21200877,-0.22245562
-5.84992496,0.49872455,-0.51248294,0.00714133,-0.00788006,0.04972963,-0.04806396,0.20510308,-0.20252405,0.20210650,-0.21076596,0.00871188,-0.00947351,0.20278315,-0.21124560
-5.84392196,0.49099577,-0.49975820,0.00648575,-0.00718220,0.05268337,-0.05047325,0.21146229,-0.20669176,0.19569165,-0.20247345,0.00793421,-0.00860896,0.19605942,-0.20248605
-5.83791896,0.48941740,-0.49315853,0.00587366,-0.00652788,0.05629970,-0.05356319,0.22054885,-0.21361683,0.19155663,-0.19643128,0.00726151,-0.00784723,0.19185832,-0.19621692
-5.83191596,0.49391190,-0.49266191,0.00530536,-0.00591740,0.06054632,-0.05731075,0.23227251,-0.22323901,0.18970042,-0.19265727,0.00669441,-0.00719032,0.19017277,-0.19245054
-5.82591296,0.50432395,-0.49816848,0.00478088,-0.00535085,0.06537837,-0.06168037,0.24650250,-0.23545699,0.19009394,-0.19114207,0.00623200,-0.00663858,0.19096852,-0.19117185
-5.81990995,0.52042278,-0.50950176,0.00429991,-0.00482806,0.07073866,-0.06662396,0.26306907,-0.25012931,0.19267995,-0.19184871,0.00587201,-0.00619085,0.19418515,-0.19233917
-5.81390695,0.54190587,-0.52641136,0.00386180,-0.00434857,0.07655812,-0.07208113,0.28176595,-0.26707617,0.19737350,-0.19471260,0.00561101,-0.00584463,0.19973747,-0.19588529
-5.80790395,0.56840413,-0.54857709,0.00346556,-0.00391161,0.08275676,-0.07797987,0.30235365,-0.28608206,0.20406292,-0.19964212,0.00544460,-0.00559629,0.20751730,-0.20171901
-5.80190095,0.59948832,-0.57561446,0.00310984,-0.00351610,0.08924481,-0.08423743,0.32456377,-0.30689943,0.21261142,-0.20651974,0.00536759,-0.00544127,0.21739547,-0.20972699
-5.79589795,0.63467683,-0.60708153,0.00279297,-0.00316065,0.09592435,-0.09076170,0.34810400,-0.32925316,0.22285925,-0.21520379,0.00537422,-0.00537425,0.22922418,-0.21977589
-5.78989495,0.67344438,-0.64248701,0.00251298,-0.00284357,0.10269122,-0.09745282,0.37266395,-0.35284592,0.23462633,-0.22553063,0.00545829,-0.00538937,0.24283942,-0.23171477
-5.78389195,0.71523157,-0.68129930,0.00226763,-0.00256289,0.10943720,-0.10420523,0.39792142,-0.37736414,0.24771531,-0.23731747,0.00561333,-0.00548036,0.25806358,-0.24537765
-5.77788894,0.75945494,-0.72295632,0.00205447,-0.00231639,0.11605245,-0.11090993,0.42354901,-0.40248455,0.26191501,-0.25036552,0.00583273,-0.00564073,0.27470797,-0.26058612
-5.77188594,0.80551715,-0.76687573,0.00187085,-0.00210165,0.12242811,-0.11745696,0.44922091,-0.42788093,0.27700408,-0.26446345,0.00610983,-0.00586387,0.29257536,-0.27715203
-5.76588294,0.85281694,-0.81246533,0.00171403,-0.00191608,0.12845896,-0.12373805,0.47461936,-0.45323091,0.29275478,-0.27939115,0.00643799,-0.00614316,0.31146231,-0.29487999
-5.75987994,0.90075855,-0.85913296,0.00158119,-0.00175698,0.13404600,-0.12964925,0.49944072,-0.47822254,0.30893675,-0.29492352,0.00681063,-0.00647201,0.33116121,-0.31356969
-5.75387694,0.94876014,-0.90629586,0.00146951,-0.00162160,0.13909892,-0.13509356,0.52340081,-0.50256018,0.32532064,-0.31083421,0.00722127,-0.00684396,0.35146205,-0.33301799
-5.74787394,0.99626101,-0.95338884,0.00137618,-0.00150716,0.14353835,-0.13998334,0.54623934,-0.52596978,0.34168149,-0.32689918,0.00766351,-0.00725262,0.37215381,-0.35302056
-5.74187094,1.04272736,-0.99987114,0.00129853,-0.00141093,0.14729765,-0.14424245,0.56772311,-0.54820293,0.35780170,-0.34290000,0.00813104,-0.00769177,0.39302549,-0.37337320
-5.73586793,1.08765652,-1.04523165,0.00123397,-0.00133026,0.15032444,-0.14780802,0.58764810,-0.56903982,0.37347367,-0.35862665,0.00861758,-0.00815523,0.41386678,-0.39387267
-5.72986493,1.13057956,-1.08899257,0.00118012,-0.00126264,0.15258149,-0.15063179,0.60584027,-0.58829092,0.38850187,-0.37387996,0.00911688,-0.00863691,0.43446846,-0.41431718
-5.72386193,1.17106258,-1.13071124,0.00113477,-0.00120572,0.15404721,-0.15268093,0.62215519,-0.60579728,0.40270447,-0.38847346,0.00962266,-0.00913075,0.45462268,-0.43450658
-5.71785893,1.20870681,-1.16998064,0.00109596,-0.00115732,0.15471552,-0.15393833,0.63647662,-0.62142968,0.41591462,-0.40223472,0.01012859,-0.00963065,0.47412311,-0.45424233
-5.71185593,1.24314795,-1.20642867,0.00106192,-0.00111552,0.15459531,-0.15440235,0.64871436,-0.63508678,0.42798126,-0.41500634,0.01062827,-0.01013048,0.49276540,-0.47332741
-5.70585293,1.27405520,-1.23971658,0.00103116,-0.00107860,0.15370934,-0.15408615,0.65880145,-0.64669236,0.43876978,-0.42664648,0.01111525,-0.01062403,0.51034780,-0.49156645
-5.69984992,1.30113042,-1.26953722,0.00100241,-0.00104508,0.15209285,-0.15301640,0.66669132,-0.65619220,0.44816254,-0.43702918,0.01158304,-0.01110501,0.52667245,-0.50876609
-5.69384692,1.32410802,-1.29561345,0.00097465,-0.00101371,0.14979180,-0.15123182,0.67235498,-0.66355075,0.45605943,-0.44604465,0.01202516,-0.01156709,0.54154723,-0.52473599
-5.68784392,1.34275589,-1.31769735,0.00094707,-0.00098349,0.14686093,-0.14878126,0.67577862,-0.66874797,0.46237859,-0.45359953,0.01243521,-0.01200392,0.55478845,-0.53929042
-5.68184092,1.35687786,-1.33557065,0.00091907,-0.00095364,0.14336173,-0.14572175,0.67696204,-0.67177679,0.46705741,-0.45961739,0.01280703,-0.01240924,0.56622442,-0.55225079
-5.67583792,1.36631774,-1.34904681,0.00089024,-0.00092355,0.13936041,-0.14211636,0.67591788,-0.67264131,0.47005389,-0.46403964,0.01313477,-0.01277694,0.57569990,-0.56344908
