energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.77157039,0.00328307,0.28633723,0.27628087,0.00000000,0.31080403,0.35576196
-5.99399700,0.79118852,0.00348841,0.29656627,0.28109511,0.00000000,0.32168956,0.36657097
-5.98799400,0.81395192,0.00370066,0.30744482,0.28719534,0.00000000,0.33276178,0.37814076
-5.98199100,0.83976619,0.00392047,0.31883788,0.29461316,0.00000000,0.34389348,0.39031048
-5.97598799,0.86850463,0.00414874,0.33059324,0.30338026,0.00000000,0.35495938,0.40289945
-5.96998499,0.90001391,0.00438660,0.34254651,0.31352845,0.00000000,0.36584039,0.41571363
-5.96398199,0.93411810,0.00463535,0.35452629,0.32508839,0.00000000,0.37642720,0.42855199
-5.95797899,0.97062075,0.00489639,0.36635905,0.33808683,0.00000000,0.38662282,0.44121257
-5.95197599,1.00930500,0.00517112,0.37787381,0.35254259,0.00000000,0.39634418,0.45349801
-5.94597299,1.04993184,0.00546080,0.38890614,0.36846152,0.00000000,0.40552255,0.46522027
-5.93996998,1.09223693,0.00576650,0.39930174,0.38583063,0.00000000,0.41410303,0.47620455
-5.93396698,1.13592662,0.00608892,0.40891926,0.40461204,0.00000000,0.42204315,0.48629232
-5.92796398,1.18067375,0.00642829,0.41763255,0.42473709,0.00000000,0.42931078,0.49534344
-5.92196098,1.22611415,0.00678430,0.42533236,0.44610113,0.00000000,0.43588161,0.50323765
-5.91595798,1.27184454,0.00715595,0.43192751,0.46855958,0.00000000,0.44173656,0.50987531
-5.90995498,1.31742270,0.00754160,0.43734570,0.49192579,0.00000000,0.44685929,0.51517772
-5.90395198,1.36237041,0.00793882,0.44153399,0.51597091,0.00000000,0.45123409,0.51908720
-5.89794897,1.40617970,0.00834450,0.44445910,0.54042628,0.00000000,0.45484448,0.52156695
-5.89194597,1.44832262,0.00875487,0.44610759,0.56498837,0.00000000,0.45767264,0.52260090
-5.88594297,1.48826443,0.00916557,0.44648586,0.58932626,0.00000000,0.45969962,0.52219367
