energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-3.56278139,3.35763786,0.43847030,0.99338068,0.00314134,0.11271401,0.65665680,1.87291914,0.18035188,0.00000000
-3.55677839,3.37161061,0.44618146,0.97397891,0.00346775,0.11311989,0.64883827,1.90738519,0.18017171,0.00000000
-3.55077539,3.38604832,0.45426721,0.95660921,0.00382758,0.11335656,0.64131895,1.93990952,0.18010306,0.00000000
-3.54477239,3.40087414,0.46261989,0.94133737,0.00422032,0.11341002,0.63433277,1.97032780,0.18017985,0.00000000
-3.53876938,3.41605936,0.47111927,0.92821407,0.00464500,0.11326871,0.62811624,1.99854175,0.18043705,0.00000000
-3.53276638,3.43162697,0.47963581,0.91727464,0.00510016,0.11292409,0.62290366,2.02452294,0.18090965,0.00000000
-3.52676338,3.44765166,0.48803421,0.90853823,0.00558388,0.11237117,0.61892181,2.04831389,0.18163154,0.00000000
-3.52076038,3.46425579,0.49617685,0.90200635,0.00609367,0.11160879,0.61638402,2.07002617,0.18263410,0.00000000
-3.51475738,3.48160137,0.50392720,0.89766074,0.00662656,0.11063978,0.61548378,2.08983570,0.18394473,0.00000000
-3.50875438,3.49987813,0.51115290,0.89546070,0.00717902,0.10947089,0.61638807,2.10797494,0.18558526,0.00000000
-3.50275138,3.51928814,0.51772855,0.89533994,0.00774701,0.10811260,0.61923064,2.12472248,0.18757032,0.00000000
-3.49674837,3.54002785,0.52353798,0.89720329,0.00832594,0.10657867,0.62410547,2.14039030,0.18990586,0.00000000
-3.49074537,3.56226841,0.52847619,0.90092354,0.00891078,0.10488566,0.63106078,2.15530918,0.19258780,0.00000000
-3.48474237,3.58613553,0.53245073,0.90633869,0.00949600,0.10305220,0.64009384,2.16981306,0.19560093,0.00000000
-3.47873937,3.61169018,0.53538282,0.91325005,0.01007572,0.10109833,0.65114708,2.18422299,0.19891823,0.00000000
-3.47273637,3.63891142,0.53720801,0.92142151,0.01064371,0.09904471,0.66410560,2.19883145,0.20250063,0.00000000
-3.46673337,3.66768274,0.53787667,0.93058023,0.01119353,0.09691190,0.67879662,2.21388794,0.20629732,0.00000000
-3.46073037,3.69778297,0.53735437,0.94041906,0.01171863,0.09471967,0.69499084,2.22958662,0.21024656,0.00000000
-3.45472736,3.72888279,0.53562208,0.95060085,0.01221248,0.09248649,0.71240618,2.24605655,0.21427720,0.00000000
-3.44872436,3.76054743,0.53267658,0.96076460,0.01266875,0.09022901,0.73071360,2.26335529,0.21831073,0.00000000
-3.44272136,3.79224588,0.52853076,0.97053348,0.01308149,0.08796184,0.74954520,2.28146609,0.22226387,0.00000000
-3.43671836,3.82336648,0.52321424,0.97952451,0.01344531,0.08569741,0.76850436,2.30029901,0.22605160,0.00000000
-3.43071536,3.85323838,0.51677397,0.98735950,0.01375562,0.08344595,0.78717746,2.31969585,0.22959064,0.00000000
-3.42471236,3.88115806,0.50927493,0.99367694,0.01400880,0.08121575,0.80514701,2.33943873,0.23280296,0.00000000
-3.41870935,3.90641954,0.50080088,0.99814427,0.01420247,0.07901339,0.82200547,2.35926175,0.23561945,0.00000000
-3.41270635,3.92834676,0.49145497,1.00046995,0.01433569,0.07684411,0.83736934,2.37886532,0.23798339,0.00000000
-3.40670335,3.94632650,0.48136010,1.00041481,0.01440909,0.07471230,0.85089269,2.39793211,0.23985350,0.00000000
-3.40070035,3.95983987,0.47065885,0.99780190,0.01442514,0.07262188,0.86227973,2.41614387,0.24120657,0.00000000
-3.39469735,3.96849059,0.45951298,0.99252458,0.01438816,0.07057674,0.87129562,2.43319823,0.24203931,0.00000000
-3.38869435,3.97202842,0.44810212,0.98455206,0.01430451,0.06858106,0.87777508,2.44882431,0.24236939,0.00000000
-3.38269135,3.97036619,0.43662176,0.97393227,0.01418256,0.06663957,0.88162829,2.46279655,0.24223552,0.00000000
-3.37668834,3.96358947,0.42528031,0.96079162,0.01403269,0.06475769,0.88284384,2.47494587,0.24169655,0.00000000
-3.37068534,3.95195798,0.41429531,0.94533168,0.01386718,0.06294146,0.88148846,2.48516755,0.24082961,0.00000000
-3.36468234,3.93589871,0.40388871,0.92782287,0.01370013,0.06119749,0.87770356,2.49342559,0.23972725,0.00000000
-3.35867934,3.91599081,0.39428142,0.90859524,0.01354717,0.05953265,0.87169879,2.49975331,0.23849382,0.00000000
-3.35267634,3.89294310,0.38568722,0.88802679,0.01342524,0.05795374,0.86374275,2.50425035,0.23724111,0.00000000
-3.34667334,3.86756516,0.37830617,0.86652986,0.01335226,0.05646704,0.85415153,2.50707629,0.23608354,0.00000000
-3.34067034,3.84073364,0.37231790,0.84453608,0.01334671,0.05507785,0.84327535,2.50844138,0.23513305,0.00000000
-3.33466733,3.81335536,0.36787492,0.82248057,0.01342724,0.05379003,0.83148421,2.50859514,0.23449408,0.00000000
-3.32866433,3.78632911,0.36509643,0.80078618,0.01361218,0.05260555,0.81915297,2.50781335,0.23425862,0.00000000
-3.32266133,3.76050802,0.36406266,0.77984817,0.01391904,0.05152415,0.80664675,2.50638433,0.23450187,0.00000000
-3.31665833,3.73666438,0.36481035,0.76002036,0.01436401,0.05054308,0.79430715,2.50459528,0.23527852,0.00000000
-3.31065533,3.71545841,0.36732940,0.74160296,0.01496142,0.04965701,0.78243998,2.50271923,0.23661992,0.00000000
-3.30465233,3.69741236,0.37156097,0.72483277,0.01572322,0.04885799,0.77130494,2.50100339,0.23853223,0.00000000
-3.29864932,3.68289111,0.37739724,0.70987603,0.01665850,0.04813570,0.76110765,2.49965922,0.24099572,0.00000000
-3.29264632,3.67208967,0.38468286,0.69682412,0.01777300,0.04747775,0.75199440,2.49885462,0.24396517,0.00000000
-3.28664332,3.66502810,0.39321815,0.68569230,0.01906871,0.04687014,0.74404954,2.49870838,0.24737141,0.00000000
-3.28064032,3.66155356,0.40276396,0.67642131,0.02054355,0.04629783,0.73729570,2.49928693,0.25112387,0.00000000
-3.27463732,3.66134933,0.41304804,0.66888179,0.02219105,0.04574544,0.73169673,2.50060337,0.25511409,0.00000000
-3.26863432,3.66394978,0.42377283,0.66288119,0.02400025,0.04519787,0.72716292,2.50261845,0.25922000,0.00000000
-3.26263132,3.66876068,0.43462428,0.65817284,0.02595563,0.04464111,0.72355849,2.50524346,0.26331073,0.00000000
-3.25662831,3.67508366,0.44528147,0.65446673,0.02803722,0.04406284,0.72071069,2.50834452,0.26725184,0.00000000
-3.25062531,3.68214369,0.45542666,0.65144153,0.03022077,0.04345310,0.71842024,2.51174825,0.27091066,0.00000000
-3.24462231,3.68911848,0.46475550,0.64875742,0.03247818,0.04280483,0.71647257,2.51524826,0.27416156,0.00000000
-3.23861931,3.69516867,0.47298682,0.64606909,0.03477799,0.04211421,0.71464943,2.51861246,0.27689096,0.00000000
-3.23261631,3.69946775,0.47987195,0.64303860,0.03708602,0.04138102,0.71274034,2.52159087,0.27900185,0.00000000
-3.22661331,3.70123084,0.48520300,0.63934753,0.03936616,0.04060867,0.71055346,2.52392382,0.28041764,0.00000000
-3.22061031,3.69974146,0.48881989,0.63470807,0.04158127,0.03980424,0.70792555,2.52535028,0.28108534,0.00000000
-3.21460730,3.69437559,0.49061591,0.62887268,0.04369413,0.03897829,0.70473047,2.52561646,0.28097777,0.00000000
-3.20860430,3.68462262,0.49054164,0.62164210,0.04566846,0.03814451,0.70088613,2.52448425,0.28009490,0.00000000
-3.20260130,3.67010244,0.48860695,0.61287146,0.04746995,0.03731937,0.69635948,2.52173961,0.27846426,0.00000000
-3.19659830,3.65057863,0.48488127,0.60247431,0.04906733,0.03652152,0.69116944,2.51720061,0.27614036,0.00000000
-3.19059530,3.62596724,0.47949188,0.59042465,0.05043323,0.03577126,0.68538760,2.51072502,0.27320320,0.00000000
-3.18459230,3.59634125,0.47262044,0.57675682,0.05154507,0.03508986,0.67913676,2.50221712,0.26975603,0.00000000
-3.17858929,3.56193026,0.46449786,0.56156348,0.05238580,0.03449890,0.67258718,2.49163347,0.26592223,0.00000000
-3.17258629,3.52311580,0.45539757,0.54499169,0.05294434,0.03401960,0.66595079,2.47898745,0.26184166,0.00000000
-3.16658329,3.48042199,0.44562763,0.52723735,0.05321602,0.03367215,0.65947346,2.46435210,0.25766640,0.00000000
-3.16058029,3.43450198,0.43552171,0.50853828,0.05320261,0.03347512,0.65342563,2.44786110,0.25355621,0.00000000
-3.15457729,3.38612028,0.42542937,0.48916615,0.05291227,0.03344484,0.64809160,2.42970763,0.24967362,0.00000000
-3.14857429,3.33613147,0.41570590,0.46941755,0.05235924,0.03359492,0.64375787,2.41014089,0.24617903,0.00000000
-3.14257129,3.28545582,0.40670207,0.44960468,0.05156328,0.03393577,0.64070093,2.38946023,0.24322583,0.00000000
-3.13656828,3.23505243,0.39875402,0.43004572,0.05054903,0.03447424,0.63917508,2.36800709,0.24095568,0.00000000
-3.13056528,3.18589069,0.39217369,0.41105539,0.04934513,0.03521335,0.63940059,2.34615464,0.23949421,0.00000000
-3.12456228,3.13892100,0.38723999,0.39293597,0.04798329,0.03615202,0.64155295,2.32429574,0.23894711,0.00000000
-3.11855928,3.09504564,0.38419110,0.37596891,0.04649727,0.03728502,0.64575348,2.30282952,0.23939691,0.00000000
-3.11255628,3.05509092,0.38321795,0.36040746,0.04492189,0.03860292,0.65206181,2.28214716,0.24090046,0.00000000
-3.10655328,3.01978166,0.38445917,0.34647031,0.04329197,0.04009216,0.66047078,2.26261760,0.24348718,0.00000000
-3.10055028,2.98971899,0.38799773,0.33433657,0.04164146,0.04173523,0.67090378,2.24457387,0.24715822,0.00000000
-3.09454727,2.96536248,0.39385915,0.32414204,0.04000257,0.04351097,0.68321499,2.22830077,0.25188660,0.00000000
-3.08854427,2.94701740,0.40201161,0.31597693,0.03840512,0.04539495,0.69719248,2.21402461,0.25761827,0.00000000
-3.08254127,2.93482791,0.41236769,0.30988502,0.03687596,0.04735994,0.71256420,2.20190570,0.26427407,0.00000000
-3.07653827,2.92877637,0.42478793,0.30586417,0.03543867,0.04937649,0.72900653,2.19203402,0.27175268,0.00000000
-3.07053527,2.92868923,0.43908590,0.30386824,0.03411331,0.05141363,0.74615536,2.18442846,0.27993436,0.00000000
-3.06453227,2.93424925,0.45503486,0.30381021,0.03291641,0.05343957,0.76361897,2.17903982,0.28868532,0.00000000
-3.05852926,2.94501361,0.47237553,0.30556639,0.03186110,0.05542252,0.78099236,2.17575746,0.29786279,0.00000000
-3.05252626,2.96043744,0.49082511,0.30898162,0.03095730,0.05733148,0.79787235,2.17441923,0.30732034,0.00000000
-3.04652326,2.97990148,0.51008686,0.31387530,0.03021210,0.05913713,0.81387271,2.17482445,0.31691347,0.00000000
-3.04052026,3.00274292,0.52986030,0.32004788,0.02963010,0.06081259,0.82863872,2.17674888,0.32650517,0.00000000
-3.03451726,3.02828784,0.54985146,0.32728786,0.02921387,0.06233420,0.84186042,2.17996113,0.33597116,0.00000000
-3.02851426,3.05588380,0.56978299,0.33537888,0.02896432,0.06368219,0.85328390,2.18423932,0.34520476,0.00000000
-3.02251126,3.08493082,0.58940360,0.34410675,0.02888108,0.06484127,0.86272011,2.18938705,0.35412095,0.00000000
-3.01650825,3.11490932,0.60849672,0.35326616,0.02896280,0.06580101,0.87005077,2.19524769,0.36265964,0.00000000
-3.01050525,3.14540340,0.62688780,0.36266695,0.02920741,0.06655618,0.87523104,2.20171588,0.37078783,0.00000000
-3.00450225,3.17611817,0.64445006,0.37213952,0.02961215,0.06710676,0.87828891,2.20874554,0.37850064,0.00000000
-2.99849925,3.20689017,0.66110844,0.38153932,0.03017369,0.06745793,0.87932134,2.21635372,0.38582097,0.00000000
-2.99249625,3.23768995,0.67684148,0.39075030,0.03088801,0.06761970,0.87848720,2.22461976,0.39279803,0.00000000
-2.98649325,3.26861668,0.69168095,0.39968697,0.03175022,0.06760654,0.87599772,2.23367985,0.39950442,0.00000000
-2.98049025,3.29988474,0.70570927,0.40829517,0.03275436,0.06743666,0.87210454,2.24371681,0.40603211,0.00000000
-2.97448724,3.33180272,0.71905458,0.41655135,0.03389307,0.06713129,0.86708631,2.25494587,0.41248737,0.00000000
-2.96848424,3.36474588,0.73188371,0.42446051,0.03515733,0.06671378,0.86123433,2.26759682,0.41898480,0.00000000
-2.96248124,3.39912317,0.74439317,0.43205275,0.03653613,0.06620863,0.85483805,2.28189361,0.42564068,0.00000000
-2.95647824,3.43534055,0.75679848,0.43937857,0.03801620,0.06564048,0.84817104,2.29803256,0.43256606,0.00000000
-2.95047524,3.47376237,0.76932226,0.44650325,0.03958181,0.06503312,0.84147828,2.31616020,0.43985973,0.00000000
-2.94447224,3.51467288,0.78218153,0.45350034,0.04121466,0.06440855,0.83496517,2.33635226,0.44760146,0.00000000
-2.93846923,3.55823996,0.79557475,0.46044484,0.04289384,0.06378614,0.82878896,2.35859489,0.45584583,0.00000000
-2.93246623,3.60448302,0.80966928,0.46740617,0.04459597,0.06318187,0.82305277,2.38276938,0.46461696,0.00000000
-2.92646323,3.65324712,0.82458967,0.47444143,0.04629540,0.06260784,0.81780267,2.40864128,0.47390440,0.00000000
-2.92046023,3.70418477,0.84040761,0.48158933,0.04796459,0.06207191,0.81302765,2.43585492,0.48366044,0.00000000
-2.91445723,3.75674687,0.85713393,0.48886507,0.04957454,0.06157751,0.80866261,2.46393358,0.49379907,0.00000000
-2.90845423,3.81018345,0.87471313,0.49625655,0.05109546,0.06112377,0.80459407,2.49228578,0.50419655,0.00000000
-2.90245123,3.86355485,0.89302100,0.50372215,0.05249735,0.06070580,0.80066831,2.52021743,0.51469385,0.00000000
-2.89644822,3.91575299,0.91186530,0.51119021,0.05375077,0.06031521,0.79670139,2.54694961,0.52510077,0.00000000
-2.89044522,3.96553227,0.93098994,0.51856046,0.05482759,0.05994075,0.79249077,2.57164118,0.53520163,0.00000000
-2.88444222,4.01154881,0.95008226,0.52570714,0.05570179,0.05956918,0.78782767,2.59341536,0.54476244,0.00000000
-2.87843922,4.05240652,0.96878352,0.53248395,0.05635014,0.05918620,0.78250981,2.61138918,0.55353913,0.00000000
-2.87243622,4.08670817,0.98670195,0.53873041,0.05675293,0.05877743,0.77635377,2.62470442,0.56128666,0.00000000
-2.86643322,4.11310888,1.00342801,0.54427942,0.05689454,0.05832945,0.76920656,2.63255884,0.56776839,0.00000000
-2.86043022,4.13036999,1.01855104,0.54896563,0.05676393,0.05783074,0.76095569,2.63423622,0.57276565,0.00000000
-2.85442721,4.13741054,1.03167673,0.55263407,0.05635500,0.05727259,0.75153758,2.62913397,0.57608669,0.00000000
-2.84842421,4.13335415,1.04244434,0.55514865,0.05566679,0.05664986,0.74094355,2.61678702,0.57757494,0.00000000
-2.84242121,4.11756889,1.05054304,0.55640005,0.05470354,0.05596155,0.72922364,2.59688718,0.57711590,0.00000000
-2.83641821,4.08969835,1.05572645,0.55631240,0.05347461,0.05521116,0.71648757,2.56929688,0.57464259,0.00000000
-2.83041521,4.04968233,1.05782459,0.55484847,0.05199421,0.05440688,0.70290329,2.53405695,0.57013910,0.00000000
-2.82441221,3.99776605,1.05675270,0.55201303,0.05028103,0.05356149,0.68869274,2.49138804,0.56364216,0.00000000
-2.81840920,3.93449740,1.05251637,0.54785400,0.04835768,0.05269206,0.67412537,2.44168566,0.55524057,0.00000000
-2.81240620,3.86071218,1.04521265,0.54246152,0.04625016,0.05181936,0.65950933,2.38550906,0.54507265,0.00000000
-2.80640320,3.77750799,1.03502714,0.53596467,0.04398707,0.05096716,0.64518093,2.32356448,0.53332156,0.00000000
-2.80040020,3.68620774,1.02222701,0.52852628,0.04159891,0.05016133,0.63149257,2.25668344,0.52020898,0.00000000
-2.79439720,3.58831444,1.00715038,0.52033579,0.03911725,0.04942869,0.61879971,2.18579688,0.50598725,0.00000000
-2.78839420,3.48545914,0.99019240,0.51160075,0.03657398,0.04879599,0.60744737,2.11190626,0.49093032,0.00000000
-2.78239120,3.37934433,0.97178892,0.50253737,0.03400055,0.04828862,0.59775656,2.03605273,0.47532405,0.00000000
-2.77638819,3.27168519,0.95239826,0.49336042,0.03142724,0.04792949,0.59001125,1.95928542,0.45945613,0.00000000
-2.77038519,3.16415114,0.93248221,0.48427341,0.02888252,0.04773792,0.58444641,1.88263015,0.44360621,0.00000000
-2.76438219,3.05831021,0.91248699,0.47545918,0.02639252,0.04772861,0.58123744,1.80705958,0.42803650,0.00000000
-2.75837919,2.95557850,0.89282521,0.46707162,0.02398058,0.04791082,0.58049156,1.73346587,0.41298345,0.00000000
-2.75237619,2.85717670,0.87385957,0.45922898,0.02166691,0.04828768,0.58224146,1.66263674,0.39865055,0.00000000
-2.74637319,2.76409537,0.85588921,0.45200894,0.01946835,0.04885578,0.58644141,1.59523582,0.38520286,0.00000000
-2.74037019,2.67707025,0.83913912,0.44544583,0.01739830,0.04960498,0.59296625,1.53178762,0.37276322,0.00000000
-2.73436718,2.59656833,0.82375328,0.43953011,0.01546670,0.05051845,0.60161305,1.47266784,0.36141030,0.00000000
-2.72836418,2.52278501,0.80979161,0.43420999,0.01368014,0.05157303,0.61210570,1.41809904,0.35117863,0.00000000
-2.72236118,2.45565212,0.79723088,0.42939521,0.01204200,0.05273976,0.62410219,1.36815165,0.34206032,0.00000000
-2.71635818,2.39485618,0.78596944,0.42496267,0.01055280,0.05398472,0.63720438,1.32275034,0.33400858,0.00000000
-2.71035518,2.33986580,0.77583544,0.42076359,0.00921043,0.05526997,0.65096998,1.28168510,0.32694263,0.00000000
-2.70435218,2.28996670,0.76659804,0.41663183,0.00801056,0.05655479,0.66492630,1.24462679,0.32075382,0.00000000
-2.69834917,2.24430280,0.75798103,0.41239282,0.00694700,0.05779691,0.67858529,1.21114619,0.31531261,0.00000000
-2.69234617,2.20192128,0.74967815,0.40787283,0.00601210,0.05895393,0.69145943,1.18073595,0.31047611,0.00000000
-2.68634317,2.16181961,0.74136936,0.40290787,0.00519716,0.05998466,0.70307774,1.15283447,0.30609573,0.00000000
-2.68034017,2.12299265,0.73273717,0.39735198,0.00449275,0.06085052,0.71300144,1.12685072,0.30202478,0.00000000
-2.67433717,2.08447763,0.72348247,0.39108441,0.00388911,0.06151682,0.72083858,1.10218916,0.29812543,0.00000000
-2.66833417,2.04539536,0.71333893,0.38401540,0.00337646,0.06195390,0.72625721,1.07827368,0.29427497,0.00000000
-2.66233117,2.00498603,0.70208559,0.37609042,0.00294523,0.06213818,0.72899644,1.05456973,0.29037105,0.00000000
-2.65632816,1.96263838,0.68955695,0.36729257,0.00258637,0.06205287,0.72887505,1.03060393,0.28633562,0.00000000
-2.65032516,1.91791118,0.67565031,0.35764322,0.00229149,0.06168861,0.72579743,1.00598027,0.28211759,0.00000000
-2.64432216,1.87054665,0.66033021,0.34720097,0.00205306,0.06104370,0.71975635,0.98039263,0.27769406,0.00000000
-2.63831916,1.82047537,0.64362976,0.33605889,0.00186449,0.06012421,0.71083281,0.95363309,0.27307016,0.00000000
-2.63231616,1.76781321,0.62564906,0.32434049,0.00172024,0.05894371,0.69919277,0.92559593,0.26827751,0.00000000
-2.62631316,1.71285047,0.60655092,0.31219447,0.00161589,0.05752282,0.68508100,0.89627730,0.26337160,0.00000000
-2.62031016,1.65603439,0.58655426,0.29978871,0.00154811,0.05588855,0.66881238,0.86577085,0.25842803,0.00000000
-2.61430715,1.59794602,0.56592547,0.28730376,0.00151474,0.05407337,0.65076095,0.83425949,0.25353812,0.00000000
-2.60830415,1.53927271,0.54496842,0.27492619,0.00151469,0.05211418,0.63134721,0.80200408,0.24880385,0.00000000
-2.60230115,1.48077783,0.52401354,0.26284213,0.00154799,0.05005114,0.61102422,0.76932937,0.24433271,0.00000000
-2.59629815,1.42326910,0.50340656,0.25123124,0.00161568,0.04792643,0.59026303,0.73660814,0.24023247,0.00000000
-2.59029515,1.36756705,0.48349733,0.24026145,0.00171977,0.04578294,0.56953803,0.70424421,0.23660631,0.00000000
-2.58429215,1.31447491,0.46462938,0.23008463,0.00186317,0.04366306,0.54931271,0.67265502,0.23354847,0.00000000
-2.57828914,1.26475124,0.44713041,0.22083328,0.00204958,0.04160744,0.53002646,0.64225470,0.23114070,0.00000000
-2.57228614,1.21908617,0.43130408,0.21261835,0.00228337,0.03965387,0.51208268,0.61343806,0.22944945,0.00000000
-2.56628314,1.17808206,0.41742341,0.20552822,0.00256948,0.03783634,0.49583864,0.58656626,0.22852421,0.00000000
-2.56028014,1.14223895,0.40572569,0.19962870,0.00291326,0.03618416,0.48159740,0.56195460,0.22839675,0.00000000
-2.55427714,1.11194493,0.39640905,0.19496399,0.00332028,0.03472136,0.46960174,0.53986265,0.22908129,0.00000000
-2.54827414,1.08747139,0.38963052,0.19155841,0.00379616,0.03346615,0.46003033,0.52048698,0.23057564,0.00000000
-2.54227114,1.06897264,0.38550539,0.18941865,0.00434632,0.03243066,0.45299606,0.50395666,0.23286300,0.00000000
-2.53626813,1.05648939,0.38410759,0.18853640,0.00497576,0.03162087,0.44854629,0.49033119,0.23591420,0.00000000
-2.53026513,1.04995536,0.38547090,0.18889102,0.00568880,0.03103666,0.44666496,0.47960109,0.23969040,0.00000000
-2.52426213,1.04920607,0.38959055,0.19045207,0.00648880,0.03067206,0.44727616,0.47169048,0.24414570,0.00000000
-2.51825913,1.05398913,0.39642506,0.19318148,0.00737786,0.03051569,0.45024907,0.46646175,0.24922965,0.00000000
-2.51225613,1.06397505,0.40589799,0.19703516,0.00835657,0.03055127,0.45540383,0.46372163,0.25488938,0.00000000
-2.50625313,1.07876797,0.41789935,0.20196397,0.00942373,0.03075832,0.46251811,0.46322857,0.26107114,0.00000000
-2.50025013,1.09791568,0.43228668,0.20791395,0.01057608,0.03111287,0.47133415,0.46470096,0.26772124,0.00000000
-2.49424712,1.12091863,0.44888573,0.21482581,0.01180817,0.03158835,0.48156606,0.46782589,0.27478617,0.00000000
-2.48824412,1.14723756,0.46749068,0.22263376,0.01311211,0.03215645,0.49290714,0.47226822,0.28221206,0.00000000
-2.48224112,1.17629999,0.48786422,0.23126379,0.01447759,0.03278800,0.50503713,0.47767964,0.28994350,0.00000000
-2.47623812,1.20750562,0.50973752,0.24063159,0.01589181,0.03345398,0.51762934,0.48370758,0.29792180,0.00000000
-2.47023512,1.24023099,0.53281053,0.25064032,0.01733958,0.03412634,0.53035747,0.49000381,0.30608297,0.00000000
-2.46423212,1.27383396,0.55675274,0.26117852,0.01880350,0.03477892,0.54290224,0.49623255,0.31435562,0.00000000
-2.45822911,1.30765839,0.58120485,0.27211834,0.02026424,0.03538823,0.55495766,0.50207807,0.32265896,0.00000000
-2.45222611,1.34103957,0.60578144,0.28331448,0.02170090,0.03593422,0.56623703,0.50725156,0.33090127,0.00000000
-2.44622311,1.37331093,0.63007511,0.29460391,0.02309147,0.03640089,0.57647862,0.51149737,0.33897898,0.00000000
-2.44022011,1.40381218,0.65366195,0.30580670,0.02441337,0.03677678,0.58545095,0.51459832,0.34677663,0.00000000
-2.43421711,1.43189919,0.67610858,0.31672788,0.02564402,0.03705543,0.59295765,0.51638020,0.35416770,0.00000000
-2.42821411,1.45695558,0.69698063,0.32716060,0.02676149,0.03723552,0.59884179,0.51671521,0.36101663,0.00000000
-2.42221111,1.47840568,0.71585243,0.33689039,0.02774514,0.03732105,0.60298958,0.51552437,0.36718176,0.00000000
-2.41620810,1.49572860,0.73231760,0.34570042,0.02857623,0.03732118,0.60533335,0.51277863,0.37251924,0.00000000
-2.41020510,1.50847273,0.74600026,0.35337762,0.02923855,0.03725006,0.60585361,0.50849890,0.37688777,0.00000000
-2.40420210,1.51626989,0.75656617,0.35971931,0.02971888,0.03712637,0.60458006,0.50275460,0.38015379,0.00000000
-2.39819910,1.51884848,0.76373344,0.36454009,0.03000751,0.03697282,0.60159152,0.49566096,0.38219710,0.00000000
-2.39219610,1.51604459,0.76728216,0.36767859,0.03009852,0.03681544,0.59701461,0.48737494,0.38291620,0.00000000
-2.38619310,1.50781046,0.76706247,0.36900378,0.02998998,0.03668279,0.59102105,0.47808992,0.38223351,0.00000000
-2.38019010,1.49421940,0.76300057,0.36842037,0.02968404,0.03660508,0.58382385,0.46802919,0.38009967,0.00000000
-2.37418709,1.47546684,0.75510222,0.36587321,0.02918687,0.03661318,0.57567209,0.45743850,0.37649703,0.00000000
-2.36818409,1.45186704,0.74345364,0.36135018,0.02850843,0.03673771,0.56684472,0.44657781,0.37144187,0.00000000
-2.36218109,1.42384554,0.72821950,0.35488364,0.02766216,0.03700803,0.55764345,0.43571263,0.36498529,0.00000000
-2.35617809,1.39192735,0.70963812,0.34655011,0.02666454,0.03745134,0.54838498,0.42510515,0.35721270,0.00000000
-2.35017509,1.35672161,0.68801404,0.33646849,0.02553458,0.03809187,0.53939291,0.41500560,0.34824185,0.00000000
-2.34417209,1.31890318,0.66370829,0.32479654,0.02429322,0.03895017,0.53098968,0.40564419,0.33821966,0.00000000
-2.33816908,1.27919217,0.63712679,0.31172613,0.02296270,0.04004258,0.52348887,0.39722402,0.32731782,0.00000000
-2.33216608,1.23833248,0.60870743,0.29747730,0.02156590,0.04138091,0.51718829,0.38991517,0.31572754,0.00000000
-2.32616308,1.19707030,0.57890642,0.28229151,0.02012577,0.04297231,0.51236410,0.38385049,0.30365375,0.00000000
-2.32016008,1.15613385,0.54818463,0.26642439,0.01866469,0.04481937,0.50926632,0.37912311,0.29130894,0.00000000
-2.31415708,1.11621532,0.51699433,0.25013831,0.01720397,0.04692044,0.50811583,0.37578593,0.27890710,0.00000000
-2.30815408,1.07795570,0.48576722,0.23369516,0.01576342,0.04927023,0.50910310,0.37385321,0.26665790,0.00000000
-2.30215108,1.04193351,0.45490389,0.21734959,0.01436093,0.05186051,0.51238846,0.37330401,0.25476156,0.00000000
-2.29614807,1.00865742,0.42476535,0.20134297,0.01301229,0.05468107,0.51810400,0.37408754,0.24340442,0.00000000
-2.29014507,0.97856326,0.39566679,0.18589827,0.01173098,0.05772068,0.52635669,0.37613006,0.23275552,0.00000000
-2.28414207,0.95201488,0.36787363,0.17121605,0.01052811,0.06096821,0.53723247,0.37934297,0.22296411,0.00000000
-2.27813907,0.92930876,0.34159993,0.15747145,0.00941246,0.06441371,0.55080088,0.38363167,0.21415821,0.00000000
-2.27213607,0.91068132,0.31700903,0.14481242,0.00839055,0.06804934,0.56711979,0.38890472,0.20644410,0.00000000
-2.26613307,0.89631844,0.29421605,0.13335893,0.00746684,0.07187022,0.58623961,0.39508263,0.19990661,0.00000000
-2.26013007,0.88636577,0.27329204,0.12320307,0.00664391,0.07587505,0.60820666,0.40210595,0.19461002,0.00000000
-2.25412706,0.88093912,0.25426930,0.11441002,0.00592271,0.08006642,0.63306512,0.40994190,0.19059949,0.00000000
-2.24812406,0.88013370,0.23714750,0.10701951,0.00530283,0.08445082,0.66085723,0.41858924,0.18790268,0.00000000
-2.24212106,0.88403138,0.22190009,0.10104780,0.00478271,0.08903828,0.69162163,0.42808091,0.18653140,0.00000000
-2.23611806,0.89270513,0.20848067,0.09648981,0.00435994,0.09384163,0.72538947,0.43848417,0.18648318,0.00000000
-2.23011506,0.90622016,0.19682893,0.09332136,0.00403141,0.09887548,0.76217858,0.44989816,0.18774255,0.00000000
-2.22411206,0.92463154,0.18687584,0.09150136,0.00379352,0.10415477,0.80198580,0.46244872,0.19028199,0.00000000
-2.21810905,0.94797813,0.17854793,0.09097380,0.00364232,0.10969315,0.84477783,0.47628088,0.19406239,0.00000000
-2.21210605,0.97627336,0.17177047,0.09166953,0.00357356,0.11550112,0.89048113,0.49154906,0.19903321,0.00000000
-2.20610305,1.00949322,0.16646956,0.09350780,0.00358279,0.12158410,0.93897145,0.50840560,0.20513220,0.00000000
-2.20010005,1.04756243,0.16257303,0.09639745,0.00366536,0.12794053,0.99006366,0.52698805,0.21228494,0.00000000
