energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,2.98196757,0.83009993,0.00000000,0.01028955,0.78681676,0.81617582,0.81830841,0.01497290,1.17632547
-5.99399700,2.89359867,0.81295955,0.00000000,0.00906143,0.76414882,0.80121275,0.79129503,0.01390132,1.14627262
-5.98799400,2.81077730,0.79748567,0.00000000,0.00796673,0.74080489,0.78935268,0.76579074,0.01291039,1.12056066
-5.98199100,2.73493873,0.78407909,0.00000000,0.00699909,0.71725025,0.78087305,0.74220552,0.01200746,1.09970424
-5.97598799,2.66745763,0.77310855,0.00000000,0.00615128,0.69394057,0.77600710,0.72094724,0.01119874,1.08417656
-5.96998499,2.60959823,0.76489898,0.00000000,0.00541542,0.67130615,0.77493111,0.70240727,0.01048928,1.07439039
-5.96398199,2.56246562,0.75972028,0.00000000,0.00478325,0.64973707,0.77775238,0.68694591,0.00988290,1.07067924
-5.95797899,2.52696054,0.75777721,0.00000000,0.00424630,0.62957010,0.78449865,0.67487808,0.00938220,1.07327977
-5.95197599,2.50373927,0.75920061,0.00000000,0.00379605,0.61107779,0.79510946,0.66646007,0.00898847,1.08231607
-5.94597299,2.49318063,0.76404055,0.00000000,0.00342410,0.59446032,0.80943011,0.66187768,0.00870171,1.09778643
-5.93996998,2.49536120,0.77226151,0.00000000,0.00312226,0.57984016,0.82720851,0.66123635,0.00852061,1.11955350
-5.93396698,2.51004009,0.78373992,0.00000000,0.00288262,0.56726004,0.84809542,0.66455356,0.00844252,1.14733803
-5.92796398,2.53665366,0.79826430,0.00000000,0.00269765,0.55668392,0.87164811,0.67175392,0.00846350,1.18071672
-5.92196098,2.57432069,0.81553792,0.00000000,0.00256021,0.54800104,0.89733753,0.68266695,0.00857832,1.21912451
-5.91595798,2.62185787,0.83518404,0.00000000,0.00246358,0.54103276,0.92455890,0.69702797,0.00878049,1.26186123
-5.90995498,2.67780511,0.85675368,0.00000000,0.00240148,0.53554174,0.95264541,0.71448179,0.00906230,1.30810268
-5.90395198,2.74046002,0.87973570,0.00000000,0.00236809,0.53124308,0.98088475,0.73458937,0.00941493,1.35691594
-5.89794897,2.80792037,0.90356891,0.00000000,0.00235806,0.52781696,1.00853771,0.75683717,0.00982849,1.40727858
-5.89194597,2.87813339,0.92765597,0.00000000,0.00236648,0.52492205,1.03485851,0.78064901,0.01029216,1.45810133
-5.88594297,2.94895032,0.95137862,0.00000000,0.00238893,0.52220928,1.05911594,0.80540010,0.01079430,1.50825354
-5.87993997,3.01818439,0.97411383,0.00000000,0.00242146,0.51933541,1.08061461,0.83043287,0.01132263,1.55659085
-5.87393697,3.08367074,0.99525052,0.00000000,0.00246059,0.51597572,1.09871557,0.85507412,0.01186443,1.60198421
-5.86793397,3.14332604,1.01420607,0.00000000,0.00250334,0.51183557,1.11285547,0.87865305,0.01240669,1.64334929
-5.86193097,3.19520629,1.03044240,0.00000000,0.00254724,0.50666024,1.12256352,0.90051954,0.01293640,1.67967554
-5.85592796,3.23756053,1.04348091,0.00000000,0.00259028,0.50024291,1.12747565,0.92006211,0.01344076,1.71005367
-5.84992496,3.26887907,1.05291583,0.00000000,0.00263097,0.49243041,1.12734523,0.93672505,0.01390746,1.73370088
-5.84392196,3.28793435,1.05842549,0.00000000,0.00266831,0.48312672,1.12205004,0.95002402,0.01432491,1.74998264
-5.83791896,3.29381312,1.05978120,0.00000000,0.00270175,0.47229414,1.11159497,0.95955954,0.01468255,1.75843035
-5.83191596,3.28593882,1.05685312,0.00000000,0.00273120,0.45995219,1.09611067,0.96502804,0.01497105,1.75875413
-5.82591296,3.26408318,1.04961330,0.00000000,0.00275697,0.44617450,1.07584793,0.96622975,0.01518256,1.75085012
-5.81990995,3.22836684,1.03813524,0.00000000,0.00277970,0.43108374,1.05116805,0.96307331,0.01531090,1.73480195
-5.81390695,3.17924865,1.02259044,0.00000000,0.00280038,0.41484500,1.02252980,0.95557684,0.01535170,1.71087626
-5.80790395,3.11750435,1.00324167,0.00000000,0.00282018,0.39765801,0.99047316,0.94386531,0.01530252,1.67951231
-5.80190095,3.04419511,0.98043345,0.00000000,0.00284045,0.37974840,0.95560084,0.92816441,0.01516288,1.64130602
-5.79589795,2.96062749,0.95457995,0.00000000,0.00286261,0.36135858,0.91855810,0.90879103,0.01493427,1.59698908
-5.78989495,2.86830611,0.92615093,0.00000000,0.00288808,0.34273853,0.88001181,0.88614083,0.01462008,1.54740382
-5.78389195,2.76888130,0.89565621,0.00000000,0.00291817,0.32413687,0.84062951,0.86067344,0.01422545,1.49347504
-5.77788894,2.66409346,0.86362941,0.00000000,0.00295406,0.30579259,0.80105941,0.83289574,0.01375714,1.43617964
-5.77188594,2.55571683,0.83061149,0.00000000,0.00299669,0.28792774,0.76191202,0.80334422,0.01322326,1.37651566
