energy_ev,total_up,B_p_up,B_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,5.76839800,0.55535268,0.00000000,1.63493741,2.74616059,0.06308248,2.23851565
-5.99399700,5.95780658,0.58779388,0.00000000,1.67358692,2.83927059,0.06598736,2.28427487
-5.98799400,6.14851117,0.62101870,0.00000000,1.71134232,2.93387299,0.06887310,2.32884861
-5.98199100,6.33885009,0.65469013,0.00000000,1.74790511,3.02922726,0.07171217,2.37195853
-5.97598799,6.52699407,0.68843886,0.00000000,1.78297470,3.12448452,0.07447651,2.41329831
-5.96998499,6.71098805,0.72187187,0.00000000,1.81625688,3.21870620,0.07713823,2.45254000
-5.96398199,6.88880330,0.75458260,0.00000000,1.84747351,3.31088900,0.07967052,2.48934312
-5.95797899,7.05839813,0.78616237,0.00000000,1.87637282,3.39999510,0.08204851,2.52336618
-5.95197599,7.21778422,0.81621252,0.00000000,1.90273992,3.48498635,0.08425009,2.55428006
-5.94597299,7.36509529,0.84435674,0.00000000,1.92640665,3.56486065,0.08625676,2.58178233
-5.93996998,7.49865442,0.87025295,0.00000000,1.94726023,3.63868850,0.08805435,2.60561172
-5.93396698,7.61703603,0.89360417,0.00000000,1.96524996,3.70564775,0.08963354,2.62556159
-5.92796398,7.71911899,0.91416785,0.00000000,1.98039145,3.76505437,0.09099029,2.64149149
-5.92196098,7.80412731,0.93176303,0.00000000,1.99276788,3.81638747,0.09212600,2.65333584
-5.91595798,7.87165588,0.94627518,0.00000000,2.00252790,3.85930697,0.09304742,2.66110892
-5.90995498,7.92167953,0.95765819,0.00000000,2.00988040,3.89366284,0.09376638,2.66490583
-5.90395198,7.95454445,0.96593369,0.00000000,2.01508589,3.91949526,0.09429924,2.66489886
-5.89794897,7.97094254,0.97118754,0.00000000,2.01844528,3.93702582,0.09466618,2.66132973
-5.89194597,7.97187003,0.97356390,0.00000000,2.02028638,3.94664014,0.09489026,2.65449778
-5.88594297,7.95857291,0.97325705,0.00000000,2.02094899,3.94886327,0.09499637,2.64474490
-5.87993997,7.93248245,0.97050167,0.00000000,2.02076956,3.94432924,0.09501015,2.63243826
-5.87393697,7.89514486,0.96556195,0.00000000,2.02006620,3.93374691,0.09495688,2.61795177
-5.86793397,7.84814928,0.95872025,0.00000000,2.01912520,3.91786410,0.09486036,2.60164762
-5.86193097,7.79305849,0.95026591,0.00000000,2.01818973,3.89743232,0.09474202,2.58385914
-5.85592796,7.73134625,0.94048471,0.00000000,2.01745155,3.87317420,0.09462007,2.56487604
-5.84992496,7.66434486,0.92964967,0.00000000,2.01704622,3.84575532,0.09450894,2.54493304
-5.84392196,7.59320544,0.91801328,0.00000000,2.01705199,3.81576213,0.09441890,2.52420266
-5.83791896,7.51887257,0.90580175,0.00000000,2.01749233,3.78368663,0.09435592,2.50279240
-5.83191596,7.44207390,0.89321118,0.00000000,2.01834187,3.74991852,0.09432180,2.48074654
-5.82591296,7.36332417,0.88040563,0.00000000,2.01953503,3.71474454,0.09431447,2.45805218
-5.81990995,7.28294206,0.86751718,0.00000000,2.02097672,3.67835436,0.09432845,2.43464896
-5.81390695,7.20107764,0.85464740,0.00000000,2.02255399,3.64085216,0.09435556,2.41044157
-5.80790395,7.11774728,0.84187015,0.00000000,2.02414776,3.60227224,0.09438554,2.38531409
-5.80190095,7.03287281,0.82923522,0.00000000,2.02564353,3.56259733,0.09440689,2.35914490
-5.79589795,6.94632157,0.81677238,0.00000000,2.02694027,3.52177783,0.09440750,2.33182111
-5.78989495,6.85794409,0.80449565,0.00000000,2.02795660,3.47975040,0.09437538,2.30325138
-5.78389195,6.76760668,0.79240718,0.00000000,2.02863390,3.43645460,0.09429919,2.27337631
-5.77788894,6.67521693,0.78050075,0.00000000,2.02893601,3.39184643,0.09416863,2.24217562
-5.77188594,6.58074076,0.76876461,0.00000000,2.02884568,3.34590813,0.09397477,2.20967186
-5.76588294,6.48421053,0.75718351,0.00000000,2.02835800,3.29865381,0.09371010,2.17593041
-5.75987994,6.38572455,0.74574006,0.00000000,2.02747151,3.25013101,0.09336859,2.14105618
-5.75387694,6.28543905,0.73441540,0.00000000,2.02617783,3.20041865,0.09294552,2.10518718
-5.74787394,6.18355421,0.72318941,0.00000000,2.02445066,3.14962191,0.09243726,2.06848595
-5.74187094,6.08029638,0.71204054,0.00000000,2.02223536,3.09786505,0.09184104,2.03112942
-5.73586793,5.97589848,0.70094550,0.00000000,2.01943992,3.04528314,0.09115466,1.99329818
-5.72986493,5.87058110,0.68987911,0.00000000,2.01592841,2.99201359,0.09037624,1.95516615
-5.72386193,5.76453601,0.67881424,0.00000000,2.01151747,2.93818856,0.08950400,1.91689126
-5.71785893,5.65791386,0.66772217,0.00000000,2.00597654,2.88392883,0.08853618,1.87860797
-5.71185593,5.55081711,0.65657336,0.00000000,1.99903184,2.82933985,0.08747100,1.84042217
-5.70585293,5.44329893,0.64533865,0.00000000,1.99037416,2.77451011,0.08630671,1.80240854
-5.69984992,5.33536784,0.63399084,0.00000000,1.97967015,2.71951204,0.08504181,1.76461072
-5.69384692,5.22699785,0.62250660,0.00000000,1.96657639,2.66440519,0.08367525,1.72704387
-5.68784392,5.11814288,0.61086852,0.00000000,1.95075548,2.60924132,0.08220677,1.68969958
-5.68184092,5.00875440,0.59906718,0.00000000,1.93189323,2.55407093,0.08063724,1.65255237
-5.67583792,4.89880056,0.58710317,0.00000000,1.90971590,2.49895066,0.07896900,1.61556751
-5.66983492,4.78828539,0.57498870,0.00000000,1.88400639,2.44395070,0.07720620,1.57870920
-5.66383192,4.67726656,0.56274885,0.00000000,1.85461849,2.38916201,0.07535506,1.54194888
-5.65782891,4.56587021,0.55042230,0.00000000,1.82148841,2.33470230,0.07342403,1.50527273
-5.65182591,4.45430202,0.53806139,0.00000000,1.78464275,2.28072081,0.07142390,1.46868811
-5.64582291,4.34285371,0.52573163,0.00000000,1.74420277,2.22740122,0.06936775,1.43222856
-5.63981991,4.23190457,0.51351054,0.00000000,1.70038456,2.17496270,0.06727079,1.39595695
-5.63381691,4.12191820,0.50148599,0.00000000,1.65349530,2.12365911,0.06515006,1.35996692
-5.62781391,4.01343464,0.48975401,0.00000000,1.60392591,2.07377625,0.06302410,1.32438247
-5.62181091,3.90705868,0.47841631,0.00000000,1.55214052,2.02562759,0.06091239,1.28935598
-5.61580790,3.80344519,0.46757749,0.00000000,1.49866353,1.97954859,0.05883485,1.25506472
-5.60980490,3.70328236,0.45734228,0.00000000,1.44406493,1.93589007,0.05681121,1.22170646
-5.60380190,3.60727404,0.44781271,0.00000000,1.38894471,1.89501085,0.05486042,1.18949424
-5.59779890,3.51612216,0.43908551,0.00000000,1.33391728,1.85727018,0.05300001,1.15865087
-5.59179590,3.43051017,0.43124979,0.00000000,1.27959647,1.82302017,0.05124556,1.12940345
-5.58579290,3.35108835,0.42438508,0.00000000,1.22658208,1.79259864,0.04961026,1.10197822
-5.57978989,3.27846167,0.41855976,0.00000000,1.17544813,1.76632251,0.04810444,1.07659601
-5.57378689,3.21318056,0.41383001,0.00000000,1.12673366,1.74448216,0.04673539,1.05346859
-5.56778389,3.15573502,0.41023921,0.00000000,1.08093592,1.72733671,0.04550723,1.03279588
-5.56178089,3.10655188,0.40781784,0.00000000,1.03850627,1.71511051,0.04442088,1.01476425
-5.55577789,3.06599535,0.40658379,0.00000000,0.99984859,1.70799081,0.04347427,0.99954582
-5.54977489,3.03437032,0.40654313,0.00000000,0.96532004,1.70612672,0.04266264,0.98729865
-5.54377189,3.01192820,0.40769121,0.00000000,0.93523370,1.70962933,0.04197893,0.97816780
-5.53776888,2.99887458,0.41001404,0.00000000,0.90986280,1.71857310,0.04141437,0.97228700
-5.53176588,2.99537829,0.41348991,0.00000000,0.88944593,1.73299823,0.04095906,0.96978077
-5.52576288,3.00158100,0.41809118,0.00000000,0.87419279,1.75291412,0.04060265,0.97076669
-5.51975988,3.01760696,0.42378607,0.00000000,0.86428981,1.77830345,0.04033499,0.97535776
-5.51375688,3.04357198,0.43054057,0.00000000,0.85990528,1.80912703,0.04014688,0.98366438
-5.50775388,3.07959131,0.43832020,0.00000000,0.86119352,1.84532890,0.04003059,0.99579601
-5.50175088,3.12578569,0.44709161,0.00000000,0.86829769,1.88684166,0.03998047,1.01186211
-5.49574787,3.18228542,0.45682416,0.00000000,0.88135101,1.93359169,0.03999336,1.03197232
-5.48974487,3.24923181,0.46749101,0.00000000,0.90047630,1.98550391,0.04006885,1.05623585
-5.48374187,3.32677618,0.47907017,0.00000000,0.92578373,2.04250611,0.04020948,1.08475985
-5.47773887,3.41507616,0.49154507,0.00000000,0.95736699,2.10453233,0.04042065,1.11764697
-5.47173587,3.51428943,0.50490489,0.00000000,0.99529805,2.17152531,0.04071053,1.15499206
-5.46573287,3.62456516,0.51914446,0.00000000,1.03962084,2.24343767,0.04108964,1.19687808
-5.45972986,3.74603351,0.53426390,0.00000000,1.09034434,2.32023190,0.04157045,1.24337150
-5.45372686,3.87879354,0.55026785,0.00000000,1.14743544,2.40187887,0.04216674,1.29451731
-5.44772386,4.02290014,0.56716442,0.00000000,1.21081226,2.48835503,0.04289298,1.35033378
-5.44172086,4.17835037,0.58496385,0.00000000,1.28033827,2.57963815,0.04376353,1.41080731
-5.43571786,4.34507001,0.60367689,0.00000000,1.35581786,2.67570179,0.04479193,1.47588753
-5.42971486,4.52290059,0.62331301,0.00000000,1.43699365,2.77650860,0.04599012,1.54548283
-5.42371186,4.71158756,0.64387845,0.00000000,1.52354600,2.88200248,0.04736774,1.61945662
-5.41770885,4.91077000,0.66537412,0.00000000,1.61509483,2.99210002,0.04893150,1.69762421
-5.41170585,5.11997212,0.68779358,0.00000000,1.71120380,3.10668130,0.05068467,1.77975080
-5.40570285,5.33859694,0.71112090,0.00000000,1.81138692,3.22558037,0.05262661,1.86555024
-5.39969985,5.56592221,0.73532878,0.00000000,1.91511714,3.34857578,0.05475254,1.95468489
-5.39369685,5.80109877,0.76037672,0.00000000,2.02183673,3.47538154,0.05705340,2.04676645
-5.38769385,6.04315134,0.78620954,0.00000000,2.13096889,3.60563884,0.05951587,2.14135773
-5.38169085,6.29098167,0.81275616,0.00000000,2.24192992,3.73890901,0.06212253,2.23797528
-5.37568784,6.54337431,0.83992883,0.00000000,2.35414155,3.87466823,0.06485216,2.33609295
-5.36968484,6.79900454,0.86762283,0.00000000,2.46704248,4.01230429,0.06768015,2.43514616
-5.36368184,7.05644889,0.89571669,0.00000000,2.58009879,4.15111605,0.07057906,2.53453687
-5.35767884,7.31419794,0.92407305,0.00000000,2.69281250,4.29031579,0.07351923,2.63363937
-5.35167584,7.57067147,0.95254004,0.00000000,2.80472793,4.42903490,0.07646944,2.73180658
-5.34567284,7.82423599,0.98095340,0.00000000,2.91543549,4.56633310,0.07939766,2.82837711
-5.33966983,8.07322456,1.00913909,0.00000000,3.02457291,4.70121127,0.08227181,2.92268290
-5.33366683,8.31595878,1.03691655,0.00000000,3.13182370,4.83262779,0.08506047,3.01405758
-5.32766383,8.55077274,1.06410233,0.00000000,3.23691333,4.95951828,0.08773365,3.10184535
-5.32166083,8.77603880,1.09051417,0.00000000,3.33960323,5.08081815,0.09026346,3.18541051
-5.31565783,8.99019452,1.11597520,0.00000000,3.43968326,5.19548742,0.09262471,3.26414743
-5.30965483,9.19177050,1.14031829,0.00000000,3.53696307,5.30253709,0.09479551,3.33749094
-5.30365183,9.37941828,1.16339012,0.00000000,3.63126321,5.40105604,0.09675769,3.40492681
-5.29764882,9.55193756,1.18505514,0.00000000,3.72240635,5.49023749,0.09849717,3.46600229
-5.29164582,9.70830198,1.20519888,0.00000000,3.81020952,5.56940392,0.10000422,3.52033624
-5.28564282,9.84768247,1.22373068,0.00000000,3.89447775,5.63802934,0.10127355,3.56762865
-5.27963982,9.96946725,1.24058570,0.00000000,3.97499957,5.69575799,0.10230439,3.60766914
-5.27363682,10.07327775,1.25572602,0.00000000,4.05154486,5.74241844,0.10310032,3.64034405
-5.26763382,10.15897960,1.26914089,0.00000000,4.12386505,5.77803244,0.10366910,3.66564186
-5.26163082,10.22668810,1.28084604,0.00000000,4.19169587,5.80281807,0.10402232,3.68365646
-5.25562781,10.27676784,1.29088225,0.00000000,4.25476241,5.81718683,0.10417498,3.69458819
-5.24962481,10.30982623,1.29931311,0.00000000,4.31278635,5.82173478,0.10414501,3.69874214
-5.24362181,10.32670097,1.30622222,0.00000000,4.36549490,5.81722796,0.10395271,3.69652398
-5.23761881,10.32844184,1.31170996,0.00000000,4.41263104,5.80458269,0.10362010,3.68843291
-5.23161581,10.31628731,1.31589001,0.00000000,4.45396447,5.78484153,0.10317036,3.67505211
-5.22561281,10.29163660,1.31888571,0.00000000,4.48930271,5.75914568,0.10262712,3.65703669
-5.21960980,10.25601819,1.32082666,0.00000000,4.51850182,5.72870505,0.10201390,3.63509960
-5.21360680,10.21105570,1.32184535,0.00000000,4.54147596,5.69476707,0.10135348,3.60999574
-5.20760380,10.15843216,1.32207424,0.00000000,4.55820558,5.65858525,0.10066741,3.58250483
-5.20160080,10.09985377,1.32164317,0.00000000,4.56874350,5.62138857,0.09997552,3.55341355
-5.19559780,10.03701413,1.32067717,0.00000000,4.57321862,5.58435273,0.09929555,3.52349747
-5.18959480,9.97155971,1.31929463,0.00000000,4.57183707,5.54857387,0.09864284,3.49350332
-5.18359180,9.90505763,1.31760586,0.00000000,4.56488048,5.51504549,0.09803017,3.46413222
-5.17758879,9.83896608,1.31571181,0.00000000,4.55270152,5.48463887,0.09746758,3.43602422
-5.17158579,9.77460809,1.31370302,0.00000000,4.53571665,5.45808741,0.09696242,3.40974473
-5.16558279,9.71314896,1.31165856,0.00000000,4.51439632,5.43597474,0.09651937,3.38577311
-5.15957979,9.65557753,1.30964505,0.00000000,4.48925305,5.41872672,0.09614061,3.36449378
-5.15357679,9.60269160,1.30771552,0.00000000,4.46082762,5.40660710,0.09582599,3.34618993
-5.14757379,9.55508737,1.30590824,0.00000000,4.42967408,5.39971661,0.09557329,3.33104012
-5.14157079,9.51315318,1.30424547,0.00000000,4.39634407,5.39799527,0.09537851,3.31911757
-5.13556778,9.47706736,1.30273224,0.00000000,4.36137106,5.40122771,0.09523617,3.31039236
-5.12956478,9.44680044,1.30135513,0.00000000,4.32525538,5.40905120,0.09513962,3.30473624
-5.12356178,9.42212166,1.30008143,0.00000000,4.28845052,5.42096635,0.09508133,3.30192997
-5.11755878,9.40260987,1.29885852,0.00000000,4.25135149,5.43635029,0.09505321,3.30167304
-5.11155578,9.38766885,1.29761390,0.00000000,4.21428587,5.45447225,0.09504685,3.30359541
-5.10555278,9.37654715,1.29625586,0.00000000,4.17750796,5.47451160,0.09505378,3.30727119
-5.09954977,9.36836239,1.29467498,0.00000000,4.14119665,5.49557809,0.09506567,3.31223373
-5.09354677,9.36212979,1.29274646,0.00000000,4.10545702,5.51673435,0.09507451,3.31799201
-5.08754377,9.35679473,1.29033349,0.00000000,4.07032595,5.53702032,0.09507275,3.32404784
-5.08154077,9.35126886,1.28729142,0.00000000,4.03578158,5.55547951,0.09505345,3.32991344
-5.07553777,9.34446899,1.28347286,0.00000000,4.00175628,5.57118635,0.09501040,3.33512914
-5.06953477,9.33535788,1.27873336,0.00000000,3.96815263,5.58327437,0.09493820,3.33928046
-5.06353177,9.32298586,1.27293761,0.00000000,3.93486182,5.59096429,0.09483236,3.34201436
-5.05752876,9.30653175,1.26596586,0.00000000,3.90178345,5.59359116,0.09468943,3.34305378
-5.05152576,9.28534175,1.25772024,0.00000000,3.86884578,5.59062971,0.09450709,3.34221027
-5.04552276,9.25896453,1.24813073,0.00000000,3.83602543,5.58171670,0.09428425,3.33939393
-5.03951976,9.22718081,1.23716041,0.00000000,3.80336525,5.56666929,0.09402121,3.33462016
-5.03351676,9.19002595,1.22480976,0.00000000,3.77098936,5.54549846,0.09371974,3.32801291
-5.02751376,9.14780380,1.21111971,0.00000000,3.73911421,5.51841639,0.09338324,3.31980392
-5.02151076,9.10109081,1.19617321,0.00000000,3.70805486,5.48583725,0.09301678,3.31032769
-5.01550775,9.05072914,1.18009530,0.00000000,3.67822570,5.44837073,0.09262726,3.30001224
-5.00950475,8.99780850,1.16305142,0.00000000,3.65013522,5.40680805,0.09222333,3.28936543
-5.00350175,8.94363646,1.14524407,0.00000000,3.62437460,5.36210065,0.09181547,3.27895740
-4.99749875,8.88969776,1.12690787,0.00000000,3.60160028,5.31533178,0.09141584,3.26939937
-4.99149575,8.83760362,1.10830324,0.00000000,3.58251104,5.26768183,0.09103810,3.26131950
-4.98549275,8.78903252,1.08970870,0.00000000,3.56782027,5.22038844,0.09069720,3.25533665
-4.97948974,8.74566453,1.07141233,0.00000000,3.55822473,5.17470276,0.09040897,3.25203306
-4.97348674,8.70911175,1.05370255,0.00000000,3.55437086,5.13184342,0.09018975,3.25192693
-4.96748374,8.68084744,1.03685849,0.00000000,3.55682047,5.09295006,0.09005584,3.25544627
-4.96148074,8.66213714,1.02114058,0.00000000,3.56601728,5.05903833,0.09002294,3.26290502
-4.95547774,8.65397472,1.00678145,0.00000000,3.58225606,5.03095816,0.09010553,3.27448288
-4.94947474,8.65702641,0.99397762,0.00000000,3.60565614,5.00935727,0.09031625,3.29020952
-4.94347174,8.67158583,0.98288234,0.00000000,3.63614059,4.99465159,0.09066528,3.30995454
