energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.83791896,5.91304775,1.95936221,0.45695779,0.00235701,1.62177151,0.12160836,2.02301712,1.88422018,0.90199149
-5.83191596,5.79227192,1.91429799,0.44373346,0.00231285,1.60429870,0.11900162,1.96274445,1.84868636,0.89220047
-5.82591296,5.68078879,1.86991606,0.43148411,0.00228021,1.58982194,0.11652182,1.90498342,1.81587376,0.88398755
-5.81990995,5.57976965,1.82668016,0.42035131,0.00225986,1.57858554,0.11419114,1.85022750,1.78620979,0.87746301
-5.81390695,5.49007238,1.78498883,0.41044592,0.00225233,1.57074378,0.11202528,1.79887294,1.76004309,0.87269786
-5.80790395,5.41222378,1.74516675,0.40184732,0.00225796,1.56635587,0.11003361,1.75121277,1.73763623,0.86972023
-5.80190095,5.34641544,1.70745964,0.39460367,0.00227685,1.56538477,0.10821943,1.70743525,1.71916174,0.86851369
-5.79589795,5.29251317,1.67203297,0.38873327,0.00230894,1.56769982,0.10658070,1.66762679,1.70470191,0.86901761
-5.78989495,5.25007966,1.63897451,0.38422681,0.00235394,1.57308333,0.10511078,1.63177906,1.69425203,0.87112959
-5.78389195,5.21840930,1.60830059,0.38105056,0.00241144,1.58124056,0.10379952,1.59980004,1.68772707,0.87470977
-5.77788894,5.19657377,1.57996572,0.37915029,0.00248086,1.59181299,0.10263439,1.57152836,1.68497148,0.87958700
-5.77188594,5.18347622,1.55387492,0.37845580,0.00256149,1.60439422,0.10160167,1.54675024,1.68577167,0.88556645
-5.76588294,5.17791156,1.52989824,0.37888579,0.00265256,1.61854769,0.10068775,1.52521810,1.68987040,0.89243828
-5.75987994,5.17863002,1.50788631,0.38035309,0.00275319,1.63382562,0.09988025,1.50666996,1.69698263,0.89998715
-5.75387694,5.18440096,1.48768620,0.38276968,0.00286251,1.64978821,0.09916912,1.49084855,1.70681182,0.90800180
-5.74787394,5.19407371,1.46915663,0.38605165,0.00297960,1.66602210,0.09854753,1.47751910,1.71906586,0.91628436
-5.74187094,5.20663246,1.45218139,0.39012360,0.00310357,1.68215732,0.09801255,1.46648499,1.73347185,0.92465890
-5.73586793,5.22124232,1.43668039,0.39492243,0.00323358,1.69788178,0.09756559,1.45760024,1.74978880,0.93297858
-5.72986493,5.23728437,1.42261749,0.40040031,0.00336883,1.71295265,0.09721252,1.45077828,1.76781759,0.94113115
-5.72386193,5.25437766,1.41000476,0.40652668,0.00350860,1.72720390,0.09696351,1.44599652,1.78740756,0.94904233
-5.71785893,5.27238716,1.39890271,0.41328917,0.00365222,1.74054976,0.09683261,1.44329643,1.80845938,0.95667691
-5.71185593,5.29141728,1.38941671,0.42069348,0.00379912,1.75298384,0.09683699,1.44277920,1.83092393,0.96403759
-5.70585293,5.31179131,1.38168972,0.42876208,0.00394879,1.76457389,0.09699595,1.44459713,1.85479730,0.97116128
-5.69984992,5.33401792,1.37589179,0.43753203,0.00410078,1.77545266,0.09732979,1.44894142,1.88011215,0.97811348
-5.69384692,5.35874680,1.37220708,0.44705174,0.00425469,1.78580517,0.09785844,1.45602687,1.90692600,0.98498066
-5.68784392,5.38671569,1.37081917,0.45737713,0.00441014,1.79585324,0.09860009,1.46607454,1.93530703,0.99186135
-5.68184092,5.41869197,1.37189564,0.46856714,0.00456674,1.80583808,0.09956976,1.47929324,1.96531844,0.99885629
-5.67583792,5.45541193,1.37557295,0.48067904,0.00472410,1.81600189,0.10077799,1.49586099,1.99700220,1.00605830
-5.66983492,5.49752128,1.38194249,0.49376351,0.00488178,1.82656951,0.10222964,1.51590744,2.03036331,1.01354244
-5.66383192,5.54551999,1.39103873,0.50786002,0.00503928,1.83773115,0.10392287,1.53949836,2.06535554,1.02135705
-5.65782891,5.59971452,1.40283022,0.52299246,0.00519602,1.84962706,0.10584846,1.56662284,2.10186969,1.02951620
-5.65182591,5.66018010,1.41721403,0.53916538,0.00535134,1.86233508,0.10798932,1.59718414,2.13972505,1.03799401
-5.64582291,5.72673484,1.43401384,0.55636093,0.00550448,1.87586166,0.11032046,1.63099451,2.17866476,1.04672122
-5.63981991,5.79892705,1.45298190,0.57453663,0.00565460,1.89013679,0.11280918,1.66777428,2.21835545,1.05558414
-5.63381691,5.87603623,1.47380470,0.59362399,0.00580075,1.90501309,0.11541571,1.70715521,2.25839128,1.06442620
-5.62781391,5.95708742,1.49611187,0.61352811,0.00594192,1.92026913,0.11809409,1.74868787,2.29830230,1.07305194
-5.62181091,6.04087807,1.51948789,0.63412813,0.00607703,1.93561664,0.12079335,1.79185255,2.33756667,1.08123318
-5.61580790,6.12601557,1.54348583,0.65527855,0.00620496,1.95071116,0.12345898,1.83607316,2.37562616,1.08871728
-5.60980490,6.21096353,1.56764224,0.67681133,0.00632454,1.96516571,0.12603447,1.88073328,2.41190426,1.09523680
-5.60380190,6.29409401,1.59149243,0.69853864,0.00643462,1.97856648,0.12846303,1.92519348,2.44582565,1.10052025
-5.59779890,6.37374315,1.61458519,0.72025620,0.00653406,1.99048978,0.13068933,1.96880906,2.47683637,1.10430324
-5.59179590,6.44826731,1.63649621,0.74174708,0.00662175,2.00051949,0.13266116,2.01094748,2.50442342,1.10633967
-5.58579290,6.51609694,1.65683955,0.76278580,0.00669663,2.00826394,0.13433105,2.05100444,2.52813279,1.10641215
-5.57978989,6.57578599,1.67527659,0.78314275,0.00675774,2.01337155,0.13565766,2.08841823,2.54758522,1.10434143
-5.57378689,6.62605455,1.69152221,0.80258866,0.00680420,2.01554445,0.13660694,2.12268165,2.56248881,1.09999417
-5.56778389,6.66582347,1.70534800,0.82089928,0.00683522,2.01454965,0.13715314,2.15335135,2.57264793,1.09328896
-5.56178089,6.69423971,1.71658268,0.83785987,0.00685018,2.01022708,0.13727934,2.18005428,2.57796830,1.08420014
-5.55577789,6.71069230,1.72510989,0.85326973,0.00684854,2.00249471,0.13697788,2.20249143,2.57845807,1.07275947
-5.54977489,6.71481869,1.73086385,0.86694652,0.00682995,1.99135026,0.13625031,2.22043893,2.57422503,1.05905559
-5.54377189,6.70650249,1.73382333,0.87873028,0.00679419,1.97687004,0.13510716,2.23374695,2.56547042,1.04323140
-5.53776888,6.68586333,1.73400470,0.88848719,0.00674123,1.95920491,0.13356738,2.24233672,2.55247997,1.02547950
-5.53176588,6.65324039,1.73145452,0.89611282,0.00667120,1.93857397,0.13165755,2.24619613,2.53561263,1.00603616
-5.52576288,6.60917116,1.72624241,0.90153493,0.00658443,1.91525648,0.12941095,2.24537450,2.51528811,0.98517396
-5.51975988,6.55436696,1.71845468,0.90471552,0.00648142,1.88958243,0.12686639,2.23997692,2.49197375,0.96319362
-5.51375688,6.48968696,1.70818914,0.90565229,0.00636288,1.86192261,0.12406700,2.23015843,2.46617174,0.94041543
-5.50775388,6.41611221,1.69555152,0.90437918,0.00622971,1.83267853,0.12105897,2.21611868,2.43840725,0.91717063
-5.50175088,6.33472080,1.68065343,0.90096612,0.00608299,1.80227280,0.11789029,2.19809694,2.40921824,0.89379322
-5.49574787,6.24666538,1.66361208,0.89551780,0.00592397,1.77114048,0.11460950,2.17636784,2.37914723,0.87061238
-5.48974487,6.15315351,1.64455136,0.88817155,0.00575409,1.73972161,0.11126460,2.15123774,2.34873544,0.84794597
-5.48374187,6.05543142,1.62360427,0.87909440,0.00557492,1.70845527,0.10790198,2.12304165,2.31851935,0.82609522
-5.47773887,5.95477109,1.60091599,0.86847923,0.00538816,1.67777517,0.10456563,2.09214061,2.28902956,0.80534077
-5.47173587,5.85246040,1.57664737,0.85654029,0.00519560,1.64810686,0.10129636,2.05891928,2.26079178,0.78594011
-5.46573287,5.74979612,1.55097819,0.84350823,0.00499910,1.61986636,0.09813130,2.02378355,2.23432940,0.76812648
-5.45972986,5.64807878,1.52410985,0.82962466,0.00480057,1.59345999,0.09510356,1.98715786,2.21016729,0.75210904
-5.45372686,5.54860890,1.49626682,0.81513661,0.00460191,1.56928519,0.09224201,1.94948214,2.18883604,0.73807423
-5.44772386,5.45268373,1.46769680,0.80029109,0.00440497,1.54773185,0.08957124,1.91120817,2.17087611,0.72618805
-5.44172086,5.36159358,1.43866911,0.78532980,0.00421157,1.52918383,0.08711166,1.87279514,2.15684122,0.71659911
-5.43571786,5.27661724,1.40947134,0.77048437,0.00402341,1.51402024,0.08487969,1.83470462,2.14730020,0.70944201
-5.42971486,5.19901566,1.38040424,0.75597216,0.00384206,1.50261614,0.08288809,1.79739473,2.14283698,0.70484083
-5.42371186,5.13002350,1.35177506,0.74199288,0.00366896,1.49534220,0.08114623,1.76131388,2.14404798,0.70291237
-5.41770885,5.07083824,1.32388962,0.72872589,0.00350538,1.49256311,0.07966054,1.72689397,2.15153670,0.70376890
-5.41170585,5.02260675,1.29704353,0.71632853,0.00335240,1.49463439,0.07843486,1.69454361,2.16590522,0.70751999
-5.40570285,4.98640911,1.27151302,0.70493521,0.00321092,1.50189752,0.07747086,1.66464131,2.18774259,0.71427326
-5.39969985,4.96324026,1.24754600,0.69465733,0.00308164,1.51467327,0.07676831,1.63752918,2.21761004,0.72413389
-5.39369685,4.95398949,1.22535373,0.68558393,0.00296507,1.53325323,0.07632547,1.61350718,2.25602347,0.73720260
-5.38769385,4.95941844,1.20510378,0.67778291,0.00286153,1.55788971,0.07613926,1.59282841,2.30343348,0.75357217
-5.38169085,4.98013819,1.18691465,0.67130276,0.00277116,1.58878419,0.07620550,1.57569541,2.36020350,0.77332248
-5.37568784,5.01658618,1.17085234,0.66617452,0.00269392,1.62607472,0.07651904,1.56225777,2.42658687,0.79651413
-5.36968484,5.06900377,1.15692927,0.66241389,0.00262961,1.66982263,0.07707379,1.55261111,2.50270360,0.82318095
-5.36368184,5.13741525,1.14510553,0.66002339,0.00257788,1.71999919,0.07786279,1.54679735,2.58851787,0.85332160
-5.35767884,5.22160938,1.13529246,0.65899425,0.00253827,1.77647276,0.07887813,1.54480638,2.68381729,0.88689071
-5.35167584,5.32112422,1.12735847,0.65930817,0.00251018,1.83899716,0.08011093,1.54657879,2.78819505,0.92378999
-5.34567284,5.43523626,1.12113670,0.66093858,0.00249290,1.90720197,0.08155122,1.55200968,2.90103608,0.96385986
-5.33966983,5.56295479,1.11643418,0.66385162,0.00248566,1.98058550,0.08318782,1.56095318,3.02150836,1.00687215
-5.33366683,5.70302223,1.11304208,0.66800658,0.00248759,2.05851117,0.08500818,1.57322744,3.14856034,1.05252439
-5.32766383,5.85392109,1.11074638,0.67335604,0.00249776,2.14020780,0.08699828,1.58861995,3.28092528,1.10043631
-5.32166083,6.01388828,1.10933855,0.67984548,0.00251519,2.22477457,0.08914242,1.60689279,3.41713327,1.15014894
-5.31565783,6.18093686,1.10862555,0.68741274,0.00253888,2.31119081,0.09142311,1.62778764,3.55553121,1.20112687
-5.30965483,6.35288555,1.10843888,0.69598711,0.00256777,2.39833096,0.09382090,1.65103041,3.69431077,1.25276368
-5.30365183,6.52739574,1.10864200,0.70548850,0.00260080,2.48498456,0.09631431,1.67633540,3.83154414,1.30439099
-5.29764882,6.70201547,1.10913593,0.71582644,0.00263689,2.56988105,0.09887968,1.70340879,3.96522681,1.35529080
-5.29164582,6.87422970,1.10986285,0.72689945,0.00267496,2.65171887,0.10149124,1.73195171,4.09332628,1.40471108
-5.28564282,7.04151569,1.11080745,0.73859454,0.00271394,2.72919794,0.10412101,1.76166273,4.21383531,1.45188415
-5.27963982,7.20140202,1.11199608,0.75078728,0.00275277,2.80105466,0.10673904,1.79224011,4.32482788,1.49604723
-5.27363682,7.35152959,1.11349393,0.76334223,0.00279041,2.86609805,0.10931352,1.82338381,4.42451586,1.53646450
-5.26763382,7.48971256,1.11540028,0.77611412,0.00282587,2.92324571,0.11181116,1.85479751,4.51130411,1.57244970
-5.26163082,7.61399719,1.11784226,0.78894961,0.00285820,2.97155816,0.11419757,1.88619082,4.58384175,1.60338841
-5.25562781,7.72271619,1.12096736,0.80168965,0.00288649,3.01026997,0.11643789,1.91728176,4.64106729,1.62875903
-5.24962481,7.81453665,1.12493520,0.81417251,0.00290993,3.03881637,0.11849743,1.94779960,4.68224560,1.64815137
-5.24362181,7.88849912,1.12990889,0.82623727,0.00292777,3.05685391,0.12034251,1.97748809,4.70699481,1.66128211
-5.23761881,7.94404632,1.13604636,0.83772764,0.00293937,3.06427429,0.12194132,2.00610907,4.71530186,1.66800622
-5.23161581,7.98103974,1.14349219,0.84849610,0.00294418,3.06121049,0.12326491,2.03344616,4.70752571,1.66832383
-5.22561281,7.99976323,1.15237006,0.85840787,0.00294179,3.04803474,0.12428816,2.05930856,4.68438787,1.66238206
-5.21960980,8.00091294,1.16277630,0.86734476,0.00293191,3.02534835,0.12499072,2.08353451,4.64695053,1.65047174
-5.21360680,7.98557375,1.17477458,0.87520853,0.00291441,2.99396379,0.12535795,2.10599423,4.59658317,1.63301900
-5.20760380,7.95518283,1.18839205,0.88192358,0.00288930,2.95487954,0.12538160,2.12659205,4.53491903,1.61057214
-5.20160080,7.91148151,1.20361697,0.88743877,0.00285673,2.90924898,0.12506045,2.14526750,4.46380332,1.58378426
-5.19559780,7.85645748,1.22039783,0.89172833,0.00281701,2.85834457,0.12440063,2.16199510,4.38523564,1.55339250
-5.18959480,7.79227943,1.23864393,0.89479160,0.00277060,2.80351882,0.12341572,2.17678280,4.30130891,1.52019472
-5.18359180,7.72122696,1.25822745,0.89665176,0.00271808,2.74616386,0.12212655,2.18966906,4.21414771,1.48502464
-5.17758879,7.64561867,1.27898681,0.89735352,0.00266017,2.68767125,0.12056070,2.20071866,4.12584861,1.44872660
-5.17158579,7.56774136,1.30073115,0.89695987,0.00259767,2.62939365,0.11875178,2.21001739,4.03842484,1.41213091
-5.16558279,7.48978347,1.32324587,0.89554820,0.00253146,2.57261000,0.11673833,2.21766604,3.95375763,1.37603083
-5.15957979,7.41377529,1.34629890,0.89320584,0.00246251,2.51849537,0.11456265,2.22377388,3.87355576,1.34116206
-5.15357679,7.34153834,1.36964754,0.89002549,0.00239176,2.46809647,0.11226934,2.22845228,3.79932462,1.30818549
-5.14757379,7.27464581,1.39304567,0.88610068,0.00232021,2.42231360,0.10990382,2.23180863,3.73234536,1.27767368
-5.14157079,7.21439512,1.41625092,0.88152163,0.00224878,2.38188923,0.10751078,2.23394112,3.67366423,1.25010152
-5.13556778,7.16179326,1.43903176,0.87637169,0.00217837,2.34740324,0.10513273,2.23493470,3.62409161,1.22584100
-5.12956478,7.11755470,1.46117396,0.87072466,0.00210981,2.31927433,0.10280861,2.23485834,3.58420976,1.20516011
-5.12356178,7.08211101,1.48248650,0.86464303,0.00204382,2.29776710,0.10057257,2.23376383,3.55438790,1.18822561
-5.11755878,7.05563091,1.50280629,0.85817724,0.00198102,2.28300377,0.09845308,2.23168606,3.53480303,1.17510901
-5.11155578,7.03804867,1.52200184,0.85136606,0.00192191,2.27497941,0.09647217,2.22864464,3.52546457,1.16579537
-5.10555278,7.02909876,1.53997548,0.84423779,0.00186686,2.27357970,0.09464504,2.22464663,3.52624094,1.16019415
-5.09954977,7.02835417,1.55666397,0.83681233,0.00181612,2.27859985,0.09297994,2.21969014,3.53688637,1.15815131
-5.09354677,7.03526589,1.57203770,0.82910381,0.00176982,2.28976353,0.09147835,2.21376822,3.55706615,1.15946209
-5.08754377,7.04920125,1.58609815,0.82112351,0.00172798,2.30674094,0.09013537,2.20687287,3.58637910,1.16388361
-5.08154077,7.06947882,1.59887397,0.81288289,0.00169049,2.32916488,0.08894039,2.19899858,3.62437614,1.17114683
-5.07553777,7.09539824,1.61041564,0.80439640,0.00165716,2.35664442,0.08787787,2.19014523,3.67057427,1.18096721
-5.06953477,7.12626358,1.62078918,0.79568382,0.00162774,2.38877548,0.08692833,2.18031992,3.72446578,1.19305382
-5.06353177,7.16139958,1.63006901,0.78677197,0.00160187,2.42514820,0.08606932,2.16953781,3.78552271,1.20711653
-5.05752876,7.20016045,1.63833050,0.77769562,0.00157919,2.46535118,0.08527649,2.15782164,3.85319692,1.22287123
-5.05152576,7.24193161,1.64564243,0.76849754,0.00155928,2.50897262,0.08452459,2.14520025,3.92691660,1.24004311
-5.04552276,7.28612516,1.65206000,0.75922766,0.00154170,2.55559890,0.08378843,2.13170620,4.00608010,1.25836811
-5.03951976,7.33217026,1.65761861,0.74994137,0.00152600,2.60481115,0.08304372,2.11737261,4.09004798,1.27759275
-5.03351676,7.37949984,1.66232876,0.74069717,0.00151174,2.65618028,0.08226785,2.10222984,4.17813474,1.29747273
-5.02751376,7.42753550,1.66617253,0.73155373,0.00149851,2.70926144,0.08144045,2.08630203,4.26960102,1.31777063
-5.02151076,7.47567215,1.66910171,0.72256668,0.00148590,2.76358842,0.08054388,2.06960413,4.36364755,1.33825316
-5.01550775,7.52326416,1.67103774,0.71378526,0.00147354,2.81866882,0.07956356,2.05213957,4.45941179,1.35868829
-5.00950475,7.56961465,1.67187351,0.70524922,0.00146110,2.87398059,0.07848813,2.03389889,4.55596790,1.37884272
-5.00350175,7.61396921,1.67147699,0.69698600,0.00144826,2.92897064,0.07730955,2.01485956,4.65233085,1.39848005
-4.99749875,7.65551495,1.66969642,0.68900863,0.00143480,2.98305572,0.07602301,1.99498699,4.74746489,1.41735988
-4.99149575,7.69338586,1.66636692,0.68131430,0.00142048,3.03562623,0.07462687,1.97423691,4.84029657,1.43523808
-4.98549275,7.72667448,1.66131815,0.67388393,0.00140517,3.08605290,0.07312237,1.95255887,4.92973233,1.45186847
-4.97948974,7.75445000,1.65438274,0.66668268,0.00138873,3.13369642,0.07151344,1.92990079,5.01468011,1.46700580
-4.97348674,7.77578232,1.64540497,0.65966138,0.00137110,3.17791994,0.06980633,1.90621435,5.09407484,1.48041009
-4.96748374,7.78977119,1.63424953,0.65275902,0.00135228,3.21810414,0.06800933,1.88146089,5.16690657,1.49185229
-4.96148074,7.79557937,1.62080972,0.64590595,0.00133230,3.25366428,0.06613242,1.85561759,5.23225082,1.50112079
-4.95547774,7.79246847,1.60501505,0.63902789,0.00131124,3.28406875,0.06418694,1.82868349,5.28929965,1.50802887
-4.94947474,7.77983577,1.58683765,0.63205031,0.00128923,3.30885838,0.06218525,1.80068520,5.33739245,1.51242239
-4.94347174,7.75725031,1.56629747,0.62490319,0.00126647,3.32766556,0.06014050,1.77168188,5.37604501,1.51418761
-4.93746873,7.72448649,1.54346598,0.61752575,0.00124319,3.34023235,0.05806631,1.74176931,5.40497551,1.51325849
-4.93146573,7.68155328,1.51846826,0.60987101,0.00121966,3.34642657,0.05597658,1.71108282,5.42412603,1.50962322
-4.92546273,7.62871731,1.49148344,0.60190991,0.00119623,3.34625494,0.05388529,1.67979892,5.43367825,1.50332941
-4.91945973,7.56651837,1.46274355,0.59363479,0.00117325,3.33987234,0.05180639,1.64813557,5.43406201,1.49448769
-4.91345673,7.49577584,1.43253070,0.58506205,0.00115114,3.32758642,0.04975366,1.61635106,5.42595595,1.48327317
-4.90745373,7.41758522,1.40117289,0.57623390,0.00113036,3.30985687,0.04774064,1.58474147,5.41027908,1.46992467
-4.90145073,7.33330405,1.36903847,0.56721902,0.00111139,3.28728901,0.04578062,1.55363687,5.38817320,1.45474152
-4.89544772,7.24452716,1.33652950,0.55811221,0.00109474,3.26062129,0.04388660,1.52339635,5.36097582,1.43807771
-4.88944472,7.15305141,1.30407428,0.54903302,0.00108095,3.23070698,0.04207129,1.49440204,5.33018396,1.42033360
-4.88344172,7.06083095,1.27211920,0.54012334,0.00107057,3.19849021,0.04034713,1.46705237,5.29740973,1.40194532
-4.87743872,6.96992411,1.24112019,0.53154425,0.00106416,3.16497717,0.03872627,1.44175475,5.26432864,1.38337211
-4.87143572,6.88243361,1.21153407,0.52347216,0.00106228,3.13120317,0.03722058,1.41891791,5.23262245,1.36508199
-4.86543272,6.80044237,1.18380995,0.51609438,0.00106548,3.09819695,0.03584165,1.39894408,5.20391834,1.34753636
-4.85942971,6.72594697,1.15838091,0.50960451,0.00107428,3.06694331,0.03460069,1.38222137,5.17972681,1.33117403
-4.85342671,6.66079163,1.13565619,0.50419769,0.00108918,3.03834590,0.03350851,1.36911628,5.16138059,1.31639531
-4.84742371,6.60660497,1.11601400,0.50006591,0.00111064,3.01319143,0.03257537,1.35996676,5.14997720,1.30354690
-4.84142071,6.56474241,1.09979507,0.49739368,0.00113906,2.99211703,0.03181089,1.35507577,5.14632762,1.29290807
-4.83541771,6.53623628,1.08729706,0.49635415,0.00117478,2.97558218,0.03122386,1.35470554,5.15091349,1.28467891
-4.82941471,6.52175601,1.07876994,0.49710580,0.00121806,2.96384669,0.03082203,1.35907256,5.16385488,1.27897107
-4.82341171,6.52157992,1.07441228,0.49978979,0.00126907,2.95695550,0.03061191,1.36834334,5.18489034,1.27580146
-4.81740870,6.53557992,1.07436860,0.50452812,0.00132788,2.95473157,0.03059855,1.38263106,5.21337069,1.27508921
-4.81140570,6.56321995,1.07872780,0.51142258,0.00139446,2.95677687,0.03078523,1.40199311,5.24826697,1.27665611
-4.80540270,6.60356831,1.08752266,0.52055449,0.00146865,2.96248205,0.03117326,1.42642959,5.28819301,1.28023053
-4.79939970,6.65532363,1.10073046,0.53198517,0.00155016,2.97104411,0.03176173,1.45588283,5.33144188,1.28545475
-4.79339670,6.71685359,1.11827478,0.54575726,0.00163858,2.98149188,0.03254726,1.49023798,5.37603534,1.29189541
-4.78739370,6.78624508,1.14002852,0.56189661,0.00173336,2.99271798,0.03352379,1.52932483,5.41978443,1.29905668
-4.78139070,6.86136408,1.16581811,0.58041475,0.00183379,3.00351631,0.03468248,1.57292084,5.46035927,1.30639582
-4.77538769,6.93992302,1.19542892,0.60131182,0.00193905,3.01262343,0.03601153,1.62075546,5.49536526,1.31334026
-4.76938469,7.01955340,1.22861189,0.62457981,0.00204819,3.01876218,0.03749617,1.67251583,5.52242281,1.31930588
-4.76338169,7.09788075,1.26509117,0.65020589,0.00216013,3.02068592,0.03911865,1.72785373,5.53924768,1.32371556
-4.75737869,7.17259952,1.30457277,0.67817571,0.00227369,3.01722147,0.04085838,1.78639367,5.54372847,1.32601744
-4.75137569,7.24154501,1.34675381,0.70847643,0.00238761,3.00730916,0.04269206,1.84774207,5.53399853,1.32570214
-4.74537269,7.30275969,1.39133230,0.74109925,0.00250057,2.99003840,0.04459400,1.91149704,5.50849924,1.32231848
-4.73936968,7.35455165,1.43801686,0.77604117,0.00261120,2.96467756,0.04653642,1.97725866,5.46603234,1.31548697
-4.73336668,7.39554291,1.48653618,0.81330583,0.00271814,2.93069686,0.04848993,2.04463906,5.40579930,1.30491074
-4.72736368,7.42470596,1.53664762,0.85290325,0.00282004,2.88778378,0.05042403,2.11327206,5.32742638,1.29038360
-4.72136068,7.44138729,1.58814469,0.89484813,0.00291560,2.83585054,0.05230767,2.18282166,5.23097460,1.27179492
-4.71535768,7.44531709,1.64086275,0.93915685,0.00300361,2.77503347,0.05410991,2.25298908,5.11693453,1.24913139
-4.70935468,7.43660513,1.69468288,0.98584298,0.00308297,2.70568479,0.05580057,2.32351785,4.98620662,1.22247557
-4.70335168,7.41572317,1.74953348,1.03491142,0.00315271,2.62835728,0.05735093,2.39419653,4.84006805,1.19200154
-4.69734867,7.38347498,1.80538961,1.08635143,0.00321203,2.54378282,0.05873437,2.46485914,4.68012810,1.15796782
-4.69134567,7.34095556,1.86227003,1.14012869,0.00326030,2.45284593,0.05992701,2.53538298,4.50827410,1.12070801
-4.68534267,7.28950174,1.92023232,1.19617693,0.00329708,2.35655360,0.06090834,2.60568429,4.32661059,1.08061954
-4.67933967,7.23063645,1.97936624,1.25438961,0.00332210,2.25600279,0.06166167,2.67571193,4.13739428,1.03815105
-4.67333667,7.16600957,2.03978614,1.31461215,0.00333532,2.15234696,0.06217460,2.74543973,3.94296782,0.99378898
-4.66733367,7.09733813,2.10162274,1.37663543,0.00333686,2.04676314,0.06243927,2.81485812,3.74569475,0.94804375
-4.66133067,7.02634871,2.16501525,1.44019112,0.00332703,1.94042055,0.06245261,2.88396580,3.54789829,0.90143616
-4.65532766,6.95472476,2.23010428,1.50494945,0.00330626,1.83445198,0.06221634,2.95276239,3.35180600,0.85448440
-4.64932466,6.88406096,2.29702643,1.57051996,0.00327518,1.72992881,0.06173694,3.02124255,3.15950182,0.80769209
-4.64332166,6.81582669,2.36591072,1.63645543,0.00323447,1.62784012,0.06102543,3.08939247,2.97288695,0.76153759
