energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,1.73732606,0.00225205,0.13875795,0.33989947,0.38970083,0.35539200,0.79873207,0.45386368,0.00000000
-5.99399700,1.71613621,0.00227779,0.13711590,0.33627038,0.37971987,0.34524129,0.79499412,0.44546911,0.00000000
-5.98799400,1.69773053,0.00232517,0.13582975,0.33313255,0.37091402,0.33690766,0.79217976,0.43798952,0.00000000
-5.98199100,1.68187175,0.00239266,0.13485193,0.33033613,0.36321223,0.33027079,0.79026328,0.43131089,0.00000000
-5.97598799,1.66833186,0.00247838,0.13413993,0.32774563,0.35653305,0.32520143,0.78921822,0.42532278,0.00000000
-5.96998499,1.65688965,0.00258006,0.13365701,0.32524214,0.35078604,0.32156392,0.78901255,0.41991949,0.00000000
-5.96398199,1.64732637,0.00269518,0.13337245,0.32272426,0.34587293,0.31921816,0.78960355,0.41500066,0.00000000
-5.95797899,1.63942043,0.00282094,0.13326136,0.32010824,0.34168868,0.31802111,0.79093303,0.41047126,0.00000000
-5.95197599,1.63294224,0.00295434,0.13330412,0.31732705,0.33812263,0.31782799,0.79292337,0.40624132,0.00000000
-5.94597299,1.62765012,0.00309228,0.13348564,0.31432894,0.33505980,0.31849329,0.79547498,0.40222567,0.00000000
-5.93996998,1.62328812,0.00323158,0.13379433,0.31107553,0.33238260,0.31987183,0.79846548,0.39834371,0.00000000
-5.93396698,1.61958644,0.00336912,0.13422111,0.30753976,0.32997294,0.32182004,0.80175085,0.39451961,0.00000000
-5.92796398,1.61626474,0.00350185,0.13475839,0.30370381,0.32771481,0.32419738,0.80516866,0.39068293,0.00000000
-5.92196098,1.61303840,0.00362693,0.13539920,0.29955741,0.32549724,0.32686817,0.80854329,0.38676978,0.00000000
-5.91595798,1.60962750,0.00374179,0.13613641,0.29509638,0.32321764,0.32970368,0.81169280,0.38272450,0.00000000
-5.90995498,1.60576795,0.00384424,0.13696218,0.29032181,0.32078526,0.33258448,0.81443704,0.37850175,0.00000000
-5.90395198,1.60122395,0.00393247,0.13786762,0.28523968,0.31812465,0.33540288,0.81660654,0.37406896,0.00000000
-5.89794897,1.59580085,0.00400521,0.13884257,0.27986100,0.31517888,0.33806538,0.81805148,0.36940887,0.00000000
-5.89194597,1.58935732,0.00406170,0.13987560,0.27420239,0.31191229,0.34049481,0.81865015,0.36452190,0.00000000
-5.88594297,1.58181573,0.00410178,0.14095407,0.26828686,0.30831259,0.34263217,0.81831621,0.35942826,0.00000000
-5.87993997,1.57316983,0.00412587,0.14206427,0.26214486,0.30439198,0.34443779,0.81700421,0.35416935,0.00000000
-5.87393697,1.56348879,0.00413499,0.14319151,0.25581515,0.30018740,0.34589173,0.81471299,0.34880846,0.00000000
-5.86793397,1.55291713,0.00413075,0.14432028,0.24934553,0.29575953,0.34699334,0.81148652,0.34343041,0.00000000
-5.86193097,1.54167019,0.00411527,0.14543421,0.24279317,0.29119077,0.34775987,0.80741212,0.33814015,0.00000000
-5.85592796,1.53002512,0.00409116,0.14651604,0.23622448,0.28658203,0.34822422,0.80261612,0.33306023,0.00000000
-5.84992496,1.51830789,0.00406143,0.14754745,0.22971432,0.28204867,0.34843179,0.79725708,0.32832717,0.00000000
-5.84392196,1.50687682,0.00402936,0.14850884,0.22334465,0.27771553,0.34843667,0.79151711,0.32408689,0.00000000
-5.83791896,1.49610357,0.00399846,0.14937909,0.21720261,0.27371153,0.34829740,0.78559162,0.32048934,0.00000000
-5.83191596,1.48635280,0.00397228,0.15013534,0.21137795,0.27016385,0.34807240,0.77967825,0.31768262,0.00000000
-5.82591296,1.47796166,0.00395437,0.15075280,0.20596019,0.26719225,0.34781554,0.77396565,0.31580685,0.00000000
-5.81990995,1.47122028,0.00394806,0.15120473,0.20103536,0.26490363,0.34757202,0.76862274,0.31498806,0.00000000
-5.81390695,1.46635474,0.00395643,0.15146260,0.19668278,0.26338717,0.34737480,0.76378918,0.31533260,0.00000000
-5.80790395,1.46351325,0.00398213,0.15149643,0.19297182,0.26271040,0.34724194,0.75956750,0.31692215,0.00000000
-5.80190095,1.46275679,0.00402730,0.15127539,0.18995905,0.26291627,0.34717497,0.75601759,0.31980984,0.00000000
-5.79589795,1.46405445,0.00409349,0.15076863,0.18768577,0.26402144,0.34715838,0.75315355,0.32401749,0.00000000
-5.78989495,1.46728408,0.00418157,0.14994634,0.18617618,0.26601595,0.34716036,0.75094341,0.32953436,0.00000000
-5.78389195,1.47223805,0.00429168,0.14878095,0.18543630,0.26886410,0.34713471,0.74931136,0.33631732,0.00000000
-5.77788894,1.47863386,0.00442320,0.14724845,0.18545363,0.27250668,0.34702378,0.74814265,0.34429258,0.00000000
-5.77188594,1.48612893,0.00457477,0.14532978,0.18619772,0.27686429,0.34676239,0.74729059,0.35335877,0.00000000
-5.76588294,1.49433880,0.00474426,0.14301215,0.18762137,0.28184158,0.34628226,0.74658534,0.36339133,0.00000000
-5.75987994,1.50285746,0.00492885,0.14029016,0.18966276,0.28733227,0.34551686,0.74584392,0.37424798,0.00000000
-5.75387694,1.51127891,0.00512509,0.13716679,0.19224799,0.29322448,0.34440631,0.74488082,0.38577483,0.00000000
-5.74787394,1.51921839,0.00532901,0.13365402,0.19529417,0.29940623,0.34290189,0.74351870,0.39781294,0.00000000
-5.74187094,1.52633237,0.00553618,0.12977314,0.19871276,0.30577079,0.34097007,0.74159845,0.41020498,0.00000000
-5.73586793,1.53233591,0.00574191,0.12555461,0.20241300,0.31222145,0.33859554,0.73898814,0.42280145,0.00000000
-5.72986493,1.53701665,0.00594132,0.12103759,0.20630524,0.31867561,0.33578326,0.73559049,0.43546634,0.00000000
-5.72386193,1.54024465,0.00612953,0.11626904,0.21030397,0.32506788,0.33255919,0.73134831,0.44808173,0.00000000
-5.71785893,1.54197747,0.00630181,0.11130242,0.21433042,0.33135205,0.32896981,0.72624789,0.46055117,0.00000000
-5.71185593,1.54226054,0.00645369,0.10619623,0.21831461,0.33750185,0.32508024,0.72032016,0.47280172,0.00000000
-5.70585293,1.54122280,0.00658113,0.10101220,0.22219672,0.34351045,0.32097128,0.71363963,0.48478442,0.00000000
-5.69984992,1.53906792,0.00668065,0.09581346,0.22592778,0.34938882,0.31673539,0.70632132,0.49647333,0.00000000
-5.69384692,1.53606199,0.00674939,0.09066266,0.22946965,0.35516301,0.31247191,0.69851605,0.50786312,0.00000000
-5.68784392,1.53251828,0.00678519,0.08562015,0.23279442,0.36087062,0.30828180,0.69040421,0.51896558,0.00000000
-5.68184092,1.52878025,0.00678671,0.08074239,0.23588317,0.36655656,0.30426228,0.68218877,0.52980511,0.00000000
-5.67583792,1.52520389,0.00675336,0.07608061,0.23872442,0.37226864,0.30050160,0.67408774,0.54041365,0.00000000
-5.66983492,1.52214058,0.00668536,0.07167976,0.24131220,0.37805302,0.29707439,0.66632671,0.55082543,0.00000000
-5.66383192,1.51992141,0.00658366,0.06757797,0.24364409,0.38395001,0.29403780,0.65913191,0.56107186,0.00000000
-5.65782891,1.51884423,0.00644992,0.06380628,0.24571937,0.38999043,0.29142871,0.65272412,0.57117699,0.00000000
-5.65182591,1.51916401,0.00628643,0.06038899,0.24753731,0.39619282,0.28926227,0.64731394,0.58115383,0.00000000
-5.64582291,1.52108726,0.00609596,0.05734427,0.24909593,0.40256160,0.28753176,0.64309849,0.59100189,0.00000000
