energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.78989495,1.83449746,0.00176055,0.17083446,0.58776627,0.36902290,0.41024457,0.42306325,0.00552868,1.00885027
-5.78389195,1.80460974,0.00178620,0.17192587,0.56972211,0.36636946,0.41653115,0.41501994,0.00534043,0.98922379
-5.77788894,1.78204910,0.00184187,0.17356360,0.55471976,0.36493230,0.42447642,0.40854456,0.00516784,0.97378753
-5.77188594,1.76631724,0.00192501,0.17566868,0.54264415,0.36462460,0.43388777,0.40349701,0.00501192,0.96226213
-5.76588294,1.75681352,0.00203285,0.17815861,0.53332913,0.36534196,0.44455754,0.39972018,0.00487332,0.95430415
-5.75987994,1.75286612,0.00216234,0.18095112,0.52656614,0.36696866,0.45627130,0.39704778,0.00475241,0.94952287
-5.75387694,1.75376637,0.00231022,0.18396822,0.52211416,0.36938452,0.46881659,0.39531281,0.00464942,0.94749894
-5.74787394,1.75880465,0.00247308,0.18714020,0.51971064,0.37247214,0.48199185,0.39435611,0.00456458,0.94780396
-5.74187094,1.76730629,0.00264736,0.19040948,0.51908286,0.37612406,0.49561531,0.39403486,0.00449824,0.95002011
-5.73586793,1.77866590,0.00282942,0.19373416,0.51995931,0.38024957,0.50953339,0.39423041,0.00445100,0.95375905
-5.72986493,1.79237846,0.00301560,0.19709116,0.52208056,0.38478084,0.52362835,0.39485518,0.00442380,0.95867909
-5.72386193,1.80806588,0.00320226,0.20047862,0.52520919,0.38967791,0.53782495,0.39585843,0.00441800,0.96449989
-5.71785893,1.82549756,0.00338586,0.20391775,0.52913840,0.39493249,0.55209559,0.39723036,0.00443544,0.97101401
-5.71185593,1.84460411,0.00356304,0.20745366,0.53369895,0.40057015,0.56646394,0.39900457,0.00447848,0.97809484
-5.70585293,1.86548327,0.00373065,0.21115538,0.53876404,0.40665071,0.58100662,0.40125860,0.00454993,0.98570031
-5.69984992,1.88839772,0.00388586,0.21511489,0.54425212,0.41326695,0.59585289,0.40411240,0.00465309,0.99387238
-5.69384692,1.91376448,0.00402619,0.21944510,0.55012740,0.42054129,0.61118204,0.40772495,0.00479157,1.00273216
-5.68784392,1.94213614,0.00414954,0.22427686,0.55639798,0.42862074,0.62721857,0.41228875,0.00496928,1.01247085
-5.68184092,1.97417438,0.00425429,0.22975507,0.56311184,0.43767011,0.64422509,0.41802262,0.00519024,1.02333681
-5.67583792,2.01061665,0.00433925,0.23603377,0.57035071,0.44786376,0.66249296,0.42516282,0.00545841,1.03561924
-5.66983492,2.05223692,0.00440371,0.24327059,0.57822202,0.45937611,0.68233088,0.43395277,0.00577758,1.04962918
-5.66383192,2.09980214,0.00444743,0.25162042,0.58684946,0.47237128,0.70405165,0.44463178,0.00615112,1.06567857
-5.65782891,2.15402575,0.00447059,0.26122871,0.59636224,0.48699231,0.72795744,0.45742303,0.00658184,1.08405818
-5.65182591,2.21552019,0.00447378,0.27222442,0.60688378,0.50335036,0.75432397,0.47252128,0.00707182,1.10501548
-5.64582291,2.28475024,0.00445791,0.28471292,0.61852007,0.52151436,0.78338415,0.49008079,0.00762220,1.12873329
-5.63981991,2.36198922,0.00442420,0.29876916,0.63134844,0.54150166,0.81531179,0.51020380,0.00823308,1.15531040
-5.63381691,2.44728001,0.00437407,0.31443123,0.64540706,0.56327011,0.85020594,0.53293015,0.00890337,1.18474476
-5.62781391,2.54040279,0.00430909,0.33169468,0.66068585,0.58671205,0.88807675,0.55822846,0.00963073,1.21692050
-5.62181091,2.64085128,0.00423090,0.35050795,0.67711920,0.61165052,0.92883333,0.58598929,0.01041150,1.25159915
-5.61580790,2.74781895,0.00414116,0.37076896,0.69458089,0.63783816,0.97227456,0.61602073,0.01124068,1.28841589
-5.60980490,2.86019629,0.00404146,0.39232330,0.71288165,0.66495878,1.01808327,0.64804667,0.01211195,1.32688105
-5.60380190,2.97658012,0.00393333,0.41496415,0.73176949,0.69263199,1.06582458,0.68170801,0.01301776,1.36638714
-5.59779890,3.09529496,0.00381814,0.43843395,0.75093310,0.72042057,1.11494854,0.71656709,0.01394940,1.40622132
-5.59179590,3.21442646,0.00369713,0.46242815,0.77000803,0.74784067,1.16479759,0.75211509,0.01489714,1.44558288
-5.58579290,3.33186611,0.00357138,0.48660075,0.78858586,0.77437436,1.21461877,0.78778256,0.01585042,1.48360546
-5.57978989,3.44536590,0.00344178,0.51057170,0.80622580,0.79948425,1.26358044,0.82295269,0.01679800,1.51938292
-5.57378689,3.55260125,0.00330909,0.53393604,0.82246849,0.82262959,1.31079335,0.85697699,0.01772820,1.55199817
-5.56778389,3.65123999,0.00317395,0.55627435,0.83685138,0.84328326,1.35533529,0.88919295,0.01862913,1.58055367
-5.56178089,3.73901484,0.00303687,0.57716428,0.84892510,0.86094900,1.39627851,0.91894294,0.01948891,1.60420253
-5.55577789,3.81379667,0.00289832,0.59619285,0.85827028,0.87517809,1.43271904,0.94559388,0.02029589,1.62217882
-5.54977489,3.87366558,0.00275868,0.61296886,0.86451379,0.88558492,1.46380677,0.96855673,0.02103891,1.63382584
-5.54377189,3.91697698,0.00261836,0.62713515,0.86734408,0.89186070,1.48877506,0.98730523,0.02170749,1.63862129
-5.53776888,3.94242004,0.00247774,0.63838016,0.86652458,0.89378475,1.50696879,1.00139306,0.02229208,1.63619811
-5.53176588,3.94906604,0.00233726,0.64644833,0.86190486,0.89123292,1.51786965,1.01046879,0.02278421,1.62636022
-5.52576288,3.93640473,0.00219740,0.65114901,0.85342878,0.88418275,1.52111767,1.01428803,0.02317665,1.60909250
-5.51975988,3.90436730,0.00205869,0.65236340,0.84113953,0.87271520,1.51652818,1.01272228,0.02346360,1.58456453
-5.51375688,3.85333508,0.00192173,0.65004953,0.82518101,0.85701288,1.50410346,1.00576422,0.02364079,1.55312808
-5.50775388,3.78413380,0.00178716,0.64424483,0.80579585,0.83735487,1.48403887,0.99352928,0.02370553,1.51530837
-5.50175088,3.69801393,0.00165569,0.63506647,0.78331981,0.81410848,1.45672307,0.97625336,0.02365686,1.47178966
-5.49574787,3.59661797,0.00152806,0.62270942,0.75817314,0.78771815,1.42273279,0.95428709,0.02349554,1.42339566
-5.48974487,3.48193649,0.00140505,0.60744234,0.73084896,0.75869215,1.38282225,0.92808683,0.02322406,1.37106576
-5.48374187,3.35625467,0.00128742,0.58960170,0.70189942,0.72758765,1.33790801,0.89820273,0.02284665,1.31582792
-5.47773887,3.22209189,0.00117598,0.56958417,0.67192015,0.69499457,1.28904992,0.86526475,0.02236922,1.25876952
-5.47173587,3.08213671,0.00107151,0.54783789,0.64153359,0.66151920,1.23742911,0.82996679,0.02179928,1.20100714
-5.46573287,2.93917990,0.00097476,0.52485282,0.61137189,0.62776786,1.18432397,0.79305003,0.02114587,1.14365651
-5.45972986,2.79604792,0.00088648,0.50115053,0.58206015,0.59433150,1.13108489,0.75528578,0.02041940,1.08780369
-5.45372686,2.65553916,0.00080738,0.47727395,0.55420042,0.56177149,1.07910885,0.71745862,0.01963150,1.03447844
-5.44772386,2.52036498,0.00073814,0.45377713,0.52835720,0.53060728,1.02981445,0.68035030,0.01879485,0.98463063
-5.44172086,2.39309695,0.00067944,0.43121556,0.50504472,0.50130606,0.98461792,0.64472485,0.01792296,0.93911032
-5.43571786,2.27612174,0.00063191,0.41013695,0.48471648,0.47427479,0.94491073,0.61131526,0.01702995,0.89865200
-5.42971486,2.17160410,0.00059620,0.39107282,0.46775714,0.44985463,0.91203879,0.58081194,0.01613032,0.86386326
-5.42371186,2.08145836,0.00057293,0.37453083,0.45447703,0.42831775,0.88728347,0.55385302,0.01523867,0.83521795
-5.41770885,2.00732830,0.00056272,0.36098795,0.44510908,0.40986660,0.87184424,0.53101653,0.01436948,0.81305371
-5.41170585,1.95057474,0.00056620,0.35088428,0.43980819,0.39463519,0.86682279,0.51281441,0.01353682,0.79757359
-5.40570285,1.91227016,0.00058399,0.34461757,0.43865276,0.38269231,0.87320827,0.49968806,0.01275412,0.78885138
-5.39969985,1.89319928,0.00061668,0.34253824,0.44164815,0.37404632,0.89186344,0.49200530,0.01203391,0.78683996
-5.39369685,1.89386438,0.00066487,0.34494489,0.44873157,0.36865108,0.92351138,0.49005849,0.01138761,0.79138223
-5.38769385,1.91449424,0.00072908,0.35208012,0.45977830,0.36641278,0.96872271,0.49406347,0.01082533,0.80222375
-5.38169085,1.95505545,0.00080980,0.36412663,0.47460855,0.36719708,1.02790312,0.50415923,0.01035567,0.81902655
-5.37568784,2.01526511,0.00090740,0.38120364,0.49299478,0.37083638,1.10128141,0.52040802,0.00998560,0.84138321
-5.36968484,2.09460404,0.00102212,0.40336360,0.51466912,0.37713677,1.18889839,0.54279575,0.00972031,0.86883085
-5.36368184,2.19232995,0.00115406,0.43058931,0.53933046,0.38588440,1.29059690,0.57123273,0.00956314,0.90086419
-5.35767884,2.30749004,0.00130308,0.46279158,0.56665113,0.39685103,1.40601376,0.60555464,0.00951551,0.93694739
-5.35167584,2.43893318,0.00146882,0.49980772,0.59628288,0.40979859,1.53457433,0.64552389,0.00957692,0.97652430
-5.34567284,2.58532166,0.00165063,0.54140084,0.62786213,0.42448266,1.67549032,0.69083140,0.00974495,1.01902694
-5.33966983,2.74514307,0.00184755,0.58726050,0.66101447,0.44065497,1.82776192,0.74109905,0.01001530,1.06388203
-5.33366683,2.91672276,0.00205827,0.63700465,0.69535834,0.45806476,1.99018472,0.79588298,0.01038189,1.11051587
-5.32766383,3.09823766,0.00228114,0.69018322,0.73050823,0.47645942,2.16136212,0.85467790,0.01083697,1.15835763
-5.32166083,3.28773217,0.00251413,0.74628352,0.76607725,0.49558440,2.33972360,0.91692261,0.01137123,1.20684135
-5.31565783,3.48313682,0.00275489,0.80473736,0.80167956,0.51518276,2.52354880,0.98200679,0.01197403,1.25540721
-5.30965483,3.68229022,0.00300070,0.86493000,0.83693262,0.53499462,2.71099733,1.04927920,0.01263357,1.30350235
-5.30365183,3.88296463,0.00324858,0.92621078,0.87145958,0.55475677,2.90014357,1.11805716,0.01333713,1.35058181
-5.29764882,4.08289529,0.00349529,0.98790525,0.90489194,0.57420273,3.08901548,1.18763728,0.01407130,1.39610999
-5.29164582,4.27981316,0.00373740,1.04932826,0.93687262,0.59306353,3.27563626,1.25730704,0.01482232,1.43956298
-5.28564282,4.47148061,0.00397142,1.10979794,0.96705945,0.61106932,3.45806716,1.32635714,0.01557627,1.48043205
-5.27963982,4.65572907,0.00419379,1.16864971,0.99512917,0.62795200,3.63444971,1.39409396,0.01631944,1.51822840
-5.27363682,4.83049754,0.00440107,1.22525007,1.02078184,0.64344889,3.80304555,1.45985184,0.01703858,1.55248936
-5.26763382,4.99387044,0.00458995,1.27900943,1.04374550,0.65730726,3.96227205,1.52300463,0.01772118,1.58278555
-5.26163082,5.14411341,0.00475741,1.32939348,1.06378094,0.66928982,4.11073187,1.58297600,0.01835576,1.60872914
-5.25562781,5.27970540,0.00490076,1.37593275,1.08068636,0.67918064,4.24723535,1.63924815,0.01893211,1.62998253
-5.24962481,5.39936555,0.00501773,1.41822972,1.09430157,0.68679149,4.37081440,1.69136839,0.01944144,1.64626704
-5.24362181,5.50207368,0.00510656,1.45596347,1.10451165,0.69196808,4.48072751,1.73895354,0.01987666,1.65737123
-5.23761881,5.58708321,0.00516600,1.48889153,1.11124964,0.69459592,4.57645578,1.78169179,0.02023239,1.66315802
-5.23161581,5.65392621,0.00519537,1.51684905,1.11449814,0.69460539,4.65769052,1.81934219,0.02050511,1.66357044
-5.22561281,5.70241003,0.00519459,1.53974542,1.11428972,0.69197576,4.72431334,1.85173185,0.02069318,1.65863528
-5.21960980,5.73260614,0.00516414,1.55755871,1.11070592,0.68673782,4.77637036,1.87875117,0.02079678,1.64846447
-5.21360680,5.74483170,0.00510502,1.57032829,1.10387497,0.67897491,4.81404235,1.90034751,0.02081789,1.63325400
-5.20760380,5.73962516,0.00501876,1.57814620,1.09396820,0.66882222,4.83761287,1.91651786,0.02076014,1.61328016
-5.20160080,5.71771718,0.00490731,1.58114786,1.08119535,0.65646441,4.84743667,1.92730096,0.02062867,1.58889340
-5.19559780,5.67999866,0.00477301,1.57950274,1.06579887,0.64213141,4.84391048,1.93276964,0.02042999,1.56050994
-5.18959480,5.62748761,0.00461847,1.57340549,1.04804764,0.62609275,4.82744812,1.93302374,0.02017172,1.52860138
-5.18359180,5.56129648,0.00444651,1.56306812,1.02823018,0.60865054,4.79846136,1.92818421,0.01986239,1.49368300
-5.17758879,5.48260159,0.00426008,1.54871356,1.00664777,0.59013138,4.75734789,1.91838866,0.01951125,1.45630096
-5.17158579,5.39261581,0.00406218,1.53057087,0.98360765,0.57087752,4.70448663,1.90378868,0.01912798,1.41701917
-5.16558279,5.29256551,0.00385577,1.50887223,0.95941663,0.55123772,4.64024048,1.88454883,0.01872253,1.37640612
-5.15957979,5.18367206,0.00364370,1.48385166,0.93437523,0.53155800,4.56496592,1.86084735,0.01830486,1.33502233
-5.15357679,5.06713820,0.00342869,1.45574527,0.90877245,0.51217277,4.47902814,1.83287824,0.01788476,1.29340864
-5.14757379,4.94413878,0.00321322,1.42479280,0.88288138,0.49339656,4.38282029,1.80085431,0.01747163,1.25207574
-5.14157079,4.81581517,0.00299958,1.39123990,0.85695552,0.47551659,4.27678487,1.76501081,0.01707432,1.21149512
-5.13556778,4.68327267,0.00278977,1.35534088,0.83122595,0.45878647,4.16143522,1.72560903,0.01670098,1.17209165
-5.12956478,4.54757962,0.00258553,1.31736134,0.80589909,0.44342113,4.03737522,1.68293933,0.01635885,1.13423763
-5.12356178,4.40976727,0.00238832,1.27758030,0.78115524,0.42959306,3.90531516,1.63732325,0.01605416,1.09824853
-5.11755878,4.27082938,0.00219936,1.23629136,0.75714751,0.41742988,3.76608242,1.58911405,0.01579200,1.06438015
-5.11155578,4.13172083,0.00201958,1.19380277,0.73400133,0.40701336,3.62062561,1.53869566,0.01557617,1.03282722
-5.10555278,3.99335457,0.00184970,1.15043605,0.71181431,0.39837962,3.47001172,1.48647969,0.01540911,1.00372324
-5.09954977,3.85659668,0.00169021,1.10652332,0.69065649,0.39152059,3.31541601,1.43290067,0.01529182,0.97714145
-5.09354677,3.72225968,0.00154139,1.06240323,0.67057084,0.38638660,3.15810498,1.37840958,0.01522381,0.95309692
-5.08754377,3.59109430,0.00140338,1.01841584,0.65157425,0.38288980,2.99941344,1.32346601,0.01520307,0.93154949
-5.08154077,3.46378036,0.00127612,0.97489666,0.63365874,0.38090850,2.84071667,1.26852933,0.01522608,0.91240766
-5.07553777,3.34091749,0.00115944,0.93217025,0.61679313,0.38029206,2.68339940,1.21404945,0.01528790,0.89553321
-5.06953477,3.22301650,0.00105307,0.89054374,0.60092517,0.38086623,2.52882308,1.16045750,0.01538222,0.88074656
-5.06353177,3.11049209,0.00095662,0.85030063,0.58598401,0.38243877,2.37829334,1.10815712,0.01550156,0.86783276
-5.05752876,3.00365791,0.00086963,0.81169536,0.57188313,0.38480523,2.23302907,1.05751668,0.01563741,0.85654804
-5.05152576,2.90272411,0.00079158,0.77494873,0.55852377,0.38775452,2.09413478,1.00886287,0.01578051,0.84662671
-5.04552276,2.80779808,0.00072189,0.74024453,0.54579845,0.39107440,1.96257715,0.96247589,0.01592108,0.83778842
-5.03951976,2.71888819,0.00065994,0.70772754,0.53359498,0.39455648,1.83916686,0.91858641,0.01604913,0.82974538
-5.03351676,2.63591048,0.00060512,0.67750274,0.52180032,0.39800077,1.72454604,0.87737429,0.01615481,0.82220964
-5.02751376,2.55869797,0.00055677,0.64963583,0.51030452,0.40121956,1.61918151,0.83896899,0.01622866,0.81489987
-5.02151076,2.48701187,0.00051426,0.62415490,0.49900441,0.40404070,1.52336372,0.80345145,0.01626199,0.80754785
-5.01550775,2.42055417,0.00047694,0.60105292,0.48780686,0.40631008,1.43721077,0.77085718,0.01624713,0.79990409
-5.00950475,2.35898073,0.00044421,0.58029106,0.47663158,0.40789341,1.36067702,0.74118022,0.01617768,0.79174277
-5.00350175,2.30191435,0.00041548,0.56180226,0.46541324,0.40867734,1.29356544,0.71437768,0.01604873,0.78286565
-4.99749875,2.24895700,0.00039021,0.54549517,0.45410291,0.40856986,1.23554276,0.69037449,0.01585703,0.77310503
-4.99149575,2.19970083,0.00036789,0.53125796,0.44266872,0.40750023,1.18615671,0.66906809,0.01560101,0.76232569
-4.98549275,2.15373762,0.00034805,0.51896202,0.43109581,0.40541839,1.14485432,0.65033281,0.01528087,0.75042590
-4.97948974,2.11066641,0.00033030,0.50846530,0.41938557,0.40229415,1.11100086,0.63402387,0.01489847,0.73733757
-4.97348674,2.07009946,0.00031426,0.49961533,0.40755429,0.39811604,1.08389853,0.61998074,0.01445727,0.72302563
-4.96748374,2.03166660,0.00029962,0.49225184,0.39563138,0.39289018,1.06280464,0.60803005,0.01396212,0.70748685
-4.96148074,1.99501824,0.00028611,0.48620907,0.38365717,0.38663912,1.04694886,0.59798792,0.01341907,0.69074825
-4.95547774,1.95982743,0.00027353,0.48131773,0.37168061,0.37940070,1.03554933,0.58966191,0.01283512,0.67286514
-4.94947474,1.92579127,0.00026168,0.47740683,0.35975690,0.37122712,1.02782754,0.58285272,0.01221792,0.65391912
-4.94347174,1.89263202,0.00025042,0.47430539,0.34794517,0.36218400,1.02302184,0.57735568,0.01157554,0.63401585
-4.93746873,1.86009817,0.00023964,0.47184404,0.33630643,0.35234971,1.02039963,0.57296231,0.01091617,0.61328292
-4.93146573,1.82796571,0.00022927,0.46985675,0.32490171,0.34181456,1.01926816,0.56946195,0.01024785,0.59186767
-4.92546273,1.79603961,0.00021922,0.46818257,0.31379060,0.33068016,1.01898396,0.56664365,0.00957827,0.56993497
-4.91945973,1.76415554,0.00020947,0.46666748,0.30303007,0.31905854,1.01896089,0.56429828,0.00891457,0.54766495
-4.91345673,1.73218175,0.00019996,0.46516628,0.29267364,0.30707124,1.01867670,0.56222098,0.00826317,0.52525063
-4.90745373,1.70002083,0.00019070,0.46354449,0.28277087,0.29484799,1.01767809,0.56021376,0.00762965,0.50289530
-4.90145073,1.66761133,0.00018165,0.46168024,0.27336702,0.28252528,1.01558430,0.55808840,0.00701873,0.48080972
-4.89544772,1.63492874,0.00017281,0.45946602,0.26450302,0.27024450,1.01208899,0.55566939,0.00643420,0.45920894
-4.88944472,1.60198592,0.00016416,0.45681018,0.25621544,0.25814976,1.00696053,0.55279683,0.00587894,0.43830899
-4.88344172,1.56883258,0.00015572,0.45363823,0.24853666,0.24638547,1.00004071,0.54932924,0.00535497,0.41832316
-4.87743872,1.53555378,0.00014746,0.44989369,0.24149497,0.23509367,0.99124181,0.54514610,0.00486352,0.39945822
-4.87143572,1.50226751,0.00013939,0.44553862,0.23511476,0.22441125,0.98054235,0.54014995,0.00440510,0.38191047
-4.86543272,1.46912125,0.00013150,0.44055368,0.22941662,0.21446711,0.96798140,0.53426809,0.00397961,0.36586196
-4.85942971,1.43628775,0.00012380,0.43493779,0.22441746,0.20537945,0.95365198,0.52745367,0.00358644,0.35147682
-4.85342671,1.40396017,0.00011628,0.42870730,0.22013063,0.19725331,0.93769356,0.51968620,0.00322458,0.33889805
-4.84742371,1.37234680,0.00010895,0.42189488,0.21656598,0.19017839,0.92028415,0.51097138,0.00289270,0.32824476
-4.84142071,1.34166558,0.00010182,0.41454803,0.21372995,0.18422744,0.90163207,0.50134037,0.00258928,0.31961018
-4.83541771,1.31213879,0.00009487,0.40672735,0.21162577,0.17945502,0.88196796,0.49084835,0.00231263,0.31306031
-4.82941471,1.28398787,0.00008814,0.39850464,0.21025354,0.17589701,0.86153710,0.47957257,0.00206101,0.30863350
-4.82341171,1.25742883,0.00008161,0.38996087,0.20961052,0.17357058,0.84059232,0.46760995,0.00183267,0.30634076
-4.81740870,1.23266815,0.00007531,0.38118416,0.20969129,0.17247475,0.81938780,0.45507413,0.00162588,0.30616688
-4.81140570,1.20989928,0.00006925,0.37226773,0.21048803,0.17259154,0.79817377,0.44209234,0.00143896,0.30807230
-4.80540270,1.18929973,0.00006343,0.36330795,0.21199073,0.17388741,0.77719214,0.42880192,0.00127033,0.31199532
-4.79939970,1.17102868,0.00005786,0.35440248,0.21418733,0.17631507,0.75667316,0.41534678,0.00111848,0.31785487
-4.79339670,1.15522481,0.00005257,0.34564854,0.21706378,0.17981545,0.73683292,0.40187378,0.00098204,0.32555329
-4.78739370,1.14200450,0.00004756,0.33714122,0.22060387,0.18431971,0.71787162,0.38852913,0.00085969,0.33497908
-4.78139070,1.13145989,0.00004283,0.32897202,0.22478899,0.18975116,0.69997236,0.37545498,0.00075023,0.34600941
-4.77538769,1.12365684,0.00003839,0.32122734,0.22959753,0.19602694,0.68330037,0.36278613,0.00065254,0.35851217
-4.76938469,1.11863264,0.00003425,0.31398715,0.23500416,0.20305944,0.66800231,0.35064703,0.00056561,0.37234748
-4.76338169,1.11639332,0.00003041,0.30732359,0.24097881,0.21075739,0.65420565,0.33914910,0.00048848,0.38736858
-4.75737869,1.11691074,0.00002686,0.30129971,0.24748552,0.21902649,0.64201780,0.32838843,0.00042026,0.40342202
-4.75137569,1.12011934,0.00002361,0.29596817,0.25448111,0.22776978,0.63152505,0.31844379,0.00036014,0.42034735
-4.74537269,1.12591298,0.00002064,0.29137009,0.26191384,0.23688761,0.62279113,0.30937523,0.00030734,0.43797629
-4.73936968,1.13414196,0.00001796,0.28753388,0.26972209,0.24627750,0.61585566,0.30122306,0.00026117,0.45613160
-4.73336668,1.14461066,0.00001555,0.28447436,0.27783328,0.25583376,0.61073231,0.29400740,0.00022095,0.47462594
-4.72736368,1.15707618,0.00001339,0.28219200,0.28616299,0.26544726,0.60740714,0.28772828,0.00018608,0.49326088
-4.72136068,1.17124838,0.00001148,0.28067256,0.29461463,0.27500524,0.60583721,0.28236631,0.00015598,0.51182633
-4.71535768,1.18679168,0.00000981,0.27988714,0.30307952,0.28439149,0.60594970,0.27788399,0.00013013,0.53010067
-4.70935468,1.20332907,0.00000836,0.27979268,0.31143766,0.29348685,0.60764198,0.27422762,0.00010803,0.54785176
-4.70335168,1.22044842,0.00000712,0.28033316,0.31955923,0.30217019,0.61078279,0.27132990,0.00008925,0.56483898
-4.69734867,1.23771140,0.00000607,0.28144136,0.32730669,0.31031995,0.61521487,0.26911298,0.00007336,0.58081639
-4.69134567,1.25466486,0.00000522,0.28304141,0.33453766,0.31781610,0.62075914,0.26749229,0.00006001,0.59553691
-4.68534267,1.27085455,0.00000454,0.28505195,0.34110833,0.32454267,0.62722058,0.26638070,0.00004885,0.60875767
-4.67933967,1.28584088,0.00000405,0.28739008,0.34687751,0.33039056,0.63439587,0.26569321,0.00003958,0.62024602
-4.67333667,1.29921609,0.00000373,0.28997574,0.35171087,0.33526063,0.64208255,0.26535184,0.00003193,0.62978624
-4.66733367,1.31062231,0.00000358,0.29273663,0.35548548,0.33906697,0.65008949,0.26529075,0.00002567,0.63718642
-4.66133067,1.31976969,0.00000363,0.29561341,0.35809422,0.34173992,0.65824842,0.26546126,0.00002059,0.64228537
-4.65532766,1.32645372,0.00000388,0.29856484,0.35945004,0.34322898,0.66642586,0.26583673,0.00001651,0.64495887
-4.64932466,1.33057087,0.00000436,0.30157287,0.35948961,0.34350514,0.67453504,0.26641694,0.00001328,0.64512529
-4.64332166,1.33213167,0.00000510,0.30464713,0.35817641,0.34256270,0.68254707,0.26723186,0.00001076,0.64274983
