energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,4.48358039,0.01428734,1.21973270,1.97629241,0.00000000,1.25722052,1.52616772
-5.99399700,4.47323659,0.01442549,1.22068177,1.97440768,0.00000000,1.25916430,1.52672767
-5.98799400,4.44541471,0.01452117,1.21720604,1.96445646,0.00000000,1.25659570,1.52191538
-5.98199100,4.40069478,0.01457568,1.20943831,1.94661049,0.00000000,1.24961665,1.51187482
-5.97598799,4.33996676,0.01459156,1.19758632,1.92118887,0.00000000,1.23840314,1.49683566
-5.96998499,4.26442689,0.01457260,1.18193193,1.88865841,0.00000000,1.22320545,1.47711295
-5.96398199,4.17556717,0.01452391,1.16282906,1.84963049,0.00000000,1.20434688,1.45310516
-5.95797899,4.07515802,0.01445185,1.14069997,1.80485425,0.00000000,1.18222096,1.42529072
-5.95197599,3.96522419,0.01436405,1.11603019,1.75520607,0.00000000,1.15728718,1.39422286
-5.94597299,3.84801415,0.01426935,1.08936195,1.70167560,0.00000000,1.13006503,1.36052295
-5.93996998,3.72596342,0.01417770,1.06128627,1.64534846,0.00000000,1.10112661,1.32487218
-5.93396698,3.60165260,0.01410008,1.03243371,1.58738596,0.00000000,1.07108764,1.28800180
-5.92796398,3.47776051,0.01404828,1.00346395,1.52900244,0.00000000,1.04059720,1.25068191
-5.92196098,3.35701369,0.01403478,0.97505420,1.47144054,0.00000000,1.01032617,1.21370887
-5.91595798,3.24213297,0.01407251,0.94788667,1.41594529,0.00000000,0.98095467,1.17789153
-5.90995498,3.13577830,0.01417458,0.92263519,1.36373745,0.00000000,0.95315868,1.14403629
-5.90395198,3.04049294,0.01435400,0.89995126,1.31598699,0.00000000,0.92759609,1.11293138
-5.89794897,2.95864828,0.01462336,0.88044955,1.27378723,0.00000000,0.90489255,1.08533041
-5.89194597,2.89239050,0.01499445,0.86469343,1.23813059,0.00000000,0.88562739,1.06193559
-5.88594297,2.84359041,0.01547795,0.85318058,1.20988632,0.00000000,0.87031998,1.04338100
-5.87993997,2.81379786,0.01608300,0.84632922,1.18978111,0.00000000,0.85941694,1.03021620
-5.87393697,2.80420205,0.01681686,0.84446531,1.17838299,0.00000000,0.85328057,1.02289094
-5.86793397,2.81559901,0.01768452,0.84781133,1.17608902,0.00000000,0.85217893,1.02174119
-5.86193097,2.84836771,0.01868839,0.85647690,1.18311730,0.00000000,0.85627795,1.02697743
-5.85592796,2.90245578,0.01982802,0.87045202,1.19950345,0.00000000,0.86563595,1.03867545
-5.84992496,2.97737593,0.02109985,0.88960319,1.22510187,0.00000000,0.88020093,1.05677058
-5.84392196,3.07221397,0.02249712,0.91367303,1.25959174,0.00000000,0.89981080,1.08105570
-5.83791896,3.18564861,0.02400976,0.94228362,1.30248786,0.00000000,0.92419687,1.11118344
-5.83191596,3.31598355,0.02562447,0.97494380,1.35315597,0.00000000,0.95299071,1.14667309
-5.82591296,3.46119115,0.02732490,1.01106065,1.41083222,0.00000000,0.98573411,1.18692214
-5.81990995,3.61896722,0.02909187,1.04995488,1.47464635,0.00000000,1.02189235,1.23122252
-5.81390695,3.78679548,0.03090383,1.09087993,1.54364785,0.00000000,1.06087024,1.27878127
-5.80790395,3.96201988,0.03273727,1.13304433,1.61683430,0.00000000,1.10203053,1.32874496
-5.80190095,4.14192271,0.03456738,1.17563653,1.69318097,0.00000000,1.14471419,1.38022733
-5.79589795,4.32380555,0.03636864,1.21785150,1.77167069,0.00000000,1.18826191,1.43233898
-5.78989495,4.50507034,0.03811559,1.25891787,1.85132278,0.00000000,1.23203583,1.48421801
-5.78389195,4.68329716,0.03978354,1.29812476,1.93122012,0.00000000,1.27544087,1.53506042
-5.77788894,4.85631558,0.04134931,1.33484691,2.01053302,0.00000000,1.31794458,1.58414866
-5.77188594,5.02226643,0.04279192,1.36856710,2.08853911,0.00000000,1.35909484,1.63087722
-5.76588294,5.17965111,0.04409327,1.39889465,2.16463831,0.00000000,1.39853423,1.67477381
-5.75987994,5.32736593,0.04523868,1.42557917,2.23836205,0.00000000,1.43601076,1.71551495
-5.75387694,5.46471994,0.04621735,1.44851867,2.30937652,0.00000000,1.47138398,1.75293521
-5.74787394,5.59143487,0.04702263,1.46776154,2.37747967,0.00000000,1.50462629,1.78702923
-5.74187094,5.70762708,0.04765226,1.48350215,2.44259200,0.00000000,1.53581916,1.81794646
-5.73586793,5.81377227,0.04810830,1.49607006,2.50474175,0.00000000,1.56514434,1.84597843
-5.72986493,5.91065411,0.04839706,1.50591324,2.56404508,0.00000000,1.59287020,1.87153924
-5.72386193,5.99929957,0.04852877,1.51357590,2.62068229,0.00000000,1.61933392,1.89513980
-5.71785893,6.08090356,0.04851713,1.51967180,2.67487138,0.00000000,1.64492006,1.91735718
-5.71185593,6.15674690,0.04837879,1.52485430,2.72684023,0.00000000,1.67003659,1.93880044
-5.70585293,6.22811134,0.04813268,1.52978429,2.77679897,0.00000000,1.69508930,1.96007439
-5.69984992,6.29619603,0.04779928,1.53509768,2.82491409,0.00000000,1.72045600,1.98174334
-5.69384692,6.36203953,0.04739988,1.54137366,2.87128559,0.00000000,1.74646145,2.00429638
-5.68784392,6.42645128,0.04695578,1.54910540,2.91592855,0.00000000,1.77335453,2.02811607
-5.68184092,6.48995595,0.04648753,1.55867450,2.95876015,0.00000000,1.80128852,2.05345208
-5.67583792,6.55275349,0.04601425,1.57033028,2.99959289,0.00000000,1.83030574,2.08040124
-5.66983492,6.61469673,0.04555297,1.58417511,3.03813429,0.00000000,1.86032719,2.10889490
-5.66383192,6.67528777,0.04511809,1.60015626,3.07399337,0.00000000,1.89114783,2.13869444
-5.65782891,6.73369312,0.04472097,1.61806488,3.10669332,0.00000000,1.92243789,2.16939520
-5.65182591,6.78877676,0.04436965,1.63754203,3.13568992,0.00000000,1.95375019,2.20043862
-5.64582291,6.83914952,0.04406865,1.65809164,3.16039458,0.00000000,1.98453327,2.23113221
-5.63981991,6.88323203,0.04381897,1.67909973,3.18020090,0.00000000,2.01414974,2.26067632
-5.63381691,6.91932823,0.04361820,1.69985907,3.19451332,0.00000000,2.04189917,2.28819648
-5.62781391,6.94570576,0.04346077,1.71959822,3.20277643,0.00000000,2.06704454,2.31277981
-5.62181091,6.96067913,0.04333829,1.73751346,3.20450340,0.00000000,2.08884095,2.33351378
-5.61580790,6.96269201,0.04323999,1.75280237,3.19930225,0.00000000,2.10656549,2.34952538
-5.60980490,6.95039430,0.04315329,1.76469730,3.18689855,0.00000000,2.11954683,2.36001899
-5.60380190,6.92271097,0.04306435,1.77249740,3.16715372,0.00000000,2.12719330,2.36431115
-5.59779890,6.87889909,0.04295868,1.77559770,3.14007791,0.00000000,2.12901816,2.36186049
-5.59179590,6.81859108,0.04282182,1.77351391,3.10583719,0.00000000,2.12466100,2.35229171
-5.58579290,6.74182223,0.04263991,1.76590202,3.06475469,0.00000000,2.11390442,2.33541237
-5.57978989,6.64904167,0.04240024,1.75257171,3.01730592,0.00000000,2.09668526,2.31122198
-5.57378689,6.54110682,0.04209184,1.73349336,2.96410855,0.00000000,2.07309999,2.27991304
-5.56778389,6.41926182,0.04170584,1.70879822,2.90590727,0.00000000,2.04340420,2.24186424
-5.56178089,6.28510170,0.04123585,1.67877225,2.84355461,0.00000000,2.00800628,2.19762627
-5.55577789,6.14052399,0.04067819,1.64384385,2.77798860,0.00000000,1.96745576,2.14790125
-5.54977489,5.98767062,0.04003203,1.60456648,2.71020823,0.00000000,1.92242702,2.09351685
-5.54377189,5.82886289,0.03929940,1.56159715,2.64124796,0.00000000,1.87369905,2.03539654
-5.53776888,5.66653248,0.03848514,1.51567185,2.57215205,0.00000000,1.82213250,1.97452754
-5.53176588,5.50315179,0.03759666,1.46757945,2.50394982,0.00000000,1.76864486,1.91192799
-5.52576288,5.34116624,0.03664372,1.41813513,2.43763261,0.00000000,1.71418498,1.84861497
-5.51975988,5.18293141,0.03563807,1.36815473,2.37413306,0.00000000,1.65970799,1.78557470
-5.51375688,5.03065695,0.03459302,1.31843112,2.31430726,0.00000000,1.60615139,1.72373618
