energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,4.02349332,0.02352813,0.84447780,0.53515832,0.27777131,1.43915650,0.00000000,1.08474530,1.33186971
-5.99399700,3.91750640,0.02310690,0.82398289,0.52224827,0.26660321,1.39903862,0.00000000,1.06065456,1.30468484
-5.98799400,3.81076420,0.02272008,0.80446678,0.50852709,0.25525978,1.35734791,0.00000000,1.03688123,1.27864059
-5.98199100,3.70407399,0.02237323,0.78610544,0.49403941,0.24384418,1.31433407,0.00000000,1.01356898,1.25393513
-5.97598799,3.59821650,0.02207181,0.76903998,0.47885288,0.23245686,1.27027619,0.00000000,0.99084611,1.23071735
-5.96998499,3.49393860,0.02182106,0.75337844,0.46305702,0.22119341,1.22547693,0.00000000,0.96882672,1.20909225
-5.96398199,3.39194931,0.02162591,0.73919911,0.44676176,0.21014274,1.18025693,0.00000000,0.94761301,1.18912863
-5.95797899,3.29291884,0.02149085,0.72655499,0.43009558,0.19938555,1.13494944,0.00000000,0.92729837,1.17086816
-5.95197599,3.19747939,0.02141992,0.71547877,0.41320335,0.18899329,1.08989525,0.00000000,0.90797085,1.15433498
-5.94597299,3.10622699,0.02141666,0.70598795,0.39624388,0.17902747,1.04543804,0.00000000,0.88971663,1.13954481
-5.93996998,3.01972321,0.02148404,0.69808929,0.37938722,0.16953934,1.00192008,0.00000000,0.87262295,1.12651283
-5.93396698,2.93849570,0.02162443,0.69178252,0.36281181,0.16056999,0.95967811,0.00000000,0.85678020,1.11525944
-5.92796398,2.86303685,0.02183961,0.68706251,0.34670135,0.15215068,0.91903958,0.00000000,0.84228284,1.10581340
-5.92196098,2.79380000,0.02213070,0.68392000,0.33124163,0.14430351,0.88031892,0.00000000,0.82922895,1.09821204
-5.91595798,2.73119284,0.02249815,0.68234068,0.31661722,0.13704221,0.84381402,0.00000000,0.81771831,1.09249837
-5.90995498,2.67556827,0.02294171,0.68230266,0.30300813,0.13037313,0.80980274,0.00000000,0.80784909,1.08871539
-5.90395198,2.62721294,0.02346042,0.68377265,0.29058651,0.12429628,0.77853946,0.00000000,0.79971336,1.08689796
-5.89794897,2.58633448,0.02405252,0.68670120,0.27951341,0.11880639,0.75025184,0.00000000,0.79339161,1.08706289
-5.89194597,2.55304825,0.02471549,0.69101734,0.26993570,0.11389401,0.72513769,0.00000000,0.78894690,1.08919817
-5.88594297,2.52736481,0.02544603,0.69662345,0.26198319,0.10954654,0.70336221,0.00000000,0.78641890,1.09325224
-5.87993997,2.50917952,0.02624002,0.70339062,0.25576607,0.10574916,0.68505559,0.00000000,0.78581841,1.09912423
-5.87393697,2.49826534,0.02709261,0.71115527,0.25137268,0.10248576,0.67031117,0.00000000,0.78712285,1.10665628
-5.86793397,2.49427002,0.02799821,0.71971741,0.24886778,0.09973968,0.65918437,0.00000000,0.79027318,1.11562861
-5.86193097,2.49671848,0.02895062,0.72884094,0.24829119,0.09749444,0.65169230,0.00000000,0.79517255,1.12575808
-5.85592796,2.50502097,0.02994311,0.73825625,0.24965711,0.09573434,0.64781439,0.00000000,0.80168695,1.13670064
-5.84992496,2.51848700,0.03096859,0.74766525,0.25295394,0.09444497,0.64749384,0.00000000,0.80964798,1.14805791
-5.84392196,2.53634503,0.03201975,0.75674853,0.25814472,0.09361363,0.65064012,0.00000000,0.81885763,1.15938758
-5.83791896,2.55776698,0.03308931,0.76517472,0.26516820,0.09322974,0.65713227,0.00000000,0.82909503,1.17021746
-5.83191596,2.58189668,0.03417017,0.77261134,0.27394047,0.09328501,0.66682304,0.00000000,0.84012466,1.18006227
-5.82591296,2.60788088,0.03525570,0.77873675,0.28435722,0.09377373,0.67954368,0.00000000,0.85170569,1.18844252
-5.81990995,2.63490121,0.03633991,0.78325254,0.29629640,0.09469279,0.69510910,0.00000000,0.86360192,1.19490429
-5.81390695,2.66220543,0.03741771,0.78589568,0.30962146,0.09604174,0.71332335,0.00000000,0.87559169,1.19903890
-5.80790395,2.68913623,0.03848505,0.78644974,0.32418483,0.09782269,0.73398505,0.00000000,0.88747726,1.20050128
-5.80190095,2.71515610,0.03953910,0.78475452,0.33983170,0.10004019,0.75689256,0.00000000,0.89909297,1.19902601
-5.79589795,2.73986676,0.04057833,0.78071351,0.35640393,0.10270087,0.78184873,0.00000000,0.91031185,1.19444016
-5.78989495,2.76302214,0.04160260,0.77429888,0.37374401,0.10581317,0.80866497,0.00000000,0.92105014,1.18667215
-5.78389195,2.78453429,0.04261308,0.76555350,0.39169888,0.10938680,0.83716447,0.00000000,0.93126948,1.17575609
