energy_ev,total_up,Os_p_up,Os_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.72386193,3.89193627,2.01031584,1.58043061,0.01272472,1.17954827,0.00180467,0.90870956
-5.71785893,3.88909331,2.00330009,1.58569654,0.01336279,1.18212217,0.00188426,0.89920067
-5.71185593,3.87669158,1.98959852,1.58771471,0.01400631,1.18117387,0.00196653,0.88793438
-5.70585293,3.85633118,1.97003464,1.58706586,0.01464898,1.17718275,0.00205233,0.87539261
-5.69984992,3.82990679,1.94560670,1.58444050,0.01528413,1.17072659,0.00214258,0.86212714
-5.69384692,3.79952950,1.91744603,1.58061006,0.01590481,1.16245946,0.00223825,0.84873701
-5.68784392,3.76743914,1.88677036,1.57639430,0.01650390,1.15308619,0.00234034,0.83584381
-5.68184092,3.73591110,1.85483427,1.57262617,0.01707425,1.14333459,0.00244984,0.82406585
-5.67583792,3.70716165,1.82287878,1.57011608,0.01760877,1.13392652,0.00256768,0.81399242
-5.66983492,3.68325591,1.79208246,1.56961685,0.01810064,1.12554903,0.00269470,0.80615934
-5.66383192,3.66602243,1.76351588,1.57179097,0.01854342,1.11882692,0.00283161,0.80102659
-5.65782891,3.65697778,1.73810137,1.57718151,0.01893120,1.11429762,0.00297897,0.79895912
-5.65182591,3.65726428,1.71657973,1.58618794,0.01925874,1.11238963,0.00313713,0.80021154
-5.64582291,3.66760324,1.69948490,1.59904776,0.01952158,1.11340529,0.00330621,0.80491722
-5.63981991,3.68826541,1.68712772,1.61582457,0.01971614,1.11750856,0.00348610,0.81308221
-5.63381691,3.71905964,1.67958908,1.63640325,0.01983979,1.12471832,0.00367640,0.82458418
-5.62781391,3.75933991,1.67672250,1.66049203,0.01989088,1.13490731,0.00387646,0.83917629
-5.62181091,3.80803024,1.67816593,1.68763163,0.01986874,1.14780691,0.00408536,0.85649584
-5.61580790,3.86366624,1.68336197,1.71721085,0.01977368,1.16301725,0.00430192,0.87607725
-5.60980490,3.92445143,1.69158548,1.74848800,0.01960694,1.18002251,0.00452475,0.89736886
-5.60380190,3.98832588,1.70197737,1.78061731,0.01937064,1.19821043,0.00475226,0.91975282
-5.59779890,4.05304447,1.71358288,1.81267926,0.01906765,1.21689547,0.00498272,0.94256724
-5.59179590,4.11626142,1.72539286,1.84371360,0.01870157,1.23534458,0.00521432,0.96512993
-5.58579290,4.17561790,1.73638622,1.87275381,0.01827659,1.25280445,0.00544525,0.98676244
-5.57978989,4.22882913,1.74557182,1.89886172,0.01779738,1.26852926,0.00567374,1.00681395
-5.57378689,4.27376780,1.75202811,1.92116088,0.01726906,1.28180777,0.00589819,1.02468374
-5.56778389,4.30854055,1.75493900,1.93886752,0.01669705,1.29198874,0.00611723,1.03984162
-5.56178089,4.33155465,1.75362462,1.95131792,0.01608703,1.29850360,0.00632979,1.05184556
-5.55577789,4.34157262,1.74756585,1.95799119,0.01544487,1.30088573,0.00653518,1.06035591
-5.54977489,4.33775283,1.73642178,1.95852673,0.01477657,1.29878548,0.00673320,1.06514571
-5.54377189,4.31967488,1.72003968,1.95273569,0.01408822,1.29198050,0.00692414,1.06610686
-5.53776888,4.28734902,1.69845722,1.94060623,0.01338591,1.28038126,0.00710883,1.06325199
-5.53176588,4.24120991,1.67189719,1.92230243,0.01267579,1.26403144,0.00728867,1.05671209
-5.52576288,4.18209515,1.64075509,1.89815702,0.01196394,1.24310360,0.00746562,1.04673010
-5.51975988,4.11121007,1.60558045,1.86865857,0.01125640,1.21789029,0.00764216,1.03365089
-5.51375688,4.03008062,1.56705281,1.83443354,0.01055910,1.18879138,0.00782123,1.01790811
-5.50775388,3.94049666,1.52595363,1.79622430,0.00987787,1.15629799,0.00800618,1.00000853
-5.50175088,3.84444830,1.48313535,1.75486398,0.00921839,1.12097420,0.00820061,0.98051466
-5.49574787,3.74405818,1.43948911,1.71124946,0.00858616,1.08343704,0.00840832,0.96002627
-5.48974487,3.64151254,1.39591250,1.66631338,0.00798649,1.04433594,0.00863317,0.93916182
-5.48374187,3.53899410,1.35327861,1.62099666,0.00742445,1.00433237,0.00887888,0.91854022
-5.47773887,3.43861910,1.31240779,1.57622231,0.00690489,0.96408051,0.00914898,0.89876396
-5.47173587,3.34238104,1.27404291,1.53287171,0.00643242,0.92420959,0.00944666,0.88040392
-5.46573287,3.25210283,1.23882916,1.49176396,0.00601137,0.88530865,0.00977462,0.86398649
-5.45972986,3.16939861,1.20729889,1.45363895,0.00564583,0.84791384,0.01013506,0.84998319
-5.45372686,3.09564607,1.17986178,1.41914451,0.00533962,0.81249876,0.01052953,0.83880315
-5.44772386,3.03196930,1.15680039,1.38882758,0.00509630,0.77946781,0.01095896,0.83078821
-5.44172086,2.97923178,1.13827085,1.36312951,0.00491915,0.74915234,0.01142364,0.82621069
-5.43571786,2.93803849,1.12430826,1.34238480,0.00481119,0.72180966,0.01192322,0.82527342
-5.42971486,2.90874568,1.11483598,1.32682300,0.00477511,0.69762420,0.01245675,0.82811168
-5.42371186,2.89147667,1.10967816,1.31657298,0.00481330,0.67671066,0.01302279,0.83479644
-5.41770885,2.88614165,1.10857438,1.31166881,0.00492771,0.65911851,0.01361942,0.84533856
-5.41170585,2.89245943,1.11119551,1.31205653,0.00511988,0.64483737,0.01424434,0.85969313
-5.40570285,2.90997946,1.11715981,1.31760103,0.00539075,0.63380287,0.01489497,0.87776369
-5.39969985,2.93810218,1.12604826,1.32809252,0.00574062,0.62590242,0.01556841,0.89940567
-5.39369685,2.97609660,1.13741854,1.34325202,0.00616898,0.62098066,0.01626156,0.92442892
-5.38769385,3.02311426,1.15081691,1.36273567,0.00667440,0.61884438,0.01697108,0.95259900
-5.38169085,3.07819908,1.16578769,1.38613777,0.00725439,0.61926670,0.01769335,0.98363732
-5.37568784,3.14029346,1.18188015,1.41299282,0.00790523,0.62199054,0.01842444,1.01722021
-5.36968484,3.20824128,1.19865293,1.44277666,0.00862190,0.62673157,0.01916000,1.05297735
-5.36368184,3.28078893,1.21567622,1.47490763,0.00939794,0.63318070,0.01989521,1.09048986
-5.35767884,3.35658586,1.23253222,1.50874794,0.01022542,0.64100649,0.02062462,1.12928878
-5.35167584,3.43418634,1.24881442,1.54360639,0.01109494,0.64985763,0.02134210,1.16885445
-5.34567284,3.51205421,1.26412642,1.57874282,0.01199564,0.65936598,0.02204076,1.20861750
-5.33966983,3.58857219,1.27808097,1.61337502,0.01291537,0.66915031,0.02271289,1.24796196
-5.33366683,3.66205699,1.29029991,1.64668860,0.01384083,0.67882091,0.02334998,1.28623108
-5.32766383,3.73078144,1.30041547,1.67784995,0.01475788,0.68798533,0.02394279,1.32273607
-5.32166083,3.79300363,1.30807341,1.70602244,0.01565180,0.69625518,0.02448147,1.35676795
-5.31565783,3.84700313,1.31293821,1.73038550,0.01650775,0.70325393,0.02495573,1.38761244
-5.30965483,3.89112339,1.31470016,1.75015604,0.01731113,0.70862543,0.02535514,1.41456744
-5.30365183,3.92381868,1.31308432,1.76461159,0.01804811,0.71204304,0.02566938,1.43696266
-5.29764882,3.94370389,1.30786078,1.77311388,0.01870607,0.71321872,0.02588863,1.45418062
-5.29164582,3.94960448,1.29885558,1.77513199,0.01927412,0.71191191,0.02600391,1.46567794
-5.28564282,3.94060415,1.28596175,1.77026370,0.01974346,0.70793747,0.02600750,1.47100607
-5.27963982,3.91608741,1.26914941,1.75825390,0.02010789,0.70117243,0.02589324,1.46983026
-5.27363682,3.87577435,1.24847428,1.73900882,0.02036400,0.69156100,0.02565694,1.46194574
-5.26763382,3.81974543,1.22408376,1.71260530,0.02051152,0.67911749,0.02529656,1.44729015
-5.26163082,3.74845426,1.19621990,1.67929418,0.02055335,0.66392698,0.02481248,1.42595141
-5.25562781,3.66272721,1.16521884,1.63949757,0.02049559,0.64614345,0.02420756,1.39817053
-5.24962481,3.56374921,1.13150627,1.59379969,0.02034745,0.62598550,0.02348719,1.36433889
-5.24362181,3.45303582,1.09558898,1.54293170,0.02012098,0.60372966,0.02265917,1.32499010
-5.23761881,3.33239271,1.05804260,1.48775091,0.01983073,0.57970161,0.02173354,1.28078660
-5.23161581,3.20386382,1.01949587,1.42921539,0.01949330,0.55426563,0.02072234,1.23250158
-5.22561281,3.06967064,0.98061212,1.36835488,0.01912680,0.52781272,0.01963921,1.18099691
-5.21960980,2.93214512,0.94206872,1.30623944,0.01875026,0.50074788,0.01849902,1.12719812
-5.21360680,2.79365923,0.90453532,1.24394714,0.01838296,0.47347713,0.01731742,1.07206741
-5.20760380,2.65655422,0.86865195,1.18253222,0.01804384,0.44639482,0.01611039,1.01657594
-5.20160080,2.52307270,0.83500793,1.12299513,0.01775079,0.41987165,0.01489376,0.96167656
-5.19559780,2.39529631,0.80412254,1.06625558,0.01752011,0.39424406,0.01368281,0.90827799
-5.18959480,2.27509152,0.77642833,1.01312981,0.01736592,0.36980521,0.01249185,0.85722154
-5.18359180,2.16406559,0.75225780,0.96431276,0.01729974,0.34679794,0.01133391,0.80926115
-5.17758879,2.06353412,0.73183408,0.92036574,0.01733013,0.32540996,0.01022045,0.76504738
-5.17158579,1.97450101,0.71526582,0.88170997,0.01746239,0.30577128,0.00916117,0.72511575
-5.16558279,1.89765115,0.70254668,0.84862581,0.01769850,0.28795395,0.00816393,0.68987957
-5.15957979,1.83335531,0.69355915,0.82125749,0.01803705,0.27197396,0.00723465,0.65962734
-5.15357679,1.78168636,0.68808253,0.79962281,0.01847335,0.25779514,0.00637738,0.63452429
-5.14757379,1.74244547,0.68580474,0.78362703,0.01899966,0.24533477,0.00559436,0.61461779
-5.14157079,1.71519628,0.68633710,0.77308009,0.01960551,0.23447058,0.00488616,0.59984604
-5.13556778,1.69930524,0.68923160,0.76771617,0.02027804,0.22504871,0.00425191,0.59004934
-5.12956478,1.69398566,0.69399970,0.76721450,0.02100252,0.21689242,0.00368942,0.58498322
-5.12356178,1.69834342,0.70013181,0.77122040,0.02176283,0.20981086,0.00319548,0.58433290
-5.11755878,1.71142202,0.70711668,0.77936552,0.02254198,0.20360780,0.00276606,0.58772803
-5.11155578,1.73224509,0.71445974,0.79128643,0.02332268,0.19808983,0.00239655,0.59475744
-5.10555278,1.75985454,0.72169977,0.80664069,0.02408784,0.19307370,0.00208197,0.60498314
-5.09954977,1.79334292,0.72842321,0.82511978,0.02482108,0.18839268,0.00181717,0.61795310
-5.09354677,1.83187905,0.73427559,0.84645855,0.02550716,0.18390156,0.00159704,0.63321262
-5.08754377,1.87472611,0.73896976,0.87044067,0.02613237,0.17948037,0.00141663,0.65031395
-5.08154077,1.92125199,0.74229086,0.89690034,0.02668485,0.17503662,0.00127130,0.66882409
-5.07553777,1.97093198,0.74409772,0.92571993,0.02715479,0.17050611,0.00115684,0.68833080
-5.06953477,2.02334431,0.74432124,0.95682423,0.02753464,0.16585245,0.00106954,0.70844690
-5.06353177,2.07815917,0.74295967,0.99017137,0.02781909,0.16106530,0.00100626,0.72881296
-5.05752876,2.13512240,0.74007144,1.02574121,0.02800515,0.15615762,0.00096447,0.74909880
-5.05152576,2.19403491,0.73576597,1.06352168,0.02809197,0.15116207,0.00094229,0.76900378
-5.04552276,2.25472929,0.73019299,1.10349386,0.02808081,0.14612681,0.00093846,0.78825637
-5.03951976,2.31704494,0.72353109,1.14561662,0.02797473,0.14111095,0.00095238,0.80661314
-5.03351676,2.38080326,0.71597588,1.18981146,0.02777843,0.13617993,0.00098409,0.82385748
-5.02751376,2.44578414,0.70772866,1.23594860,0.02749796,0.13140095,0.00103420,0.83979819
-5.02151076,2.51170522,0.69898575,1.28383473,0.02714044,0.12683883,0.00110390,0.85426811
-5.01550775,2.57820485,0.68992923,1.33320344,0.02671379,0.12255228,0.00119486,0.86712293
-5.00950475,2.64482984,0.68071924,1.38370871,0.02622647,0.11859091,0.00130921,0.87824032
-5.00350175,2.71102867,0.67148814,1.43492197,0.02568719,0.11499296,0.00144944,0.88751919
-4.99749875,2.77615067,0.66233679,1.48633315,0.02510473,0.11178384,0.00161832,0.89487928
-4.99149575,2.83945139,0.65333273,1.53735581,0.02448768,0.10897551,0.00181879,0.90026105
-4.98549275,2.90010400,0.64451048,1.58733644,0.02384434,0.10656667,0.00205387,0.90362559
-4.97948974,2.95721664,0.63587368,1.63556766,0.02318253,0.10454364,0.00232651,0.90495474
-4.97348674,3.00985486,0.62739880,1.68130508,0.02250951,0.10288195,0.00263948,0.90425127
-4.96748374,3.05706859,0.61904025,1.72378722,0.02183189,0.10154836,0.00299522,0.90153894
-4.96148074,3.09792241,0.61073659,1.76225782,0.02115562,0.10050337,0.00339571,0.89686258
-4.95547774,3.13152800,0.60241731,1.79598972,0.02048593,0.09970385,0.00384230,0.89028805
-4.94947474,3.15707738,0.59401000,1.82430933,0.01982734,0.09910579,0.00433563,0.88190201
-4.94347174,3.17387563,0.58544752,1.84662079,0.01918371,0.09866703,0.00487544,0.87181154
-4.93746873,3.18137143,0.57667470,1.86242866,0.01855821,0.09834970,0.00546052,0.86014367
-4.93146573,3.17918427,0.56765445,1.87135818,0.01795341,0.09812235,0.00608860,0.84704455
-4.92546273,3.16712686,0.55837275,1.87317224,0.01737131,0.09796169,0.00675628,0.83267863
-4.91945973,3.14522170,0.54884255,1.86778412,0.01681340,0.09785378,0.00745908,0.81722742
-4.91345673,3.11371088,0.53910617,1.85526541,0.01628071,0.09779467,0.00819137,0.80088821
-4.90745373,3.07305856,0.52923624,1.83584868,0.01577388,0.09779050,0.00894651,0.78387241
-4.90145073,3.02394567,0.51933498,1.80992465,0.01529321,0.09785694,0.00971689,0.76640365
-4.89544772,2.96725704,0.50953195,1.77803384,0.01483876,0.09801817,0.01049411,0.74871563
-4.88944472,2.90406109,0.49998030,1.74085306,0.01441036,0.09830533,0.01126913,0.73104952
-4.88344172,2.83558289,0.49085155,1.69917709,0.01400773,0.09875452,0.01203250,0.71365115
-4.87743872,2.76317145,0.48232936,1.65389632,0.01363052,0.09940458,0.01277453,0.69676769
-4.87143572,2.68826237,0.47460223,1.60597115,0.01327836,0.10029450,0.01348562,0.68064406
-4.86543272,2.61233739,0.46785568,1.55640422,0.01295092,0.10146091,0.01415640,0.66551897
-4.85942971,2.53688203,0.46226410,1.50621138,0.01264799,0.10293539,0.01477804,0.65162061
-4.85342671,2.46334312,0.45798267,1.45639254,0.01236949,0.10474212,0.01534245,0.63916223
-4.84742371,2.39308761,0.45513972,1.40790352,0.01211551,0.10689562,0.01584243,0.62833736
-4.84142071,2.32736399,0.45382983,1.36162968,0.01188631,0.10939897,0.01627188,0.61931525
-4.83541771,2.26726785,0.45410806,1.31836242,0.01168238,0.11224241,0.01662589,0.61223616
-4.82941471,2.21371252,0.45598552,1.27877910,0.01150436,0.11540258,0.01690080,0.60720710
-4.82341171,2.16740560,0.45942651,1.24342702,0.01135307,0.11884217,0.01709428,0.60429782
-4.81740870,2.12883236,0.46434745,1.21271179,0.01122943,0.12251043,0.01720527,0.60353748
-4.81140570,2.09824592,0.47061761,1.18689046,0.01113444,0.12634404,0.01723395,0.60491201
-4.80540270,2.07566483,0.47806165,1.16606913,0.01106906,0.13026882,0.01718164,0.60836235
-4.79939970,2.06087757,0.48646392,1.15020532,0.01103418,0.13420181,0.01705073,0.61378372
-4.79339670,2.05345385,0.49557429,1.13911457,0.01103047,0.13805392,0.01684451,0.62102606
-4.78739370,2.05276209,0.50511543,1.13248092,0.01105833,0.14173287,0.01656707,0.62989564
-4.78139070,2.05799244,0.51479096,1.12987102,0.01111778,0.14514647,0.01622313,0.64015794
-4.77538769,2.06818448,0.52429451,1.13075104,0.01120831,0.14820596,0.01581793,0.65154177
-4.76938469,2.08225862,0.53331901,1.13450597,0.01132887,0.15082929,0.01535709,0.66374466
-4.76338169,2.09905031,0.54156596,1.14046070,0.01147773,0.15294430,0.01484649,0.67643930
-4.75737869,2.11734591,0.54875436,1.14790208,0.01165244,0.15449155,0.01429222,0.68928102
-4.75137569,2.13591921,0.55462890,1.15610152,0.01184976,0.15542670,0.01370042,0.70191604
-4.74537269,2.15356748,0.55896706,1.16433732,0.01206571,0.15572242,0.01307729,0.71399032
-4.73936968,2.16914621,0.56158507,1.17191626,0.01229551,0.15536962,0.01242897,0.72515879
-4.73336668,2.18160136,0.56234229,1.17819376,0.01253367,0.15437796,0.01176155,0.73509455
-4.72736368,2.18999836,0.56114415,1.18259213,0.01277405,0.15277581,0.01108097,0.74349789
-4.72136068,2.19354709,0.55794341,1.18461642,0.01300998,0.15060933,0.01039301,0.75010476
-4.71535768,2.19162206,0.55273995,1.18386739,0.01323439,0.14794103,0.00970328,0.75469435
-4.70935468,2.18377724,0.54557898,1.18005127,0.01344000,0.14484766,0.00901712,0.75709553
-4.70335168,2.16975521,0.53654801,1.17298601,0.01361946,0.14141759,0.00833961,0.75719192
-4.69734867,2.14949024,0.52577256,1.16260383,0.01376563,0.13774782,0.00767549,0.75492522
-4.69134567,2.12310519,0.51341105,1.14895003,0.01387174,0.13394063,0.00702914,0.75029681
-4.68534267,2.09090245,0.49964882,1.13217793,0.01393161,0.13010013,0.00640451,0.74336734
-4.67933967,2.05334902,0.48469177,1.11254033,0.01393988,0.12632872,0.00580512,0.73425439
-4.67333667,2.01105622,0.46875968,1.09037748,0.01389217,0.12272365,0.00523398,0.72312804
-4.66733367,1.96475480,0.45207947,1.06610223,0.01378525,0.11937379,0.00469357,0.71020472
-4.66133067,1.91526607,0.43487868,1.04018259,0.01361717,0.11635668,0.00418585,0.69573924
-4.65532766,1.86347028,0.41737926,1.01312262,0.01338729,0.11373604,0.00371222,0.68001550
-4.64932466,1.81027316,0.39979184,0.98544207,0.01309640,0.11155968,0.00327352,0.66333608
-4.64332166,1.75657205,0.38231071,0.95765576,0.01274662,0.10985804,0.00287009,0.64601114
-4.63731866,1.70322271,0.36510955,0.93025336,0.01234138,0.10864331,0.00250175,0.62834707
-4.63131566,1.65100832,0.34833795,0.90368051,0.01188530,0.10790909,0.00216788,0.61063539
-4.62531266,1.60061173,0.33211900,0.87832190,0.01138405,0.10763078,0.00186744,0.59314230
-4.61930965,1.55259220,0.31654768,0.85448716,0.01084413,0.10776653,0.00159904,0.57609944
-4.61330665,1.50736751,0.30169039,0.83240005,0.01027272,0.10825878,0.00136100,0.55969609
-4.60730365,1.46520229,0.28758534,0.81219145,0.00967739,0.10903633,0.00115141,0.54407336
-4.60130065,1.42620294,0.27424388,0.79389641,0.00906592,0.11001691,0.00096822,0.52932054
-4.59529765,1.39031933,0.26165276,0.77745541,0.00844603,0.11111001,0.00080926,0.51547369
-4.58929465,1.35735326,0.24977699,0.76271968,0.00782522,0.11222016,0.00067231,0.50251668
-4.58329165,1.32697307,0.23856345,0.74946034,0.00721052,0.11325020,0.00055517,0.49038450
-4.57728864,1.29873379,0.22794488,0.73738092,0.00660837,0.11410469,0.00045569,0.47896867
-4.57128564,1.27210182,0.21784418,0.72613254,0.00602448,0.11469318,0.00037180,0.46812458
-4.56528264,1.24648285,0.20817881,0.71533120,0.00546374,0.11493326,0.00030156,0.45768019
-4.55927964,1.22125177,0.19886512,0.70457619,0.00493016,0.11475337,0.00024315,0.44744582
-4.55327664,1.19578311,0.18982241,0.69346874,0.00442685,0.11409500,0.00019491,0.43722448
-4.54727364,1.16948057,0.18097658,0.68163028,0.00395604,0.11291455,0.00015535,0.42682222
-4.54127064,1.14180437,0.17226320,0.66871915,0.00351911,0.11118449,0.00012312,0.41605800
-4.53526763,1.11229516,0.16362998,0.65444535,0.00311670,0.10889393,0.00009703,0.40477265
-4.52926463,1.08059357,0.15503840,0.63858254,0.00274871,0.10604856,0.00007605,0.39283653
-4.52326163,1.04645462,0.14646463,0.62097691,0.00241449,0.10267001,0.00005928,0.38015554
-4.51725863,1.00975663,0.13789976,0.60155271,0.00211288,0.09879459,0.00004597,0.36667523
-4.51125563,0.97050447,0.12934918,0.58031425,0.00184234,0.09447157,0.00003546,0.35238304
-4.50525263,0.92882726,0.12083146,0.55734454,0.00160104,0.08976112,0.00002722,0.33730845
-4.49924962,0.88497110,0.11237667,0.53280083,0.00138698,0.08473187,0.00002079,0.32152137
-4.49324662,0.83928731,0.10402434,0.50690747,0.00119803,0.07945839,0.00001580,0.30512870
-4.48724362,0.79221725,0.09582116,0.47994647,0.00103205,0.07401857,0.00001195,0.28826961
-4.48124062,0.74427449,0.08781863,0.45224665,0.00088693,0.06849114,0.00000900,0.27110955
-4.47523762,0.69602560,0.08007077,0.42417164,0.00076063,0.06295327,0.00000675,0.25383368
-4.46923462,0.64807040,0.07263202,0.39610778,0.00065125,0.05747853,0.00000504,0.23663976
-4.46323162,0.60102290,0.06555538,0.36845217,0.00055702,0.05213517,0.00000374,0.21973112
-4.45722861,0.55549356,0.05889103,0.34160172,0.00047635,0.04698475,0.00000277,0.20330995
-4.45122561,0.51207396,0.05268532,0.31594346,0.00040783,0.04208124,0.00000204,0.18757118
-4.44522261,0.47132407,0.04698022,0.29184656,0.00035021,0.03747053,0.00000150,0.17269726
-4.43921961,0.43376292,0.04181330,0.26965639,0.00030245,0.03319029,0.00000109,0.15885399
-4.43321661,0.39986248,0.03721805,0.24969049,0.00026367,0.02927033,0.00000080,0.14618750
-4.42721361,0.37004504,0.03322467,0.23223681,0.00023317,0.02573313,0.00000058,0.13482255
-4.42121061,0.34468374,0.02986112,0.21755374,0.00021039,0.02259473,0.00000042,0.12486191
-4.41520760,0.32410599,0.02715439,0.20587203,0.00019494,0.01986579,0.00000030,0.11638705
-4.40920460,0.30859920,0.02513196,0.19739804,0.00018657,0.01755274,0.00000022,0.10945977
-4.40320160,0.29841836,0.02382321,0.19231825,0.00018515,0.01565903,0.00000016,0.10412474
-4.39719860,0.29379475,0.02326080,0.19080424,0.00019067,0.01418628,0.00000012,0.10041277
-4.39119560,0.29494502,0.02348182,0.19301808,0.00020321,0.01313542,0.00000009,0.09834451
-4.38519260,0.30207996,0.02452869,0.19911741,0.00022294,0.01250766,0.00000007,0.09793440
-4.37918959,0.31541233,0.02644970,0.20925981,0.00025007,0.01230520,0.00000006,0.09919467
-4.37318659,0.33516285,0.02929901,0.22360618,0.00028489,0.01253185,0.00000006,0.10213902
-4.36718359,0.36156402,0.03313625,0.24232261,0.00032767,0.01319327,0.00000007,0.10678589
-4.36118059,0.39486102,0.03802549,0.26558038,0.00037868,0.01429697,0.00000009,0.11316096
-4.35517759,0.43530948,0.04403358,0.29355415,0.00043818,0.01585208,0.00000012,0.12129888
-4.34917459,0.48316968,0.05122806,0.32641778,0.00050632,0.01786877,0.00000016,0.13124373
-4.34317159,0.53869734,0.05967433,0.36433811,0.00058318,0.02035747,0.00000022,0.14304845
-4.33716858,0.60213074,0.06943243,0.40746661,0.00066872,0.02332786,0.00000031,0.15677290
-4.33116558,0.67367483,0.08055335,0.45592906,0.00076272,0.02678763,0.00000043,0.17248062
-4.32516258,0.75348252,0.09307510,0.50981372,0.00086481,0.03074116,0.00000060,0.19023432
-4.31915958,0.84163394,0.10701854,0.56915838,0.00097442,0.03518808,0.00000082,0.21009016
-4.31315658,0.93811454,0.12238325,0.63393676,0.00109074,0.04012182,0.00000112,0.23209114
-4.30715358,1.04279306,0.13914366,0.70404507,0.00121278,0.04552825,0.00000152,0.25625964
