energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.41583188,0.07834334,0.00000000,0.71614664,0.00000000,0.63651546,0.11232023
-5.99399700,1.48524958,0.08756563,0.00000000,0.74304024,0.00000000,0.67467490,0.11899094
-5.98799400,1.55421661,0.09742104,0.00000000,0.76910450,0.00000000,0.71242405,0.12563902
-5.98199100,1.62173868,0.10787805,0.00000000,0.79384227,0.00000000,0.74932733,0.13217348
-5.97598799,1.68680701,0.11889178,0.00000000,0.81676178,0.00000000,0.78494963,0.13850147
-5.96998499,1.74842530,0.13040327,0.00000000,0.83739183,0.00000000,0.81886599,0.14453054
-5.96398199,1.80563580,0.14233909,0.00000000,0.85529623,0.00000000,0.85067083,0.15017089
-5.95797899,1.85754354,0.15461133,0.00000000,0.87008657,0.00000000,0.87998625,0.15533754
-5.95197599,1.90333795,0.16711812,0.00000000,0.88143318,0.00000000,0.90646929,0.15995237
-5.94597299,1.94231108,0.17974463,0.00000000,0.88907356,0.00000000,0.92981804,0.16394578
-5.93996998,1.97387203,0.19236464,0.00000000,0.89281826,0.00000000,0.94977627,0.16725825
-5.93396698,1.99755743,0.20484267,0.00000000,0.89255407,0.00000000,0.96613688,0.16984143
-5.92796398,2.01303773,0.21703658,0.00000000,0.88824447,0.00000000,0.97874397,0.17165899
-5.92196098,2.02011964,0.22880071,0.00000000,0.87992761,0.00000000,0.98749372,0.17268706
-5.91595798,2.01874482,0.23998931,0.00000000,0.86771208,0.00000000,0.99233423,0.17291435
-5.90995498,2.00898539,0.25046024,0.00000000,0.85177079,0.00000000,0.99326445,0.17234203
-5.90395198,1.99103662,0.26007880,0.00000000,0.83233334,0.00000000,0.99033222,0.17098322
-5.89794897,1.96520732,0.26872142,0.00000000,0.80967743,0.00000000,0.98363180,0.16886233
-5.89194597,1.93190843,0.27627918,0.00000000,0.78411962,0.00000000,0.97330072,0.16601414
-5.88594297,1.89164036,0.28266087,0.00000000,0.75600590,0.00000000,0.95951620,0.16248275
-5.87993997,1.84497930,0.28779546,0.00000000,0.72570243,0.00000000,0.94249115,0.15832038
-5.87393697,1.79256309,0.29163397,0.00000000,0.69358666,0.00000000,0.92246975,0.15358608
-5.86793397,1.73507679,0.29415041,0.00000000,0.66003921,0.00000000,0.89972269,0.14834440
-5.86193097,1.67323829,0.29534195,0.00000000,0.62543647,0.00000000,0.87454207,0.14266402
-5.85592796,1.60778413,0.29522822,0.00000000,0.59014416,0.00000000,0.84723592,0.13661636
-5.84992496,1.53945573,0.29384978,0.00000000,0.55451190,0.00000000,0.81812259,0.13027420
-5.84392196,1.46898631,0.29126587,0.00000000,0.51886857,0.00000000,0.78752484,0.12371039
-5.83791896,1.39708849,0.28755156,0.00000000,0.48351872,0.00000000,0.75576401,0.11699655
-5.83191596,1.32444302,0.28279451,0.00000000,0.44873973,0.00000000,0.72315424,0.11020190
-5.82591296,1.25168864,0.27709143,0.00000000,0.41477976,0.00000000,0.68999694,0.10339219
-5.81990995,1.17941337,0.27054453,0.00000000,0.38185643,0.00000000,0.65657580,0.09662871
-5.81390695,1.10814742,0.26325813,0.00000000,0.35015607,0.00000000,0.62315237,0.08996750
-5.80790395,1.03835784,0.25533557,0.00000000,0.31983358,0.00000000,0.58996254,0.08345870
-5.80190095,0.97044516,0.24687656,0.00000000,0.29101285,0.00000000,0.55721391,0.07714603
-5.79589795,0.90474185,0.23797515,0.00000000,0.26378757,0.00000000,0.52508422,0.07106651
-5.78989495,0.84151288,0.22871825,0.00000000,0.23822256,0.00000000,0.49372094,0.06525036
-5.78389195,0.78095804,0.21918485,0.00000000,0.21435542,0.00000000,0.46324180,0.05972099
-5.77788894,0.72321605,0.20944583,0.00000000,0.19219861,0.00000000,0.43373645,0.05449534
-5.77188594,0.66837001,0.19956430,0.00000000,0.17174178,0.00000000,0.40526890,0.04958415
-5.76588294,0.61645413,0.18959637,0.00000000,0.15295433,0.00000000,0.37788060,0.04499257
-5.75987994,0.56746112,0.17959228,0.00000000,0.13578823,0.00000000,0.35159410,0.04072070
-5.75387694,0.52135012,0.16959764,0.00000000,0.12018079,0.00000000,0.32641681,0.03676434
-5.74787394,0.47805457,0.15965473,0.00000000,0.10605766,0.00000000,0.30234488,0.03311569
-5.74187094,0.43748976,0.14980383,0.00000000,0.09333559,0.00000000,0.27936681,0.02976411
-5.73586793,0.39955985,0.14008418,0.00000000,0.08192521,0.00000000,0.25746667,0.02669682
-5.72986493,0.36416387,0.13053482,0.00000000,0.07173352,0.00000000,0.23662680,0.02389959
-5.72386193,0.33120072,0.12119510,0.00000000,0.06266623,0.00000000,0.21682990,0.02135735
-5.71785893,0.30057301,0.11210479,0.00000000,0.05462974,0.00000000,0.19806043,0.01905470
-5.71185593,0.27218964,0.10330392,0.00000000,0.04753286,0.00000000,0.18030533,0.01697637
-5.70585293,0.24596730,0.09483235,0.00000000,0.04128814,0.00000000,0.16355418,0.01510754
-5.69984992,0.22183087,0.08672902,0.00000000,0.03581295,0.00000000,0.14779880,0.01343410
-5.69384692,0.19971297,0.07903113,0.00000000,0.03103022,0.00000000,0.13303244,0.01194277
-5.68784392,0.17955279,0.07177316,0.00000000,0.02686883,0.00000000,0.11924872,0.01062121
-5.68184092,0.16129442,0.06498589,0.00000000,0.02326392,0.00000000,0.10644041,0.00945801
-5.67583792,0.14488492,0.05869547,0.00000000,0.02015681,0.00000000,0.09459819,0.00844264
-5.66983492,0.13027227,0.05292262,0.00000000,0.01749488,0.00000000,0.08370953,0.00756535
-5.66383192,0.11740343,0.04768196,0.00000000,0.01523131,0.00000000,0.07375774,0.00681708
-5.65782891,0.10622268,0.04298154,0.00000000,0.01332476,0.00000000,0.06472131,0.00618929
-5.65182591,0.09667021,0.03882265,0.00000000,0.01173899,0.00000000,0.05657351,0.00567387
