energy_ev,total_up,Au_p_up,Au_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.58579290,0.11512547,0.00670537,0.09878220,0.02117384,0.00658372,0.00009796,0.00129231,0.00031958,0.00815591
-5.57978989,0.11785863,0.00802296,0.09914493,0.02210709,0.00723883,0.00009469,0.00158594,0.00031089,0.00984366
-5.57378689,0.12146377,0.00962625,0.09985444,0.02312669,0.00805825,0.00009333,0.00193813,0.00030148,0.01191225
-5.56778389,0.12605657,0.01154800,0.10096484,0.02425671,0.00906140,0.00009413,0.00235588,0.00029133,0.01440356
-5.56178089,0.13177825,0.01382262,0.10255200,0.02552483,0.01026901,0.00009733,0.00284637,0.00028042,0.01736221
-5.55577789,0.13879216,0.01648514,0.10471204,0.02696148,0.01170261,0.00010327,0.00341672,0.00026879,0.02083432
-5.54977489,0.14727925,0.01957003,0.10755891,0.02859892,0.01338392,0.00011231,0.00407373,0.00025650,0.02486591
-5.54377189,0.15743250,0.02310984,0.11122139,0.03046995,0.01533405,0.00012487,0.00482363,0.00024363,0.02950119
-5.53776888,0.16945029,0.02713374,0.11583929,0.03260665,0.01757263,0.00014142,0.00567173,0.00023031,0.03478058
-5.53176588,0.18352907,0.03166592,0.12155910,0.03503897,0.02011691,0.00016248,0.00662209,0.00021669,0.04073868
-5.52576288,0.19985529,0.03672393,0.12852908,0.03779318,0.02298071,0.00018863,0.00767721,0.00020291,0.04740206
-5.51975988,0.21859700,0.04231707,0.13689407,0.04089053,0.02617341,0.00022046,0.00883768,0.00018918,0.05478714
-5.51375688,0.23989546,0.04844487,0.14678996,0.04434587,0.02969896,0.00025858,0.01010189,0.00017568,0.06289810
-5.50775388,0.26385694,0.05509569,0.15833827,0.04816650,0.03355492,0.00030363,0.01146579,0.00016262,0.07172500
-5.50175088,0.29054526,0.06224568,0.17164080,0.05235132,0.03773170,0.00035622,0.01292269,0.00015021,0.08124226
-5.49574787,0.31997531,0.06985804,0.18677475,0.05689028,0.04221192,0.00041690,0.01446320,0.00013869,0.09140751
-5.48974487,0.35210807,0.07788269,0.20378839,0.06176421,0.04696998,0.00048619,0.01607522,0.00012827,0.10216097
-5.48374187,0.38684728,0.08625655,0.22269755,0.06694522,0.05197202,0.00056450,0.01774411,0.00011920,0.11342552
-5.47773887,0.42403828,0.09490427,0.24348312,0.07239746,0.05717605,0.00065211,0.01945289,0.00011172,0.12510739
-5.47173587,0.46346910,0.10373962,0.26608976,0.07807850,0.06253251,0.00074917,0.02118270,0.00010610,0.13709771
-5.46573287,0.50487393,0.11266746,0.29042579,0.08394117,0.06798517,0.00085565,0.02291331,0.00010264,0.14927467
-5.45972986,0.54793921,0.12158627,0.31636465,0.08993587,0.07347232,0.00097132,0.02462376,0.00010167,0.16150660
-5.45372686,0.59231190,0.13039117,0.34374757,0.09601324,0.07892835,0.00109572,0.02629310,0.00010355,0.17365554
-5.44772386,0.63761016,0.13897733,0.37238780,0.10212716,0.08428556,0.00122819,0.02790124,0.00010870,0.18558150
-5.44172086,0.68343567,0.14724367,0.40207599,0.10823794,0.08947620,0.00136779,0.02942980,0.00011761,0.19714708
-5.43571786,0.72938741,0.15509666,0.43258675,0.11431545,0.09443463,0.00151340,0.03086300,0.00013083,0.20822223
-5.42971486,0.77507628,0.16245400,0.46368599,0.12034213,0.09909959,0.00166364,0.03218844,0.00014901,0.21868919
-5.42371186,0.82013969,0.16924815,0.49513883,0.12631574,0.10341634,0.00181696,0.03339789,0.00017286,0.22844696
-5.41770885,0.86425570,0.17542927,0.52671767,0.13225147,0.10733870,0.00197160,0.03448790,0.00020320,0.23741551
-5.41170585,0.90715563,0.18096766,0.55820999,0.13818345,0.11083081,0.00212571,0.03546020,0.00024093,0.24553917
-5.40570285,0.94863463,0.18585535,0.58942545,0.14416543,0.11386859,0.00227734,0.03632200,0.00028706,0.25278909
-5.39969985,0.98855936,0.19010674,0.62020186,0.15027037,0.11644070,0.00242449,0.03708594,0.00034265,0.25916467
-5.39369685,1.02687227,0.19375830,0.65040965,0.15658914,0.11854905,0.00256520,0.03776986,0.00040884,0.26469373
-5.38769385,1.06359199,0.19686719,0.67995449,0.16322793,0.12020877,0.00269758,0.03839629,0.00048679,0.26943136
-5.38169085,1.09880955,0.19950887,0.70877769,0.17030470,0.12144760,0.00281985,0.03899171,0.00057771,0.27345754
-5.37568784,1.13268051,0.20177372,0.73685444,0.17794449,0.12230480,0.00293043,0.03958557,0.00068275,0.27687344
-5.36968484,1.16541301,0.20376285,0.76418974,0.18627391,0.12282947,0.00302795,0.04020909,0.00080300,0.27979667
-5.36368184,1.19725229,0.20558328,0.79081216,0.19541483,0.12307850,0.00311129,0.04089395,0.00093944,0.28235561
-5.35767884,1.22846241,0.20734262,0.81676574,0.20547763,0.12311416,0.00317961,0.04167092,0.00109290,0.28468305
-5.35167584,1.25930586,0.20914362,0.84210052,0.21655421,0.12300144,0.00323238,0.04256834,0.00126397,0.28690955
-5.34567284,1.29002241,0.21107876,0.86686205,0.22871122,0.12280530,0.00326933,0.04361081,0.00145296,0.28915670
-5.33966983,1.32080807,0.21322522,0.89108083,0.24198363,0.12258794,0.00329050,0.04481783,0.00165989,0.29153073
-5.33366683,1.35179572,0.21564050,0.91476205,0.25636925,0.12240626,0.00329618,0.04620275,0.00188438,0.29411680
-5.32766383,1.38303839,0.21835884,0.93787663,0.27182428,0.12230954,0.00328691,0.04777184,0.00212564,0.29697422
-5.32166083,1.41449639,0.22138878,0.96035412,0.28826045,0.12233763,0.00326342,0.04952371,0.00238247,0.30013293
-5.31565783,1.44602936,0.22471185,0.98207802,0.30554375,0.12251958,0.00322660,0.05144908,0.00265318,0.30359141
-5.30965483,1.47739374,0.22828269,1.00288412,0.32349511,0.12287287,0.00317747,0.05353082,0.00293567,0.30731617
-5.30365183,1.50824627,0.23203033,1.02256211,0.34189306,0.12340326,0.00311714,0.05574439,0.00322740,0.31124289
-5.29764882,1.53815345,0.23586094,1.04086048,0.36047833,0.12410526,0.00304674,0.05805860,0.00352545,0.31527911
-5.29164582,1.56660674,0.23966154,1.05749476,0.37896036,0.12496320,0.00296744,0.06043668,0.00382656,0.31930842
-5.28564282,1.59304286,0.24330484,1.07215854,0.39702551,0.12595288,0.00288038,0.06283762,0.00412725,0.32319594
-5.27963982,1.61686819,0.24665477,1.08453699,0.41434656,0.12704361,0.00278667,0.06521767,0.00442386,0.32679470
-5.27363682,1.63748601,0.24957245,1.09432192,0.43059328,0.12820067,0.00268738,0.06753202,0.00471268,0.32995280
-5.26763382,1.65432521,0.25192237,1.10122765,0.44544352,0.12938788,0.00258353,0.06973649,0.00499008,0.33252074
-5.26163082,1.66686887,0.25357844,1.10500678,0.45859437,0.13057040,0.00247609,0.07178917,0.00525257,0.33435879
-5.25562781,1.67468106,0.25442958,1.10546480,0.46977279,0.13171729,0.00236600,0.07365198,0.00549699,0.33534376
-5.24962481,1.67743054,0.25438462,1.10247282,0.47874544,0.13280399,0.00225415,0.07529202,0.00572056,0.33537511
-5.24362181,1.67490992,0.25337627,1.09597746,0.48532695,0.13381443,0.00214143,0.07668269,0.00592100,0.33437988
-5.23761881,1.66704929,0.25136403,1.08600738,0.48938656,0.13474266,0.00202871,0.07780446,0.00609659,0.33231633
-5.23161581,1.65392360,0.24833584,1.07267609,0.49085253,0.13559408,0.00191687,0.07864538,0.00624624,0.32917612
-5.22561281,1.63575352,0.24430854,1.05618075,0.48971447,0.13638602,0.00180680,0.07920121,0.00636950,0.32498499
-5.21960980,1.61289965,0.23932710,1.03679709,0.48602316,0.13714778,0.00169939,0.07947526,0.00646662,0.31980193
-5.21360680,1.58585086,0.23346276,1.01487077,0.47988823,0.13792014,0.00159557,0.07947788,0.00653844,0.31371699
-5.20760380,1.55520712,0.22681021,0.99080570,0.47147372,0.13875432,0.00149625,0.07922577,0.00658641,0.30684789
-5.20160080,1.52165825,0.21948402,0.96505001,0.46099173,0.13971053,0.00140237,0.07874102,0.00661249,0.29933573
-5.19559780,1.48595963,0.21161459,0.93808044,0.44869476,0.14085612,0.00131482,0.07805011,0.00661907,0.29133996
-5.18959480,1.44890635,0.20334375,0.91038611,0.43486689,0.14226353,0.00123448,0.07718277,0.00660886,0.28303308
-5.18359180,1.41130714,0.19482040,0.88245254,0.41981447,0.14400804,0.00116216,0.07617094,0.00658476,0.27459520
-5.17758879,1.37395951,0.18619631,0.85474660,0.40385660,0.14616545,0.00109860,0.07504769,0.00654977,0.26620890
-5.17158579,1.33762712,0.17762232,0.82770343,0.38731604,0.14880988,0.00104442,0.07384644,0.00650684,0.25805450
-5.16558279,1.30302048,0.16924508,0.80171548,0.37051077,0.15201161,0.00100015,0.07260016,0.00645879,0.25030599
-5.15957979,1.27078160,0.16120438,0.77712448,0.35374657,0.15583518,0.00096614,0.07134089,0.00640818,0.24312776
-5.15357679,1.24147288,0.15363128,0.75421625,0.33731092,0.16033765,0.00094260,0.07009939,0.00635726,0.23667219
-5.14757379,1.21557057,0.14664676,0.73321842,0.32146826,0.16556724,0.00092956,0.06890500,0.00630786,0.23107799
-5.14157079,1.19346234,0.14036115,0.71430106,0.30645673,0.17156211,0.00092686,0.06778565,0.00626140,0.22646939
-5.13556778,1.17544864,0.13487400,0.69757962,0.29248634,0.17834956,0.00093418,0.06676794,0.00621883,0.22295598
-5.12956478,1.16174732,0.13027442,0.68311993,0.27973837,0.18594540,0.00095098,0.06587736,0.00618064,0.22063301
-5.12356178,1.15250048,0.12664164,0.67094469,0.26836596,0.19435350,0.00097657,0.06513848,0.00614689,0.21958206
-5.11755878,1.14778295,0.12404572,0.66104083,0.25849552,0.20356569,0.00101010,0.06457510,0.00611723,0.21987181
-5.11155578,1.14761143,0.12254822,0.65336714,0.25022872,0.21356165,0.00105058,0.06421032,0.00609097,0.22155879
-5.10555278,1.15195346,0.12220271,0.64786180,0.24364489,0.22430901,0.00109691,0.06406655,0.00606715,0.22468793
-5.09954977,1.16073565,0.12305499,0.64444908,0.23880345,0.23576348,0.00114789,0.06416525,0.00604458,0.22929274
-5.09354677,1.17385043,0.12514300,0.64304505,0.23574616,0.24786913,0.00120230,0.06452664,0.00602197,0.23539515
-5.08754377,1.19116102,0.12849629,0.64356192,0.23449907,0.26055859,0.00125888,0.06516919,0.00599798,0.24300482
-5.08154077,1.21250439,0.13313513,0.64591079,0.23507389,0.27375338,0.00131641,0.06610893,0.00597132,0.25211799
-5.07553777,1.23769214,0.13906923,0.65000293,0.23746886,0.28736426,0.00137370,0.06735876,0.00594078,0.26271595
-5.06953477,1.26650939,0.14629615,0.65574951,0.24166889,0.30129160,0.00142968,0.06892756,0.00590537,0.27476319
-5.06353177,1.29871206,0.15479951,0.66305993,0.24764510,0.31542583,0.00148338,0.07081935,0.00586429,0.28820528
-5.05752876,1.33402289,0.16454704,0.67183923,0.25535380,0.32964805,0.00153397,0.07303248,0.00581701,0.30296684
-5.05152576,1.37212668,0.17548870,0.68198453,0.26473508,0.34383070,0.00158079,0.07555882,0.00576329,0.31894949
-5.04552276,1.41266543,0.18755496,0.69338121,0.27571099,0.35783848,0.00162333,0.07838320,0.00570321,0.33603021
-5.03951976,1.45523400,0.20065531,0.70589908,0.28818372,0.37152943,0.00166125,0.08148291,0.00563709,0.35406016
-5.03351676,1.49937683,0.21467723,0.71938890,0.30203379,0.38475638,0.00169441,0.08482747,0.00556554,0.37286408
-5.02751376,1.54458644,0.22948572,0.73367977,0.31711856,0.39736854,0.00172277,0.08837869,0.00548940,0.39224060
-5.02151076,1.59030430,0.24492346,0.74857772,0.33327127,0.40921363,0.00174647,0.09209091,0.00540965,0.41196335
-5.01550775,1.63592435,0.26081168,0.76386573,0.35030074,0.42014013,0.00176574,0.09591160,0.00532743,0.43178311
-5.00950475,1.68079978,0.27695184,0.77930560,0.36799204,0.43000009,0.00178090,0.09978215,0.00524390,0.45143103
-5.00350175,1.72425306,0.29312816,0.79464169,0.38610810,0.43865209,0.00179232,0.10363899,0.00516026,0.47062276
-4.99749875,1.76558945,0.30911087,0.80960673,0.40439261,0.44596461,0.00180040,0.10741497,0.00507762,0.48906372
-4.99149575,1.80411379,0.32466040,0.82392962,0.42257399,0.45181953,0.00180556,0.11104084,0.00499702,0.50645511
-4.98549275,1.83915030,0.33953212,0.83734504,0.44037072,0.45611584,0.00180818,0.11444699,0.00491934,0.52250080
-4.97948974,1.87006490,0.35348183,0.84960478,0.45749778,0.45877334,0.00180863,0.11756533,0.00484532,0.53691471
-4.97348674,1.89628947,0.36627168,0.86049021,0.47367414,0.45973623,0.00180723,0.12033111,0.00477556,0.54942858
-4.96748374,1.91734712,0.37767647,0.86982575,0.48863113,0.45897652,0.00180429,0.12268494,0.00471051,0.55979989
-4.96148074,1.93287767,0.38749002,0.87749247,0.50212144,0.45649704,0.00180006,0.12457461,0.00465051,0.56781956
-4.95547774,1.94266228,0.39553159,0.88344148,0.51392842,0.45233385,0.00179482,0.12595688,0.00459589,0.57331936
-4.94947474,1.94664599,0.40165200,0.88770639,0.52387537,0.44655812,0.00178885,0.12679916,0.00454698,0.57617849
-4.94347174,1.94495739,0.40573919,0.89041413,0.53183441,0.43927712,0.00178252,0.12708089,0.00450421,0.57632932
-4.93746873,1.93792402,0.40772321,0.89179369,0.53773456,0.43063432,0.00177626,0.12679472,0.00446821,0.57376188
-4.93146573,1.92608275,0.40758022,0.89218195,0.54156861,0.42080852,0.00177067,0.12594741,0.00443987,0.56852698
-4.92546273,1.91018438,0.40533542,0.89202634,0.54339849,0.41001196,0.00176651,0.12456035,0.00442045,0.56073778
-4.91945973,1.89119155,0.40106482,0.89188379,0.54335874,0.39848738,0.00176476,0.12266975,0.00441163,0.55056964
-4.91345673,1.87026988,0.39489557,0.89241577,0.54165780,0.38650403,0.00176664,0.12032646,0.00441554,0.53825829
-4.90745373,1.84877195,0.38700501,0.89437930,0.53857707,0.37435279,0.00177367,0.11759542,0.00443486,0.52409626
-4.90145073,1.82821434,0.37761821,0.89861393,0.53446748,0.36234036,0.00178762,0.11455470,0.00447274,0.50842762
-4.89544772,1.81024804,0.36700416,0.90602493,0.52974367,0.35078282,0.00181057,0.11129422,0.00453284,0.49164120
-4.88944472,1.79662283,0.35547073,0.91756299,0.52487580,0.33999850,0.00184488,0.10791416,0.00461928,0.47416238
-4.88344172,1.78914661,0.34335830,0.93420095,0.52037919,0.33030060,0.00189314,0.10452303,0.00473649,0.45644371
-4.87743872,1.78964057,0.33103254,0.95690823,0.51680209,0.32198957,0.00195818,0.10123552,0.00488919,0.43895468
-4.87143572,1.79989152,0.31887619,0.98662353,0.51471185,0.31534550,0.00204297,0.09817017,0.00508216,0.42217071
-4.86543272,1.82160272,0.30728037,1.02422671,0.51467981,0.31062086,0.00215056,0.09544684,0.00532016,0.40656179
-4.85942971,1.85634452,0.29663535,1.07051075,0.51726560,0.30803356,0.00228402,0.09318414,0.00560770,0.39258111
-4.85342671,1.90550638,0.28732120,1.12615441,0.52300092,0.30776080,0.00244633,0.09149678,0.00594889,0.38065376
-4.84742371,1.97025155,0.27969850,1.19169675,0.53237362,0.30993369,0.00264028,0.09049297,0.00634720,0.37116601
-4.84142071,2.05147579,0.27409923,1.26751402,0.54581224,0.31463287,0.00286837,0.09027185,0.00680534,0.36445518
-4.83541771,2.14977136,0.27081821,1.35379983,0.56367166,0.32188538,0.00313271,0.09092107,0.00732501,0.36080065
-4.82941471,2.26539735,0.27010513,1.45054921,0.58622009,0.33166261,0.00343491,0.09251445,0.00790681,0.36041590
-4.82341171,2.39825722,0.27215740,1.55754699,0.61362789,0.34387978,0.00377594,0.09510996,0.00855006,0.36344200
-4.81740870,2.54788443,0.27711407,1.67436105,0.64595847,0.35839661,0.00415611,0.09874784,0.00925274,0.36994268
-4.81140570,2.71343643,0.28505080,1.80034063,0.68316150,0.37501950,0.00457494,0.10344904,0.01001141,0.37990099
-4.80540270,2.89369764,0.29597623,1.93461973,0.72506881,0.39350493,0.00503109,0.10921400,0.01082116,0.39321795
-4.79939970,3.08709121,0.30982964,2.07612587,0.77139291,0.41356422,0.00552237,0.11602176,0.01167568,0.40971291
-4.79339670,3.29169971,0.32648027,2.22359372,0.82172847,0.43486935,0.00604563,0.12382949,0.01256731,0.42912610
-4.78739370,3.50529423,0.34572813,2.37558363,0.87555667,0.45705986,0.00659684,0.13257242,0.01348711,0.45112297
-4.78139070,3.72537146,0.36730660,2.53050445,0.93225244,0.47975051,0.00717107,0.14216429,0.01442507,0.47530064
-4.77538769,3.94919802,0.39088660,2.68664035,0.99109452,0.50253962,0.00776256,0.15249820,0.01537023,0.50119618
-4.76938469,4.17386102,0.41608262,2.84218084,1.05127830,0.52501775,0.00836477,0.16344806,0.01631093,0.52829662
-4.76338169,4.39632389,0.44246022,2.99525353,1.11193093,0.54677661,0.00897055,0.17487047,0.01723504,0.55605060
-4.75737869,4.61348617,0.46954514,3.14395881,1.17212884,0.56741782,0.00957216,0.18660710,0.01813022,0.58388124
-4.75137569,4.82224589,0.49683372,3.28640575,1.23091684,0.58656144,0.01016152,0.19848759,0.01898416,0.61120003
-4.74537269,5.01956307,0.52380442,3.42074830,1.28732882,0.60385389,0.01073032,0.21033285,0.01978488,0.63742136
-4.73936968,5.20252281,0.54993015,3.54522120,1.34040909,0.61897515,0.01127020,0.22195866,0.02052096,0.66197713
-4.73336668,5.36839641,0.57469110,3.65817462,1.38923424,0.63164505,0.01177294,0.23317964,0.02118178,0.68433125
-4.72736368,5.51469890,0.59758757,3.75810673,1.43293457,0.64162845,0.01223065,0.24381335,0.02175779,0.70399321
-4.72136068,5.63924148,0.61815259,3.84369363,1.47071470,0.64873926,0.01263596,0.25368444,0.02224065,0.72053062
-4.71535768,5.74017747,0.63596369,3.91381566,1.50187266,0.65284317,0.01298217,0.26262876,0.02262343,0.73358000
-4.70935468,5.81604049,0.65065356,3.96757956,1.52581678,0.65385918,0.01326346,0.27049726,0.02290072,0.74285553
-4.70335168,5.86577370,0.66191919,4.00433594,1.54208004,0.65175974,0.01347497,0.27715957,0.02306877,0.74815554
-4.69734867,5.88874934,0.66952912,4.02369143,1.55033117,0.64656974,0.01361299,0.28250705,0.02312547,0.74936630
-4.69134567,5.88477785,0.67332854,4.02551524,1.55038226,0.63836433,0.01367500,0.28645542,0.02307045,0.74646316
-4.68534267,5.85410644,0.67324213,4.00993985,1.54219261,0.62726570,0.01365977,0.28894651,0.02290500,0.73950893
-4.67933967,5.79740697,0.66927448,3.97735573,1.52586859,0.61343897,0.01356735,0.28994945,0.02263202,0.72864962
-4.67333667,5.71575360,0.66150812,3.92840022,1.50165958,0.59708733,0.01339915,0.28946093,0.02225599,0.71410772
-4.66733367,5.61059089,0.65009928,3.86394070,1.46995015,0.57844657,0.01315780,0.28750474,0.02178275,0.69617339
-4.66133067,5.48369340,0.63527156,3.78505268,1.43124867,0.55777923,0.01284718,0.28413048,0.02121944,0.67519377
-4.65532766,5.33711801,0.61730780,3.69299324,1.38617292,0.53536842,0.01247227,0.27941154,0.02057430,0.65156117
-4.64932466,5.17315066,0.59654049,3.58917072,1.33543302,0.51151169,0.01203904,0.27344248,0.01985645,0.62570022
-4.64332166,4.99424920,0.57334116,3.47511152,1.27981250,0.48651478,0.01155433,0.26633579,0.01907574,0.59805495
