energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-5.15957979,12.89854232,0.56087849,12.46727355,0.02219276,0.15895750,0.14064156,0.20502055
-5.15357679,13.15432981,0.58139705,12.70579989,0.02302576,0.16498068,0.14760504,0.21014519
-5.14757379,13.40869803,0.60209373,12.94307341,0.02386484,0.17086027,0.15447052,0.21510985
-5.14157079,13.66218566,0.62290845,13.17967921,0.02471471,0.17658315,0.16121382,0.21991687
-5.13556778,13.91522489,0.64377961,13.41609089,0.02557995,0.18213742,0.16781315,0.22457148
-5.12956478,14.16805142,0.66464142,13.65258229,0.02646462,0.18751186,0.17424889,0.22908025
-5.12356178,14.42062198,0.68542104,13.88914710,0.02737185,0.19269547,0.18050330,0.23344941
-5.11755878,14.67254503,0.70603588,14.12543165,0.02830345,0.19767698,0.18656014,0.23768323
-5.11155578,14.92302952,0.72639114,14.36068582,0.02925961,0.20244439,0.19240430,0.24178247
-5.10555278,15.17085610,0.74637794,14.59373611,0.03023859,0.20698470,0.19802144,0.24574311
-5.09954977,15.41437333,0.76587208,14.82298337,0.03123662,0.21128362,0.20339760,0.24955530
-5.09354677,15.65152062,0.78473371,15.04642681,0.03224773,0.21532556,0.20851897,0.25320279
-5.08754377,15.87987781,0.80280796,15.26171404,0.03326390,0.21909364,0.21337168,0.25666270
-5.08154077,16.09673986,0.81992665,15.46621553,0.03427512,0.22256991,0.21794170,0.25990580
-5.07553777,16.29921363,0.83591112,15.65712049,0.03526972,0.22573571,0.22221494,0.26289724
-5.06953477,16.48433256,0.85057607,15.83154987,0.03623469,0.22857212,0.22617736,0.26559774
-5.06353177,16.64918371,0.86373444,15.98668120,0.03715617,0.23106053,0.22981528,0.26796517
-5.05752876,16.79104132,0.87520312,16.11987915,0.03801998,0.23318331,0.23311572,0.26995649
-5.05152576,16.90750014,0.88480927,16.22882560,0.03881215,0.23492444,0.23606688,0.27152992
-5.04552276,16.99660196,0.89239710,16.31164251,0.03951959,0.23627022,0.23865860,0.27264734
-5.03951976,17.05694910,0.89783470,16.36700163,0.04013066,0.23720983,0.24088287,0.27327660
-5.03351676,17.08779894,0.90102074,16.39421528,0.04063571,0.23773590,0.24273429,0.27339393
-5.02751376,17.08913458,0.90189066,16.39330362,0.04102769,0.23784492,0.24421051,0.27298599
-5.02151076,17.06170798,0.90042201,16.36503471,0.04130252,0.23753744,0.24531248,0.27205179
-5.01550775,17.00705275,0.89663878,16.31093496,0.04145947,0.23681823,0.24604470,0.27060408
-5.00950475,16.92746558,0.89061425,16.23326892,0.04150142,0.23569611,0.24641523,0.26867030
-5.00350175,16.82595635,0.88247240,16.13498864,0.04143493,0.23418374,0.24643563,0.26629306
-4.99749875,16.70616848,0.87238751,16.01965421,0.04127026,0.23229717,0.24612073,0.26352991
-4.99149575,16.57227223,0.86058203,15.89132825,0.04102117,0.23005530,0.24548822,0.26045254
-4.98549275,16.42883489,0.84732263,15.75444815,0.04070465,0.22747918,0.24455818,0.25714546
-4.97948974,16.28067256,0.83291454,15.61368084,0.04034051,0.22459135,0.24335253,0.25370398
-4.97348674,16.13268907,0.81769437,15.47376543,0.03995081,0.22141510,0.24189435,0.25023178
-4.96748374,15.98970791,0.80202146,15.33934952,0.03955923,0.21797379,0.24020724,0.24683800
-4.96148074,15.85630354,0.78626833,15.21482525,0.03919040,0.21429026,0.23831467,0.24363400
-4.95547774,15.73663801,0.77081032,15.10417106,0.03886906,0.21038637,0.23623934,0.24072990
-4.94947474,15.63430898,0.75601479,15.01080484,0.03861929,0.20628266,0.23400262,0.23823100
-4.94347174,15.55221465,0.74223052,14.93745389,0.03846372,0.20199824,0.23162412,0.23623427
-4.93746873,15.49244030,0.72977736,14.88604620,0.03842272,0.19755077,0.22912125,0.23482496
-4.93146573,15.45617060,0.71893678,14.85762704,0.03851368,0.19295667,0.22650897,0.23407347
-4.92546273,15.44363083,0.70994353,14.85230391,0.03875035,0.18823146,0.22379964,0.23403271
-4.91945973,15.45405919,0.70297875,14.86922176,0.03914232,0.18339021,0.22100291,0.23473590
-4.91345673,15.48571115,0.69816491,14.90656952,0.03969454,0.17844804,0.21812576,0.23619502
-4.90745373,15.53589611,0.69556257,14.96161797,0.04040709,0.17342065,0.21517260,0.23839993
-4.90145073,15.60104514,0.69516931,15.03078786,0.04127503,0.16832485,0.21214540,0.24131822
-4.89544772,15.67680785,0.69692081,15.10974617,0.04228845,0.16317896,0.20904395,0.24489592
-4.88944472,15.75817544,0.70069404,15.19352762,0.04343270,0.15800314,0.20586611,0.24905886
-4.88344172,15.83962606,0.70631255,15.27667761,0.04468878,0.15281952,0.20260811,0.25371488
-4.87743872,15.91528793,0.71355372,15.35341214,0.04603392,0.14765218,0.19926490,0.25875677
-4.87143572,15.97911517,0.72215768,15.41778965,0.04744227,0.14252690,0.19583051,0.26406577
-4.86543272,16.02507076,0.73183762,15.46388939,0.04888580,0.13747079,0.19229846,0.26951569
-4.85942971,16.04731077,0.74229124,15.48599057,0.05033525,0.13251164,0.18866219,0.27497739
-4.85342671,16.04036414,0.75321288,15.47874670,0.05176120,0.12767721,0.18491549,0.28032357
-4.84742371,15.99930210,0.76430588,15.43734945,0.05313517,0.12299439,0.18105300,0.28543357
-4.84142071,15.91989196,0.77529479,15.35767680,0.05443072,0.11848825,0.17707065,0.29019820
-4.83541771,15.79873016,0.78593696,15.23642084,0.05562459,0.11418116,0.17296619,0.29452420
-4.82941471,15.63335045,0.79603292,15.07119091,0.05669763,0.11009190,0.16873961,0.29833830
-4.82341171,15.42230357,0.80543538,14.86058910,0.05763575,0.10623492,0.16439357,0.30159064
-4.81740870,15.16520607,0.81405623,14.60425553,0.05843064,0.10261971,0.15993382,0.30425732
-4.81140570,14.86275668,0.82187128,14.30288226,0.05908026,0.09925036,0.15536944,0.30634212
-4.80540270,14.51671992,0.82892249,13.95819558,0.05958922,0.09612542,0.15071309,0.30787707
-4.79939970,14.12987764,0.83531760,13.57290748,0.05996877,0.09323789,0.14598107,0.30892198
-4.79339670,13.70595047,0.84122692,13.15063833,0.06023663,0.09057556,0.14119327,0.30956284
-4.78739370,13.24949206,0.84687748,12.69581358,0.06041653,0.08812152,0.13637298,0.30990905
-4.78139070,12.76575983,0.85254463,12.21353845,0.06053747,0.08585489,0.13154659,0.31008975
-4.77538769,12.26056719,0.85854138,11.70945491,0.06063276,0.08375180,0.12674303,0.31024916
-4.76938469,11.74012212,0.86520592,11.18958626,0.06073888,0.08178639,0.12199323,0.31054130
-4.76338169,11.21085807,0.87288771,10.66017460,0.06089413,0.07993196,0.11732937,0.31112422
-4.75737869,10.67926295,0.88193283,10.12751682,0.06113720,0.07816217,0.11278403,0.31215400
-4.75137569,10.15171190,0.89266910,9.59780459,0.06150571,0.07645213,0.10838935,0.31377882
-4.74537269,9.63430956,0.90539180,9.07697358,0.06203465,0.07477943,0.10417614,0.31613341
-4.73936968,9.13274683,0.92035045,8.57056650,0.06275506,0.07312509,0.10017294,0.31933410
-4.73336668,8.65217637,0.93773751,8.08361416,0.06369265,0.07147421,0.09640529,0.32347473
-4.72736368,8.19711058,0.95767938,7.62053771,0.06486677,0.06981653,0.09289490,0.32862375
-4.72136068,7.77134450,0.98023029,7.18507433,0.06628948,0.06814669,0.08965911,0.33482249
-4.71535768,7.37790506,1.00536937,6.78022778,0.06796497,0.06646425,0.08671042,0.34208485
-4.70935468,7.01902738,1.03300112,6.40824421,0.06988927,0.06477358,0.08405622,0.35039833
-4.70335168,6.69615718,1.06295924,6.07061246,0.07205024,0.06308337,0.08169866,0.35972643
-4.69734867,6.40997775,1.09501363,5.76808739,0.07442790,0.06140615,0.07963481,0.37001222
-4.69134567,6.16045896,1.12888033,5.50073387,0.07699503,0.05975753,0.07785692,0.38118287
-4.68534267,5.94692471,1.16423368,5.26798824,0.07971802,0.05815538,0.07635284,0.39315490
-4.67933967,5.76813498,1.20072021,5.06873374,0.08255803,0.05661896,0.07510664,0.40583974
-4.67333667,5.62237797,1.23797323,4.90138590,0.08547219,0.05516805,0.07409929,0.41914930
-4.66733367,5.50756755,1.27562758,4.76398357,0.08841497,0.05382201,0.07330943,0.43300114
-4.66133067,5.42134161,1.31333329,4.65428163,0.09133967,0.05259899,0.07271416,0.44732289
-4.65532766,5.36115659,1.35076757,4.56984121,0.09419972,0.05151517,0.07228984,0.46205543
-4.64932466,5.32437435,1.38764428,4.50811394,0.09695008,0.05058410,0.07201278,0.47715489
-4.64332166,5.30833809,1.42372015,4.46651710,0.09954835,0.04981616,0.07185991,0.49259286
-4.63731866,5.31043445,1.45879755,4.44249721,0.10195582,0.04921816,0.07180925,0.50835507
-4.63131566,5.32814046,1.49272341,4.43358049,0.10413820,0.04879301,0.07184033,0.52443836
-4.62531266,5.35905436,1.52538442,4.43740924,0.10606618,0.04853957,0.07193434,0.54084612
-4.61930965,5.40091076,1.55669882,4.45176426,0.10771569,0.04845254,0.07207426,0.55758255
-4.61330665,5.45158134,1.58660537,4.47457391,0.10906796,0.04852251,0.07224468,0.57464589
-4.60730365,5.50906319,1.61505023,4.50391165,0.11010934,0.04873613,0.07243161,0.59202134
-4.60130065,5.57145769,1.64197266,4.53798389,0.11083094,0.04907626,0.07262217,0.60967392
-4.59529765,5.63694332,1.66729078,4.57511108,0.11122809,0.04952235,0.07280413,0.62754197
-4.58929465,5.70374603,1.69088837,4.61370486,0.11129981,0.05005081,0.07296556,0.64553176
-4.58329165,5.77011097,1.71260376,4.65224428,0.11104809,0.05063547,0.07309435,0.66351368
-4.57728864,5.83427905,1.73222203,4.68925421,0.11047733,0.05124815,0.07317787,0.68132045
-4.57128564,5.89447153,1.74947104,4.72328840,0.10959373,0.05185927,0.07320275,0.69874767
-4.56528264,5.94888497,1.76402206,4.75291953,0.10840483,0.05243853,0.07315468,0.71555679
-4.55927964,5.99569810,1.77549514,4.77673764,0.10691919,0.05295566,0.07301845,0.73148055
-4.55327664,6.03309135,1.78346932,4.79335798,0.10514612,0.05338116,0.07277810,0.74623084
-4.54727364,6.05927848,1.78749715,4.80143807,0.10309570,0.05368711,0.07241725,0.75950846
-4.54127064,6.07254899,1.78712300,4.79970337,0.10077880,0.05384795,0.07191952,0.77101449
-4.53526763,6.07131894,1.78190405,4.78698003,0.09820732,0.05384124,0.07126918,0.78046269
-4.52926463,6.05418719,1.77143298,4.76223260,0.09539446,0.05364832,0.07045177,0.78759217
-4.52326163,6.01999338,1.75536096,4.72460416,0.09235501,0.05325496,0.06945483,0.79217976
-4.51725863,5.96787384,1.73341957,4.67345598,0.08910575,0.05265182,0.06826865,0.79405128
-4.51125563,5.89731143,1.70544046,4.60840380,0.08566570,0.05183481,0.06688691,0.79309112
-4.50525263,5.80817596,1.67137150,4.52934805,0.08205632,0.05080528,0.06530736,0.78924958
-4.49924962,5.70075181,1.63128837,4.43649545,0.07830170,0.04957002,0.06353221,0.78254751
-4.49324662,5.57575077,1.58540104,4.33037016,0.07442847,0.04814111,0.06156855,0.77307795
-4.48724362,5.43430849,1.53405463,4.21181332,0.07046565,0.04653561,0.05942844,0.76100477
-4.48124062,5.27796432,1.47772454,4.08197035,0.06644435,0.04477503,0.05712890,0.74655826
-4.47523762,5.10862518,1.41700628,3.94226636,0.06239735,0.04288472,0.05469171,0.73002802
-4.46923462,4.92851514,1.35260035,3.79437077,0.05835848,0.04089314,0.05214297,0.71175355
-4.46323162,4.74011318,1.28529319,3.64015267,0.05436199,0.03883101,0.04951259,0.69211299
-4.45722861,4.54608237,1.21593519,3.48162928,0.05044186,0.03673053,0.04683360,0.67151073
-4.45122561,4.34919418,1.14541680,3.32091008,0.04663106,0.03462446,0.04414136,0.65036458
-4.44522261,4.15225152,1.07464421,3.16013929,0.04296086,0.03254537,0.04147278,0.62909300
-4.43921961,3.95801456,1.00451557,3.00143971,0.03946017,0.03052490,0.03886543,0.60810324
-4.43321661,3.76913257,0.93589908,2.84686026,0.03615502,0.02859315,0.03635677,0.58778086
-4.42721361,3.58808492,0.86961368,2.69832979,0.03306810,0.02677821,0.03398342,0.56848103
-4.42121061,3.41713333,0.80641334,2.55761864,0.03021846,0.02510585,0.03178047,0.55052199
-4.41520760,3.25828707,0.74697531,2.42630953,0.02762138,0.02359932,0.02978099,0.53418087
-4.40920460,3.11328170,0.69189271,2.30577814,0.02528834,0.02227943,0.02801562,0.51969181
-4.40320160,2.98357118,0.64167139,2.19718369,0.02322715,0.02116465,0.02651234,0.50724638
-4.39719860,2.87033269,0.59673106,2.10146890,0.02144219,0.02027150,0.02529636,0.49699605
-4.39119560,2.77448238,0.55741013,2.01936835,0.01993480,0.01961489,0.02439018,0.48905629
-4.38519260,2.69670042,0.52397379,1.95142402,0.01870372,0.01920878,0.02381375,0.48351211
-4.37918959,2.63746272,0.49662466,1.89800630,0.01774559,0.01906671,0.02358478,0.48042444
-4.37318659,2.59707721,0.47551524,1.85933878,0.01705549,0.01920246,0.02371908,0.47983705
-4.36718359,2.57572189,0.46076140,1.83552500,0.01662755,0.01963076,0.02423101,0.48178342
-4.36118059,2.57348258,0.45245610,1.82657562,0.01645548,0.02036785,0.02513396,0.48629341
-4.35517759,2.59038819,0.45068256,1.83243422,0.01653311,0.02143204,0.02644075,0.49339918
-4.34917459,2.62644165,0.45552625,1.85300068,0.01685494,0.02284415,0.02816414,0.50314019
-4.34317159,2.68164524,0.46708495,1.88815085,0.01741654,0.02462781,0.03031710,0.51556710
-4.33716858,2.75601908,0.48547643,1.93775187,0.01821496,0.02680953,0.03291310,0.53074423
-4.33116558,2.84961217,0.51084326,2.00167251,0.01924907,0.02941862,0.03596624,0.54875077
-4.32516258,2.96250564,0.54335444,2.07978825,0.02051975,0.03248682,0.03949119,0.56968041
-4.31915958,3.09480798,0.58320347,2.17198107,0.02203004,0.03604772,0.04350298,0.59363953
-4.31315658,3.24664261,0.63060301,2.27813401,0.02378517,0.04013584,0.04801660,0.62074391
-4.30715358,3.41812798,0.68577587,2.39812083,0.02579243,0.04478553,0.05304634,0.65111408
