energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.66983492,1.69992490,0.03760798,0.06340452,0.77193740,0.38778144,0.41628182,0.23920231,0.00868478,1.02863441
-5.66383192,1.67413136,0.03743838,0.05881450,0.75680833,0.38086698,0.41453488,0.23543152,0.00889922,1.01765540
-5.65782891,1.65332425,0.03712519,0.05453295,0.74364168,0.37533080,0.41464532,0.23153782,0.00913992,1.01018479
-5.65182591,1.63717452,0.03668020,0.05056379,0.73243339,0.37104303,0.41654479,0.22752749,0.00939501,1.00599441
-5.64582291,1.62519655,0.03611648,0.04690863,0.72311524,0.36783745,0.42009991,0.22340188,0.00965273,1.00474282
-5.63981991,1.61676812,0.03544781,0.04356783,0.71556081,0.36551935,0.42511621,0.21915768,0.00990173,1.00598682
-5.63381691,1.61115460,0.03468818,0.04054164,0.70959345,0.36387424,0.43134415,0.21478726,0.01013137,1.00919594
-5.62781391,1.60753654,0.03385127,0.03783132,0.70499638,0.36267713,0.43848682,0.21027936,0.01033192,1.01376961
-5.62181091,1.60504019,0.03295002,0.03544029,0.70152468,0.36170199,0.44620938,0.20561993,0.01049484,1.01905663
-5.61580790,1.60276987,0.03199634,0.03337520,0.69891892,0.36073126,0.45414986,0.20079319,0.01061292,1.02437622
-5.60980490,1.59984159,0.03100086,0.03164715,0.69692026,0.35956496,0.46193093,0.19578291,0.01068047,1.02904029
-5.60380190,1.59541656,0.02997286,0.03027279,0.69528655,0.35802932,0.46917248,0.19057379,0.01069339,1.03237605
-5.59779890,1.58873388,0.02892021,0.02927548,0.69380884,0.35598446,0.47550430,0.18515297,0.01064928,1.03374827
-5.59179590,1.57914116,0.02784952,0.02868645,0.69232801,0.35333113,0.48057869,0.17951149,0.01054741,1.03258057
-5.58579290,1.56612202,0.02676628,0.02854587,0.69075057,0.35001616,0.48408237,0.17364580,0.01038871,1.02837479
-5.57978989,1.54931954,0.02567516,0.02890385,0.68906328,0.34603645,0.48574727,0.16755908,0.01017569,1.02072790
-5.57378689,1.52855478,0.02458030,0.02982126,0.68734558,0.34144155,0.48535982,0.16126231,0.00991231,1.00934581
-5.56778389,1.50383955,0.02348561,0.03137036,0.68577946,0.33633444,0.48276837,0.15477525,0.00960386,0.99405345
-5.56178089,1.47538283,0.02239512,0.03363510,0.68465587,0.33087082,0.47788841,0.14812689,0.00925672,0.97480091
-5.55577789,1.44359066,0.02131327,0.03671103,0.68437732,0.32525656,0.47070544,0.14135573,0.00887820,0.95166524
-5.54977489,1.40905913,0.02024519,0.04070473,0.68545603,0.31974357,0.46127533,0.13450960,0.00847626,0.92484804
-5.54377189,1.37256065,0.01919689,0.04573270,0.68850745,0.31462407,0.44972222,0.12764510,0.00805933,0.89466882
-5.53776888,1.33502388,0.01817543,0.05191958,0.69423881,0.31022325,0.43623406,0.12082677,0.00763602,0.86155452
-5.53176588,1.29750779,0.01718895,0.05939566,0.70343283,0.30689074,0.42105595,0.11412585,0.00721492,0.82602556
-5.52576288,1.26117065,0.01624670,0.06829368,0.71692670,0.30499072,0.40448164,0.10761877,0.00680436,0.78867908
-5.51975988,1.22723480,0.01535897,0.07874490,0.73558661,0.30489112,0.38684359,0.10138547,0.00641221,0.75016996
-5.51375688,1.19694835,0.01453689,0.09087441,0.76027858,0.30695201,0.36850184,0.09550750,0.00604570,0.71119045
-5.50775388,1.17154496,0.01379230,0.10479582,0.79183612,0.31151354,0.34983237,0.09006602,0.00571126,0.67244908
-5.50175088,1.15220282,0.01313742,0.12060547,0.83102579,0.31888363,0.33121520,0.08513979,0.00541435,0.63464963
-5.49574787,1.14000424,0.01258457,0.13837621,0.87851164,0.32932584,0.31302281,0.08080317,0.00515944,0.59847094
-5.48974487,1.13589703,0.01214586,0.15815108,0.93481986,0.34304769,0.29560917,0.07712412,0.00494984,0.56454799
-5.48374187,1.14065881,0.01183277,0.17993705,1.00030485,0.36018981,0.27929983,0.07416245,0.00478770,0.53345510
-5.47773887,1.15486551,0.01165586,0.20369923,1.07511813,0.38081642,0.26438323,0.07196809,0.00467400,0.50569130
-5.47173587,1.17886496,0.01162433,0.22935567,1.15918151,0.40490731,0.25110358,0.07057964,0.00460852,0.48166849
-5.46573287,1.21275662,0.01174565,0.25677321,1.25216583,0.43235195,0.23965537,0.07002311,0.00458990,0.46170243
-5.45972986,1.25637811,0.01202528,0.28576467,1.35347657,0.46294581,0.23017951,0.07031086,0.00461569,0.44600666
-5.45372686,1.30929913,0.01246625,0.31608764,1.46224733,0.49638946,0.22276132,0.07144090,0.00468244,0.43468942
-5.44772386,1.37082330,0.01306892,0.34744505,1.57734223,0.53229046,0.21743012,0.07339634,0.00478575,0.42775342
-5.44172086,1.43999798,0.01383072,0.37948777,1.69736750,0.57016833,0.21416039,0.07614525,0.00492047,0.42509836
-5.43571786,1.51563210,0.01474595,0.41181944,1.82069281,0.60946259,0.21287440,0.07964074,0.00508078,0.42652599
-5.42971486,1.59632180,0.01580565,0.44400318,1.94548205,0.64954392,0.21344622,0.08382151,0.00526034,0.43174753
-5.42371186,1.68048324,0.01699756,0.47557056,2.06973291,0.68972802,0.21570672,0.08861256,0.00545248,0.44039317
-5.41770885,1.76639196,0.01830616,0.50603222,2.19132455,0.72929215,0.21944962,0.09392645,0.00565037,0.45202347
-5.41170585,1.85222772,0.01971280,0.53489005,2.30807172,0.76749372,0.22443835,0.09966477,0.00584716,0.46614228
-5.40570285,1.93612352,0.02119593,0.56165049,2.41778386,0.80359041,0.23041339,0.10572012,0.00603619,0.48221105
-5.39969985,2.01621760,0.02273148,0.58583845,2.51832690,0.83686124,0.23710010,0.11197832,0.00621113,0.49966411
-5.39369685,2.09070656,0.02429328,0.60701136,2.60768579,0.86662777,0.24421680,0.11832105,0.00636618,0.51792467
-5.38769385,2.15789818,0.02585367,0.62477269,2.68402513,0.89227471,0.25148276,0.12462871,0.00649616,0.53642124
-5.38169085,2.21626196,0.02738409,0.63878451,2.74574575,0.91326927,0.25862622,0.13078355,0.00659671,0.55460405
-5.37568784,2.26447587,0.02885589,0.64877848,2.79153481,0.92917822,0.26539197,0.13667295,0.00666434,0.57196109
-5.36968484,2.30146758,0.03024102,0.65456474,2.82040747,0.93968236,0.27154844,0.14219279,0.00669652,0.58803345
-5.36368184,2.32644874,0.03151292,0.65603843,2.83173837,0.94458751,0.27689417,0.14725077,0.00669176,0.60242939
-5.35767884,2.33894103,0.03264728,0.65318344,2.82528160,0.94383177,0.28126335,0.15176957,0.00664961,0.61483692
-5.35167584,2.33879312,0.03362281,0.64607330,2.80117845,0.93748868,0.28453041,0.15568984,0.00657067,0.62503423
-5.34567284,2.32618786,0.03442196,0.63486912,2.75995248,0.92576616,0.28661347,0.15897266,0.00645654,0.63289787
-5.33966983,2.30163937,0.03503148,0.61981476,2.70249242,0.90900135,0.28747652,0.16160168,0.00630978,0.63840809
-5.33366683,2.26598029,0.03544290,0.60122934,2.63002347,0.88765150,0.28713030,0.16358455,0.00613381,0.64165121
-5.32766383,2.22033954,0.03565280,0.57949760,2.54406839,0.86228133,0.28563182,0.16495371,0.00593280,0.64281880
-5.32166083,2.16611142,0.03566293,0.55505839,2.44640010,0.83354739,0.28308250,0.16576640,0.00571158,0.64220363
-5.31565783,2.10491716,0.03548015,0.52839184,2.33898773,0.80218002,0.27962505,0.16610400,0.00547544,0.64019224
-5.30965483,2.03856035,0.03511613,0.50000585,2.22393834,0.76896352,0.27543906,0.16607041,0.00523008,0.63725446
-5.30365183,1.96897759,0.03458691,0.47042224,2.10343665,0.73471543,0.27073556,0.16578977,0.00498141,0.63393010
-5.29764882,1.89818633,0.03391225,0.44016335,1.97968510,0.70026545,0.26575066,0.16540341,0.00473541,0.63081296
-5.29164582,1.82823124,0.03311493,0.40973933,1.85484630,0.66643482,0.26073847,0.16506618,0.00449802,0.62853296
-5.28564282,1.76113101,0.03221977,0.37963667,1.73098994,0.63401671,0.25596349,0.16494215,0.00427500,0.62773663
-5.27963982,1.69882720,0.03125278,0.35030828,1.61004565,0.60375818,0.25169284,0.16520001,0.00407185,0.62906678
-5.27363682,1.64313628,0.03024013,0.32216535,1.49376323,0.57634414,0.24818847,0.16600809,0.00389367,0.63314192
-5.26763382,1.59570656,0.02920720,0.29557104,1.38368101,0.55238367,0.24569954,0.16752926,0.00374510,0.64053610
-5.26163082,1.55798063,0.02817768,0.27083620,1.28110299,0.53239886,0.24445538,0.16991595,0.00363026,0.65175993
-5.25562781,1.53116439,0.02717276,0.24821693,1.18708469,0.51681634,0.24465907,0.17330524,0.00355268,0.66724331
-5.24962481,1.51620321,0.02621047,0.22791388,1.10242761,0.50596148,0.24648189,0.17781437,0.00351529,0.68732050
-5.24362181,1.51376542,0.02530517,0.21007319,1.02768171,0.50005518,0.25005880,0.18353676,0.00352039,0.71221810
-5.23761881,1.52423344,0.02446717,0.19478872,0.96315511,0.49921324,0.25548497,0.19053854,0.00356961,0.74204621
-5.23161581,1.54770235,0.02370265,0.18210545,0.90893007,0.50344796,0.26281354,0.19885594,0.00366397,0.77679320
-5.22561281,1.58398570,0.02301366,0.17202362,0.86488412,0.51267198,0.27205458,0.20849338,0.00380388,0.81632420
-5.21960980,1.63262812,0.02239834,0.16450362,0.83071531,0.52670388,0.28317525,0.21942253,0.00398915,0.86038328
-5.21360680,1.69292425,0.02185132,0.15947113,0.80597026,0.54527563,0.29610109,0.23158226,0.00421907,0.90859946
-5.20760380,1.76394332,0.02136422,0.15682259,0.79007407,0.56804142,0.31071850,0.24487948,0.00449243,0.96049608
-5.20160080,1.84455863,0.02092628,0.15643065,0.78236109,0.59458778,0.32687813,0.25919099,0.00480762,1.01550340
-5.19559780,1.93348119,0.02052509,0.15814958,0.78210544,0.62444478,0.34439923,0.27436616,0.00516269,1.07297387
-5.18959480,2.02929665,0.02014729,0.16182057,0.78855083,0.65709807,0.36307474,0.29023045,0.00555546,1.13219972
-5.18359180,2.13050457,0.01977928,0.16727683,0.80093864,0.69200162,0.38267705,0.30658970,0.00598359,1.19243215
-5.17758879,2.23555917,0.01940801,0.17434849,0.81853405,0.72859084,0.40296414,0.32323501,0.00644473,1.25290148
-5.17158579,2.34291044,0.01902152,0.18286727,0.84064954,0.76629603,0.42368616,0.33994818,0.00693656,1.31283780
-5.16558279,2.45104476,0.01860951,0.19267087,0.86666548,0.80455573,0.44459201,0.35650739,0.00745696,1.37149120
-5.15957979,2.55852379,0.01816378,0.20360711,0.89604749,0.84282979,0.46543596,0.37269316,0.00800410,1.42815117
-5.15357679,2.66402069,0.01767854,0.21553766,0.92836032,0.88061187,0.48598407,0.38829427,0.00857649,1.48216437
-5.14757379,2.76635259,0.01715052,0.22834134,0.96327802,0.91744098,0.50602009,0.40311342,0.00917307,1.53295031
-5.14157079,2.86450827,0.01657907,0.24191697,1.00059011,0.95291176,0.52535092,0.41697253,0.00979325,1.58001453
-5.13556778,2.95767005,0.01596602,0.25618543,1.04020372,0.98668315,0.54381112,0.42971746,0.01043693,1.62295862
-5.12956478,3.04522910,0.01531550,0.27109101,1.08214133,1.01848505,0.56126665,0.44122190,0.01110442,1.66148714
-5.12356178,3.12679341,0.01463361,0.28660176,1.12653415,1.04812280,0.57761735,0.45139030,0.01179643,1.69541087
-5.11755878,3.20218790,0.01392809,0.30270877,1.17361099,1.07547903,0.59279834,0.46015978,0.01251390,1.72464657
-5.11155578,3.27144642,0.01320783,0.31942428,1.22368263,1.10051283,0.60677994,0.46750078,0.01325785,1.74921322
-5.10555278,3.33479566,0.01248245,0.33677853,1.27712193,1.12325611,0.61956640,0.47341657,0.01402918,1.76922478
-5.09954977,3.39263125,0.01176183,0.35481536,1.33433989,1.14380716,0.63119308,0.47794140,0.01482844,1.78487995
-5.09354677,3.44548687,0.01105568,0.37358660,1.39575818,1.16232155,0.64172249,0.48113764,0.01565557,1.79644910
-5.08754377,3.49399727,0.01037310,0.39314549,1.46177890,1.17900070,0.65123908,0.48309173,0.01650960,1.80425914
-5.08154077,3.53885674,0.00972225,0.41353929,1.53275242,1.19407847,0.65984305,0.48390930,0.01738844,1.80867663
-5.07553777,3.58077466,0.00911005,0.43480134,1.60894444,1.20780640,0.66764347,0.48370964,0.01828858,1.81009005
-5.06953477,3.62043013,0.00854200,0.45694315,1.69050363,1.22043809,0.67475100,0.48261971,0.01920496,1.80889180
-5.06353177,3.65842783,0.00802198,0.47994678,1.77743131,1.23221367,0.68127056,0.48076810,0.02013076,1.80546082
-5.05752876,3.69525725,0.00755227,0.50375803,1.86955470,1.24334496,0.68729431,0.47827912,0.02105740,1.80014637
-5.05152576,3.73125753,0.00713351,0.52828096,1.96650538,1.25400211,0.69289540,0.47526741,0.02197450,1.79325397
-5.04552276,3.76658991,0.00676481,0.55337419,2.06770436,1.26430254,0.69812282,0.47183326,0.02287005,1.78503388
-5.03951976,3.80121937,0.00644391,0.57884923,2.17235522,1.27430274,0.70299761,0.46805896,0.02373058,1.77567274
-5.03351676,3.83490685,0.00616733,0.60447133,2.27944620,1.28399345,0.70751086,0.46400632,0.02454151,1.76528889
-5.02751376,3.86721275,0.00593065,0.62996283,2.38776206,1.29329862,0.71162354,0.45971552,0.02528753,1.75393135
-5.02151076,3.89751190,0.00572873,0.65500909,2.49590584,1.30207818,0.71526826,0.45520519,0.02595306,1.74158277
-5.01550775,3.92501964,0.00555597,0.67926694,2.60233028,1.31013475,0.71835301,0.45047393,0.02652281,1.72816601
-5.00950475,3.94882780,0.00540660,0.70237528,2.70537817,1.31722375,0.72076660,0.44550300,0.02698233,1.71355422
-5.00350175,3.96794902,0.00527489,0.72396732,2.80333017,1.32306673,0.72238567,0.44025998,0.02731853,1.69758363
-4.99749875,3.98136728,0.00515538,0.74368410,2.89445840,1.32736695,0.72308282,0.43470329,0.02752030,1.68006878
-4.99149575,3.98809202,0.00504309,0.76118844,2.97708356,1.32982672,0.72273539,0.42878723,0.02757893,1.66081906
-4.98549275,3.98721319,0.00493365,0.77617866,3.04963307,1.33016526,0.72123452,0.42246719,0.02748855,1.63965595
-4.97948974,3.97795417,0.00482341,0.78840139,3.11069753,1.32813648,0.71849385,0.41570484,0.02724642,1.61642992
-4.97348674,3.95971997,0.00470955,0.79766268,3.15908297,1.32354544,0.71445737,0.40847289,0.02685319,1.59103621
-4.96748374,3.93213808,0.00459006,0.80383684,3.19385610,1.31626281,0.70910601,0.40075919,0.02631287,1.56342873
-4.96148074,3.89508985,0.00446374,0.80687253,3.21438058,1.30623655,0.70246249,0.39257006,0.02563287,1.53363122
-4.95547774,3.84873079,0.00433019,0.80679570,3.22034238,1.29350007,0.69459424,0.38393246,0.02482372,1.50174529
-4.94947474,3.79349883,0.00418969,0.80370920,3.21176303,1.27817673,0.68561404,0.37489514,0.02389885,1.46795485
-4.94347174,3.73011016,0.00404312,0.79778916,3.18900009,1.26048017,0.67567852,0.36552861,0.02287413,1.43252683
-4.93746873,3.65954301,0.00389184,0.78927821,3.15273496,1.24071073,0.66498443,0.35592395,0.02176737,1.39580807
-4.93146573,3.58301021,0.00373755,0.77847609,3.10394863,1.21924806,0.65376299,0.34619072,0.02059784,1.35821867
-4.92546273,3.50192214,0.00358220,0.76572797,3.04388669,1.19654026,0.64227253,0.33645380,0.01938560,1.32024205
-4.91945973,3.41784184,0.00342779,0.75141119,2.97401544,1.17309022,0.63078986,0.32684976,0.01815099,1.28241224
-4.91345673,3.33243448,0.00327635,0.73592125,2.89597124,1.14943963,0.61960077,0.31752250,0.01691402,1.24529895
-4.90745373,3.24741359,0.00312976,0.71965744,2.81150552,1.12615159,0.60899020,0.30861880,0.01569385,1.20949103
-4.90145073,3.16448630,0.00298968,0.70300917,2.72242804,1.10379226,0.59923232,0.30028363,0.01450836,1.17557900
-4.89544772,3.08529985,0.00285752,0.68634334,2.63055082,1.08291256,0.59058131,0.29265562,0.01337367,1.14413731
-4.88944472,3.01139132,0.00273439,0.66999337,2.53763509,1.06403030,0.58326276,0.28586279,0.01230393,1.11570682
-4.88344172,2.94414224,0.00262102,0.65425037,2.44534313,1.04761362,0.57746645,0.28001863,0.01131101,1.09077823
-4.87743872,2.88473939,0.00251786,0.63935649,2.35519665,1.03406597,0.57334029,0.27521867,0.01040442,1.06977675
-4.87143572,2.83414268,0.00242501,0.62550079,2.26854278,1.02371317,0.57098588,0.27153763,0.00959120,1.05304848
-4.86543272,2.79306065,0.00234231,0.61281737,2.18652835,1.01679288,0.57045559,0.26902705,0.00887601,1.04084890
-4.85942971,2.76193387,0.00226934,0.60138580,2.11008257,1.01344655,0.57175111,0.26771364,0.00826112,1.03333345
-4.85342671,2.74092607,0.00220553,0.59123339,2.03990800,1.01371415,0.57482351,0.26759811,0.00774664,1.03055076
-4.84742371,2.72992279,0.00215018,0.58233919,1.97647914,1.01753170,0.57957459,0.26865467,0.00733064,1.03243835
-4.84142071,2.72853724,0.00210253,0.57463907,1.92004791,1.02473150,0.58585942,0.27083104,0.00700937,1.03882106
-4.83541771,2.73612264,0.00206183,0.56803180,1.87065494,1.03504530,0.59348995,0.27404908,0.00677751,1.04941229
-4.82941471,2.75179083,0.00202739,0.56238556,1.82814573,1.04811010,0.60223952,0.27820592,0.00662839,1.06381803
-4.82341171,2.77443642,0.00199866,0.55754464,1.79219056,1.06347670,0.61184814,0.28317575,0.00655424,1.08154384
-4.81740870,2.80276603,0.00197523,0.55333603,1.76230716,1.08062076,0.62202846,0.28881206,0.00654647,1.10200456
-4.81140570,2.83533219,0.00195691,0.54957583,1.73788522,1.09895630,0.63247234,0.29495057,0.00659582,1.12453691
-4.80540270,2.87057129,0.00194375,0.54607515,1.71821215,1.11785126,0.64285792,0.30141261,0.00669269,1.14841469
-4.79939970,2.90684493,0.00193606,0.54264563,1.70249927,1.13664509,0.65285712,0.30800917,0.00682728,1.17286642
-4.79339670,2.94248415,0.00193444,0.53910442,1.68990804,1.15466771,0.66214348,0.31454536,0.00698984,1.19709511
-4.78739370,2.97583553,0.00193977,0.53527874,1.67957598,1.17125951,0.67040026,0.32082531,0.00717087,1.22029975
-4.78139070,3.00530827,0.00195321,0.53100994,1.67064177,1.18579196,0.67732862,0.32665742,0.00736124,1.24169786
-4.77538769,3.02942101,0.00197624,0.52615726,1.66226939,1.19768785,0.68265577,0.33185983,0.00755247,1.26054862
-4.76938469,3.04684704,0.00201056,0.52060117,1.65367077,1.20644090,0.68614283,0.33626581,0.00773678,1.27617570
-4.76338169,3.05645663,0.00205814,0.51424628,1.64412682,1.21163365,0.68759221,0.33972915,0.00790730,1.28798909
-4.75737869,3.05735461,0.00212115,0.50702404,1.63300616,1.21295306,0.68685425,0.34212896,0.00805818,1.29550495
-4.75137569,3.04891200,0.00220192,0.49889478,1.61978136,1.21020320,0.68383279,0.34337408,0.00818468,1.29836278
-4.74537269,3.03079009,0.00230290,0.48984943,1.60404204,1.20331414,0.67848951,0.34340657,0.00828327,1.29633906
-4.73936968,3.00295570,0.00242655,0.47991048,1.58550445,1.19234689,0.67084672,0.34220422,0.00835169,1.28935667
-4.73336668,2.96568673,0.00257530,0.46913235,1.56401711,1.17749372,0.66098840,0.33978194,0.00838894,1.27748959
-4.72736368,2.91956729,0.00275145,0.45760090,1.53956220,1.15907389,0.64905939,0.33619182,0.00839532,1.26096247
-4.72136068,2.86547229,0.00295703,0.44543208,1.51225238,1.13752479,0.63526264,0.33152195,0.00837237,1.24014493
-4.71535768,2.80454156,0.00319376,0.43276969,1.48232323,1.11338862,0.61985445,0.32589381,0.00832280,1.21554075
-4.70935468,2.73814449,0.00346288,0.41978222,1.45012115,1.08729521,0.60313793,0.31945846,0.00825037,1.18777201
-4.70335168,2.66783596,0.00376504,0.40665883,1.41608743,1.05994151,0.58545475,0.31239152,0.00815978,1.15755902
-4.69734867,2.59530556,0.00410021,0.39360452,1.38073870,1.03206851,0.56717546,0.30488726,0.00805650,1.12569648
-4.69134567,2.52232154,0.00446758,0.38083474,1.34464479,1.00443658,0.54868873,0.29715189,0.00794655,1.09302686
-4.68534267,2.45067195,0.00486546,0.36856941,1.30840469,0.97780009,0.53038991,0.28939637,0.00783631,1.06041201
-4.67933967,2.38210502,0.00529123,0.35702676,1.27262172,0.95288238,0.51266915,0.28182906,0.00773232,1.02870406
-4.67333667,2.31827110,0.00574128,0.34641706,1.23787902,0.93035190,0.49589980,0.27464847,0.00764100,0.99871669
-4.66733367,2.26066839,0.00621105,0.33693652,1.20471623,0.91080059,0.48042720,0.26803638,0.00756844,0.97119781
-4.66133067,2.21059431,0.00669506,0.32876156,1.17360863,0.89472511,0.46655850,0.26215167,0.00752020,0.94680481
-4.65532766,2.16910430,0.00718695,0.32204361,1.14494940,0.88251156,0.45455361,0.25712495,0.00750105,0.92608302
-4.64932466,2.13697940,0.00767962,0.31690465,1.11903581,0.87442416,0.44461788,0.25305440,0.00751485,0.90944833
-4.64332166,2.11470354,0.00816540,0.31343359,1.09605982,0.87059826,0.43689636,0.25000275,0.00756433,0.89717445
