energy_ev,total_up,Pb_p_up,Pb_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.59179590,2.13038596,0.39843180,0.00261929,1.00227544,0.84595709,0.01360644,1.12079865
-5.58579290,2.02005210,0.38450496,0.00245795,0.94813868,0.80243178,0.01289262,1.05659303
-5.57978989,1.91068065,0.37018015,0.00229810,0.89457069,0.75971223,0.01221784,0.99333656
-5.57378689,1.80331467,0.35549106,0.00214130,0.84198844,0.71827313,0.01159234,0.93174591
-5.56778389,1.69903350,0.34047445,0.00198913,0.79080730,0.67861371,0.01102689,0.87256080
-5.56178089,1.59893224,0.32517218,0.00184315,0.74143576,0.64124670,0.01053263,0.81652669
-5.55577789,1.50409942,0.30963289,0.00170485,0.69426972,0.60668645,0.01012092,0.76437679
-5.54977489,1.41559350,0.29391311,0.00157562,0.64968631,0.57543638,0.00980304,0.71681384
-5.54377189,1.33441890,0.27807776,0.00145677,0.60803748,0.54797621,0.00958999,0.67449233
-5.53776888,1.26150203,0.26220013,0.00134940,0.56964340,0.52474905,0.00949213,0.63800146
-5.53176588,1.19766801,0.24636113,0.00125447,0.53478598,0.50614885,0.00951887,0.60784930
-5.52576288,1.14361860,0.23064808,0.00117272,0.50370253,0.49250830,0.00967837,0.58444845
-5.51975988,1.09991174,0.21515298,0.00110468,0.47657993,0.48408751,0.00997713,0.56810347
-5.51375688,1.06694341,0.19997046,0.00105064,0.45354924,0.48106375,0.01041969,0.55900028
-5.50775388,1.04493218,0.18519544,0.00101064,0.43468118,0.48352244,0.01100831,0.55719781
-5.50175088,1.03390690,0.17092069,0.00098451,0.41998249,0.49144984,0.01174263,0.56262200
-5.49574787,1.03369821,0.15723446,0.00097180,0.40939351,0.50472752,0.01261948,0.57506244
-5.48974487,1.04393418,0.14421827,0.00097184,0.40278697,0.52312913,0.01363266,0.59417174
-5.48374187,1.06404059,0.13194489,0.00098375,0.39996840,0.54631968,0.01477281,0.61946795
-5.47773887,1.09324637,0.12047681,0.00100643,0.40067803,0.57385757,0.01602741,0.65034012
-5.47173587,1.13059430,0.10986510,0.00103861,0.40459453,0.60519969,0.01738085,0.68605717
-5.46573287,1.17495728,0.10014867,0.00107883,0.41134048,0.63970966,0.01881459,0.72578011
-5.45972986,1.22506022,0.09135419,0.00112554,0.42048970,0.67666931,0.02030748,0.76857770
-5.45372686,1.27950712,0.08349633,0.00117707,0.43157617,0.71529329,0.02183613,0.81344526
-5.44772386,1.33681312,0.07657850,0.00123169,0.44410470,0.75474663,0.02337545,0.85932654
-5.44172086,1.39544068,0.07059399,0.00128768,0.45756273,0.79416479,0.02489926,0.90513808
-5.43571786,1.45383885,0.06552731,0.00134330,0.47143332,0.83267570,0.02638092,0.94979552
-5.42971486,1.51048463,0.06135581,0.00139691,0.48520867,0.86942316,0.02779415,0.99224115
-5.42371186,1.56392481,0.05805134,0.00144695,0.49840390,0.90359070,0.02911372,1.03147182
-5.41770885,1.61281675,0.05558194,0.00149202,0.51057042,0.93442502,0.03031623,1.06656615
-5.41170585,1.65596670,0.05391341,0.00153089,0.52130865,0.96125811,0.03138082,1.09671012
-5.40570285,1.69236373,0.05301073,0.00156254,0.53027931,0.98352706,0.03228983,1.12122000
-5.39969985,1.72120813,0.05283926,0.00158620,0.53721299,1.00079073,0.03302929,1.13956155
-5.39369685,1.74193278,0.05336565,0.00160133,0.54191763,1.01274241,0.03358937,1.15136478
-5.38769385,1.75421662,0.05455847,0.00160768,0.54428337,1.01921806,0.03396459,1.15643346
-5.38169085,1.75798950,0.05638858,0.00160526,0.54428492,1.02019948,0.03415393,1.15474901
-5.37568784,1.75342835,0.05882919,0.00159434,0.54198095,1.01581247,0.03416073,1.14646848
-5.36968484,1.74094466,0.06185572,0.00157544,0.53751095,1.00631988,0.03399242,1.13191676
-5.36368184,1.72116403,0.06544554,0.00154930,0.53108933,0.99211006,0.03366013,1.11157322
-5.35767884,1.69489872,0.06957753,0.00151688,0.52299733,0.97368099,0.03317815,1.08605352
-5.35167584,1.66311451,0.07423160,0.00147928,0.51357291,0.95162116,0.03256324,1.05608726
-5.34567284,1.62689345,0.07938836,0.00143774,0.50319916,0.92658773,0.03183399,1.02249241
-5.33966983,1.58739413,0.08502863,0.00139359,0.49229158,0.89928335,0.03101000,0.98614778
-5.33366683,1.54581134,0.09113332,0.00134819,0.48128487,0.87043223,0.03011117,0.94796451
-5.32766383,1.50333666,0.09768321,0.00130293,0.47061962,0.84075688,0.02915702,0.90885773
-5.32166083,1.46112155,0.10465902,0.00125915,0.46072927,0.81095609,0.02816601,0.86971953
-5.31565783,1.42024432,0.11204148,0.00121811,0.45202788,0.78168515,0.02715507,0.83139411
-5.30965483,1.38168186,0.11981152,0.00118099,0.44489892,0.75353895,0.02613915,0.79465587
-5.30365183,1.34628692,0.12795047,0.00114884,0.43968532,0.72703824,0.02513098,0.76019114
-5.29764882,1.31477123,0.13644016,0.00112255,0.43668090,0.70261955,0.02414091,0.72858373
-5.29164582,1.28769452,0.14526293,0.00110284,0.43612344,0.68062858,0.02317690,0.70030473
-5.28564282,1.26545922,0.15440149,0.00109026,0.43818912,0.66131723,0.02224462,0.67570635
-5.27963982,1.24831032,0.16383848,0.00108519,0.44298865,0.64484382,0.02134768,0.65501968
-5.27363682,1.23633987,0.17355585,0.00108780,0.45056477,0.63127620,0.02048788,0.63835617
-5.26763382,1.22949526,0.18353396,0.00109809,0.46089123,0.62059743,0.01966557,0.62571233
-5.26163082,1.22759073,0.19375053,0.00111589,0.47387315,0.61271343,0.01888001,0.61697715
-5.25562781,1.23032127,0.20417945,0.00114085,0.48934880,0.60746215,0.01812972,0.61194198
-5.24962481,1.23727841,0.21478953,0.00117249,0.50709270,0.60462398,0.01741284,0.61031212
-5.24362181,1.24796728,0.22554347,0.00121018,0.52682005,0.60393281,0.01672747,0.61171991
-5.23761881,1.26182474,0.23639699,0.00125318,0.54819273,0.60508754,0.01607192,0.61573878
-5.23161581,1.27823803,0.24729850,0.00130067,0.57082649,0.60776374,0.01544494,0.62189790
-5.22561281,1.29656414,0.25818925,0.00135177,0.59429980,0.61162522,0.01484586,0.62969725
-5.21960980,1.31614928,0.26900416,0.00140554,0.61816390,0.61633538,0.01427474,0.63862263
-5.21360680,1.33634881,0.27967352,0.00146105,0.64195426,0.62156818,0.01373240,0.64816053
-5.20760380,1.35654700,0.29012533,0.00151740,0.66520309,0.62701859,0.01322046,0.65781249
-5.20160080,1.37617674,0.30028849,0.00157375,0.68745278,0.63241236,0.01274130,0.66710882
-5.19559780,1.39473853,0.31009656,0.00162932,0.70826975,0.63751498,0.01229803,0.67562129
-5.18959480,1.41181847,0.31949198,0.00168350,0.72725853,0.64213965,0.01189443,0.68297470
-5.18359180,1.42710451,0.32843054,0.00173579,0.74407529,0.64615390,0.01153488,0.68885684
-5.17758879,1.44040037,0.33688571,0.00178587,0.75844044,0.64948483,0.01122429,0.69302676
-5.17158579,1.45163617,0.34485261,0.00183362,0.77014966,0.65212245,0.01096802,0.69532094
-5.16558279,1.46087521,0.35235115,0.00187912,0.77908280,0.65412104,0.01077178,0.69565721
-5.15957979,1.46831598,0.35942818,0.00192265,0.78520999,0.65559825,0.01064154,0.69403603
-5.15357679,1.47428890,0.36615818,0.00196470,0.78859474,0.65673169,0.01058347,0.69053928
-5.14757379,1.47924733,0.37264239,0.00200591,0.78939350,0.65775301,0.01060374,0.68532619
-5.14157079,1.48375262,0.37900619,0.00204712,0.78785149,0.65893944,0.01070849,0.67862665
-5.13556778,1.48845348,0.38539467,0.00208927,0.78429495,0.66060283,0.01090361,0.67073198
-5.12956478,1.49405993,0.39196649,0.00213339,0.77911977,0.66307663,0.01119456,0.66198340
-5.12356178,1.50131271,0.39888623,0.00218053,0.77277695,0.66670109,0.01158622,0.65275861
-5.11755878,1.51094927,0.40631553,0.00223170,0.76575535,0.67180713,0.01208265,0.64345693
-5.11155578,1.52366761,0.41440342,0.00228786,0.75856246,0.67869973,0.01268687,0.63448351
-5.10555278,1.54008965,0.42327632,0.00234979,0.75170394,0.68764135,0.01340060,0.62623337
-5.09954977,1.56072588,0.43302831,0.00241808,0.74566271,0.69883624,0.01422411,0.61907567
-5.09354677,1.58594295,0.44371221,0.00249308,0.74087871,0.71241645,0.01515593,0.61333906
-5.08754377,1.61593604,0.45533199,0.00257483,0.73773001,0.72843015,0.01619276,0.60929866
-5.08154077,1.65070751,0.46783709,0.00266305,0.73651628,0.74683310,0.01732928,0.60716514
-5.07553777,1.69005312,0.48111904,0.00275712,0.73744528,0.76748364,0.01855814,0.60707645
-5.06953477,1.73355684,0.49501069,0.00285607,0.74062302,0.79014173,0.01986991,0.60909246
-5.06353177,1.78059481,0.50928825,0.00295859,0.74604808,0.81447215,0.02125321,0.61319273
-5.05752876,1.83034849,0.52367617,0.00306307,0.75361025,0.84005189,0.02269482,0.61927757
-5.05152576,1.88182672,0.53785472,0.00316762,0.76309369,0.86638152,0.02417995,0.62717215
-5.04552276,1.93389586,0.55147004,0.00327016,0.77418435,0.89290020,0.02569254,0.63663354
-5.03951976,1.98531676,0.56414609,0.00336843,0.78648139,0.91900355,0.02721562,0.64736031
-5.03351676,2.03478695,0.57549823,0.00346011,0.79951207,0.94406382,0.02873178,0.65900424
-5.02751376,2.08098628,0.58514755,0.00354290,0.81274947,0.96745136,0.03022358,0.67118361
-5.02151076,2.12262380,0.59273536,0.00361455,0.82563224,0.98855648,0.03167408,0.68349739
-5.01550775,2.15848383,0.59793725,0.00367299,0.83758553,1.00681073,0.03306728,0.69553982
-5.00950475,2.18746925,0.60047588,0.00371640,0.84804226,1.02170659,0.03438856,0.70691467
-5.00350175,2.20863983,0.60013205,0.00374323,0.85646376,1.03281477,0.03562509,0.71724856
-4.99749875,2.22124414,0.59675346,0.00375230,0.86235905,1.03979837,0.03676612,0.72620288
-4.99149575,2.22474371,0.59026080,0.00374281,0.86530186,1.04242319,0.03780321,0.73348378
-4.98549275,2.21882828,0.58065097,0.00371440,0.86494490,1.04056401,0.03873037,0.73884986
-4.97948974,2.20342194,0.56799727,0.00366711,0.86103079,1.03420645,0.03954403,0.74211740
-4.97348674,2.17868000,0.55244672,0.00360140,0.85339931,1.02344455,0.04024295,0.74316291
-4.96748374,2.14497703,0.53421463,0.00351815,0.84199083,1.00847435,0.04082802,0.74192310
-4.96148074,2.10288695,0.51357686,0.00341859,0.82684597,0.98958376,0.04130195,0.73839232
-4.95547774,2.05315643,0.49086014,0.00330424,0.80810160,0.96713947,0.04166886,0.73261785
-4.94947474,1.99667296,0.46643089,0.00317692,0.78598353,0.94157156,0.04193384,0.72469328
-4.94347174,1.93442948,0.44068333,0.00303862,0.76079640,0.91335658,0.04210250,0.71475043
-4.93746873,1.86748715,0.41402716,0.00289146,0.73291124,0.88299998,0.04218047,0.70295039
-4.93146573,1.79693814,0.38687551,0.00273763,0.70275148,0.85101875,0.04217297,0.68947414
-4.92546273,1.72387012,0.35963361,0.00257931,0.67077791,0.81792491,0.04208443,0.67451319
-4.91945973,1.64933383,0.33268853,0.00241862,0.63747338,0.78421068,0.04191814,0.65826086
-4.91345673,1.57431504,0.30640039,0.00225757,0.60332779,0.75033575,0.04167610,0.64090453
-4.90745373,1.49971168,0.28109515,0.00209801,0.56882403,0.71671706,0.04135888,0.62261928
-4.90145073,1.42631688,0.25705920,0.00194158,0.53442522,0.68372136,0.04096567,0.60356303
-4.89544772,1.35480780,0.23453563,0.00178970,0.50056370,0.65166053,0.04049444,0.58387350
-4.88944472,1.28574052,0.21372225,0.00164357,0.46763204,0.62078962,0.03994216,0.56366688
-4.88344172,1.21955012,0.19477106,0.00150413,0.43597611,0.59130731,0.03930516,0.54303815
-4.87743872,1.15655560,0.17778908,0.00137209,0.40589031,0.56335847,0.03857955,0.52206293
-4.87143572,1.09696846,0.16284022,0.00124794,0.37761484,0.53703837,0.03776170,0.50080047
-4.86543272,1.04090426,0.14994804,0.00113194,0.35133484,0.51239809,0.03684863,0.47929758
-4.85942971,0.98839572,0.13909897,0.00102418,0.32718117,0.48945056,0.03583855,0.45759310
-4.85342671,0.93940677,0.13024599,0.00092459,0.30523258,0.46817683,0.03473120,0.43572243
-4.84742371,0.89384630,0.12331234,0.00083296,0.28551892,0.44853221,0.03352818,0.41372191
-4.84142071,0.85158104,0.11819531,0.00074898,0.26802519,0.43045173,0.03223320,0.39163273
-4.83541771,0.81244692,0.11476986,0.00067225,0.25269606,0.41385503,0.03085219,0.36950389
-4.82941471,0.77625857,0.11289209,0.00060235,0.23944075,0.39865022,0.02939329,0.34739439
-4.82341171,0.74281670,0.11240245,0.00053880,0.22813800,0.38473681,0.02786674,0.32537423
-4.81740870,0.71191362,0.11312889,0.00048113,0.21864099,0.37200789,0.02628466,0.30352431
-4.81140570,0.68333679,0.11488971,0.00042885,0.21078218,0.36035144,0.02466076,0.28193540
-4.80540270,0.65687103,0.11749643,0.00038152,0.20437799,0.34965118,0.02300989,0.26070613
-4.79939970,0.63229959,0.12075664,0.00033869,0.19923329,0.33978707,0.02134763,0.23994025
-4.79339670,0.60940468,0.12447676,0.00029998,0.19514573,0.33063576,0.01968984,0.21974345
-4.78739370,0.58796781,0.12846503,0.00026502,0.19190990,0.32207112,0.01805211,0.20021982
-4.78139070,0.56777035,0.13253443,0.00023347,0.18932132,0.31396511,0.01644940,0.18146843
-4.77538769,0.54859469,0.13650573,0.00020505,0.18718037,0.30618904,0.01489555,0.16357989
-4.76938469,0.53022605,0.14021053,0.00017947,0.18529594,0.29861536,0.01340297,0.14663352
-4.76338169,0.51245519,0.14349425,0.00015651,0.18348900,0.29111985,0.01198236,0.13069490
-4.75737869,0.49508176,0.14621901,0.00013595,0.18159582,0.28358432,0.01064251,0.11581412
-4.75137569,0.47791840,0.14826616,0.00011759,0.17947096,0.27589950,0.00939017,0.10202478
-4.74537269,0.46079508,0.14953853,0.00010126,0.17698977,0.26796803,0.00823006,0.08934361
-4.73936968,0.44356359,0.14996218,0.00008678,0.17405049,0.25970745,0.00716488,0.07777084
-4.73336668,0.42610177,0.14948755,0.00007401,0.17057566,0.25105282,0.00619543,0.06729119
-4.72736368,0.40831707,0.14808998,0.00006279,0.16651299,0.24195891,0.00532082,0.05787534
-4.72136068,0.39014940,0.14576950,0.00005300,0.16183553,0.23240170,0.00453863,0.04948182
-4.71535768,0.37157275,0.14254996,0.00004451,0.15654108,0.22237919,0.00384515,0.04205923
-4.70935468,0.35259568,0.13847744,0.00003719,0.15065096,0.21191128,0.00323569,0.03554859
-4.70335168,0.33326044,0.13361796,0.00003094,0.14420821,0.20103894,0.00270480,0.02988576
-4.69734867,0.31364096,0.12805478,0.00002564,0.13727514,0.18982243,0.00224652,0.02500386
-4.69134567,0.29383955,0.12188517,0.00002120,0.12993052,0.17833891,0.00185463,0.02083554
-4.68534267,0.27398290,0.11521689,0.00001753,0.12226651,0.16667946,0.00152289,0.01731512
-4.67933967,0.25421722,0.10816459,0.00001457,0.11438538,0.15494564,0.00124519,0.01438050
-4.67333667,0.23470320,0.10084619,0.00001225,0.10639633,0.14324592,0.00101574,0.01197489
-4.66733367,0.21561082,0.09337939,0.00001052,0.09841245,0.13169205,0.00082921,0.01004828
-4.66133067,0.19711452,0.08587853,0.00000934,0.09054801,0.12039557,0.00068085,0.00855876
-4.65532766,0.17938883,0.07845182,0.00000870,0.08291616,0.10946476,0.00056653,0.00747360
-4.64932466,0.16260482,0.07119905,0.00000861,0.07562724,0.09900196,0.00048288,0.00677019
-4.64332166,0.14692750,0.06420988,0.00000907,0.06878754,0.08910153,0.00042728,0.00643687
-4.63731866,0.13251416,0.05756267,0.00001014,0.06249874,0.07984843,0.00039791,0.00647363
-4.63131566,0.11951381,0.05132389,0.00001187,0.05685792,0.07131746,0.00039377,0.00689265
-4.62531266,0.10806756,0.04554806,0.00001434,0.05195804,0.06357310,0.00041471,0.00771878
-4.61930965,0.09830979,0.04027816,0.00001767,0.04788884,0.05666997,0.00046139,0.00898991
-4.61330665,0.09036997,0.03554642,0.00002199,0.04473806,0.05065367,0.00053529,0.01075709
-4.60730365,0.08437488,0.03137543,0.00002747,0.04259275,0.04556207,0.00063868,0.01308451
-4.60130065,0.08045085,0.02777945,0.00003428,0.04154060,0.04142669,0.00077461,0.01604920
-4.59529765,0.07872579,0.02476582,0.00004263,0.04167106,0.03827425,0.00094680,0.01974032
-4.58929465,0.07933074,0.02233638,0.00005277,0.04307606,0.03612801,0.00115962,0.02425813
-4.58329165,0.08240050,0.02048877,0.00006493,0.04585021,0.03500901,0.00141800,0.02971233
-4.57728864,0.08807327,0.01921760,0.00007938,0.05009035,0.03493687,0.00172726,0.03621996
-4.57128564,0.09648887,0.01851540,0.00009640,0.05589422,0.03593019,0.00209301,0.04390253
-4.56528264,0.10778561,0.01837323,0.00011626,0.06335838,0.03800637,0.00252095,0.05288257
-4.55927964,0.12209557,0.01878105,0.00013922,0.07257513,0.04118100,0.00301667,0.06327945
-4.55327664,0.13953845,0.01972775,0.00016554,0.08362856,0.04546652,0.00358540,0.07520459
-4.54727364,0.16021402,0.02120092,0.00019543,0.09658984,0.05087049,0.00423178,0.08875606
-4.54127064,0.18419339,0.02318629,0.00022908,0.11151182,0.05739335,0.00495952,0.10401274
-4.53526763,0.21150951,0.02566698,0.00026659,0.12842311,0.06502581,0.00577116,0.12102827
-4.52926463,0.24214727,0.02862261,0.00030801,0.14732206,0.07374604,0.00666775,0.13982482
-4.52326163,0.27603374,0.03202832,0.00035333,0.16817074,0.08351686,0.00764854,0.16038726
-4.51725863,0.31302896,0.03585371,0.00040240,0.19088936,0.09428298,0.00871079,0.18265772
-4.51125563,0.35291819,0.04006196,0.00045499,0.21535156,0.10596860,0.00984948,0.20653108
-4.50525263,0.39540591,0.04460906,0.00051076,0.24138076,0.11847559,0.01105718,0.23185161
-4.49924962,0.44011237,0.04944326,0.00056926,0.26874809,0.13168230,0.01232397,0.25841118
-4.49324662,0.48657305,0.05450490,0.00062990,0.29717214,0.14544329,0.01363743,0.28594918
-4.48724362,0.53424158,0.05972653,0.00069199,0.32632071,0.15959006,0.01498274,0.31415445
-4.48124062,0.58249626,0.06503347,0.00075474,0.35581485,0.17393288,0.01634284,0.34266948
-4.47523762,0.63065032,0.07034482,0.00081727,0.38523517,0.18826370,0.01769878,0.37109659
-4.46923462,0.67796590,0.07557482,0.00087863,0.41413030,0.20236026,0.01903012,0.39900646
-4.46323162,0.72367125,0.08063467,0.00093781,0.44202748,0.21599110,0.02031536,0.42594846
-4.45722861,0.76698094,0.08543460,0.00099379,0.46844476,0.22892153,0.02153261,0.45146265
-4.45122561,0.80711804,0.08988628,0.00104555,0.49290464,0.24092021,0.02266014,0.47509308
-4.44522261,0.84333775,0.09390531,0.00109211,0.51494834,0.25176612,0.02367710,0.49640178
-4.43921961,0.87495121,0.09741385,0.00113254,0.53415039,0.26125572,0.02456417,0.51498285
-4.43321661,0.90134871,0.10034306,0.00116604,0.55013265,0.26920976,0.02530422,0.53047627
-4.42721361,0.92202095,0.10263545,0.00119191,0.56257733,0.27547971,0.02588292,0.54258040
-4.42121061,0.93657761,0.10424692,0.00120960,0.57123824,0.27995324,0.02628926,0.55106304
-4.41520760,0.94476207,0.10514832,0.00121874,0.57594978,0.28255859,0.02651596,0.55577006
-4.40920460,0.94646169,0.10532660,0.00121913,0.57663322,0.28326767,0.02655976,0.55663158
-4.40320160,0.94171302,0.10478533,0.00121077,0.57329995,0.28209753,0.02642158,0.55366504
-4.39719860,0.93070166,0.10354470,0.00119382,0.56605144,0.27911026,0.02610652,0.54697518
-4.39119560,0.91375669,0.10164091,0.00116867,0.55507603,0.27441124,0.02562369,0.53675088
-4.38519260,0.89133995,0.09912489,0.00113583,0.54064257,0.26814582,0.02498592,0.52325889
-4.37918959,0.86403056,0.09606065,0.00109598,0.52309124,0.26049452,0.02420936,0.50683490
-4.37318659,0.83250539,0.09252307,0.00104994,0.50282202,0.25166701,0.02331288,0.48787218
-4.36718359,0.79751646,0.08859540,0.00099862,0.48028126,0.24189511,0.02231750,0.46680843
-4.36118059,0.75986609,0.08436647,0.00094300,0.45594699,0.23142509,0.02124566,0.44411139
-4.35517759,0.72038099,0.07992785,0.00088409,0.43031373,0.22050965,0.02012053,0.42026382
-4.34917459,0.67988648,0.07537093,0.00082292,0.40387721,0.20939984,0.01896529,0.39574853
-4.34317159,0.63918163,0.07078421,0.00076050,0.37711991,0.19833731,0.01780243,0.37103404
-4.33716858,0.59901656,0.06625073,0.00069780,0.35049773,0.18754725,0.01665317,0.34656147
-4.33116558,0.56007261,0.06184589,0.00063571,0.32442846,0.17723204,0.01553684,0.32273310
-4.32516258,0.52294600,0.05763562,0.00057504,0.29928229,0.16756620,0.01447053,0.29990296
-4.31915958,0.48813551,0.05367496,0.00051650,0.27537469,0.15869241,0.01346869,0.27836974
-4.31315658,0.45603448,0.05000723,0.00046069,0.25296171,0.15071907,0.01254295,0.25837221
-4.30715358,0.42692712,0.04666354,0.00040809,0.23223779,0.14371913,0.01170204,0.24008711
