energy_ev,total_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.63981991,2.94457336,1.24655180,1.44994206,0.23726904,0.26657854,0.00561690,0.62568499,0.59449146,0.00000000
-5.63381691,2.86325154,1.20155016,1.41565657,0.23408643,0.26298226,0.00571003,0.60406392,0.58136830,0.00000000
-5.62781391,2.78538424,1.16015145,1.38242923,0.23151580,0.25969720,0.00581754,0.58401903,0.56813174,0.00000000
-5.62181091,2.71108588,1.12215562,1.35023464,0.22959855,0.25678607,0.00593811,0.56545723,0.55496775,0.00000000
-5.61580790,2.64042416,1.08732193,1.31904436,0.22836653,0.25429611,0.00606975,0.54826716,0.54205853,0.00000000
-5.60980490,2.57342447,1.05538267,1.28883199,0.22783955,0.25225621,0.00620981,0.53232658,0.52957497,0.00000000
-5.60380190,2.51007176,1.02605479,1.25957549,0.22802326,0.25067484,0.00635500,0.51750844,0.51766971,0.00000000
-5.59779890,2.45031003,0.99904944,1.23125708,0.22890735,0.24953896,0.00650149,0.50368565,0.50647103,0.00000000
-5.59179590,2.39404052,0.97407922,1.20386106,0.23046438,0.24881414,0.00664498,0.49073447,0.49607810,0.00000000
-5.58579290,2.34111918,0.95086372,1.17736993,0.23264930,0.24844558,0.00678085,0.47853653,0.48655762,0.00000000
-5.57978989,2.29135475,0.92913339,1.15175978,0.23539975,0.24836034,0.00690429,0.46697993,0.47794231,0.00000000
-5.57378689,2.24450837,0.90863253,1.12699545,0.23863727,0.24847044,0.00701050,0.45595951,0.47023116,0.00000000
-5.56778389,2.20029582,0.88912163,1.10302648,0.24226936,0.24867681,0.00709487,0.44537662,0.46339163,0.00000000
-5.56178089,2.15839312,0.87037965,1.07978439,0.24619246,0.24887391,0.00715313,0.43513878,0.45736369,0.00000000
-5.55577789,2.11844605,0.85220671,1.05718187,0.25029579,0.24895475,0.00718157,0.42515945,0.45206550,0.00000000
-5.54977489,2.08008370,0.83442716,1.03511438,0.25446580,0.24881615,0.00717714,0.41535816,0.44740061,0.00000000
-5.54377189,2.04293602,0.81689355,1.01346418,0.25859134,0.24836400,0.00713762,0.40566109,0.44326627,0.00000000
-5.53776888,2.00665467,0.79949110,0.99210684,0.26256907,0.24751825,0.00706171,0.39600231,0.43956249,0.00000000
-5.53176588,1.97093630,0.78214282,0.97091994,0.26630911,0.24621748,0.00694910,0.38632546,0.43620153,0.00000000
-5.52576288,1.93554722,0.76481468,0.94979340,0.26974056,0.24442274,0.00680046,0.37658601,0.43311716,0.00000000
-5.51975988,1.90034784,0.74752070,0.92864082,0.27281666,0.24212072,0.00661747,0.36675367,0.43027347,0.00000000
-5.51375688,1.86531551,0.73032725,0.90741113,0.27551937,0.23932583,0.00640272,0.35681500,0.42767260,0.00000000
-5.50775388,1.83056413,0.71335624,0.88609960,0.27786302,0.23608136,0.00615965,0.34677571,0.42536106,0.00000000
-5.50175088,1.79635900,0.69678659,0.86475745,0.27989689,0.23245949,0.00589241,0.33666265,0.42343418,0.00000000
-5.49574787,1.76312567,0.68085355,0.84349924,0.28170646,0.22856024,0.00560573,0.32652499,0.42203846,0.00000000
-5.48974487,1.73145153,0.66584559,0.82250743,0.28341318,0.22450932,0.00530473,0.31643460,0.42137155,0.00000000
-5.48374187,1.70207961,0.65209860,0.80203344,0.28517270,0.22045498,0.00499477,0.30648529,0.42167965,0.00000000
-5.47773887,1.67589390,0.63998724,0.78239506,0.28717145,0.21656390,0.00468124,0.29679099,0.42325233,0.00000000
-5.47173587,1.65389644,0.62991362,0.76397002,0.28962163,0.21301629,0.00436945,0.28748268,0.42641479,0.00000000
-5.46573287,1.63717655,0.62229347,0.74718568,0.29275468,0.21000030,0.00406441,0.27870425,0.43151778,0.00000000
-5.45972986,1.62687291,0.61754024,0.73250533,0.29681346,0.20770587,0.00377070,0.27060735,0.43892528,0.00000000
-5.45372686,1.62412995,0.61604758,0.72041151,0.30204326,0.20631835,0.00349240,0.26334541,0.44900046,0.00000000
-5.44772386,1.63004995,0.61817096,0.71138694,0.30868202,0.20601180,0.00323292,0.25706720,0.46209031,0.00000000
-5.44172086,1.64564279,0.62420912,0.70589401,0.31695011,0.20694252,0.00299499,0.25191000,0.47850947,0.00000000
-5.43571786,1.67177536,0.63438617,0.70435359,0.32704000,0.20924270,0.00278061,0.24799293,0.49852390,0.00000000
-5.42971486,1.70912281,0.64883522,0.70712410,0.33910630,0.21301464,0.00259103,0.24541059,0.52233499,0.00000000
-5.42371186,1.75812392,0.66758437,0.71448194,0.35325658,0.21832565,0.00242676,0.24422740,0.55006486,0.00000000
-5.41770885,1.81894257,0.69054573,0.72660397,0.36954339,0.22520377,0.00228761,0.24447291,0.58174350,0.00000000
-5.41170585,1.89143734,0.71750835,0.74355303,0.38795790,0.23363465,0.00217275,0.24613837,0.61729834,0.00000000
-5.40570285,1.97514099,0.74813542,0.76526718,0.40842547,0.24355963,0.00208079,0.24917464,0.65654695,0.00000000
-5.39969985,2.06925104,0.78196623,0.79155323,0.43080357,0.25487523,0.00200985,0.25349173,0.69919327,0.00000000
-5.39369685,2.17263253,0.81842302,0.82208490,0.45488204,0.26743400,0.00195765,0.25895993,0.74482780,0.00000000
-5.38769385,2.28383323,0.85682276,0.85640598,0.48038603,0.28104701,0.00192163,0.26541256,0.79293194,0.00000000
-5.38169085,2.40111138,0.89639354,0.89393835,0.50698154,0.29548774,0.00189903,0.27265022,0.84288660,0.00000000
-5.37568784,2.52247541,0.93629511,0.93399476,0.53428337,0.31049741,0.00188701,0.28044648,0.89398494,0.00000000
-5.36968484,2.64573427,0.97564299,0.97579600,0.56186547,0.32579162,0.00188273,0.28855470,0.94544900,0.00000000
-5.36368184,2.76855704,1.01353511,1.01849183,0.58927323,0.34106809,0.00188343,0.29671574,0.99644965,0.00000000
-5.35767884,2.88853965,1.04908015,1.06118502,0.61603728,0.35601527,0.00188653,0.30466632,1.04612936,0.00000000
-5.35167584,3.00327626,1.08142633,1.10295760,0.64168842,0.37032154,0.00188969,0.31214760,1.09362697,0.00000000
-5.34567284,3.11043273,1.10978951,1.14289834,0.66577303,0.38368463,0.00189088,0.31891360,1.13810352,0.00000000
-5.33966983,3.20781934,1.13347949,1.18013052,0.68786837,0.39582105,0.00188837,0.32473935,1.17876824,0.00000000
-5.33366683,3.29345983,1.15192330,1.21383879,0.70759723,0.40647494,0.00188084,0.32942805,1.21490370,0.00000000
-5.32766383,3.36565418,1.16468455,1.24329430,0.72464117,0.41542627,0.00186734,0.33281734,1.24588910,0.00000000
-5.32166083,3.42303254,1.17147801,1.26787689,0.73875202,0.42249784,0.00184729,0.33478414,1.27122072,0.00000000
-5.31565783,3.46459810,1.17217868,1.28709376,0.74976091,0.42756097,0.00182051,0.33524807,1.29052880,0.00000000
-5.30965483,3.48975725,1.16682521,1.30059361,0.75758459,0.43053946,0.00178718,0.33417318,1.30359005,0.00000000
-5.30365183,3.49833578,1.15561725,1.30817598,0.76222865,0.43141190,0.00174778,0.33156807,1.31033522,0.00000000
-5.29764882,3.49058046,1.13890708,1.30979525,0.76378750,0.43021197,0.00170308,0.32748430,1.31085149,0.00000000
-5.29164582,3.46714599,1.11718576,1.30555922,0.76244102,0.42702693,0.00165410,0.32201334,1.30537937,0.00000000
-5.28564282,3.42906779,1.09106457,1.29572245,0.75844807,0.42199421,0.00160202,0.31528203,1.29430440,0.00000000
-5.27963982,3.37772185,1.06125233,1.28067444,0.75213691,0.41529632,0.00154814,0.30744695,1.27814368,0.00000000
-5.27363682,3.31477319,1.02852980,1.26092343,0.74389300,0.40715422,0.00149384,0.29868786,1.25752793,0.00000000
-5.26763382,3.24211506,0.99372205,1.23707625,0.73414466,0.39781947,0.00144050,0.28920056,1.23317956,0.00000000
-5.26163082,3.16180126,0.95767001,1.20981522,0.72334704,0.38756539,0.00138944,0.27918937,1.20588780,0.00000000
-5.25562781,3.07597429,0.92120234,1.17987295,0.71196502,0.37667763,0.00134188,0.26885975,1.17648153,0.00000000
-5.24962481,2.98679219,0.88510861,1.14800617,0.70045590,0.36544454,0.00129893,0.25841117,1.14580117,0.00000000
-5.24362181,2.89635686,0.85011492,1.11496954,0.68925235,0.35414757,0.00126146,0.24803057,1.11467042,0.00000000
-5.23761881,2.80664659,0.81686271,1.08149063,0.67874647,0.34305227,0.00123017,0.23788678,1.08386911,0.00000000
-5.23161581,2.71945549,0.78589152,1.04824688,0.66927554,0.33240000,0.00120552,0.22812583,1.05410813,0.00000000
-5.22561281,2.63634189,0.75762625,1.01584567,0.66111014,0.32240086,0.00118769,0.21886761,1.02600741,0.00000000
-5.21960980,2.55858774,0.73236921,0.98480807,0.65444505,0.31322794,0.00117666,0.21020370,1.00007779,0.00000000
-5.21360680,2.48717038,0.71029712,0.95555694,0.64939342,0.30501316,0.00117212,0.20219662,0.97670746,0.00000000
-5.20760380,2.42274750,0.69146302,0.92840988,0.64598445,0.29784487,0.00117355,0.19488024,0.95615354,0.00000000
-5.20160080,2.36565579,0.67580280,0.90357701,0.64416470,0.29176719,0.00118023,0.18826154,0.93853900,0.00000000
-5.19559780,2.31592292,0.66314595,0.88116380,0.64380293,0.28678117,0.00119124,0.18232337,0.92385505,0.00000000
-5.18959480,2.27329215,0.65323000,0.86117854,0.64469844,0.28284761,0.00120552,0.17702812,0.91196890,0.00000000
-5.18359180,2.23725832,0.64571785,0.84354404,0.64659240,0.27989149,0.00122192,0.17232210,0.90263646,0.00000000
-5.17758879,2.20711338,0.64021728,0.82811304,0.64918170,0.27780776,0.00123922,0.16814040,0.89551935,0.00000000
-5.17158579,2.18199924,0.63630173,0.81468633,0.65213481,0.27646814,0.00125617,0.16441199,0.89020558,0.00000000
-5.16558279,2.16096565,0.63353148,0.80303285,0.65510886,0.27572883,0.00127157,0.16106479,0.88623286,0.00000000
-5.15957979,2.14303026,0.63147424,0.79291068,0.65776711,0.27543852,0.00128426,0.15803046,0.88311348,0.00000000
-5.15357679,2.12723805,0.62972450,0.78408788,0.65979610,0.27544658,0.00129322,0.15524878,0.88035968,0.00000000
-5.14757379,2.11271768,0.62792060,0.77636223,0.66092166,0.27561088,0.00129753,0.15267135,0.87750842,0.00000000
-5.14157079,2.09873184,0.62575909,0.76957875,0.66092297,0.27580506,0.00129647,0.15026447,0.87414430,0.00000000
-5.13556778,2.08471960,0.62300568,0.76364434,0.65964403,0.27592478,0.00128951,0.14801105,0.86991970,0.00000000
-5.12956478,2.07032871,0.61950247,0.75853859,0.65700209,0.27589277,0.00127631,0.14591162,0.86457133,0.00000000
-5.12356178,2.05543655,0.61517129,0.75432037,0.65299244,0.27566246,0.00125674,0.14398425,0.85793227,0.00000000
-5.11755878,2.04015871,0.61001305,0.75112986,0.64768956,0.27522005,0.00123089,0.14226344,0.84993935,0.00000000
-5.11155578,2.02484511,0.60410336,0.74918571,0.64124443,0.27458485,0.00119902,0.14079819,0.84063522,0.00000000
-5.10555278,2.01006380,0.59758465,0.74877763,0.63387814,0.27380815,0.00116160,0.13964915,0.83016547,0.00000000
-5.09954977,1.99657341,0.59065542,0.75025468,0.62587227,0.27297036,0.00111922,0.13888517,0.81877089,0.00000000
-5.09354677,1.98528562,0.58355708,0.75400960,0.61755626,0.27217694,0.00107264,0.13857931,0.80677522,0.00000000
-5.08754377,1.97721952,0.57655919,0.76046017,0.60929259,0.27155304,0.00102267,0.13880456,0.79456934,0.00000000
-5.08154077,1.97345006,0.56994388,0.77002817,0.60146034,0.27123732,0.00097022,0.13962947,0.78259245,0.00000000
-5.07553777,1.97505300,0.56399011,0.78311705,0.59443800,0.27137518,0.00091619,0.14111390,0.77131131,0.00000000
-5.06953477,1.98304903,0.55895870,0.80008931,0.58858624,0.27211167,0.00086151,0.14330502,0.76119860,0.00000000
-5.06353177,1.99834953,0.55507866,0.82124452,0.58423141,0.27358451,0.00080705,0.14623387,0.75271115,0.00000000
-5.05752876,2.02170637,0.55253560,0.84679910,0.58165062,0.27591743,0.00075362,0.14991251,0.74626932,0.00000000
-5.05152576,2.05366810,0.55146246,0.87686873,0.58105892,0.27921419,0.00070196,0.15433196,0.74223818,0.00000000
-5.04552276,2.09454426,0.55193314,0.91145416,0.58259911,0.28355341,0.00065269,0.15946104,0.74091130,0.00000000
-5.03951976,2.14437925,0.55395905,0.95043120,0.58633465,0.28898451,0.00060630,0.16524605,0.74249777,0.00000000
-5.03351676,2.20293691,0.55748863,0.99354527,0.59224586,0.29552483,0.00056321,0.17161143,0.74711283,0.00000000
-5.02751376,2.26969606,0.56240979,1.04041077,0.60022947,0.30315796,0.00052365,0.17846132,0.75477237,0.00000000
-5.02151076,2.34385730,0.56855489,1.09051552,0.61010154,0.31183340,0.00048778,0.18568193,0.76539139,0.00000000
-5.01550775,2.42436032,0.57570799,1.14322994,0.62160342,0.32146739,0.00045563,0.19314464,0.77878618,0.00000000
-5.00950475,2.50991106,0.58361386,1.19782073,0.63441056,0.33194498,0.00042713,0.20070968,0.79468015,0.00000000
-5.00350175,2.59901728,0.59198822,1.25346860,0.64814357,0.34312304,0.00040212,0.20823030,0.81271279,0.00000000
-4.99749875,2.69003109,0.60052872,1.30928923,0.66238117,0.35483420,0.00038039,0.21555708,0.83245125,0.00000000
-4.99149575,2.78119660,0.60892610,1.36435676,0.67667437,0.36689146,0.00036166,0.22254247,0.85340421,0.00000000
-4.98549275,2.87070071,0.61687494,1.41772892,0.69056124,0.37909336,0.00034563,0.22904511,0.87503710,0.00000000
-4.97948974,2.95672520,0.62408376,1.46847282,0.70358185,0.39122948,0.00033198,0.23493391,0.89678840,0.00000000
-4.97348674,3.03749816,0.63028382,1.51569041,0.71529262,0.40308606,0.00032039,0.24009171,0.91808623,0.00000000
-4.96748374,3.11134280,0.63523661,1.55854277,0.72527970,0.41445160,0.00031056,0.24441834,0.93836472,0.00000000
-4.96148074,3.17672222,0.63873959,1.59627231,0.73317086,0.42512235,0.00030220,0.24783303,0.95707965,0.00000000
-4.95547774,3.23227860,0.64063027,1.62822210,0.73864564,0.43490736,0.00029509,0.25027607,0.97372298,0.00000000
-4.94947474,3.27686572,0.64078850,1.65385177,0.74144330,0.44363315,0.00028901,0.25170965,0.98783570,0.00000000
-4.94347174,3.30957401,0.63913715,1.67274943,0.74136859,0.45114781,0.00028383,0.25211798,0.99901888,0.00000000
-4.93746873,3.32974763,0.63564116,1.68463942,0.73829520,0.45732439,0.00027943,0.25150660,1.00694262,0.00000000
-4.93146573,3.33699333,0.63030538,1.68938553,0.73216683,0.46206368,0.00027575,0.24990101,1.01135271,0.00000000
-4.92546273,3.33118136,0.62317121,1.68699009,0.72299609,0.46529613,0.00027279,0.24734475,1.01207490,0.00000000
-4.91945973,3.31243868,0.61431246,1.67758878,0.71086133,0.46698309,0.00027056,0.24389695,1.00901687,0.00000000
-4.91345673,3.28113531,0.60383062,1.66144180,0.69590173,0.46711724,0.00026912,0.23962957,1.00216790,0.00000000
-4.90745373,3.23786456,0.59184980,1.63892176,0.67831078,0.46572227,0.00026856,0.23462440,0.99159625,0.00000000
-4.90145073,3.18341829,0.57851161,1.61049902,0.65832870,0.46285189,0.00026895,0.22896996,0.97744472,0.00000000
-4.89544772,3.11875833,0.56397014,1.57672495,0.63623389,0.45858821,0.00027042,0.22275857,0.95992428,0.00000000
-4.88944472,3.04498530,0.54838732,1.53821414,0.61233397,0.45303951,0.00027306,0.21608345,0.93930630,0.00000000
-4.88344172,2.96330611,0.53192862,1.49562600,0.58695658,0.44633762,0.00027700,0.20903624,0.91591363,0.00000000
-4.87743872,2.87500124,0.51475942,1.44964666,0.56044045,0.43863482,0.00028233,0.20170479,0.89011078,0.00000000
-4.87143572,2.78139305,0.49704193,1.40097173,0.53312676,0.43010057,0.00028914,0.19417141,0.86229369,0.00000000
-4.86543272,2.68381594,0.47893280,1.35029044,0.50535134,0.42091795,0.00029752,0.18651161,0.83287927,0.00000000
-4.85942971,2.58358931,0.46058131,1.29827176,0.47743769,0.41128005,0.00030756,0.17879327,0.80229518,0.00000000
-4.85342671,2.48199376,0.44212821,1.24555267,0.44969100,0.40138631,0.00031931,0.17107629,0.77097010,0.00000000
-4.84742371,2.38025107,0.42370510,1.19272890,0.42239337,0.39143886,0.00033287,0.16341262,0.73932465,0.00000000
-4.84142071,2.27950799,0.40543425,1.14034814,0.39580021,0.38163895,0.00034830,0.15584673,0.70776333,0.00000000
-4.83541771,2.18082392,0.38742880,1.08890564,0.37013772,0.37218351,0.00036569,0.14841633,0.67666742,0.00000000
-4.82941471,2.08516221,0.36979321,1.03884209,0.34560159,0.36326175,0.00038515,0.14115328,0.64638917,0.00000000
-4.82341171,1.99338463,0.35262388,0.99054339,0.32235659,0.35505190,0.00040680,0.13408475,0.61724704,0.00000000
-4.81740870,1.90624858,0.33600980,0.94434210,0.30053713,0.34771814,0.00043079,0.12723431,0.58952215,0.00000000
-4.81140570,1.82440650,0.32003321,0.90051995,0.28024849,0.34140758,0.00045730,0.12062311,0.56345581,0.00000000
-4.80540270,1.74840668,0.30477005,0.85931121,0.26156858,0.33624740,0.00048653,0.11427087,0.53924799,0.00000000
-4.79939970,1.67869511,0.29029025,0.82090628,0.24455010,0.33234214,0.00051870,0.10819679,0.51705659,0.00000000
-4.79339670,1.61561765,0.27665778,0.78545534,0.22922288,0.32977122,0.00055405,0.10242020,0.49699747,0.00000000
-4.78739370,1.55942223,0.26393041,0.75307151,0.21559622,0.32858666,0.00059282,0.09696101,0.47914499,0.00000000
-4.78139070,1.51026070,0.25215915,0.72383346,0.20366120,0.32881114,0.00063524,0.09183989,0.46353294,0.00000000
-4.77538769,1.46819023,0.24138750,0.69778724,0.19339269,0.33043642,0.00068152,0.08707816,0.45015592,0.00000000
-4.76938469,1.43317423,0.23165040,0.67494724,0.18475113,0.33342236,0.00073181,0.08269749,0.43897087,0.00000000
-4.76338169,1.40508296,0.22297307,0.65529643,0.17768398,0.33769645,0.00078623,0.07871936,0.42989895,0.00000000
-4.75737869,1.38369421,0.21536978,0.63878590,0.17212677,0.34315409,0.00084478,0.07516433,0.42282756,0.00000000
-4.75137569,1.36869427,0.20884257,0.62533407,0.16800396,0.34965964,0.00090736,0.07205119,0.41761272,0.00000000
-4.74537269,1.35967974,0.20338022,0.61482560,0.16522942,0.35704840,0.00097378,0.06939607,0.41408168,0.00000000
-4.73936968,1.35616074,0.19895727,0.60711060,0.16370686,0.36512943,0.00104368,0.06721155,0.41203597,0.00000000
-4.73336668,1.35756572,0.19553354,0.60200423,0.16333007,0.37368936,0.00111655,0.06550579,0.41125483,0.00000000
-4.72736368,1.36324854,0.19305394,0.59928709,0.16398333,0.38249700,0.00119177,0.06428180,0.41149906,0.00000000
-4.72136068,1.37249782,0.19144877,0.59870659,0.16554182,0.39130878,0.00126853,0.06353692,0.41251545,0.00000000
-4.71535768,1.38454887,0.19063459,0.59997960,0.16787236,0.39987488,0.00134589,0.06326241,0.41404155,0.00000000
-4.70935468,1.39859808,0.19051561,0.60279643,0.17083445,0.40794579,0.00142280,0.06344339,0.41581093,0.00000000
-4.70335168,1.41381948,0.19098553,0.60682608,0.17428160,0.41527915,0.00149809,0.06405897,0.41755874,0.00000000
-4.69734867,1.42938327,0.19193001,0.61172289,0.17806320,0.42164663,0.00157055,0.06508262,0.41902752,0.00000000
-4.69134567,1.44447550,0.19322936,0.61713423,0.18202664,0.42684058,0.00163890,0.06648279,0.41997296,0.00000000
-4.68534267,1.45831842,0.19476170,0.62270908,0.18601991,0.43068011,0.00170189,0.06822373,0.42016966,0.00000000
-4.67933967,1.47019064,0.19640620,0.62810711,0.18989439,0.43301653,0.00175829,0.07026640,0.41941647,0.00000000
-4.67333667,1.47944629,0.19804639,0.63300805,0.19350794,0.43373764,0.00180697,0.07256956,0.41754141,0.00000000
-4.66733367,1.48553226,0.19957342,0.63712063,0.19672800,0.43277098,0.00184693,0.07509078,0.41440578,0.00000000
-4.66133067,1.48800291,0.20088898,0.64019108,0.19943471,0.43008561,0.00187733,0.07778753,0.40990749,0.00000000
-4.65532766,1.48653148,0.20190794,0.64201052,0.20152377,0.42569261,0.00189751,0.08061801,0.40398334,0.00000000
-4.64932466,1.48091770,0.20256046,0.64242100,0.20290906,0.41964403,0.00190706,0.08354202,0.39661022,0.00000000
-4.64332166,1.47109133,0.20279350,0.64132006,0.20352476,0.41203051,0.00190578,0.08652148,0.38780513,0.00000000
