energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.77188594,4.03221169,0.12351125,0.14466100,0.95945398,1.09883639,0.94355103,0.44042772,0.08386757,1.48460303
-5.76588294,3.93581407,0.12048597,0.14030133,0.92853777,1.06830284,0.92685815,0.43188936,0.08208150,1.45666447
-5.75987994,3.84473860,0.11758920,0.13593120,0.89774776,1.03965552,0.91024785,0.42425541,0.08084295,1.43086302
-5.75387694,3.76052871,0.11479892,0.13167353,0.86745775,1.01325396,0.89406163,0.41769620,0.08016876,1.40771726
-5.74787394,3.68459204,0.11209808,0.12764921,0.83805930,0.98942030,0.87864193,0.41235222,0.08006235,1.38768731
-5.74187094,3.61813860,0.10947460,0.12397327,0.80994982,0.96842287,0.86431681,0.40832712,0.08051282,1.37115308
-5.73586793,3.56212292,0.10692103,0.12075110,0.78351930,0.95046089,0.85138443,0.40568188,0.08149460,1.35839408
-5.72986493,3.51719372,0.10443370,0.11807510,0.75913627,0.93565140,0.84009816,0.40443013,0.08296743,1.34957188
-5.72386193,3.48365383,0.10201170,0.11602162,0.73713379,0.92401918,0.83065318,0.40453512,0.08487692,1.34471653
-5.71785893,3.46143333,0.09965560,0.11464858,0.71779601,0.91549047,0.82317550,0.40590860,0.08715549,1.34371773
-5.71185593,3.45007778,0.09736617,0.11399362,0.70134615,0.90989091,0.81771393,0.40841168,0.08972392,1.34632175
-5.70585293,3.44875275,0.09514315,0.11407295,0.68793637,0.90694822,0.81423563,0.41185779,0.09249330,1.35213436
-5.69984992,3.45626544,0.09298414,0.11488095,0.67764012,0.90629944,0.81262561,0.41601772,0.09536741,1.36063017
-5.69384692,3.47110260,0.09088381,0.11639049,0.67044736,0.90750280,0.81269025,0.42062668,0.09824546,1.37116815
-5.68784392,3.49148381,0.08883336,0.11855391,0.66626290,0.91005353,0.81416473,0.42539294,0.10102507,1.38301284
-5.68184092,3.51542779,0.08682037,0.12130475,0.66490801,0.91340320,0.81672420,0.43000808,0.10360540,1.39536048
-5.67583792,3.54082895,0.08482895,0.12456005,0.66612527,0.91698152,0.81999784,0.43415805,0.10589034,1.40736893
-5.66983492,3.56554090,0.08284031,0.12822316,0.66958648,0.92021969,0.82358543,0.43753485,0.10779152,1.41819007
-5.66383192,3.58746282,0.08083352,0.13218709,0.67490338,0.92257415,0.82707536,0.43984831,0.10923124,1.42700314
-5.65782891,3.60462495,0.07878659,0.13633807,0.68164071,0.92354961,0.83006312,0.44083725,0.11014489,1.43304754
-5.65182591,3.61526895,0.07667769,0.14055940,0.68933105,0.92272028,0.83216936,0.44027975,0.11048310,1.43565335
-5.64582291,3.61791946,0.07448634,0.14473540,0.69749095,0.91974814,0.83305657,0.43800197,0.11021327,1.43426823
-5.63981991,3.61144350,0.07219474,0.14875528,0.70563754,0.91439748,0.83244332,0.43388510,0.10932056,1.42847933
-5.63381691,3.59509489,0.06978886,0.15251681,0.71330513,0.90654506,0.83011550,0.42787018,0.10780827,1.41802912
-5.62781391,3.56854179,0.06725940,0.15592978,0.72006090,0.89618522,0.82593393,0.41996060,0.10569756,1.40282457
-5.62181091,3.53187616,0.06460255,0.15891892,0.72551921,0.88342994,0.81983784,0.41022214,0.10302665,1.38293903
-5.61580790,3.48560492,0.06182039,0.16142638,0.72935389,0.86850380,0.81184439,0.39878063,0.09984943,1.35860703
-5.60980490,3.43062347,0.05892105,0.16341351,0.73130802,0.85173406,0.80204394,0.38581731,0.09623358,1.33021227
-5.60380190,3.36817304,0.05591859,0.16486197,0.73120083,0.83353649,0.79059189,0.37156225,0.09225835,1.29826942
-5.59779890,3.29978419,0.05283248,0.16577405,0.72893146,0.81439758,0.77769716,0.35628600,0.08801200,1.26340087
-5.59179590,3.22720911,0.04968697,0.16617223,0.72447950,0.79485398,0.76360845,0.34028993,0.08358910,1.22630951
-5.58579290,3.15234620,0.04651016,0.16609794,0.71790231,0.77547022,0.74859882,0.32389582,0.07908774,1.18774895
-5.57978989,3.07716029,0.04333296,0.16560961,0.70932929,0.75681555,0.73294965,0.30743484,0.07460672,1.14849274
-5.57378689,3.00360216,0.04018793,0.16478001,0.69895344,0.73944102,0.71693493,0.29123669,0.07024293,1.10930388
-5.56778389,2.93353078,0.03710813,0.16369303,0.68702056,0.72385779,0.70080666,0.27561915,0.06608884,1.07090603
-5.56178089,2.86864140,0.03412593,0.16243999,0.67381675,0.71051731,0.68478221,0.26087830,0.06223025,1.03395774
-5.55577789,2.81040241,0.03127201,0.16111564,0.65965460,0.69979434,0.66903430,0.24728004,0.05874440,0.99903050
-5.54977489,2.76000289,0.02857434,0.15981402,0.64485884,0.69197321,0.65368398,0.23505274,0.05569824,0.96659153
-5.54377189,2.71831285,0.02605740,0.15862434,0.62975207,0.68723775,0.63879704,0.22438158,0.05314719,0.93699173
-5.53776888,2.68585680,0.02374157,0.15762701,0.61464112,0.68566519,0.62438368,0.21540432,0.05113408,0.91045891
-5.53176588,2.66280126,0.02164264,0.15689004,0.59980471,0.68722394,0.61040152,0.20820886,0.04968852,0.88709638
-5.52576288,2.64895587,0.01977159,0.15646601,0.58548281,0.69177534,0.59676154,0.20283226,0.04882648,0.86688642
-5.51975988,2.64378739,0.01813443,0.15638955,0.57186816,0.69907888,0.58333634,0.19926140,0.04855021,0.84969832
-5.51375688,2.64644537,0.01673232,0.15667572,0.55910021,0.70880086,0.56997037,0.19743497,0.04884836,0.83530005
-5.50775388,2.65579788,0.01556175,0.15731905,0.54726165,0.72052573,0.55649122,0.19724674,0.04969642,0.82337306
-5.50175088,2.67047561,0.01461483,0.15829355,0.53637764,0.73376982,0.54272139,0.19854999,0.05105736,0.81352914
-5.49574787,2.68892217,0.01387979,0.15955353,0.52641748,0.74799683,0.52848980,0.20116277,0.05288252,0.80532864
-5.48974487,2.70944875,0.01334138,0.16103525,0.51729876,0.76263446,0.51364241,0.20487398,0.05511263,0.79829913
-5.48374187,2.73029093,0.01298152,0.16265928,0.50889352,0.77709179,0.49805144,0.20944995,0.05767924,0.79195386
-5.47773887,2.74966582,0.01277979,0.16433359,0.50103618,0.79077663,0.48162268,0.21464148,0.06050613,0.78580928
-5.47173587,2.76582768,0.01271413,0.16595700,0.49353271,0.80311249,0.46430074,0.22019103,0.06351105,0.77940114
-5.46573287,2.77712047,0.01276143,0.16742318,0.48617065,0.81355475,0.44607200,0.22583996,0.06660764,0.77229872
-5.45972986,2.78202585,0.01289812,0.16862463,0.47872953,0.82160534,0.42696529,0.23133562,0.06970740,0.76411704
-5.45372686,2.77920553,0.01310084,0.16945687,0.47099112,0.82682592,0.40705047,0.23643824,0.07272184,0.75452670
-5.44772386,2.76753708,0.01334701,0.16982233,0.46274926,0.82884894,0.38643520,0.24092726,0.07556465,0.74326142
-5.44172086,2.74614248,0.01361539,0.16963401,0.45381866,0.82738660,0.36526007,0.24460720,0.07815392,0.73012332
-5.43571786,2.71440904,0.01388662,0.16881867,0.44404265,0.82223733,0.34369277,0.24731270,0.08041418,0.71498600
-5.42971486,2.67200241,0.01414372,0.16731938,0.43329928,0.81328984,0.32192145,0.24891289,0.08227844,0.69779561
-5.42371186,2.61887185,0.01437252,0.16509755,0.42150600,0.80052465,0.30014787,0.24931473,0.08368994,0.67857016
-5.41770885,2.55524787,0.01456206,0.16213406,0.40862245,0.78401311,0.27858072,0.24846541,0.08460360,0.65739718
-5.41170585,2.48163278,0.01470493,0.15842979,0.39465168,0.76391410,0.25742938,0.24635380,0.08498719,0.63443015
-5.40570285,2.39878462,0.01479750,0.15400530,0.37963963,0.74046849,0.23689848,0.24301080,0.08482211,0.60988372
-5.39969985,2.30769540,0.01484011,0.14889990,0.36367312,0.71399173,0.21718341,0.23850871,0.08410368,0.58402813
-5.39369685,2.20956440,0.01483715,0.14317006,0.34687656,0.68486469,0.19846692,0.23295964,0.08284109,0.55718290
-5.38769385,2.10576749,0.01479712,0.13688722,0.32940744,0.65352318,0.18091687,0.22651309,0.08105682,0.52971004
-5.38169085,1.99782360,0.01473250,0.13013529,0.31145102,0.62044657,0.16468497,0.21935266,0.07878571,0.50200697
-5.37568784,1.88735920,0.01465960,0.12300777,0.29321445,0.58614567,0.14990653,0.21169212,0.07607366,0.47449915
-5.36968484,1.77607202,0.01459834,0.11560471,0.27492040,0.55115051,0.13670096,0.20377098,0.07297594,0.44763268
-5.36368184,1.66569467,0.01457182,0.10802968,0.25680075,0.51599808,0.12517284,0.19584955,0.06955539,0.42186681
-5.35767884,1.55795935,0.01460597,0.10038671,0.23909027,0.48122069,0.11541329,0.18820376,0.06588031,0.39766657
-5.35167584,1.45456406,0.01472898,0.09277754,0.22202069,0.44733484,0.10750148,0.18111978,0.06202236,0.37549539
-5.34567284,1.35714110,0.01497072,0.08529902,0.20581511,0.41483127,0.10150594,0.17488853,0.05805447,0.35580778
-5.33966983,1.26722828,0.01536206,0.07804100,0.19068315,0.38416593,0.09748552,0.16980022,0.05404878,0.33904213
-5.33366683,1.18624308,0.01593416,0.07108446,0.17681658,0.35575234,0.09548985,0.16613897,0.05007478,0.32561353
-5.32766383,1.11545990,0.01671765,0.06450019,0.16438576,0.32995521,0.09555912,0.16417753,0.04619765,0.31590673
-5.32166083,1.05599066,0.01774184,0.05834784,0.15353672,0.30708536,0.09772315,0.16417221,0.04247686,0.31026904
-5.31565783,1.00876844,0.01903384,0.05267539,0.14438897,0.28739604,0.10199968,0.16635803,0.03896508,0.30900349
-5.30965483,0.97453438,0.02061775,0.04751905,0.13703394,0.27108038,0.10839205,0.17094415,0.03570739,0.31236206
-5.30365183,0.95382766,0.02251381,0.04290352,0.13153411,0.25827011,0.11688621,0.17810959,0.03274078,0.32053930
-5.29764882,0.94697853,0.02473769,0.03884246,0.12792265,0.24903540,0.12744742,0.18799938,0.03009401,0.33366628
-5.29164582,0.95410446,0.02729978,0.03533936,0.12620375,0.24338568,0.14001669,0.20072113,0.02778768,0.35180526
-5.28564282,0.97510954,0.03020466,0.03238853,0.12635335,0.24127151,0.15450732,0.21634212,0.02583463,0.37494525
-5.27963982,1.00968724,0.03345076,0.02997621,0.12832050,0.24258740,0.17080179,0.23488710,0.02424046,0.40299865
-5.27363682,1.05732671,0.03703018,0.02808186,0.13202921,0.24717554,0.18874927,0.25633674,0.02300430,0.43579939
-5.26763382,1.11732302,0.04092875,0.02667944,0.13738081,0.25483045,0.20816408,0.28062695,0.02211973,0.47310272
-5.26163082,1.18879132,0.04512636,0.02573876,0.14425679,0.26530457,0.22882533,0.30764913,0.02157569,0.51458699
-5.25562781,1.27068528,0.04959760,0.02522673,0.15252222,0.27831463,0.25047795,0.33725142,0.02135760,0.55985758
-5.24962481,1.36181962,0.05431260,0.02510866,0.16202948,0.29354902,0.27283525,0.36924088,0.02144836,0.60845307
-5.24362181,1.46089672,0.05923819,0.02534942,0.17262259,0.31067576,0.29558307,0.40338683,0.02182947,0.65985368
-5.23761881,1.56653686,0.06433927,0.02591456,0.18414167,0.32935119,0.31838563,0.43942500,0.02248201,0.71349200
-5.23161581,1.67731140,0.06958038,0.02677128,0.19642772,0.34922908,0.34089267,0.47706268,0.02338764,0.76876548
-5.22561281,1.79177816,0.07492731,0.02788932,0.20932743,0.36996995,0.36274803,0.51598449,0.02452948,0.82505075
-5.21960980,1.90851778,0.08034885,0.02924164,0.22269781,0.39125037,0.38359905,0.55585871,0.02589284,0.88171893
-5.21360680,2.02616979,0.08581832,0.03080508,0.23641050,0.41277175,0.40310663,0.59634395,0.02746597,0.93815160
-5.20760380,2.14346701,0.09131507,0.03256067,0.25035553,0.43426845,0.42095536,0.63709587,0.02924053,0.99375675
-5.20160080,2.25926675,0.09682558,0.03449389,0.26444427,0.45551469,0.43686335,0.67777376,0.03121200,1.04798402
-5.19559780,2.37257747,0.10234425,0.03659472,0.27861138,0.47632994,0.45059121,0.71804676,0.03337992,1.10033867
-5.18959480,2.48257958,0.10787365,0.03885740,0.29281563,0.49658255,0.46194973,0.75759956,0.03574802,1.15039369
-5.18359180,2.58863947,0.11342428,0.04128010,0.30703933,0.51619119,0.47080590,0.79613743,0.03832411,1.19779947
-5.17758879,2.69031605,0.11901372,0.04386434,0.32128653,0.53512412,0.47708687,0.83339053,0.04111996,1.24229090
-5.17158579,2.78735957,0.12466524,0.04661420,0.33557976,0.55339622,0.48078169,0.86911746,0.04415094,1.28369141
-5.16558279,2.87970294,0.13040577,0.04953548,0.34995560,0.57106370,0.48194072,0.90310827,0.04743560,1.32191427
-5.15957979,2.96744624,0.13626347,0.05263461,0.36445912,0.58821690,0.48067270,0.93518675,0.05099516,1.35696097
-5.15357679,3.05083535,0.14226484,0.05591758,0.37913762,0.60497140,0.47713971,0.96521253,0.05485285,1.38891724
-5.14757379,3.13023635,0.14843168,0.05938881,0.39403376,0.62145793,0.47155023,0.99308283,0.05903329,1.41794692
-5.14157079,3.20610713,0.15477790,0.06305005,0.40917875,0.63781155,0.46415081,1.01873434,0.06356173,1.44428444
-5.13556778,3.27896825,0.16130647,0.06689941,0.42458573,0.65416084,0.45521662,1.04214511,0.06846332,1.46822621
-5.12956478,3.34937481,0.16800667,0.07093049,0.44024402,0.67061745,0.44504167,1.06333685,0.07376228,1.49012175
-5.12356178,3.41789106,0.17485187,0.07513177,0.45611444,0.68726695,0.43392897,1.08237740,0.07948114,1.51036491
-5.11755878,3.48506924,0.18179789,0.07948621,0.47212616,0.70416119,0.42218139,1.09938360,0.08563989,1.52938562
-5.11155578,3.55143385,0.18878228,0.08397120,0.48817529,0.72131278,0.41009348,1.11452428,0.09225513,1.54764266
-5.10555278,3.61747195,0.19572445,0.08855879,0.50412543,0.73869211,0.39794478,1.12802319,0.09933919,1.56561736
-5.09954977,3.68362972,0.20252676,0.09321627,0.51981025,0.75622674,0.38599483,1.14016164,0.10689923,1.58380851
-5.09354677,3.75031501,0.20907664,0.09790698,0.53503797,0.77380364,0.37447999,1.15128047,0.11493630,1.60272811
-5.08754377,3.81790507,0.21524957,0.10259152,0.54959763,0.79127371,0.36361225,1.16178096,0.12344436,1.62289793
-5.08154077,3.88675818,0.22091293,0.10722907,0.56326690,0.80845856,0.35357963,1.17212424,0.13240938,1.64484623
-5.07553777,3.95722777,0.22593046,0.11177892,0.57582086,0.82515902,0.34454830,1.18282889,0.14180831,1.66910456
-5.06953477,4.02967704,0.23016720,0.11620205,0.58704152,0.84116486,0.33666566,1.19446628,0.15160828,1.69620376
-5.06353177,4.10449242,0.23349459,0.12046273,0.59672741,0.85626514,0.33006436,1.20765336,0.16176573,1.72666905
-5.05752876,4.18209384,0.23579564,0.12452999,0.60470271,0.87025850,0.32486646,1.22304283,0.17222588,1.76101362
-5.05152576,4.26294021,0.23696974,0.12837886,0.61082551,0.88296287,0.32118751,1.24131036,0.18292229,1.79973038
-5.04552276,4.34752873,0.23693692,0.13199143,0.61499463,0.89422392,0.31913983,1.26313915,0.19377678,1.84328180
-5.03951976,4.43638693,0.23564146,0.13535744,0.61715465,0.90392190,0.31883480,1.28920182,0.20469967,1.89208772
-5.03351676,4.53005701,0.23305451,0.13847454,0.61729887,0.91197629,0.32038371,1.32014000,0.21559047,1.94651116
-5.02751376,4.62907244,0.22917564,0.14134813,0.61546998,0.91834826,0.32389692,1.35654215,0.22633899,2.00684259
-5.02151076,4.73392732,0.22403337,0.14399072,0.61175849,0.92304063,0.32948132,1.39892004,0.23682690,2.07328282
-5.01550775,4.84503964,0.21768446,0.14642086,0.60629885,0.92609553,0.33723615,1.44768479,0.24692975,2.14592542
-5.00950475,4.96271004,0.21021221,0.14866176,0.59926368,0.92758988,0.34724717,1.50312314,0.25651943,2.22473910
-5.00350175,5.08707806,0.20172368,0.15073956,0.59085617,0.92762900,0.35957980,1.56537500,0.26546696,2.30955111
-4.99749875,5.21807851,0.19234616,0.15268138,0.58130140,0.92633887,0.37427135,1.63441318,0.27364554,2.40003251
-4.99149575,5.35540034,0.18222297,0.15451328,0.57083668,0.92385740,0.39132315,1.71002636,0.28093375,2.49568626
-4.98549275,5.49845115,0.17150878,0.15625822,0.55970175,0.92032542,0.41069298,1.79180636,0.28721883,2.59583927
-4.97948974,5.64632998,0.16036475,0.15793418,0.54812919,0.91587781,0.43228849,1.87914056,0.29239981,2.69963928
-4.97348674,5.79781097,0.14895369,0.15955249,0.53633559,0.91063548,0.45596230,1.97121057,0.29639035,2.80605753
-4.96748374,5.95134049,0.13743542,0.16111656,0.52451399,0.90469854,0.48150922,2.06699769,0.29912135,2.91389793
-4.96148074,6.10504923,0.12596254,0.16262103,0.51282785,0.89814119,0.50866616,2.16529577,0.30054294,3.02181339
-4.95547774,6.25678079,0.11467672,0.16405149,0.50140698,0.89100872,0.53711505,2.26473183,0.30062601,3.12832949
-4.94947474,6.40413699,0.10370573,0.16538473,0.49034547,0.88331659,0.56648889,2.36379426,0.29936310,3.23187561
-4.94347174,6.54453966,0.09316114,0.16658958,0.47970181,0.87505192,0.59638109,2.46086844,0.29676860,3.33082306
-4.93746873,6.67530753,0.08313684,0.16762832,0.46950102,0.86617724,0.62635772,2.55427880,0.29287842,3.42352953
-4.93146573,6.79374599,0.07370835,0.16845859,0.45973871,0.85663622,0.65597238,2.64233646,0.28774896,3.50838861
-4.92546273,6.89724656,0.06493274,0.16903564,0.45038671,0.84636120,0.68478312,2.72339075,0.28145564,3.58388288
-4.91945973,6.98339211,0.05684933,0.16931503,0.44140000,0.83528198,0.71237064,2.79588295,0.27409086,3.64863861
-4.91345673,7.05006329,0.04948083,0.16925527,0.43272437,0.82333542,0.73835675,2.85840007,0.26576175,3.70147985
-4.90745373,7.09554095,0.04283502,0.16882068,0.42430450,0.81047530,0.76242244,2.90972654,0.25658752,3.74147941
-4.90145073,7.11859948,0.03690664,0.16798394,0.41609183,0.79668165,0.78432416,2.94889134,0.24669678,3.76800430
-4.89544772,7.11858574,0.03167954,0.16672838,0.40805186,0.78196926,0.80390764,2.97520837,0.23622467,3.78075297
-4.88944472,7.09547884,0.02712891,0.16504984,0.40017032,0.76639447,0.82111815,2.98830791,0.22531012,3.77978220
-4.88344172,7.04992659,0.02322345,0.16295794,0.39245794,0.75006005,0.83600657,2.98815746,0.21409312,3.76552151
-4.87743872,6.98325550,0.01992749,0.16047664,0.38495347,0.73311751,0.84873055,2.97507038,0.20271220,3.73877366
-4.87143572,6.89745240,0.01720282,0.15764418,0.37772479,0.71576683,0.85955055,2.94970162,0.19130201,3.70070032
-4.86543272,6.79511686,0.01501041,0.15451216,0.37086796,0.69825326,0.86882064,2.91303023,0.17999119,3.65279266
-4.85942971,6.67938560,0.01331172,0.15114401,0.36450436,0.68086143,0.87697419,2.86632895,0.16890041,3.59682742
-4.85342671,6.55383092,0.01206981,0.14761281,0.35877588,0.66390677,0.88450513,2.81112185,0.15814069,3.53480977
-4.84742371,6.42233719,0.01125010,0.14399845,0.35383857,0.64772473,0.89194534,2.74913180,0.14781190,3.46890496
-4.84142071,6.28896029,0.01082079,0.14038458,0.34985507,0.63265824,0.89983924,2.68221962,0.13800159,3.40136145
-4.83541771,6.15777624,0.01075310,0.13685517,0.34698609,0.61904391,0.90871689,2.61231775,0.12878399,3.33442877
-4.82941471,6.03272558,0.01102119,0.13349108,0.34538157,0.60719776,0.91906667,2.54136117,0.12021934,3.27027378
-4.82341171,5.91746101,0.01160187,0.13036671,0.34517191,0.59740107,0.93130915,2.47121859,0.11235343,3.21089898
-4.81740870,5.81520525,0.01247416,0.12754701,0.34645987,0.58988722,0.94577337,2.40362703,0.10521749,3.15806679
-4.81140570,5.72862591,0.01361870,0.12508491,0.34931341,0.58482999,0.96267687,2.34013264,0.09882831,3.11323342
-4.80540270,5.65973358,0.01501708,0.12301934,0.35376014,0.58233411,0.98211057,2.28204025,0.09318868,3.07749536
-4.79939970,5.60980792,0.01665117,0.12137404,0.35978350,0.58242861,1.00402943,2.23037386,0.08828817,3.05155134
-4.79339670,5.57935536,0.01850237,0.12015708,0.36732112,0.58506307,1.02824941,2.18584968,0.08410415,3.03568133
-4.78739370,5.56810061,0.02055098,0.11936123,0.37626533,0.59010740,1.05445115,2.14886255,0.08060311,3.02974390
-4.78139070,5.57501214,0.02277564,0.11896506,0.38646599,0.59735485,1.08219026,2.11948622,0.07774225,3.03319192
-4.77538769,5.59836054,0.02515286,0.11893491,0.39773553,0.60652846,1.11091386,2.09748709,0.07547127,3.04510590
-4.76938469,5.63580674,0.02765671,0.11922733,0.40985589,0.61729045,1.13998261,2.08235032,0.07373429,3.06424331
-4.76338169,5.68451583,0.03025874,0.11979211,0.42258729,0.62925428,1.16869733,2.07331704,0.07247192,3.08910149
-4.75737869,5.74129082,0.03292794,0.12057565,0.43567817,0.64199880,1.19632890,2.06943040,0.07162332,3.11799108
-4.75137569,5.80271999,0.03563106,0.12152442,0.44887604,0.65508385,1.22214993,2.06958819,0.07112816,3.14911634
-4.74537269,5.86533068,0.03833298,0.12258845,0.46193855,0.66806657,1.24546687,2.07259956,0.07092857,3.18065862
-4.73936968,5.92574214,0.04099731,0.12372453,0.47464441,0.68051778,1.26565075,2.07724286,0.07097071,3.21085883
-4.73336668,5.98081056,0.04358715,0.12489904,0.48680340,0.69203751,1.28216527,2.08232219,0.07120623,3.23809511
-4.72736368,6.02775934,0.04606593,0.12609022,0.49826515,0.70226921,1.29459073,2.08672008,0.07159329,3.26095211
-4.72136068,6.06428900,0.04839834,0.12728970,0.50892605,0.71091183,1.30264261,2.08944400,0.07209721,3.27827871
-4.71535768,6.08866202,0.05055136,0.12850324,0.51873401,0.71772933,1.30618410,2.08966492,0.07269077,3.28923172
-4.70935468,6.09975911,0.05249518,0.12975072,0.52769076,0.72255727,1.30523175,2.08674656,0.07335404,3.29330372
-4.70335168,6.09710525,0.05420413,0.13106514,0.53585151,0.72530617,1.29995418,2.08026436,0.07407386,3.29033428
-4.69734867,6.08086501,0.05565750,0.13249091,0.54332196,0.72596161,1.29066386,2.07001384,0.07484295,3.28050422
-4.69134567,6.05180836,0.05684022,0.13408138,0.55025270,0.72458117,1.27780247,2.05600850,0.07565877,3.26431399
-4.68534267,6.01124969,0.05774333,0.13589575,0.55683136,0.72128838,1.26192067,2.03846796,0.07652207,3.24254741
-4.67933967,5.96096388,0.05836425,0.13799557,0.56327280,0.71626411,1.24365318,2.01779739,0.07743539,3.21622328
-4.67333667,5.90308445,0.05870688,0.14044096,0.56980786,0.70973598,1.22369056,1.99455973,0.07840150,3.18653756
-4.66733367,5.83998943,0.05878143,0.14328677,0.57667128,0.70196613,1.20274911,1.96944242,0.07942184,3.15479933
-4.66133067,5.77418129,0.05860400,0.14657900,0.58408942,0.69323830,1.18154034,1.94322064,0.08049521,3.12236403
-4.65532766,5.70816706,0.05819607,0.15035146,0.59226843,0.68384470,1.16074146,1.91671895,0.08161659,3.09056744
-4.64932466,5.64434479,0.05758368,0.15462311,0.60138372,0.67407331,1.14096843,1.89077344,0.08277639,3.06066385
-4.64332166,5.58490199,0.05679660,0.15939619,0.61157116,0.66419638,1.12275267,1.86619603,0.08395994,3.03377119
