energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.69384692,1.92537108,0.52309271,0.45711888,0.01012775,0.32358087,0.88716680,0.00000000,0.56159868,0.38446630
-5.68784392,2.00126417,0.54684877,0.48346950,0.01100783,0.32640168,0.93110801,0.00000000,0.58463789,0.38843123
-5.68184092,2.07478041,0.56913103,0.50907276,0.01189670,0.32947060,0.97330206,0.00000000,0.60759089,0.39211329
-5.67583792,2.14482469,0.58966902,0.53360277,0.01278463,0.33265989,1.01320601,0.00000000,0.63014928,0.39537389
-5.66983492,2.21035671,0.60821596,0.55674052,0.01366169,0.33585385,1.05029789,0.00000000,0.65201641,0.39809274
-5.66383192,2.27041460,0.62455439,0.57818121,0.01451793,0.33895115,1.08408840,0.00000000,0.67291462,0.40017026
-5.65782891,2.32413840,0.63850156,0.59764198,0.01534370,0.34186688,1.11413280,0.00000000,0.69259270,0.40152948
-5.65182591,2.37079273,0.64991435,0.61486954,0.01612989,0.34453430,1.14004270,0.00000000,0.71083329,0.40211767
-5.64582291,2.40978815,0.65869346,0.62964782,0.01686821,0.34690644,1.16149733,0.00000000,0.72746002,0.40190750
-5.63981991,2.44070034,0.66478688,0.64180506,0.01755134,0.34895738,1.17825390,0.00000000,0.74234412,0.40089794
-5.63381691,2.46328648,0.66819234,0.65122025,0.01817321,0.35068323,1.19015672,0.00000000,0.75541009,0.39911469
-5.62781391,2.47749790,0.66895865,0.65782855,0.01872908,0.35210264,1.19714448,0.00000000,0.76664012,0.39661019
-5.62181091,2.48348828,0.66718589,0.66162541,0.01921562,0.35325692,1.19925549,0.00000000,0.77607700,0.39346315
-5.61580790,2.48161660,0.66302414,0.66266916,0.01963097,0.35420952,1.19663030,0.00000000,0.78382513,0.38977758
-5.60980490,2.47244428,0.65667100,0.66108180,0.01997463,0.35504486,1.18951159,0.00000000,0.79004939,0.38568107
-5.60380190,2.45672603,0.64836761,0.65704779,0.02024743,0.35586642,1.17824091,0.00000000,0.79497174,0.38132255
-5.59779890,2.43539418,0.63839339,0.65081090,0.02045131,0.35679407,1.16325236,0.00000000,0.79886555,0.37686919
-5.59179590,2.40953655,0.62705953,0.64266881,0.02058916,0.35796056,1.14506313,0.00000000,0.80204748,0.37250267
-5.58579290,2.38036824,0.61470141,0.63296582,0.02066455,0.35950724,1.12426099,0.00000000,0.80486733,0.36841462
-5.57978989,2.34919785,0.60167019,0.62208361,0.02068151,0.36157920,1.10148925,0.00000000,0.80769598,0.36480153
-5.57378689,2.31738924,0.58832371,0.61043042,0.02064421,0.36431974,1.07742937,0.00000000,0.81091188,0.36185900
-5.56778389,2.28631987,0.57501715,0.59842893,0.02055681,0.36786449,1.05278198,0.00000000,0.81488663,0.35977559
-5.56178089,2.25733734,0.56209368,0.58650327,0.02042316,0.37233548,1.02824683,0.00000000,0.81997009,0.35872649
-5.55577789,2.23171561,0.54987546,0.57506566,0.02024666,0.37783519,1.00450246,0.00000000,0.82647578,0.35886716
-5.54977489,2.21061271,0.53865529,0.56450312,0.02003016,0.38444105,0.98218642,0.00000000,0.83466727,0.36032722
-5.54377189,2.19503170,0.52868925,0.55516491,0.01977583,0.39220059,0.96187664,0.00000000,0.84474596,0.36320483
-5.53776888,2.18578640,0.52019066,0.54735101,0.01948525,0.40112749,0.94407484,0.00000000,0.85684113,0.36756192
-5.53176588,2.18347369,0.51332540,0.54130240,0.01915938,0.41119884,0.92919262,0.00000000,0.87100261,0.37342036
-5.52576288,2.18845337,0.50820902,0.53719332,0.01879872,0.42235377,0.91754067,0.00000000,0.88719651,0.38075942
-5.51975988,2.20083676,0.50490547,0.53512601,0.01840343,0.43449358,0.90932168,0.00000000,0.90530429,0.38951476
-5.51375688,2.22048458,0.50342766,0.53512810,0.01797357,0.44748344,0.90462710,0.00000000,0.92512535,0.39957877
-5.50775388,2.24701433,0.50373974,0.53715285,0.01750921,0.46115575,0.90343794,0.00000000,0.94638303,0.41080276
-5.50175088,2.27981679,0.50576092,0.54108212,0.01701072,0.47531491,0.90562944,0.00000000,0.96873385,0.42300060
-5.49574787,2.31808125,0.50937067,0.54673210,0.01647892,0.48974351,0.91097938,0.00000000,0.99177962,0.43595392
-5.48974487,2.36082808,0.51441509,0.55386144,0.01591524,0.50420952,0.91917970,0.00000000,1.01508193,0.44941863
-5.48374187,2.40694734,0.52071399,0.56218147,0.01532185,0.51847431,0.92985072,0.00000000,1.03817835,0.46313255
-5.47773887,2.45524164,0.52806856,0.57136799,0.01470174,0.53230103,0.94255737,0.00000000,1.06059960,0.47682376
-5.47173587,2.50447117,0.53626901,0.58107418,0.01405873,0.54546299,0.95682665,0.00000000,1.08188689,0.49021940
-5.46573287,2.55339896,0.54510204,0.59094399,0.01339745,0.55775165,0.97216549,0.00000000,1.10160869,0.50305450
-5.45972986,2.60083398,0.55435768,0.60062532,0.01272325,0.56898368,0.98807817,0.00000000,1.11937592,0.51508033
-5.45372686,2.64567036,0.56383513,0.60978264,0.01204207,0.57900690,1.00408261,0.00000000,1.13485510,0.52607205
-5.44772386,2.68692072,0.57334758,0.61810817,0.01136023,0.58770461,1.01972464,0.00000000,1.14777848,0.53583518
-5.44172086,2.72374212,0.58272550,0.62533142,0.01068430,0.59499823,1.03458991,0.00000000,1.15795105,0.54421058
-5.43571786,2.75545383,0.59181860,0.63122654,0.01002081,0.60084792,1.04831278,0.00000000,1.16525383,0.55107775
-5.42971486,2.78154604,0.60049625,0.63561741,0.00937605,0.60525140,1.06058214,0.00000000,1.16964337,0.55635640
-5.42371186,2.80167969,0.60864648,0.63838010,0.00875587,0.60824079,1.07114386,0.00000000,1.17114778,0.56000603
-5.41770885,2.81567786,0.61617382,0.63944299,0.00816547,0.60987789,1.07980030,0.00000000,1.16985928,0.56202383
-5.41170585,2.82350971,0.62299613,0.63878458,0.00760920,0.61024809,1.08640688,0.00000000,1.16592408,0.56244098
-5.40570285,2.82526843,0.62904076,0.63642930,0.00709050,0.60945339,1.09086654,0.00000000,1.15953007,0.56131767
-5.39969985,2.82114512,0.63424043,0.63244178,0.00661176,0.60760486,1.09312232,0.00000000,1.15089321,0.55873706
-5.39369685,2.81140049,0.63852927,0.62691996,0.00617426,0.60481516,1.09314915,0.00000000,1.14024354,0.55479882
-5.38769385,2.79633658,0.64183924,0.61998769,0.00577824,0.60119164,1.09094533,0.00000000,1.12781160,0.54961247
-5.38169085,2.77627064,0.64409752,0.61178725,0.00542289,0.59683029,1.08652452,0.00000000,1.11381628,0.54329112
-5.37568784,2.75151297,0.64522496,0.60247230,0.00510644,0.59181121,1.07990893,0.00000000,1.09845473,0.53594586
-5.36968484,2.72235020,0.64513591,0.59220177,0.00482631,0.58619563,1.07112420,0.00000000,1.08189505,0.52768123
-5.36368184,2.68903531,0.64373956,0.58113494,0.00457922,0.58002495,1.06019644,0.00000000,1.06427215,0.51859202
-5.35767884,2.65178465,0.64094270,0.56942793,0.00436140,0.57332163,1.04715150,0.00000000,1.04568700,0.50876157
-5.35167584,2.61078222,0.63665390,0.55723179,0.00416869,0.56609193,1.03201667,0.00000000,1.02620923,0.49826146
-5.34567284,2.56619045,0.63078880,0.54469203,0.00399678,0.55833039,1.01482449,0.00000000,1.00588287,0.48715276
-5.33966983,2.51816652,0.62327632,0.53194942,0.00384136,0.55002554,0.99561828,0.00000000,0.98473460,0.47548852
-5.33366683,2.46688262,0.61406520,0.51914195,0.00369827,0.54116657,0.97445904,0.00000000,0.96278417,0.46331717
-5.32766383,2.41254840,0.60313065,0.50640730,0.00356363,0.53175039,0.95143289,0.00000000,0.94005579,0.45068672
-5.32166083,2.35543349,0.59048057,0.49388568,0.00343397,0.52178858,0.92665858,0.00000000,0.91659000,0.43764911
-5.31565783,2.29588820,0.57616086,0.48172240,0.00330632,0.51131369,0.90029414,0.00000000,0.89245491,0.42426462
-5.30965483,2.23436047,0.56025949,0.47006990,0.00317825,0.50038450,0.87254225,0.00000000,0.86775603,0.41060560
-5.30365183,2.17140736,0.54290910,0.45908875,0.00304793,0.48908972,0.84365372,0.00000000,0.84264404,0.39675964
-5.29764882,2.10769994,0.52428768,0.44894745,0.00291411,0.47754988,0.81392853,0.00000000,0.81731973,0.38283144
-5.29164582,2.04402083,0.50461752,0.43982080,0.00277613,0.46591722,0.78371440,0.00000000,0.79203591,0.36894359
-5.28564282,1.98125402,0.48416214,0.43188681,0.00263386,0.45437359,0.75340270,0.00000000,0.76709593,0.35523593
-5.27963982,1.92036739,0.46322158,0.42532217,0.00248766,0.44312629,0.72342179,0.00000000,0.74284887,0.34186362
-5.27363682,1.86238860,0.44212603,0.42029661,0.00233830,0.43240222,0.69422815,0.00000000,0.71968162,0.32899393
-5.26763382,1.80837572,0.42122828,0.41696631,0.00218688,0.42244050,0.66629561,0.00000000,0.69800830,0.31680202
-5.26163082,1.75938395,0.40089518,0.41546684,0.00203477,0.41348412,0.64010334,0.00000000,0.67825743,0.30546591
-5.25562781,1.71643040,0.38149865,0.41590608,0.00188349,0.40577083,0.61612301,0.00000000,0.66085762,0.29516092
-5.24962481,1.68045876,0.36340648,0.41835755,0.00173469,0.39952409,0.59480594,0.00000000,0.64622252,0.28605393
-5.24362181,1.65230573,0.34697340,0.42285469,0.00159002,0.39494420,0.57657066,0.00000000,0.63473568,0.27829777
-5.23761881,1.63267091,0.33253263,0.42938649,0.00145109,0.39220030,0.56179153,0.00000000,0.62673614,0.27202602
-5.23161581,1.62209175,0.32038835,0.43789479,0.00131944,0.39142360,0.55078890,0.00000000,0.62250541,0.26734852
-5.22561281,1.62092453,0.31080912,0.44827358,0.00119647,0.39270197,0.54382100,0.00000000,0.62225631,0.26434773
-5.21960980,1.62933236,0.30402249,0.46037040,0.00108343,0.39607638,0.54107803,0.00000000,0.62612427,0.26307619
-5.21360680,1.64728036,0.30021078,0.47398988,0.00098139,0.40153911,0.54267833,0.00000000,0.63416135,0.26355503
-5.20760380,1.67453816,0.29950813,0.48889927,0.00089126,0.40903383,0.54866680,0.00000000,0.64633320,0.26577368
-5.20160080,1.71068917,0.30199865,0.50483575,0.00081375,0.41845747,0.55901526,0.00000000,0.66251888,0.26969060
-5.19559780,1.75514592,0.30771566,0.52151517,0.00074942,0.42966367,0.57362477,0.00000000,0.68251373,0.27523503
-5.18959480,1.80717048,0.31664178,0.53864174,0.00069866,0.44246778,0.59232939,0.00000000,0.70603489,0.28230960
-5.18359180,1.86589866,0.32870990,0.55591825,0.00066175,0.45665278,0.61490126,0.00000000,0.73272917,0.29079353
-5.17758879,1.93036685,0.34380478,0.57305619,0.00063883,0.47197623,0.64105663,0.00000000,0.76218318,0.30054636
-5.17158579,1.99954006,0.36176518,0.58978535,0.00062997,0.48817759,0.67046245,0.00000000,0.79393491,0.31141193
-5.16558279,2.07233995,0.38238650,0.60586231,0.00063512,0.50498579,0.70274338,0.00000000,0.82748662,0.32322250
-5.15957979,2.14767171,0.40542377,0.62107746,0.00065420,0.52212670,0.73748885,0.00000000,0.86231846,0.33580277
-5.15357679,2.22444894,0.43059510,0.63526019,0.00068706,0.53933023,0.77426010,0.00000000,0.89790217,0.34897366
-5.14757379,2.30161562,0.45758548,0.64828202,0.00073350,0.55633686,0.81259700,0.00000000,0.93371474,0.36255589
-5.14157079,2.37816488,0.48605095,0.66005762,0.00079328,0.57290345,0.85202463,0.00000000,0.96925116,0.37637306
-5.13556778,2.45315419,0.51562328,0.67054362,0.00086611,0.58880819,0.89205954,0.00000000,1.00403620,0.39025443
-5.12956478,2.52571692,0.54591510,0.67973548,0.00095165,0.60385461,0.93221584,0.00000000,1.03763466,0.40403713
-5.12356178,2.59507057,0.57652550,0.68766263,0.00104947,0.61787467,0.97201101,0.00000000,1.06965984,0.41756814
-5.11755878,2.66052189,0.60704627,0.69438221,0.00115909,0.63073092,1.01097156,0.00000000,1.09978003,0.43070573
-5.11155578,2.72146937,0.63706847,0.69997178,0.00127993,0.64231778,1.04863863,0.00000000,1.12772284,0.44332069
-5.10555278,2.77740362,0.66618960,0.70452163,0.00141130,0.65256206,1.08457352,0.00000000,1.15327732,0.45529727
-5.09954977,2.82790625,0.69402108,0.70812695,0.00155239,0.66142273,1.11836319,0.00000000,1.17629394,0.46653390
-5.09354677,2.87264766,0.72019590,0.71088041,0.00170225,0.66889012,1.14962574,0.00000000,1.19668250,0.47694381
-5.08754377,2.91138445,0.74437638,0.71286565,0.00185979,0.67498465,1.17801578,0.00000000,1.21440829,0.48645548
-5.08154077,2.94395659,0.76626170,0.71415184,0.00202375,0.67975508,1.20322965,0.00000000,1.22948664,0.49501310
-5.07553777,2.97028486,0.78559511,0.71478975,0.00219273,0.68327654,1.22501037,0.00000000,1.24197645,0.50257688
-5.06953477,2.99036865,0.80217038,0.71480941,0.00236516,0.68564829,1.24315218,0.00000000,1.25197293,0.50912341
-5.06353177,3.00428413,0.81583734,0.71421941,0.00253930,0.68699132,1.25750449,0.00000000,1.25960002,0.51464584
-5.05752876,3.01218286,0.82650627,0.71300790,0.00271331,0.68744575,1.26797506,0.00000000,1.26500308,0.51915404
-5.05152576,3.01429046,0.83415082,0.71114503,0.00288521,0.68716824,1.27453234,0.00000000,1.26834208,0.52267454
-5.04552276,3.01090524,0.83880931,0.70858675,0.00305295,0.68632920,1.27720662,0.00000000,1.26978568,0.52525032
-5.03951976,3.00239634,0.84058425,0.70527953,0.00321441,0.68510987,1.27609002,0.00000000,1.26950657,0.52694028
-5.03351676,2.98920094,0.83963997,0.70116576,0.00336750,0.68369931,1.27133516,0.00000000,1.26767813,0.52781841
-5.02751376,2.97182034,0.83619841,0.69618952,0.00351013,0.68229119,1.26315230,0.00000000,1.26447254,0.52797262
-5.02151076,2.95081425,0.83053294,0.69030208,0.00364034,0.68108036,1.25180516,0.00000000,1.26006018,0.52750307
-5.01550775,2.92679324,0.82296059,0.68346718,0.00375630,0.68025921,1.23760519,0.00000000,1.25461033,0.52652011
-5.00950475,2.90040898,0.81383263,0.67566538,0.00385640,0.68001380,1.22090458,0.00000000,1.24829273,0.52514173
-5.00350175,2.87234228,0.80352400,0.66689743,0.00393925,0.68051980,1.20208796,0.00000000,1.24127975,0.52349063
-4.99749875,2.84328893,0.79242176,0.65718648,0.00400383,0.68193816,1.18156310,0.00000000,1.23374886,0.52169084
-4.99149575,2.81394362,0.78091307,0.64657886,0.00404941,0.68441084,1.15975078,0.00000000,1.22588489,0.51986407
-4.98549275,2.78498245,0.76937305,0.63514357,0.00407568,0.68805650,1.13707418,0.00000000,1.21788184,0.51812592
-4.97948974,2.75704444,0.75815302,0.62297040,0.00408274,0.69296633,1.11394809,0.00000000,1.20994397,0.51658196
-4.97348674,2.73071299,0.74756958,0.61016695,0.00407110,0.69920043,1.09076824,0.00000000,1.20228582,0.51532398
-4.96748374,2.70649805,0.73789490,0.59685457,0.00404174,0.70678463,1.06790129,0.00000000,1.19513132,0.51442653
-4.96148074,2.68481995,0.72934872,0.58316374,0.00399602,0.71570826,1.04567572,0.00000000,1.18871175,0.51394401
-4.95547774,2.66599596,0.72209235,0.56922890,0.00393573,0.72592297,1.02437403,0.00000000,1.18326293,0.51390832
-4.94947474,2.65023030,0.71622487,0.55518330,0.00386301,0.73734284,1.00422662,0.00000000,1.17902172,0.51432751
-4.94347174,2.63760866,0.71178186,0.54115397,0.00378036,0.74984592,0.98540755,0.00000000,1.17622215,0.51518527
-4.93746873,2.62809760,0.70873657,0.52725733,0.00369053,0.76327737,0.96803247,0.00000000,1.17509164,0.51644167
-4.93146573,2.62154939,0.70700361,0.51359546,0.00359652,0.77745420,0.95215877,0.00000000,1.17584756,0.51803489
-4.92546273,2.61771231,0.70644483,0.50025343,0.00350147,0.79217153,0.93778800,0.00000000,1.17869444,0.51988415
-4.91945973,2.61624613,0.70687739,0.48729764,0.00340866,0.80721024,0.92487044,0.00000000,1.18382217,0.52189366
-4.91345673,2.61674231,0.70808345,0.47477542,0.00332137,0.82234576,0.91331160,0.00000000,1.19140519,0.52395741
-4.90745373,2.61874795,0.70982101,0.46271567,0.00324288,0.83735764,0.90298045,0.00000000,1.20160285,0.52596471
-4.90145073,2.62179236,0.71183563,0.45113055,0.00317638,0.85203942,0.89371884,0.00000000,1.21456063,0.52780607
-4.89544772,2.62541490,0.71387222,0.44001811,0.00312491,0.86620839,0.88535169,0.00000000,1.23041223,0.52937921
-4.88944472,2.62919255,0.71568653,0.42936552,0.00309131,0.87971463,0.87769753,0.00000000,1.24928193,0.53059488
-4.88344172,2.63276558,0.71705573,0.41915273,0.00307818,0.89244889,0.87057875,0.00000000,1.27128698,0.53138206
-4.87743872,2.63585988,0.71778759,0.40935630,0.00308781,0.90434876,0.86383100,0.00000000,1.29653954,0.53169239
-4.87143572,2.63830463,0.71772796,0.39995314,0.00312212,0.91540272,0.85731149,0.00000000,1.32514755,0.53150343
-4.86543272,2.64004399,0.71676609,0.39092385,0.00318269,0.92565175,0.85090552,0.00000000,1.35721435,0.53082056
-4.85942971,2.64114224,0.71483771,0.38225560,0.00327062,0.93518831,0.84453110,0.00000000,1.39283653,0.52967745
-4.85342671,2.64178175,0.71192572,0.37394418,0.00338660,0.94415260,0.83814145,0.00000000,1.43209992,0.52813494
-4.84742371,2.64225397,0.70805857,0.36599537,0.00353078,0.95272617,0.83172529,0.00000000,1.47507355,0.52627845
-4.84142071,2.64294356,0.70330646,0.35842542,0.00370283,0.96112318,0.82530500,0.00000000,1.52180178,0.52421395
-4.83541771,2.64430668,0.69777570,0.35126071,0.00390187,0.96957955,0.81893281,0.00000000,1.57229473,0.52206274
-4.82941471,2.64684450,0.69160144,0.34453679,0.00412649,0.97834059,0.81268543,0.00000000,1.62651755,0.51995525
-4.82341171,2.65107326,0.68493933,0.33829669,0.00437471,0.98764756,0.80665732,0.00000000,1.68437886,0.51802425
-4.81740870,2.65749251,0.67795645,0.33258906,0.00464404,0.99772387,0.80095328,0.00000000,1.74571917,0.51639775
-4.81140570,2.66655328,0.67082217,0.32746589,0.00493144,1.00876155,0.79568062,0.00000000,1.81029982,0.51519192
-4.80540270,2.67862779,0.66369908,0.32298047,0.00523340,1.02090848,0.79094164,0.00000000,1.87779312,0.51450449
-4.79939970,2.69398232,0.65673481,0.31918547,0.00554597,1.03425721,0.78682662,0.00000000,1.94777454,0.51440887
-4.79339670,2.71275470,0.65005479,0.31613147,0.00586480,1.04883564,0.78340806,0.00000000,2.01971725,0.51494930
-4.78739370,2.73493757,0.64375650,0.31386613,0.00618523,1.06460020,0.78073619,0.00000000,2.09298987,0.51613729
-4.78139070,2.76036835,0.63790526,0.31243398,0.00650233,1.08143167,0.77883628,0.00000000,2.16685762,0.51794943
-4.77538769,2.78872641,0.63253183,0.31187707,0.00681106,1.09913398,0.77770775,0.00000000,2.24048732,0.52032682
-4.76938469,2.81953781,0.62763183,0.31223623,0.00710630,1.11743596,0.77732517,0.00000000,2.31295616,0.52317595
-4.76338169,2.85218724,0.62316692,0.31355319,0.00738299,1.13599620,0.77764110,0.00000000,2.38326460,0.52637115
-4.75737869,2.88593699,0.61906768,0.31587314,0.00763622,1.15441058,0.77859057,0.00000000,2.45035288,0.52975844
-4.75137569,2.91995186,0.61523799,0.31924774,0.00786137,1.17222250,0.78009695,0.00000000,2.51312108,0.53316055
-4.74537269,2.95332924,0.61156064,0.32373832,0.00805416,1.18893536,0.78207886,0.00000000,2.57045223,0.53638303
-4.73936968,2.98513285,0.60790387,0.32941887,0.00821081,1.20402683,0.78445767,0.00000000,2.62123788,0.53922109
-4.73336668,3.01442878,0.60412852,0.33637878,0.00832807,1.21696448,0.78716516,0.00000000,2.66440537,0.54146689
-4.72736368,3.04032226,0.60009548,0.34472478,0.00840334,1.22722229,0.79015081,0.00000000,2.69894619,0.54291710
-4.72136068,3.06199338,0.59567296,0.35458187,0.00843474,1.23429736,0.79338830,0.00000000,2.72394429,0.54338025
-4.71535768,3.07873029,0.59074331,0.36609306,0.00842112,1.23772635,0.79688056,0.00000000,2.73860356,0.54268376
-4.70935468,3.08995820,0.58520904,0.37941751,0.00836212,1.23710096,0.80066327,0.00000000,2.74227337,0.54068021
-4.70335168,3.09526272,0.57899780,0.39472703,0.00825814,1.23208204,0.80480612,0.00000000,2.73447136,0.53725277
-4.69734867,3.09440659,0.57206591,0.41220087,0.00811040,1.22241168,0.80941185,0.00000000,2.71490226,0.53231936
-4.69134567,3.08733858,0.56440052,0.43201865,0.00792083,1.20792286,0.81461282,0.00000000,2.68347226,0.52583566
-4.68534267,3.07419429,0.55602007,0.45435181,0.00769209,1.18854640,0.82056513,0.00000000,2.64029790,0.51779652
-4.67933967,3.05528859,0.54697324,0.47935356,0.00742743,1.16431479,0.82744054,0.00000000,2.58570924,0.50823608
-4.67333667,3.03109989,0.53733625,0.50714793,0.00713069,1.13536281,0.83541640,0.00000000,2.52024681,0.49722630
-4.66733367,3.00224721,0.52720888,0.53781816,0.00680612,1.10192499,0.84466404,0.00000000,2.44465245,0.48487422
-4.66133067,2.96946085,0.51670933,0.57139530,0.00645834,1.06432990,0.85533637,0.00000000,2.35985423,0.47131788
-4.65532766,2.93354853,0.50596815,0.60784731,0.00609219,1.02299168,0.86755510,0.00000000,2.26694590,0.45672128
-4.64932466,2.89535843,0.49512183,0.64706975,0.00571261,0.97839893,0.88139861,0.00000000,2.16716177,0.44126857
-4.64332166,2.85574155,0.48430613,0.68887835,0.00532458,0.93110171,0.89689101,0.00000000,2.06184774,0.42515760
