energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up
-5.90395198,7.05890864,1.66511218,4.68027860,0.02669023,0.09962121,0.04821841,0.00000000,1.69589836,0.00000000
-5.89794897,7.15743965,1.71867737,4.70810126,0.02685788,0.10296542,0.04936288,0.00000000,1.73945868,0.00000000
-5.89194597,7.27060576,1.77502560,4.74821698,0.02712195,0.10642110,0.05052364,0.00000000,1.78429158,0.00000000
-5.88594297,7.39647684,1.83363025,4.79912268,0.02747823,0.10995465,0.05169754,0.00000000,1.83010382,0.00000000
-5.87993997,7.53287889,1.89387587,4.85917193,0.02792114,0.11353123,0.05288096,0.00000000,1.87653955,0.00000000
-5.87393697,7.67746754,1.95506904,4.92663938,0.02844412,0.11711530,0.05406982,0.00000000,1.92318789,0.00000000
-5.86793397,7.82780847,2.01645270,4.99978713,0.02903989,0.12067102,0.05525974,0.00000000,1.96959378,0.00000000
-5.86193097,7.98146263,2.07722358,5.07693119,0.02970081,0.12416274,0.05644616,0.00000000,2.01527184,0.00000000
-5.85592796,8.13607380,2.13655253,5.15650609,0.03041930,0.12755556,0.05762454,0.00000000,2.05972295,0.00000000
-5.84992496,8.28945573,2.19360693,5.23712564,0.03118820,0.13081580,0.05879061,0.00000000,2.10245274,0.00000000
-5.84392196,8.43967569,2.24757479,5.31763767,0.03200110,0.13391164,0.05994061,0.00000000,2.14299139,0.00000000
-5.83791896,8.58513109,2.29768936,5.39717081,0.03285274,0.13681375,0.06107157,0.00000000,2.18091366,0.00000000
-5.83191596,8.72461569,2.34325349,5.47517115,0.03373927,0.13949591,0.06218156,0.00000000,2.21585828,0.00000000
-5.82591296,8.85737201,2.38366262,5.55142691,0.03465852,0.14193572,0.06326996,0.00000000,2.24754557,0.00000000
-5.81990995,8.98312678,2.41842518,5.62607963,0.03561007,0.14411523,0.06433767,0.00000000,2.27579222,0.00000000
-5.81390695,9.10210665,2.44717968,5.69962043,0.03659541,0.14602156,0.06538723,0.00000000,2.30052243,0.00000000
-5.80790395,9.21503219,2.46970712,5.77287072,0.03761777,0.14764734,0.06642288,0.00000000,2.32177436,0.00000000
-5.80190095,9.32308892,2.48593837,5.84694716,0.03868201,0.14899110,0.06745055,0.00000000,2.33970152,0.00000000
-5.79589795,9.42787528,2.49595558,5.92321140,0.03979430,0.15005739,0.06847767,0.00000000,2.35456854,0.00000000
-5.78989495,9.53132845,2.49998765,6.00320585,0.04096166,0.15085675,0.06951295,0.00000000,2.36674137,0.00000000
-5.78389195,9.63563038,2.49839949,6.08857765,0.04219146,0.15140531,0.07056593,0.00000000,2.37667207,0.00000000
-5.77788894,9.74309726,2.49167563,6.18099347,0.04349080,0.15172428,0.07164658,0.00000000,2.38487876,0.00000000
-5.77188594,9.85605711,2.48039866,6.28204878,0.04486575,0.15183906,0.07276467,0.00000000,2.39192144,0.00000000
-5.76588294,9.97672078,2.46522356,6.39317542,0.04632069,0.15177820,0.07392915,0.00000000,2.39837500,0.00000000
-5.75987994,10.10705247,2.44684896,6.51555184,0.04785754,0.15157210,0.07514749,0.00000000,2.40480040,0.00000000
-5.75387694,10.24864626,2.42598686,6.65002053,0.04947506,0.15125165,0.07642504,0.00000000,2.41171566,0.00000000
-5.74787394,10.40261491,2.40333216,6.79701676,0.05116824,0.15084675,0.07776442,0.00000000,2.41956795,0.00000000
-5.74187094,10.56949704,2.37953347,6.95651280,0.05292781,0.15038489,0.07916494,0.00000000,2.42870831,0.00000000
-5.73586793,10.74918789,2.35516677,7.12798072,0.05473989,0.14988975,0.08062227,0.00000000,2.43937032,0.00000000
-5.72986493,10.94089773,2.33071308,7.31037627,0.05658583,0.14938002,0.08212809,0.00000000,2.45165373,0.00000000
-5.72386193,11.14314080,2.30654120,7.50214537,0.05844231,0.14886848,0.08367006,0.00000000,2.46551407,0.00000000
-5.71785893,11.35375583,2.28289636,7.70125331,0.06028160,0.14836128,0.08523186,0.00000000,2.48075871,0.00000000
-5.71185593,11.56995776,2.25989518,7.90523584,0.06207209,0.14785762,0.08679345,0.00000000,2.49704966,0.00000000
-5.70585293,11.78841847,2.23752700,8.11127000,0.06377901,0.14734973,0.08833154,0.00000000,2.51391299,0.00000000
-5.69984992,12.00537289,2.21566152,8.31626162,0.06536542,0.14682325,0.08982016,0.00000000,2.53075448,0.00000000
-5.69384692,12.21674535,2.19406186,8.51694524,0.06679324,0.14625786,0.09123141,0.00000000,2.54688071,0.00000000
-5.68784392,12.41829036,2.17240265,8.70999197,0.06802453,0.14562825,0.09253625,0.00000000,2.56152469,0.00000000
-5.68184092,12.60574088,2.15029164,8.89211987,0.06902273,0.14490530,0.09370546,0.00000000,2.57387479,0.00000000
-5.67583792,12.77495713,2.12729398,9.06020194,0.06975402,0.14405745,0.09471050,0.00000000,2.58310569,0.00000000
-5.66983492,12.92206919,2.10295771,9.21136643,0.07018851,0.14305216,0.09552447,0.00000000,2.58841005,0.00000000
-5.66383192,13.04360679,2.07683923,9.34308517,0.07030142,0.14185738,0.09612291,0.00000000,2.58902940,0.00000000
-5.65782891,13.13661098,2.04852748,9.45324599,0.07007406,0.14044301,0.09648462,0.00000000,2.58428317,0.00000000
-5.65182591,13.19872315,2.01766587,9.54020658,0.06949457,0.13878227,0.09659228,0.00000000,2.57359454,0.00000000
-5.64582291,13.22824841,1.98397090,9.60282794,0.06855849,0.13685287,0.09643303,0.00000000,2.55651226,0.00000000
-5.63981991,13.22419171,1.94724684,9.64048702,0.06726899,0.13463803,0.09599881,0.00000000,2.53272764,0.00000000
-5.63381691,13.18626660,1.90739601,9.65306905,0.06563687,0.13212723,0.09528658,0.00000000,2.50208612,0.00000000
-5.62781391,13.11487787,1.86442435,9.64094142,0.06368023,0.12931678,0.09429843,0.00000000,2.46459321,0.00000000
-5.62181091,13.01108070,1.81844236,9.60491161,0.06142392,0.12621004,0.09304150,0.00000000,2.42041471,0.00000000
-5.61580790,12.87651984,1.76966157,9.54617282,0.05889878,0.12281751,0.09152771,0.00000000,2.36987133,0.00000000
-5.60980490,12.71335340,1.71838686,9.46624111,0.05614060,0.11915658,0.08977345,0.00000000,2.31342815,0.00000000
-5.60380190,12.52416600,1.66500532,9.36688836,0.05318902,0.11525116,0.08779909,0.00000000,2.25167936,0.00000000
-5.59779890,12.31187667,1.60997215,9.25007530,0.05008632,0.11113105,0.08562842,0.00000000,2.18532919,0.00000000
-5.59179590,12.07964632,1.55379450,9.11788864,0.04687613,0.10683124,0.08328798,0.00000000,2.11516954,0.00000000
-5.58579290,11.83078959,1.49701380,8.97248562,0.04360220,0.10239098,0.08080640,0.00000000,2.04205559,0.00000000
-5.57978989,11.56869521,1.44018764,8.81604899,0.04030722,0.09785291,0.07821362,0.00000000,1.96687998,0.00000000
-5.57378689,11.29675783,1.38387176,8.65075411,0.03703177,0.09326200,0.07554013,0.00000000,1.89054689,0.00000000
-5.56778389,11.01832375,1.32860295,8.47874912,0.03381334,0.08866460,0.07281625,0.00000000,1.81394668,0.00000000
-5.56178089,10.73665152,1.27488349,8.30214814,0.03068564,0.08410737,0.07007139,0.00000000,1.73793224,0.00000000
-5.55577789,10.45488744,1.22316766,8.12303605,0.02767796,0.07963642,0.06733338,0.00000000,1.66329767,0.00000000
-5.54977489,10.17605474,1.17385076,7.94348300,0.02481487,0.07529637,0.06462791,0.00000000,1.59076012,0.00000000
-5.54377189,9.90305433,1.12726085,7.76556540,0.02211596,0.07112958,0.06197798,0.00000000,1.52094533,0.00000000
-5.53776888,9.63867411,1.08365360,7.59139000,0.01959587,0.06717546,0.05940353,0.00000000,1.45437720,0.00000000
-5.53176588,9.38560312,1.04321000,7.42311679,0.01726446,0.06346992,0.05692116,0.00000000,1.39147155,0.00000000
-5.52576288,9.14644650,1.00603700,7.26297686,0.01512704,0.06004492,0.05454400,0.00000000,1.33253429,0.00000000
-5.51975988,8.92373708,0.97217084,7.11328092,0.01318480,0.05692813,0.05228164,0.00000000,1.27776350,0.00000000
-5.51375688,8.71993951,0.94158264,6.97641524,0.01143531,0.05414272,0.05014028,0.00000000,1.22725530,0.00000000
-5.50775388,8.53744358,0.91418588,6.85482195,0.00987300,0.05170725,0.04812293,0.00000000,1.18101288,0.00000000
-5.50175088,8.37854388,0.88984526,6.75096201,0.00848977,0.04963561,0.04622969,0.00000000,1.13895802,0.00000000
-5.49574787,8.24540411,0.86838640,6.66726025,0.00727551,0.04793707,0.04445823,0.00000000,1.10094435,0.00000000
-5.48974487,8.14000551,0.84960568,6.60603295,0.00621865,0.04661633,0.04280414,0.00000000,1.06677152,0.00000000
-5.48374187,8.06408031,0.83327992,6.56940021,0.00530667,0.04567360,0.04126149,0.00000000,1.03619956,0.00000000
-5.47773887,8.01903237,0.81917519,6.55918627,0.00452654,0.04510468,0.03982327,0.00000000,1.00896248,0.00000000
-5.47173587,8.00584854,0.80705443,6.57681250,0.00386514,0.04490104,0.03848184,0.00000000,0.98478060,0.00000000
-5.46573287,8.02500537,0.79668360,6.62318849,0.00330953,0.04504986,0.03722938,0.00000000,0.96337096,0.00000000
-5.45972986,8.07637702,0.78783606,6.69860761,0.00284729,0.04553405,0.03605819,0.00000000,0.94445546,0.00000000
-5.45372686,8.15915045,0.78029530,6.80265368,0.00246667,0.04633227,0.03496097,0.00000000,0.92776647,0.00000000
-5.44772386,8.27175460,0.77385584,6.93412534,0.00215678,0.04741895,0.03393099,0.00000000,0.91305001,0.00000000
-5.44172086,8.41180979,0.76832280,7.09098430,0.00190762,0.04876429,0.03296220,0.00000000,0.90006650,0.00000000
-5.43571786,8.57610329,0.76351023,7.27033284,0.00171020,0.05033437,0.03204919,0.00000000,0.88858960,0.00000000
-5.42971486,8.76059571,0.75923864,7.46842462,0.00155650,0.05209126,0.03118713,0.00000000,0.87840351,0.00000000
-5.42371186,8.96046166,0.75533224,7.68071132,0.00143948,0.05399328,0.03037168,0.00000000,0.86929932,0.00000000
-5.41770885,9.17016630,0.75161626,7.90192586,0.00135303,0.05599540,0.02959880,0.00000000,0.86107106,0.00000000
-5.41170585,9.38357758,0.74791488,8.12620099,0.00129195,0.05804974,0.02886459,0.00000000,0.85351208,0.00000000
-5.40570285,9.59411185,0.74405004,8.34722017,0.00125184,0.06010626,0.02816511,0.00000000,0.84641236,0.00000000
-5.39969985,9.79490861,0.73984152,8.55839549,0.00122909,0.06211362,0.02749629,0.00000000,0.83955712,0.00000000
-5.39369685,9.97902822,0.73510842,8.75306622,0.00122078,0.06402017,0.02685378,0.00000000,0.83272725,0.00000000
-5.38769385,10.13966491,0.72967215,8.92470971,0.00122470,0.06577508,0.02623298,0.00000000,0.82570154,0.00000000
-5.38169085,10.27036617,0.72336074,9.06715585,0.00123922,0.06732959,0.02562904,0.00000000,0.81826092,0.00000000
-5.37568784,10.36524895,0.71601440,9.17479564,0.00126332,0.06863827,0.02503693,0.00000000,0.81019434,0.00000000
-5.36968484,10.41920282,0.70749186,9.24277449,0.00129653,0.06966028,0.02445165,0.00000000,0.80130601,0.00000000
-5.36368184,10.42807069,0.69767724,9.26716160,0.00133893,0.07036064,0.02386838,0.00000000,0.79142362,0.00000000
-5.35767884,10.38879856,0.68648676,9.24508758,0.00139114,0.07071130,0.02328273,0.00000000,0.78040673,0.00000000
-5.35167584,10.29954714,0.67387503,9.17484433,0.00145427,0.07069205,0.02269097,0.00000000,0.76815487,0.00000000
-5.34567284,10.15976011,0.65984020,9.05594265,0.00152997,0.07029127,0.02209028,0.00000000,0.75461459,0.00000000
-5.33966983,9.97018569,0.64442769,8.88912542,0.00162037,0.06950632,0.02147893,0.00000000,0.73978494,0.00000000
-5.33366683,9.73285075,0.62773211,8.67633611,0.00172808,0.06834369,0.02085647,0.00000000,0.72372067,0.00000000
-5.32766383,9.45098879,0.60989708,8.42064483,0.00185617,0.06681885,0.02022383,0.00000000,0.70653308,0.00000000
-5.32166083,9.12892548,0.59111289,8.12613574,0.00200814,0.06495576,0.01958330,0.00000000,0.68838791,0.00000000
-5.31565783,8.77192732,0.57161202,7.79776170,0.00218791,0.06278613,0.01893856,0.00000000,0.66950063,0.00000000
-5.30965483,8.38602089,0.55166273,7.44117326,0.00239969,0.06034838,0.01829451,0.00000000,0.65012889,0.00000000
-5.30365183,7.97779100,0.53156093,7.06253002,0.00264805,0.05768646,0.01765709,0.00000000,0.63056282,0.00000000
-5.29764882,7.55416705,0.51162086,6.66830301,0.00293774,0.05484844,0.01703300,0.00000000,0.61111338,0.00000000
-5.29164582,7.12220707,0.49216504,6.26507655,0.00327370,0.05188511,0.01642946,0.00000000,0.59209959,0.00000000
-5.28564282,6.68888861,0.47351395,5.85935794,0.00366098,0.04884843,0.01585383,0.00000000,0.57383517,0.00000000
-5.27963982,6.26091480,0.45597626,5.45740210,0.00410470,0.04579014,0.01531331,0.00000000,0.55661550,0.00000000
-5.27363682,5.84454292,0.43983985,5.06505756,0.00460996,0.04276041,0.01481457,0.00000000,0.54070556,0.00000000
-5.26763382,5.44544124,0.42536432,4.68763842,0.00518184,0.03980665,0.01436355,0.00000000,0.52632951,0.00000000
-5.26163082,5.06857824,0.41277541,4.32982566,0.00582541,0.03697251,0.01396512,0.00000000,0.51366261,0.00000000
-5.25562781,4.71814660,0.40226145,3.99559936,0.00654570,0.03429713,0.01362297,0.00000000,0.50282585,0.00000000
-5.24962481,4.39752237,0.39397223,3.68820196,0.00734776,0.03181457,0.01333951,0.00000000,0.49388367,0.00000000
-5.24362181,4.10925834,0.38802013,3.41013121,0.00823675,0.02955357,0.01311582,0.00000000,0.48684475,0.00000000
-5.23761881,3.85510882,0.38448345,3.16316010,0.00921802,0.02753744,0.01295172,0.00000000,0.48166608,0.00000000
-5.23161581,3.63608192,0.38341183,2.94838028,0.01029726,0.02578426,0.01284592,0.00000000,0.47825982,0.00000000
-5.22561281,3.45251427,0.38483305,2.76626428,0.01148065,0.02430719,0.01279624,0.00000000,0.47650264,0.00000000
-5.21960980,3.30416273,0.38876110,2.61674192,0.01277501,0.02311498,0.01279981,0.00000000,0.47624713,0.00000000
-5.21360680,3.19030687,0.39520474,2.49928551,0.01418802,0.02221250,0.01285344,0.00000000,0.47733445,0.00000000
-5.20760380,3.10985633,0.40417598,2.41299898,0.01572835,0.02160149,0.01295387,0.00000000,0.47960767,0.00000000
-5.20160080,3.06145711,0.41569799,2.35670603,0.01740580,0.02128112,0.01309815,0.00000000,0.48292500,0.00000000
-5.19559780,3.04359171,0.42981182,2.32903308,0.01923144,0.02124871,0.01328394,0.00000000,0.48717226,0.00000000
-5.18959480,3.05466843,0.44658132,2.32848342,0.02121761,0.02150031,0.01350974,0.00000000,0.49227385,0.00000000
-5.18359180,3.09309618,0.46609609,2.35349974,0.02337792,0.02203114,0.01377518,0.00000000,0.49820175,0.00000000
-5.17758879,3.15734240,0.48847198,2.40251300,0.02572711,0.02283607,0.01408115,0.00000000,0.50498205,0.00000000
-5.17158579,3.24597237,0.51384906,2.47397680,0.02828084,0.02390979,0.01442992,0.00000000,0.51269865,0.00000000
-5.16558279,3.35766967,0.54238712,2.56638686,0.03105538,0.02524702,0.01482521,0.00000000,0.52149411,0.00000000
-5.15957979,3.49123847,0.57425883,2.67828649,0.03406714,0.02684248,0.01527211,0.00000000,0.53156746,0.00000000
-5.15357679,3.64558926,0.60964083,2.80825947,0.03733215,0.02869075,0.01577701,0.00000000,0.54316925,0.00000000
-5.14757379,3.81971068,0.64870334,2.95491253,0.04086549,0.03078610,0.01634746,0.00000000,0.55659406,0.00000000
-5.14157079,4.01263055,0.69159871,3.11685005,0.04468054,0.03312218,0.01699195,0.00000000,0.57217079,0.00000000
-5.13556778,4.22336988,0.73844957,3.29264400,0.04878831,0.03569164,0.01771967,0.00000000,0.59025132,0.00000000
-5.12956478,4.45089379,0.78933733,3.48080242,0.05319671,0.03848578,0.01854031,0.00000000,0.61119790,0.00000000
-5.12356178,4.69406327,0.84429165,3.67973942,0.05790987,0.04149419,0.01946368,0.00000000,0.63537005,0.00000000
-5.11755878,4.95159163,0.90328144,3.88774993,0.06292755,0.04470436,0.02049957,0.00000000,0.66311116,0.00000000
-5.11155578,5.22200894,0.96620799,4.10299162,0.06824461,0.04810143,0.02165739,0.00000000,0.69473568,0.00000000
-5.10555278,5.50363709,1.03290067,4.32347616,0.07385070,0.05166799,0.02294597,0.00000000,0.73051703,0.00000000
-5.09954977,5.79457760,1.10311534,4.54707120,0.07973007,0.05538393,0.02437334,0.00000000,0.77067680,0.00000000
-5.09354677,6.09271298,1.17653570,4.77151370,0.08586157,0.05922644,0.02594653,0.00000000,0.81537541,0.00000000
-5.08754377,6.39572201,1.25277736,4.99443470,0.09221888,0.06317014,0.02767137,0.00000000,0.86470447,0.00000000
-5.08154077,6.70110806,1.33139449,5.21339427,0.09877086,0.06718724,0.02955239,0.00000000,0.91868097,0.00000000
-5.07553777,7.00623869,1.41188854,5.42592547,0.10548214,0.07124783,0.03159264,0.00000000,0.97724320,0.00000000
-5.06953477,7.30839451,1.49371863,5.62958466,0.11231375,0.07532032,0.03379354,0.00000000,1.04024860,0.00000000
-5.06353177,7.60482404,1.57631282,5.82200586,0.11922398,0.07937182,0.03615481,0.00000000,1.10747313,0.00000000
-5.05752876,7.89280167,1.65907982,6.00095590,0.12616908,0.08336871,0.03867426,0.00000000,1.17861234,0.00000000
-5.05152576,8.16968529,1.74142029,6.16438750,0.13310416,0.08727711,0.04134773,0.00000000,1.25328380,0.00000000
-5.04552276,8.43297031,1.82273733,6.31048725,0.13998387,0.09106348,0.04416888,0.00000000,1.33103086,0.00000000
-5.03951976,8.68033761,1.90244561,6.43771596,0.14676308,0.09469512,0.04712908,0.00000000,1.41132754,0.00000000
-5.03351676,8.90969274,1.97997872,6.54483927,0.15339733,0.09814070,0.05021724,0.00000000,1.49358455,0.00000000
-5.02751376,9.11919510,2.05479476,6.63094711,0.15984321,0.10137076,0.05341970,0.00000000,1.57715625,0.00000000
-5.02151076,9.30727623,2.12637989,6.69546120,0.16605851,0.10435811,0.05672010,0.00000000,1.66134854,0.00000000
-5.01550775,9.47264718,2.19425030,6.73813068,0.17200229,0.10707826,0.06009931,0.00000000,1.74542767,0.00000000
-5.00950475,9.61429576,2.25795267,6.75901675,0.17763478,0.10950973,0.06353541,0.00000000,1.82862981,0.00000000
-5.00350175,9.73147513,2.31706367,6.75846755,0.18291726,0.11163430,0.06700373,0.00000000,1.91017153,0.00000000
-4.99749875,9.82368571,2.37118895,6.73708551,0.18781190,0.11343727,0.07047699,0.00000000,1.98926088,0.00000000
-4.99149575,9.89065261,2.41996224,6.69568938,0.19228169,0.11490757,0.07392548,0.00000000,2.06510914,0.00000000
-4.98549275,9.93230119,2.46304498,6.63527355,0.19629047,0.11603788,0.07731743,0.00000000,2.13694306,0.00000000
-4.97948974,9.94873293,2.50012696,6.55696730,0.19980313,0.11682463,0.08061937,0.00000000,2.20401737,0.00000000
-4.97348674,9.94020393,2.53092837,6.46199621,0.20278611,0.11726801,0.08379666,0.00000000,2.26562735,0.00000000
-4.96748374,9.90710744,2.55520332,6.35164793,0.20520803,0.11737189,0.08681407,0.00000000,2.32112120,0.00000000
-4.96148074,9.84996186,2.57274495,6.22724366,0.20704063,0.11714364,0.08963648,0.00000000,2.36991196,0.00000000
-4.95547774,9.76940441,2.58339195,6.09011650,0.20825995,0.11659396,0.09222957,0.00000000,2.41148849,0.00000000
-4.94947474,9.66619063,2.58703609,5.94159683,0.20884763,0.11573662,0.09456057,0.00000000,2.44542546,0.00000000
-4.94347174,9.54119868,2.58363040,5.78300453,0.20879235,0.11458818,0.09659904,0.00000000,2.47139178,0.00000000
-4.93746873,9.39543745,2.57319729,5.61564723,0.20809121,0.11316763,0.09831758,0.00000000,2.48915737,0.00000000
-4.93146573,9.23005663,2.55583601,5.44082332,0.20675103,0.11149600,0.09969250,0.00000000,2.49859798,0.00000000
-4.92546273,9.04635693,2.53172884,5.25982806,0.20478943,0.10959600,0.10070448,0.00000000,2.49969781,0.00000000
-4.91945973,8.84579843,2.50114516,5.07396113,0.20223558,0.10749156,0.10133899,0.00000000,2.49254999,0.00000000
-4.91345673,8.63000527,2.46444312,4.88453367,0.19913041,0.10520740,0.10158677,0.00000000,2.47735472,0.00000000
-4.90745373,8.40076487,2.42206823,4.69287338,0.19552648,0.10276869,0.10144401,0.00000000,2.45441514,0.00000000
-4.90145073,8.16002055,2.37454880,4.50032609,0.19148712,0.10020057,0.10091254,0.00000000,2.42413108,0.00000000
-4.89544772,7.90985674,2.32248797,4.30825286,0.18708512,0.09752785,0.09999973,0.00000000,2.38699077,0.00000000
-4.88944472,7.65247646,2.26655267,4.11802216,0.18240080,0.09477467,0.09871842,0.00000000,2.34356085,0.00000000
-4.88344172,7.39017137,2.20745964,3.93099675,0.17751960,0.09196427,0.09708652,0.00000000,2.29447475,0.00000000
-4.87743872,7.12528534,2.14595912,3.74851589,0.17252932,0.08911872,0.09512669,0.00000000,2.24041994,0.00000000
-4.87143572,6.86017266,2.08281678,3.57187363,0.16751705,0.08625879,0.09286575,0.00000000,2.18212421,0.00000000
-4.86543272,6.59715272,2.01879478,3.40229418,0.16256601,0.08340382,0.09033412,0.00000000,2.12034154,0.00000000
-4.85942971,6.33846307,1.95463262,3.24090593,0.15775248,0.08057169,0.08756509,0.00000000,2.05583761,0.00000000
-4.85342671,6.08621289,1.89102874,3.08871562,0.15314283,0.07777874,0.08459417,0.00000000,1.98937559,0.00000000
-4.84742371,5.84233907,1.82862362,2.94658420,0.14879108,0.07503980,0.08145826,0.00000000,1.92170245,0.00000000
-4.84142071,5.60856677,1.76798514,2.81520587,0.14473687,0.07236821,0.07819498,0.00000000,1.85353605,0.00000000
-4.83541771,5.38637634,1.70959677,2.69509164,0.14100409,0.06977586,0.07484187,0.00000000,1.78555342,0.00000000
-4.82941471,5.17697772,1.65384903,2.58655827,0.13760021,0.06727322,0.07143570,0.00000000,1.71838044,0.00000000
-4.82341171,4.98129365,1.60103458,2.48972351,0.13451641,0.06486941,0.06801184,0.00000000,1.65258317,0.00000000
-4.81740870,4.79995180,1.55134683,2.40450754,0.13172837,0.06257219,0.06460364,0.00000000,1.58866096,0.00000000
-4.81140570,4.63328622,1.50488220,2.33064097,0.12919785,0.06038804,0.06124191,0.00000000,1.52704147,0.00000000
-4.80540270,4.48134746,1.46164551,2.26767849,0.12687482,0.05832214,0.05795451,0.00000000,1.46807770,0.00000000
-4.79939970,4.34392062,1.42155832,2.21501784,0.12470017,0.05637835,0.05476596,0.00000000,1.41204694,0.00000000
-4.79339670,4.22055031,1.38446937,2.17192281,0.12260868,0.05455925,0.05169723,0.00000000,1.35915156,0.00000000
-4.78739370,4.11057091,1.35016681,2.13754924,0.12053233,0.05286610,0.04876555,0.00000000,1.30952162,0.00000000
-4.78139070,4.01314085,1.31839136,2.11097282,0.11840353,0.05129881,0.04598436,0.00000000,1.26321902,0.00000000
-4.77538769,3.92727928,1.28884971,2.09121744,0.11615829,0.04985593,0.04336330,0.00000000,1.22024297,0.00000000
-4.76938469,3.85190368,1.26122782,2.07728306,0.11373910,0.04853466,0.04090836,0.00000000,1.18053666,0.00000000
-4.76338169,3.78586710,1.23520327,2.06817200,0.11109738,0.04733083,0.03862200,0.00000000,1.14399475,0.00000000
-4.75737869,3.72799390,1.21045652,2.06291313,0.10819550,0.04623893,0.03650346,0.00000000,1.11047157,0.00000000
-4.75137569,3.67711331,1.18668060,2.06058328,0.10500807,0.04525221,0.03454900,0.00000000,1.07978967,0.00000000
-4.74537269,3.63209003,1.16358925,2.06032564,0.10152278,0.04436272,0.03275231,0.00000000,1.05174865,0.00000000
-4.73936968,3.59185168,1.14092336,2.06136509,0.09774046,0.04356148,0.03110485,0.00000000,1.02613395,0.00000000
-4.73336668,3.55541299,1.11845583,2.06302052,0.09367465,0.04283865,0.02959628,0.00000000,1.00272555,0.00000000
-4.72736368,3.52189664,1.09599503,2.06471440,0.08935055,0.04218372,0.02821492,0.00000000,0.98130638,0.00000000
-4.72136068,3.49055107,1.07338711,2.06597987,0.08480361,0.04158582,0.02694812,0.00000000,0.96167022,0.00000000
-4.71535768,3.46076517,1.05051734,2.06646551,0.08007769,0.04103395,0.02578276,0.00000000,0.94362918,0.00000000
-4.70935468,3.43208005,1.02731071,2.06593827,0.07522298,0.04051733,0.02470562,0.00000000,0.92702033,0.00000000
-4.70335168,3.40419787,1.00373214,2.06428447,0.07029387,0.04002572,0.02370381,0.00000000,0.91171156,0.00000000
-4.69734867,3.37698742,0.97978622,2.06150903,0.06534669,0.03954978,0.02276510,0.00000000,0.89760637,0.00000000
-4.69134567,3.35048638,0.95551675,2.05773280,0.06043768,0.03908131,0.02187827,0.00000000,0.88464752,0.00000000
-4.68534267,3.32489964,0.93100592,2.05318789,0.05562101,0.03861359,0.02103339,0.00000000,0.87281928,0.00000000
-4.67933967,3.30059343,0.90637325,2.04821072,0.05094713,0.03814161,0.02022202,0.00000000,0.86214815,0.00000000
-4.67333667,3.27808470,0.88177398,2.04323247,0.04646140,0.03766222,0.01943743,0.00000000,0.85270202,0.00000000
-4.66733367,3.25802553,0.85739690,2.03876691,0.04220305,0.03717420,0.01867463,0.00000000,0.84458753,0.00000000
-4.66133067,3.24118232,0.83346150,2.03539531,0.03820450,0.03667835,0.01793050,0.00000000,0.83794578,0.00000000
-4.65532766,3.22840997,0.81021411,2.03374859,0.03449099,0.03617734,0.01720370,0.00000000,0.83294628,0.00000000
-4.64932466,3.22062147,0.78792327,2.03448686,0.03108058,0.03567559,0.01649464,0.00000000,0.82977955,0.00000000
-4.64332166,3.21875365,0.76687402,2.03827689,0.02798435,0.03517906,0.01580530,0.00000000,0.82864840,0.00000000
