energy_ev,total_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,2.20172381,0.57495600,0.66594253,0.04230734,0.67959370,0.56157898,0.00000000
-5.99399700,2.32012088,0.60476237,0.69671940,0.04445956,0.72121282,0.58509342,0.00000000
-5.98799400,2.43443841,0.63365747,0.72612976,0.04646509,0.76206895,0.60709706,0.00000000
-5.98199100,2.54302120,0.66120713,0.75363246,0.04829634,0.80167045,0.62715722,0.00000000
-5.97598799,2.64426033,0.68698902,0.77871550,0.04992802,0.83951976,0.64487648,0.00000000
-5.96998499,2.73662660,0.71060129,0.80090872,0.05133769,0.87512195,0.65990301,0.00000000
-5.96398199,2.81870324,0.73167094,0.81979563,0.05250635,0.90799379,0.67193973,0.00000000
-5.95797899,2.88921724,0.74986178,0.83502390,0.05341888,0.93767323,0.68075222,0.00000000
-5.95197599,2.94706844,0.76488179,0.84631436,0.05406452,0.96372909,0.68617499,0.00000000
-5.94597299,2.99135563,0.77648971,0.85346823,0.05443711,0.98577081,0.68811606,0.00000000
-5.93996998,3.02139895,0.78450064,0.85637236,0.05453541,1.00345780,0.68655971,0.00000000
-5.93396698,3.03675789,0.78879057,0.85500241,0.05436317,1.01650818,0.68156735,0.00000000
-5.92796398,3.03724428,0.78929963,0.84942385,0.05392919,1.02470663,0.67327651,0.00000000
-5.92196098,3.02292965,0.78603397,0.83979077,0.05324721,1.02791089,0.66189802,0.00000000
-5.91595798,2.99414663,0.77906614,0.82634255,0.05233567,1.02605669,0.64771148,0.00000000
-5.90995498,2.95148405,0.76853394,0.80939846,0.05121747,1.01916082,0.63105904,0.00000000
-5.90395198,2.89577569,0.75463771,0.78935034,0.04991947,1.00732209,0.61233785,0.00000000
-5.89794897,2.82808265,0.73763606,0.76665350,0.04847195,0.99072009,0.59199114,0.00000000
-5.89194597,2.74966982,0.71784013,0.74181615,0.04690800,0.96961168,0.57049828,0.00000000
-5.88594297,2.66197677,0.69560649,0.71538751,0.04526277,0.94432517,0.54836403,0.00000000
-5.87993997,2.56658390,0.67132891,0.68794497,0.04357266,0.91525256,0.52610715,0.00000000
-5.87393697,2.46517474,0.64542906,0.66008061,0.04187445,0.88283979,0.50424861,0.00000000
-5.86793397,2.35949544,0.61834665,0.63238735,0.04020444,0.84757561,0.48329981,0.00000000
-5.86193097,2.25131269,0.59052906,0.60544508,0.03859746,0.80997924,0.46375076,0.00000000
-5.85592796,2.14237131,0.56242087,0.57980722,0.03708602,0.77058745,0.44605883,0.00000000
-5.84992496,2.03435291,0.53445363,0.55598787,0.03569944,0.72994140,0.43063801,0.00000000
-5.84392196,1.92883679,0.50703612,0.53444993,0.03446297,0.68857382,0.41784914,0.00000000
-5.83791896,1.82726438,0.48054541,0.51559462,0.03339718,0.64699690,0.40799120,0.00000000
-5.83191596,1.73090823,0.45531902,0.49975241,0.03251728,0.60569139,0.40129400,0.00000000
-5.82591296,1.64084663,0.43164830,0.48717578,0.03183270,0.56509716,0.39791240,0.00000000
-5.81990995,1.55794428,0.40977335,0.47803402,0.03134681,0.52560559,0.39792222,0.00000000
-5.81390695,1.48283993,0.38987945,0.47241000,0.03105679,0.48755390,0.40131808,0.00000000
-5.80790395,1.41594081,0.37209521,0.47029928,0.03095373,0.45122160,0.40801317,0.00000000
-5.80190095,1.35742426,0.35649237,0.47161141,0.03102290,0.41682893,0.41784107,0.00000000
-5.79589795,1.30724614,0.34308726,0.47617346,0.03124424,0.38453749,0.43055966,0.00000000
-5.78989495,1.26515568,0.33184384,0.48373577,0.03159300,0.35445253,0.44585698,0.00000000
-5.78389195,1.23071613,0.32267816,0.49397973,0.03204056,0.32662717,0.46335911,0.00000000
-5.77788894,1.20333059,0.31546417,0.50652744,0.03255543,0.30106781,0.48263969,0.00000000
-5.77188594,1.18227188,0.31004063,0.52095299,0.03310431,0.27774093,0.50323110,0.00000000
-5.76588294,1.16671563,0.30621893,0.53679518,0.03365319,0.25658058,0.52463687,0.00000000
-5.75987994,1.15577556,0.30379161,0.55357124,0.03416863,0.23749652,0.54634510,0.00000000
-5.75387694,1.14853964,0.30254137,0.57079131,0.03461882,0.22038260,0.56784247,0.00000000
-5.74787394,1.14410625,0.30225026,0.58797316,0.03497479,0.20512510,0.58862853,0.00000000
-5.74187094,1.14161920,0.30270896,0.60465698,0.03521134,0.19161079,0.60822978,0.00000000
-5.73586793,1.14030056,0.30372571,0.62041956,0.03530797,0.17973440,0.62621321,0.00000000
-5.72986493,1.13948048,0.30513487,0.63488777,0.03524959,0.16940541,0.64219895,0.00000000
-5.72386193,1.13862303,0.30680478,0.64775061,0.03502697,0.16055381,0.65587151,0.00000000
-5.71785893,1.13734754,0.30864475,0.65876986,0.03463710,0.15313483,0.66698937,0.00000000
-5.71185593,1.13544469,0.31061094,0.66778867,0.03408321,0.14713239,0.67539273,0.00000000
-5.70585293,1.13288701,0.31271098,0.67473798,0.03337463,0.14256127,0.68100898,0.00000000
-5.69984992,1.12983340,0.31500727,0.67964057,0.03252642,0.13946786,0.68385581,0.00000000
-5.69384692,1.12662760,0.31761850,0.68261236,0.03155879,0.13792948,0.68404193,0.00000000
-5.68784392,1.12379041,0.32071963,0.68386109,0.03049635,0.13805234,0.68176522,0.00000000
-5.68184092,1.12200590,0.32453990,0.68368213,0.02936724,0.13996795,0.67730830,0.00000000
-5.67583792,1.12210162,0.32935900,0.68245146,0.02820211,0.14382829,0.67103175,0.00000000
-5.66983492,1.12502336,0.33550112,0.68061596,0.02703312,0.14979963,0.66336491,0.00000000
-5.66383192,1.13180478,0.34332707,0.67868104,0.02589277,0.15805523,0.65479455,0.00000000
-5.65782891,1.14353245,0.35322438,0.67719588,0.02481289,0.16876701,0.64585154,0.00000000
-5.65182591,1.16130722,0.36559542,0.67673654,0.02382356,0.18209641,0.63709584,0.00000000
-5.64582291,1.18620254,0.38084385,0.67788730,0.02295218,0.19818477,0.62910017,0.00000000
-5.63981991,1.21922097,0.39935945,0.68122065,0.02222258,0.21714337,0.62243261,0.00000000
-5.63381691,1.26124990,0.42150189,0.68727649,0.02165431,0.23904357,0.61763853,0.00000000
-5.62781391,1.31301786,0.44758357,0.69654109,0.02126204,0.26390737,0.61522252,0.00000000
-5.62181091,1.37505278,0.47785235,0.70942648,0.02105512,0.29169885,0.61563049,0.00000000
-5.61580790,1.44764386,0.51247455,0.72625096,0.02103732,0.32231682,0.61923278,0.00000000
-5.60980490,1.53080848,0.55151906,0.74722154,0.02120672,0.35558907,0.62630861,0.00000000
-5.60380190,1.62426588,0.59494311,0.77241901,0.02155579,0.39126878,0.63703267,0.00000000
-5.59779890,1.72741906,0.64258075,0.80178639,0.02207158,0.42903321,0.65146421,0.00000000
-5.59179590,1.83934618,0.69413440,0.83512144,0.02273614,0.46848508,0.66953933,0.00000000
-5.58579290,1.95880277,0.74917053,0.87207383,0.02352705,0.50915682,0.69106697,0.00000000
-5.57978989,2.08423539,0.80711983,0.91214746,0.02441804,0.55051773,0.71572879,0.00000000
-5.57378689,2.21380715,0.86728233,0.95470803,0.02537981,0.59198399,0.74308359,0.00000000
-5.56778389,2.34543507,0.92883791,0.99899621,0.02638084,0.63293140,0.77257598,0.00000000
-5.56178089,2.47683847,0.99086191,1.04414598,0.02738835,0.67271043,0.80354968,0.00000000
-5.55577789,2.60559748,1.05234597,1.08920787,0.02836927,0.71066320,0.83526483,0.00000000
-5.54977489,2.72921964,1.11222333,1.13317648,0.02929117,0.74614171,0.86691920,0.00000000
-5.54377189,2.84521266,1.16939806,1.17502116,0.03012327,0.77852673,0.89767245,0.00000000
-5.53776888,2.95116042,1.22277704,1.21371908,0.03083730,0.80724649,0.92667275,0.00000000
-5.53176588,3.04479954,1.27130377,1.24828919,0.03140833,0.83179451,0.95308475,0.00000000
-5.52576288,3.12409321,1.31399236,1.27782576,0.03181551,0.85174560,0.97611787,0.00000000
-5.51975988,3.18729927,1.34996063,1.30153017,0.03204261,0.86676956,0.99505376,0.00000000
-5.51375688,3.23302959,1.37846058,1.31873960,0.03207846,0.87664172,1.00927175,0.00000000
-5.50775388,3.26029812,1.39890519,1.32895126,0.03191720,0.88125002,1.01827132,0.00000000
-5.50175088,3.26855547,1.41089013,1.33184126,0.03155838,0.88059813,1.02169051,0.00000000
-5.49574787,3.25770856,1.41420947,1.32727722,0.03100683,0.87480463,1.01931965,0.00000000
-5.48974487,3.22812444,1.40886476,1.31532406,0.03027243,0.86409820,1.01110961,0.00000000
-5.48374187,3.18061829,1.39506708,1.29624289,0.02936969,0.84880918,0.99717446,0.00000000
-5.47773887,3.11642623,1.37323192,1.27048299,0.02831716,0.82935777,0.97778835,0.00000000
-5.47173587,3.03716435,1.34396733,1.23866739,0.02713683,0.80623963,0.95337691,0.00000000
