energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.90395198,2.16235242,0.42435060,1.47336542,0.00508999,0.09692676,0.18909378,0.28264871,0.00832964,0.23460503
-5.89794897,2.21714285,0.44399325,1.52277035,0.00492255,0.09611551,0.18928508,0.27853385,0.00798154,0.24062376
-5.89194597,2.28505164,0.46682116,1.58095167,0.00477073,0.09594228,0.19052602,0.27615519,0.00771947,0.24819944
-5.88594297,2.36496665,0.49255538,1.64705851,0.00463543,0.09633979,0.19275026,0.27551150,0.00754142,0.25719360
-5.87993997,2.45547628,0.52085519,1.72003164,0.00451714,0.09723033,0.19586581,0.27656121,0.00744389,0.26743857
-5.87393697,2.55490249,0.55132484,1.79862699,0.00441579,0.09852839,0.19975768,0.27922441,0.00742201,0.27874093
-5.86793397,2.66134097,0.58352126,1.88144448,0.00433084,0.10014344,0.20429118,0.28338584,0.00746969,0.29088544
-5.86193097,2.77270771,0.61696292,1.96696140,0.00426118,0.10198264,0.20931568,0.28889884,0.00757978,0.30363958
-5.85592796,2.88679073,0.65113948,2.05356978,0.00420522,0.10395360,0.21466877,0.29559004,0.00774421,0.31675849
-5.84992496,3.00130587,0.68552221,2.13961663,0.00416089,0.10596682,0.22018075,0.30326482,0.00795422,0.32999024
-5.84392196,3.11395500,0.71957486,2.22344614,0.00412579,0.10793809,0.22567923,0.31171319,0.00820052,0.34308141
-5.83791896,3.22248520,0.75276480,2.30344255,0.00409721,0.10979055,0.23099385,0.32071611,0.00847348,0.35578270
-5.83191596,3.32474696,0.78457423,2.37807242,0.00407228,0.11145645,0.23596081,0.33005187,0.00876335,0.36785452
-5.82591296,3.41874982,0.81451106,2.44592495,0.00404807,0.11287865,0.24042727,0.33950244,0.00906048,0.37907241
-5.81990995,3.50271349,0.84211929,2.50574911,0.00402171,0.11401166,0.24425526,0.34885961,0.00935546,0.38923206
-5.81390695,3.57511292,0.86698856,2.55648612,0.00399050,0.11482239,0.24732521,0.35793058,0.00963937,0.39815393
-5.80790395,3.63471563,0.88876265,2.59729631,0.00395201,0.11529045,0.24953880,0.36654302,0.00990394,0.40568717
-5.80190095,3.68061021,0.90714662,2.62757924,0.00390417,0.11540808,0.25082118,0.37454929,0.01014175,0.41171285
-5.79589795,3.71222491,0.92191241,2.64698647,0.00384532,0.11517973,0.25112243,0.38182979,0.01034633,0.41614633
-5.78989495,3.72933573,0.93290284,2.65542643,0.00377428,0.11462128,0.25041827,0.38829535,0.01051236,0.41893877
-5.78389195,3.73206394,0.94003370,2.65306127,0.00369036,0.11375892,0.24870996,0.39388853,0.01063570,0.42007772
-5.77788894,3.72086312,0.94329407,2.64029592,0.00359337,0.11262774,0.24602356,0.39858393,0.01071353,0.41958670
-5.77188594,3.69649660,0.94274475,2.61775979,0.00348361,0.11127015,0.24240844,0.40238756,0.01074435,0.41752401
-5.76588294,3.66000612,0.93851493,2.58628204,0.00336180,0.10973404,0.23793530,0.40533522,0.01072799,0.41398061
-5.75987994,3.61267338,0.93079725,2.54686149,0.00322908,0.10807090,0.23269368,0.40749013,0.01066557,0.40907730
-5.75387694,3.55597605,0.91984132,2.50063244,0.00308688,0.10633380,0.22678915,0.40893987,0.01055949,0.40296125
-5.74787394,3.49154006,0.90594602,2.44882791,0.00293693,0.10457545,0.22034033,0.40979288,0.01041327,0.39580207
-5.74187094,3.42109031,0.88945089,2.39274186,0.00278112,0.10284632,0.21347584,0.41017450,0.01023147,0.38778744
-5.73586793,3.34640165,0.87072666,2.33369190,0.00262143,0.10119291,0.20633128,0.41022301,0.01001953,0.37911867
-5.72986493,3.26925195,0.85016556,2.27298388,0.00245989,0.09965618,0.19904643,0.41008547,0.00978364,0.37000602
-5.72386193,3.19137901,0.82817147,2.21187972,0.00229849,0.09827030,0.19176267,0.40991384,0.00953053,0.36066423
-5.71785893,3.11444254,0.80515023,2.15156943,0.00213914,0.09706166,0.18462077,0.40986129,0.00926733,0.35130818
-5.71185593,3.03999230,0.78150054,2.09314820,0.00198358,0.09604823,0.17775893,0.41007886,0.00900139,0.34214882
-5.70585293,2.96944294,0.75760559,2.03759883,0.00183343,0.09523929,0.17131131,0.41071254,0.00874011,0.33338954
-5.69984992,2.90405582,0.73382559,1.98577987,0.00169006,0.09463548,0.16540676,0.41190082,0.00849075,0.32522290
-5.69384692,2.84492760,0.71049149,1.93841907,0.00155467,0.09422925,0.16016786,0.41377269,0.00826036,0.31782782
-5.68784392,2.79298510,0.68789995,1.89611188,0.00142824,0.09400557,0.15571022,0.41644603,0.00805557,0.31136731
-5.68184092,2.74898559,0.66630959,1.85932420,0.00131155,0.09394304,0.15214181,0.42002646,0.00788253,0.30598648
-5.67583792,2.71352151,0.64593858,1.82839860,0.00120517,0.09401509,0.14956239,0.42460644,0.00774677,0.30181115
-5.66983492,2.68702840,0.62696349,1.80356301,0.00110954,0.09419143,0.14806278,0.43026469,0.00765316,0.29894665
-5.66383192,2.66979488,0.60951938,1.78494101,0.00102491,0.09443962,0.14772415,0.43706565,0.00760577,0.29747698
-5.65782891,2.66197339,0.59370086,1.77256255,0.00095143,0.09472657,0.14861695,0.44505912,0.00760789,0.29746425
-5.65182591,2.66359079,0.57956411,1.76637460,0.00088913,0.09502007,0.15079975,0.45427979,0.00766190,0.29894819
-5.64582291,2.67455782,0.56712959,1.76625071,0.00083794,0.09529012,0.15431772,0.46474678,0.00776927,0.30194587
-5.63981991,2.69467694,0.55638525,1.77199925,0.00079775,0.09551014,0.15920104,0.47646298,0.00793050,0.30645154
-5.63381691,2.72364808,0.54729007,1.78336999,0.00076838,0.09565788,0.16546297,0.48941420,0.00814510,0.31243642
-5.62781391,2.76107250,0.53977777,1.80005890,0.00074959,0.09571606,0.17309804,0.50356832,0.00841158,0.31984878
-5.62181091,2.80645482,0.53376053,1.82171153,0.00074113,0.09567274,0.18208011,0.51887411,0.00872740,0.32861399
-5.61580790,2.85920395,0.52913255,1.84792522,0.00074271,0.09552140,0.19236070,0.53526020,0.00908900,0.33863483
-5.60980490,2.91863349,0.52577350,1.87825063,0.00075402,0.09526068,0.20386758,0.55263390,0.00949183,0.34979201
-5.60380190,2.98396271,0.52355165,1.91219330,0.00077473,0.09489398,0.21650377,0.57088038,0.00993037,0.36194507
-5.59779890,3.05431881,0.52232683,1.94921584,0.00080450,0.09442873,0.23014721,0.58986195,0.01039820,0.37493364
-5.59179590,3.12874163,0.52195311,1.98874122,0.00084302,0.09387568,0.24465106,0.60941792,0.01088811,0.38857922
-5.58579290,3.20619137,0.52228137,2.03015788,0.00088995,0.09324797,0.25984482,0.62936502,0.01139221,0.40268756
-5.57978989,3.28556017,0.52316170,2.07282685,0.00094504,0.09256026,0.27553632,0.64949857,0.01190207,0.41705154
-5.57378689,3.36568771,0.52444578,2.11609110,0.00100805,0.09182792,0.29151462,0.66959443,0.01240896,0.43145477
-5.56778389,3.44538098,0.52598921,2.15928710,0.00107884,0.09106626,0.30755376,0.68941202,0.01290398,0.44567577
-5.56178089,3.52343778,0.52765397,2.20175828,0.00115741,0.09028995,0.32341732,0.70869817,0.01337837,0.45949256
-5.55577789,3.59867348,0.52931080,2.24286991,0.00124386,0.08951258,0.33886365,0.72719200,0.01382370,0.47268784
-5.54977489,3.66994987,0.53084164,2.28202476,0.00133852,0.08874639,0.35365172,0.74463068,0.01423215,0.48505428
-5.54377189,3.73620503,0.53214213,2.31867868,0.00144192,0.08800222,0.36754723,0.76075589,0.01459674,0.49640001
-5.53776888,3.79648273,0.53312387,2.35235518,0.00155483,0.08728954,0.38032893,0.77532086,0.01491158,0.50655388
-5.53176588,3.84995985,0.53371654,2.38265820,0.00167833,0.08661667,0.39179480,0.78809771,0.01517208,0.51537052
-5.52576288,3.89597034,0.53386979,2.40928211,0.00181379,0.08599110,0.40176792,0.79888479,0.01537510,0.52273466
-5.51975988,3.93402446,0.53355456,2.43201825,0.00196290,0.08541979,0.41010174,0.80751378,0.01551909,0.52856489
-5.51375688,3.96382201,0.53276403,2.45075753,0.00212768,0.08490956,0.41668462,0.81385617,0.01560419,0.53281629
-5.50775388,3.98525888,0.53151388,2.46548876,0.00231045,0.08446742,0.42144334,0.81782885,0.01563222,0.53548215
-5.50175088,3.99842639,0.52984196,2.47629271,0.00251383,0.08410082,0.42434551,0.81939849,0.01560667,0.53659445
-5.49574787,4.00360364,0.52780728,2.48333235,0.00274071,0.08381782,0.42540083,0.81858453,0.01553256,0.53622316
-5.48974487,4.00124302,0.52548833,2.48683959,0.00299413,0.08362721,0.42466101,0.81546060,0.01541635,0.53447443
-5.48374187,3.99195002,0.52298093,2.48709961,0.00327730,0.08353845,0.42221849,0.81015420,0.01526571,0.53148774
-5.47773887,3.97645840,0.52039547,2.48443376,0.00359345,0.08356151,0.41820394,0.80284464,0.01508928,0.52743205
-5.47173587,3.95560213,0.51785396,2.47918198,0.00394576,0.08370668,0.41278271,0.79375934,0.01489642,0.52250132
-5.46573287,3.93028587,0.51548670,2.47168622,0.00433724,0.08398422,0.40615028,0.78316852,0.01469690,0.51690942
-5.45972986,3.90145545,0.51342909,2.46227574,0.00477062,0.08440405,0.39852703,0.77137843,0.01450064,0.51088471
-5.45372686,3.87006994,0.51181833,2.45125534,0.00524821,0.08497528,0.39015229,0.75872350,0.01431740,0.50466457
-5.44772386,3.83707664,0.51079052,2.43889725,0.00577179,0.08570588,0.38127819,0.74555753,0.01415651,0.49848997
-5.44172086,3.80338990,0.51047789,2.42543709,0.00634247,0.08660226,0.37216320,0.73224431,0.01402667,0.49260028
-5.43571786,3.76987447,0.51100649,2.41107399,0.00696057,0.08766891,0.36306576,0.71914790,0.01393567,0.48722842
-5.42971486,3.73733342,0.51249425,2.39597462,0.00762552,0.08890806,0.35423807,0.70662296,0.01389028,0.48259647
-5.42371186,3.70650065,0.51504931,2.38028053,0.00833575,0.09031947,0.34592027,0.69500538,0.01389607,0.47891177
-5.41770885,3.67803707,0.51876870,2.36411802,0.00908858,0.09190011,0.33833504,0.68460345,0.01395737,0.47636341
-5.41170585,3.65252982,0.52373723,2.34760923,0.00988020,0.09364407,0.33168278,0.67568983,0.01407720,0.47511921
-5.40570285,3.63049330,0.53002640,2.33088350,0.01070561,0.09554237,0.32613743,0.66849448,0.01425724,0.47532302
-5.39969985,3.61237076,0.53769338,2.31408753,0.01155862,0.09758288,0.32184294,0.66319877,0.01449789,0.47709232
-5.39369685,3.59853548,0.54677982,2.29739327,0.01243184,0.09975028,0.31891052,0.65993082,0.01479826,0.48051606
-5.38769385,3.58929033,0.55731052,2.28100256,0.01331678,0.10202605,0.31741651,0.65876212,0.01515630,0.48565269
-5.38169085,3.58486515,0.56929180,2.26514771,0.01420391,0.10438851,0.31740104,0.65970557,0.01556882,0.49252834
-5.37568784,3.58541145,0.58270971,2.25008764,0.01508279,0.10681287,0.31886743,0.66271493,0.01603161,0.50113517
-5.36968484,3.59099446,0.59752803,2.23609962,0.01594225,0.10927145,0.32178223,0.66768564,0.01653953,0.51142997
-5.36368184,3.60158297,0.61368611,2.22346676,0.01677058,0.11173385,0.32607604,0.67445699,0.01708658,0.52333309
-5.35767884,3.61703759,0.63109684,2.21246218,0.01755577,0.11416725,0.33164498,0.68281573,0.01766600,0.53672770
-5.35167584,3.63709864,0.64964471,2.20333069,0.01828575,0.11653684,0.33835288,0.69250080,0.01827036,0.55145972
-5.34567284,3.66137493,0.66918427,2.19626923,0.01894871,0.11880627,0.34603414,0.70320944,0.01889167,0.56733837
-5.33966983,3.68933472,0.68953919,2.19140755,0.01953333,0.12093820,0.35449719,0.71460427,0.01952143,0.58413753
-5.33366683,3.72030045,0.71050199,2.18879046,0.02002916,0.12289502,0.36352857,0.72632139,0.02015073,0.60159806
-5.32766383,3.75344829,0.73183474,2.18836307,0.02042683,0.12463949,0.37289758,0.73797935,0.02077038,0.61943112
-5.32166083,3.78781365,0.75327078,2.18996015,0.02071841,0.12613557,0.38236137,0.74918868,0.02137097,0.63732253
-5.31565783,3.82230331,0.77451754,2.19330065,0.02089757,0.12734917,0.39167037,0.75956192,0.02194302,0.65493818
-5.30965483,3.85571436,0.79526059,2.19798799,0.02095987,0.12824898,0.40057408,0.76872377,0.02247708,0.67193031
-5.30365183,3.88675978,0.81516876,2.20351635,0.02090285,0.12880716,0.40882687,0.77632117,0.02296388,0.68794474
-5.29764882,3.91410019,0.83390037,2.20928298,0.02072620,0.12900007,0.41619381,0.78203306,0.02339447,0.70262867
-5.29164582,3.93638047,0.85111034,2.21460599,0.02043175,0.12880882,0.42245639,0.78557936,0.02376038,0.71563895
-5.28564282,3.95227013,0.86645805,2.21874693,0.02002347,0.12821976,0.42741777,0.78672912,0.02405380,0.72665045
-5.27963982,3.96050556,0.87961569,2.22093699,0.01950739,0.12722481,0.43090765,0.78530740,0.02426771,0.73536445
-5.27363682,3.95993255,0.89027681,2.22040568,0.01889142,0.12582164,0.43278648,0.78120065,0.02439607,0.74151652
-5.26763382,3.94954702,0.89816480,2.21641054,0.01818518,0.12401372,0.43294889,0.77436059,0.02443401,0.74488381
-5.26163082,3.92853231,0.90304101,2.20826652,0.01739968,0.12181025,0.43132628,0.76480615,0.02437791,0.74529130
-5.25562781,3.89629135,0.90471215,2.19537356,0.01654708,0.11922591,0.42788848,0.75262378,0.02422562,0.74261703
-5.24962481,3.85247222,0.90303680,2.17724123,0.01564034,0.11628055,0.42264440,0.73796578,0.02397649,0.73679578
-5.24362181,3.79698630,0.89793060,2.15350934,0.01469283,0.11299879,0.41564173,0.72104708,0.02363154,0.72782146
-5.23761881,3.73001798,0.88937015,2.12396363,0.01371809,0.10940953,0.40696566,0.70214028,0.02319346,0.71574769
-5.23161581,3.65202600,0.87739519,2.08854611,0.01272937,0.10554541,0.39673670,0.68156952,0.02266664,0.70068692
-5.22561281,3.56373625,0.86210919,2.04735962,0.01173944,0.10144229,0.38510771,0.65970313,0.02205720,0.68280792
-5.21960980,3.46612664,0.84367813,2.00066681,0.01076022,0.09713866,0.37226013,0.63694559,0.02137288,0.66233170
-5.21360680,3.36040472,0.82232761,1.94888359,0.00980263,0.09267508,0.35839976,0.61372897,0.02062301,0.63952616
-5.20760380,3.24797927,0.79833834,1.89256779,0.00887632,0.08809364,0.34375197,0.59050414,0.01981832,0.61469948
-5.20160080,3.13042676,0.77204010,1.83240343,0.00798963,0.08343741,0.32855668,0.56773218,0.01897085,0.58819261
-5.19559780,3.00945433,0.74380447,1.76918165,0.00714946,0.07874990,0.31306316,0.54587601,0.01809366,0.56037100
-5.18959480,2.88686036,0.71403644,1.70377896,0.00636124,0.07407454,0.29752477,0.52539259,0.01720069,0.53161596
-5.18359180,2.76449403,0.68316530,1.63713388,0.00562900,0.06945416,0.28219384,0.50672567,0.01630646,0.50231575
-5.17758879,2.64421507,0.65163504,1.57022271,0.00495536,0.06493051,0.26731675,0.49029924,0.01542579,0.47285691
-5.17158579,2.52785463,0.61989452,1.50403530,0.00434172,0.06054368,0.25312923,0.47651163,0.01457355,0.44361586
-5.16558279,2.41717816,0.58838775,1.43955148,0.00378831,0.05633169,0.23985215,0.46573017,0.01376432,0.41495120
-5.15957979,2.31385094,0.55754457,1.37771872,0.00329439,0.05232991,0.22768758,0.45828637,0.01301211,0.38719671
-5.15357679,2.21940671,0.52777186,1.31943145,0.00285839,0.04857063,0.21681547,0.45447141,0.01233007,0.36065548
-5.14757379,2.13521971,0.49944565,1.26551249,0.00247807,0.04508257,0.20739063,0.45453193,0.01173020,0.33559506
-5.14157079,2.06248028,0.47290410,1.21669651,0.00215069,0.04189049,0.19954040,0.45866593,0.01122309,0.31224386
-5.13556778,2.00217404,0.44844165,1.17361597,0.00187316,0.03901478,0.19336265,0.46701880,0.01081763,0.29078874
-5.12956478,1.95506485,0.42630429,1.13678930,0.00164221,0.03647116,0.18892446,0.47967943,0.01052084,0.27137393
-5.12356178,1.92168141,0.40668610,1.10661150,0.00145445,0.03427044,0.18626117,0.49667651,0.01033766,0.25410105
-5.11755878,1.90230773,0.38972692,1.08334710,0.00130656,0.03241839,0.18537611,0.51797523,0.01027081,0.23903032
-5.11155578,1.89697755,0.37551135,1.06712548,0.00119533,0.03091563,0.18624080,0.54347441,0.01032066,0.22618271
-5.10555278,1.90547297,0.36406884,1.05793860,0.00111773,0.02975775,0.18879577,0.57300465,0.01048521,0.21554309
-5.09954977,1.92732753,0.35537496,1.05564125,0.00107098,0.02893545,0.19295190,0.60632757,0.01076007,0.20706394
-5.09354677,1.96183419,0.34935375,1.05995381,0.00105258,0.02843480,0.19859252,0.64313659,0.01113850,0.20066980
-5.08754377,2.00805839,0.34588110,1.07046783,0.00106031,0.02823769,0.20557599,0.68305958,0.01161154,0.19626198
-5.08154077,2.06485659,0.34478903,1.08665434,0.00109228,0.02832226,0.21373898,0.72566363,0.01216819,0.19372360
-5.07553777,2.13090025,0.34587094,1.10787509,0.00114684,0.02866351,0.22290033,0.77046215,0.01279562,0.19292466
-5.06953477,2.20470543,0.34888752,1.13339675,0.00122265,0.02923396,0.23286546,0.81692432,0.01347949,0.19372695
-5.06353177,2.28466746,0.35357341,1.16240784,0.00131858,0.03000436,0.24343126,0.86448683,0.01420427,0.19598881
-5.05752876,2.36910023,0.35964435,1.19403838,0.00143370,0.03094443,0.25439132,0.91256771,0.01495368,0.19956942
-5.05152576,2.45627917,0.36680472,1.22738164,0.00156725,0.03202359,0.26554144,0.96058178,0.01571105,0.20433253
-5.04552276,2.54448662,0.37475520,1.26151773,0.00171855,0.03321170,0.27668507,1.00795724,0.01645987,0.21014964
-5.03951976,2.63205813,0.38320054,1.29553813,0.00188701,0.03447976,0.28763876,1.05415260,0.01718418,0.21690237
-5.03351676,2.71742796,0.39185689,1.32857046,0.00207201,0.03580047,0.29823716,1.09867324,0.01786908,0.22448404
-5.02751376,2.79917191,0.40045883,1.35980258,0.00227288,0.03714879,0.30833748,1.14108676,0.01850120,0.23280043
-5.02151076,2.87604556,0.40876555,1.38850503,0.00248886,0.03850232,0.31782317,1.18103621,0.01906906,0.24176968
-5.01550775,2.94701616,0.41656616,1.41405083,0.00271901,0.03984161,0.32660674,1.21825048,0.01956352,0.25132143
-5.00950475,3.01128653,0.42368381,1.43593183,0.00296222,0.04115028,0.33463137,1.25255112,0.01997802,0.26139513
-5.00350175,3.06830980,0.42997864,1.45377076,0.00321713,0.04241511,0.34187146,1.28385522,0.02030885,0.27193784
-4.99749875,3.11779408,0.43534920,1.46732841,0.00348213,0.04362589,0.34833186,1.31217386,0.02055528,0.28290142
-4.99149575,3.15969686,0.43973259,1.47650564,0.00375535,0.04477528,0.35404597,1.33760628,0.02071962,0.29423950
-4.98549275,3.19420925,0.44310315,1.48134002,0.00403463,0.04585851,0.35907271,1.36032993,0.02080722,0.30590430
-4.97948974,3.22173097,0.44546988,1.48199735,0.00431760,0.04687299,0.36349245,1.38058674,0.02082628,0.31784352
-4.97348674,3.24283733,0.44687275,1.47875844,0.00460164,0.04781799,0.36740226,1.39866656,0.02078770,0.32999752
-4.96748374,3.25823993,0.44737801,1.47200186,0.00488398,0.04869421,0.37091052,1.41488835,0.02070472,0.34229705
-4.96148074,3.26874316,0.44707296,1.46218352,0.00516175,0.04950334,0.37413129,1.42958038,0.02059259,0.35466154
-4.95547774,3.27519880,0.44606018,1.44981404,0.00543205,0.05024777,0.37717861,1.44306042,0.02046815,0.36699827
-4.94947474,3.27846100,0.44445172,1.43543520,0.00569203,0.05093018,0.38016111,1.45561696,0.02034927,0.37920238
-4.94347174,3.27934377,0.44236343,1.41959634,0.00593899,0.05155335,0.38317697,1.46749259,0.02025441,0.39115776
-4.93746873,3.27858322,0.43990962,1.40283198,0.00617046,0.05211991,0.38630970,1.47887028,0.02020204,0.40273887
-4.93146573,3.27680593,0.43719836,1.38564147,0.00638430,0.05263221,0.38962460,1.48986339,0.02021007,0.41381336
-4.92546273,3.27450484,0.43432747,1.36847160,0.00657879,0.05309224,0.39316626,1.50050971,0.02029531,0.42424530
-4.91945973,3.27202329,0.43138138,1.35170261,0.00675267,0.05350161,0.39695695,1.51076989,0.02047291,0.43389894
-4.91345673,3.26954753,0.42842886,1.33563810,0.00690518,0.05386151,0.40099600,1.52053007,0.02075587,0.44264273
-4.90745373,3.26710733,0.42552163,1.32049891,0.00703614,0.05417277,0.40526010,1.52960847,0.02115454,0.45035339
-4.90145073,3.26458410,0.42269378,1.30642086,0.00714592,0.05443588,0.40970433,1.53776546,0.02167620,0.45691976
-4.89544772,3.26172549,0.41996194,1.29345631,0.00723542,0.05465098,0.41426394,1.54471631,0.02232471,0.46224630
-4.88944472,3.25816513,0.41732617,1.28157885,0.00730607,0.05481794,0.41885668,1.55014591,0.02310019,0.46625597
-4.88344172,3.25344615,0.41477126,1.27069082,0.00735972,0.05493628,0.42338546,1.55372455,0.02399890,0.46889238
-4.87743872,3.24704702,0.41226858,1.26063300,0.00739859,0.05500519,0.42774137,1.55512394,0.02501308,0.47012113
-4.87143572,3.23840838,0.40977815,1.25119591,0.00742517,0.05502351,0.43180683,1.55403252,0.02613097,0.46993032
-4.86543272,3.22695944,0.40725103,1.24213201,0.00744212,0.05498964,0.43545880,1.55016955,0.02733703,0.46833013
-4.85942971,3.21214318,0.40463186,1.23316851,0.00745216,0.05490154,0.43857205,1.54329721,0.02861209,0.46535176
-4.85342671,3.19343930,0.40186148,1.22402004,0.00745796,0.05475669,0.44102230,1.53323043,0.02993383,0.46104563
-4.84742371,3.17038455,0.39887968,1.21440094,0.00746203,0.05455210,0.44268938,1.51984408,0.03127727,0.45547908
-4.84142071,3.14258994,0.39562800,1.20403680,0.00746667,0.05428437,0.44346031,1.50307753,0.03261535,0.44873386
-4.83541771,3.10975488,0.39205259,1.19267511,0.00747382,0.05394975,0.44323216,1.48293663,0.03391973,0.44090327
-4.82941471,3.07167819,0.38810709,1.18009463,0.00748508,0.05354429,0.44191498,1.45949328,0.03516151,0.43208958
-4.82341171,3.02826618,0.38375548,1.16611364,0.00750159,0.05306406,0.43943444,1.43288282,0.03631215,0.42240142
-4.81740870,2.97953798,0.37897499,1.15059675,0.00752410,0.05250528,0.43573443,1.40329980,0.03734431,0.41195159
-4.81140570,2.92562845,0.37375879,1.13346039,0.00755288,0.05186471,0.43077931,1.37099226,0.03823269,0.40085531
-4.80540270,2.86678874,0.36811869,1.11467691,0.00758781,0.05113980,0.42455596,1.33625512,0.03895490,0.38922883
-4.79939970,2.80338491,0.36208742,1.09427714,0.00762840,0.05032906,0.41707543,1.29942294,0.03949215,0.37718861
-4.79339670,2.73589449,0.35572075,1.07235161,0.00767384,0.04943231,0.40837412,1.26086241,0.03982988,0.36485092
-4.78739370,2.66490125,0.34909904,1.04905022,0.00772310,0.04845087,0.39851442,1.22096480,0.03995829,0.35233181
-4.78139070,2.59108803,0.34232829,1.02458046,0.00777498,0.04738783,0.38758473,1.18013864,0.03987258,0.33974740
-4.77538769,2.51522775,0.33554055,0.99920413,0.00782823,0.04624815,0.37569878,1.13880267,0.03957317,0.32721443
-4.76938469,2.43817245,0.32889351,0.97323258,0.00788164,0.04503870,0.36299425,1.09737924,0.03906567,0.31485075
-4.76338169,2.36084042,0.32256926,0.94702053,0.00793415,0.04376833,0.34963060,1.05628806,0.03836061,0.30277593
-4.75737869,2.28420135,0.31677216,0.92095850,0.00798491,0.04244773,0.33578624,1.01594035,0.03747311,0.29111161
-4.75137569,2.20925950,0.31172566,0.89546401,0.00803343,0.04108931,0.32165503,0.97673340,0.03642233,0.27998158
-4.74537269,2.13703517,0.30766823,0.87097159,0.00807959,0.03970698,0.30744210,0.93904528,0.03523085,0.26951151
-4.73936968,2.06854443,0.30484822,0.84792194,0.00812372,0.03831588,0.29335937,0.90322986,0.03392384,0.25982831
-4.73336668,2.00477754,0.30351784,0.82675023,0.00816667,0.03693207,0.27962057,0.86961191,0.03252832,0.25105886
-4.72736368,1.94667636,0.30392633,0.80787405,0.00820978,0.03557217,0.26643620,0.83848237,0.03107229,0.24332834
-4.72136068,1.89511116,0.30631232,0.79168106,0.00825489,0.03425299,0.25400836,0.81009370,0.02958387,0.23675805
-4.71535768,1.85085742,0.31089579,0.77851692,0.00830428,0.03299119,0.24252579,0.78465538,0.02809052,0.23146268
-4.70935468,1.81457322,0.31786960,0.76867352,0.00836063,0.03180286,0.23215915,0.76232964,0.02661830,0.22754728
-4.70335168,1.78677785,0.32739099,0.76237822,0.00842687,0.03070323,0.22305678,0.74322752,0.02519121,0.22510381
-4.69734867,1.76783244,0.33957335,0.75978423,0.00850608,0.02970631,0.21534094,0.72740539,0.02383067,0.22420762
-4.69134567,1.75792335,0.35447855,0.76096259,0.00860136,0.02882469,0.20910480,0.71486211,0.02255510,0.22491374
-4.68534267,1.75704903,0.37211010,0.76589609,0.00871558,0.02806924,0.20441014,0.70553711,0.02137964,0.22725343
-4.67933967,1.76501117,0.39240775,0.77447550,0.00885128,0.02744901,0.20128591,0.69930941,0.02031600,0.23123097
-4.67333667,1.78141085,0.41524356,0.78649834,0.00901045,0.02697112,0.19972764,0.69599803,0.01937244,0.23682092
-4.66733367,1.80565007,0.44042005,0.80167044,0.00919434,0.02664070,0.19969775,0.69536368,0.01855387,0.24396609
-4.66133067,1.83693939,0.46767052,0.81961038,0.00940333,0.02646097,0.20112672,0.69711219,0.01786205,0.25257639
-4.65532766,1.87431162,0.49666188,0.83985702,0.00963679,0.02643326,0.20391518,0.70089945,0.01729592,0.26252861
-4.64932466,1.91664173,0.52700001,0.86187976,0.00989298,0.02655723,0.20793673,0.70633811,0.01685195,0.27366740
-4.64332166,1.96267273,0.55823769,0.88509169,0.01016900,0.02683101,0.21304159,0.71300588,0.01652459,0.28580738
