energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.52576288,6.61545197,1.84248721,2.84944444,0.10324634,0.72323229,0.34826857,0.07209517,0.05744562,2.45393947
-5.51975988,6.58099690,1.81860548,2.84936817,0.10479369,0.70542534,0.34165662,0.07163432,0.05631830,2.45037808
-5.51375688,6.52811338,1.78947193,2.84195789,0.10591323,0.68653338,0.33392348,0.07092733,0.05500984,2.43855030
-5.50775388,6.45791391,1.75561162,2.82745831,0.10659274,0.66677872,0.32523396,0.06999183,0.05354728,2.41880982
-5.50175088,6.37179119,1.71761865,2.80624259,0.10682576,0.64639823,0.31575846,0.06885071,0.05195916,2.39162948
-5.49574787,6.27135833,1.67613291,2.77879391,0.10661123,0.62563603,0.30566750,0.06753114,0.05027455,2.35757731
-5.48974487,6.15838741,1.63181734,2.74568497,0.10595305,0.60473623,0.29512671,0.06606354,0.04852223,2.31729242
-5.48374187,6.03474848,1.58533638,2.70755631,0.10485972,0.58393593,0.28429251,0.06448048,0.04672986,2.27146173
-5.47773887,5.90235118,1.53733633,2.66509396,0.10334398,0.56345872,0.27330857,0.06281562,0.04492328,2.22079808
-5.47173587,5.76309065,1.48842809,2.61900745,0.10142250,0.54350889,0.26230319,0.06110268,0.04312597,2.16602049
-5.46573287,5.61879926,1.43917266,2.57000873,0.09911564,0.52426664,0.25138754,0.05937453,0.04135861,2.10783701
-5.45972986,5.47120540,1.39006978,2.51879278,0.09644723,0.50588427,0.24065489,0.05766229,0.03963878,2.04693043
-5.45372686,5.32190020,1.34154982,2.46602054,0.09344432,0.48848355,0.23018057,0.05599462,0.03798091,1.98394708
-5.44772386,5.17231270,1.29396897,2.41230451,0.09013706,0.47215433,0.22002281,0.05439712,0.03639622,1.91948870
-5.44172086,5.02369368,1.24760770,2.35819762,0.08655841,0.45695441,0.21022415,0.05289185,0.03489291,1.85410729
-5.43571786,4.87710815,1.20267233,2.30418552,0.08274389,0.44291051,0.20081328,0.05149700,0.03347644,1.78830283
-5.42971486,4.73343592,1.15929942,2.25068244,0.07873130,0.43002051,0.19180734,0.05022673,0.03214988,1.72252349
-5.42371186,4.59337993,1.11756266,2.19803055,0.07456027,0.41825658,0.18321437,0.04909108,0.03091437,1.65716796
-5.41770885,4.45748121,1.07748183,2.14650273,0.07027184,0.40756933,0.17503571,0.04809611,0.02976966,1.59258977
-5.41170585,4.32613964,1.03903343,2.09630845,0.06590794,0.39789258,0.16726850,0.04724411,0.02871467,1.52910287
-5.40570285,4.19963936,1.00216233,2.04760231,0.06151075,0.38914878,0.15990787,0.04653394,0.02774805,1.46698839
-5.39969985,4.07817761,0.96679418,2.00049473,0.05712215,0.38125473,0.15294892,0.04596150,0.02686875,1.40650209
-5.39369685,3.96189577,0.93284778,1.95506432,0.05278305,0.37412747,0.14638840,0.04552028,0.02607668,1.34788214
-5.38769385,3.85091151,0.90024723,1.91137122,0.04853277,0.36769016,0.14022600,0.04520202,0.02537317,1.29135717
-5.38169085,3.74535072,0.86893315,1.86947082,0.04440849,0.36187773,0.13446530,0.04499745,0.02476152,1.23715398
-5.37568784,3.64537823,0.83887279,1.82942732,0.04044474,0.35664217,0.12911442,0.04489705,0.02424753,1.18550513
-5.36968484,3.55122648,0.81006862,1.79132649,0.03667301,0.35195725,0.12418625,0.04489198,0.02383986,1.13665592
-5.36368184,3.46322093,0.78256517,1.75528707,0.03312145,0.34782257,0.11969848,0.04497489,0.02355045,1.09087080
-5.35767884,3.38180187,0.75645398,1.72147051,0.02981471,0.34426685,0.11567331,0.04514086,0.02339483,1.04843900
-5.35167584,3.30754163,0.73187656,1.69008858,0.02677393,0.34135034,0.11213704,0.04538831,0.02339239,1.00967931
-5.34567284,3.24115687,0.70902528,1.66140855,0.02401677,0.33916629,0.10911941,0.04571983,0.02356657,0.97494385
-5.33966983,3.18351529,0.68814234,1.63575568,0.02155767,0.33784142,0.10665289,0.04614303,0.02394495,0.94462074
-5.33366683,3.13563657,0.66951680,1.61351308,0.01940807,0.33753534,0.10477184,0.04667119,0.02455925,0.91913540
-5.32766383,3.09868697,0.65347983,1.59511852,0.01757678,0.33843896,0.10351168,0.04732390,0.02544526,0.89895034
-5.32166083,3.07396742,0.64039831,1.58105849,0.01607035,0.34077177,0.10290792,0.04812740,0.02664258,0.88456332
-5.31565783,3.06289489,0.63066695,1.57185929,0.01489340,0.34477803,0.10299528,0.04911483,0.02819424,0.87650337
-5.30965483,3.06697676,0.62469904,1.56807544,0.01404902,0.35072187,0.10380674,0.05032613,0.03014613,0.87532476
-5.30365183,3.08777830,0.62291602,1.57027539,0.01353895,0.35888134,0.10537257,0.05180771,0.03254624,0.88159845
-5.29764882,3.12688324,0.62573599,1.57902491,0.01336385,0.36954133,0.10771939,0.05361179,0.03544374,0.89590089
-5.29164582,3.18584775,0.63356138,1.59486831,0.01352331,0.38298553,0.11086918,0.05579537,0.03888775,0.91880012
-5.28564282,3.26614845,0.64676586,1.61830801,0.01401582,0.39948750,0.11483832,0.05841891,0.04292597,0.95083909
-5.27963982,3.36912507,0.66568073,1.64978274,0.01483861,0.41930086,0.11963657,0.06154458,0.04760303,0.99251627
-5.27363682,3.49591916,0.69058105,1.68964517,0.01598737,0.44264894,0.12526606,0.06523424,0.05295876,1.04426394
-5.26763382,3.64741014,0.72167167,1.73813940,0.01745585,0.46971398,0.13172033,0.06954709,0.05902619,1.10642446
-5.26163082,3.82415069,0.75907361,1.79537923,0.01923539,0.50062624,0.13898333,0.07453713,0.06582951,1.17922519
-5.25562781,4.02630365,0.80281110,1.86132789,0.02131438,0.53545332,0.14702852,0.08025042,0.07338204,1.26275302
-5.24962481,4.25358291,0.85279973,1.93578021,0.02367776,0.57419008,0.15581804,0.08672227,0.08168415,1.35692924
-5.24362181,4.50520111,0.90883624,2.01834802,0.02630648,0.61674966,0.16530203,0.09397452,0.09072143,1.46148621
-5.23761881,4.77982699,0.97059042,2.10844972,0.02917702,0.66295597,0.17541807,0.10201297,0.10046303,1.57594689
-5.23161581,5.07555525,1.03759979,2.20530484,0.03226112,0.71253809,0.18609095,0.11082511,0.11086039,1.69960859
-5.22561281,5.38989154,1.10926745,2.30793421,0.03552553,0.76512717,0.19723264,0.12037828,0.12184637,1.83153242
-5.21960980,5.71975515,1.18486372,2.41516632,0.03893202,0.82025610,0.20874261,0.13061843,0.13333496,1.97053940
-5.21360680,6.06150101,1.26353188,2.52565032,0.04243759,0.87736231,0.22050860,0.14146947,0.14522159,2.11521448
-5.20760380,6.41096242,1.34429840,2.63787564,0.04599492,0.93579394,0.23240769,0.15283346,0.15738410,2.26391916
-5.20160080,6.76351484,1.42608765,2.75019812,0.04955302,0.99481947,0.24430793,0.16459156,0.16968438,2.41481320
-5.19559780,7.11416006,1.50774115,2.86087226,0.05305819,1.05364075,0.25607035,0.17660583,0.18197076,2.56588547
-5.18959480,7.45762958,1.58804096,2.96808880,0.05645509,1.11140924,0.26755137,0.18872190,0.19408097,2.71499340
-5.18359180,7.78850424,1.66573687,3.07001663,0.05968811,1.16724507,0.27860566,0.20077232,0.20584579,2.85991046
-5.17758879,8.10134700,1.73957640,3.16484785,0.06270281,1.22025838,0.28908931,0.21258069,0.21709303,2.99837994
-5.17158579,8.39084430,1.80833692,3.25084433,0.06544744,1.26957226,0.29886315,0.22396622,0.22765202,3.12817357
-5.16558279,8.65195094,1.87085864,3.32638432,0.06787453,1.31434648,0.30779628,0.23474870,0.23735812,3.24715274
-5.15957979,8.88003310,1.92607726,3.39000730,0.06994240,1.35380111,0.31576955,0.24475365,0.24605733,3.35332979
-5.15357679,9.07100355,1.97305489,3.44045533,0.07161656,1.38723912,0.32267888,0.25381743,0.25361069,3.44492705
-5.14757379,9.22144356,2.01100808,3.47670933,0.07287092,1.41406699,0.32843825,0.26179203,0.25989830,3.52043087
-5.14157079,9.32870599,2.03933152,3.49801862,0.07368880,1.43381244,0.33298230,0.26854943,0.26482283,3.57863819
-5.13556778,9.39099499,2.05761642,3.50392265,0.07406354,1.44613855,0.33626830,0.27398536,0.26831228,3.61869360
-5.12956478,9.40741869,2.06566253,3.49426380,0.07399888,1.45085355,0.33827742,0.27802208,0.27032200,3.64011488
-5.12356178,9.37801199,2.06348331,3.46919067,0.07350891,1.44791594,0.33901526,0.28061042,0.27083571,3.64280595
-5.11755878,9.30372853,2.05130379,3.42915165,0.07261765,1.43743455,0.33851144,0.28173062,0.26986568,3.62705627
-5.11155578,9.18640169,2.02955110,3.37487888,0.07135828,1.41966366,0.33681845,0.28139221,0.26745188,3.59352689
-5.10555278,9.02867632,1.99883808,3.30736334,0.06977205,1.39499333,0.33400964,0.27963289,0.26366030,3.54322352
-5.09954977,8.83391401,1.95994060,3.22782183,0.06790682,1.36393535,0.33017635,0.27651643,0.25858034,3.47745787
-5.09354677,8.60607608,1.91376950,3.13765737,0.06581547,1.32710552,0.32542457,0.27212970,0.25232168,3.39779909
-5.08754377,8.34958920,1.86133853,3.03841442,0.06355406,1.28520299,0.31987096,0.26657915,0.24501043,3.30601743
-5.08154077,8.06919960,1.80372940,2.93173086,0.06117989,1.23898756,0.31363861,0.25998666,0.23678502,3.20402272
-5.07553777,7.76982200,1.74205580,2.81928859,0.05874964,1.18925593,0.30685261,0.25248520,0.22779190,3.09380040
-5.06953477,7.45638958,1.67742769,2.70276466,0.05631743,1.13681802,0.29963576,0.24421435,0.21818114,2.97734788
-5.06353177,7.13371104,1.61091738,2.58378491,0.05393320,1.08247400,0.29210446,0.23531596,0.20810235,2.85661396
-5.05752876,6.80634040,1.54352897,2.46388173,0.05164113,1.02699331,0.28436510,0.22593006,0.19770076,2.73344373
-5.05152576,6.47846421,1.47617205,2.34445755,0.04947845,0.97109609,0.27651101,0.21619124,0.18711390,2.60953100
-5.04552276,6.15381004,1.40964085,2.22675520,0.04747451,0.91543781,0.26862022,0.20622560,0.17646876,2.48638001
-5.03951976,5.83557886,1.34459928,2.11183607,0.04565022,0.86059739,0.26075396,0.19614829,0.16587957,2.36527747
-5.03351676,5.52640277,1.28157240,2.00056654,0.04401780,0.80706915,0.25295612,0.18606184,0.15544630,2.24727546
-5.02751376,5.22832819,1.22094411,1.89361281,0.04258100,0.75525852,0.24525353,0.17605507,0.14525377,2.13318535
-5.02151076,4.94282361,1.16296107,1.79144387,0.04133552,0.70548147,0.23765708,0.16620283,0.13537140,2.02358208
-5.01550775,4.67080986,1.10774195,1.69434208,0.04026983,0.65796724,0.23016363,0.15656618,0.12585353,1.91881800
-5.00950475,4.41270982,1.05529158,1.60242032,0.03936622,0.61286405,0.22275851,0.14719327,0.11674028,1.81904476
-5.00350175,4.16851401,1.00551873,1.51564470,0.03860212,0.57024715,0.21541853,0.13812052,0.10805868,1.72424171
-4.99749875,3.93785777,0.95825666,1.43386138,0.03795143,0.53012877,0.20811524,0.12937422,0.09982429,1.63424899
-4.99149575,3.72010581,0.91328509,1.35682610,0.03738610,0.49246910,0.20081841,0.12097228,0.09204280,1.54880326
-4.98549275,3.51443950,0.87035262,1.28423492,0.03687761,0.45718792,0.19349933,0.11292605,0.08471187,1.46757428
-4.97948974,3.31994264,0.82919842,1.21575463,0.03639845,0.42417615,0.18613404,0.10524218,0.07782292,1.39020054
-4.97348674,3.13568206,0.78957215,1.15105159,0.03592347,0.39330689,0.17870603,0.09792436,0.07136278,1.31632216
-4.96748374,2.96077946,0.75125141,1.08981763,0.03543109,0.36444536,0.17120851,0.09097478,0.06531527,1.24560996
-4.96148074,2.79447190,0.71405600,1.03179207,0.03490424,0.33745762,0.16364606,0.08439549,0.05966253,1.17778944
-4.95547774,2.63615907,0.67785850,0.97677907,0.03433114,0.31221760,0.15603559,0.07818936,0.05438614,1.11265893
-4.94947474,2.48543601,0.64259099,0.92465977,0.03370575,0.28861253,0.14840662,0.07236075,0.04946796,1.05010166
-4.94347174,2.34211086,0.60824787,0.87539884,0.03302795,0.26654648,0.14080086,0.06691590,0.04489076,0.99009147
-4.93746873,2.20620807,0.57488483,0.82904568,0.03230346,0.24594230,0.13327113,0.06186302,0.04063860,0.93269250
-4.93146573,2.07795766,0.54261442,0.78573013,0.03154348,0.22674199,0.12587971,0.05721205,0.03669701,0.87805323
-4.92546273,1.95777227,0.51159855,0.74565351,0.03076408,0.20890560,0.11869618,0.05297422,0.03305299,0.82639562
-4.91945973,1.84621361,0.48203845,0.70907520,0.02998539,0.19240908,0.11179491,0.04916145,0.02969486,0.77800015
-4.91345673,1.74395069,0.45416288,0.67629592,0.02923059,0.17724122,0.10525226,0.04578547,0.02661204,0.73318768
-4.90745373,1.65171202,0.42821499,0.64763820,0.02852485,0.16339990,0.09914362,0.04285696,0.02379473,0.69229920
-4.90145073,1.57023431,0.40443865,0.62342525,0.02789404,0.15088807,0.09354053,0.04038460,0.02123356,0.65567442
-4.89544772,1.50021007,0.38306487,0.60395899,0.02736356,0.13970960,0.08850777,0.03837405,0.01891932,0.62363030
-4.88944472,1.44223645,0.36429878,0.58949831,0.02695711,0.12986524,0.08410081,0.03682707,0.01684257,0.59644028
-4.88344172,1.39676748,0.34830782,0.58023845,0.02669552,0.12134890,0.08036341,0.03574060,0.01499345,0.57431523
-4.87743872,1.36407157,0.33521146,0.57629228,0.02659570,0.11414440,0.07732575,0.03510607,0.01336144,0.55738677
-4.87143572,1.34419607,0.32507294,0.57767442,0.02666979,0.10822285,0.07500291,0.03490875,0.01193523,0.54569357
-4.86543272,1.33694012,0.31789317,0.58428868,0.02692440,0.10354067,0.07339389,0.03512739,0.01070265,0.53917119
-4.85942971,1.34183694,0.31360701,0.59591960,0.02736009,0.10003836,0.07248116,0.03573395,0.00965068,0.53764572
-4.85342671,1.35814613,0.31208214,0.61222823,0.02797117,0.09764008,0.07223072,0.03669363,0.00876548,0.54083150
-4.84742371,1.38485656,0.31312026,0.63275273,0.02874556,0.09625390,0.07259269,0.03796510,0.00803251,0.54833311
-4.84142071,1.42069962,0.31646089,0.65691361,0.02966508,0.09577281,0.07350246,0.03950099,0.00743667,0.55965127
-4.83541771,1.46417264,0.32178731,0.68402380,0.03070583,0.09607640,0.07488230,0.04124855,0.00696252,0.57419286
-4.82941471,1.51357172,0.32873461,0.71330307,0.03183890,0.09703314,0.07664337,0.04315064,0.00659442,0.59128448
-4.82341171,1.56703289,0.33689949,0.74389657,0.03303117,0.09850307,0.07868814,0.04514684,0.00631684,0.61018909
-4.81740870,1.62258025,0.34585150,0.77489678,0.03424640,0.10034100,0.08091309,0.04717474,0.00611449,0.63012543
-4.81140570,1.67817937,0.35514526,0.80536819,0.03544632,0.10239988,0.08321160,0.04917141,0.00597261,0.65028920
-4.80540270,1.73179415,0.36433331,0.83437375,0.03659194,0.10453435,0.08547698,0.05107494,0.00587718,0.66987561
-4.79939970,1.78144486,0.37297906,0.86100219,0.03764477,0.10660436,0.08760552,0.05282597,0.00581504,0.68810214
-4.79339670,1.82526533,0.38066940,0.88439504,0.03856811,0.10847854,0.08949938,0.05436930,0.00577416,0.70423093
-4.78739370,1.86155697,0.38702656,0.90377238,0.03932828,0.11003746,0.09106933,0.05565527,0.00574371,0.71758985
-4.78139070,1.88883753,0.39171861,0.91845622,0.03989565,0.11117645,0.09223725,0.05664113,0.00571420,0.72759140
-4.77538769,1.90588266,0.39446851,0.92789057,0.04024566,0.11180798,0.09293808,0.05729215,0.00567758,0.73374878
-4.76938469,1.91175867,0.39506098,0.93165734,0.04035952,0.11186346,0.09312149,0.05758251,0.00562725,0.73568849
-4.76338169,1.90584513,0.39334741,0.92948748,0.04022474,0.11129447,0.09275295,0.05749581,0.00555806,0.73315894
-4.75737869,1.88784662,0.38924824,0.92126691,0.03983546,0.11007326,0.09181420,0.05702546,0.00546634,0.72603484
-4.75137569,1.85779314,0.38275305,0.90703708,0.03919247,0.10819268,0.09030328,0.05617452,0.00534979,0.71431718
-4.74537269,1.81602955,0.37391827,0.88699014,0.03830303,0.10566538,0.08823390,0.05495540,0.00520743,0.69812897
-4.73936968,1.76319473,0.36286273,0.86145929,0.03718044,0.10252246,0.08563437,0.05338915,0.00503942,0.67770691
-4.73336668,1.70019145,0.34976135,0.83090456,0.03584343,0.09881161,0.08254603,0.05150457,0.00484700,0.65338955
-4.72736368,1.62814885,0.33483717,0.79589503,0.03431537,0.09459482,0.07902132,0.04933697,0.00463228,0.62560251
-4.72136068,1.54837919,0.31835229,0.75708835,0.03262333,0.08994574,0.07512161,0.04692689,0.00439809,0.59484144
-4.71535768,1.46233108,0.30059806,0.71520854,0.03079709,0.08494695,0.07091475,0.04431863,0.00414778,0.56165363
-4.70935468,1.37154139,0.28188502,0.67102318,0.02886808,0.07968714,0.06647268,0.04155879,0.00388510,0.52661902
-4.70335168,1.27758803,0.26253297,0.62532114,0.02686837,0.07425832,0.06186892,0.03869476,0.00361398,0.49033150
-4.69734867,1.18204551,0.24286177,0.57889163,0.02482964,0.06875333,0.05717628,0.03577333,0.00333838,0.45338121
-4.69134567,1.08644519,0.22318302,0.53250569,0.02278232,0.06326358,0.05246480,0.03283945,0.00306218,0.41633859
-4.68534267,0.99224161,0.20379302,0.48690063,0.02075477,0.05787720,0.04779986,0.02993514,0.00278903,0.37974064
-4.67933967,0.90078586,0.18496731,0.44276800,0.01877266,0.05267762,0.04324071,0.02709855,0.00252226,0.34407993
-4.67333667,0.81330671,0.16695678,0.40074539,0.01685845,0.04774271,0.03883936,0.02436335,0.00226480,0.30979644
-4.66733367,0.73089965,0.14998546,0.36141209,0.01503111,0.04314426,0.03463978,0.02175829,0.00201915,0.27727247
-4.66133067,0.65452356,0.13424999,0.32528846,0.01330587,0.03894807,0.03067748,0.01930695,0.00178729,0.24683046
-4.65532766,0.58500441,0.11992060,0.29283863,0.01169426,0.03521444,0.02697954,0.01702780,0.00157075,0.21873354
-4.64932466,0.52304501,0.10714347,0.26447614,0.01020417,0.03199893,0.02356477,0.01493435,0.00137057,0.19318853
-4.64332166,0.46923965,0.09604412,0.24057160,0.00884010,0.02935354,0.02044425,0.01303555,0.00118734,0.17035098
