energy_ev,total_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.88594297,1.54956735,0.06790505,0.29614502,0.37531626,0.70960308,0.00340429,0.03317885,0.00297390,0.78171855
-5.87993997,1.60319924,0.07107496,0.30672262,0.39905436,0.72425006,0.00354897,0.03514382,0.00321348,0.80876304
-5.87393697,1.65854103,0.07509561,0.31863100,0.42521389,0.73686365,0.00369521,0.03750623,0.00346993,0.83580748
-5.86793397,1.71590523,0.07995645,0.33188415,0.45390545,0.74763886,0.00383917,0.04027696,0.00374285,0.86305959
-5.86193097,1.77576321,0.08565136,0.34652222,0.48525777,0.75686287,0.00397736,0.04346873,0.00403203,0.89081047
-5.85592796,1.83872385,0.09217775,0.36260729,0.51941035,0.76490574,0.00410669,0.04709520,0.00433745,0.91942366
-5.84992496,1.90550270,0.09953493,0.38021720,0.55650374,0.77220725,0.00422464,0.05116984,0.00465932,0.94931966
-5.84392196,1.97688259,0.10772209,0.39943762,0.59666765,0.77926015,0.00432931,0.05570444,0.00499796,0.98095611
-5.83791896,2.05366707,0.11673564,0.42035270,0.64000734,0.78659039,0.00441944,0.06070755,0.00535386,1.01480446
-5.83191596,2.13662859,0.12656635,0.44303476,0.68658891,0.79473515,0.00449449,0.06618265,0.00572751,1.05132401
-5.82591296,2.22645354,0.13719615,0.46753344,0.73642406,0.80421954,0.00455464,0.07212631,0.00611938,1.09093436
-5.81990995,2.32368679,0.14859500,0.49386486,0.78945529,0.81553295,0.00460075,0.07852644,0.00652979,1.13398741
-5.81390695,2.42867826,0.16071786,0.52200141,0.84554216,0.82910602,0.00463432,0.08536057,0.00695881,1.18074046
-5.80790395,2.54153441,0.17350195,0.55186264,0.90444965,0.84528931,0.00465745,0.09259442,0.00740615,1.23133149
-5.80190095,2.66207732,0.18686462,0.58330796,0.96583942,0.86433467,0.00467271,0.10018085,0.00787108,1.28575816
-5.79589795,2.78981370,0.20070183,0.61613153,1.02926471,0.88638012,0.00468306,0.10805914,0.00835230,1.34386158
-5.78989495,2.92391619,0.21488754,0.65005980,1.09416944,0.91143909,0.00469175,0.11615487,0.00884789,1.40531608
-5.78389195,3.06321837,0.22927409,0.68475211,1.15989224,0.93939446,0.00470218,0.12438031,0.00935527,1.46962560
-5.77788894,3.20622471,0.24369354,0.71980439,1.22567530,0.96999795,0.00471778,0.13263545,0.00987117,1.53612747
-5.77188594,3.35113561,0.25796023,0.75475610,1.29067837,1.00287484,0.00474191,0.14080965,0.01039167,1.60400350
-5.76588294,3.49588737,0.27187430,0.78910027,1.35399745,1.03753399,0.00477779,0.14878382,0.01091226,1.67229850
-5.75987994,3.63820589,0.28522626,0.82229636,1.41468772,1.07338278,0.00482838,0.15643324,0.01142792,1.73994554
-5.75387694,3.77567214,0.29780231,0.85378542,1.47179001,1.10974646,0.00489634,0.16363068,0.01193326,1.80579712
-5.74787394,3.90579703,0.30939039,0.88300720,1.52435962,1.14589099,0.00498402,0.17025004,0.01242269,1.86866106
-5.74187094,4.02610270,0.31978663,0.90941813,1.57149656,1.18104855,0.00509345,0.17617000,0.01289060,1.92733967
-5.73586793,4.13420649,0.32880182,0.93250988,1.61237578,1.21444460,0.00522635,0.18127782,0.01333156,1.98067053
-5.72986493,4.22790429,0.33626790,0.95182724,1.64627602,1.24532525,0.00538421,0.18547301,0.01374051,2.02756711
-5.72386193,4.30524929,0.34204387,0.96698484,1.67260612,1.27298388,0.00556831,0.18867068,0.01411301,2.06705741
-5.71785893,4.36462280,0.34602104,0.97768172,1.69092739,1.29678583,0.00577987,0.19080446,0.01444536,2.09831897
-5.71185593,4.40479369,0.34812726,0.98371319,1.70097108,1.31619010,0.00602009,0.19182886,0.01473484,2.12070864
-5.70585293,4.42496415,0.34833003,0.98497936,1.70265006,1.33076732,0.00629029,0.19172095,0.01497975,2.13378585
-5.69984992,4.42479939,0.34663819,0.98148997,1.69606414,1.34021304,0.00659196,0.19048123,0.01517958,2.13732831
-5.69384692,4.40444035,0.34310223,0.97336520,1.68149878,1.34435623,0.00692690,0.18813378,0.01533501,2.13133961
-5.68784392,4.36449878,0.33781312,0.96083249,1.65941722,1.34316247,0.00729718,0.18472550,0.01544795,2.11604845
-5.68184092,4.30603528,0.33089975,0.94421944,1.63044630,1.33673206,0.00770529,0.18032467,0.01552141,2.09189965
-5.67583792,4.23052137,0.32252506,0.92394318,1.59535673,1.32529320,0.00815402,0.17501871,0.01555952,2.05953755
-5.66983492,4.13978768,0.31288098,0.90049651,1.55503856,1.30919089,0.00864645,0.16891144,0.01556728,2.01978258
-5.66383192,4.03596051,0.30218252,0.87443165,1.51047304,1.28887201,0.00918590,0.16211979,0.01555047,1.97360239
-5.65782891,3.92139002,0.29066116,0.84634203,1.46270201,1.26486758,0.00977570,0.15477021,0.01551537,1.92207864
-5.65182591,3.79857299,0.27855783,0.81684314,1.41279608,1.23777300,0.01041906,0.14699489,0.01546861,1.86637120
-5.64582291,3.67007364,0.26611576,0.78655300,1.36182300,1.20822717,0.01111884,0.13892797,0.01541685,1.80768130
-5.63981991,3.53844564,0.25357351,0.75607320,1.31081733,1.17689159,0.01187727,0.13070188,0.01536659,1.74721498
-5.63381691,3.40615839,0.24115842,0.72597108,1.26075257,1.14442999,0.01269569,0.12244393,0.01532386,1.68614847
-5.62781391,3.27553021,0.22908063,0.69676379,1.21251675,1.11148955,0.01357422,0.11427329,0.01529405,1.62559663
-5.62181091,3.14867055,0.21752801,0.66890480,1.16689218,1.07868415,0.01451152,0.10629839,0.01528166,1.56658555
-5.61580790,3.02743298,0.20666201,0.64277309,1.12453989,1.04658013,0.01550450,0.09861494,0.01529012,1.51002991
-5.60980490,2.91337997,0.19661462,0.61866557,1.08598914,1.01568503,0.01654809,0.09130442,0.01532162,1.45671587
-5.60380190,2.80775997,0.18748643,0.59679264,1.05163205,0.98643919,0.01763506,0.08443319,0.01537702,1.40728943
-5.59779890,2.71149679,0.17934584,0.57727700,1.02172324,0.95921043,0.01875595,0.07805219,0.01545578,1.36225050
-5.59179590,2.62519075,0.17222943,0.56015563,0.99638411,0.93429166,0.01989906,0.07219709,0.01555594,1.32195216
-5.58579290,2.54913057,0.16614325,0.54538467,0.97561141,0.91190099,0.02105048,0.06688896,0.01567413,1.28660492
-5.57978989,2.48331483,0.16106518,0.53284675,0.95928937,0.89218422,0.02219436,0.06213533,0.01580571,1.25628518
-5.57378689,2.42748129,0.15694800,0.52236065,0.94720478,0.87521926,0.02331315,0.05793157,0.01594484,1.23094735
-5.56778389,2.38114253,0.15372317,0.51369253,0.93906421,0.86102199,0.02438804,0.05426250,0.01608474,1.21043866
-5.56178089,2.34362594,0.15130512,0.50656838,0.93451261,0.84955326,0.02539941,0.05110423,0.01621786,1.19451609
-5.55577789,2.31411637,0.14959581,0.50068716,0.93315260,0.84072651,0.02632744,0.04842597,0.01633615,1.18286449
-5.54977489,2.29169970,0.14848951,0.49573412,0.93456355,0.83441576,0.02715272,0.04619197,0.01643139,1.17511510
-5.54377189,2.27540572,0.14787758,0.49139370,0.93831992,0.83046355,0.02785690,0.04436336,0.01649546,1.17086402
-5.53776888,2.26424884,0.14765299,0.48736177,0.94400823,0.82868860,0.02842334,0.04289989,0.01652065,1.16968971
-5.53176588,2.25726552,0.14771465,0.48335668,0.95124211,0.82889300,0.02883780,0.04176150,0.01649998,1.17116933
-5.52576288,2.25354733,0.14797117,0.47912872,0.95967517,0.83086867,0.02908893,0.04090977,0.01642747,1.17489328
-5.51975988,2.25226895,0.14834410,0.47446802,0.96901119,0.83440319,0.02916886,0.04030911,0.01629838,1.18047778
-5.51375688,2.25271065,0.14877053,0.46921036,0.97901180,0.83928470,0.02907353,0.03992770,0.01610943,1.18757522
-5.50775388,2.25427489,0.14920488,0.46324118,0.98950124,0.84530610,0.02880297,0.03973826,0.01585893,1.19588223
-5.50175088,2.25649712,0.14961998,0.45649743,1.00036852,0.85226839,0.02836143,0.03971854,0.01554689,1.20514540
-5.49574787,2.25905091,0.15000734,0.44896762,1.01156706,0.85998339,0.02775738,0.03985152,0.01517503,1.21516475
-5.48974487,2.26174786,0.15037657,0.44069010,1.02311195,0.86827571,0.02700331,0.04012552,0.01474678,1.22579508
-5.48374187,2.26453266,0.15075416,0.43174971,1.03507527,0.87698432,0.02611551,0.04053393,0.01426711,1.23694536
-5.47773887,2.26747411,0.15118150,0.42227318,1.04757973,0.88596357,0.02511355,0.04107487,0.01374248,1.24857634
-5.47173587,2.27075270,0.15171234,0.41242347,1.06079092,0.89508396,0.02401989,0.04175061,0.01318054,1.26069678
-5.46573287,2.27464549,0.15240977,0.40239336,1.07490877,0.90423258,0.02285918,0.04256686,0.01258997,1.27335836
-5.45972986,2.27950918,0.15334284,0.39239859,1.09015825,0.91331346,0.02165769,0.04353196,0.01198019,1.28664963
-5.45372686,2.28576186,0.15458294,0.38267081,1.10677991,0.92224769,0.02044262,0.04465594,0.01136108,1.30068932
-5.44772386,2.29386432,0.15620016,0.37345060,1.12502036,0.93097353,0.01924140,0.04594958,0.01074270,1.31561901
-5.44172086,2.30430121,0.15825967,0.36498081,1.14512293,0.93944632,0.01808112,0.04742337,0.01013508,1.33159557
-5.43571786,2.31756282,0.16081829,0.35750025,1.16731877,0.94763827,0.01698782,0.04908655,0.00954790,1.34878346
-5.42971486,2.33412742,0.16392149,0.35123803,1.19181835,0.95553811,0.01598606,0.05094619,0.00899036,1.36734688
-5.42371186,2.35444472,0.16760072,0.34640840,1.21880346,0.96315034,0.01509836,0.05300629,0.00847095,1.38744210
-5.41770885,2.37892033,0.17187134,0.34320639,1.24841988,0.97049415,0.01434481,0.05526704,0.00799734,1.40920980
-5.41170585,2.40790139,0.17673113,0.34180388,1.28077039,0.97760193,0.01374277,0.05772419,0.00757632,1.43276762
-5.40570285,2.44166327,0.18215952,0.34234639,1.31590847,0.98451710,0.01330661,0.06036859,0.00721368,1.45820292
-5.39969985,2.48039732,0.18811734,0.34495027,1.35383241,0.99129140,0.01304752,0.06318587,0.00691426,1.48556579
-5.39369685,2.52419969,0.19454740,0.34970037,1.39448008,0.99798142,0.01297341,0.06615633,0.00668196,1.51486233
-5.38769385,2.57306118,0.20137556,0.35664801,1.43772424,1.00464463,0.01308881,0.06925502,0.00651974,1.54604852
-5.38169085,2.62685823,0.20851248,0.36580926,1.48336867,1.01133459,0.01339494,0.07245198,0.00642973,1.57902451
-5.37568784,2.68534520,0.21585574,0.37716351,1.53114523,1.01809593,0.01388969,0.07571269,0.00641323,1.61362981
-5.36968484,2.74814829,0.22329250,0.39065226,1.58071206,1.02495882,0.01456769,0.07899866,0.00647086,1.64963942
-5.36368184,2.81476131,0.23070235,0.40617820,1.63165318,1.03193357,0.01542049,0.08226818,0.00660251,1.68676127
-5.35767884,2.88454389,0.23796044,0.42360471,1.68347986,1.03900535,0.01643664,0.08547722,0.00680747,1.72463521
-5.35167584,2.95672253,0.24494061,0.44275572,1.73563382,1.04612953,0.01760189,0.08858034,0.00708438,1.76283383
-5.34567284,3.03039493,0.25151856,0.46341625,1.78749280,1.05322792,0.01889943,0.09153178,0.00743127,1.80086544
-5.33966983,3.10453820,0.25757487,0.48533358,1.83837832,1.06018620,0.02031011,0.09428647,0.00784553,1.83817936
-5.33366683,3.17802117,0.26299775,0.50821930,1.88756610,1.06685297,0.02181272,0.09680106,0.00832385,1.87417369
-5.32766383,3.24962107,0.26768559,0.53175232,1.93429884,1.07304047,0.02338434,0.09903495,0.00886215,1.90820566
-5.32166083,3.31804475,0.27154902,0.55558288,1.97780135,1.07852731,0.02500067,0.10095120,0.00945556,1.93960439
-5.31565783,3.38195406,0.27451266,0.57933777,2.01729777,1.08306322,0.02663643,0.10251736,0.01009831,1.96768607
-5.30965483,3.43999519,0.27651641,0.60262653,2.05203046,1.08637571,0.02826575,0.10370614,0.01078369,1.99177093
-5.30365183,3.49083124,0.27751623,0.62504876,2.08127994,1.08817861,0.02986268,0.10449595,0.01150401,2.01120186
-5.29764882,3.53317714,0.27748456,0.64620237,2.10438542,1.08818203,0.03140156,0.10487132,0.01225058,2.02536389
-5.29164582,3.56583582,0.27641031,0.66569250,2.12076502,1.08610359,0.03285759,0.10482311,0.01301374,2.03370388
-5.28564282,3.58773447,0.27429841,0.68314099,2.12993494,1.08168019,0.03420724,0.10434858,0.01378294,2.03574970
-5.27963982,3.59795937,0.27116914,0.69819603,2.13152690,1.07467998,0.03542877,0.10345127,0.01454689,2.03112814
-5.27363682,3.59578801,0.26705713,0.71054170,2.12530295,1.06491385,0.03650262,0.10214084,0.01529366,2.01958064
-5.26763382,3.58071701,0.26201010,0.71990697,2.11116696,1.05224584,0.03741193,0.10043266,0.01601100,2.00097627
-5.26163082,3.55248474,0.25608760,0.72607393,2.08917239,1.03660204,0.03814283,0.09834739,0.01668656,1.97532114
-5.25562781,3.51108735,0.24935953,0.72888482,2.05952566,1.01797734,0.03868486,0.09591044,0.01730824,1.94276392
-5.24962481,3.45678755,0.24190469,0.72824757,2.02258501,0.99643981,0.03903120,0.09315142,0.01786452,1.90359698
-5.24362181,3.39011544,0.23380932,0.72413959,1.97885482,0.97213231,0.03917894,0.09010345,0.01834484,1.85825301
-5.23761881,3.31186144,0.22516575,0.71660969,1.92897542,0.94527126,0.03912920,0.08680260,0.01873998,1.80729728
-5.23161581,3.22306115,0.21607102,0.70577793,1.87370879,0.91614266,0.03888722,0.08328721,0.01904238,1.75141561
-5.22561281,3.12497294,0.20662574,0.69183340,1.81392073,0.88509538,0.03846232,0.07959730,0.01924650,1.69139867
-5.21960980,3.01904894,0.19693288,0.67503009,1.75056010,0.85253212,0.03786788,0.07577395,0.01934906,1.62812310
-5.21360680,2.90690063,0.18709685,0.65568081,1.68463612,0.81889851,0.03712107,0.07185876,0.01934924,1.56253025
-5.20760380,2.79026027,0.17722247,0.63414956,1.61719437,0.78467061,0.03624267,0.06789333,0.01924886,1.49560341
-5.20160080,2.67093981,0.16741417,0.61084255,1.54929283,0.75034174,0.03525665,0.06391876,0.01905235,1.42834445
-5.19559780,2.55078866,0.15777520,0.58619818,1.48197849,0.71640887,0.03418979,0.05997522,0.01876674,1.36175063
-5.18959480,2.43165201,0.14840678,0.56067639,1.41626574,0.68335940,0.03307112,0.05610150,0.01840152,1.29679269
-5.18359180,2.31533105,0.13940742,0.53474774,1.35311707,0.65165868,0.03193138,0.05233465,0.01796838,1.23439480
-5.17758879,2.20354636,0.13087213,0.50888259,1.29342680,0.62173891,0.03080238,0.04870964,0.01748093,1.17541698
-5.17158579,2.09790554,0.12289165,0.48354064,1.23800821,0.59398960,0.02971628,0.04525895,0.01695429,1.12064063
-5.16558279,1.99987575,0.11555165,0.45916129,1.18758423,0.56874996,0.02870489,0.04201236,0.01640467,1.07075722
-5.15957979,1.91076175,0.10893190,0.43615491,1.14278175,0.54630336,0.02779895,0.03899659,0.01584889,1.02636038
-5.15357679,1.83168935,0.10310539,0.41489526,1.10412920,0.52687381,0.02702733,0.03623506,0.01530388,0.98794122
-5.14757379,1.76359432,0.09813745,0.39571323,1.07205704,0.51062435,0.02641637,0.03374765,0.01478620,0.95588659
-5.14157079,1.70721623,0.09408483,0.37889191,1.04690049,0.49765735,0.02598915,0.03155047,0.01431152,0.93047983
-5.13556778,1.66309660,0.09099471,0.36466298,1.02890393,0.48801616,0.02576488,0.02965570,0.01389425,0.91190360
-5.12956478,1.63158061,0.08890383,0.35320437,1.01822596,0.48168813,0.02575834,0.02807141,0.01354707,0.90024398
-5.12356178,1.61282158,0.08783753,0.34463922,1.01494462,0.47860837,0.02597940,0.02680144,0.01328065,0.89549554
-5.11755878,1.60678733,0.08780888,0.33903578,1.01906188,0.47866420,0.02643269,0.02584536,0.01310335,0.89756653
-5.11155578,1.61326766,0.08881785,0.33640840,1.03050687,0.48169982,0.02711739,0.02519837,0.01302104,0.90628391
-5.10555278,1.63188235,0.09085062,0.33671917,1.04913749,0.48752099,0.02802708,0.02485138,0.01303703,0.92139780
-5.09954977,1.66208930,0.09387895,0.33988035,1.07474018,0.49589959,0.02914990,0.02479104,0.01315198,0.94258512
-5.09354677,1.70319244,0.09785980,0.34575731,1.10702774,0.50657790,0.03046864,0.02499990,0.01336397,0.96945239
-5.08754377,1.75434954,0.10273507,0.35417186,1.14563581,0.51927262,0.03196118,0.02545660,0.01366863,1.00153782
-5.08154077,1.81458000,0.10843164,0.36490603,1.19011807,0.53367849,0.03360097,0.02613614,0.01405929,1.03831290
-5.07553777,1.88277313,0.11486168,0.37770611,1.23994129,0.54947190,0.03535765,0.02701022,0.01452722,1.07918398
-5.06953477,1.95769732,0.12192329,0.39228705,1.29448070,0.56631421,0.03719778,0.02804764,0.01506190,1.12349416
-5.06353177,2.03801090,0.12950140,0.40833707,1.35301688,0.58385532,0.03908574,0.02921484,0.01565135,1.17052619
-5.05752876,2.12227504,0.13746922,0.42552269,1.41473493,0.60173731,0.04098462,0.03047638,0.01628244,1.21950678
-5.05152576,2.20896956,0.14568984,0.44349394,1.47872687,0.61959858,0.04285721,0.03179562,0.01694123,1.26961290
-5.04552276,2.29651198,0.15401843,0.46189007,1.54399805,0.63707830,0.04466701,0.03313538,0.01761338,1.31998032
-5.03951976,2.38328005,0.16230459,0.48034549,1.60947801,0.65382148,0.04637923,0.03445861,0.01828446,1.36971481
-5.03351676,2.46763798,0.17039520,0.49849608,1.67403610,0.66948451,0.04796175,0.03572919,0.01894030,1.41790594
-5.02751376,2.54796596,0.17813739,0.51598587,1.73650192,0.68374117,0.04938606,0.03691262,0.01956737,1.46364338
-5.02151076,2.62269275,0.18538180,0.53247387,1.79569007,0.69628898,0.05062808,0.03797678,0.02015308,1.50603551
-5.01550775,2.69033033,0.19198587,0.54764114,1.85042863,0.70685578,0.05166890,0.03889258,0.02068604,1.54422965
-5.00950475,2.74950978,0.19781722,0.56119776,1.89959037,0.71520613,0.05249542,0.03963461,0.02115642,1.57743336
-5.00350175,2.79901709,0.20275685,0.57288977,1.94212550,0.72114757,0.05310078,0.04018167,0.02155611,1.60493599
-4.99749875,2.83782749,0.20670216,0.58250565,1.97709440,0.72453615,0.05348472,0.04051722,0.02187898,1.62612947
-4.99149575,2.86513686,0.20956963,0.58988228,2.00369896,0.72528118,0.05365378,0.04062967,0.02212105,1.64052746
-4.98549275,2.88038872,0.21129707,0.59491004,2.02131074,0.72334880,0.05362127,0.04051260,0.02228060,1.64778185
-4.97948974,2.88329531,0.21184528,0.59753686,2.02949475,0.71876418,0.05340713,0.04016478,0.02235828,1.64769573
-4.97348674,2.87385157,0.21119917,0.59777095,2.02802715,0.71161212,0.05303762,0.03959005,0.02235713,1.64023201
-4.96748374,2.85234079,0.20936814,0.59568198,2.01690608,0.70203593,0.05254483,0.03879715,0.02228256,1.62551716
-4.96148074,2.81933145,0.20638578,0.59140053,1.99635461,0.69023448,0.05196602,0.03779924,0.02214227,1.60383951
-4.95547774,2.77566455,0.20230883,0.58511578,1.96681553,0.67645739,0.05134285,0.03661350,0.02194609,1.57564211
-4.94947474,2.72243165,0.19721548,0.57707114,1.92893796,0.66099856,0.05072034,0.03526048,0.02170581,1.54151013
-4.94347174,2.66094390,0.19120300,0.56755807,1.88355604,0.64418798,0.05014588,0.03376344,0.02143483,1.50215309
-4.93746873,2.59269296,0.18438483,0.55690801,1.83166069,0.62638222,0.04966791,0.03214762,0.02114789,1.45838270
-4.93146573,2.51930501,0.17688718,0.54548267,1.77436543,0.60795383,0.04933464,0.03043950,0.02086057,1.41108690
-4.92546273,2.44248940,0.16884535,0.53366296,1.71286783,0.58928000,0.04919266,0.02866603,0.02058895,1.36120122
-4.91945973,2.36398389,0.16039983,0.52183676,1.64840809,0.57073083,0.04928542,0.02685388,0.02034899,1.30967861
-4.91345673,2.28549843,0.15169231,0.51038612,1.58222678,0.55265776,0.04965183,0.02502881,0.02015608,1.25745892
-4.90745373,2.20865977,0.14286184,0.49967424,1.51552343,0.53538249,0.05032477,0.02321503,0.02002448,1.20543920
-4.90145073,2.13495904,0.13404119,0.49003279,1.44941769,0.51918687,0.05132976,0.02143466,0.01996676,1.15444627
-4.89544772,2.06570443,0.12535358,0.48174999,1.38491490,0.50430417,0.05268373,0.01970735,0.01999334,1.10521231
-4.88944472,2.00198096,0.11690982,0.47506008,1.32287732,0.49091210,0.05439395,0.01804993,0.02011201,1.05835484
-4.88344172,1.94461880,0.10880606,0.47013453,1.26400209,0.47912778,0.05645729,0.01647622,0.02032758,1.01436147
-4.87743872,1.89417161,0.10112213,0.46707554,1.20880685,0.46900510,0.05885962,0.01499694,0.02064153,0.97358024
-4.87143572,1.85090560,0.09392051,0.46591191,1.15762313,0.46053426,0.06157571,0.01361972,0.02105193,0.93621566
-4.86543272,1.81479974,0.08724590,0.46659782,1.11059783,0.45364388,0.06456934,0.01234921,0.02155326,0.90233048
-4.85942971,1.78555691,0.08112548,0.46901433,1.06770204,0.44820527,0.06779393,0.01118728,0.02213660,0.87185303
-4.85342671,1.76262553,0.07556972,0.47297377,1.02874680,0.44403887,0.07119342,0.01013324,0.02278973,0.84458952
-4.84742371,1.74523045,0.07057365,0.47822676,0.99340455,0.44092253,0.07470366,0.00918423,0.02349755,0.82024061
-4.84142071,1.73241172,0.06611861,0.48447164,0.96123515,0.43860126,0.07825405,0.00833550,0.02424245,0.79842143
-4.83541771,1.72306943,0.06217428,0.49136597,0.93171506,0.43679796,0.08176953,0.00758085,0.02500494,0.77868397
-4.82941471,1.71601268,0.05870098,0.49853951,0.90426820,0.43522483,0.08517280,0.00691296,0.02576424,0.76054086
-4.82341171,1.71001038,0.05565202,0.50560822,0.87829690,0.43359478,0.08838666,0.00632379,0.02649899,0.74348931
-4.81740870,1.70384195,0.05297614,0.51218870,0.85321184,0.43163253,0.09133646,0.00580493,0.02718798,0.72703430
-4.81140570,1.69634560,0.05061987,0.51791249,0.82845933,0.42908479,0.09395252,0.00534794,0.02781093,0.71071003
-4.80540270,1.68646252,0.04852962,0.52243950,0.80354528,0.42572932,0.09617239,0.00494460,0.02834911,0.69409880
-4.79939970,1.67327525,0.04665375,0.52547030,0.77805468,0.42138239,0.09794296,0.00458719,0.02878606,0.67684664
-4.79339670,1.65603891,0.04494415,0.52675658,0.75166633,0.41590447,0.09922221,0.00426865,0.02910814,0.65867537
-4.78739370,1.63420458,0.04335769,0.52610951,0.72416235,0.40920402,0.09998061,0.00398278,0.02930500,0.63939067
-4.78139070,1.60743413,0.04185720,0.52340578,0.69543252,0.40123937,0.10020214,0.00372426,0.02936990,0.61888623
-4.77538769,1.57560657,0.04041219,0.51859107,0.66547372,0.39201859,0.09988481,0.00348881,0.02929997,0.59714413
-4.76938469,1.53881612,0.03899926,0.51168105,0.63438489,0.38159776,0.09904071,0.00327312,0.02909625,0.57423159
-4.76338169,1.49736275,0.03760210,0.50275981,0.60235804,0.37007753,0.09769564,0.00307487,0.02876369,0.55029479
-4.75737869,1.45173594,0.03621137,0.49197613,0.56966627,0.35759845,0.09588824,0.00289269,0.02831091,0.52555006
-4.75137569,1.40259287,0.03482425,0.47953765,0.53664937,0.34433531,0.09366881,0.00272606,0.02774992,0.50027314
-4.74537269,1.35073226,0.03344379,0.46570335,0.50369793,0.33049065,0.09109770,0.00257524,0.02709574,0.47478716
-4.73936968,1.29706505,0.03207817,0.45077470,0.47123689,0.31628802,0.08824353,0.00244116,0.02636590,0.44944978
-4.73336668,1.24258326,0.03073986,0.43508584,0.43970904,0.30196494,0.08518111,0.00232530,0.02557990,0.42464031
-4.72736368,1.18832810,0.02944461,0.41899309,0.40955921,0.28776602,0.08198933,0.00222959,0.02475859,0.40074695
-4.72136068,1.13535841,0.02821058,0.40286431,0.38121983,0.27393637,0.07874892,0.00215627,0.02392360,0.37815480
-4.71535768,1.08472021,0.02705733,0.38706823,0.35509788,0.26071539,0.07554028,0.00210778,0.02309665,0.35723486
-4.70935468,1.03741815,0.02600490,0.37196420,0.33156391,0.24833113,0.07244137,0.00208667,0.02229899,0.33833413
-4.70335168,0.99438926,0.02507296,0.35789244,0.31094286,0.23699518,0.06952565,0.00209544,0.02155082,0.32176703
-4.69734867,0.95647946,0.02427999,0.34516513,0.29350703,0.22689825,0.06686031,0.00213651,0.02087068,0.30780810
-4.69134567,0.92442296,0.02364257,0.33405833,0.27947083,0.21820621,0.06450462,0.00221209,0.02027500,0.29668601
-4.68534267,0.89882474,0.02317472,0.32480502,0.26898746,0.21105682,0.06250850,0.00232410,0.01977767,0.28857873
-4.67933967,0.88014628,0.02288735,0.31758923,0.26214704,0.20555700,0.06091134,0.00247412,0.01938963,0.28360987
-4.67333667,0.86869437,0.02278786,0.31254136,0.25897617,0.20178056,0.05974114,0.00266334,0.01911861,0.28184607
-4.66733367,0.86461336,0.02287976,0.30973487,0.25943874,0.19976651,0.05901383,0.00289253,0.01896892,0.28329533
-4.66133067,0.86788063,0.02316248,0.30918418,0.26343765,0.19951800,0.05873293,0.00316202,0.01894130,0.28790632
-4.65532766,0.87830563,0.02363122,0.31084409,0.27081740,0.20100165,0.05888947,0.00347173,0.01903289,0.29556860
-4.64932466,0.89553242,0.02427699,0.31461062,0.28136744,0.20414771,0.05946226,0.00382120,0.01923732,0.30611371
-4.64332166,0.91904594,0.02508671,0.32032324,0.29482617,0.20885071,0.06041838,0.00420964,0.01954484,0.31931735
