energy_ev,total_up,Cu_p_up,Cu_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,2.88343002,0.47109554,1.05360941,0.74799251,0.00000000,0.63282608,0.00000000
-5.99399700,2.83060435,0.47036318,1.03304072,0.72980625,0.00000000,0.62832193,0.00000000
-5.98799400,2.77899020,0.47128262,1.01230069,0.71138968,0.00000000,0.62488160,0.00000000
-5.98199100,2.73105242,0.47417152,0.99232541,0.69336730,0.00000000,0.62302392,0.00000000
-5.97598799,2.68913059,0.47932269,0.97401545,0.67634927,0.00000000,0.62321598,0.00000000
-5.96998499,2.65534920,0.48698690,0.95820329,0.66090859,0.00000000,0.62585195,0.00000000
-5.96398199,2.63153503,0.49735666,0.94562306,0.64755980,0.00000000,0.63123434,0.00000000
-5.95797899,2.61914550,0.51055193,0.93688397,0.63673994,0.00000000,0.63955821,0.00000000
-5.95197599,2.61921064,0.52660813,0.93244848,0.62879264,0.00000000,0.65089932,0.00000000
-5.94597299,2.63229134,0.54546743,0.93261592,0.62395594,0.00000000,0.66520674,0.00000000
-5.93996998,2.65845553,0.56697359,0.93751241,0.62235422,0.00000000,0.68230031,0.00000000
-5.93396698,2.69727312,0.59087080,0.94708723,0.62399460,0.00000000,0.70187330,0.00000000
-5.92796398,2.74782995,0.61680661,0.96111588,0.62876777,0.00000000,0.72350009,0.00000000
-5.92196098,2.80876009,0.64433909,0.97920942,0.63645321,0.00000000,0.74664883,0.00000000
-5.91595798,2.87829500,0.67294781,1.00082986,0.64672846,0.00000000,0.77069855,0.00000000
-5.90995498,2.95432746,0.70204844,1.02531071,0.65918194,0.00000000,0.79496008,0.00000000
-5.90395198,3.03448759,0.73101039,1.05188190,0.67332882,0.00000000,0.81870003,0.00000000
-5.89794897,3.11622778,0.75917671,1.07969799,0.68862915,0.00000000,0.84116673,0.00000000
-5.89194597,3.19691304,0.78588562,1.10786839,0.70450756,0.00000000,0.86161729,0.00000000
-5.88594297,3.27391308,0.81049263,1.13548865,0.72037363,0.00000000,0.87934435,0.00000000
-5.87993997,3.34469258,0.83239247,1.16167129,0.73564228,0.00000000,0.89370180,0.00000000
-5.87393697,3.40689621,0.85103990,1.18557528,0.74975323,0.00000000,0.90412797,0.00000000
-5.86793397,3.45842515,0.86596855,1.20643297,0.76218906,0.00000000,0.91016575,0.00000000
-5.86193097,3.49750260,0.87680706,1.22357362,0.77249105,0.00000000,0.91147855,0.00000000
-5.85592796,3.52272610,0.88329189,1.23644287,0.78027251,0.00000000,0.90786169,0.00000000
-5.84992496,3.53310525,0.88527641,1.24461750,0.78522908,0.00000000,0.89924868,0.00000000
-5.84392196,3.52808398,0.88273587,1.24781534,0.78714600,0.00000000,0.88571245,0.00000000
-5.83791896,3.50754741,0.87576832,1.24590013,0.78590195,0.00000000,0.86746147,0.00000000
-5.83191596,3.47181364,0.86459139,1.23888143,0.78146986,0.00000000,0.84483116,0.00000000
-5.82591296,3.42161177,0.84953527,1.22691001,0.77391459,0.00000000,0.81827118,0.00000000
-5.81990995,3.35804766,0.83103236,1.21026901,0.76338786,0.00000000,0.78832924,0.00000000
-5.81390695,3.28255946,0.80960395,1.18936156,0.75012075,0.00000000,0.75563230,0.00000000
-5.80790395,3.19686513,0.78584466,1.16469540,0.73441417,0.00000000,0.72086610,0.00000000
-5.80190095,3.10290435,0.76040522,1.13686542,0.71662772,0.00000000,0.68475397,0.00000000
-5.79589795,3.00277725,0.73397431,1.10653464,0.69716735,0.00000000,0.64803576,0.00000000
-5.78989495,2.89868227,0.70726012,1.07441445,0.67647244,0.00000000,0.61144782,0.00000000
-5.78389195,2.79285534,0.68097218,1.04124490,0.65500252,0.00000000,0.57570478,0.00000000
-5.77788894,2.68751229,0.65580412,1.00777542,0.63322411,0.00000000,0.54148363,0.00000000
-5.77188594,2.58479612,0.63241771,0.97474688,0.61159821,0.00000000,0.50941061,0.00000000
-5.76588294,2.48673048,0.61142867,0.94287513,0.59056850,0.00000000,0.48005114,0.00000000
-5.75987994,2.39518025,0.59339452,0.91283665,0.57055074,0.00000000,0.45390286,0.00000000
-5.75387694,2.31182001,0.57880465,0.88525642,0.55192361,0.00000000,0.43139168,0.00000000
-5.74787394,2.23811049,0.56807279,0.86069837,0.53502101,0.00000000,0.41287071,0.00000000
-5.74187094,2.17528320,0.56153185,0.83965831,0.52012621,0.00000000,0.39862154,0.00000000
-5.73586793,2.12433273,0.55943117,0.82255944,0.50746775,0.00000000,0.38885754,0.00000000
-5.72986493,2.08601632,0.56193610,0.80975023,0.49721719,0.00000000,0.38372865,0.00000000
-5.72386193,2.06085971,0.56912964,0.80150453,0.48948880,0.00000000,0.38332697,0.00000000
-5.71785893,2.04916839,0.58101612,0.79802350,0.48434084,0.00000000,0.38769280,0.00000000
-5.71185593,2.05104295,0.59752648,0.79943905,0.48177868,0.00000000,0.39682041,0.00000000
-5.70585293,2.06639730,0.61852497,0.80581829,0.48175911,0.00000000,0.41066309,0.00000000
-5.69984992,2.09497842,0.64381679,0.81716854,0.48419600,0.00000000,0.42913725,0.00000000
-5.69384692,2.13638617,0.67315649,0.83344236,0.48896671,0.00000000,0.45212505,0.00000000
-5.68784392,2.19009209,0.70625648,0.85454220,0.49591901,0.00000000,0.47947554,0.00000000
-5.68184092,2.25545590,0.74279546,0.88032416,0.50487818,0.00000000,0.51100425,0.00000000
-5.67583792,2.33173889,0.78242620,0.91060059,0.51565382,0.00000000,0.54649130,0.00000000
-5.66983492,2.41811358,0.82478244,0.94514128,0.52804612,0.00000000,0.58567835,0.00000000
-5.66383192,2.51366948,0.86948451,0.98367322,0.54185112,0.00000000,0.62826471,0.00000000
-5.65782891,2.61741492,0.91614344,1.02587893,0.55686491,0.00000000,0.67390305,0.00000000
-5.65182591,2.72827567,0.96436359,1.07139372,0.57288641,0.00000000,0.72219545,0.00000000
-5.64582291,2.84509114,1.01374359,1.11980224,0.58971869,0.00000000,0.77269021,0.00000000
-5.63981991,2.96660944,1.06387588,1.17063481,0.60716903,0.00000000,0.82488022,0.00000000
-5.63381691,3.09148286,1.11434510,1.22336439,0.62504756,0.00000000,0.87820343,0.00000000
-5.62781391,3.21826534,1.16472565,1.27740464,0.64316502,0.00000000,0.93204593,0.00000000
-5.62181091,3.34541379,1.21457908,1.33211009,0.66132976,0.00000000,0.98574814,0.00000000
-5.61580790,3.47129465,1.26345173,1.38677885,0.67934453,0.00000000,1.03861429,0.00000000
-5.60980490,3.59419716,1.31087338,1.44065859,0.69700345,0.00000000,1.08992527,0.00000000
-5.60380190,3.71235434,1.35635736,1.49295614,0.71408958,0.00000000,1.13895472,0.00000000
