energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.64582291,7.11364261,0.03513020,1.73042529,0.84545009,0.70913687,2.26814070,0.00000000,1.93697796,2.79449026
-5.63981991,7.11117495,0.03457268,1.76118599,0.81421490,0.71258758,2.21885462,0.00000000,1.95349068,2.83650163
-5.63381691,7.09706450,0.03417448,1.78303626,0.78700712,0.71540023,2.17434723,0.00000000,1.96494274,2.86611987
-5.62781391,7.07146006,0.03394831,1.79554123,0.76413707,0.71775196,2.13536445,0.00000000,1.97120065,2.88271501
-5.62181091,7.03475653,0.03390292,1.79846991,0.74582329,0.71981507,2.10252627,0.00000000,1.97224794,2.88595593
-5.61580790,6.98758958,0.03404304,1.79180178,0.73219244,0.72174863,2.07631441,0.00000000,1.96818692,2.87582105
-5.60980490,6.93081677,0.03436940,1.77572539,0.72328077,0.72369051,2.05706208,0.00000000,1.95923494,2.85259682
-5.60380190,6.86548625,0.03487874,1.75062927,0.71903705,0.72575038,2.04494622,0.00000000,1.94571525,2.81686388
-5.59779890,6.79279465,0.03556403,1.71708552,0.71932666,0.72800395,2.03998272,0.00000000,1.92804302,2.76947189
-5.59179590,6.71403658,0.03641461,1.67582698,0.72393693,0.73048893,2.04202492,0.00000000,1.90670708,2.71150416
-5.58579290,6.63054873,0.03741650,1.62771923,0.73258327,0.73320293,2.05076558,0.00000000,1.88224851,2.64423412
-5.57978989,6.54365167,0.03855270,1.57372874,0.74491612,0.73610340,2.06574261,0.00000000,1.85523705,2.56907578
-5.57378689,6.45459282,0.03980350,1.51488884,0.76052856,0.73910978,2.08634854,0.00000000,1.82624668,2.48753076
-5.56778389,6.36449369,0.04114684,1.45226500,0.77896442,0.74210764,2.11184376,0.00000000,1.79583165,2.40113431
-5.56178089,6.27430436,0.04255869,1.38692102,0.79972677,0.74495470,2.14137309,0.00000000,1.76450407,2.31140310
-5.55577789,6.18476748,0.04401345,1.31988765,0.82228673,0.74748837,2.17398565,0.00000000,1.73271435,2.21978683
-5.54977489,6.09639381,0.04548427,1.25213477,0.84609253,0.74953442,2.20865723,0.00000000,1.70083520,2.12762594
-5.54377189,6.00945003,0.04694354,1.18454813,0.87057867,0.75091629,2.24431475,0.00000000,1.66915018,2.03611677
-5.53776888,5.92395957,0.04836319,1.11791132,0.89517514,0.75146461,2.27986212,0.00000000,1.63784702,1.94628552
-5.53176588,5.83971571,0.04971522,1.05289335,0.91931671,0.75102635,2.31420663,0.00000000,1.60701595,1.85897140
-5.52576288,5.75630623,0.05097203,0.99004188,0.94245201,0.74947316,2.34628536,0.00000000,1.57665315,1.77481914
-5.51975988,5.67314779,0.05210693,0.92978183,0.96405261,0.74670850,2.37509057,0.00000000,1.54666869,1.69428056
-5.51375688,5.58952815,0.05309460,0.87241890,0.98362169,0.74267317,2.39969365,0.00000000,1.51689864,1.61762415
-5.50775388,5.50465389,0.05391150,0.81814733,1.00070247,0.73734912,2.41926684,0.00000000,1.48712055,1.54495178
-5.50175088,5.41770115,0.05453645,0.76706109,1.01488613,0.73076125,2.43310221,0.00000000,1.45707136,1.47622090
-5.49574787,5.32786704,0.05495104,0.71916753,1.02581904,0.72297746,2.44062759,0.00000000,1.42646696,1.41127080
-5.48974487,5.23441933,0.05514008,0.67440265,1.03320938,0.71410677,2.44141899,0.00000000,1.39502226,1.34985133
-5.48374187,5.13674247,0.05509212,0.63264711,1.03683272,0.70429604,2.43520947,0.00000000,1.36247094,1.29165242
-5.47773887,5.03437819,0.05479974,0.59374203,1.03653663,0.69372531,2.42189443,0.00000000,1.32858392,1.23633307
-5.47173587,4.92705940,0.05425993,0.55750412,1.03224403,0.68260238,2.40153322,0.00000000,1.29318584,1.18354843
-5.46573287,4.81473644,0.05347432,0.52373936,1.02395520,0.67115688,2.37434749,0.00000000,1.25616885,1.13297403
-5.45972986,4.69759518,0.05244933,0.49225495,1.01174841,0.65963420,2.34071625,0.00000000,1.21750325,1.08432627
-5.45372686,4.57606691,0.05119620,0.46286921,0.99577895,0.64828979,2.30116818,0.00000000,1.17724458,1.03737878
-5.44772386,4.45082996,0.04973088,0.43541933,0.97627668,0.63738401,2.25637131,0.00000000,1.13553719,0.99197418
-5.44172086,4.32280380,0.04807388,0.40976688,0.95354196,0.62717768,2.20712049,0.00000000,1.09261393,0.94803142
-5.43571786,4.19313577,0.04624986,0.38580135,0.92794016,0.61792871,2.15432303,0.00000000,1.04879256,0.90554859
-5.42971486,4.06318149,0.04428724,0.36344167,0.89989473,0.60988943,2.09898256,0.00000000,1.00446870,0.86460180
-5.42371186,3.93447944,0.04221763,0.34263609,0.86987902,0.60330491,2.04218161,0.00000000,0.96010596,0.82534032
-5.41770885,3.80872045,0.04007516,0.32336060,0.83840703,0.59841172,1.98506286,0.00000000,0.91622365,0.78797863
-5.41170585,3.68771272,0.03789575,0.30561621,0.80602321,0.59543712,1.92880932,0.00000000,0.87338244,0.75278588
-5.40570285,3.57334308,0.03571639,0.28942529,0.77329170,0.59459820,1.87462344,0.00000000,0.83216864,0.72007342
-5.39969985,3.46753484,0.03357432,0.27482721,0.74078500,0.59610062,1.82370538,0.00000000,0.79317753,0.69018082
-5.39369685,3.37220294,0.03150622,0.26187355,0.70907244,0.60013675,1.77723027,0.00000000,0.75699632,0.66346105
-5.38769385,3.28920685,0.02954743,0.25062303,0.67870872,0.60688280,1.73632484,0.00000000,0.72418717,0.64026528
-5.38169085,3.22030187,0.02773126,0.24113632,0.65022255,0.61649481,1.70204346,0.00000000,0.69527074,0.62092769
-5.37568784,3.16708966,0.02608823,0.23347087,0.62410576,0.62910349,1.67534386,0.00000000,0.67071079,0.60575084
-5.36968484,3.13096888,0.02464551,0.22767591,0.60080300,0.64480794,1.65706311,0.00000000,0.65090004,0.59499188
-5.36368184,3.11308712,0.02342637,0.22378768,0.58070221,0.66366840,1.64789412,0.00000000,0.63614772,0.58884998
-5.35767884,3.11429554,0.02244971,0.22182504,0.56412609,0.68569861,1.64836362,0.00000000,0.62666918,0.58745537
-5.35167584,3.13510773,0.02172973,0.22178558,0.55132469,0.71085803,1.65881227,0.00000000,0.62257763,0.59086019
-5.34567284,3.17566466,0.02127564,0.22364222,0.54246932,0.73904469,1.67937780,0.00000000,0.62387845,0.59903158
-5.33966983,3.23570751,0.02109149,0.22734058,0.53764802,0.77008919,1.70998214,0.00000000,0.63046613,0.61184708
-5.33366683,3.31456013,0.02117610,0.23279712,0.53686266,0.80375067,1.75032363,0.00000000,0.64212406,0.62909281
-5.32766383,3.41112303,0.02152305,0.23989810,0.54002788,0.83971518,1.79987489,0.00000000,0.65852717,0.65046430
-5.32166083,3.52388010,0.02212081,0.24849961,0.54697201,0.87759713,1.85788742,0.00000000,0.67924763,0.67557034
-5.31565783,3.65091924,0.02295294,0.25842860,0.55744014,0.91694406,1.92340319,0.00000000,0.70376345,0.70393972
-5.30965483,3.78996725,0.02399839,0.26948495,0.57109921,0.95724503,1.99527356,0.00000000,0.73146993,0.73503069
-5.30365183,3.93843893,0.02523191,0.28144470,0.58754531,0.99794250,2.07218550,0.00000000,0.76169374,0.76824324
-5.29764882,4.09349928,0.02662453,0.29406425,0.60631306,1.03844748,2.15269438,0.00000000,0.79370940,0.80293349
-5.29164582,4.25213744,0.02814420,0.30708550,0.62688677,1.07815736,2.23526273,0.00000000,0.82675769,0.83843003
-5.28564282,4.41124973,0.02975641,0.32024180,0.64871334,1.11647579,2.31830355,0.00000000,0.86006553,0.87405158
-5.27963982,4.56772887,0.03142505,0.33326449,0.67121640,1.15283354,2.40022663,0.00000000,0.89286669,0.90912519
-5.27363682,4.71855585,0.03311315,0.34588978,0.69381129,1.18670952,2.47948601,0.00000000,0.92442282,0.94300450
-5.26763382,4.86089055,0.03478384,0.35786578,0.71592044,1.21765051,2.55462664,0.00000000,0.95404383,0.97508710
-5.26163082,4.99215692,0.03640126,0.36895923,0.73698857,1.24528886,2.62432794,0.00000000,0.98110709,1.00483028
-5.25562781,5.11011901,0.03793140,0.37896183,0.75649713,1.26935675,2.68744255,0.00000000,1.00507465,1.03176465
-5.24962481,5.21294403,0.03934309,0.38769579,0.77397747,1.28969645,2.74302808,0.00000000,1.02550765,1.05550478
-5.24362181,5.29924954,0.04060871,0.39501828,0.78902214,1.30626567,2.79037065,0.00000000,1.04207762,1.07575654
-5.23761881,5.36813241,0.04170498,0.40082474,0.80129405,1.31913764,2.82899879,0.00000000,1.05457379,1.09232084
-5.23161581,5.41917822,0.04261351,0.40505075,0.81053288,1.32849591,2.85868734,0.00000000,1.06290643,1.10509354
-5.22561281,5.45245078,0.04332123,0.40767244,0.81655882,1.33462385,2.87945099,0.00000000,1.06710578,1.11406182
-5.21960980,5.46846258,0.04382066,0.40870550,0.81927324,1.33788959,2.89152813,0.00000000,1.06731678,1.11929706
-5.21360680,5.46812778,0.04410991,0.40820266,0.81865667,1.33872695,2.89535581,0.00000000,1.06378972,1.12094485
-5.20760380,5.45270066,0.04419261,0.40625005,0.81476402,1.33761344,2.89153738,0.00000000,1.05686719,1.11921281
-5.20160080,5.42370273,0.04407750,0.40296246,0.80771752,1.33504662,2.88080459,0.00000000,1.04696805,1.11435675
-5.19559780,5.38284282,0.04377796,0.39847781,0.79769784,1.33151978,2.86397631,0.00000000,1.03456901,1.10666617
-5.18959480,5.33193422,0.04331130,0.39295110,0.78493380,1.32749859,2.84191603,0.00000000,1.02018472,1.09644993
-5.18359180,5.27281338,0.04269798,0.38654830,0.76969134,1.32339968,2.81549060,0.00000000,1.00434731,1.08402270
-5.17758879,5.20726429,0.04196073,0.37944023,0.75226239,1.31957232,2.78553203,0.00000000,0.98758623,1.06969315
-5.17158579,5.13695221,0.04112361,0.37179694,0.73295402,1.31628417,2.75280463,0.00000000,0.97040940,1.05375420
-5.16558279,5.06336978,0.04021111,0.36378278,0.71207860,1.31371170,2.71797862,0.00000000,0.95328644,1.03647597
-5.15957979,4.98779779,0.03924729,0.35555227,0.68994530,1.31193565,2.68161165,0.00000000,0.93663478,1.01810145
-5.15357679,4.91128166,0.03825499,0.34724702,0.66685319,1.31094181,2.64413857,0.00000000,0.92080915,0.99884506
-5.14757379,4.83462425,0.03725521,0.33899368,0.64308631,1.31062662,2.60586979,0.00000000,0.90609491,0.97889380
-5.14157079,4.75839417,0.03626657,0.33090297,0.61891066,1.31080757,2.56699771,0.00000000,0.89270540,0.95841078
-5.13556778,4.68294809,0.03530503,0.32306967,0.59457311,1.31123737,2.52761055,0.00000000,0.88078338,0.93754055
-5.12956478,4.60846508,0.03438375,0.31557341,0.57030209,1.31162125,2.48771235,0.00000000,0.87040624,0.91641561
-5.12356178,4.53499001,0.03351307,0.30848021,0.54630979,1.31163647,2.44724780,0.00000000,0.86159477,0.89516365
-5.11755878,4.46248293,0.03270074,0.30184441,0.52279560,1.31095276,2.40613018,0.00000000,0.85432479,0.87391455
-5.11155578,4.39087131,0.03195222,0.29571080,0.49995026,1.30925290,2.36427081,0.00000000,0.84854105,0.85280681
-5.10555278,4.32010162,0.03127110,0.29011678,0.47796063,1.30625231,2.32160829,0.00000000,0.84417259,0.83199263
-5.09954977,4.25018740,0.03065961,0.28509432,0.45701429,1.30171668,2.27813588,0.00000000,0.84114874,0.81164140
-5.09354677,4.18125106,0.03011917,0.28067150,0.43730396,1.29547696,2.23392576,0.00000000,0.83941478,0.79194114
-5.08754377,4.11355719,0.02965085,0.27687356,0.41903109,1.28744100,2.18914878,0.00000000,0.83894665,0.77309775
-5.08154077,4.04753564,0.02925595,0.27372336,0.40240862,1.27760140,2.14408887,0.00000000,0.83976361,0.75533221
-5.07553777,3.98379357,0.02893635,0.27124121,0.38766241,1.26603929,2.09915143,0.00000000,0.84193846,0.73887575
-5.06953477,3.92311577,0.02869486,0.26944414,0.37503134,1.25292400,2.05486534,0.00000000,0.84560446,0.72396331
-5.06353177,3.86645362,0.02853548,0.26834474,0.36476596,1.23850866,2.01187854,0.00000000,0.85095876,0.71082573
-5.05752876,3.81490349,0.02846347,0.26794954,0.35712566,1.22312217,1.97094730,0.00000000,0.85826193,0.69968112
-5.05152576,3.76967562,0.02848533,0.26825734,0.35237432,1.20715774,1.93291971,0.00000000,0.86783356,0.69072597
-5.04552276,3.73205535,0.02860874,0.26925749,0.35077464,1.19105883,1.89871400,0.00000000,0.88004404,0.68412654
-5.03951976,3.70335863,0.02884229,0.27092836,0.35258132,1.17530298,1.86929262,0.00000000,0.89530275,0.68001106
-5.03351676,3.68488389,0.02919520,0.27323626,0.35803313,1.16038437,1.84563296,0.00000000,0.91404315,0.67846326
-5.02751376,3.67786279,0.02967698,0.27613488,0.36734438,1.14679591,1.82869603,0.00000000,0.93670536,0.67951755
-5.02151076,3.68341188,0.03029703,0.27956548,0.38069581,1.13501167,1.81939414,0.00000000,0.96371695,0.68315628
-5.01550775,3.70248774,0.03106423,0.28345771,0.39822556,1.12547033,1.81855895,0.00000000,0.99547273,0.68930920
-5.00950475,3.73584737,0.03198657,0.28773143,0.42002021,1.11856054,1.82691117,0.00000000,1.03231452,0.69785520
-5.00350175,3.78401576,0.03307078,0.29229914,0.44610666,1.11460873,1.84503303,0.00000000,1.07451173,0.70862633
-4.99749875,3.84726206,0.03432202,0.29706915,0.47644493,1.11386983,1.87334477,0.00000000,1.12224366,0.72141387
-4.99149575,3.92558549,0.03574362,0.30194936,0.51092243,1.11652147,1.91208605,0.00000000,1.17558450,0.73597623
-4.98549275,4.01871149,0.03733693,0.30685135,0.54935008,1.12266163,1.96130325,0.00000000,1.23449154,0.75204829
-4.97948974,4.12609836,0.03910119,0.31169466,0.59146046,1.13230989,2.02084304,0.00000000,1.29879753,0.76935178
-4.97348674,4.24695407,0.04103353,0.31641108,0.63690839,1.14541220,2.09035274,0.00000000,1.36820732,0.78760619
-4.96748374,4.38026238,0.04312901,0.32094858,0.68527403,1.16184866,2.16928751,0.00000000,1.44229931,0.80653968
-4.96148074,4.52481718,0.04538076,0.32527474,0.73606863,1.18144402,2.25692402,0.00000000,1.52053162,0.82589962
-4.95547774,4.67926327,0.04778018,0.32937951,0.78874286,1.20398011,2.35238010,0.00000000,1.60225286,0.84546206
-4.94947474,4.84214183,0.05031716,0.33327704,0.84269758,1.22920966,2.45463972,0.00000000,1.68671706,0.86504002
-4.94347174,5.01193838,0.05298039,0.33700653,0.89729680,1.25687053,2.56258201,0.00000000,1.77310229,0.88448987
-4.93746873,5.18713105,0.05575767,0.34063200,0.95188235,1.28669971,2.67501318,0.00000000,1.86053205,0.90371582
-4.93146573,5.36623689,0.05863622,0.34424087,1.00578991,1.31844625,2.79070009,0.00000000,1.94809867,0.92267225
-4.92546273,5.54785412,0.06160302,0.34794158,1.05836570,1.35188250,2.90840384,0.00000000,2.03488756,0.94136365
-4.91945973,5.73069866,0.06464512,0.35186010,1.10898320,1.38681299,3.02691214,0.00000000,2.12000142,0.95984233
-4.91345673,5.91363305,0.06774987,0.35613556,1.15705933,1.42308063,3.14506922,0.00000000,2.20258320,0.97820404
-4.90745373,6.09568711,0.07090514,0.36091522,1.20206934,1.46056995,3.26180193,0.00000000,2.28183703,0.99658145
-4.90145073,6.27606927,0.07409949,0.36634873,1.24355983,1.49920735,3.37614149,0.00000000,2.35704601,1.01513599
-4.89544772,6.45416874,0.07732221,0.37258222,1.28115942,1.53895844,3.48723993,0.00000000,2.42758637,1.03404834
-4.88944472,6.62954862,0.08056336,0.37975205,1.31458656,1.57982282,3.59438120,0.00000000,2.49293745,1.05350775
-4.88344172,6.80193081,0.08381359,0.38797877,1.34365429,1.62182664,3.69698667,0.00000000,2.55268707,1.07370096
-4.87743872,6.97117372,0.08706403,0.39736126,1.36827161,1.66501356,3.79461534,0.00000000,2.60653249,1.09480072
-4.87143572,7.13724425,0.09030600,0.40797127,1.38844177,1.70943455,3.88695919,0.00000000,2.65427691,1.11695474
-4.86543272,7.30018551,0.09353069,0.41984874,1.40425722,1.75513728,3.97383421,0.00000000,2.69582205,1.14027521
-4.85942971,7.46008190,0.09672876,0.43299768,1.41589186,1.80215543,4.05516788,0.00000000,2.73115732,1.16482939
-4.85342671,7.61702311,0.09988997,0.44738313,1.42359070,1.85049859,4.13098377,0.00000000,2.76034628,1.19063156
-4.84742371,7.77106848,0.10300269,0.46292905,1.42765752,1.90014299,4.20138401,0.00000000,2.78351131,1.21763666
-4.84142071,7.92221297,0.10605356,0.47951733,1.42844110,1.95102341,4.26653031,0.00000000,2.80081719,1.24573591
-4.83541771,8.07035586,0.10902708,0.49698796,1.42632043,2.00302630,4.32662411,0.00000000,2.81245468,1.27475432
-4.82941471,8.21527279,0.11190537,0.51514044,1.42168961,2.05598434,4.38188638,0.00000000,2.81862469,1.30445056
-4.82341171,8.35659204,0.11466790,0.53373638,1.41494288,2.10967229,4.43253741,0.00000000,2.81952399,1.33451892
-4.81740870,8.49377531,0.11729149,0.55250335,1.40646037,2.16380401,4.47877713,0.00000000,2.81533299,1.36459338
-4.81140570,8.62610337,0.11975031,0.57113982,1.39659499,2.21803084,4.52076610,0.00000000,2.80620608,1.39425389
-4.80540270,8.75266700,0.12201612,0.58932129,1.38566083,2.27194093,4.55860769,0.00000000,2.79226492,1.42303433
-4.79939970,8.87236341,0.12405862,0.60670728,1.37392345,2.32505981,4.59233180,0.00000000,2.77359486,1.45043233
-4.79339670,8.98389866,0.12584595,0.62294923,1.36159233,2.37685215,4.62188070,0.00000000,2.75024442,1.47592039
-4.78739370,9.08579638,0.12734539,0.63769890,1.34881557,2.42672489,4.64709757,0.00000000,2.72222795,1.49895814
-4.78139070,9.17641334,0.12852410,0.65061734,1.33567720,2.47403197,4.66771836,0.00000000,2.68953095,1.51900543
-4.77538769,9.25396241,0.12935006,0.66138379,1.32219687,2.51808088,4.68336790,0.00000000,2.65211797,1.53553586
-4.76938469,9.31654320,0.12979298,0.66970463,1.30833216,2.55814150,4.69356080,0.00000000,2.60994240,1.54805035
-4.76338169,9.36218083,0.12982538,0.67532178,1.29398341,2.59345719,4.69770805,0.00000000,2.56295790,1.55609051
-4.75737869,9.38887261,0.12942356,0.67802041,1.27900077,2.62325863,4.69512962,0.00000000,2.51113073,1.55925133
-4.75137569,9.39464242,0.12856857,0.67763559,1.26319347,2.64678022,4.68507355,0.00000000,2.45445248,1.55719296
-4.74537269,9.37760186,0.12724714,0.67405777,1.24634092,2.66327905,4.66674139,0.00000000,2.39295257,1.54965106
-4.73936968,9.33601684,0.12545238,0.66723663,1.22820527,2.67205608,4.63931968,0.00000000,2.32671011,1.53644571
-4.73336668,9.26837773,0.12318447,0.65718333,1.20854506,2.67247903,4.60201657,0.00000000,2.25586429,1.51748829
-4.72736368,9.17347067,0.12045101,0.64397096,1.18712942,2.66400621,4.55410253,0.00000000,2.18062310,1.49278637
-4.72136068,9.05044723,0.11726724,0.62773319,1.16375228,2.64621039,4.49495339,0.00000000,2.10126982,1.46244629
-4.71535768,8.89888927,0.11365604,0.60866108,1.13824610,2.61880163,4.42409384,0.00000000,2.01816692,1.42667338
-4.70935468,8.71886569,0.10964760,0.58699822,1.11049438,2.58164797,4.34123935,0.00000000,1.93175715,1.38576971
-4.70335168,8.51097800,0.10527896,0.56303439,1.08044255,2.53479280,4.24633410,0.00000000,1.84256180,1.34012948
-4.69734867,8.27639156,0.10059326,0.53709793,1.04810669,2.47846784,4.13958293,0.00000000,1.75117585,1.29023210
-4.69134567,8.01685014,0.09563881,0.50954704,1.01357960,2.41310076,4.02147507,0.00000000,1.65826034,1.23663302
-4.68534267,7.73467192,0.09046801,0.48076059,0.97703392,2.33931677,3.89279813,0.00000000,1.56453205,1.17995277
-4.67933967,7.43272588,0.08513612,0.45112838,0.93872212,2.25793374,3.75464099,0.00000000,1.47075080,1.12086432
-4.67333667,7.11438838,0.07969998,0.42104162,0.89897333,2.16995060,3.60838490,0.00000000,1.37770480,1.06007906
-4.66733367,6.78348076,0.07421669,0.39088366,0.85818694,2.07652928,3.45568256,0.00000000,1.28619455,0.99833207
-4.66133067,6.44418971,0.06874228,0.36102131,0.81682333,1.97897072,3.29842571,0.00000000,1.19701572,0.93636673
-4.65532766,6.10097272,0.06333048,0.33179725,0.77539206,1.87868559,3.13870224,0.00000000,1.11094176,0.87491939
-4.64932466,5.75845216,0.05803163,0.30352332,0.73443790,1.77716098,2.97874434,0.00000000,1.02870664,0.81470431
-4.64332166,5.42130148,0.05289162,0.27647529,0.69452531,1.67592408,2.82086962,0.00000000,0.95098840,0.75639944
