energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.81390695,1.74405310,0.00747357,0.15051645,1.43224070,0.41041227,1.08419550,0.00000000
-5.80790395,1.79146565,0.00701157,0.15755791,1.47402567,0.42631989,1.10840751,0.00000000
-5.80190095,1.84191439,0.00654721,0.16500384,1.51729947,0.44320324,1.13424339,0.00000000
-5.79589795,1.89560173,0.00608962,0.17288174,1.56215103,0.46110132,1.16183408,0.00000000
-5.78989495,1.95261784,0.00564747,0.18121452,1.60860023,0.48002264,1.19123892,0.00000000
-5.78389195,2.01293264,0.00522882,0.19001956,1.65659367,0.49994246,1.22244101,0.00000000
-5.77788894,2.07639264,0.00484101,0.19930795,1.70600410,0.52080141,1.25534578,0.00000000
-5.77188594,2.14272272,0.00449050,0.20908384,1.75663337,0.54250529,1.28978284,0.00000000
-5.76588294,2.21153263,0.00418285,0.21934383,1.80821867,0.56492634,1.32551099,0.00000000
-5.75987994,2.28232756,0.00392267,0.23007645,1.86044149,0.58790552,1.36222584,0.00000000
-5.75387694,2.35452218,0.00371356,0.24126157,1.91293859,0.61125601,1.39956978,0.00000000
-5.74787394,2.42745698,0.00355814,0.25286989,1.96531415,0.63476751,1.43714343,0.00000000
-5.74187094,2.50041605,0.00345807,0.26486226,2.01715218,0.65821111,1.47451801,0.00000000
-5.73586793,2.57264521,0.00341407,0.27718901,2.06802828,0.68134458,1.51124792,0.00000000
-5.72986493,2.64336954,0.00342598,0.28978923,2.11752008,0.70391781,1.54688279,0.00000000
-5.72386193,2.71180954,0.00349280,0.30259001,2.16521559,0.72567805,1.58097857,0.00000000
-5.71785893,2.77719532,0.00361273,0.31550573,2.21071930,0.74637497,1.61310712,0.00000000
-5.71185593,2.83877856,0.00378326,0.32843760,2.25365570,0.76576526,1.64286414,0.00000000
-5.70585293,2.89584221,0.00400122,0.34127335,2.29367058,0.78361674,1.66987525,0.00000000
-5.69984992,2.94770793,0.00426284,0.35388738,2.33043030,0.79971197,1.69380036,0.00000000
-5.69384692,2.99374205,0.00456381,0.36614136,2.36361971,0.81385139,1.71433651,0.00000000
-5.68784392,3.03336022,0.00489938,0.37788551,2.39293947,0.82585599,1.73121956,0.00000000
-5.68184092,3.06603164,0.00526442,0.38896052,2.41810353,0.83556976,1.74422505,0.00000000
-5.67583792,3.09128342,0.00565350,0.39920021,2.43883750,0.84286176,1.75316868,0.00000000
-5.66983492,3.10870552,0.00606097,0.40843502,2.45487857,0.84762823,1.75790681,0.00000000
-5.66383192,3.11795687,0.00648106,0.41649601,2.46597758,0.84979444,1.75833730,0.00000000
-5.65782891,3.11877264,0.00690795,0.42321967,2.47190329,0.84931668,1.75440086,0.00000000
-5.65182591,3.11097269,0.00733588,0.42845291,2.47244904,0.84618407,1.74608300,0.00000000
-5.64582291,3.09447096,0.00775921,0.43205850,2.46744146,0.84042033,1.73341661,0.00000000
-5.63981991,3.06928521,0.00817254,0.43392025,2.45675063,0.83208533,1.71648491,0.00000000
-5.63381691,3.03554650,0.00857074,0.43394813,2.44030121,0.82127638,1.69542448,0.00000000
-5.62781391,2.99350747,0.00894907,0.43208266,2.41808342,0.80812896,1.67042808,0.00000000
-5.62181091,2.94354885,0.00930319,0.42829860,2.39016322,0.79281698,1.64174687,0.00000000
-5.61580790,2.88618312,0.00962923,0.42260761,2.35669065,0.77555216,1.60969152,0.00000000
-5.60980490,2.82205491,0.00992386,0.41505968,2.31790564,0.75658272,1.57463203,0.00000000
-5.60380190,2.75193746,0.01018424,0.40574330,2.27414070,0.73619106,1.53699588,0.00000000
-5.59779890,2.67672504,0.01040814,0.39478431,2.22582007,0.71469056,1.49726441,0.00000000
-5.59179590,2.59742132,0.01059385,0.38234338,2.17345533,0.69242154,1.45596743,0.00000000
-5.58579290,2.51512390,0.01074025,0.36861234,2.11763751,0.66974638,1.41367612,0.00000000
-5.57978989,2.43100566,0.01084679,0.35380942,2.05902617,0.64704405,1.37099446,0.00000000
-5.57378689,2.34629348,0.01091348,0.33817373,1.99833611,0.62470413,1.32854949,0.00000000
-5.56778389,2.26224537,0.01094088,0.32195907,1.93632228,0.60312061,1.28698085,0.00000000
-5.56178089,2.18012691,0.01093011,0.30542756,1.87376399,0.58268557,1.24692991,0.00000000
-5.55577789,2.10118776,0.01088281,0.28884318,1.81144899,0.56378308,1.20902901,0.00000000
-5.54977489,2.02663937,0.01080116,0.27246563,1.75015833,0.54678330,1.17389105,0.00000000
-5.54377189,1.95763439,0.01068784,0.25654465,1.69065263,0.53203714,1.14209989,0.00000000
-5.53776888,1.89524847,0.01054602,0.24131512,1.63366016,0.51987141,1.11420154,0.00000000
-5.53176588,1.84046462,0.01037935,0.22699299,1.57986693,0.51058452,1.09069641,0.00000000
-5.52576288,1.79416048,0.01019190,0.21377216,1.52990892,0.50444288,1.07203263,0.00000000
-5.51975988,1.75709817,0.00998810,0.20182248,1.48436627,0.50167778,1.05860011,0.00000000
-5.51375688,1.72991660,0.00977273,0.19128860,1.44375897,0.50248273,1.05072550,0.00000000
-5.50775388,1.71312593,0.00955081,0.18228989,1.40854368,0.50701132,1.04866760,0.00000000
-5.50175088,1.70710352,0.00932752,0.17492112,1.37911128,0.51537526,1.05261310,0.00000000
-5.49574787,1.71209114,0.00910810,0.16925387,1.35578434,0.52764267,1.06267252,0.00000000
-5.48974487,1.72819289,0.00889771,0.16533840,1.33881440,0.54383658,1.07887616,0.00000000
-5.48374187,1.75537355,0.00870137,0.16320597,1.32837848,0.56393343,1.10117003,0.00000000
-5.47773887,1.79345714,0.00852374,0.16287122,1.32457480,0.58786177,1.12941187,0.00000000
-5.47173587,1.84212576,0.00836906,0.16433461,1.32741766,0.61550101,1.16336744,0.00000000
-5.46573287,1.90091863,0.00824099,0.16758463,1.33683170,0.64668052,1.20270726,0.00000000
-5.45972986,1.96923185,0.00814248,0.17259974,1.35264596,0.68117887,1.24700434,0.00000000
-5.45372686,2.04631909,0.00807569,0.17934982,1.37458821,0.71872372,1.29573320,0.00000000
-5.44772386,2.13129375,0.00804189,0.18779716,1.40228029,0.75899220,1.34827069,0.00000000
-5.44172086,2.22313317,0.00804140,0.19789685,1.43523509,0.80161215,1.40389905,0.00000000
-5.43571786,2.32068540,0.00807355,0.20959653,1.47285594,0.84616421,1.46181177,0.00000000
-5.42971486,2.42267889,0.00813670,0.22283565,1.51443898,0.89218506,1.52112228,0.00000000
-5.42371186,2.52773567,0.00822828,0.23754410,1.55917904,0.93917170,1.58087598,0.00000000
-5.41770885,2.63438799,0.00834483,0.25364050,1.60617942,0.98658702,1.64006541,0.00000000
-5.41170585,2.74109857,0.00848213,0.27103008,1.65446561,1.03386651,1.69764862,0.00000000
-5.40570285,2.84628427,0.00863531,0.28960240,1.70300288,1.08042613,1.75257013,0.00000000
-5.39969985,2.94834270,0.00879905,0.30922907,1.75071739,1.12567122,1.80378429,0.00000000
-5.39369685,3.04568122,0.00896769,0.32976157,1.79652019,1.16900617,1.85028006,0.00000000
-5.38769385,3.13674756,0.00913549,0.35102951,1.83933331,1.20984483,1.89110645,0.00000000
-5.38169085,3.22006098,0.00929676,0.37283939,1.87811697,1.24762114,1.92539770,0.00000000
-5.37568784,3.29424310,0.00944610,0.39497408,1.91189682,1.28179991,1.95239713,0.00000000
-5.36968484,3.35804720,0.00957855,0.41719322,1.93979007,1.31188723,1.97147854,0.00000000
-5.36368184,3.41038487,0.00968972,0.43923465,1.96102926,1.33744030,1.98216429,0.00000000
-5.35767884,3.45034903,0.00977600,0.46081698,1.97498285,1.35807635,1.98413920,0.00000000
-5.35167584,3.47723247,0.00983456,0.48164325,1.98117145,1.37348027,1.97725934,0.00000000
-5.34567284,3.49054105,0.00986348,0.50140582,1.97927905,1.38341080,1.96155548,0.00000000
-5.33966983,3.49000120,0.00986172,0.51979227,1.96915892,1.38770499,1.93723075,0.00000000
-5.33366683,3.47556131,0.00982914,0.53649219,1.95083370,1.38628083,1.90465260,0.00000000
-5.32766383,3.44738717,0.00976642,0.55120475,1.92448990,1.37913793,1.86433935,0.00000000
-5.32166083,3.40585160,0.00967498,0.56364661,1.89046709,1.36635633,1.81694183,0.00000000
-5.31565783,3.35151877,0.00955683,0.57356005,1.84924244,1.34809339,1.76322105,0.00000000
-5.30965483,3.28512415,0.00941448,0.58072085,1.80141126,1.32457893,1.70402265,0.00000000
-5.30365183,3.20755062,0.00925075,0.58494559,1.74766467,1.29610894,1.64024957,0.00000000
-5.29764882,3.11980219,0.00906861,0.58609809,1.68876535,1.26303786,1.57283390,0.00000000
-5.29164582,3.02297606,0.00887106,0.58409462,1.62552255,1.22576994,1.50270922,0.00000000
-5.28564282,2.91823440,0.00866096,0.57890760,1.55876757,1.18474985,1.43078477,0.00000000
-5.27963982,2.80677673,0.00844090,0.57056762,1.48933047,1.14045291,1.35792216,0.00000000
-5.27363682,2.68981391,0.00821316,0.55916362,1.41801922,1.09337525,1.28491583,0.00000000
-5.26763382,2.56854456,0.00797959,0.54484118,1.34560177,1.04402416,1.21247769,0.00000000
-5.26163082,2.44413450,0.00774160,0.52779896,1.27279172,0.99290892,1.14122640,0.00000000
-5.25562781,2.31769965,0.00750017,0.50828352,1.20023777,0.94053231,1.07168148,0.00000000
-5.24962481,2.19029256,0.00725583,0.48658248,1.12851712,0.88738303,1.00426205,0.00000000
-5.24362181,2.06289269,0.00700880,0.46301657,1.05813258,0.83392904,0.93928991,0.00000000
-5.23761881,1.93640009,0.00675899,0.43793082,0.98951321,0.78061208,0.87699629,0.00000000
-5.23161581,1.81163243,0.00650612,0.41168510,0.92301787,0.72784320,0.81753173,0.00000000
-5.22561281,1.68932460,0.00624983,0.38464464,0.85894116,0.67599945,0.76097813,0.00000000
-5.21960980,1.57013068,0.00598973,0.35717073,0.79752113,0.62542153,0.70736213,0.00000000
-5.21360680,1.45462752,0.00572556,0.32961201,0.73894805,0.57641251,0.65666902,0.00000000
-5.20760380,1.34331947,0.00545722,0.30229663,0.68337359,0.52923734,0.60885633,0.00000000
-5.20160080,1.23664366,0.00518485,0.27552558,0.63091975,0.48412308,0.56386638,0.00000000
-5.19559780,1.13497547,0.00490890,0.24956728,0.58168716,0.44125979,0.52163728,0.00000000
-5.18959480,1.03863373,0.00463009,0.22465366,0.53576221,0.40080192,0.48211189,0.00000000
-5.18359180,0.94788533,0.00434950,0.20097761,0.49322273,0.36286999,0.44524456,0.00000000
-5.17758879,0.86294920,0.00406846,0.17869190,0.45414206,0.32755264,0.41100536,0.00000000
-5.17158579,0.78399936,0.00378861,0.15790949,0.41859140,0.29490872,0.37938213,0.00000000
-5.16558279,0.71116717,0.00351177,0.13870487,0.38664055,0.26496952,0.35038025,0.00000000
-5.15957979,0.64454269,0.00323993,0.12111662,0.35835700,0.23774100,0.32402052,0.00000000
-5.15357679,0.58417552,0.00297517,0.10515057,0.33380371,0.21320593,0.30033546,0.00000000
-5.14757379,0.53007487,0.00271959,0.09078370,0.31303569,0.19132597,0.27936441,0.00000000
-5.14157079,0.48220941,0.00247524,0.07796832,0.29609584,0.17204355,0.26114786,0.00000000
-5.13556778,0.44050682,0.00224410,0.06663647,0.28301002,0.15528373,0.24572134,0.00000000
-5.12956478,0.40485338,0.00202797,0.05670428,0.27378202,0.14095581,0.23310927,0.00000000
-5.12356178,0.37509362,0.00182845,0.04807617,0.26838840,0.12895486,0.22331917,0.00000000
-5.11755878,0.35103029,0.00164694,0.04064872,0.26677373,0.11916312,0.21633633,0.00000000
-5.11155578,0.33242473,0.00148458,0.03431420,0.26884624,0.11145127,0.21211937,0.00000000
-5.10555278,0.31899777,0.00134224,0.02896364,0.27447431,0.10567974,0.21059669,0.00000000
-5.09954977,0.31043115,0.00122054,0.02448936,0.28348387,0.10169981,0.21166406,0.00000000
-5.09354677,0.30636968,0.00111983,0.02078709,0.29565692,0.09935490,0.21518329,0.00000000
-5.08754377,0.30642401,0.00104022,0.01775758,0.31073122,0.09848175,0.22098211,0.00000000
-5.08154077,0.31017418,0.00098157,0.01530778,0.32840135,0.09891176,0.22885516,0.00000000
-5.07553777,0.31717378,0.00094349,0.01335164,0.34832106,0.10047231,0.23856609,0.00000000
-5.06953477,0.32695488,0.00092541,0.01181059,0.37010694,0.10298834,0.24985066,0.00000000
-5.06353177,0.33903347,0.00092652,0.01061370,0.39334339,0.10628390,0.26242072,0.00000000
-5.05752876,0.35291553,0.00094582,0.00969768,0.41758875,0.11018390,0.27596904,0.00000000
-5.05152576,0.36810349,0.00098212,0.00900662,0.44238245,0.11451593,0.29017467,0.00000000
-5.04552276,0.38410307,0.00103405,0.00849177,0.46725304,0.11911216,0.30470884,0.00000000
-5.03951976,0.40043027,0.00110005,0.00811102,0.49172678,0.12381133,0.31924120,0.00000000
-5.03351676,0.41661838,0.00117840,0.00782854,0.51533671,0.12846065,0.33344608,0.00000000
-5.02751376,0.43222497,0.00126721,0.00761426,0.53763179,0.13291777,0.34700888,0.00000000
-5.02151076,0.44683846,0.00136445,0.00744342,0.55818586,0.13705257,0.35963215,0.00000000
-5.01550775,0.46008434,0.00146798,0.00729609,0.57660628,0.14074887,0.37104133,0.00000000
-5.00950475,0.47163073,0.00157554,0.00715673,0.59254186,0.14390586,0.38099007,0.00000000
-5.00350175,0.48119325,0.00168482,0.00701376,0.60568989,0.14643942,0.38926480,0.00000000
-4.99749875,0.48853900,0.00179349,0.00685920,0.61580215,0.14828304,0.39568870,0.00000000
-4.99149575,0.49348962,0.00189922,0.00668829,0.62268962,0.14938854,0.40012475,0.00000000
-4.98549275,0.49592337,0.00199981,0.00649916,0.62622593,0.14972640,0.40247802,0.00000000
-4.97948974,0.49577615,0.00209314,0.00629254,0.62634940,0.14928590,0.40269696,0.00000000
-4.97348674,0.49304160,0.00217732,0.00607148,0.62306362,0.14807480,0.40077391,0.00000000
-4.96748374,0.48777013,0.00225071,0.00584118,0.61643671,0.14611888,0.39674466,0.00000000
-4.96148074,0.48006709,0.00231201,0.00560872,0.60659931,0.14346115,0.39068724,0.00000000
-4.95547774,0.47009012,0.00236028,0.00538299,0.59374127,0.14016085,0.38271995,0.00000000
-4.94947474,0.45804572,0.00239502,0.00517455,0.57810736,0.13629233,0.37299862,0.00000000
-4.94347174,0.44418524,0.00241618,0.00499557,0.55999205,0.13194366,0.36171344,0.00000000
-4.93746873,0.42880032,0.00242423,0.00485981,0.53973346,0.12721529,0.34908509,0.00000000
-4.93146573,0.41221793,0.00242015,0.00478264,0.51770685,0.12221851,0.33536065,0.00000000
-4.92546273,0.39479505,0.00240545,0.00478113,0.49431758,0.11707392,0.32080901,0.00000000
-4.91945973,0.37691317,0.00238215,0.00487406,0.46999385,0.11190984,0.30571618,0.00000000
-4.91345673,0.35897255,0.00235276,0.00508209,0.44517930,0.10686072,0.29038035,0.00000000
-4.90745373,0.34138645,0.00232025,0.00542782,0.42032566,0.10206547,0.27510690,0.00000000
-4.90145073,0.32457516,0.00228799,0.00593590,0.39588546,0.09766583,0.26020335,0.00000000
-4.89544772,0.30896009,0.00225968,0.00663311,0.37230499,0.09380462,0.24597429,0.00000000
-4.88944472,0.29495770,0.00223929,0.00754842,0.35001753,0.09062393,0.23271641,0.00000000
-4.88344172,0.28297344,0.00223095,0.00871293,0.32943691,0.08826323,0.22071353,0.00000000
-4.87743872,0.27339561,0.00223888,0.01015988,0.31095149,0.08685737,0.21023174,0.00000000
-4.87143572,0.26658920,0.00226726,0.01192449,0.29491851,0.08653444,0.20151471,0.00000000
-4.86543272,0.26288973,0.00232013,0.01404379,0.28165887,0.08741348,0.19477904,0.00000000
-4.85942971,0.26259711,0.00240126,0.01655641,0.27145249,0.08960220,0.19020991,0.00000000
-4.85342671,0.26596971,0.00251405,0.01950226,0.26453404,0.09319444,0.18795688,0.00000000
-4.84742371,0.27321859,0.00266139,0.02292231,0.26108940,0.09826782,0.18813010,0.00000000
-4.84142071,0.28450227,0.00284553,0.02685823,0.26125261,0.10488127,0.19079683,0.00000000
-4.83541771,0.29992208,0.00306802,0.03135217,0.26510367,0.11307288,0.19597858,0.00000000
-4.82941471,0.31951841,0.00332953,0.03644658,0.27266712,0.12285788,0.20364889,0.00000000
-4.82341171,0.34326808,0.00362980,0.04218404,0.28391157,0.13422717,0.21373188,0.00000000
-4.81740870,0.37108314,0.00396759,0.04860734,0.29875031,0.14714627,0.22610186,0.00000000
-4.81140570,0.40281131,0.00434056,0.05575956,0.31704310,0.16155500,0.24058399,0.00000000
-4.80540270,0.43823827,0.00474533,0.06368437,0.33859924,0.17736798,0.25695624,0.00000000
-4.79939970,0.47709200,0.00517739,0.07242645,0.36318192,0.19447587,0.27495277,0.00000000
-4.79339670,0.51904918,0.00563123,0.08203190,0.39051398,0.21274769,0.29426866,0.00000000
-4.78739370,0.56374363,0.00610037,0.09254884,0.42028488,0.23203392,0.31456616,0.00000000
-4.78139070,0.61077668,0.00657748,0.10402785,0.45215880,0.25217056,0.33548232,0.00000000
-4.77538769,0.65972906,0.00705453,0.11652232,0.48578374,0.27298386,0.35663791,0.00000000
-4.76938469,0.71017401,0.00752298,0.13008864,0.52080125,0.29429571,0.37764734,0.00000000
-4.76338169,0.76169100,0.00797400,0.14478591,0.55685638,0.31592930,0.39812942,0.00000000
-4.75737869,0.81387946,0.00839870,0.16067532,0.59360762,0.33771490,0.41771854,0.00000000
-4.75137569,0.86637188,0.00878838,0.17781887,0.63073619,0.35949538,0.43607590,0.00000000
-4.74537269,0.91884538,0.00913481,0.19627750,0.66795446,0.38113122,0.45290030,0.00000000
-4.73936968,0.97103139,0.00943044,0.21610844,0.70501277,0.40250461,0.46793823,0.00000000
-4.73336668,1.02272251,0.00966869,0.23736199,0.74170463,0.42352248,0.48099255,0.00000000
-4.72736368,1.07377631,0.00984415,0.26007741,0.77786973,0.44411812,0.49192962,0.00000000
-4.72136068,1.12411565,0.00995272,0.28427846,0.81339478,0.46425134,0.50068450,0.00000000
-4.71535768,1.17372540,0.00999178,0.30996835,0.84821208,0.48390700,0.50726378,0.00000000
-4.70935468,1.22264580,0.00996030,0.33712460,0.88229583,0.50309206,0.51174618,0.00000000
-4.70335168,1.27096262,0.00985881,0.36569394,0.91565662,0.52183123,0.51428067,0.00000000
-4.69734867,1.31879477,0.00968940,0.39558756,0.94833429,0.54016145,0.51508218,0.00000000
-4.69134567,1.36628005,0.00945567,0.42667715,0.98038964,0.55812556,0.51442517,0.00000000
-4.68534267,1.41355992,0.00916255,0.45879197,1.01189570,0.57576549,0.51263514,0.00000000
-4.67933967,1.46076413,0.00881617,0.49171727,1.04292884,0.59311555,0.51007858,0.00000000
-4.67333667,1.50799624,0.00842365,0.52519447,1.07356059,0.61019602,0.50715153,0.00000000
-4.66733367,1.55532089,0.00799283,0.55892305,1.10385038,0.62700774,0.50426739,0.00000000
-4.66133067,1.60275355,0.00753208,0.59256465,1.13383990,0.64352791,0.50184421,0.00000000
-4.65532766,1.65025339,0.00705000,0.62574895,1.16354902,0.65970746,0.50029194,0.00000000
-4.64932466,1.69771961,0.00655524,0.65808167,1.19297383,0.67547015,0.50000017,0.00000000
-4.64332166,1.74499151,0.00605621,0.68915408,1.22208640,0.69071362,0.50132646,0.00000000
-4.63731866,1.79185203,0.00556096,0.71855405,1.25083636,0.70531223,0.50458584,0.00000000
-4.63131566,1.83803462,0.00507697,0.74587787,1.27915394,0.71912161,0.51004168,0.00000000
-4.62531266,1.88323288,0.00461104,0.77074261,1.30695404,0.73198463,0.51789805,0.00000000
-4.61930965,1.92711233,0.00416923,0.79279828,1.33414102,0.74373861,0.52829399,0.00000000
-4.61330665,1.96932364,0.00375682,0.81173926,1.36061362,0.75422306,0.54129968,0.00000000
-4.60730365,2.00951649,0.00337829,0.82731447,1.38626963,0.76328788,0.55691471,0.00000000
-4.60130065,2.04735343,0.00303739,0.83933579,1.41100998,0.77080128,0.57506851,0.00000000
-4.59529765,2.08252302,0.00273716,0.84768415,1.43474198,0.77665723,0.59562301,0.00000000
-4.58929465,2.11475180,0.00248010,0.85231324,1.45738150,0.78078188,0.61837751,0.00000000
-4.58329165,2.14381475,0.00226819,0.85325044,1.47885418,0.78313886,0.64307576,0.00000000
-4.57728864,2.16954385,0.00210307,0.85059509,1.49909567,0.78373310,0.66941504,0.00000000
-4.57128564,2.19183497,0.00198614,0.84451415,1.51805134,0.78261310,0.69705717,0.00000000
-4.56528264,2.21065284,0.00191863,0.83523558,1.53567544,0.77987164,0.72564112,0.00000000
-4.55927964,2.22603443,0.00190176,0.82303979,1.55193042,0.77564500,0.75479680,0.00000000
-4.55327664,2.23809087,0.00193675,0.80824959,1.56678655,0.77011074,0.78415968,0.00000000
-4.54727364,2.24700805,0.00202488,0.79121935,1.58022211,0.76348424,0.81338566,0.00000000
-4.54127064,2.25304607,0.00216751,0.77232377,1.59222465,0.75601419,0.84216553,0.00000000
-4.53526763,2.25653756,0.00236604,0.75194684,1.60279309,0.74797724,0.87023838,0.00000000
-4.52926463,2.25788487,0.00262184,0.73047168,1.61194092,0.73967199,0.89740329,0.00000000
-4.52326163,2.25755596,0.00293618,0.70827142,1.61970017,0.73141246,0.92352865,0.00000000
-4.51725863,2.25607883,0.00331011,0.68570166,1.62612593,0.72352120,0.94855844,0.00000000
-4.51125563,2.25403409,0.00374424,0.66309469,1.63130101,0.71632220,0.97251495,0.00000000
-4.50525263,2.25204558,0.00423865,0.64075538,1.63534020,0.71013366,0.99549768,0.00000000
-4.49924962,2.25076858,0.00479265,0.61895903,1.63839362,0.70526059,1.01767816,0.00000000
-4.49324662,2.25087572,0.00540462,0.59795067,1.64064871,0.70198752,1.03929066,0.00000000
-4.48724362,2.25304028,0.00607181,0.57794589,1.64233023,0.70057123,1.06061922,0.00000000
-4.48124062,2.25791733,0.00679022,0.55913264,1.64369806,0.70123365,1.08198127,0.00000000
-4.47523762,2.26612291,0.00755444,0.54167380,1.64504255,0.70415505,1.10370865,0.00000000
-4.46923462,2.27821184,0.00835760,0.52571006,1.64667724,0.70946778,1.12612692,0.00000000
-4.46323162,2.29465517,0.00919132,0.51136284,1.64892927,0.71725056,1.14953388,0.00000000
-4.45722861,2.31581785,0.01004576,0.49873680,1.65212763,0.72752374,1.17417852,0.00000000
-4.45122561,2.34193808,0.01090974,0.48792182,1.65658979,0.74024570,1.20024144,0.00000000
-4.44522261,2.37310921,0.01177087,0.47899413,1.66260732,0.75531060,1.22781786,0.00000000
-4.43921961,2.40926529,0.01261584,0.47201656,1.67043122,0.77254775,1.25690425,0.00000000
-4.43321661,2.45017149,0.01343065,0.46703784,1.68025768,0.79172284,1.28738929,0.00000000
-4.42721361,2.49541986,0.01420106,0.46409105,1.69221507,0.81254095,1.31904982,0.00000000
-4.42121061,2.54443125,0.01491287,0.46319122,1.70635294,0.83465171,1.35155211,0.00000000
-4.41520760,2.59646358,0.01555243,0.46433248,1.72263361,0.85765625,1.38445848,0.00000000
-4.40920460,2.65062642,0.01610703,0.46748478,1.74092683,0.88111598,1.41723898,0.00000000
-4.40320160,2.70590145,0.01656528,0.47259062,1.76100806,0.90456294,1.44928779,0.00000000
-4.39719860,2.76116825,0.01691755,0.47956194,1.78256032,0.92751138,1.47994340,0.00000000
-4.39119560,2.81523438,0.01715627,0.48827759,1.80517993,0.94947012,1.50851180,0.00000000
-4.38519260,2.86686870,0.01727618,0.49858155,1.82838574,0.96995540,1.53429153,0.00000000
-4.37918959,2.91483649,0.01727458,0.51028213,1.85163170,0.98850352,1.55659950,0.00000000
-4.37318659,2.95793521,0.01715135,0.52315244,1.87432240,1.00468307,1.57479636,0.00000000
-4.36718359,2.99502938,0.01690902,0.53693216,1.89583091,1.01810608,1.58831050,0.00000000
-4.36118059,3.02508346,0.01655266,0.55133069,1.91551832,1.02843784,1.59665947,0.00000000
-4.35517759,3.04719146,0.01608969,0.56603181,1.93275445,1.03540498,1.59946824,0.00000000
-4.34917459,3.06060253,0.01552966,0.58069950,1.94693882,1.03880174,1.59648350,0.00000000
-4.34317159,3.06474153,0.01488388,0.59498516,1.95752129,1.03849400,1.58758360,0.00000000
-4.33716858,3.05922438,0.01416509,0.60853561,1.96402158,1.03442143,1.57278398,0.00000000
-4.33116558,3.04386767,0.01338702,0.62100191,1.96604703,1.02659737,1.55223798,0.00000000
-4.32516258,3.01869257,0.01256397,0.63204856,1.96330794,1.01510693,1.52623326,0.00000000
-4.31915958,2.98392310,0.01171038,0.64136266,1.95562987,1.00010321,1.49518398,0.00000000
-4.31315658,2.93997905,0.01084043,0.64866285,1.94296255,0.98180211,1.45961943,0.00000000
-4.30715358,2.88746395,0.00996768,0.65370747,1.92538470,0.96047570,1.42016931,0.00000000
