energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.61034192,0.07510076,0.00000000,0.89204243,0.00000000,0.44072814,0.22141645
-5.99399700,1.64935387,0.07645936,0.00000000,0.91791806,0.00000000,0.44193896,0.23597770
-5.98799400,1.68717154,0.07756129,0.00000000,0.94343580,0.00000000,0.44299468,0.25095624
-5.98199100,1.72421545,0.07841945,0.00000000,0.96878623,0.00000000,0.44410820,0.26634326
-5.97598799,1.76095771,0.07905294,0.00000000,0.99419244,0.00000000,0.44549709,0.28212849
-5.96998499,1.79790212,0.07948628,0.00000000,1.01990044,0.00000000,0.44737685,0.29829807
-5.96398199,1.83556050,0.07974848,0.00000000,1.04616674,0.00000000,0.44995360,0.31483202
-5.95797899,1.87442625,0.07987185,0.00000000,1.07324369,0.00000000,0.45341633,0.33170142
-5.95197599,1.91494613,0.07989061,0.00000000,1.10136300,0.00000000,0.45792906,0.34886560
-5.94597299,1.95749178,0.07983944,0.00000000,1.13071851,0.00000000,0.46362330,0.36626953
-5.93996998,2.00233249,0.07975196,0.00000000,1.16144892,0.00000000,0.47059115,0.38384150
-5.93396698,2.04961083,0.07965928,0.00000000,1.19362185,0.00000000,0.47887936,0.40149155
-5.92796398,2.09932291,0.07958865,0.00000000,1.22722003,0.00000000,0.48848497,0.41911067
-5.92196098,2.15130470,0.07956229,0.00000000,1.26213100,0.00000000,0.49935270,0.43657101
-5.91595798,2.20522569,0.07959655,0.00000000,1.29814103,0.00000000,0.51137453,0.45372725
-5.90995498,2.26059096,0.07970132,0.00000000,1.33493418,0.00000000,0.52439160,0.47041912
-5.90395198,2.31675203,0.07987992,0.00000000,1.37209688,0.00000000,0.53819873,0.48647513
-5.89794897,2.37292665,0.08012926,0.00000000,1.40912835,0.00000000,0.55255136,0.50171732
-5.89194597,2.42822693,0.08044055,0.00000000,1.44545647,0.00000000,0.56717483,0.51596690
-5.88594297,2.48169477,0.08080025,0.00000000,1.48045886,0.00000000,0.58177584,0.52905054
-5.87993997,2.53234316,0.08119147,0.00000000,1.51348796,0.00000000,0.59605537,0.54080698
-5.87393697,2.57920123,0.08159554,0.00000000,1.54389918,0.00000000,0.60972279,0.55109364
-5.86793397,2.62136080,0.08199382,0.00000000,1.57108060,0.00000000,0.62251035,0.55979281
-5.86193097,2.65802206,0.08236955,0.00000000,1.59448259,0.00000000,0.63418722,0.56681716
-5.85592796,2.68853567,0.08270974,0.00000000,1.61364572,0.00000000,0.64457258,0.57211418
-5.84992496,2.71243892,0.08300676,0.00000000,1.62822537,0.00000000,0.65354676,0.57566923
-5.84392196,2.72948389,0.08325984,0.00000000,1.63801152,0.00000000,0.66105980,0.57750716
-5.83791896,2.73965568,0.08347614,0.00000000,1.64294252,0.00000000,0.66713697,0.57769217
-5.83191596,2.74317957,0.08367134,0.00000000,1.64311187,0.00000000,0.67188065,0.57632609
-5.82591296,2.74051650,0.08386979,0.00000000,1.63876757,0.00000000,0.67546833,0.57354502
-5.81990995,2.73234677,0.08410414,0.00000000,1.63030381,0.00000000,0.67814671,0.56951450
-5.81390695,2.71954273,0.08441436,0.00000000,1.61824541,0.00000000,0.68022207,0.56442356
-5.80790395,2.70313165,0.08484630,0.00000000,1.60322575,0.00000000,0.68204706,0.55847786
-5.80190095,2.68425073,0.08544977,0.00000000,1.58595922,0.00000000,0.68400475,0.55189233
-5.79589795,2.66409630,0.08627626,0.00000000,1.56720971,0.00000000,0.68649038,0.54488361
-5.78989495,2.64387006,0.08737635,0.00000000,1.54775665,0.00000000,0.68989187,0.53766285
-5.78389195,2.62472489,0.08879699,0.00000000,1.52836050,0.00000000,0.69456986,0.53042900
-5.77788894,2.60771305,0.09057877,0.00000000,1.50972931,0.00000000,0.70083845,0.52336310
-5.77188594,2.59373941,0.09275334,0.00000000,1.49248822,0.00000000,0.70894752,0.51662370
-5.76588294,2.58352196,0.09534105,0.00000000,1.47715320,0.00000000,0.71906748,0.51034368
